age (BP),temperature (degC)
1901.98,-31.035
1912.45,-30.932
1922.03,-30.829
1931.07,-30.591
1940.26,-30.462
1946.08,-30.312
1958.56,-30.308
1968.49,-30.253
1977.99,-30.245
1987.76,-30.23
1997.41,-30.21
2006.87,-30.105
2016.53,-29.957
2019.23,-29.862
2033.56,-29.875
2046.14,-29.837
2046.14,-29.8
2057.1,-29.64
2068.24,-29.571
2078.94,-29.641
2088.46,-29.683
2099.3,-29.749
2108.36,-29.779
2116.16,-29.837
2127.76,-29.881
2139.09,-30.016
2149.19,-30.106
2159.4,-30.116
2170.28,-30.024
2181.81,-29.984
2192.24,-29.99
2202.31,-30.032
2212.42,-30.2
2222.78,-30.391
2233.14,-30.572
2242.9,-30.584
2252.95,-30.556
2263.02,-30.668
2272.97,-30.769
2292.93,-30.682
2292.93,-30.608
2303.03,-30.475
2313.78,-30.301
2323.76,-30.143
2333.94,-30.096
2354.5,-30.123
2354.5,-30.1
2364.83,-30.156
2372.52,-30.173
2372.52,-30.273
2394.24,-30.476
2405.58,-30.53
2413.46,-30.468
2426.53,-30.371
2434.01,-30.317
2441.8,-30.296
2457.24,-30.325
2467.62,-30.397
2478.1,-30.391
2478.1,-30.39
2499.88,-30.355
2510.66,-30.329
2521.09,-30.356
2530.11,-30.534
2541.44,-30.708
2553.75,-30.763
2564.17,-30.827
2574.83,-30.894
2586.38,-30.881
2597.45,-30.852
2608.55,-30.823
2619.46,-30.737
2630.55,-30.736
2641.07,-30.797
2651.62,-30.789
2661.91,-30.716
2672.43,-30.52
2682.8,-30.474
2693.78,-30.583
2704.38,-30.677
2715.62,-30.815
2726.15,-30.9
2737.76,-30.951
2747.92,-30.967
2758.7,-30.943
2771.79,-30.95
2783.87,-30.869
2794.7,-30.762
2805.21,-30.681
2816.16,-30.632
2826.89,-30.565
2837.09,-30.55
2847.42,-30.544
2856.28,-30.456
2867.95,-30.434
2879.13,-30.477
2889.76,-30.558
2900.92,-30.598
2911.65,-30.52
2922.35,-30.52
2933.49,-30.579
2944.18,-30.614
2955.23,-30.614
2965.84,-30.584
2976.28,-30.572
2986.84,-30.55
2998.08,-30.61
3009.57,-30.681
3020.42,-30.69
3031.62,-30.682
3042.36,-30.709
3042.36,-30.663
3053.23,-30.614
3064.01,-30.769
3074.77,-30.88
3085.33,-30.797
3096.39,-30.593
3108.03,-30.302
3120.79,-30.151
3133.29,-30.084
3145.54,-29.982
3158.23,-29.825
3169.81,-29.69
3181.11,-29.608
3193.2,-29.551
3204.03,-29.52
3214.58,-29.443
3227.61,-29.27
3237.71,-29.131
3248.64,-29.046
3260.18,-28.992
3274.39,-28.912
3286.1,-28.802
3297.07,-28.748
3308.47,-28.859
3320.32,-29.152
3331.11,-29.537
3343.2,-29.727
3354.72,-29.649
3367.37,-29.712
3378.68,-29.911
3378.68,-30.003
3390.53,-30.042
3402.28,-30.068
3410.73,-30.074
3425.56,-30.104
3437.44,-30.09
3449.34,-30.152
3462.06,-30.279
3491.26,-30.308
3510.28,-30.404
3522.52,-30.562
3533.88,-30.579
3544.95,-30.485
3557.81,-30.346
3569.09,-30.257
3581.58,-30.155
3605.74,-29.981
3617.51,-29.799
3626.31,-29.84
3636.24,-29.896
3651.83,-29.938
3665.17,-30.114
3676.9,-30.28
3688.97,-30.396
3701.28,-30.476
3713.43,-30.391
3725.29,-30.264
3736.11,-30.212
3747.26,-30.268
3759.66,-30.38
3772.06,-30.512
3784.02,-30.557
3796.01,-30.768
3808.16,-30.791
3817.44,-30.85
3832.18,-31.008
3843.79,-31.077
3855.57,-31.046
3867.21,-31.039
3880.09,-31.09
3888.3,-31.156
3904.87,-31.177
3916.43,-31.175
3929.05,-31.221
3941.72,-31.231
3953.67,-31.163
3966.47,-31.088
3978.73,-31.06
3989.62,-31.071
3989.62,-31.093
4016.89,-30.995
4016.89,-30.914
4029.42,-30.915
4041.61,-30.912
4054.4,-30.701
4067.09,-30.629
4079.96,-30.628
4092.09,-30.509
4103.32,-30.443
4117.8,-30.365
4130.1,-30.313
4143.78,-30.304
4156.14,-30.297
4168.17,-30.36
4182.43,-30.457
4195.07,-30.483
4207.52,-30.36
4219.28,-30.21
4231.73,-30.184
4244.4,-30.163
4256.79,-30.112
4269.11,-30.225
4294.27,-30.443
4294.27,-30.451
4307.31,-30.697
4320.07,-30.76
4332.97,-30.81
4345.21,-30.912
4357.67,-30.948
4370.44,-31.053
4380.4,-31.096
4395.9,-31.026
4409.16,-31.065
4421.79,-31.19
4433.29,-31.332
4445.44,-31.475
4460.16,-31.502
4473.02,-31.472
4485.59,-31.497
4498.01,-31.499
4510.66,-31.452
4520.62,-31.173
4536.26,-31.041
4549.61,-31.094
4562.99,-31.15
4575.88,-31.179
4588.79,-31.262
4602.61,-31.556
4615.38,-31.759
4628.65,-31.629
4641.13,-31.546
4654.35,-31.56
4667.28,-31.492
4680.99,-31.524
4692.71,-31.68
4706.96,-31.764
4719.55,-31.859
4731.85,-31.939
4744.97,-31.99
4759.2,-32.041
4771.06,-31.977
4784.46,-31.928
4798.21,-31.926
4811.47,-31.627
4824.09,-31.178
4835.94,-31.026
4851.13,-31.028
4857.74,-31.002
4878.31,-30.888
4891.2,-30.824
4904.08,-30.766
4917.32,-30.604
4930.74,-30.526
4943.26,-30.36
4957.43,-30.24
4970.54,-30.24
4983.65,-30.227
4996.37,-30.083
5009.9,-29.904
5023.75,-29.902
5037.89,-30.18
5051.63,-30.371
5065.91,-30.327
5079,-30.25
5092.19,-30.249
5106.08,-30.386
5120.67,-30.326
5134.25,-30.173
5147.63,-30.114
5161.82,-29.972
5175.77,-29.984
5189.44,-30.009
5203.57,-29.959
5217.73,-30.073
5217.73,-30.135
5231.62,-30.199
5246.23,-30.151
5260.47,-30.152
5274.77,-30.274
5288.29,-30.4
5302.05,-30.492
5327.44,-30.656
5345.5,-30.99
5360.25,-31.269
5375,-31.407
5389.14,-31.49
5402.91,-31.46
5417.21,-31.517
5431.01,-31.516
5444.33,-31.398
5458.68,-31.225
5473.04,-31.119
5488.24,-31.024
5502.54,-30.902
5517.17,-30.861
5532.12,-30.73
5547.42,-30.497
5562.37,-30.297
5577.43,-30.093
5591.89,-30.026
5606.92,-30.089
5621.63,-30.026
5636.04,-29.907
5650.76,-29.932
5665.74,-30.027
5681.31,-30.143
5696.51,-30.208
5711.58,-30.214
5727.68,-30.34
5743.86,-30.403
5759.66,-30.402
5775.28,-30.421
5791.24,-30.533
5807.73,-30.702
5822.53,-30.593
5839,-30.467
5854.63,-30.532
5869.23,-30.591
5884.49,-30.626
5900.23,-30.539
5915.58,-30.443
5930.39,-30.405
5945.35,-30.308
5960.34,-30.221
5975.73,-30.286
5990.83,-30.337
6005.96,-30.308
6020.9,-30.214
6034.96,-30.362
6050.12,-30.611
6065.53,-30.719
6080.86,-30.766
6096.23,-30.658
6111.94,-30.518
6127.64,-30.583
6144.18,-30.642
6160.34,-30.648
6176.14,-30.668
6191.86,-30.815
6205.87,-30.895
6220.51,-30.928
6236.64,-30.956
6253.05,-31.134
6268.72,-31.12
6285.33,-30.838
6301.84,-30.727
6318.32,-30.755
6333.71,-30.839
6348.87,-30.929
6365.1,-30.876
6380.53,-30.885
6395.76,-30.998
6411.31,-30.971
6426.44,-30.876
6441.71,-30.786
6454.1,-30.665
6469.42,-30.527
6489.84,-30.557
6505.69,-30.703
6521.76,-30.869
6538.22,-30.976
6553.45,-30.914
6569.5,-30.92
6585.25,-31.085
6600.5,-31.099
6615.83,-30.89
6632.07,-30.815
6647.79,-30.899
6663.22,-30.91
6679.15,-30.936
6695.54,-30.974
6711.02,-30.847
6727.16,-30.617
6743.47,-30.337
6759.23,-30.124
6776.29,-29.969
6792.28,-29.666
6809.46,-29.434
6826.14,-29.418
6843.55,-29.408
6860.83,-29.226
6877.12,-28.994
6893.93,-28.987
6909.89,-28.976
6925.52,-28.825
6942.31,-28.918
6958.35,-29.06
6974.97,-29.131
6974.97,-29.168
6991.52,-29.468
7008.94,-29.916
7043.23,-30.32
7043.23,-30.289
7060.31,-30.474
7077.94,-30.683
7095.19,-30.945
7112.32,-30.977
7125.35,-30.964
7145.8,-31.103
7163.51,-31.132
7180.52,-31.281
7197.45,-31.436
7213.19,-31.42
7230.45,-31.26
7247.15,-31.121
7265.27,-30.976
7282.23,-30.78
7299.9,-30.674
7318,-30.571
7333.72,-30.572
7351.3,-30.472
7369.07,-30.281
7386.32,-30.15
7403.22,-29.978
7419.69,-29.856
7436.69,-29.807
7454.05,-30.011
7471.27,-30.119
7487.72,-30.126
7504.61,-30.266
7522.2,-30.308
7539.59,-30.28
7556.58,-30.099
7574.75,-30.129
7592.48,-30.287
7608.89,-30.294
7625.59,-30.27
7642.67,-30.094
7659.86,-29.909
7678.21,-29.592
7695.46,-29.34
7713,-29.283
7730.63,-29.194
7746.95,-29.153
7765.15,-28.928
7783.12,-28.863
7800.33,-28.859
7817.32,-28.702
7834.54,-28.712
7851.47,-28.747
7868.34,-28.924
7885.77,-29.106
7903.58,-29.161
7921.31,-29.162
7939.1,-29.147
7957.05,-29.131
7974.62,-29.238
7993.18,-29.641
8011.54,-29.921
8029.02,-30.086
8046.27,-30.279
8064.42,-30.405
8083.12,-30.576
8100.59,-30.546
8119.11,-30.775
8136.41,-30.876
8153.16,-31.353
8171.05,-31.809
8190.02,-32.239
8210.54,-32.442
8229.97,-32.4
8250.54,-32.32
8269.13,-32.239
8290.01,-32.162
8309.8,-32.08
8330.24,-32.011
8348.58,-31.953
8365.9,-31.743
8384.56,-31.367
8404.55,-30.951
8424.04,-30.604
8442.56,-30.389
8461,-30.323
8480.08,-30.381
8499.25,-30.451
8519.41,-30.451
8538.61,-30.391
8558.35,-30.31
8577.52,-30.216
8597.35,-30.134
8615.28,-30.172
8632.64,-30.18
8651.81,-30.139
8670.76,-30.162
8689.11,-30.072
8707.61,-29.921
8726.78,-29.842
8747.69,-29.817
8766.07,-29.799
8785,-29.824
8803.22,-29.898
8821.89,-29.868
8842.33,-29.698
8862.39,-29.515
8883.49,-29.421
8903.58,-29.389
8923.4,-29.441
8941.96,-29.578
8961.34,-29.636
8980.44,-29.64
9000.81,-29.664
9020.86,-29.655
9041.03,-29.528
9061.15,-29.446
9082.01,-29.591
9100.9,-29.845
9120.35,-29.969
9139.06,-29.955
9158.42,-30.05
9177.55,-30.141
9198.88,-30.139
9198.88,-30.178
9217.99,-30.291
9238.01,-30.27
9259.62,-30.195
9281.42,-30.226
9302.11,-30.095
9323.18,-29.97
9345.54,-29.957
9365.93,-29.983
9386.43,-30.037
9407.56,-30.066
9425.57,-30.173
9446.83,-30.237
9468.09,-30.271
9488.87,-30.385
9510.04,-30.469
9532.24,-30.609
9555.97,-30.718
9578.95,-30.624
9601.42,-30.612
9623.97,-30.497
9646.99,-30.177
9670.46,-29.914
9693.74,-29.86
9715.7,-29.887
9741.41,-29.849
9763.75,-29.954
9786.86,-30.1
9810.31,-30.32
9833.91,-30.422
9857.34,-30.333
9879.68,-30.465
9902.24,-30.675
9925.33,-30.544
9971.94,-30.484
9996.27,-30.563
10016.6,-30.496
10028.4,-30.439
10052.2,-30.417
10064.4,-30.415
10075.9,-30.483
10099.5,-30.56
10111.3,-30.542
10122.5,-30.601
10134.2,-30.678
10147.4,-30.743
10160.1,-30.813
10172.8,-30.875
10172.8,-30.898
10186.2,-30.967
10199.1,-31.065
10212.4,-31.157
10225.5,-31.242
10239.2,-31.354
10252.1,-31.475
10264.1,-31.597
10276.1,-31.717
10288,-31.828
10300.1,-31.924
10313.2,-32.022
10323.8,-32.114
10336.3,-32.206
10350.2,-32.296
10364.3,-32.398
10389.7,-32.526
10401.6,-32.612
10414.1,-32.691
10428,-32.761
10439.9,-32.803
10439.9,-32.83
10452.8,-32.858
10468.3,-32.885
10468.3,-32.907
10481.4,-32.935
10494,-32.975
10509,-33.017
10522,-33.078
10537,-33.157
10551,-33.192
10565,-33.254
10580,-33.273
10593,-33.326
10606,-33.389
10620,-33.481
10634,-33.559
10648,-33.64
10662,-33.757
10678,-33.855
10692,-33.946
10706,-34.044
10720,-34.125
10734,-34.204
10747,-34.285
10762,-34.38
10762,-34.415
10792,-34.591
10806,-34.695
10819,-34.801
10819,-34.849
10833,-34.927
10847,-35.013
10862,-35.047
10877,-35.077
10891,-35.126
10921,-35.553
10937,-35.535
10951,-35.544
10965,-34.963
10980,-35.147
10995,-35.404
11011,-35.452
11025,-35.347
11039,-35.618
11057,-35.736
11071,-36.221
11087,-36.208
11101,-35.933
11120,-36.068
11135,-36.391
11149,-36.304
11163,-35.994
11180,-35.391
11197,-35.452
11213,-35.369
11229,-35.457
11243,-35.395
11258,-35.461
11274,-35.806
11289,-36.366
11307,-36.422
11324,-37.746
11339,-37.773
11354,-38.395
11371,-38.772
11389,-39.424
11408,-39.455
11427,-38.812
11446,-38.756
11462,-38.043
11479,-37.349
11496,-36.636
11512,-36.619
11527,-36.523
11542,-35.885
11558,-35.897
11576,-36.336
11594,-36.152
11611,-36.641
11628,-37.803
11647,-39.868
11666,-41.534
11666,-42.404
11690,-44.336
11723,-45.436
11755,-46.873
11790,-46.468
11823,-47.102
11857,-48.303
11889,-47.668
11922,-47.691
11959,-47.737
11993,-46.491
12029,-46.613
12063,-46.567
12104,-46.284
12140,-46.995
12174,-47.347
12213,-47.722
12246,-47.622
12280,-47.202
12322,-47.531
12322,-47.38
12401,-47.676
12438,-48.303
12475,-48.188
12511,-48.157
12550,-48.395
12588,-48.968
12628,-49.488
12666,-49.771
12705,-50.13
12745,-49.549
12779,-49.511
12817,-49.648
12854,-49.205
12887,-48.043
12920,-45.902
12948,-44.121
12973,-42.104
12993,-41.352
13014,-41.156
13035,-41.07
13055,-41.553
13079,-41.908
13102,-43.138
13122,-44.257
13145,-45.009
13173,-45.764
13205,-46.216
13236,-46.177
13262,-45.084
13291,-43.816
13316,-43.364
13344,-42.257
13366,-41.205
13393,-40.605
13416,-39.982
13436,-39.578
13460,-39.058
13482,-39.615
13504,-39.321
13527,-39.04
13547,-38.514
13588,-38.43
13605,-38.603
13625,-39.297
13625,-39.676
13647,-40.031
13672,-40.526
13697,-40.477
13720,-40.116
13742,-39.229
13762,-39.003
13802,-38.894
13821,-38.914
13841,-39.144
13862,-39.179
13862,-39.236
13882,-39.37
13902,-39.37
13924,-39.376
13947,-38.783
13969,-39.015
13988,-39.67
14010,-40.801
14031,-41.792
14051,-42.991
14081,-42.642
14110,-41.602
14131,-40.343
14171,-39.429
14187,-38.379
14206,-38.389
14225,-38.17
14244,-37.701
14261,-37.202
14281,-36.417
14299,-35.821
14318,-34.939
14334,-34.388
14352,-34.256
14369,-34.281
14384,-34.103
14401,-34.23
14419,-34.505
14436,-34.271
14454,-34.2
14470,-33.328
14485,-32.792
14500,-32.377
14516,-31.992
14532,-32.114
14548,-31.774
14565,-32.272
14580,-32.98
14596,-33.155
14612,-33.706
14629,-34.618
14648,-36.106
14669,-38.267
14669,-38.985
14688,-41.162
14711,-42.807
14749,-44.304
14788,-44.587
14824,-44.671
14860,-44.633
14897,-45.015
14932,-45.558
14968,-45.283
15001,-45.107
15035,-45.214
15074,-44.664
15108,-44.343
15142,-43.616
15176,-42.89
15214,-43.448
15250,-43.433
15292,-44.136
15292,-44.679
15333,-44.771
15375,-45.117
15420,-45.505
15500,-45.344
15535,-45.336
15579,-44.969
15579,-44.761
15618,-46.025
15660,-47.482
15740,-47.179
15740,-46.707
15784,-46.626
15825,-47.543
15903,-48.861
15946,-49.266
15946,-49.541
15990,-48.481
16033,-47.095
16072,-45.688
16115,-45.219
16159,-45.556
16236,-45.696
16274,-46.162
16314,-45.703
16348,-45.841
16389,-45.81
16389,-45.464
16465,-46.3
16465,-46.605
16510,-47.217
16553,-47.635
16629,-47.064
16662,-46.904
16702,-47.538
16740,-47.087
16773,-47.332
16813,-45.94
16845,-45.298
16885,-45.734
16919,-45.145
16960,-47.08
16998,-47.416
16998,-47.523
17042,-48.369
17083,-47.635
17127,-48.216
17169,-47.778
17245,-45.818
17284,-45.023
17284,-44.608
17333,-44.75
17374,-44.658
17416,-43.802
17458,-44.75
17503,-44.699
17548,-44.73
17593,-43.517
17638,-44.23
17684,-44.811
17730,-45.77
17776,-46.32
17821,-45.882
17869,-44.873
17920,-43.578
17970,-43.323
18019,-43.884
18071,-44.485
18116,-44.689
18165,-44.291
18216,-43.629
18266,-43.975
18317,-44.475
18360,-44.139
18408,-44.108
18464,-43.537
18514,-44.852
18563,-45.148
18610,-45.984
18663,-44.434
18715,-43.914
18767,-43.313
18819,-43.935
18877,-43.649
18927,-43.272
18980,-43.201
19033,-43.833
19077,-43.823
19126,-43.843
19167,-42.966
19210,-42.661
19253,-42.926
19293,-43.731
19336,-44.618
19382,-45.066
19422,-45.046
19466,-45.403
19511,-45.484
19560,-45.321
19602,-45.066
19658,-45.352
19708,-45.637
19761,-46.045
19812,-45.912
19858,-46.575
19904,-45.994
19954,-45.923
20007,-45.311
20051,-45.749
20099,-46.361
20144,-46.493
20188,-47.024
20233,-47.533
20281,-48.308
20331,-48.369
20376,-46.799
20425,-45.127
20478,-45.066
20526,-44.954
20572,-45.515
20621,-44.505
20671,-45.586
20721,-46.585
20774,-47.472
20830,-47.227
20877,-47.625
20926,-48.043
20982,-48.461
21036,-48.4
21087,-48.797
21137,-48.96
21191,-49.236
21239,-49.694
21292,-50.632
21345,-50.489
21396,-49.857
21449,-49.072
21502,-49.551
21556,-49.918
21612,-50.489
21671,-49.256
21727,-49.032
21793,-48.135
21856,-49.225
21916,-48.787
21979.5,-49.154
22035.5,-48.706
22090.5,-48.614
22138.5,-48.084
22186.5,-47.472
22251.5,-48.002
22298.5,-48.817
22359.5,-49.47
22421,-48.889
22481,-48.186
22538,-48.165
22595,-48.94
22650,-49.042
22707,-48.553
22763,-48.267
22815,-48.124
22871,-47.146
22926,-44.73
22974,-43.833
23028,-45.433
23082,-47.778
23133,-49.47
23185,-49.297
23247,-48.95
23297,-46.147
23341,-43.211
23392,-42.212
23444,-43.975
23505,-47.829
23566,-49.531
23630,-51.244
23694,-51.152
23753,-52.518
23814,-52.324
23874,-52.926
23934,-52.854
23986,-53.089
24038,-53.395
24098,-53.415
24153,-53.15
24208,-52.487
24267,-51.264
24337,-50.52
24401,-49.612
24463,-48.502
24531,-48.96
24591,-49.317
24653,-51.254
24714,-50.581
24780,-51.57
24841,-50.724
24910,-51.019
24976,-48.4
25037,-47.431
25099,-47.421
25164,-48.96
25229,-49.694
25294,-50.041
25361,-49.541
25426,-49.643
25495,-50.418
25563,-52.09
25630,-53.547
25700,-52.813
25766,-51.397
25831,-49.643
25901,-49.776
25973,-49.857
26043,-50.296
26110,-48.522
26175,-48.339
26242,-47.391
26309,-48.736
26374,-49.072
26445,-49.847
26513,-49.49
26583,-48.716
26647,-49.215
26710,-49.378
26768,-49.99
26831,-48.797
26892,-48.124
26956,-48.644
27018,-48.706
27085,-48.756
27145,-48.114
27207,-48.583
27277,-49.419
27346,-49.602
27419,-48.695
27489,-45.719
27559,-43.16
27614,-40.979
27671,-40.816
27720,-39.592
27774,-38.716
27828,-38.267
27882,-41.356
27944,-45.229
28025,-48.318
28104,-50.367
28181,-50.673
28255,-51.366
28325,-50.642
28392,-49.551
28455,-49.134
28517,-49.857
28578,-50.928
28628,-50.561
28687,-47.37
28742,-44.628
28789,-41.845
28836,-41.723
28881,-40.377
28929,-40.163
28979,-39.072
29028,-41.712
29071,-44.658
29125,-48.736
29187,-50.54
29253,-50.948
29315,-50.051
29375,-50.53
29437,-50.846
29506,-51.478
29586,-51.723
29662,-52.599
29744,-53.593
29817,-53.048
29878,-53.262
29938,-53.303
30005,-53.191
30070,-52.395
30140,-53.079
30206,-52.875
30271,-52.365
30336,-51.009
30401,-50.897
30468,-50.173
30536,-49.205
30596,-49.388
30657,-49.654
30721,-51.56
30783,-51.753
30852,-52.559
30914,-52.181
30980,-51.274
31046,-51.488
31113,-51.498
31178,-52.334
31241,-52.518
31305,-52.049
31369,-52.232
31433,-51.498
31497,-51.692
31559,-51.019
31619,-50.102
31681,-48.654
31746,-47.36
31806,-46.361
31866,-44.924
31926,-43.965
31981,-42.803
32041,-42.375
32099,-41.366
32161,-40.958
32221,-40.693
32283,-41.631
32346,-45.046
32410,-48.033
32476,-50.887
32544,-51.366
32609,-52.161
32676,-52.294
32745,-53.048
32815,-53.242
32883,-53.048
32951,-52.844
33019,-51.284
33082,-48.92
33151,-45.627
33220,-43.945
33289,-43.109
33357,-42.966
33425,-42.803
33493,-41.631
33558,-40.887
33625,-43.14
33691,-46.952
33759,-49.623
33829,-49.337
33894,-49.184
33960,-49.327
34026,-49.623
34092,-49.48
34158,-50.163
34224,-50.489
34284,-50.948
34348,-50.388
34415,-50.642
34474,-49.164
34534,-47.88
34584,-45.78
34629,-45.342
34685,-45.26
34733,-45.443
34782,-45.566
34830,-44.312
34879,-43.333
34922,-41.957
34965,-41.366
35010,-40.816
35058,-41.264
35100,-41.274
35141,-40.999
35185,-40.112
35223,-40.285
35270,-41.417
35308,-45.015
35362,-48.573
35423,-50.51
35485,-50.856
35547,-50.938
35609,-51.223
35671,-52.559
35744,-52.834
35808,-52.997
35865,-51.509
35923,-51.223
35981,-51.621
36044,-51.366
36099,-50.764
36154,-50.316
36209,-49.134
36264,-47.176
36312,-45.209
36366,-44.465
36414,-43.812
36464,-44.699
36519,-45.423
36574,-46.636
36629,-46.412
36690,-45.576
36747,-44.975
36807,-43.15
36860,-42.161
36912,-41.59
36965,-41.284
37019,-41.509
37073,-41.621
37127,-41.57
37181,-41.101
37230,-40.377
37285,-40.306
37342,-40.581
37397,-40.622
37452,-40.683
37507,-40.53
37557,-40.438
37612,-39.969
37668,-39.001
37722,-38.868
37779,-38.899
37842,-39.215
37905,-39.113
37968,-39.358
38031,-39.358
38100,-38.644
38170,-37.982
38239,-37.492
38307,-37.319
38358,-37.798
38413,-41.091
38470,-44.567
38537,-48.226
38603,-48.909
38677,-49.776
38749,-49.99
38831,-50.26
38909,-51.06
38990,-51.33
39064,-51.03
39142,-50.724
39221,-50.805
39302,-50.459
39385,-50.443
39469,-49.908
39551,-50.657
39630,-51.937
39716,-51.988
39809,-51.07
39890,-50.963
39971,-50.398
40044,-48.135
40106,-46.065
40172,-44.128
40232,-45.311
40288,-46.636
40357,-48.135
40409,-48.186
40460,-48.583
40506,-49.378
40558,-49.276
40600,-50.724
40644,-49.878
40687,-49.49
40726,-47.492
40775,-45.943
40819,-44.067
40861,-42.793
40903,-43.007
40954,-43.415
41002,-43.089
41047,-42.151
41084,-40.917
41129,-40.296
41170,-42.028
41210,-44.944
41261,-48.226
41312,-49.266
41363,-49.969
41419,-50.428
41471,-50.928
41535,-51.193
41582,-51.244
41634,-49.816
41683,-47.441
41733,-45.545
41783,-45.127
41840,-45.678
41895,-45.443
41946,-45.015
42002,-43.782
42052,-42.569
42100,-41.458
42153,-41.346
42196,-41.621
42246,-41.478
42296,-40.846
42347,-40.449
42390,-40.122
42431,-40.805
42479,-40.581
42524,-41.529
42572,-44.23
42619,-48.053
42686,-51.244
42751,-52.028
42814,-51.835
42877,-51.376
42943,-50.826
43005,-50.632
43069,-50.683
43123,-50.346
43180,-49.582
43241,-47.299
43295,-44.873
43343,-43.262
43394,-44.373
43451,-45.352
43515,-46.035
43570,-45.484
43631,-45.433
43687,-45.138
43748,-45.382
43808,-44.924
43863,-44.373
43925,-43.568
43982,-43.599
44041,-44.149
44093,-44.077
44149,-43.313
44202,-42.263
44248,-41.56
44294,-41.04
44337,-40.55
44382,-40.367
44431,-40.367
44477,-40.724
44530,-40.306
44580,-40.235
44621,-39.847
44667,-39.837
44714,-39.827
44755,-39.287
44799,-39.021
44843,-38.603
44888,-38.522
44933,-37.951
44979,-37.859
45025,-38.094
45066,-37.819
45145,-37.538
45189,-37.118
45189,-37.452
45235,-36.942
45277,-36.391
45321,-35.8
45398,-39.205
45440,-42.531
45440,-44.852
