year (AD),age (BP),age (BP),temperature (degC),Mg/Ca (mmol/mol),ageUncertainty (yr)
-455.56,2405.56,2306.567,27.45,4.494,289.948
-497.7,2447.7,2348.845,27.71,4.599,297.115
-581.98,2531.98,2433.364,27.29,4.436,310.217
-624.12,2574.12,2475.605,27.91,4.684,316.204
-666.26,2616.26,2517.836,27.12,4.362,321.843
-708.4,2658.4,2560.057,28.05,4.744,327.152
-750.53,2700.53,2602.267,27.14,4.372,332.147
-792.67,2742.67,2644.469,27.31,4.44,336.842
-834.81,2784.81,2686.661,28.12,4.775,341.249
-919.09,2869.09,2771.021,27.28,4.427,349.243
-961.23,2911.23,2813.188,27.96,4.707,352.849
-1003.37,2953.37,2855.348,27.49,4.51,356.205
-1045.51,2995.51,2897.5,27.32,4.442,359.318
-1087.65,3037.65,2939.645,27.42,4.322,362.193
-1129.79,3079.79,2981.783,27.11,4.36,364.838
-1171.93,3121.93,3023.914,27.76,4.622,367.257
-1214.07,3164.07,3066.038,27.38,4.468,369.453
-1256.21,3206.21,3108.155,27.34,4.576,371.432
-1298.35,3248.35,3150.265,27.9,4.679,373.197
-1340.49,3290.49,3192.37,27.24,4.41,374.751
-1382.63,3332.63,3234.467,27.96,4.707,376.096
-1424.77,3374.77,3276.558,27.75,4.955,377.234
-1466.91,3416.91,3318.643,27.56,4.654,378.169
-1509.05,3459.05,3360.722,27.46,4.498,378.9
-1551.19,3501.19,3402.794,27.855,4.666,379.43
-1593.33,3543.33,3444.86,27.65,4.699,379.759
-1635.47,3585.47,3486.92,27.39,4.471,379.887
-1677.6,3627.6,3528.974,28.66,5.01,379.816
-1719.74,3669.74,3571.021,27.81,4.643,379.544
-1761.88,3711.88,3613.063,27.71,4.687,379.072
-1804.02,3754.02,3655.098,28.05,4.743,378.398
-1846.16,3796.16,3697.127,27.92,4.691,377.522
-1888.3,3838.3,3739.149,27,4.318,376.443
-1930.44,3880.44,3781.165,27.63,4.411,375.158
-1972.58,3922.58,3823.175,28.26,4.833,373.666
-2014.72,3964.72,3865.178,27.63,4.568,371.963
-2099,4049,3949.164,27.53,4.354,367.917
-2141.14,4091.14,3991.147,27.82,4.649,365.565
-2183.28,4133.28,4033.123,27.84,4.656,362.99
-2225.42,4175.42,4075.091,27.93,4.693,360.186
-2267.56,4217.56,4117.053,27.67,4.567,357.147
-2309.7,4259.7,4159.006,27.76,4.624,353.869
-2351.84,4301.84,4200.953,28.26,4.836,350.343
-2393.98,4343.98,4242.891,28.18,4.798,346.564
-2436.12,4386.12,4284.82,27.48,4.723,342.521
-2478.26,4428.26,4326.742,27.38,4.465,338.207
-2520.4,4470.4,4368.654,28.34,4.797,333.609
-2562.53,4512.53,4410.557,27.46,4.501,328.718
-2604.67,4554.67,4452.45,28.26,4.618,323.519
-2646.81,4596.81,4494.333,27.55,4.536,317.998
-2688.95,4638.95,4536.205,28.82,5.086,312.137
-2731.09,4681.09,4578.065,27.84,4.656,305.918
-2773.23,4723.23,4619.914,27.68,4.589,299.317
-2815.37,4765.37,4661.749,27.97,4.708,292.31
-2857.51,4807.51,4703.57,27.54,4.531,284.866
-2899.65,4849.65,4745.375,27.4,4.476,276.951
-2941.79,4891.79,4787.164,27.35,4.456,268.523
-2983.93,4933.93,4828.934,27.81,4.641,259.533
-3026.07,4976.07,4870.683,27.41,4.479,249.92
-3068.21,5018.21,4912.408,27.85,4.659,239.611
-3110.35,5060.35,4954.106,27.71,4.602,228.511
-3152.49,5102.49,4995.773,26.98,4.307,216.501
-3194.63,5144.63,5037.402,27.48,4.508,203.422
-3236.77,5186.77,5078.983,27.14,4.371,189.053
-3278.91,5228.91,5120.503,28.09,4.761,173.078
-3321.05,5271.05,5161.939,28.67,5.016,155.01
-3363.19,5313.19,5203.244,27.27,4.423,134.022
-3405.33,5355.33,5244.304,28.45,4.918,108.485
-3447.47,5397.47,5283.904,27.82,4.647,74.64
-3494.64,5444.64,5335.297,26.55,4.146,112.86
-3543.49,5493.49,5385.124,27.78,4.63,140.875
-3592.35,5542.35,5434.685,27.04,4.332,163.577
-3641.2,5591.2,5484.105,28.46,4.921,182.919
-3690.05,5640.05,5533.433,27.34,4.452,199.866
-3738.9,5688.9,5582.694,27.53,4.527,214.98
-3787.76,5737.76,5631.902,27.21,4.398,228.622
-3836.61,5786.61,5681.069,28.23,4.821,241.04
-3885.46,5835.46,5730.199,27.26,4.418,252.413
-3934.32,5884.32,5779.3,27.32,4.444,262.877
-3983.17,5933.17,5828.374,26.93,4.288,272.535
-4032.02,5982.02,5877.424,29.34,5.327,281.47
-4080.88,6030.88,5926.453,27.68,4.588,289.749
-4129.73,6079.73,5975.462,26.76,4.224,297.426
-4178.58,6128.58,6024.453,27.4,4.473,304.547
-4227.43,6177.43,6073.428,27.16,4.377,311.15
-4276.29,6226.29,6122.388,28.52,4.951,317.267
-4325.14,6275.14,6171.333,26.99,4.314,322.925
-4373.99,6323.99,6220.264,26.93,4.29,328.149
-4422.85,6372.85,6269.182,28.98,5.159,332.958
-4471.7,6421.7,6318.087,27.36,4.46,337.371
-4569.4,6519.4,6415.863,27.31,4.44,345.067
-4618.26,6568.26,6464.734,29.39,5.352,348.375
-4667.11,6617.11,6513.594,27.42,4.484,351.336
-4715.96,6665.96,6562.444,27.53,4.528,353.961
-4764.82,6714.82,6611.283,27.59,4.554,356.255
-4862.52,6812.52,6708.932,27.28,4.426,359.879
-4911.38,6861.38,6757.741,27.82,4.647,361.219
-4960.23,6910.23,6806.541,27.24,4.411,362.248
-5009.08,6959.08,6855.332,28.33,4.865,362.97
-5057.93,7007.93,6904.113,28.05,4.744,363.386
-5106.79,7056.79,6952.884,27.18,4.389,363.498
-5204.49,7154.49,7050.399,28.79,5.07,362.81
-5253.35,7203.35,7099.142,26.53,4.139,362.008
-5302.2,7252.2,7147.875,28.08,4.757,360.898
-5351.05,7301.05,7196.599,28.12,4.773,359.479
-5399.9,7349.9,7245.313,28.71,5.036,357.745
-5448.76,7398.76,7294.018,28.12,4.775,355.694
-5497.61,7447.61,7342.712,28.35,4.875,353.318
-5595.32,7545.32,7440.069,28.14,4.785,347.57
-5644.17,7594.17,7488.731,27.58,4.546,344.181
-5693.02,7643.02,7537.383,27.65,4.576,340.435
-5741.88,7691.88,7586.023,27.57,4.544,336.322
-5839.58,7789.58,7683.266,28.16,4.791,326.934
-5888.43,7838.43,7731.868,27.74,4.612,321.627
-5937.29,7887.29,7780.457,28.32,4.861,315.885
-6034.99,7984.99,7877.59,28.09,4.762,302.995
-6083.85,8033.85,7926.132,28.41,4.899,295.788
-6132.7,8082.7,7974.656,28.17,4.795,288.023
-6181.55,8131.55,8023.16,28.98,5.156,279.656
-6230.4,8180.4,8071.644,27.86,4.665,270.63
-6279.26,8229.26,8120.103,28.57,4.972,260.88
-6328.11,8278.11,8168.537,27.37,4.464,250.323
-6376.96,8326.96,8216.939,29.16,5.243,238.853
-6425.82,8375.82,8265.306,27.28,4.426,226.336
-6474.67,8424.67,8313.631,27.76,4.623,212.591
-6523.52,8473.52,8361.904,28.2,4.807,197.368
-6572.38,8522.38,8410.11,27.67,4.585,180.306
-6621.23,8571.23,8458.223,27.62,4.565,160.841
-6670.08,8620.08,8506.196,27.95,4.7,138.009
-6718.93,8668.93,8553.902,27.56,4.539,109.881
-6767.79,8717.79,8600.042,27.9,4.678,72.787
-6806.72,8756.72,8638.92,28.96,5.151,100.606
-6842.34,8792.34,8676.337,27.91,4.685,122.871
-6877.96,8827.96,8713.503,27.91,4.686,141.129
-6913.58,8863.58,8750.534,27.65,4.575,156.685
-6949.2,8899.2,8787.476,28.01,4.728,170.244
-6984.82,8934.82,8824.353,29.11,5.218,182.233
-7020.44,8970.44,8861.178,28.66,5.012,192.933
-7056.06,9006.06,8897.961,27.9,4.558,202.543
-7127.31,9077.31,8971.425,27.96,4.707,219.028
-7162.93,9112.93,9008.114,28.02,4.731,226.096
-7198.55,9148.55,9044.778,28.68,4.856,232.476
-7234.17,9184.17,9081.419,28.2,4.81,238.222
-7269.79,9219.79,9118.039,26.91,4.281,243.376
-7305.41,9255.41,9154.64,27.89,4.675,247.974
-7341.03,9291.03,9191.223,28.01,4.726,252.045
-7376.65,9326.65,9227.787,28.49,4.934,255.614
-7412.27,9362.27,9264.335,27.53,4.529,258.699
-7483.52,9433.52,9337.384,29.3,5.31,263.484
-7519.14,9469.14,9373.885,27.37,4.461,265.206
-7590.38,9540.38,9446.842,28.15,4.785,267.349
-7626,9576,9483.299,28.9,5.12,267.779
-7661.62,9611.62,9519.741,27.43,4.487,267.784
-7732.86,9682.86,9592.581,27.4,4.473,266.515
-7768.48,9718.48,9628.979,28.5,4.939,265.233
-7804.11,9754.11,9665.362,27.86,4.662,263.51
-7839.73,9789.73,9701.73,27.86,4.665,261.338
-7875.35,9825.35,9738.081,27.64,4.571,258.704
-7910.97,9860.97,9774.416,27.48,4.507,255.594
-7946.59,9896.59,9810.734,27.17,4.382,251.988
-7982.21,9932.21,9847.034,27.13,4.367,247.864
-8053.45,10003.45,9919.576,27.21,4.399,237.947
-8124.69,10074.69,9992.031,26.89,4.272,225.546
-8160.32,10110.32,10028.22,28.45,4.918,218.28
-8195.94,10145.94,10064.38,27.44,4.491,210.206
-8231.56,10181.56,10100.507,27.02,4.325,201.224
-8267.18,10217.18,10136.596,28.88,5.11,191.202
-8302.8,10252.8,10172.638,27.12,4.365,179.961
-8338.42,10288.42,10208.622,28.06,4.749,167.248
-8374.04,10324.04,10244.531,27.89,4.676,152.685
-8445.28,10395.28,10315.956,27.75,4.616,115.012
-8482.35,10432.35,10351.168,27.45,4.496,88.032
-8523.75,10473.75,10384.96,27.57,4.545,88.573
-8565.15,10515.15,10423.452,28.14,4.783,115.147
-8606.54,10556.54,10461.3,28.56,4.968,136.487
