year (AD),age (BP),d18O (permil)
-6710,8660,-34.01
-6730,8680,-34.92
-6750,8700,-34.49
-6770,8720,-35.34
-6790,8740,-34.22
-6810,8760,-35.57
-6830,8780,-35.22
-6850,8800,-34.08
-6870,8820,-35.15
-6890,8840,-34.57
-6910,8860,-34.17
-6930,8880,-34.3
-6950,8900,-34.71
-6970,8920,-34.57
-6990,8940,-34.47
-7010,8960,-34.68
-7030,8980,-35.57
-7050,9000,-35.18
-7070,9020,-34.92
-7090,9040,-34.73
-7110,9060,-34.61
-7130,9080,-34.98
-7150,9100,-34.47
-7170,9120,-34.34
-7190,9140,-34.7
-7210,9160,-34.83
-7230,9180,-34.92
-7250,9200,-35.62
-7270,9220,-35.66
-7290,9240,-36.05
-7310,9260,-35.19
-7330,9280,-35.04
-7350,9300,-34.91
-7370,9320,-34.56
-7390,9340,-34.87
-7410,9360,-34.8
-7430,9380,-34.83
-7450,9400,-35.12
-7470,9420,-35.12
-7490,9440,-34.92
-7510,9460,-34.66
-7530,9480,-35.01
-7550,9500,-34.56
-7570,9520,-34.98
-7590,9540,-35.13
-7610,9560,-34.95
-7630,9580,-34.77
-7650,9600,-34.96
-7670,9620,-34.85
-7690,9640,-34.84
-7710,9660,-34.62
-7730,9680,-34.68
-7750,9700,-34.87
-7770,9720,-34.66
-7790,9740,-34.49
-7810,9760,-35.12
-7830,9780,-35.37
-7850,9800,-35.22
-7870,9820,-34.54
-7890,9840,-35.06
-7910,9860,-35.26
-7930,9880,-34.85
-7950,9900,-35.46
-7970,9920,-34.65
-7990,9940,-35.1
-8010,9960,-34.94
-8030,9980,-35.11
-8050,10000,-35.79
-8070,10020,-35.21
-8090,10040,-35.32
-8110,10060,-35.29
-8130,10080,-35.45
-8150,10100,-34.99
-8170,10120,-35.02
-8190,10140,-34.89
-8210,10160,-35.93
-8230,10180,-35.54
-8250,10200,-36.33
-8270,10220,-36.39
-8290,10240,-36.01
-8310,10260,-36.01
-8330,10280,-35.2
-8350,10300,-36.12
-8370,10320,-36.18
-8390,10340,-36.36
-8410,10360,-35.96
-8430,10380,-36.12
-8450,10400,-36.04
-8470,10420,-35.53
-8490,10440,-36.34
-8510,10460,-35.46
-8530,10480,-35.73
-8550,10500,-35.86
-8570,10520,-35.99
-8590,10540,-35.89
-8610,10560,-36.12
-8630,10580,-36.13
-8650,10600,-36.16
-8670,10620,-35.5
-8690,10640,-35.77
-8710,10660,-36.05
-8730,10680,-36.45
-8750,10700,-35.88
-8770,10720,-36.22
-8790,10740,-36.83
-8810,10760,-35.84
-8830,10780,-36.59
-8850,10800,-36.09
-8870,10820,-37.23
-8890,10840,-37.6
-8910,10860,-37.25
-8930,10880,-37.15
-8950,10900,-37
-8970,10920,-38.01
-8990,10940,-36.53
-9010,10960,-37.05
-9030,10980,-36.44
-9050,11000,-36.64
-9070,11020,-36.89
-9090,11040,-37.11
-9110,11060,-36.71
-9130,11080,-36.43
-9150,11100,-37.13
-9170,11120,-36.62
-9190,11140,-37.25
-9210,11160,-37.39
-9230,11180,-37.6
-9250,11200,-36.57
-9270,11220,-36.16
-9290,11240,-36.58
-9310,11260,-37.54
-9330,11280,-36.67
-9350,11300,-36.91
-9370,11320,-37.45
-9390,11340,-37.63
-9410,11360,-37.11
-9430,11380,-38.46
-9450,11400,-38.26
-9470,11420,-38.72
-9490,11440,-37.41
-9510,11460,-37.84
-9530,11480,-36.9
-9550,11500,-36.6
-9570,11520,-36.87
-9590,11540,-36.78
-9610,11560,-36.41
-9630,11580,-36.57
-9650,11600,-36.68
-9670,11620,-38.49
-9690,11640,-39.04
-9710,11660,-39.6
-9730,11680,-39.72
-9750,11700,-40.85
-9770,11720,-40.55
-9790,11740,-39.87
-9810,11760,-40.45
-9830,11780,-40.97
-9850,11800,-39.17
-9870,11820,-38.93
-9890,11840,-41.52
-9910,11860,-39.73
-9930,11880,-41.94
-9950,11900,-40.34
-9970,11920,-41.54
-9990,11940,-40.54
-10010,11960,-39.6
-10030,11980,-40.17
-10050,12000,-39.32
-10070,12020,-40.77
-10090,12040,-40.74
-10110,12060,-41.89
-10130,12080,-40.61
-10150,12100,-41.76
-10170,12120,-42.09
-10190,12140,-38.91
-10210,12160,-41.4
-10230,12180,-40.9
-10250,12200,-39.9
-10270,12220,-40.71
-10290,12240,-41.01
-10310,12260,-40.41
-10330,12280,-40.95
-10350,12300,-41.73
-10370,12320,-41.17
-10390,12340,-40.73
-10410,12360,-41.21
-10430,12380,-41.05
-10450,12400,-41.39
-10470,12420,-40.02
-10490,12440,-41.91
-10510,12460,-40.62
-10530,12480,-39.09
-10550,12500,-40.95
-10570,12520,-40.54
-10590,12540,-41.43
-10610,12560,-42.71
-10630,12580,-40.59
-10650,12600,-41.82
-10670,12620,-40.92
-10690,12640,-42.27
-10710,12660,-41.82
-10730,12680,-41.95
-10750,12700,-41.06
-10770,12720,-39.86
-10790,12740,-40.17
-10810,12760,-40.36
-10830,12780,-39.88
-10850,12800,-38.98
-10870,12820,-39.81
-10890,12840,-40.11
-10910,12860,-39.42
-10930,12880,-37.79
-10950,12900,-38.25
-10970,12920,-39.11
-10990,12940,-38.96
-11010,12960,-39.87
-11030,12980,-39.55
-11050,13000,-39.49
-11070,13020,-40.52
-11090,13040,-39.77
-11110,13060,-40.57
-11130,13080,-40.17
-11150,13100,-41.51
-11170,13120,-40.08
-11190,13140,-40.53
-11210,13160,-40.1
-11230,13180,-40.58
-11250,13200,-39.45
-11270,13220,-39.3
-11290,13240,-38.97
-11310,13260,-39.03
-11330,13280,-39.35
-11350,13300,-39.07
-11370,13320,-38.56
-11390,13340,-38.36
-11410,13360,-38.76
-11430,13380,-38.14
-11450,13400,-38.56
-11470,13420,-38.79
-11490,13440,-38.33
-11510,13460,-37.74
-11530,13480,-38.08
-11550,13500,-38.29
-11570,13520,-38.99
-11590,13540,-39.36
-11610,13560,-39.64
-11630,13580,-40.05
-11650,13600,-39.21
-11670,13620,-39.09
-11690,13640,-38.67
-11710,13660,-38.93
-11730,13680,-37.66
-11750,13700,-38.45
-11770,13720,-39.42
-11790,13740,-38.81
-11810,13760,-37.86
-11830,13780,-39.05
-11850,13800,-37.96
-11870,13820,-38
-11890,13840,-38.43
-11910,13860,-38.21
-11930,13880,-38.61
-11950,13900,-38.03
-11970,13920,-39.99
-11990,13940,-39.03
-12010,13960,-39.73
-12030,13980,-40.21
-12050,14000,-39.9
-12070,14020,-40.94
-12090,14040,-38.05
-12110,14060,-38.34
-12130,14080,-38.01
-12150,14100,-38.68
-12170,14120,-38.04
-12190,14140,-37.59
-12210,14160,-37.46
-12230,14180,-38.42
-12250,14200,-37.76
-12270,14220,-37.19
-12290,14240,-37.13
-12310,14260,-37.05
-12330,14280,-37.54
-12350,14300,-36.81
-12370,14320,-37.49
-12390,14340,-36.07
-12410,14360,-37.17
-12430,14380,-37.29
-12450,14400,-37.04
-12470,14420,-36.86
-12490,14440,-36.26
-12510,14460,-36.11
-12530,14480,-36.14
-12550,14500,-36.14
-12570,14520,-36.98
-12590,14540,-35.81
-12610,14560,-36.74
-12630,14580,-37.48
-12650,14600,-37.52
-12670,14620,-37.97
-12690,14640,-40.64
-12710,14660,-41.96
-12730,14680,-42.47
-12750,14700,-40.81
-12770,14720,-41.03
-12790,14740,-39.92
-12810,14760,-40.68
-12830,14780,-42.44
-12850,14800,-40.78
-12870,14820,-41.18
-12890,14840,-40.14
-12910,14860,-41.47
-12930,14880,-41.76
-12950,14900,-41.65
-12970,14920,-40.88
-12990,14940,-42.61
-13010,14960,-42.37
-13030,14980,-41.54
-13050,15000,-43.17
-13070,15020,-39.98
-13090,15040,-43.51
-13110,15060,-42.76
-13130,15080,-40.12
-13150,15100,-42.26
-13170,15120,-42.99
-13190,15140,-42.08
-13210,15160,-40.57
-13230,15180,-43.57
-13250,15200,-40.55
-13270,15220,-44.91
-13290,15240,-41.99
-13310,15260,-41.29
-13330,15280,-42.08
-13350,15300,-40.75
-13370,15320,-40.66
-13390,15340,-40.04
-13410,15360,-43.26
-13430,15380,-42.38
-13450,15400,-42.89
-13470,15420,-41.61
-13490,15440,-41.95
-13510,15460,-43.57
-13530,15480,-41.88
-13550,15500,-43.21
-13570,15520,-44.56
-13590,15540,-42.31
-13610,15560,-42.15
-13630,15580,-42.12
-13650,15600,-42.2
-13670,15620,-40.39
-13690,15640,-43.5
-13710,15660,-43.08
-13730,15680,-44.63
-13750,15700,-42.79
-13770,15720,-44.02
-13790,15740,-43.85
-13810,15760,-40.21
-13830,15780,-41.7
-13850,15800,-41.15
-13870,15820,-40.81
-13890,15840,-43.15
-13910,15860,-42.98
-13930,15880,-41.55
-13950,15900,-40.53
-13970,15920,-41.6
-13990,15940,-41.94
-14010,15960,-42.3
-14030,15980,-41.42
-14050,16000,-41.29
-14070,16020,-42.99
-14090,16040,-44.97
-14110,16060,-43.25
-14130,16080,-40.35
-14150,16100,-43.59
-14170,16120,-41.86
-14190,16140,-41.64
-14210,16160,-44.27
-14230,16180,-39.89
-14250,16200,-42.36
-14270,16220,-41.99
-14290,16240,-40.71
-14310,16260,-42.1
-14330,16280,-42.33
-14350,16300,-42.5
-14370,16320,-39.74
-14390,16340,-42.81
-14410,16360,-41.62
-14430,16380,-40.74
-14450,16400,-42.58
-14470,16420,-41.26
-14490,16440,-41.18
-14510,16460,-38.29
-14530,16480,-40.38
-14550,16500,-41.68
-14570,16520,-41.52
-14590,16540,-40.58
-14610,16560,-42.77
-14630,16580,-42.78
-14650,16600,-40.88
-14670,16620,-41.55
-14690,16640,-40.65
-14710,16660,-42.69
-14730,16680,-39.36
-14750,16700,-40.72
-14770,16720,-41.8
-14790,16740,-40.92
-14810,16760,-39.26
-14830,16780,-40.64
-14850,16800,-39.46
-14870,16820,-40.35
-14890,16840,-40.3
-14910,16860,-42.1
-14930,16880,-41.25
-14950,16900,-42.41
-14970,16920,-40.69
-14990,16940,-42.12
-15010,16960,-40.42
-15030,16980,-42.23
-15050,17000,-40
-15070,17020,-39.76
-15090,17040,-38.99
-15110,17060,-42.35
-15130,17080,-39.8
-15150,17100,-40.26
-15170,17120,-40.48
-15190,17140,-40.56
-15210,17160,-40.17
-15230,17180,-41.24
-15250,17200,-42.24
-15270,17220,-39.81
-15290,17240,-39.8
-15310,17260,-41.58
-15330,17280,-40.55
-15350,17300,-40.64
-15370,17320,-39.94
-15390,17340,-41.25
-15410,17360,-42.94
-15430,17380,-42.38
-15450,17400,-41.52
-15470,17420,-40.75
-15490,17440,-40.72
-15510,17460,-41.49
-15530,17480,-41.22
-15550,17500,-38.85
-15570,17520,-40.46
-15590,17540,-41.85
-15610,17560,-39.58
-15630,17580,-39.7
-15650,17600,-40.89
-15670,17620,-40.04
-15690,17640,-40.7
-15710,17660,-42.53
-15730,17680,-41.35
-15750,17700,-41.31
-15770,17720,-41.04
-15790,17740,-40.9
-15810,17760,-38.95
-15830,17780,-41.45
-15850,17800,-42.4
-15870,17820,-43.36
-15890,17840,-41.14
-15910,17860,-40.93
-15930,17880,-42.52
-15950,17900,-41.74
-15970,17920,-43.47
-15990,17940,-42.27
-16010,17960,-42.68
-16030,17980,-41.83
-16050,18000,-40.5
-16070,18020,-42.77
-16090,18040,-42.9
-16110,18060,-42.77
-16130,18080,-42.99
-16150,18100,-40.6
-16170,18120,-40.68
-16190,18140,-40.98
-16210,18160,-42.25
-16230,18180,-41.83
-16250,18200,-41.63
-16270,18220,-44.35
-16290,18240,-42.17
-16310,18260,-40.74
-16330,18280,-43.78
-16350,18300,-42.4
-16370,18320,-43.02
-16390,18340,-42.35
-16410,18360,-41.89
-16430,18380,-42.12
-16450,18400,-42.25
-16470,18420,-42.82
-16490,18440,-40.04
-16510,18460,-42.21
-16530,18480,-41.75
-16550,18500,-39.92
-16570,18520,-40.92
-16590,18540,-42.85
-16610,18560,-41.37
-16630,18580,-40.41
-16650,18600,-40.96
-16670,18620,-40.12
-16690,18640,-41.7
-16710,18660,-41.13
-16730,18680,-41.01
-16750,18700,-42.66
-16770,18720,-42.25
-16790,18740,-41.46
-16810,18760,-41.24
-16830,18780,-40.87
-16850,18800,-41.97
-16870,18820,-40.39
-16890,18840,-40.26
-16910,18860,-42.36
-16930,18880,-42.09
-16950,18900,-40.85
-16970,18920,-42.11
-16990,18940,-41.29
-17010,18960,-42.16
-17030,18980,-40.04
-17050,19000,-42.61
-17070,19020,-41.81
-17090,19040,-42.03
-17110,19060,-41.5
-17130,19080,-42.48
-17150,19100,-42.75
-17170,19120,-41.38
-17190,19140,-43.74
-17210,19160,-42.52
-17230,19180,-40.54
-17250,19200,-43.75
-17270,19220,-41.23
-17290,19240,-42.72
-17310,19260,-40.42
-17330,19280,-41.28
-17350,19300,-41.68
-17370,19320,-41.75
-17390,19340,-42.86
-17410,19360,-43.07
-17430,19380,-42.36
-17450,19400,-40.85
-17470,19420,-41.35
-17490,19440,-42.17
-17510,19460,-41.37
-17530,19480,-42.65
-17550,19500,-40.93
-17570,19520,-42.56
-17590,19540,-40.46
-17610,19560,-40.83
-17630,19580,-40.89
-17650,19600,-41.84
-17670,19620,-39.93
-17690,19640,-41.5
-17710,19660,-42.05
-17730,19680,-41.43
-17750,19700,-41.4
-17770,19720,-41.63
-17790,19740,-42.8
-17810,19760,-43.02
-17830,19780,-41.4
-17850,19800,-40.22
-17870,19820,-40.69
-17890,19840,-41.43
-17910,19860,-40.66
-17930,19880,-41.6
-17950,19900,-42.62
-17970,19920,-42.14
-17990,19940,-42.66
-18010,19960,-41.97
-18030,19980,-41.69
-18050,20000,-42.76
-18070,20020,-42.71
-18090,20040,-41.33
-18110,20060,-42.68
-18130,20080,-42.01
-18150,20100,-42.6
-18170,20120,-42.19
-18190,20140,-42.79
-18210,20160,-40.37
-18230,20180,-41.4
-18250,20200,-42.46
-18270,20220,-42.54
-18290,20240,-41.92
-18310,20260,-42.38
-18330,20280,-43.13
-18350,20300,-41.86
-18370,20320,-43.12
-18390,20340,-44.51
-18410,20360,-42.45
-18430,20380,-43.21
-18450,20400,-43.52
-18470,20420,-42.04
-18490,20440,-41.92
-18510,20460,-43.2
-18530,20480,-43.36
-18550,20500,-44.97
-18570,20520,-42.52
-18590,20540,-42.06
-18610,20560,-41.89
-18630,20580,-42.42
-18650,20600,-40.62
-18670,20620,-40.09
-18690,20640,-43.6
-18710,20660,-42.12
-18730,20680,-39.93
-18750,20700,-42.75
-18770,20720,-42.39
-18790,20740,-42.98
-18810,20760,-40.72
-18830,20780,-43.35
-18850,20800,-42.55
-18870,20820,-42.08
-18890,20840,-43.27
-18910,20860,-42.27
-18930,20880,-43.93
-18950,20900,-42.95
-18970,20920,-43.09
-18990,20940,-44.85
-19010,20960,-43.5
-19030,20980,-42.52
-19050,21000,-42.26
-19070,21020,-43.68
-19090,21040,-43.31
-19110,21060,-42.63
-19130,21080,-41.83
-19150,21100,-42.08
-19170,21120,-41.92
-19190,21140,-43.89
-19210,21160,-42.88
-19230,21180,-43.91
-19250,21200,-42.58
-19270,21220,-42.68
-19290,21240,-41.02
-19310,21260,-41.96
-19330,21280,-42.42
-19350,21300,-43.83
-19370,21320,-42.06
-19390,21340,-42.52
-19410,21360,-43.75
-19430,21380,-41.22
-19450,21400,-42.34
-19470,21420,-43.06
-19490,21440,-44.58
-19510,21460,-41.88
-19530,21480,-42.04
-19550,21500,-42.86
-19570,21520,-42.1
-19590,21540,-41.02
-19610,21560,-42.87
-19630,21580,-41.93
-19650,21600,-43.4
-19670,21620,-42.04
-19690,21640,-41.6
-19710,21660,-44.16
-19730,21680,-43.94
-19750,21700,-42.49
-19770,21720,-43.68
-19790,21740,-43.51
-19810,21760,-43.1
-19830,21780,-42.76
-19850,21800,-43.59
-19870,21820,-43.13
-19890,21840,-41.36
-19910,21860,-41.9
-19930,21880,-42.24
-19950,21900,-42.45
-19970,21920,-42.68
-19990,21940,-42.6
-20010,21960,-42.55
-20030,21980,-41.88
-20050,22000,-40.51
-20070,22020,-43.27
-20090,22040,-40.99
-20110,22060,-43.28
-20130,22080,-42.03
-20150,22100,-41
-20170,22120,-42.17
-20190,22140,-41.51
-20210,22160,-41.53
-20230,22180,-41.15
-20250,22200,-41.44
-20270,22220,-42.32
-20290,22240,-42.41
-20310,22260,-43.05
-20330,22280,-42.69
-20350,22300,-41.05
-20370,22320,-43.67
-20390,22340,-42.38
-20410,22360,-43.47
-20430,22380,-42.36
-20450,22400,-42.51
-20470,22420,-41.82
-20490,22440,-42
-20510,22460,-43.97
-20530,22480,-43.04
-20550,22500,-42.77
-20570,22520,-42.05
-20590,22540,-42.34
-20610,22560,-41.7
-20630,22580,-42.74
-20650,22600,-42.96
-20670,22620,-43.02
-20690,22640,-43.31
-20710,22660,-42.72
-20730,22680,-40.56
-20750,22700,-40.83
-20770,22720,-40.19
-20790,22740,-42.56
-20810,22760,-41.26
-20830,22780,-42.21
-20850,22800,-41.82
-20870,22820,-43.69
-20890,22840,-42.37
-20910,22860,-41.04
-20930,22880,-42.02
-20950,22900,-40.35
-20970,22920,-41.31
-20990,22940,-41.83
-21010,22960,-42.79
-21030,22980,-42.06
-21050,23000,-41.94
-21070,23020,-42.18
-21090,23040,-43.6
-21110,23060,-43.04
-21130,23080,-42.03
-21150,23100,-41.85
-21170,23120,-42.78
-21190,23140,-41.48
-21210,23160,-41.17
-21230,23180,-41.93
-21250,23200,-41.22
-21270,23220,-40.28
-21290,23240,-39.11
-21310,23260,-40.34
-21330,23280,-40.04
-21350,23300,-41.21
-21370,23320,-42.47
-21390,23340,-42.83
-21410,23360,-44.36
-21430,23380,-42.78
-21450,23400,-42.41
-21470,23420,-41.87
-21490,23440,-42.04
-21510,23460,-44.64
-21530,23480,-44.12
-21550,23500,-44.64
-21570,23520,-44.25
-21590,23540,-41.8
-21610,23560,-44.75
-21630,23580,-44.64
-21650,23600,-42.81
-21670,23620,-43.13
-21690,23640,-44.55
