depth (cm),age (BP),temperature (degC)
142.5,9884.477,11.789
143.5,9897.369,11.992
144.5,9910.262,11.073
145.5,9923.154,11.496
146.5,9936.046,11.765
147.5,9948.938,11.673
148.5,9961.831,11.669
149.5,9974.723,12.285
150.5,9987.615,11.664
151.5,10000.508,10.377
152.5,10013.4,NA
153.5,10026.292,NA
154.5,10039.185,10.428
155.5,10052.077,10.803
156.5,10064.969,NA
157.5,10077.862,NA
158.5,10090.754,NA
159.5,10103.646,NA
160.5,10116.538,NA
161.5,10129.431,NA
162.5,10142.323,11.407
163.5,10155.215,NA
164.5,10168.108,NA
165.5,10181,11.531
166.5,10189.45,NA
167.5,10197.9,NA
168.5,10206.35,NA
169.5,10214.8,NA
170.5,10223.25,10.807
171.5,10231.7,10.405
172.5,10240.15,NA
173.5,10248.6,NA
174.5,10257.05,NA
175.5,10265.5,10.353
176.5,10273.95,NA
177.5,10282.4,10.117
178.5,10290.85,NA
179.5,10299.3,NA
180.5,10307.75,10.946
181.5,10316.2,9.863
182.5,10324.65,NA
183.5,10333.1,NA
184.5,10341.55,10.484
185.5,10350,10.004
186.5,10365.321,NA
187.5,10380.643,NA
188.5,10395.964,NA
189.5,10411.286,9.772
190.5,10426.607,9.442
191.5,10441.929,NA
192.5,10457.25,NA
193.5,10472.571,NA
194.5,10487.893,9.528
195.5,10503.214,9.305
196.5,10518.536,NA
197.5,10533.857,NA
198.5,10549.179,NA
199.5,10564.5,NA
200.5,10579.821,9.722
201.5,10595.143,9.397
202.5,10610.464,9.764
203.5,10625.786,9.742
204.5,10641.107,9.207
205.5,10656.429,9.533
206.5,10671.75,8.626
207.5,10687.071,8.755
208.5,10702.393,9.033
209.5,10717.714,9.567
210.5,10733.036,8.339
211.5,10748.357,9.42
212.5,10763.679,NA
213.5,10779,9.884
214.5,10803.306,9.276
215.5,10827.611,7.538
216.5,10851.917,7.988
217.5,10876.222,8.633
218.5,10900.528,7.398
219.5,10924.833,8.274
220.5,10949.139,7.75
221.5,10973.444,7.918
222.5,10997.75,7.4
223.5,11022.056,7.141
224.5,11046.361,8.336
225.5,11070.667,8.963
226.5,11094.972,7.109
227.5,11119.278,8.123
228.5,11143.583,8.158
229.5,11167.889,8.694
230.5,11192.194,8.272
231.5,11216.5,9.306
232.5,11240.806,8.322
233.5,11265.111,7.323
234.5,11289.417,6.062
235.5,11313.722,6.367
236.5,11338.028,4.153
237.5,11362.333,6.269
238.5,11386.639,7.145
239.5,11410.944,5.994
240.5,11435.25,5.862
241.5,11459.556,2.777
242.5,11483.861,3.448
243.5,11508.167,4.516
244.5,11532.472,4.144
245.5,11556.778,NA
246.5,11581.083,3.49
247.5,11605.389,4.123
248.5,11629.694,3.255
249.5,11654,4.389
249.6,11654.457,NA
250.5,11658.566,NA
251.5,11663.133,2.52
252.5,11667.699,2.434
253.5,11672.265,4.218
254.5,11676.832,4.36
255.5,11681.398,NA
256.5,11685.965,NA
257.5,11690.531,5.192
258.5,11695.097,5.406
259.5,11699.664,4.268
260.5,11704.23,NA
261.5,11708.796,4.806
262.5,11713.363,5.359
263.5,11717.929,5.768
264.5,11722.496,7.473
265.5,11727.062,4.489
266.5,11731.628,4.871
267.5,11736.195,7.281
268.5,11740.761,5.912
269.5,11745.327,6.922
270.5,11749.894,5.242
271.5,11754.46,6.867
272.5,11759.027,5.067
273.5,11763.593,7.246
274.5,11768.159,6.387
275.5,11772.726,6.626
276.5,11777.292,8.317
277.5,11781.858,9.134
278.5,11786.425,7.634
279.5,11790.991,7.559
280.5,11795.558,6.623
281.5,11800.124,7.28
282.5,11804.69,8.063
283.5,11809.257,7.874
284.5,11813.823,8.188
285.5,11818.389,5.986
286.5,11822.956,9.469
287.5,11827.522,6.729
288.5,11832.088,9.388
289.5,11836.655,5.143
290.5,11841.221,6.996
291.5,11845.788,6.116
292.5,11850.354,5.08
293.5,11854.92,6.764
294.5,11859.487,4.373
295.5,11864.053,2.736
296.5,11868.619,4.189
297.5,11873.186,4.89
298.5,11877.752,3.513
299.5,11882.319,4.603
300.5,11886.885,3.266
301.5,11891.451,3.576
302.5,11896.018,3.99
303.5,11900.584,6.345
304.5,11905.15,4.732
305.5,11909.717,4.47
306.5,11914.283,3.658
307.5,11918.85,4.331
308.5,11923.416,4.234
309.5,11927.982,3.291
310.5,11932.549,5.17
311.5,11937.115,3.076
312.5,11941.681,5.06
313.5,11946.248,2.599
314.5,11950.814,3.519
315.5,11955.381,3.559
316.5,11959.947,2.335
317.5,11964.513,3.364
318.5,11969.08,6.155
319.5,11973.646,2.166
320.5,11978.212,NA
321.5,11982.779,4.162
322.5,11987.345,4.051
323.5,11991.912,6.52
324.5,11996.478,6.939
