year (AD),age (BP),d18O (permil)
-7051.7,9001.7,-5.46
-7057.4,9007.4,-5.6
-7063.1,9013.1,-5.68
-7068.6,9018.6,-5.49
-7074.5,9024.5,-5.23
-7080.2,9030.2,-5.6
-7086,9036,-5.49
-7091.8,9041.8,-5.63
-7097.7,9047.7,-5.33
-7103.6,9053.6,-5.45
-7109.4,9059.4,-5.34
-7115,9065,-5.39
-7120.7,9070.7,-5.51
-7126.4,9076.4,-5.49
-7132.5,9082.5,-5.33
-7138.7,9088.7,-5.52
-7144.9,9094.9,-5.52
-7151.2,9101.2,-5.61
-7157.7,9107.7,-5.55
-7164.3,9114.3,-5.58
-7171.2,9121.2,-5.38
-7178.9,9128.9,-5.18
-7186.9,9136.9,-5.38
-7195.7,9145.7,-5.45
-7207.6,9157.6,-5.6
-7221.3,9171.3,-5.3
-7237.7,9187.7,-5.31
-7254.3,9204.3,-5.56
-7270.2,9220.2,-5.49
-7285.3,9235.3,-5.64
-7299.5,9249.5,-5.57
-7313.5,9263.5,-5.76
-7327.4,9277.4,-5.5
-7341.1,9291.1,-5.4
-7354.7,9304.7,-5.6
-7367.9,9317.9,-5.57
-7381.1,9331.1,-5.62
-7394.2,9344.2,-5.73
-7407.5,9357.5,-5.57
-7420.5,9370.5,-5.67
-7433.4,9383.4,-5.78
-7446.2,9396.2,-5.53
-7459.1,9409.1,-5.4
-7472.4,9422.4,-5.28
-7485.8,9435.8,-5.1
-7499.2,9449.2,-5.17
-7513.1,9463.1,-5.2
-7527.2,9477.2,-5.22
-7541.8,9491.8,-4.98
-7556.9,9506.9,-5.18
-7573.6,9523.6,-4.94
-7591.2,9541.2,-4.98
-7609.9,9559.9,-5.01
-7629.6,9579.6,-4.83
-7649.3,9599.3,-4.98
-7667.3,9617.3,-5.16
-7684.5,9634.5,-5.15
-7700.1,9650.1,-4.98
-7715.2,9665.2,-5.08
-7730.1,9680.1,-5.22
-7744.6,9694.6,-4.79
-7759.3,9709.3,-4.78
-7774,9724,-4.87
-7788.9,9738.9,-4.94
-7803.6,9753.6,-4.91
-7818.5,9768.5,-4.73
-7833.7,9783.7,-4.95
-7849.6,9799.6,-5.25
-7866.5,9816.5,-5.31
-7884.3,9834.3,-5.1
-7900.3,9850.3,-5.12
-7915.4,9865.4,-5.13
-7924.3,9874.3,-5.01
-7932.7,9882.7,-4.88
-7939.8,9889.8,-4.97
-7946.5,9896.5,-4.65
-7953,9903,-4.86
-7959,9909,-5.18
-7964.9,9914.9,-5.31
-7970.7,9920.7,-5.19
-7976.5,9926.5,-5.14
-7982.3,9932.3,-5.39
-7987.9,9937.9,-5.33
-7993.5,9943.5,-4.83
-7999.2,9949.2,-4.78
-8004.9,9954.9,-4.99
-8010.5,9960.5,-5.01
-8016,9966,-4.88
-8021.6,9971.6,-4.74
-8027.3,9977.3,-4.99
-8033,9983,-4.92
-8038.8,9988.8,-5.2
-8044.5,9994.5,-4.86
-8050.4,10000.4,-4.94
-8056.5,10006.5,-4.99
-8062.7,10012.7,-4.62
-8069.3,10019.3,-4.72
-8076.3,10026.3,-4.78
-8083.9,10033.9,-4.8
-8092.4,10042.4,-4.96
-8101.4,10051.4,-4.87
-8111.6,10061.6,-4.84
-8122.9,10072.9,-4.85
-8135.4,10085.4,-4.91
-8147.5,10097.5,-4.43
-8159.6,10109.6,-4.5
-8170.5,10120.5,-4.63
-8181.1,10131.1,-4.6
-8191.1,10141.1,-4.93
-8200.8,10150.8,-4.74
-8210.5,10160.5,-4.64
-8220.1,10170.1,-4.81
-8229.6,10179.6,-4.86
-8238.9,10188.9,-4.99
-8248.1,10198.1,-5
-8257.3,10207.3,-5
-8266.2,10216.2,-4.75
-8274.9,10224.9,-4.49
-8283.8,10233.8,-4.76
-8292.7,10242.7,-4.88
-8301.6,10251.6,-4.71
-8310.6,10260.6,-4.78
-8319.4,10269.4,-4.89
-8328.5,10278.5,-4.69
-8337.4,10287.4,-4.87
-8346.1,10296.1,-4.91
-8355,10305,-5
-8363.8,10313.8,-4.89
-8372.6,10322.6,-4.79
-8381.6,10331.6,-4.97
-8390.7,10340.7,-4.89
-8399.7,10349.7,-5
-8408.7,10358.7,-5.07
-8417.7,10367.7,-4.78
-8426.8,10376.8,-4.75
-8436.3,10386.3,-5.06
-8446,10396,-4.71
-8456,10406,-5.02
-8466.5,10416.5,-4.99
-8477.3,10427.3,-4.67
-8488.5,10438.5,-4.84
-8500.1,10450.1,-4.89
-8512.4,10462.4,-4.8
-8525.1,10475.1,-5.04
-8538,10488,-4.93
-8547.7,10497.7,-4.8
-8556.6,10506.6,-4.95
-8564,10514,-4.93
-8570.9,10520.9,-4.97
-8577.5,10527.5,-4.81
-8583.9,10533.9,-5.21
-8590,10540,-4.76
-8595.9,10545.9,-4.98
-8601.6,10551.6,-4.94
-8607.3,10557.3,-5.18
-8613.1,10563.1,-5.18
-8618.8,10568.8,-5.07
-8624,10574,-4.86
-8629.3,10579.3,-5.04
-8634.6,10584.6,-4.87
-8639.7,10589.7,-4.93
-8644.6,10594.6,-5
-8649.5,10599.5,-5
-8654.5,10604.5,-4.93
-8659.8,10609.8,-4.99
-8665,10615,-5
-8670.1,10620.1,-4.93
-8675.2,10625.2,-5.18
-8680.3,10630.3,-4.78
-8685.3,10635.3,-4.94
-8690.2,10640.2,-4.78
-8695.2,10645.2,-4.88
-8700.1,10650.1,-4.76
-8705,10655,-5.04
-8709.9,10659.9,-4.86
-8714.8,10664.8,-4.85
-8719.5,10669.5,-4.85
-8724.5,10674.5,-4.74
-8729.6,10679.6,-4.81
-8734.9,10684.9,-4.83
-8740.1,10690.1,-4.91
-8745.1,10695.1,-4.65
-8750.1,10700.1,-4.46
-8755.3,10705.3,-4.37
-8760.4,10710.4,-4.38
-8765.5,10715.5,-4.51
-8770.6,10720.6,-4.2
-8775.6,10725.6,-4.26
-8780.7,10730.7,-4.21
-8786,10736,-4.31
-8791.3,10741.3,-4.6
-8796.4,10746.4,-4.38
-8801.7,10751.7,-4.57
-8807.1,10757.1,-4.55
-8812.8,10762.8,-4.36
-8818.5,10768.5,-4.42
-8824.2,10774.2,-4.51
-8830.2,10780.2,-4.33
-8836.8,10786.8,-4.74
-8843.5,10793.5,-4.5
-8850.2,10800.2,-4.48
-8858,10808,-4.38
-8866.3,10816.3,-4.29
-8875.9,10825.9,-4.27
-8893.2,10843.2,-4.38
-8915.2,10865.2,-4.22
-8942.5,10892.5,-4.69
-8969.6,10919.6,-4.11
-8995,10945,-4.33
-9019.3,10969.3,-4.5
-9042.6,10992.6,-4.5
-9065.2,11015.2,-4.58
-9087.8,11037.8,-4.44
-9110.4,11060.4,-4.19
-9132.9,11082.9,-4.31
-9155.1,11105.1,-4.26
-9177.3,11127.3,-4.34
-9199.6,11149.6,-4.34
-9222.3,11172.3,-4.31
-9245.3,11195.3,-4.31
-9268.8,11218.8,-4.31
-9293.6,11243.6,-4.2
-9319,11269,-4.16
-9348.1,11298.1,-4.29
-9376.1,11326.1,-4.22
-9399.9,11349.9,-4.24
-9416.5,11366.5,-4.4
-9427,11377,-4.13
-9435.2,11385.2,-4.4
-9442.7,11392.7,-4.17
-9448.8,11398.8,-4.2
-9454.9,11404.9,-4.24
-9461.1,11411.1,-4.27
-9466.9,11416.9,-4.13
-9472.6,11422.6,-4.43
-9478.2,11428.2,-4.42
-9483.7,11433.7,-4.42
-9488.7,11438.7,-4.19
-9493.9,11443.9,-4.28
-9499.1,11449.1,-4.36
-9504.3,11454.3,-4.16
-9509.6,11459.6,-4.34
-9514.6,11464.6,-4.56
-9519.6,11469.6,-4.57
-9524.6,11474.6,-4.44
-9529.7,11479.7,-4.65
-9535,11485,-4.34
-9540.5,11490.5,-4.59
-9546.1,11496.1,-4.57
-9551.8,11501.8,-4.69
-9557.4,11507.4,-4.63
-9563.1,11513.1,-4.28
-9569.9,11519.9,-4.56
-9577.2,11527.2,-4.2
-9585.7,11535.7,-4.34
-9595.6,11545.6,-4.23
-9606.1,11556.1,-4.44
-9618.4,11568.4,-4.53
-9631,11581,-4.76
-9644.9,11594.9,-4.89
-9658.1,11608.1,-4.46
-9670.9,11620.9,-4.55
-9683.4,11633.4,-4.43
-9695.8,11645.8,-4.15
-9707.8,11657.8,-4.52
-9719.4,11669.4,-4.67
-9730.4,11680.4,-4.51
-9741.6,11691.6,-4.48
-9752.7,11702.7,-4.48
-9763.8,11713.8,-4.64
-9774.5,11724.5,-4.67
-9785,11735,-4.32
-9795.7,11745.7,-4.77
-9806.4,11756.4,-4.83
-9816.9,11766.9,-4.58
-9827.4,11777.4,-4.81
-9837.9,11787.9,-4.84
-9848.1,11798.1,-4.77
-9858.2,11808.2,-4.92
-9868.8,11818.8,-4.77
-9879.1,11829.1,-4.86
-9889.3,11839.3,-4.84
-9899.5,11849.5,-4.65
-9909.9,11859.9,-4.89
-9920.8,11870.8,-4.76
-9931.6,11881.6,-4.86
-9942.3,11892.3,-4.59
-9952.9,11902.9,-4.74
-9963.9,11913.9,-4.83
-9975,11925,-4.83
-9986.3,11936.3,-4.77
-9997.5,11947.5,-4.61
-10008.8,11958.8,-4.96
-10020.3,11970.3,-4.74
-10032.7,11982.7,-4.69
-10045.9,11995.9,-4.63
-10059.3,12009.3,-4.97
-10073.2,12023.2,-4.93
-10088.7,12038.7,-4.92
-10104.6,12054.6,-5.05
-10120.9,12070.9,-5.11
-10137.1,12087.1,-4.71
-10152.9,12102.9,-4.58
-10166.9,12116.9,-4.45
-10180.5,12130.5,-4.9
-10193.7,12143.7,-4.85
-10206.3,12156.3,-5.03
-10218.9,12168.9,-4.63
-10230.9,12180.9,-5.09
-10243,12193,-5.06
-10254.7,12204.7,-4.96
-10266.5,12216.5,-4.95
-10278.2,12228.2,-4.84
-10290.1,12240.1,-5.05
-10301.8,12251.8,-5.02
-10313.9,12263.9,-4.88
-10326,12276,-4.54
-10338.3,12288.3,-4.77
-10350.6,12300.6,-4.54
-10363,12313,-4.98
-10375.5,12325.5,-4.89
-10388.4,12338.4,-4.69
-10401.7,12351.7,-4.82
-10415.8,12365.8,-4.49
-10430.2,12380.2,-4.8
-10446,12396,-4.68
-10462.1,12412.1,-4.41
-10478.8,12428.8,-4.56
-10495,12445,-4.55
-10510.7,12460.7,-4.65
-10523.9,12473.9,-4.69
-10536.3,12486.3,-4.31
-10547.3,12497.3,-4.5
-10557.7,12507.7,-4.42
-10567.8,12517.8,-4.6
-10577.8,12527.8,-4.37
-10587.9,12537.9,-4.65
-10597.6,12547.6,-4.55
-10607.5,12557.5,-4.28
-10617.8,12567.8,-4.35
-10628.5,12578.5,-4.7
-10639.7,12589.7,-4.06
-10652.9,12602.9,-4.53
-10667.4,12617.4,-4.82
-10683.9,12633.9,-4.24
-10699.8,12649.8,-4.49
