age (BP),temperature (degC)
189,11.147
190,10.515
191,10.014
192,10.345
193,10.304
194,9.894
195,10.058
196,9.082
197,9.026
198,8.748
199,7.949
200,8.15
201,8.353
202,8.582
203,8.202
204,8.507
205,7.971
206,8.252
207,8.398
208,8.504
209,7.758
210,8.331
211,9.541
212,9.26
213,8.361
214,8.836
215,8.221
216,7.484
217,8.334
218,8.206
219,8.1
220,8.181
221,7.665
222,7.346
223,8.252
224,7.85
225,8.231
226,7.883
227,7.457
228,8.077
229,7.596
230,7.498
231,7.702
232,8.2
233,7.973
234,8.064
235,8.321
236,8.386
237,8.83
238,8.657
239,8.334
240,8.275
241,7.755
242,8.405
243,8.918
244,7.676
245,7.902
246,9.207
247,9.502
248,9.111
249,8.782
250,8.447
251,8.392
252,8.628
253,8.315
254,8.15
255,8.714
256,9.232
257,9.207
258,8.786
259,8.434
260,8.184
261,8.571
262,7.583
263,8.118
264,8.047
265,8.248
266,8.441
267,8.6
268,8.491
269,7.742
270,7.422
271,8.526
272,8.169
273,8.407
274,8.407
275,8.249
276,8.436
277,8.757
278,8.649
279,8.971
280,8.515
281,8.321
282,8.735
283,8.132
284,8.68
285,9.122
286,9.019
287,8.82
288,8.727
289,8.818
290,9.589
291,9.014
292,9.898
293,9.198
294,9.056
295,9.697
296,8.603
297,8.869
298,8.824
299,8.722
300,8.435
301,8.021
302,8.013
303,8.01
304,7.5
305,7.01
306,7.487
307,8.338
308,6.967
309,7.397
310,9.187
311,8.557
312,8.483
313,8.701
314,8.314
315,8.128
316,8.567
317,8.081
318,8.77
319,8.551
320,8.318
321,9.661
322,8.784
323,8.868
324,9.064
325,8.311
326,8.224
327,8.122
328,8.144
329,8.325
330,7.346
331,7.698
332,7.909
333,7.917
334,7.317
335,7.462
336,7.812
337,7.97
338,7.788
339,8.079
340,7.578
341,7.148
342,7.503
343,7.586
344,7.994
345,7.208
346,7.661
347,8.066
348,7.481
349,6.961
350,8.716
351,8.971
352,8.116
353,8.494
354,8.337
355,8.35
356,8.54
357,7.772
358,8.091
359,7.428
360,7.294
361,7.85
362,7.575
363,7.888
364,8.246
365,8.279
366,8.072
367,8.104
368,8.167
369,7.851
370,7.557
371,8.309
372,7.813
373,8.235
374,8.8
375,8.819
376,7.643
377,8.862
378,8.658
379,8.531
380,9.276
381,9.219
382,8.842
383,9.155
384,9.735
385,10.26
386,10.21
387,9.699
388,10.256
389,9.171
390,9.744
391,9.371
392,9.325
393,8.847
394,9.228
395,9.263
396,8.848
397,9.826
398,9.134
399,9.748
400,9.35
401,9.397
402,9.873
403,9.214
404,9.544
405,8.94
406,8.911
407,8.962
408,9.186
409,8.769
410,8.908
411,9.812
412,9.49
413,8.769
414,8.802
415,9.843
416,9.19
417,9.355
418,9.114
419,8.44
420,8.328
421,8.139
422,8.719
423,8.26
424,9.148
425,8.844
426,8.514
427,9.847
428,8.942
429,8.922
430,9.061
431,9.462
432,9.676
433,9.66
434,8.416
435,9.532
436,8.947
437,9.472
438,9.801
439,9.355
440,9.029
441,9.151
442,9.386
443,9.481
444,9.577
445,9.674
446,9.834
447,8.777
448,9.507
449,10.216
450,9.998
451,9.532
452,8.977
453,9.402
454,9.68
455,9.119
456,9.702
457,9.609
458,8.925
459,9.495
460,9.5
461,9.715
462,9.422
463,8.983
464,8.727
465,10.005
466,8.535
467,8.448
468,8.707
469,8.841
470,8.893
471,8.899
472,8.266
473,8.444
474,8.383
475,8.278
476,8.731
477,8.117
478,8.46
479,9.381
480,9.663
481,9.009
482,9.1
483,8.822
484,8.797
485,8.758
486,8.565
487,8.472
488,8.964
489,8.494
490,8.44
491,8.687
492,9.073
493,8.162
494,8.649
495,8.897
496,8.88
497,8.519
498,9.658
499,9.62
500,10.442
501,9.324
502,9.162
503,9.296
504,9.588
505,9.661
506,9.302
507,9.363
508,9.837
509,9.91
510,9.915
511,9.423
512,10.111
513,9.803
514,9.922
515,9.858
516,9.945
517,9.58
518,9.367
519,9.1
520,9.138
521,8.957
522,9.382
523,9.134
524,9.403
525,10.23
526,9.943
527,8.947
528,9.408
529,9.815
530,10.384
531,10.716
532,9.907
533,10.537
534,9.808
535,9.721
536,9.807
537,10.291
538,10.054
539,11.004
540,10.291
541,10.721
542,10.227
543,10.012
544,9.934
545,9.865
546,9.216
547,8.868
548,8.556
549,8.063
550,8.028
551,8.854
552,8.582
553,8.664
554,9.522
555,8.467
556,8.639
557,8.69
558,8.476
559,9.134
560,8.608
561,7.959
562,8.476
563,9.088
564,8.976
565,8.367
566,8.952
567,9.303
568,8.912
569,9.819
570,9.359
571,9.018
572,8.69
573,8.444
574,8.217
575,8.895
576,9.781
577,9.598
578,9.87
579,9.207
580,8.6
581,8.964
582,9.52
583,10.071
584,10.173
585,9.279
586,8.389
587,8.412
588,8.681
589,8.943
590,8.709
591,8.821
592,8.825
593,8.649
594,9.367
595,8.877
596,8.705
597,8.424
598,8.892
599,8.388
600,8.074
601,7.801
602,7.478
603,8.603
604,7.95
605,8.353
606,8.313
607,8.963
608,8.817
609,9.431
610,9.052
611,9.736
612,8.656
613,9.274
614,9.122
615,8.951
616,8.777
617,8.033
618,8.061
619,8.834
620,8.1
621,8.374
622,8.296
623,8.726
624,8.428
625,8.659
626,8.523
627,8.953
628,8.951
629,9.369
630,8.153
631,8.952
632,8.956
633,8.349
634,9.059
635,8.867
636,7.788
637,7.617
638,8.521
639,9.285
640,9.061
641,9.604
642,10.202
643,10.131
644,10.906
645,9.826
646,9.362
647,9.249
648,9.394
649,9.525
650,9.317
651,9.066
652,9.366
653,8.256
654,8.778
655,8.815
656,8.797
657,8.535
658,8.854
659,8.758
660,8.981
661,9.18
662,9.152
663,8.967
664,9.528
665,9.04
666,8.471
667,9.105
668,8.298
669,8.127
670,8.356
671,8.325
672,8.936
673,8.59
674,9.042
675,9.492
676,8.844
677,9.055
678,9.147
679,8.725
680,8.896
681,8.726
682,8.702
683,8.457
684,8.639
685,8.781
686,8.438
687,7.756
688,8.116
689,8.357
690,8.219
691,8.226
692,9.073
693,9.659
694,9.063
695,9.317
696,9.248
697,9.754
698,8.249
699,8.881
700,9.349
701,8.638
702,8.583
703,7.993
704,8.538
705,8.297
706,8.542
707,7.942
708,8.146
709,8.091
710,7.881
711,8.371
712,8
713,8.744
714,8.509
715,8.774
716,8.195
717,8.235
718,7.862
719,8.029
720,8.494
721,7.904
722,8.945
723,9.33
724,8.691
725,9.686
726,9.314
727,8.891
728,8.625
729,9.285
730,8.673
731,8.781
732,9.154
733,9.213
734,8.771
735,7.911
736,8.516
737,8.289
738,8.978
739,8.434
740,7.503
741,8.043
742,7.816
743,7.725
744,8.247
745,8.396
746,8.663
747,8.341
748,8.061
749,8.123
750,8.066
751,8.361
752,7.591
753,8.461
754,8.605
755,8.662
756,8.649
757,9.035
758,9.238
759,8.854
760,8.569
761,8.479
762,9.139
763,8.576
764,8.515
765,8.823
766,9.112
767,9.02
768,8.238
769,8.932
770,9.34
771,8.727
772,9.189
773,8.858
774,9.466
775,10.185
776,9.221
777,10.114
778,9.483
779,9.328
780,9.5
781,9.684
782,9.765
783,9.274
784,9.443
785,9.962
786,9.779
787,9.448
788,9.26
789,9.248
790,8.946
791,8.663
792,8.641
793,8.59
794,8.229
795,8.476
796,7.812
797,8.234
798,8.161
799,8.11
800,8.031
801,8.335
802,8.372
803,8.03
804,7.906
805,7.815
806,7.717
807,7.708
808,7.842
809,8.042
810,7.749
811,7.486
812,7.608
813,7.778
814,8.147
815,8.373
816,8.08
817,7.601
818,8.011
819,7.981
820,7.343
821,8.017
822,7.653
823,8.406
824,8.695
825,8.153
826,8.508
827,9.163
828,8.502
829,8.463
830,8.231
831,8.046
832,8.475
833,8.36
834,8.936
835,9.083
836,9.015
837,9.437
838,8.93
839,9.49
840,8.13
841,9.831
842,9.108
843,9.232
844,9.587
845,9.292
846,9.716
847,9.072
848,9.762
849,9.485
850,9.309
851,9.124
852,9.658
853,10.006
854,8.958
855,9.85
856,10.456
857,11.08
858,11.939
859,11.58
860,10.01
861,11.216
862,10.111
863,9.514
864,9.332
865,9.404
866,8.797
867,8.801
868,8.475
869,8.106
870,8.437
871,8.651
872,8.44
873,8.613
874,9.258
875,9.309
876,9.296
877,9.633
878,9.426
879,9.937
880,9.528
881,9.216
882,9.441
883,9.457
884,10.219
885,9.776
886,9.722
887,10.085
888,11.448
889,10.807
890,9.642
891,10.561
892,10.605
893,10.239
894,10.153
895,9.472
896,9.06
897,8.924
898,10.133
899,9.843
900,9.329
901,9.254
902,9.763
903,9.382
904,8.901
905,9.878
906,10.061
907,9.962
908,8.968
909,8.879
910,9.339
911,9.463
912,9.335
913,10.154
914,9.886
915,9.723
916,9.496
917,9.301
918,9.036
919,10.117
920,10.174
921,9.145
922,9.326
923,10.312
924,9.687
925,10.018
926,9.723
927,8.993
928,9.984
929,9.739
930,9.858
931,10.044
932,9.239
933,8.755
934,8.624
935,8.457
936,8.887
937,9.068
938,8.896
939,9.267
940,9.167
941,9.065
942,10.2
943,10.453
944,10.553
945,10.466
946,10.392
947,9.932
948,10.339
949,10.233
950,10.936
951,10.352
952,10.307
953,10.439
954,9.84
955,9.821
956,10.503
957,9.051
958,9.659
959,9.417
960,10.274
961,9.68
962,9.094
963,10.445
964,9.707
965,8.662
966,9.277
967,9.697
968,9.766
969,9.357
970,8.815
971,8.81
972,9.809
973,9.335
974,9.601
975,9.801
976,9.602
977,9.656
978,10.307
979,9.647
980,10.156
981,10.123
982,8.843
983,9.161
984,9.199
985,8.626
986,8.966
987,9.05
988,7.949
989,7.739
990,9.168
991,9.021
992,8.682
993,8.639
994,7.894
995,8.866
996,8.694
997,8.43
998,8.434
999,8.684
1000,8.172
1001,8.678
1002,8.485
1003,8.558
1004,8.994
1005,9.137
1006,8.569
1007,8.579
1008,9.235
1009,8.427
1010,9.648
1011,10.141
1012,10.122
1013,9.695
1014,10.596
1015,11.014
1016,10.879
1017,9.972
1018,9.762
1019,10.214
1020,9.303
1021,9.178
1022,9.385
1023,8.868
1024,8.315
1025,9.119
1026,8.603
1027,8.686
1028,8.459
1029,8.421
1030,8.613
1031,9.01
1032,8.501
1033,8.853
1034,8.058
1035,7.957
1036,7.889
1037,8.128
1038,8.65
1039,8.039
1040,8.212
1041,8.346
1042,8.284
1043,8.378
1044,8.487
1045,8.769
1046,8.902
1047,8.758
1048,8.726
1049,9.114
1050,9.088
1051,9.855
1052,9.176
1053,9.298
1054,8.828
1055,9.168
1056,8.817
1057,8.55
1058,9.03
1059,9.613
1060,9.527
1061,8.683
1062,9.455
1063,10.011
1064,8.807
1065,9.376
1066,9.333
1067,9.609
1068,8.346
1069,9.103
1070,9.228
1071,9.634
1072,9.12
1073,9.674
1074,9.495
1075,9.181
1076,9.495
1077,8.543
1078,9.374
1079,8.745
1080,8.56
1081,8.866
1082,8.372
1083,7.949
1084,7.99
1085,7.52
1086,7.727
1087,7.729
1088,7.76
1089,7.964
1090,8.203
1091,7.831
1092,7.773
1093,8.672
1094,8.05
1095,8.256
1096,7.792
1097,8.009
1098,7.327
1099,7.468
1100,8.4
1101,8.928
1102,7.794
1103,8.342
1104,9.587
1105,9.82
1106,9.246
1107,8.995
1108,9.219
1109,9.379
1110,9.434
1111,9.392
1112,8.4
1113,9.185
1114,9.134
1115,8.85
1116,9.227
1117,8.859
1118,8.778
1119,8.755
1120,9.022
1121,8.327
1122,8.441
1123,8.693
1124,8.466
1125,8.387
1126,7.255
1127,8.325
1128,8.484
1129,8.43
1130,8.171
1131,7.7
1132,7.7
1133,7.8
1134,8.089
1135,7.457
1136,7.79
1137,7.601
1138,7.339
1139,7.899
1140,7.623
1141,7.255
1142,7.987
1143,7.534
1144,7.531
1145,7.512
1146,7.048
1147,7.271
1148,7.47
1149,7.854
1150,7.307
1151,8.257
1152,7.818
1153,8.397
1154,8.185
1155,8.49
1156,8.547
1157,8.808
1158,8.535
1159,8.713
1160,8.864
1161,7.848
1162,8.332
1163,8.882
1164,9.123
1165,9.116
1166,9.126
1167,8.479
1168,9.107
1169,8.897
1170,9.307
1171,9.291
1172,8.881
1173,8.79
1174,7.946
1175,8.661
1176,8.076
1177,8.627
1178,9.065
1179,9.259
1180,8.483
1181,8.597
1182,9.84
1183,9.229
1184,8.929
1185,9.501
1186,9.732
1187,9.898
1188,9.25
1189,10.723
1190,9.844
1191,9.911
1192,10.128
1193,9.802
1194,9.419
1195,9.774
1196,9.935
1197,9.288
1198,8.439
1199,9.281
1200,9.113
1201,9.25
1202,9.012
1203,9.049
1204,8.513
1205,8.121
1206,7.689
1207,8.99
1208,8.334
1209,7.953
1210,8.782
1211,8.917
1212,8.648
1213,9.585
1214,8.865
1215,8.995
1216,9.513
1217,9.523
1218,8.981
1219,9.378
1220,9.522
1221,9.979
1222,9.624
1223,9.559
1224,9.674
1225,10.192
1226,9.086
1227,9.358
1228,9.303
1229,9.067
1230,8.797
1231,8.44
1232,8.951
1233,8.985
1234,9.08
1235,8.739
1236,9.006
1237,8.842
1238,8.158
1239,8.918
1240,8.477
1241,9.035
1242,8.643
1243,8.818
1244,8.108
1245,8.427
1246,8.369
1247,8.926
1248,8.581
1249,9.115
1250,8.99
1251,8.644
1252,8.454
1253,9.266
1254,8.346
1255,8.741
1256,9.335
1257,8.451
1258,8.241
1259,8.854
1260,8.75
1261,8.887
1262,8.304
1263,8.621
1264,9.335
1265,7.36
1266,9.912
1267,9.011
1268,8.864
1269,8.726
1270,8.765
1271,8.674
1272,8.902
1273,8.561
1274,9.29
1275,9.278
1276,8.921
1277,8.979
1278,9.011
1279,9.244
1280,8.452
1281,8.169
1282,8.545
1283,9.139
1284,9.085
1285,8.322
1286,7.869
1287,8.054
1288,7.266
1289,7.976
1290,7.438
1291,8.382
1292,8.398
1293,8.765
1294,8.397
1295,7.805
1296,8.628
1297,8.093
1298,8.397
1299,7.799
1300,8.01
1301,8.514
1302,7.738
1303,8.262
1304,8.815
1305,9.387
1306,8.64
1307,8.388
1308,8.513
1309,9.139
1310,8.588
1311,9.262
1312,8.999
1313,9.061
1314,8.719
1315,9.041
1316,9.034
1317,9.317
1318,8.849
1319,8.436
1320,8.439
1321,8.436
1322,8.024
1323,8.796
1324,8.627
1325,8.713
1326,8.383
1327,8.918
1328,8.752
1329,8.046
1330,8.809
1331,8.18
1332,7.363
1333,8.142
1334,8.905
1335,8.016
1336,8.563
1337,9.364
1338,8.444
1339,8.013
1340,8.502
1341,8.744
1342,8.627
1343,9.045
1344,8.618
1345,9.194
1346,9.23
1347,8.509
1348,8.691
1349,9.063
1350,9.038
1351,8.905
1352,8.157
1353,8.975
1354,9.227
1355,9.404
1356,8.667
1357,8.639
1358,8.437
1359,9.051
1360,9.023
1361,8.805
1362,8.861
1363,9.039
1364,8.796
1365,8.221
1366,8.441
1367,7.596
1368,8.147
1369,8.28
1370,8.268
1371,8.331
1372,8.492
1373,8.48
1374,8.672
1375,7.721
1376,8.9
1377,9.386
1378,8.796
1379,8.77
1380,8.073
1381,8.266
1382,8.483
1383,8.648
1384,8.197
1385,8.052
1386,8.438
1387,9.391
1388,9.251
1389,8.478
1390,8.336
1391,9.176
1392,8.385
1393,8.568
1394,8.109
1395,7.792
1396,7.917
1397,8.442
1398,7.585
1399,7.581
1400,7.158
1401,7.717
1402,7.76
1403,7.649
1404,7.556
1405,7.315
1406,7.338
1407,7.838
1408,6.977
1409,8.165
1410,8.087
1411,8.114
1412,8.861
1413,7.929
1414,7.49
1415,9.283
1416,8.989
1417,8.984
1418,8.916
1419,9.038
1420,8.85
1421,8.828
1422,8.629
1423,8.6
1424,8.718
1425,8.774
1426,8.67
1427,8.328
1428,7.557
1429,9.051
1430,8.499
1431,8.714
1432,8.929
1433,8.772
1434,8.171
1435,8.245
1436,8.657
1437,8.994
1438,8.726
1439,9.026
1440,9.342
1441,8.81
1442,8.92
1443,8.398
1444,8.566
1445,8.647
1446,9.555
1447,9.645
1448,9.611
1449,10.436
1450,9.823
1451,9.819
1452,9.295
1453,9.288
1454,11.064
1455,10.106
1456,10.642
1457,10.569
1458,10.056
1459,10.169
1460,9.167
1461,9.008
1462,9
1463,9.65
1464,8.832
1465,9.05
1466,8.79
1467,8.983
1468,8.622
1469,8.369
1470,8.105
1471,8.519
1472,9.282
1473,9.294
1474,8.486
1475,8.505
1476,8.706
1477,9.039
1478,8.576
1479,8.167
1480,8.611
1481,8.661
1482,8.501
1483,8.654
1484,9.072
1485,8.65
1486,8.551
1487,8.915
1488,8.717
1489,9.473
1490,8.726
1491,8.387
1492,9.801
1493,10.115
1494,10.047
1495,9.465
1496,8.975
1497,10.858
1498,10.448
1499,10.929
1500,11.359
1501,11.376
1502,10.17
1503,10.515
1504,10.76
1505,10.437
1506,10.335
1507,9.575
1508,9.93
1509,9.264
1510,9.028
1511,9.014
1512,9.67
1513,9.545
1514,9.437
1515,10.317
1516,10.353
1517,9.841
1518,10.077
1519,10.543
1520,11.669
1521,11.913
1522,10.422
1523,10.182
1524,10.028
1525,9.788
1526,9.202
1527,9.797
1528,9.513
1529,8.113
1530,9.572
1531,10.24
1532,9.321
1533,8.79
1534,9.3
1535,8.994
1536,9.152
1537,8.374
1538,9.563
1539,10.017
1540,10.613
1541,10.478
1542,10.343
1543,10.957
1544,11.569
1545,9.739
1546,11.079
1547,11.051
1548,11.006
1549,11.337
1550,11.339
1551,10.361
1552,9.984
1553,9.226
1554,9.331
1555,9.67
1556,9.156
1557,9.3
1558,9.598
1559,9.183
1560,10.356
1561,9.73
1562,9.188
1563,8.482
1564,8.619
1565,9.252
1566,8.546
1567,8.38
1568,8.411
1569,8.415
1570,8.861
1571,8.584
1572,9.347
1573,9.16
1574,9.141
1575,9.106
1576,9.369
1577,9.698
1578,8.384
1579,8.562
1580,8.925
1581,8.591
1582,9.416
1583,9.05
1584,9.004
1585,9.033
1586,9.734
1587,8.983
1588,9.168
1589,9.428
1590,9.464
1591,9.647
1592,8.848
1593,8.967
1594,8.77
1595,8.882
1596,8.721
1597,9.041
1598,8.848
1599,8.957
1600,8.211
1601,8.473
1602,8.532
1603,8.313
1604,7.958
1605,8.064
1606,7.927
1607,7.829
1608,8.296
1609,8.063
1610,7.794
1611,8.22
1612,8.987
1613,8.443
1614,7.944
1615,8.58
1616,9.068
1617,9.163
1618,8.965
1619,8.349
1620,8.832
1621,7.662
1622,8.812
1623,8.394
1624,8.212
1625,8.259
1626,8.121
1627,8.351
1628,8.864
1629,8.969
1630,8.843
1631,8.481
1632,8.801
1633,8.742
1634,8.273
1635,8.975
1636,8.65
1637,9.428
1638,9.097
1639,8.433
1640,8.497
1641,8.506
1642,8.314
1643,8.042
1644,8.137
1645,8.3
1646,7.618
1647,8.4
1648,8.441
1649,9.096
1650,8.801
1651,9.443
1652,9.471
1653,9.417
1654,9.37
1655,9.307
1656,8.897
1657,8.685
1658,9.407
1659,9.183
1660,8.582
1661,9.177
1662,9.968
1663,9.862
1664,9.505
1665,9.234
1666,10.105
1667,9.451
1668,8.749
1669,8.309
1670,8.494
1671,8.206
1672,7.995
1673,8.055
1674,8.016
1675,7.871
1676,7.913
1677,8.465
1678,8.595
1679,8.667
1680,7.157
1681,8.273
1682,7.746
1683,8.516
1684,9.303
1685,8.183
1686,9.464
1687,9.402
1688,9.666
1689,8.945
1690,8.816
1691,8.983
1692,8.481
1693,9.129
1694,9.182
1695,8.95
1696,8.342
1697,9.136
1698,9.688
1699,9.077
1700,8.934
1701,8.838
1702,9.233
1703,8.268
1704,9.17
1705,9.075
1706,9.001
1707,8.503
1708,8.897
1709,8.952
1710,9.068
1711,8.965
1712,8.461
1713,7.56
1714,7.503
1715,8.346
1716,8.504
1717,8.338
1718,8.592
1719,8.213
1720,8.35
1721,9.31
1722,8.198
1723,8.864
1724,9.54
1725,9.151
1726,8.689
1727,9.134
1728,8.455
1729,8.394
1730,8.884
1731,9.296
1732,8.417
1733,9.149
1734,9.273
1735,9.348
1736,10.047
1737,9.823
1738,9.69
1739,9.038
1740,9.954
1741,9.233
1742,9.162
1743,9.342
1744,9.555
1745,9.37
1746,9.517
1747,8.96
1748,8.571
1749,9.192
1750,8.683
1751,8.924
1752,9.093
1753,8.981
1754,9.395
1755,8.71
1756,9.378
1757,9.006
1758,9.543
1759,9.547
1760,9.815
1761,9.237
1762,9.417
1763,8.991
1764,9.484
1765,9.272
1766,9.065
1767,9.66
1768,10.346
1769,9.441
1770,10.16
1771,9.886
1772,9.655
1773,8.417
1774,8.299
1775,8.95
1776,9.228
1777,9.476
1778,9.116
1779,9.327
1780,10.086
1781,9.498
1782,8.966
1783,9.628
1784,8.984
1785,9.423
1786,9.301
1787,9.207
1788,9.322
1789,10.297
1790,9.949
1791,9.487
1792,9.541
1793,9.499
1794,9.399
1795,9.634
1796,8.992
1797,8.603
1798,8.523
1799,8.563
1800,8.41
1801,9.061
1802,8.932
1803,8.957
1804,8.884
1805,9.122
1806,9.783
1807,10.444
1808,10.745
1809,10.405
1810,10.717
1811,11.08
1812,9.87
1813,9.991
1814,9.361
1815,8.775
1816,9.39
1817,9.594
1818,10.37
1819,9.286
1820,8.494
1821,9.132
1822,9.066
1823,9.265
1824,9.008
1825,8.74
1826,8.531
1827,9.584
1828,9.4
1829,9.299
1830,9.414
1831,9.539
1832,10.125
1833,9.333
1834,9.984
1835,9.512
1836,9.081
1837,10.219
1838,9.414
1839,9.204
1840,9.972
1841,9.606
1842,9.65
1843,10.098
1844,9.667
1845,9.15
1846,9.496
1847,9.489
1848,8.847
1849,9.063
1850,9.455
1851,9.69
1852,9.319
1853,9.407
1854,9.547
1855,9.021
1856,9.865
1857,9.469
1858,9.822
1859,8.518
1860,9.747
1861,9.4
1862,9.457
1863,8.955
1864,8.73
1865,8.278
1866,8.896
1867,9.023
1868,8.808
1869,9.439
1870,8.321
1871,8.829
1872,8.66
1873,8.396
1874,8.044
1875,9.166
1876,8.333
1877,9.419
1878,9.08
1879,9.538
1880,9.776
1881,9.169
1882,8.789
1883,8.849
1884,9.06
1885,9.217
1886,9.717
1887,9.763
1888,9.249
1889,9.155
1890,8.414
1891,9.359
1892,8.617
1893,9.282
1894,9.089
1895,9.474
1896,9.325
1897,9.656
1898,9.907
1899,9.297
1900,10.017
1901,10.191
1902,9.499
1903,9.503
1904,9.658
1905,9.279
1906,9.275
1907,9.826
1908,9.457
1909,9.477
1910,8.946
1911,9.487
1912,9.874
1913,10.08
1914,9.783
1915,9.951
1916,9.888
1917,9.817
1918,10.013
1919,9.656
1920,8.984
1921,9.549
1922,9.745
1923,9.993
1924,9.213
1925,9.165
1926,9.014
1927,9.316
1928,8.808
1929,8.684
1930,8.73
1931,8.844
1932,7.986
1933,8.432
1934,8.924
1935,8.519
1936,8.455
1937,8.393
1938,8.336
1939,8.382
1940,8.146
1941,8.748
1942,8.572
1943,9.554
1944,9.877
1945,9.453
1946,10.613
1947,9.085
1948,9.228
1949,9.266
1950,9.009
1951,9.685
1952,9.932
1953,10.24
1954,9.756
1955,10.443
1956,9.402
1957,9.444
1958,9.744
1959,9.339
1960,9.104
1961,8.435
1962,9.988
1963,10.196
1964,9.002
1965,11.013
1966,10.534
1967,10.196
1968,10.199
1969,9.991
1970,9.406
1971,9.967
1972,10.086
1973,9.265
1974,8.307
1975,8.866
1976,9.271
1977,9.33
1978,8.783
1979,8.396
1980,8.575
1981,7.688
1982,7.563
1983,7.64
1984,8.223
1985,8.741
1986,7.241
1987,7.825
1988,7.521
1989,7.722
1990,6.911
1991,6.643
1992,7.29
1993,8.124
1994,8.265
1995,8.317
1996,8.444
1997,8.607
1998,8.302
1999,8.034
2000,8.176
2001,9.545
2002,8.632
2003,7.938
2004,7.799
2005,7.799
2006,8.146
2007,7.918
2008,7.491
2009,7.085
2010,7.769
2011,7.412
2012,7.749
2013,7.154
2014,7.452
2015,7.561
2016,6.976
2017,7.71
2018,7.6
2019,7.105
2020,7.561
2021,8.087
2022,8.096
2023,7.868
2024,8.781
2025,9.535
2026,9.446
2027,8.999
2028,8.682
2029,8.285
2030,8.285
2031,8.285
2032,8.156
2033,7.67
2034,7.561
2035,7.551
2036,7.154
2037,6.995
2038,7.352
2039,8.007
2040,7.858
2041,7.819
2042,7.759
2043,8.017
2044,8.196
2045,8.325
2046,7.858
2047,7.759
2048,8.225
2049,8.434
2050,8.414
2051,8.305
2052,7.66
2053,7.839
2054,8.176
2055,7.868
2056,7.422
2057,7.323
2058,7.829
2059,7.551
2060,7.412
2061,7.71
2062,7.591
2063,7.888
2064,8.354
2065,7.729
2066,7.829
2067,8.166
2068,8.533
2069,8.711
2070,8.602
2071,9.148
2072,8.136
2073,8.116
2074,8.196
2075,7.908
2076,8.176
2077,7.856
2078,7.543
2079,8.592
2080,8.34
2081,7.997
2082,9.098
2083,8.161
2084,8.302
2085,8.548
2086,8.92
2087,8.042
2088,8.28
2089,9.024
2090,8.838
2091,8.964
