age (BP),temperature (degC)
4090,8.807
4091,8.311
4092,8.098
4093,8.348
4094,8.204
4095,7.982
4096,7.939
4097,8.034
4098,7.895
4099,7.804
4100,7.731
4101,8.095
4102,7.81
4103,8.165
4104,8.118
4105,8.629
4106,8.395
4107,8.475
4108,8.466
4109,8.566
4110,9.077
4111,8.726
4112,8.992
4113,9.106
4114,8.636
4115,9.044
4116,8.935
4117,9.848
4118,9.586
4119,9.061
4120,8.803
4121,8.637
4122,8.217
4123,8.63
4124,8.648
4125,8.62
4126,8.598
4127,9.049
4128,8.291
4129,8.093
4130,8.047
4131,8.025
4132,7.597
4133,8.479
4134,8.027
4135,7.65
4136,8.35
4137,8.648
4138,8.721
4139,8.212
4140,8.325
4141,7.491
4142,7.908
4143,8.069
4144,7.614
4145,7.773
4146,8.785
4147,8.666
4148,8.358
4149,8.771
4150,7.979
4151,8.017
4152,7.66
4153,7.829
4154,8.229
4155,8.376
4156,7.932
4157,7.799
4158,8.603
4159,8.259
4160,9.657
4161,8.325
4162,8.325
4163,8.223
4164,9.192
4165,8.763
4166,8.581
4167,8.357
4168,8.002
4169,8.093
4170,8.565
4171,8.642
4172,8.813
4173,8.282
4174,8.632
4175,9.012
4176,8.347
4177,8.414
4178,8.344
4179,8.776
4180,8.863
4181,9.209
4182,8.776
4183,8.936
4184,8.749
4185,8.642
4186,8.444
4187,9.269
4188,8.749
4189,9.145
4190,8.243
4191,8.357
4192,8.535
4193,7.774
4194,8.312
4195,8.476
4196,8.451
4197,8.101
4198,8.072
4199,8.528
4200,8.662
4201,8.402
4202,8.113
4203,8.494
4204,8.679
4205,8.432
4206,7.872
4207,8.176
4208,8.09
4209,7.917
4210,8.241
4211,7.667
4212,8.063
4213,8.042
4214,7.584
4215,7.616
4216,7.777
4217,8.149
4218,7.613
4219,8.387
4220,8.649
4221,8.09
4222,8.429
4223,9.173
4224,9.188
4225,9.25
4226,9.085
4227,9.174
4228,9.047
4229,8.411
4230,9.028
4231,9.405
4232,9.024
4233,8.637
4234,8.866
4235,8.881
4236,9.307
4237,9.277
4238,9.452
4239,9.313
4240,9.702
4241,9.387
4242,9.472
4243,8.942
4244,9.448
4245,8.893
4246,8.409
4247,8.89
4248,8.819
4249,8.431
4250,8.181
4251,8.069
4252,8.367
4253,8.275
4254,8.295
4255,8.292
4256,8.459
4257,8.149
4258,8.587
4259,8.33
4260,8.707
4261,8.139
4262,8.181
4263,8.409
4264,8.121
4265,8.607
4266,9.123
4267,10.398
4268,9.522
4269,9.17
4270,9.255
4271,8.888
4272,9.168
4273,8.506
4274,8.645
4275,8.912
4276,9.274
4277,8.704
4278,8.826
4279,8.516
4280,8.602
4281,8.826
4282,9.041
4283,8.545
4284,8.785
4285,8.741
4286,8.572
4287,8.176
4288,8.598
4289,8.688
4290,8.447
4291,8.307
4292,8.625
4293,8.545
4294,8.372
4295,8.39
4296,8.646
4297,8.283
4298,8.447
4299,9.408
4300,9.319
4301,9.676
4302,9.667
4303,9.866
4304,9.792
4305,9.598
4306,10.149
4307,9.952
4308,9.571
4309,8.926
4310,9.198
4311,9.644
4312,10.325
4313,9.915
4314,11.066
4315,10.962
4316,10.039
4317,9.824
4318,9.31
4319,8.555
4320,9.313
4321,8.844
4322,8.411
4323,8.695
4324,8.87
4325,8.374
4326,8.741
4327,9.243
4328,9.169
4329,9.087
4330,8.819
4331,9.478
4332,9.162
4333,9.043
4334,8.347
4335,8.247
4336,8.529
4337,8.801
4338,8.674
4339,8.34
4340,8.964
4341,9.221
4342,8.641
4343,8.127
4344,7.871
4345,8.351
4346,8.462
4347,8.607
4348,8.894
4349,8.946
4350,8.566
4351,8.09
4352,8.202
4353,8.414
4354,8.392
4355,7.703
4356,8.269
4357,8.778
4358,8.674
4359,8.649
4360,8.209
4361,8.116
4362,8.801
4363,8.006
4364,8.32
4365,8.605
4366,8.18
4367,8.448
4368,8.58
4369,8.648
4370,8.694
4371,8.635
4372,8.58
4373,8.367
4374,8.418
4375,8.231
4376,8.35
4377,8.741
4378,8.07
4379,7.997
4380,8.448
4381,8.218
4382,8.096
4383,7.779
4384,8.201
4385,7.551
4386,7.328
4387,7.675
4388,7.751
4389,7.772
4390,7.389
4391,7.449
4392,7.602
4393,7.64
4394,7.521
4395,7.703
4396,7.424
4397,7.629
4398,7.755
4399,7.722
4400,7.752
4401,7.454
4402,7.16
4403,7.41
4404,7.391
4405,7.636
4406,7.287
4407,7.904
4408,7.581
4409,7.703
4410,8.332
4411,7.982
4412,7.592
4413,7.681
4414,8.537
4415,8.061
4416,7.406
4417,8.362
4418,8.101
4419,8.139
4420,8.087
4421,8.209
4422,7.871
4423,7.659
4424,7.964
4425,8.331
4426,8.599
4427,9.098
4428,8.348
4429,8.487
4430,9.575
4431,8.973
4432,8.979
4433,9.697
4434,9.505
4435,8.877
4436,9.532
4437,9.185
4438,8.789
4439,8.212
4440,8.182
4441,8.307
4442,8.065
4443,8.208
4444,8.517
4445,8.682
4446,8.495
4447,9.523
4448,8.885
4449,8.783
4450,9.14
4451,9.012
4452,8.938
4453,8.36
4454,7.963
4455,8.275
4456,7.896
4457,8.039
4458,7.901
4459,7.848
4460,8.121
4461,8.116
4462,8.126
4463,7.898
4464,8.092
4465,7.814
4466,7.834
4467,8.335
4468,8.228
4469,7.779
4470,7.618
4471,7.432
4472,8.508
4473,8.595
4474,8.208
4475,8.176
4476,8.136
4477,8.404
4478,7.881
4479,7.768
4480,8.016
4481,8.112
4482,8.27
4483,7.984
4484,8.155
4485,7.015
4486,7.439
4487,8.384
4488,8.612
4489,8.433
4490,8.485
4491,8.642
4492,8.868
4493,9.086
4494,8.932
4495,9.128
4496,8.769
4497,9.264
4498,9.612
4499,9.294
4500,9.444
4501,8.955
4502,9.162
4503,8.636
4504,8.428
4505,8.183
4506,8.262
4507,8.668
4508,8.549
4509,7.868
4510,7.871
4511,8.193
4512,8.353
4513,7.371
4514,8.247
4515,8.716
4516,8.68
4517,8.166
4518,8.688
4519,8.679
4520,8.906
4521,8.934
4522,9.227
4523,8.82
4524,8.711
4525,8.879
4526,8.802
4527,8.526
4528,8.528
4529,9.102
4530,8.1
4531,8.905
4532,9.118
4533,9.705
4534,9.175
4535,9.72
4536,9.9
4537,9.459
4538,9.536
4539,8.05
4540,8.847
4541,9.867
4542,8.995
4543,9.106
4544,9.451
4545,9.171
4546,8.834
4547,9.28
4548,8.825
4549,8.763
4550,9.495
4551,8.249
4552,8.314
4553,9.858
4554,8.618
4555,9.446
4556,9.644
4557,9.651
4558,9.221
4559,9.434
4560,10.347
4561,8.857
4562,9.629
4563,9.155
4564,9.381
4565,9.174
4566,9.709
4567,8.661
4568,9.014
4569,9.446
4570,9.64
4571,9.31
4572,8.706
4573,8.036
4574,8.524
4575,7.838
4576,7.875
4577,7.969
4578,8.251
4579,8.402
4580,7.789
4581,8.662
4582,8.809
4583,8.202
4584,8.454
4585,8.33
4586,8.364
4587,8.897
4588,8.692
4589,7.891
4590,8.305
4591,8.804
4592,8.472
4593,8.563
4594,8.664
4595,8.062
4596,8.515
4597,8.52
4598,8.1
4599,7.839
4600,8.09
4601,7.592
4602,7.63
4603,7.892
4604,7.997
4605,7.372
4606,7.141
4607,7.452
4608,7.595
4609,7.518
4610,7.886
4611,7.07
4612,7.529
4613,7.999
4614,7.833
4615,7.791
4616,7.44
4617,7.41
4618,7.476
4619,7.595
4620,7.283
4621,7.718
4622,7.744
4623,7.433
4624,7.242
4625,7.235
4626,7.033
4627,8.045
4628,7.253
4629,7.306
4630,8.249
4631,8.419
4632,8.497
4633,7.926
4634,8.057
4635,7.996
4636,7.744
4637,7.681
4638,7.665
4639,7.784
4640,7.683
4641,8.019
4642,7.994
4643,8.694
4644,8.21
4645,8.7
4646,8.502
4647,9.28
4648,9.198
4649,9.014
4650,9.088
4651,9.138
4652,8.928
4653,8.605
4654,8.859
4655,9.073
4656,8.323
4657,8.677
4658,8.435
4659,7.88
4660,7.695
4661,8.164
4662,8.637
4663,8.423
4664,8.433
4665,8.807
4666,8.213
4667,9.094
4668,8.519
4669,8.812
4670,8.734
4671,8.862
4672,8.857
4673,8.412
4674,8.497
4675,8.603
4676,8.955
4677,8.821
4678,8.108
4679,8.771
4680,8.592
4681,8.025
4682,8.843
4683,8.26
4684,8.832
4685,8.766
4686,8.951
4687,8.533
4688,8.559
4689,8.602
4690,8.912
4691,8.168
4692,9.273
4693,9.223
4694,8.471
4695,8.219
4696,7.624
4697,7.551
4698,7.69
4699,8.027
4700,7.661
4701,8.311
4702,7.974
4703,7.778
4704,7.91
4705,8.709
4706,8.418
4707,8.352
4708,9.483
4709,9.215
4710,8.695
4711,9.856
4712,9.167
4713,9.38
4714,8.734
4715,8.531
4716,8.505
4717,8.711
4718,8.806
4719,7.804
4720,8.332
4721,8.811
4722,8.761
4723,8.912
4724,8.776
4725,8.203
4726,8.776
4727,7.949
4728,7.866
4729,8.403
4730,8.182
4731,8.884
4732,9.078
4733,9.131
4734,9.313
4735,8.804
4736,8.731
4737,8.258
4738,8.728
4739,8.979
4740,8.559
4741,8.586
4742,8.46
4743,8.265
4744,8.444
4745,8.731
4746,8.292
4747,8.454
4748,8.45
4749,8.526
4750,8.305
4751,8.467
4752,8.725
4753,8.695
4754,9.393
4755,8.611
4756,8.941
4757,8.206
4758,8.023
4759,8.974
4760,7.898
4761,8.409
4762,8.295
4763,8.093
4764,8.164
4765,7.67
4766,7.741
4767,7.563
4768,7.854
4769,7.396
4770,7.997
4771,7.64
4772,8.402
4773,8.42
4774,9.128
4775,9.979
4776,9.682
4777,8.92
4778,8.694
4779,8.551
4780,8.557
4781,8.479
4782,8.164
4783,8.158
4784,8.27
4785,8.275
4786,7.992
4787,8.067
4788,8.34
4789,8.602
4790,8.037
4791,8.677
4792,9.297
4793,9.074
4794,9.446
4795,8.513
4796,9.049
4797,8.855
4798,9.059
4799,7.402
4800,8.676
4801,8.789
4802,8.801
4803,7.92
4804,8.628
4805,8.819
4806,9.473
4807,9.163
4808,9.584
4809,9.614
4810,10.368
4811,9.649
4812,9.446
4813,9.242
4814,8.781
4815,7.963
4816,8.439
4817,8.811
4818,9.014
4819,8.989
4820,8.915
4821,9.738
4822,9.639
4823,8.786
4824,8.662
4825,8.999
4826,8.88
4827,9.118
4828,8.429
4829,8.31
4830,8.473
4831,8.702
4832,8.166
4833,8.662
4834,8.925
4835,8.464
4836,8.498
4837,8.627
4838,9.753
4839,9.991
4840,8.761
4841,9.401
4842,9.282
4843,8.935
4844,8.548
4845,8.101
4846,9.014
4847,9.351
4848,9.55
4849,9.48
4850,9.842
4851,10.304
4852,9.808
4853,9.5
4854,10.145
4855,10.115
4856,10.527
4857,9.951
4858,9.5
4859,9.079
4860,9.485
4861,9.515
4862,9.168
4863,8.9
4864,9.575
4865,9.009
4866,8.037
4867,8.568
4868,8.434
4869,7.7
4870,8.811
4871,9.287
4872,8.454
4873,9.093
4874,8.955
4875,9.108
4876,8.711
4877,9.47
4878,10.039
4879,9.366
4880,8.842
4881,9.188
4882,9.396
4883,9.247
4884,8.967
4885,9.402
4886,10.134
4887,10.628
4888,9.438
4889,9.313
4890,9.432
4891,9.146
4892,10.134
4893,10.003
4894,10.199
4895,10.146
4896,10.551
4897,11.009
4898,10.932
4899,10.116
4900,11.068
4901,10.307
4902,11.074
4903,10.342
4904,9.967
4905,9.354
4906,9.467
4907,9.444
4908,9.057
4909,9.003
4910,9.444
4911,9.2
4912,8.914
4913,8.831
4914,8.479
4915,8.604
4916,8.569
4917,8.961
4918,8.426
4919,8.905
4920,8.555
4921,8.585
4922,9.485
4923,8.808
4924,9.344
4925,10.066
4926,8.89
4927,8.808
4928,8.897
4929,9.857
4930,10.051
4931,9.195
4932,8.759
4933,9.211
4934,9.402
4935,9.557
4936,9.819
4937,9.592
4938,9.116
4939,9.515
4940,9.165
4941,10.1
4942,10.1
4943,10.378
4944,10.229
4945,10.309
4946,10.934
4947,10.09
4948,10.348
4949,10.904
4950,10.596
4951,9.783
4952,9.912
4953,9.912
4954,9.029
4955,9.654
4956,7.759
4957,7.476
4958,7.343
4959,7.075
4960,7.015
4961,7.03
4962,7.075
4963,6.896
4964,7.134
4965,7.224
4966,7.402
4967,7.03
4968,7.759
4969,7.417
4970,7.224
4971,7.64
4972,7.596
4973,7.982
4974,7.848
4975,7.834
4976,7.581
4977,7.968
4978,7.789
4979,7.417
4980,8.027
4981,8.176
4982,8.235
4983,8.483
4984,8.454
4985,9.009
4986,9.545
4987,9.703
4988,9.694
4989,8.756
4990,8.473
4991,8.225
4992,8.047
4993,8.999
4994,8.84
4995,9.416
4996,10.844
4997,10.963
4998,10.46
4999,10.013
5000,9.612
5001,9.738
5002,9.225
5003,9.857
5004,9.783
5005,9.188
5006,8.682
5007,7.819
5008,8.211
5009,8.206
5010,8.31
5011,8.592
5012,8.24
5013,8.94
5014,8.116
5015,8.707
5016,8.305
5017,8.707
5018,8.419
5019,8.404
5020,8.835
5021,8.3
5022,8.389
5023,8.007
5024,8.587
5025,8.255
5026,7.729
5027,7.834
5028,7.848
5029,7.883
5030,8.037
5031,8.23
5032,8.672
5033,8.454
5034,8.523
5035,8.964
5036,8.905
5037,8.637
5038,8.121
5039,8.23
5040,8.845
5041,8.473
5042,8.22
5043,7.972
5044,8.811
5045,8.498
5046,8.27
5047,9.163
5048,9.158
5049,9.255
5050,8.953
5051,8.912
5052,8.552
5053,9.344
5054,8.302
5055,8.325
5056,7.893
5057,8.057
5058,8.198
5059,8.719
5060,8.444
5061,8.057
5062,8.459
5063,8.447
5064,8.473
5065,8.291
5066,8.57
5067,8.912
5068,9.05
5069,8.488
5070,7.908
5071,8.388
5072,10.08
5073,9.046
5074,8.883
5075,9.273
5076,9.158
5077,8.823
5078,10.002
5079,8.507
5080,8.89
5081,8.421
5082,8.656
5083,8.235
5084,8.075
5085,8.481
5086,8.075
5087,8.295
5088,7.785
5089,7.971
5090,7.963
5091,8.005
5092,8.068
5093,8.406
5094,8.47
5095,8.63
5096,8.589
5097,9.091
5098,9.098
5099,8.544
5100,8.715
5101,9.415
5102,8.831
5103,8.219
5104,8.12
5105,8.202
5106,7.772
5107,7.901
5108,7.961
5109,7.7
5110,7.346
5111,7.703
5112,7.782
5113,7.683
5114,7.805
5115,7.822
5116,8.549
5117,8.322
5118,7.447
5119,7.006
5120,8.033
5121,7.721
5122,8.298
5123,8.595
5124,8.735
5125,8.661
5126,8.259
5127,8.268
5128,8.288
5129,8.444
5130,8.482
5131,8.128
5132,7.83
5133,8.014
5134,7.654
5135,7.743
5136,7.697
5137,8.125
5138,7.819
5139,8.325
5140,8.233
5141,8.842
5142,8.76
5143,7.858
5144,8.109
5145,8.224
5146,7.97
5147,7.898
5148,8.378
5149,8.838
5150,8.827
5151,8.739
5152,9.221
5153,8.452
5154,8.618
5155,8.329
5156,8.495
5157,8.283
5158,7.833
5159,7.803
5160,8.301
5161,8.731
5162,8.592
5163,8.321
5164,8.299
5165,8.782
5166,7.88
5167,8.023
5168,7.706
5169,7.468
5170,8.297
5171,8.435
5172,8.363
5173,8.291
5174,8.127
5175,7.349
5176,7.619
5177,8.909
5178,8.176
5179,7.989
5180,8.378
5181,7.804
5182,8.106
5183,8.752
5184,9.166
5185,8.988
5186,8.68
5187,8.31
5188,8.501
5189,8.384
5190,8.104
5191,8.597
5192,8.199
5193,8.218
5194,7.436
5195,7.963
5196,8.431
5197,7.965
5198,8.278
5199,8.101
5200,8.031
5201,8.697
5202,8.584
5203,8.027
5204,8.393
5205,8.216
5206,8.431
5207,9.175
5208,9.326
5209,8.882
5210,9.166
5211,8.552
5212,9.703
5213,9.483
5214,9.199
5215,9.027
5216,9.668
5217,9.504
5218,9.572
5219,10.374
5220,8.862
5221,8.558
5222,8.643
5223,8.544
5224,8.416
5225,7.981
5226,8.206
5227,7.571
5228,7.929
5229,8.077
5230,8.402
5231,7.993
5232,8.507
5233,9.692
5234,9.356
5235,8.674
5236,8.958
5237,9.428
5238,8.716
5239,9.351
5240,9.732
5241,10.34
5242,10.676
5243,9.934
5244,9.411
5245,9.517
5246,9.438
5247,9.383
5248,9.666
5249,9.803
5250,9.554
5251,9.902
5252,10.227
5253,10.211
5254,10.145
5255,10.213
5256,10.861
5257,9.813
5258,9.792
5259,9.705
5260,9.838
5261,9.176
5262,9.089
5263,9.222
5264,9.762
5265,10.193
5266,9.769
5267,9.845
5268,10.302
5269,10.208
5270,9.896
5271,9.875
5272,10.397
5273,9.675
5274,10.167
5275,9.74
5276,9.577
5277,9.767
5278,9.978
5279,9.848
5280,9.48
5281,9.11
5282,9.348
5283,9.408
5284,10.077
5285,9.702
5286,9.881
5287,10.527
5288,9.887
5289,8.842
5290,9.033
5291,9.568
5292,9.479
5293,10.897
5294,10.299
5295,10.209
5296,10.368
5297,10.17
5298,10.621
5299,9.733
5300,10.067
5301,9.623
5302,9.872
5303,9.391
5304,9.401
5305,9.959
5306,9.84
5307,9.736
5308,9.069
5309,8.771
5310,8.652
5311,9.238
5312,9.327
5313,9.151
5314,9.592
5315,9.515
5316,9.877
5317,9.265
5318,9.961
5319,9.649
5320,9.557
5321,9.936
5322,9.609
5323,9.197
5324,8.773
5325,10.435
5326,9.92
5327,10.387
5328,9.833
5329,9.453
5330,10.638
5331,9.875
5332,9.555
5333,10.778
5334,9.718
5335,10.093
5336,9.847
5337,9.163
5338,9.201
5339,9.052
5340,10.015
5341,9.745
5342,9.907
5343,9.155
5344,9.953
5345,9.209
5346,9.253
5347,9.119
5348,9.284
5349,8.513
5350,8.318
5351,9.336
5352,9.449
5353,9.72
5354,9.641
5355,9.479
5356,9.373
5357,8.384
5358,9.429
5359,9.449
5360,9.244
5361,10.381
5362,9.694
5363,9.313
5364,9.112
5365,9.198
5366,8.989
5367,8.993
5368,8.669
5369,8.831
5370,8.983
5371,9.092
5372,9.522
5373,8.019
5374,8.812
5375,8.496
5376,8.883
5377,8.343
5378,7.93
5379,8.734
5380,8.678
5381,7.499
5382,8.198
5383,7.529
5384,8.384
5385,8.362
5386,8.209
5387,8.146
5388,8.072
5389,8.663
5390,8.072
5391,8.54
5392,8.7
5393,8.831
5394,8.15
5395,8.399
5396,8.384
5397,8.265
5398,8.436
5399,8.068
5400,8.049
5401,7.834
5402,7.651
5403,7.692
5404,7.86
5405,7.696
5406,7.927
5407,8.373
5408,8.429
5409,8.619
5410,8.229
5411,7.868
5412,7.915
5413,8.321
5414,8.583
5415,8.003
5416,8.479
5417,8.619
5418,8.649
5419,7.759
5420,8.527
5421,8.491
5422,8.432
5423,8.411
5424,8.857
5425,7.914
5426,8.482
5427,8.054
5428,8.372
5429,8.92
5430,8.616
5431,8.189
5432,8.493
5433,8.92
5434,8.606
5435,8.384
5436,8.669
5437,8.315
5438,8.381
5439,8.03
5440,8.262
5441,7.749
5442,7.888
5443,8.536
5444,8.106
5445,8.262
5446,7.898
5447,7.974
5448,7.67
5449,7.918
5450,7.7
5451,7.95
5452,8.119
5453,7.973
5454,7.843
5455,7.497
5456,7.888
5457,7.779
5458,7.002
5459,7.29
5460,7.329
5461,7.452
5462,6.985
5463,7.369
5464,7.392
5465,7.488
5466,7.124
5467,7.25
5468,6.903
5469,7.171
5470,7.035
5471,7.085
5472,7.171
5473,7.716
5474,7.574
5475,7.445
5476,7.872
5477,8.048
5478,8.042
5479,8.041
5480,8.457
5481,8.454
5482,8.23
5483,7.995
5484,8.265
5485,7.769
5486,7.878
5487,7.839
5488,7.665
5489,7.868
5490,8.069
5491,7.831
5492,7.992
5493,8.129
5494,7.576
5495,7.638
5496,8.121
5497,7.965
5498,8.362
5499,7.858
5500,8.297
5501,8.62
5502,8.575
5503,8.994
5504,8.937
5505,8.865
5506,9.217
5507,9.169
5508,9.304
5509,8.66
5510,8.674
5511,8.697
5512,9.339
5513,9.441
5514,8.947
5515,8.917
5516,8.781
5517,8.937
5518,8.716
5519,8.731
5520,8.488
5521,8.436
5522,9.141
5523,8.766
5524,8.558
5525,9.034
5526,8.865
5527,8.724
5528,8.538
5529,8.395
5530,8.585
5531,8.243
5532,9.161
5533,9.177
5534,8.3
5535,8.96
5536,9.144
5537,9.066
5538,8.533
5539,8.755
5540,8.803
5541,8.308
5542,8.041
5543,8.546
5544,8.787
5545,8.801
5546,8.586
5547,9.426
5548,8.579
5549,8.695
5550,8.715
5551,8.874
5552,8.454
5553,8.454
5554,8.325
5555,8.325
5556,8.153
5557,8.51
5558,8.364
5559,8.612
5560,7.801
5561,8.313
5562,8.848
5563,8.319
5564,8.459
5565,8.603
5566,8.5
5567,8.273
5568,9.242
5569,9.572
5570,9.346
5571,9.469
5572,10.308
5573,9.568
5574,10.421
5575,10.282
5576,9.443
5577,9.885
5578,9.906
5579,9.307
5580,9.139
5581,9.056
5582,8.779
5583,9.555
5584,8.87
5585,9.668
5586,10.07
5587,10.201
5588,10.003
5589,9.358
5590,9.071
5591,9.537
5592,9.872
5593,9.868
5594,9.338
5595,9.775
5596,9.426
5597,9.438
5598,9.643
5599,9.446
5600,9.175
5601,9.032
5602,8.911
5603,8.916
5604,9.774
5605,9.312
5606,10.023
5607,8.973
5608,10.124
5609,9.602
5610,9.726
5611,9.098
5612,9.794
5613,9.932
5614,10.211
5615,9.955
5616,10.181
5617,9.925
5618,10.068
5619,8.925
5620,8.806
5621,9.51
5622,9.059
5623,8.944
5624,8.644
5625,8.936
5626,8.649
5627,9.161
5628,9.152
5629,9.071
5630,9.182
5631,8.655
5632,8.214
5633,8.806
5634,8.868
5635,9.031
5636,8.768
5637,8.985
5638,9.061
5639,8.191
5640,8.751
5641,8.317
5642,8.096
5643,7.856
5644,8.22
5645,7.767
5646,7.777
5647,8.553
5648,7.784
5649,7.556
5650,7.844
5651,8.478
5652,8.158
5653,7.677
5654,8.104
5655,8.516
5656,8.116
5657,8.151
5658,8.29
5659,8.206
5660,8.466
5661,7.762
5662,8.59
5663,8.062
5664,7.651
5665,7.87
5666,8.138
5667,8.289
5668,8.3
5669,8.982
5670,8.022
5671,8.709
5672,8.628
5673,7.892
5674,8.262
5675,9.753
5676,8.785
5677,8.379
5678,8.487
5679,8.183
5680,7.744
5681,7.491
5682,7.707
5683,7.722
5684,8.33
5685,7.878
5686,7.618
5687,7.717
5688,8.176
5689,8.116
5690,7.566
5691,8.297
5692,8.248
5693,7.908
5694,8.059
5695,8.26
5696,8.625
5697,9.112
5698,9.071
5699,9.252
5700,8.805
5701,8.398
5702,8.19
5703,8.625
5704,8.952
5705,8.952
5706,8.854
5707,9.045
5708,8.799
5709,9.11
5710,8.878
5711,9.013
5712,8.745
5713,9.315
5714,9.019
5715,8.9
5716,8.678
5717,8.831
5718,9.444
5719,9.079
5720,10.114
5721,8.825
5722,9.402
5723,9.136
5724,9.434
5725,9.251
5726,8.926
5727,9.345
5728,9.506
5729,9.156
5730,8.622
5731,9.069
5732,9.513
5733,9.517
5734,9.339
5735,8.669
5736,9.748
5737,9.79
5738,9.414
5739,9.492
5740,9.466
5741,9.137
5742,9.336
5743,9.291
5744,9.684
5745,9.201
5746,8.915
5747,8.901
5748,9.615
5749,9.296
5750,9.282
5751,9.61
5752,9.345
5753,9.052
5754,9.666
5755,8.848
5756,8.599
5757,9.432
5758,9.016
5759,9.727
5760,10.031
5761,8.817
5762,8.956
5763,9.055
5764,9.376
5765,9.614
5766,9.859
5767,9.217
5768,9.614
5769,9.902
5770,10.021
5771,10.47
5772,9.839
5773,9.259
5774,8.989
5775,8.748
5776,8.606
5777,8.609
5778,8.827
5779,8.133
5780,8.85
5781,9.386
5782,9.356
5783,9.25
5784,9.591
5785,9.019
5786,9.042
5787,9.985
5788,9.026
5789,8.718
5790,8.831
5791,8.655
5792,8.216
5793,8.335
5794,9.036
5795,8.262
5796,7.389
5797,7.776
5798,8.255
5799,8.077
5800,8.12
5801,8.46
5802,8.477
5803,8.096
5804,8.366
5805,8.667
5806,9.11
5807,8.522
5808,9.005
5809,9.805
5810,9.247
5811,9.307
5812,9.738
5813,9.682
5814,9.288
5815,9.136
5816,9.787
5817,9.095
5818,8.499
5819,9.232
5820,9.083
5821,8.526
5822,8.401
5823,9.019
5824,8.973
5825,8.675
5826,8.917
5827,8.54
5828,8.477
5829,9.201
5830,8.447
5831,8.91
5832,9.201
5833,9.525
5834,9.343
5835,8.511
5836,9.63
5837,10.352
5838,10.097
5839,9.723
5840,8.694
5841,8.767
5842,8.903
5843,8.784
5844,8.427
5845,8.448
5846,8.648
5847,9.234
5848,8.435
5849,9.013
5850,9.515
5851,8.933
5852,9.001
5853,9.26
5854,8.792
5855,9.441
5856,9.894
5857,8.734
5858,8.726
5859,9.679
5860,9.017
5861,8.418
5862,8.101
5863,8.909
5864,8.492
5865,9.154
5866,9.18
5867,9.113
5868,8.559
5869,8.447
5870,8.142
5871,8.187
5872,7.908
5873,7.841
5874,8.12
5875,8.477
5876,8.042
5877,8.008
5878,8.395
5879,8.124
5880,7.607
5881,8.228
5882,8.28
5883,7.521
5884,7.439
5885,7.514
5886,7.982
5887,7.718
5888,7.908
5889,7.979
5890,7.994
5891,7.977
5892,8.153
5893,8.001
5894,8.036
5895,7.97
5896,8.072
5897,8.351
5898,8.667
5899,8.554
5900,8.756
5901,8.631
5902,8.167
5903,8.298
5904,8.181
5905,8.235
5906,7.935
5907,8.482
5908,8.284
5909,8.13
5910,8.311
5911,8.065
5912,7.997
5913,8.065
5914,8.303
5915,8.005
5916,7.93
5917,7.475
5918,7.616
5919,7.613
5920,7.77
5921,8.176
5922,8.711
5923,8.39
5924,8.119
5925,8.089
5926,7.938
5927,7.886
5928,7.824
5929,7.992
5930,7.992
5931,7.759
5932,7.892
5933,7.608
5934,7.889
5935,8.587
5936,7.637
5937,7.56
5938,7.429
5939,7.212
5940,7.468
5941,7.244
5942,7.846
5943,8.064
5944,8.022
5945,8.087
5946,8.191
5947,8.228
5948,8.354
5949,8.416
5950,8.171
5951,8.032
5952,7.924
5953,7.99
5954,7.892
5955,7.623
5956,7.702
5957,7.68
5958,7.464
5959,7.325
5960,7.635
5961,7.826
5962,7.784
5963,7.36
5964,7.568
5965,8.074
5966,8.038
5967,7.919
5968,7.451
5969,7.243
5970,7.67
5971,7.613
5972,7.167
5973,6.998
5974,7.243
5975,8.111
5976,8.034
5977,7.752
5978,8.161
5979,7.963
5980,7.623
5981,8.188
5982,7.918
5983,7.672
5984,7.863
5985,7.754
5986,7.923
5987,7.958
5988,7.945
5989,8.105
5990,8.174
5991,8.219
5992,7.878
5993,7.924
5994,8.194
5995,8.37
5996,8.094
5997,8.13
5998,8.214
5999,8.297
6000,8.39
6001,8.299
6002,8.878
6003,8.378
6004,8.17
6005,8.291
6006,8.303
6007,8.094
6008,8.591
6009,8.401
6010,8.237
6011,7.986
6012,8.04
6013,8.077
6014,8.105
6015,8.318
6016,8.569
6017,8.505
6018,8.191
6019,8.072
6020,8.171
6021,8.473
6022,8.002
6023,8.295
6024,7.7
6025,8.257
6026,8.683
6027,9.191
6028,8.654
6029,8.321
6030,8.874
6031,8.907
6032,8.055
6033,8.654
6034,9.2
6035,9.388
6036,8.996
6037,9.009
6038,9.171
6039,8.574
6040,8.242
6041,8.239
6042,8.308
6043,7.933
6044,7.927
6045,8.251
6046,8.125
6047,7.749
6048,8.038
6049,8.301
6050,8.784
6051,8.769
6052,9.327
6053,9.13
6054,8.904
6055,9.098
6056,9.095
6057,9.669
6058,9.097
6059,9.416
6060,10.164
6061,9.349
6062,8.823
6063,9.378
6064,9.154
6065,8.372
6066,8.633
6067,8.916
6068,8.557
6069,8.556
6070,9.102
6071,8.881
6072,9.233
6073,8.916
6074,7.973
6075,8.89
6076,9.446
6077,8.97
6078,8.784
6079,8.282
6080,8.539
6081,8.583
6082,8.438
6083,8.148
6084,8.194
6085,8.446
6086,8.499
6087,8.247
