year (AD),age (yr BP),lakeLevel (cm),lakeLevelHi (cm),lakeLevelLo (cm)
-1350,3300,379.718721311846,277.648182665424,481.789259958268
-1400,3350,379.951712924148,278.114165890028,481.789259958268
-1450,3400,380.18470453645,278.580149114632,481.789259958268
-1500,3450,380.417696148752,279.046132339236,481.789259958268
-1550,3500,366.269372228986,267.567081263857,464.971663194116
-1600,3550,337.747532277974,244.080931019369,431.414133536579
-1650,3600,309.233491827783,220.532715905756,397.93426774981
-1700,3650,309.478182691316,220.90560182667,398.050763555961
-1750,3700,324.100289336505,233.254554482131,414.94602419088
-1800,3750,338.718496231285,245.634539572154,431.802452890416
-1850,3800,353.321104124423,258.13865440043,448.503553848417
-1900,3850,367.919812267152,270.673801663269,465.165822871034
-1950,3900,382.514620659469,283.239981360671,481.789259958268
-2000,3950,382.747612271771,283.705964585275,481.789259958268
-2050,4000,382.980603884073,284.171947809879,481.789259958268
-2100,4050,383.213595496375,284.637931034483,481.789259958268
-2150,4100,383.446587108677,285.103914259087,481.789259958268
-2200,4150,383.679578720979,285.569897483691,481.789259958268
-2250,4200,383.912570333281,286.035880708294,481.789259958268
-2300,4250,384.145561945583,286.501863932898,481.789259958268
-2350,4300,384.378553557885,286.967847157502,481.789259958268
-2400,4350,384.611545170187,287.433830382106,481.789259958268
-2450,4400,384.844536782489,287.89981360671,481.789259958268
-2500,4450,370.770308120591,275.831146274776,465.709469966405
-2550,4500,356.69997920911,263.731446508293,449.668511909926
-2600,4550,328.334129274682,239.003998881627,417.664259667736
-2650,4600,314.283299115289,226.749136942402,401.817461288176
-2700,4650,300.299041697077,214.525915559392,386.072167834762
-2750,4700,300.767326209228,215.017598574049,386.517053844408
-2800,4750,283.530054917878,202.757099931764,364.303009903993
-2850,4800,284.234109256963,203.484552773354,364.983665740573
-2900,4850,267.093135757551,191.099316271247,343.086955243855
-2950,4900,257.10772227037,178.29150721321,335.923937327531
-3000,4950,229.275331069406,152.371008811436,306.179653327377
-3050,5000,219.295767208233,139.351913477684,299.239620938782
-3100,5050,230.718537501715,152.980769387334,308.456305616097
-3150,5100,231.445990343306,153.074363397356,309.817617289256
-3200,5150,260.678690721146,180.661053757987,340.696327684305
-3250,5200,261.397369122238,181.071577182764,341.723161061712
-3300,5250,262.124821963828,181.165171192786,343.08447273487
-3350,5300,234.347027268711,153.765668852199,314.928385685222
-3400,5350,267.09901139728,182.514433738909,351.683589055652
-3450,5400,278.50130800107,196.882791617966,360.119824384175
-3500,5450,279.228760842661,196.976385627988,361.481136057334
-3550,5500,237.245139384581,154.562617446941,319.927661322222
-3600,5550,227.297748463972,140.381447587929,314.214049340016
-3650,5600,228.025201305541,140.475041597909,315.575361013174
-3700,5650,228.752654143841,140.56863560783,316.936672679853
-3750,5700,240.137401870687,155.570852318334,324.703951423039
-3800,5750,251.519224784717,170.678712166677,332.359737402758
-3850,5800,262.89812288594,185.892215152872,339.904030619008
-3900,5850,263.61680128902,186.302738578547,340.930863999493
-3950,5900,282.078139082273,202.044457258545,362.111820906002
-4000,5950,300.534602187514,217.891819076396,383.177385298632
-4050,6000,318.986190604742,233.844824034369,404.127557175115
-4100,6050,291.325388421966,203.27602753557,379.374749308363
-4150,6100,263.672385740239,172.495944761068,354.84882671941
-4200,6150,236.027182559135,141.50457570638,330.54978941189
-4250,6200,236.754635400698,141.598169716347,331.911101085049
-4300,6250,237.482088242062,141.691763726369,333.272412757756
-4350,6300,238.209541081361,141.785357736392,334.633724426331
-4400,6350,225.970035232001,124.08602611538,327.854044348623
-4450,6400,226.365019683705,122.766521633104,329.963517734306
-4500,6450,214.064892764643,105.051591010421,323.078194518865
-4550,6500,216.403749814632,103.904375301915,328.903124327349
-4600,6550,191.287269384057,69.7628205354853,312.811718232629
-4650,6600,178.805279254502,52.0010929077918,305.609465601213
-4700,6650,164.590642775948,35.4489769952859,293.732308556611
-4750,6700,149.829414287023,17.6482518634164,282.010576710631
-4800,6750,135.024669868736,-0.160272769288326,270.20961250676
-4850,6800,139.385744402777,-0.743825153743103,279.515313959297
-4900,6850,139.800786251798,-0.720426651237517,280.321999154834
-4950,6900,140.215828100819,-0.697028148731931,281.12868435037
-5000,6950,121.421535071809,-17.9064013953115,260.749471538929
-5050,7000,115.215822807315,-17.883002892806,248.314648507435
-5100,7050,135.089683316031,-0.0986169497543301,270.277983581817
-5150,7100,135.504725165052,-0.0752184472487443,271.084668777353
-5200,7150,135.800918483154,-0.0518199447431584,271.653656911051
-5250,7200,116.809566292701,-17.7512818862588,251.370414471662
-5300,7250,97.0345189837813,-35.661200029821,229.730237997384
-5350,7300,93.0827202335298,-53.5789176742184,239.744358141278
-5400,7350,73.2836022180187,-71.5425618159758,218.109766252013
-5450,7400,64.6221319527328,-71.5425618159758,200.786825721441
-5500,7450,46.8664057178,-71.5425618159758,165.275373251576
-5550,7500,38.1553614280583,-71.5425618159758,147.853284672092
-5600,7550,47.7319771302542,-71.5425618159758,167.006516076484
-5650,7600,57.3333798443864,-71.5425618159758,186.209321504749
-5700,7650,66.9595695705038,-71.5425618159758,205.461700956983
-5750,7700,67.4171422873068,-71.5425618159758,206.376846390589
-5800,7750,58.5821629310813,-71.5425618159758,188.706887678138
-5850,7800,59.0397356503991,-71.5425618159758,189.622033116774
-5900,7850,50.1551822682993,-71.5425618159758,171.852926352574
-5950,7900,50.5383939459752,-71.5425618159758,172.619349707926
-6000,7950,41.6042665361226,-71.5425618159758,154.751094888221
-6050,8000,41.9874782150368,-71.5425618159758,155.517518246049
-6100,8050,42.3706898952675,-71.5425618159758,156.283941606511
-6150,8100,42.7539015746889,-71.5425618159758,157.050364965354
-6200,8150,52.627961431996,-71.5425618159758,176.798484679968
-6250,8200,62.5268083030884,-71.5425618159758,196.596178422153
-6300,8250,81.9908643937084,-71.5425618159758,235.524290603393
-6350,8300,82.4484371130263,-71.5425618159758,236.439436042028
-6400,8350,82.9060098312747,-71.5425618159758,237.354581478525
-6450,8400,83.4379435885105,-71.5425618159758,238.418448992997
-6500,8450,83.8955163059123,-71.5425618159758,239.3335944278
-6550,8500,84.3530890236946,-71.5425618159758,240.248739863365
-6600,8550,65.5067342122308,-71.5425618159758,202.556030240437
-6650,8600,56.2503756340172,-71.5425618159758,184.04331308401
-6700,8650,56.7079483534303,-71.5425618159758,184.958458522836
-6750,8700,57.0911600323483,-71.5425618159758,185.724881880672
-6800,8750,57.4743717100242,-71.5425618159758,186.491305236024
-6850,8800,48.1188650769772,-71.5425618159758,167.78029196993
-6900,8850,73.2945304890542,-51.4712534406137,198.060314418722
-6950,8900,73.6777421692848,-51.4712534406137,198.826737779183
-7000,8950,83.9483942378478,-51.4712534406137,219.368041916309
-7050,9000,79.3636069892739,-71.5425618159758,230.269775794524
-7100,9050,89.68383308302,-71.5425618159758,250.910227982016
-7150,9100,80.1796043723637,-71.5425618159758,231.901770560703
-7200,9150,70.7249496882623,-71.5425618159758,212.9924611925
-7250,9200,71.1825224072389,-71.5425618159758,213.907606630454
-7300,9250,81.6018965534681,-71.5425618159758,234.746354922912
-7350,9300,82.0594692699325,-71.5425618159758,235.661500355841
-7400,9350,92.6027784825586,-71.5425618159758,256.748118781093
-7450,9400,103.170874709304,-71.5425618159758,277.884311234584
-7500,9450,113.763757949181,-71.5425618159758,299.070077714338
-7550,9500,146.900133098328,-30.3207664013948,324.121032598051
-7600,9550,147.432066855456,-30.3207664013948,325.184900112307
-7650,9600,180.646376690118,11.1279142913083,350.164839088928
-7700,9650,148.573869056504,-30.0938811232726,327.24161923628
-7750,9700,181.866113578144,11.5816848482716,352.150542308016
-7800,9750,182.514949363774,11.9220127657862,353.107885961762
-7850,9800,215.885128570378,53.8244640164628,377.945793124293
-7900,9850,183.65675156427,12.1488980449186,355.164605083622
-7950,9900,151.389407216067,-29.6401105652992,332.418924997432
-8000,9950,119.083095512492,-71.5425618159758,309.70875284096
-8050,10000,109.207061598638,-71.5425618159758,289.956685013252
-8100,10050,123.149261573292,-49.9384067261244,296.236929872709
-8150,10100,150.577989891914,-6.60235932946813,307.758339113297
-8200,10150,208.115436489298,57.8260827032941,358.404790275302
-8250,10200,241.911747609939,100.827680902852,382.995814317026
-8300,10250,264.134185225831,123.070522126253,405.197848325408
-8350,10300,266.788855680245,124.412574566839,409.165136793651
-8400,10350,234.285198422452,81.7941880436888,386.776208801215
-8450,10400,199.907017399701,38.2665348056771,361.547499993724
-8500,10450,157.4606958994,-5.38885567168404,320.310247470484
-8550,10500,150.115144498318,-5.19724983213746,305.427538828774
-8600,10550,164.553048267224,17.237197233962,311.868899300487
-8650,10600,157.114545552757,17.428803072166,296.800288033348
-8700,10650,157.705101710202,17.6204089141928,297.789794506211
-8750,10700,136.493612443375,-4.43082647003502,277.418051356785
-8800,10750,139.253956059619,-26.7375363042255,305.245448423464
-8850,10800,123.161140136724,-49.1081147520581,295.430395025507
-8900,10850,107.023996392862,-71.5425618159758,285.590554601699
-8950,10900,107.555930160738,-71.5425618159758,286.654422137452
-9000,10950,108.013502889898,-71.5425618159758,287.569567595772
-9050,11000,119.37478352708,-71.5425618159758,310.292128870135
-9100,11050,108.978222342262,-71.5425618159758,289.499006500499
-9150,11100,134.60009548404,-48.597165845923,317.797356814003
-9200,11150,149.381178790296,-25.5879012665171,324.350258847109
-9250,11200,175.1288880776,-2.51476806884426,352.772544224044
-9300,11250,209.743513400905,42.8691255591382,376.617901242673
-9350,11300,264.15120228668,110.380381352447,417.922023220913
-9400,11350,341.428130001956,223.131811550975,459.724448452937
-9450,11400,407.605998141767,335.960316930711,479.251679352822
-9500,11450,453.804548963876,426.655968651938,480.953129275814
-9550,11500,476.947607212059,472.105954465849,481.789259958268
-9600,11550,477.035172886314,472.281085814361,481.789259958268
-9650,11600,477.12273856057,472.456217162872,481.789259958268
-9700,11650,477.210304234826,472.631348511383,481.789259958268
-9750,11700,477.297869909081,472.806479859895,481.789259958268
-9800,11750,477.385435583337,472.981611208406,481.789259958268
-9850,11800,477.473001257593,473.156742556918,481.789259958268
-9900,11850,477.560566931848,473.331873905429,481.789259958268
-9950,11900,477.648132606104,473.50700525394,481.789259958268
-10000,11950,477.73569828036,473.682136602452,481.789259958268
-10050,12000,477.823263954615,473.857267950963,481.789259958268
-10100,12050,477.910829628871,474.032399299475,481.789259958268
-10150,12100,477.998395303127,474.207530647986,481.789259958268
-10200,12150,478.085960977383,474.382661996498,481.789259958268
-10250,12200,478.173526651638,474.557793345009,481.789259958268
-10300,12250,478.261092325894,474.73292469352,481.789259958268
-10350,12300,478.34865800015,474.908056042032,481.789259958268
-10400,12350,478.436223674405,475.083187390543,481.789259958268
-10450,12400,455.468296774734,429.676984413759,481.259609135709
-10500,12450,389.75355004196,316.46249608739,463.04460399653
-10550,12500,309.767411469905,179.966193133711,439.568629806099
-10600,12550,287.317449961692,134.990389874129,439.644510049255
-10650,12600,273.50780386523,111.993837634662,435.021770095797
-10700,12650,217.323201297869,66.2231804033308,368.423222192408
