year (AD),age (yr BP),d18O_VPBD (permil)
478.909344,1471.090656,-13.4635990872708
452.5071605,1497.4928395,-14.3507387784871
426.25,1523.75,-13.2396932997695
400.1371095,1549.8628905,-13.1401586235347
374.167736,1575.832264,-13.9235503646552
348.3411265,1601.6588735,-13.7923740196341
322.656528,1627.343472,-13.4569885359036
297.1131875,1652.8868125,-13.4569392419548
271.710352,1678.289648,-13.7197115177988
246.4472685,1703.5527315,-14.0300281719753
221.323184,1728.676816,-13.031914115646
196.3373455,1753.6626545,-13.4998413429068
171.489,1778.511,-13.128878268972
146.7773945,1803.2226055,-13.6548853336321
122.201776,1827.798224,-13.7005977908868
97.7613914999999,1852.2386085,-13.5600339941916
73.4554880000001,1876.544512,-13.3434834176146
49.2833125,1900.7166875,-13.0066349627574
25.2441120000001,1924.755888,-13.0174486647391
1.33713349999994,1948.6628665,-13.4237699847012
-22.4383760000001,1972.438376,-13.5630514305275
-46.0831694999999,1996.0831695,-12.6500519624421
-69.598,2019.598,-13.667990138922
-92.9836204999999,2042.9836205,-12.6900177037597
-116.240784,2066.240784,-13.772728466599
-139.3702435,2089.3702435,-13.6610711676416
-162.372752,2112.372752,-13.3099893140072
-185.2490625,2135.2490625,-13.4137372945101
-207.999928,2157.999928,-13.5207054163115
-253.128336,2203.128336,-13.9032921867069
-275.5073845,2225.5073845,-13.1201134588326
-297.764,2247.764,-13.6362361361998
-319.8989355,2269.8989355,-12.8042564568505
-341.912944,2291.912944,-13.6221113509852
-363.8067785,2313.8067785,-14.5323328715105
-385.581192,2335.581192,-14.0391565617443
-407.2369375,2357.2369375,-13.5832884518935
-428.774768,2378.774768,-12.7014679772966
-450.1954365,2400.1954365,-13.2532187885063
-471.499696,2421.499696,-13.942545921597
-492.6882995,2442.6882995,-13.3409934182972
-513.762,2463.762,-13.4245683377688
-534.7215505,2484.7215505,-13.6601075411863
-555.567704,2505.567704,-13.5745793916145
-576.3012135,2526.3012135,-14.2200225408336
-596.922832,2546.922832,-13.9742153577048
-617.4333125,2567.4333125,-13.8831738224517
-637.833408,2587.833408,-13.3460129139417
-658.1238715,2608.1238715,-14.0555047755628
-678.305456,2628.305456,-14.008950698044
-698.3789145,2648.3789145,-13.7181196228238
-718.345,2668.345,-13.4953747411017
-738.2044655,2688.2044655,-13.7650216423429
-757.958064,2707.958064,-13.7071412055174
-777.6065485,2727.6065485,-13.9671220968186
-797.150672,2747.150672,-14.0348478553187
-816.5911875,2766.5911875,-13.8969948268747
-835.928848,2785.928848,-13.6690061353679
-855.1644065,2805.1644065,-13.9574504131266
-874.298616,2824.298616,-14.2087507762671
-893.3322295,2843.3322295,-13.436545460527
-912.266,2862.266,-13.5654958619229
-931.1006805,2881.1006805,-13.4552288402921
-949.837024,2899.837024,-13.3730906855805
-968.4757835,2918.4757835,-13.4416765156597
-987.017712,2937.017712,-13.3018900976573
-1005.4635625,2955.4635625,-13.9285137927976
-1023.814088,2973.814088,-13.4771109819617
-1042.0700415,2992.0700415,-13.734886447331
-1060.232176,3010.232176,-13.7414650680093
-1078.3012445,3028.3012445,-13.6454982062354
-1096.278,3046.278,-13.7262916429029
-1114.1631955,3064.1631955,-13.3731884551056
-1131.957584,3081.957584,-14.0306805969807
-1149.6619185,3099.6619185,-13.8560732591846
-1167.276952,3117.276952,-14.0598680978385
-1184.8034375,3134.8034375,-14.2964850440467
-1202.242128,3152.242128,-14.0566371889889
-1219.5937765,3169.5937765,-13.7526917473663
-1236.859136,3186.859136,-13.167764871168
-1254.0389595,3204.0389595,-13.5349004212505
-1271.134,3221.134,-13.760458984892
-1305.072744,3255.072744,-13.4251862864354
-1371.965968,3321.965968,-13.5699944335857
-1437.587,3387.587,-12.4932418277552
-1501.984032,3451.984032,-12.9483402232826
-1565.205256,3515.205256,-12.9927521384701
-1627.298864,3577.298864,-13.7210540275553
-1688.313048,3638.313048,-12.9141163247212
-1748.296,3698.296,-13.1172229223962
-1807.295912,3757.295912,-13.2324963009824
-1865.360976,3815.360976,-13.2912785918684
-1922.539384,3872.539384,-13.5959583242396
-1978.879328,3928.879328,-13.3284470591269
-2034.429,3984.429,-13.385210008689
-2089.236592,4039.236592,-12.9736284463067
-2143.350296,4093.350296,-13.0734112582719
-2196.818304,4146.818304,-13.2459828266535
-2249.688808,4199.688808,-13.6939194915169
-2302.01,4252.01,-12.7239424724808
-2353.830072,4303.830072,-13.6276517785943
-2405.197216,4355.197216,-13.692564557863
-2456.159624,4406.159624,-12.6799074660125
-2557.063,4507.063,-13.1818355340771
-2607.100352,4557.100352,-13.2261670499395
-2656.925736,4606.925736,-13.3163098507466
-2706.587344,4656.587344,-12.4196021471226
-2756.133368,4706.133368,-11.7428741103837
-2805.612,4755.612,-12.2946608518059
-2855.071432,4805.071432,-13.3882236924317
-2904.559856,4854.559856,-13.3493108740386
-2954.125464,4904.125464,-13.0741191849664
-3003.816448,4953.816448,-12.4727182459231
-3053.681,5003.681,-13.3162283706129
-3103.767312,5053.767312,-12.9557876078806
-3154.123576,5104.123576,-13.1213796666201
-3204.797984,5154.797984,-13.2991709150132
-3255.838728,5205.838728,-13.0308285837032
-3307.294,5257.294,-12.6357535765791
-3359.211992,5309.211992,-12.9237216320637
-3411.640896,5361.640896,-12.5184076983517
-3464.628904,5414.628904,-12.3930757104945
-3518.224208,5468.224208,-12.7358572704764
-3545.264656,5495.264656,-12.7630506617767
-3572.475,5522.475,-12.6420161009748
-3599.861264,5549.861264,-12.8351887463989
-3655.185648,5605.185648,-12.8065662481071
-3711.286,5661.286,-12.6713487307428
-3768.210512,5718.210512,-12.7834891073354
-3826.007376,5776.007376,-13.0065541245638
-3884.724784,5834.724784,-12.746100824683401
-3944.410928,5894.410928,-11.7392462684401
-4005.114,5955.114,-12.6769700101794
-4066.882192,6016.882192,-12.5844374941363
-4129.763696,6079.763696,-12.1421041927479
-4193.806704,6143.806704,-12.5696939502673
-4259.059408,6209.059408,-12.2819968736252
-4325.57,6275.57,-12.9108588901527
-4393.386672,6343.386672,-12.6789280594546
-4462.557616,6412.557616,-12.6419706508867
-4533.131024,6483.131024,-12.444739719489
-4605.155088,6555.155088,-12.8542181285236
-4678.678,6628.678,-12.6737175238551
-4753.747952,6703.747952,-12.3945209192976
-4830.413136,6780.413136,-12.7974068099412
-4888.9878855,6838.9878855,-12.2532777123177
-4928.5613285,6878.5613285,-12.081191865841
-4968.5606875,6918.5606875,-13.0298139638912
-5008.9919865,6958.9919865,-13.8126599911756
-5049.8612495,6999.8612495,-12.9043067983199
-5070.462,7020.462,-12.6455586389364
-5239.354256,7189.354256,-11.9289220665381
-5695.404976,7645.404976,-12.8964413586802
-6204.589296,8154.589296,-11.5049804220481
