year (AD),age (yr BP),lakeLevel (cm),lakeLevelHi (cm),lakeLevelLo (cm)
-4650,6600,237.7274611,196.5,278.9549222
-4700,6650,238.5046681,196.5,280.5093361
-4750,6700,239.2818654,196.5,282.0637307
-4800,6750,240.0591288,196.5,283.6182575
-4850,6800,240.8362696,196.5,285.1725392
-4900,6850,241.6135895,196.5,286.7271789
-4950,6900,242.3906739,196.5,288.2813478
-5000,6950,243.1680502,196.5,289.8361003
-5050,7000,243.9450781,196.5,291.3901563
-5100,7050,244.7225109,196.5,292.9450217
-5150,7100,245.4994824,196.5,294.4989648
-5200,7150,246.2769151,196.5,296.0538302
-5250,7200,247.0538302,196.5,297.6076605
-5300,7250,247.8312629,196.5,299.1625259
-5350,7300,248.6081781,196.5,300.7163561
-5400,7350,249.3856108,196.5,302.2712215
-5450,7400,250.1625259,196.5,303.8250518
-5500,7450,250.9399586,196.5,305.3799172
-5550,7500,251.7067964,196.5,306.9135928
-5600,7550,252.3252044,196.5,308.1504088
-5650,7600,252.7877303,196.5,309.0754605
-5700,7650,253.105054,196.5,309.7101079
-5750,7700,253.4154344,196.5,310.3308689
-5800,7750,253.7257715,196.5,310.951543
-5850,7800,254.0359801,196.5,311.5719603
-5900,7850,254.3462186,196.5,312.1924372
-5950,7900,254.6565854,196.5,312.8131709
-6000,7950,254.9669659,196.5,313.4339318
-6050,8000,255.2773179,196.5,314.0546358
-6100,8050,255.5876699,196.5,314.6753397
-6150,8100,255.8980503,196.5,315.2961007
-6200,8150,256.2083946,196.5,315.9167892
-6250,8200,256.5186104,196.5,316.5372208
-6300,8250,256.8288417,196.5,317.1576833
-6350,8300,257.1392013,196.5,317.7784027
-6400,8350,257.4495818,196.5,318.3991636
-6450,8400,257.7599338,196.5,319.0198676
-6500,8450,258.0702857,196.5,319.6405715
-6550,8500,258.3806662,196.5,320.2613324
-6600,8550,258.6910182,196.5,320.8820364
-6650,8600,259.0013702,196.5,321.5027403
-6700,8650,259.3117506,196.5,322.1235013
-6750,8700,259.6221306,196.5,322.7442612
-6800,8750,259.9323821,196.5,323.3647643
-6850,8800,260.2425777,196.5,323.9851553
-6900,8850,260.5529016,196.5,324.6058033
-6950,8900,260.8632821,196.5,325.2265642
-7000,8950,261.1736408,196.5,325.8472815
-7050,9000,261.4839927,196.5,326.4679855
-7100,9050,261.7943732,196.5,327.0887464
-7150,9100,262.1047537,196.5,327.7095074
-7200,9150,262.4150124,196.5,328.3300248
-7250,9200,262.7252007,196.5,328.9504015
-7300,9250,263.0355175,196.5,329.571035
-7350,9300,263.3487626,196.5,330.1975253
-7400,9350,263.6676769,196.5,330.8353539
-7450,9400,264.2183396,196.5,331.9366793
-7500,9450,265.0028216,196.5,333.5056432
-7550,9500,266.0190448,196.5,335.5380897
-7600,9550,267.0402197,196.5,337.5804394
-7650,9600,268.0619884,196.5,339.6239768
-7700,9650,269.083219,196.5,341.6664381
-7750,9700,270.1049041,196.5,343.7098082
-7800,9750,271.1266728,196.5,345.7533456
-7850,9800,272.1485307,196.5,347.7970614
-7900,9850,273.1702994,196.5,349.8405989
-7950,9900,274.1916778,196.5,351.8833556
-8000,9950,275.2132151,196.5,353.9264302
-8050,10000,276.2349838,196.5,355.9699677
-8100,10050,277.2564626,196.5,358.0129252
-8150,10100,278.2782313,196.5,360.0564626
-8200,10150,279.2997574,196.5,362.0995149
-8250,10200,280.3215262,196.5,364.1430523
-8300,10250,281.3431109,196.5,366.1862217
-8350,10300,282.3644418,196.5,368.2288837
-8400,10350,283.3862105,196.5,370.2724211
-8450,10400,284.4080685,196.5,372.3161369
-8500,10450,285.4298372,196.5,374.3596744
-8550,10500,286.4511665,196.5,376.402333
-8600,10550,287.4724318,196.5,378.4448635
-8650,10600,288.4941237,196.5,380.4882473
-8700,10650,289.5160961,196.5,382.5321921
-8750,10700,290.5377827,196.5,384.5755655
-8800,10750,291.5596283,196.5,386.6192565
-8850,10800,292.5810918,196.5,388.6621836
-8900,10850,293.6028605,196.5,390.705721
-8950,10900,294.6241469,196.5,392.7482937
-9000,10950,295.6457762,196.5,394.7915524
-9050,11000,296.6675449,196.5,396.8350898
-9100,11050,297.6891156,196.5,398.8782313
-9150,11100,298.7108844,196.5,400.9217687
-9200,11150,299.5754224,196.5,402.6508449
-9250,11200,300.186462,196.5,403.872924
-9300,11250,300.4898066,196.5,404.4796131
-9350,11300,300.6426868,196.5,404.7853736
-9400,11350,300.7420509,196.5,404.9841017
-9450,11400,300.8414149,196.5,405.1828299
-9500,11450,300.940779,196.5,405.381558
-9550,11500,301.0401431,196.5,405.5802862
-9600,11550,301.1395072,196.5,405.7790143
-9650,11600,301.2388712,196.5,405.9777424
-9700,11650,301.3382353,196.5,406.1764706
-9750,11700,301.4375994,196.5,406.3751987
-9800,11750,301.5369634,196.5,406.5739269
-9850,11800,301.6363275,196.5,406.772655
-9900,11850,301.7356916,196.5,406.9713831
-9950,11900,301.8350556,196.5,407.1701113
