year (AD),age (yr BP),Temp (degC),Salinity (psu),Sea_Ice_months (months/year),Sea_Ice_conc (0-10),productivity (gcm2),P1 (unitless)
1421.29,528.71,5.22259284209649,27.0444116142451,6.74493033600573,5.429270436099,109.466885249716,P
1398.47,551.53,5.9680177639726,26.9282335505612,6.30452054404501,5.06327164303183,134.00438207847,P
1375.48,574.52,4.02339345585314,28.1582990170805,8.69934114318109,7.03955358498937,102.676140659708,P
1352.33,597.67,4.23555748942518,26.7215219571175,8.63728218959671,6.96370431898738,92.3107558015363,P
1329.02,620.98,4.42207605087083,29.2750493632738,5.73757418831294,4.53888669648965,206.22967674032,P
1305.55,644.45,2.94651247544652,27.5517073782732,8.98701112189992,7.28262583081335,132.124645837746,P
1281.92,668.08,3.84789822313686,26.3030632543528,8.59407733375495,6.94827892989291,95.7143136634673,P
1258.13,691.87,3.94775899268403,29.3960268210515,7.92168996425195,6.40288262949133,125.895362948875,P
1234.18,715.82,5.71282480014246,31.0274830944815,6.32701199159795,4.99563052010486,133.65479787785,P
1210.06,739.94,5.02224078357942,28.1830948469675,6.66598508835216,5.24432921079477,193.472509017991,P
1161.34,788.66,6.15033043535646,26.1834845025736,7.48550842134476,6.02159905390098,135.830116769336,P
1111.99,838.01,5.55127400861321,28.7754259511008,6.87937375430709,5.48786551694627,143.712027952525,P
1061.99,888.01,3.73774439117538,26.2538026110957,8.60341249394957,6.96281436998586,92.4525732925986,P
1011.34,938.66,3.86376480668104,28.4100060843456,8.99949431745662,7.21677150135016,83.3865626962963,P
934.2,1015.8,5.32942832142963,30.6293261476823,7.64139096158163,6.18756386673953,146.325154333781,P
881.9,1068.1,4.58909246740401,29.0765079337471,6.61344362549307,5.29857303997581,146.435825156239,P
1276.02,673.98,4.30343826180947,29.1463647393582,8.38132295747554,6.78306018121311,84.5361805181426,P
1061.37,888.63,5.99413602672881,29.5972887490789,7.65860723510337,6.15767456144323,101.65677436215,P
846.7,1103.3,6.18286925169371,31.121042413833,4.92929557394564,3.92715266968413,166.452814716935,P
632.1,1317.9,4.84523898810814,30.4299323502405,7.25574938148717,5.83044503242653,129.428158504892,P
145.1,1804.9,4.39038432360262,29.662925993154,8.33573358717739,6.73881018674496,120.296494699845,P
-136.3,2086.3,4.30927800961679,30.2833040161189,7.5270621757952,6.06361163498869,131.814675322845,P
-468.7,2418.7,4.46380211370852,29.9047750123825,7.49772672208561,6.02218928111349,118.660462488087,P
-923,2873,5.20125967507821,30.2588892730876,7.46320153808709,6.0113051635543,115.817145173174,P
-1609.8,3559.8,3.97501435121896,29.9279292968791,7.82158787318181,6.30057913934694,134.889202296073,P
-2379.5,4329.5,5.5639568485526,28.7743835464157,6.94703442197618,5.56821126608094,159.288363881284,P
-2925.2,4875.2,4.82784984567735,24.4633212023622,8.44585661452951,6.78694621970571,161.512903209968,P
-3222.3,5172.3,4.74719902007373,29.1361807500001,6.34572718749033,5.06329581154528,160.999903026994,P
-3416.5,5366.5,4.69783199600122,26.5631282776097,8.35141597368991,6.76689823368656,102.099378696472,P
-3577.5,5527.5,5.38553654175284,30.2879109969708,7.52502990687694,6.07055405348095,121.358638324194,P
-3731.6,5681.6,6.48410337405722,31.4902970136532,4.89278513990215,3.85631842416614,166.762696476625,P
-3900.1,5850.1,3.83529258438024,30.3913203200581,7.70879416043047,6.2237346125352,103.721974074027,P
-4361.3,6311.3,6.89820241194056,26.3487302725576,4.95982337944962,3.9765082058639,186.965929947405,P
-4609.1,6559.1,4.1174169931924,28.3377381126962,7.77465319519522,6.22781872436223,173.234541902065,P
-4769,6719,5.60747430438495,26.5022900892494,6.68643436371839,5.3797259168685,129.671526483722,P
-4880,6830,5.66958572037783,26.9699764597092,7.14601620645204,5.73687979432395,146.406459372547,P
-5037.9,6987.9,6.40209502664154,26.5643434106224,6.78417803004153,5.44102460595701,155.777581059594,P
-5099.8,7049.8,4.52419439054201,28.5811097450253,8.29303054885494,6.69460063616734,109.960613757735,P
-5152,7102,3.10045065784386,26.8098443010322,8.84793851747093,7.14630506546562,155.044975355655,P
-5201.9,7151.9,5.39275528392477,30.2812006601081,6.83505322183789,5.48037008941967,142.623719108297,P
-5301.6,7251.6,5.36236898045369,28.6460566333997,6.13363566334651,4.89376393207028,190.225368311161,P
-5351.5,7301.5,5.52759164737812,28.5473058269988,6.28358233466488,5.00214233527336,169.432305012982,P
-5401.4,7351.4,6.13428911911031,27.766691739222,5.93572786737658,4.65453852856914,192.64238934903,P
-5451.3,7401.3,6.7024265518973,28.9131058447994,4.79383153584302,3.75279851695832,206.153440673168,P
-5501.1,7451.1,6.02094720912799,29.1417054364846,5.30004712817651,4.17571808040733,201.603019185506,P
-5551,7501,5.17375323908113,27.4095495724971,6.90524431530848,5.46082500280114,198.91022060872,P
-6438.9,8388.9,5.89795856148715,29.1981450610746,5.64276640026139,4.45711292965491,179.600395659331,P
-6588.6,8538.6,3.14707355590143,28.4152541333378,7.94933278245333,6.35835397302713,133.584133241478,P
-6738.2,8688.2,4.45151368606348,32.066047731506,4.61865892061081,3.80208377429963,139.182821390815,P
-6937.7,8887.7,7.08505739191754,32.7965238065461,2.11585716467456,1.71906672752212,202.400036596741,P
-7286.9,9236.9,6.79429669160338,32.6997324724139,2.33982455997312,1.90586392806634,196.112020465508,P
-7486.4,9436.4,7.22984387683799,24.7021987401974,6.28398620117309,5.01831094387585,164.208673371588,P
-7676,9626,11.8500728881556,28.667673124969,3.17501209349893,2.51728991772389,411.450706174884,P
