year (AD),age (yr BP),Temp (degC)
1111.7881,838.2119,0.72699
1108.9591,841.0409,0.94371
1106.1301,843.8699,1.121
1103.3012,846.6988,1.2587
1100.4722,849.5278,1.3613
1097.6433,852.3567,1.4364
1094.8143,855.1857,1.4939
1091.9854,858.0146,1.5439
1089.1564,860.8436,1.5951
1086.3275,863.6725,1.654
1083.4985,866.5015,1.7234
1080.6695,869.3305,1.803
1077.8406,872.1594,1.8892
1075.0116,874.9884,1.9762
1072.1827,877.8173,2.0577
1069.3537,880.6463,2.1277
1066.5248,883.4752,2.1815
1063.6958,886.3042,2.2163
1060.8668,889.1332,2.2308
1058.0379,891.9621,2.2255
1055.2089,894.7911,2.2018
1052.38,897.62,2.1619
1049.551,900.449,2.1085
1046.7221,903.2779,2.0447
1043.8931,906.1069,1.9738
1041.0641,908.9359,1.8992
1038.2352,911.7648,1.8242
1035.4062,914.5938,1.7518
1032.5773,917.4227,1.6842
1029.7483,920.2517,1.6229
1026.9194,923.0806,1.5685
1024.0904,925.9096,1.5212
1021.2615,928.7385,1.4808
1018.4325,931.5675,1.4478
1015.6035,934.3965,1.4229
1012.7746,937.2254,1.4073
1009.9456,940.0544,1.402
1007.1167,942.8833,1.4075
1004.2877,945.7123,1.4231
1001.4588,948.5412,1.4473
998.6298,951.3702,1.4772
995.8008,954.1992,1.5093
992.9719,957.0281,1.5397
990.1429,959.8571,1.5647
987.314,962.686,1.5811
984.485,965.515,1.5863
981.6561,968.3439,1.5785
978.8271,971.1729,1.5564
975.9981,974.0019,1.519
973.1692,976.8308,1.466
970.3402,979.6598,1.3974
967.5113,982.4887,1.3142
964.6823,985.3177,1.2184
961.8534,988.1466,1.1134
959.0244,990.9756,1.0038
956.1955,993.8045,0.89466
953.3665,996.6335,0.79158
950.5375,999.4625,0.6997
947.7086,1002.2914,0.62348
944.8796,1005.1204,0.5663
942.0507,1007.9493,0.53025
939.2217,1010.7783,0.516
936.3928,1013.6072,0.52274
933.5638,1016.4362,0.54845
930.7348,1019.2652,0.59024
927.9059,1022.0941,0.64493
925.0769,1024.9231,0.70944
922.248,1027.752,0.78119
919.419,1030.581,0.85803
916.5901,1033.4099,0.93807
913.7611,1036.2389,1.0193
910.9321,1039.0679,1.0996
908.1032,1041.8968,1.1762
905.2742,1044.7258,1.2464
902.4453,1047.5547,1.3076
899.6163,1050.3837,1.3577
896.7874,1053.2126,1.3952
893.9584,1056.0416,1.4189
891.1294,1058.8706,1.4285
888.3005,1061.6995,1.4235
885.4715,1064.5285,1.4039
882.6426,1067.3574,1.3697
879.8136,1070.1864,1.3215
876.9847,1073.0153,1.2603
874.1557,1075.8443,1.1884
871.3268,1078.6732,1.109
868.4978,1081.5022,1.0258
865.6688,1084.3312,0.94305
862.8399,1087.1601,0.86439
860.0109,1089.9891,0.79271
857.182,1092.818,0.7299
854.353,1095.647,0.67699
851.5241,1098.4759,0.63442
848.6951,1101.3049,0.60235
845.8661,1104.1339,0.58083
843.0372,1106.9628,0.56988
840.2082,1109.7918,0.56936
837.3793,1112.6207,0.57874
834.5503,1115.4497,0.59685
831.7214,1118.2786,0.62165
828.8924,1121.1076,0.65011
826.0634,1123.9366,0.67837
823.2345,1126.7655,0.70195
820.4055,1129.5945,0.71633
817.5766,1132.4234,0.71748
814.7476,1135.2524,0.70242
811.9187,1138.0813,0.66962
809.0897,1140.9103,0.61903
806.2608,1143.7392,0.55185
803.4318,1146.5682,0.46991
800.6028,1149.3972,0.37511
797.7739,1152.2261,0.2688
794.9449,1155.0551,0.15169
792.116,1157.884,0.023991
789.287,1160.713,-0.11398
786.4581,1163.5419,-0.26125
783.6291,1166.3709,-0.41575
780.8001,1169.1999,-0.57432
777.9712,1172.0288,-0.73298
775.1422,1174.8578,-0.88752
772.3133,1177.6867,-1.0339
769.4843,1180.5157,-1.1688
766.6554,1183.3446,-1.2892
763.8264,1186.1736,-1.393
760.9974,1189.0026,-1.4786
758.1685,1191.8315,-1.545
755.3395,1194.6605,-1.5925
752.5106,1197.4894,-1.6226
749.6816,1200.3184,-1.6381
746.8527,1203.1473,-1.6436
744.0237,1205.9763,-1.6447
741.1947,1208.8053,-1.6474
738.3658,1211.6342,-1.6579
735.5368,1214.4632,-1.6815
732.7079,1217.2921,-1.722
729.8789,1220.1211,-1.7818
727.05,1222.95,-1.8614
724.221,1225.779,-1.9596
721.3921,1228.6079,-2.0741
718.5631,1231.4369,-2.2012
715.7341,1234.2659,-2.3368
712.9052,1237.0948,-2.4762
710.0762,1239.9238,-2.6149
707.2473,1242.7527,-2.7487
704.4183,1245.5817,-2.8743
701.5894,1248.4106,-2.9894
698.7604,1251.2396,-3.0932
695.9314,1254.0686,-3.1854
693.1025,1256.8975,-3.2663
690.2735,1259.7265,-3.3358
687.4446,1262.5554,-3.3934
684.6156,1265.3844,-3.438
681.7867,1268.2133,-3.4679
678.9577,1271.0423,-3.4821
676.1287,1273.8713,-3.4802
673.2998,1276.7002,-3.4635
670.4708,1279.5292,-3.4351
667.6419,1282.3581,-3.3994
664.8129,1285.1871,-3.3611
661.984,1288.016,-3.325
659.155,1290.845,-3.2942
656.3261,1293.6739,-3.2707
653.4971,1296.5029,-3.2546
650.6681,1299.3319,-3.2451
647.8392,1302.1608,-3.2407
645.0102,1304.9898,-3.2404
642.1813,1307.8187,-3.2433
639.3523,1310.6477,-3.2489
636.5234,1313.4766,-3.257
633.6944,1316.3056,-3.267
630.8654,1319.1346,-3.2782
628.0365,1321.9635,-3.2894
625.2075,1324.7925,-3.2996
622.3786,1327.6214,-3.3078
619.5496,1330.4504,-3.3135
616.7207,1333.2793,-3.3165
613.8917,1336.1083,-3.3168
611.0627,1338.9373,-3.3141
608.2338,1341.7662,-3.3078
605.4048,1344.5952,-3.2967
602.5759,1347.4241,-3.2794
599.7469,1350.2531,-3.2541
596.918,1353.082,-3.2194
594.089,1355.911,-3.174
591.2601,1358.7399,-3.1176
588.4311,1361.5689,-3.0509
585.6021,1364.3979,-2.9751
582.7732,1367.2268,-2.892
579.9442,1370.0558,-2.8034
577.1153,1372.8847,-2.7096
574.2863,1375.7137,-2.6098
571.4574,1378.5426,-2.5017
568.6284,1381.3716,-2.3827
565.7994,1384.2006,-2.251
562.9705,1387.0295,-2.1071
560.1415,1389.8585,-1.9543
557.3126,1392.6874,-1.7988
554.4836,1395.5164,-1.6482
551.6547,1398.3453,-1.5101
548.8257,1401.1743,-1.3906
545.9967,1404.0033,-1.2932
543.1678,1406.8322,-1.2189
540.3388,1409.6612,-1.1669
537.5099,1412.4901,-1.1362
534.6809,1415.3191,-1.1259
531.852,1418.148,-1.1357
529.023,1420.977,-1.1659
526.194,1423.806,-1.2158
523.3651,1426.6349,-1.283
520.5361,1429.4639,-1.3634
517.7072,1432.2928,-1.4515
514.8782,1435.1218,-1.5412
512.0493,1437.9507,-1.6274
509.2203,1440.7797,-1.7066
506.3914,1443.6086,-1.777
503.5624,1446.4376,-1.8384
500.7334,1449.2666,-1.8908
497.9045,1452.0955,-1.9339
495.0755,1454.9245,-1.9666
492.2466,1457.7534,-1.9875
489.4176,1460.5824,-1.9956
486.5887,1463.4113,-1.9908
483.7597,1466.2403,-1.9744
480.9307,1469.0693,-1.9489
478.1018,1471.8982,-1.9176
475.2728,1474.7272,-1.8837
472.4439,1477.5561,-1.8499
469.6149,1480.3851,-1.818
466.786,1483.214,-1.7889
463.957,1486.043,-1.7627
461.128,1488.872,-1.7392
458.2991,1491.7009,-1.7175
455.4701,1494.5299,-1.6963
452.6412,1497.3588,-1.6745
449.8122,1500.1878,-1.6511
446.9833,1503.0167,-1.626
444.1543,1505.8457,-1.5998000000000001
441.3254,1508.6746,-1.5742
438.4964,1511.5036,-1.5511
435.6674,1514.3326,-1.5325
432.8385,1517.1615,-1.5199
430.0095,1519.9905,-1.514
427.1806,1522.8194,-1.515
424.3516,1525.6484,-1.5224
421.5227,1528.4773,-1.5351
418.6937,1531.3063,-1.552
415.8647,1534.1353,-1.572
413.0358,1536.9642,-1.5937
410.2068,1539.7932,-1.616
407.3779,1542.6221,-1.6376
404.5489,1545.4511,-1.6569
401.72,1548.28,-1.6719
398.891,1551.109,-1.6804
396.062,1553.938,-1.6798
393.2331,1556.7669,-1.6678
390.4041,1559.5959,-1.6422
387.5752,1562.4248,-1.6017
384.7462,1565.2538,-1.5456
381.9173,1568.0827,-1.4738
379.0883,1570.9117,-1.3865
376.2593,1573.7407,-1.2842
373.4304,1576.5696,-1.1672
370.6014,1579.3986,-1.0359
367.7725,1582.2275,-0.89136
364.9435,1585.0565,-0.73567
362.1146,1587.8854,-0.57212
359.2856,1590.7144,-0.40532
356.4567,1593.5433,-0.24083
353.6277,1596.3723,-0.084768
350.7987,1599.2013,0.056636
347.9698,1602.0302,0.1773
345.1408,1604.8592,0.27143
342.3119,1607.6881,0.33359
339.4829,1610.5171,0.359
336.654,1613.346,0.34392
333.825,1616.175,0.28623
330.996,1619.004,0.18597
328.1671,1621.8329,0.045615
325.3381,1624.6619,-0.13001
322.5092,1627.4908,-0.33414
319.6802,1630.3198,-0.55876
316.8513,1633.1487,-0.79527
314.0223,1635.9777,-1.0351
311.1933,1638.8067,-1.2703
308.3644,1641.6356,-1.4937
305.5354,1644.4646,-1.6998
302.7065,1647.2935,-1.8844
299.8775,1650.1225,-2.045
297.0486,1652.9514,-2.1811
294.2196,1655.7804,-2.2935
291.3907,1658.6093,-2.3845
288.5617,1661.4383,-2.4568
285.7327,1664.2673,-2.514
282.9038,1667.0962,-2.5595
280.0748,1669.9252,-2.5966
277.2459,1672.7541,-2.628
274.4169,1675.5831,-2.6558
271.588,1678.412,-2.6819
268.759,1681.241,-2.7072
265.93,1684.07,-2.7327
263.1011,1686.8989,-2.7589
260.2721,1689.7279,-2.7861
257.4432,1692.5568,-2.8141
254.6142,1695.3858,-2.8421
251.7853,1698.2147,-2.8694
248.9563,1701.0437,-2.895
246.1273,1703.8727,-2.9185
243.2984,1706.7016,-2.9397
240.4694,1709.5306,-2.9586
237.6405,1712.3595,-2.9755
234.8115,1715.1885,-2.9901
231.9826,1718.0174,-3.0022
229.1536,1720.8464,-3.0115
226.3247,1723.6753,-3.0174
223.4957,1726.5043,-3.0197
220.6667,1729.3333,-3.0184
217.8378,1732.1622,-3.0136
215.0088,1734.9912,-3.0051
212.1799,1737.8201,-2.9926
209.3509,1740.6491,-2.9755
206.522,1743.478,-2.9529
203.693,1746.307,-2.9237
200.864,1749.136,-2.8871000000000002
198.0351,1751.9649,-2.842
195.2061,1754.7939,-2.7875
192.3772,1757.6228,-2.7228
189.5482,1760.4518,-2.6474
186.7193,1763.2807,-2.5611
183.8903,1766.1097,-2.4646
181.0613,1768.9387,-2.3591
178.2324,1771.7676,-2.2469
175.4034,1774.5966,-2.1306
172.5745,1777.4255,-2.0136
169.7455,1780.2545,-1.899
166.9166,1783.0834,-1.7903
164.0876,1785.9124,-1.6904
161.2586,1788.7414,-1.6018
158.4297,1791.5703,-1.5264
155.6007,1794.3993,-1.4651
152.7718,1797.2282,-1.4178
149.9428,1800.0572,-1.3837
147.1139,1802.8861,-1.3615
144.2849,1805.7151,-1.3495
141.456,1808.544,-1.3465
138.627,1811.373,-1.3514
135.798,1814.202,-1.3635
132.9691,1817.0309,-1.3821
130.1401,1819.8599,-1.4064
127.3112,1822.6888,-1.4353
124.4822,1825.5178,-1.4672
121.6533,1828.3467,-1.5004
118.8243,1831.1757,-1.5336
115.9953,1834.0047,-1.5656
113.1664,1836.8336,-1.5964
110.3374,1839.6626,-1.6263
107.5085,1842.4915,-1.656
104.6795,1845.3205,-1.6859
101.8506,1848.1494,-1.7157
99.0216,1850.9784,-1.744
96.1926000000001,1853.8074,-1.769
93.3637000000001,1856.6363,-1.7886
90.5346999999999,1859.4653,-1.801
87.7058,1862.2942,-1.8054
84.8768,1865.1232,-1.8019
82.0479,1867.9521,-1.7915
79.2189000000001,1870.7811,-1.7757
76.3900000000001,1873.61,-1.7561
73.5609999999999,1876.439,-1.7341
70.732,1879.268,-1.7104
67.9031,1882.0969,-1.6857
65.0741,1884.9259,-1.6601
62.245200000000096,1887.7548,-1.6336
59.4161999999999,1890.5838,-1.6064
56.5872999999999,1893.4127,-1.5787
53.7583,1896.2417,-1.5505
50.9293,1899.0707,-1.5221
48.1004,1901.8996,-1.4935
45.2714000000001,1904.7286,-1.4648
42.4425000000001,1907.5575,-1.4365
39.6134999999999,1910.3865,-1.4086
36.7846,1913.2154,-1.3814
33.9556,1916.0444,-1.3543
31.1266000000001,1918.8734,-1.3261
28.2977000000001,1921.7023,-1.2945
25.4686999999999,1924.5313,-1.2568
22.6397999999999,1927.3602,-1.2102
19.8108,1930.1892,-1.1526
16.9819,1933.0181,-1.0834
14.1529,1935.8471,-1.0036
11.3239000000001,1938.6761,-0.91595
8.49499999999989,1941.505,-0.82405
5.66599999999994,1944.334,-0.73188
2.83709999999996,1947.1629,-0.6427
0.0081000000000131,1949.9919,-0.55824
-2.82079999999996,1952.8208,-0.47809
-5.64979999999991,1955.6498,-0.39963
-8.47869999999989,1958.4787,-0.3185
-11.3077000000001,1961.3077,-0.22962
-14.1367,1964.1367,-0.12854
-16.9656,1966.9656,-0.012856
-19.7945999999999,1969.7946,0.11691
-22.6234999999999,1972.6235,0.25702
-25.4525000000001,1975.4525,0.4011
-28.2814000000001,1978.2814,0.54121
-31.1104,1981.1104,0.6693
-33.9394,1983.9394,0.77861
-36.7683,1986.7683,0.86485
-39.5972999999999,1989.5973,0.92689
-42.4262000000001,1992.4262,0.96682
-45.2552000000001,1995.2552,0.98933
-48.0841,1998.0841,1.0005
-50.9131,2000.9131,1.0064
-53.7420999999999,2003.7421,1.0115
-56.5709999999999,2006.571,1.0177
-59.4000000000001,2009.4,1.0241
-62.2289000000001,2012.2289,1.0276
-65.0579,2015.0579,1.0234
-67.8868,2017.8868,1.0068
-70.7157999999999,2020.7158,0.97412
-73.5446999999999,2023.5447,0.92383
-76.3737000000001,2026.3737,0.85689
-79.2027,2029.2027,0.77683
-82.0316,2032.0316,0.68917
-84.8606,2034.8606,0.60046
-87.6895,2037.6895,0.51722
-90.5184999999999,2040.5185,0.44491000000000003
-93.3474000000001,2043.3474,0.38731
-96.1764000000001,2046.1764,0.3462
-99.0054,2049.0054,0.32154
-101.8343,2051.8343,0.31196
-104.6633,2054.6633,0.3153
-107.4922,2057.4922,0.32916
-110.3212,2060.3212,0.35142
-113.1501,2063.1501,0.38038
-115.9791,2065.9791,0.41494
-118.8081,2068.8081,0.45462
-121.637,2071.637,0.49947
-124.466,2074.466,0.55006
-127.2949,2077.2949,0.60736
-130.1239,2080.1239,0.67255
-132.9528,2082.9528,0.74674
-135.7818,2085.7818,0.83052
-138.6107,2088.6107,0.92354
-141.4397,2091.4397,1.0242
-144.2687,2094.2687,1.1298
-147.0976,2097.0976,1.2364
-149.9266,2099.9266,1.3403
-152.7555,2102.7555,1.4379
-155.5845,2105.5845,1.5271
-158.4134,2108.4134,1.6069
-161.2424,2111.2424,1.6779
-164.0714,2114.0714,1.7413
-166.9003,2116.9003,1.7986
-169.7293,2119.7293,1.8511
-172.5582,2122.5582,1.8995
-175.3872,2125.3872,1.944
-178.2161,2128.2161,1.9846
-181.0451,2131.0451,2.0209
-183.8741,2133.8741,2.0526
-186.703,2136.703,2.0792
-189.532,2139.532,2.1
-192.3609,2142.3609,2.1143
-195.1899,2145.1899,2.1215
-198.0188,2148.0188,2.1218
-200.8478,2150.8478,2.1157
-203.6768,2153.6768,2.1042
-206.5057,2156.5057,2.0885
-209.3347,2159.3347,2.0696
-212.1636,2162.1636,2.0477
-214.9926,2164.9926,2.0223
-217.8215,2167.8215,1.9925
-220.6505,2170.6505,1.9569
-223.4794,2173.4794,1.9147
-226.3084,2176.3084,1.8658
-229.1374,2179.1374,1.8109
-231.9663,2181.9663,1.7517
-234.7953,2184.7953,1.6901
-237.6242,2187.6242,1.6283
-240.4532,2190.4532,1.5682
-243.2821,2193.2821,1.5114
-246.1111,2196.1111,1.4586
-248.9401,2198.9401,1.4103
-251.769,2201.769,1.3666
-254.598,2204.598,1.3273
-257.4269,2207.4269,1.2921
-260.2559,2210.2559,1.2609
-263.0848,2213.0848,1.2334
-265.9138,2215.9138,1.2099
-268.7428,2218.7428,1.1904
-271.5717,2221.5717,1.1753
-274.4007,2224.4007,1.1649
-277.2296,2227.2296,1.1595
-280.0586,2230.0586,1.1593
-282.8875,2232.8875,1.1647
-285.7165,2235.7165,1.1761
-288.5454,2238.5454,1.1935
-291.3744,2241.3744,1.2172
-294.2034,2244.2034,1.2469
-297.0323,2247.0323,1.282
-299.86130000000003,2249.8613,1.3218
-302.6902,2252.6902,1.3651
-305.5192,2255.5192,1.4105
-308.3481,2258.3481,1.4562
-311.1771,2261.1771,1.5007
-314.0061,2264.0061,1.5423
-316.835,2266.835,1.5795
-319.664,2269.664,1.6112
-322.4929,2272.4929,1.6365
-325.3219,2275.3219,1.6549
-328.1508,2278.1508,1.6663
-330.9798,2280.9798,1.6713
-333.8088,2283.8088,1.6705
-336.6377,2286.6377,1.6653
-339.4667,2289.4667,1.657
-342.2956,2292.2956,1.6469
-345.1246,2295.1246,1.6362
-347.9535,2297.9535,1.6258
-350.7825,2300.7825,1.616
-353.6115,2303.6115,1.6066
