year (AD),age (yr BP),d13C (permil),d180 (permil)
1582.9864328,367.0135672,-4.91404968843412,-14.7942514747002
1576.14,373.86,-4.85264522410322,-14.8906984817503
1569.346812,380.653188,-4.52675437563743,-14.6868010919739
1562.6079872,387.3920128,-4.63748115677609,-14.9890394454132
1555.9246056,394.0753944,-5.28571032149161,-14.8024325610645
1549.2977088,400.7022912,-5.33209109761101,-15.163389830675
1542.7283,407.2717,-4.95211274837504,-14.8414338878795
1536.217344,413.782656,-4.89550964591723,-15.2308093968636
1529.7657672,420.2342328,-4.69681255581478,-14.8125675727468
1523.3744576,426.6255424,-4.63580755398663,-14.8663142664292
1517.0442648,432.9557352,-4.65541833571559,-15.0658696025108
1510.776,439.224,-4.98783366599631,-15.6218680185053
1504.570436,445.429564,-5.10133357503517,-15.2824321637568
1498.4283072,451.5716928,-5.45157247884909,-15.5017638108984
1492.3503096,457.6496904,-5.07848564664037,-15.0848693607926
1486.3371008,463.6628992,-5.23132917773717,-15.529427644692399
1480.3893,469.6107,-5.56048376409712,-15.5446465263974
1474.507488,475.492512,-5.51346183685386,-15.7628000018903
1468.6922072,481.3077928,-5.12325191636354,-15.6001512081847
1462.9439616,487.0560384,-5.08296104906436,-15.6042051777155
1457.2632168,492.7367832,-5.48331691270687,-15.4216699914562
1451.6504,498.3496,-5.24734630318624,-15.6342495480777
1446.1059,503.8941,-4.60195793901341,-15.4870149394959
1440.6300672,509.3699328,-4.2487162505036,-15.8229657631275
1435.2232136,514.7767864,-4.49555952537239,-16.0413131028886
1429.8856128,520.1143872,-4.55102527760265,-15.7472928093216
1424.6175,525.3825,-4.10511592900864,-15.7481993310604
1419.419072,530.580928,-4.37820971142444,-15.5788458935271
1414.2904872,535.7095128,-4.16279162331801,-15.760990175593
1409.2318656,540.7681344,-3.81989890878476,-15.8083549825127
1404.2432888,545.7567112,-4.19916185672864,-15.6382137575451
1399.3248,550.6752,-4.59770400975323,-15.6940004816803
1394.476404,555.523596,-4.31181417302673,-15.7596942880578
1389.6980672,560.3019328,-4.4291066235862,-15.6496613846292
1384.9897176,565.0102824,-4.97746479871664,-15.5879775900919
1380.3512448,569.6487552,-5.2470495044441,-15.1187655221952
1375.7825,574.2175,-5.53089366020687,-15.6112549363612
1371.283296,578.716704,-5.624319916117,-15.5981568717363
1362.4925696,587.5074304,-5.9784175083788,-15.3462249983977
1358.2004808,591.7995192,-5.82948723161303,-15.6235559813385
1353.9768,596.0232,-6.28009751079939,-15.6087387834219
1349.821148,600.178852,-5.91092823756056,-14.8776979906056
1345.7331072,604.2668928,-6.43214304839768,-15.3949490518508
1337.7579968,612.2420032,-6.46547215658899,-15.6877965345004
1333.8699,616.1301,-6.58521959777247,-15.7084046782736
1330.04736,619.95264,-6.68212076750252,-15.886363145986
1322.5964736,627.4035264,-5.83878101866186,-15.7679328724043
1318.9667928,631.0332072,-5.79924968362522,-16.1071754423225
1315.4,634.6,-5.24921661606537,-15.3650082679264
1308.4519872,641.5480128,-5.22713942020836,-15.5334308940124
1305.0691256,644.9308744,-5.6278984511139996,-16.2673857617616
1301.7458688,648.2541312,-5.16661486844194,-15.1536817340986
1298.4813,651.5187,-5.15250231042186,-15.5842221627583
1295.274464,654.725536,-5.10816671609493,-15.0396134256669
1292.1243672,657.8756328,-5.34277164398467,-15.0073624265215
1289.0299776,660.9700224,-5.61278109494112,-15.1930639698978
1285.9902248,664.0097752,-5.48647600859986,-15.077809965568
1283.004,666.996,-5.38367898163195,-15.2418446302526
1280.070156,669.929844,-5.63651514650931,-15.1677253818833
1277.1875072,672.8124928,-5.7189514793029,-15.1696752921379
1274.3548296,675.6451704,-5.97122447244658,-14.8191049709585
1271.5708608,678.4291392,-6.19923764669061,-15.0728193438945
1268.8343,681.1657,-6.25069274661794,-15.0652020233939
1266.143808,683.856192,-6.11485645232857,-14.8207985699404
1263.4980072,686.5019928,-6.0254563245951704,-14.6849553891643
1260.8954816,689.1045184,-5.95769924958911,-14.9988443613143
1258.3347768,691.6652232,-6.19456422078568,-15.2098467620368
1255.8144,694.1856,-6.24403549324171,-15.1223724054085
1253.33282,696.66718,-6.55033181031239,-15.3421696418694
1250.8884672,699.1115328,-6.42750726233055,-15.1021415812763
1248.4797336,701.5202664,-6.51154875443039,-14.8543122316731
1246.1049728,703.8950272,-6.3670633501719,-15.0466630314567
1243.7625,706.2375,-6.38193052480296,-14.8754264191401
1241.450592,708.549408,-6.64115252037345,-14.8167493564597
1239.1674872,710.8325128,-6.83926794849821,-15.3133509817064
1236.9113856,713.0886144,-6.88048936489527,-14.800376361198
1234.6804488,715.3195512,-6.71418828099346,-14.936739766659
1232.4728,717.5272,-6.44636381396979,-15.1378470429146
1230.286524,719.713476,-6.32265175450697,-15.2026360806138
1228.1196672,721.8803328,-6.10807754664078,-15.1434994709581
1225.9702376,724.0297624,-5.90203684350843,-15.4536980284459
1223.8362048,726.1637952,-5.76927650966352,-15.1332668141152
1221.7155,728.2845,-5.6646172659317,-15.0421344440766
1219.606016,730.393984,-5.38506764492397,-14.9364645769091
1217.5056072,732.4943928,-5.06026723660935,-14.9972603907655
1215.4120896,734.5879104,-5.29954994314108,-15.0895424383868
1213.3232408,736.6767592,-5.31734930235572,-15.4350293349151
1211.2368,738.7632,-5.34875711763694,-15.1956807916442
1209.150468,740.849532,-5.28252049253974,-15.4197762658766
1207.0619072,742.9380928,-5.04502759613357,-15.1794195043479
129,1821,-4.6324733007197,-15.039269322432
122,1828,-4.96828019585871,-14.9204333320331
115,1835,-5.15413960788647,-15.0178660188267
108,1842,-4.82528763057832,-15.0860562667648
101,1849,-4.58753661230349,-15.3194708859107
94,1856,-4.83323444605244,-15.4107384950013
87,1863,-5.27081991151668,-15.5484485974433
80,1870,-4.78211525359185,-15.3745176425065
73,1877,-4.57284164174476,-14.896914098145
66,1884,-4.97298668876089,-14.876240943453
59,1891,-4.97731058985973,-15.1071775126888
52,1898,-4.86468685149544,-15.0462576713936
38,1912,-3.81982228898448,-14.8845443350999
31,1919,-3.94055593401854,-15.0794970776496
-1926.675376,3876.675376,-2.95430175158307,-14.8555231126972
-1935.516904,3885.516904,-2.35535215076588,-14.8662557941629
-1944.4664,3894.4664,-2.73238079245763,-14.7318545815107
-1953.523864,3903.523864,-3.00551990514797,-14.624059289384
-1962.689296,3912.689296,-3.38078475793846,-14.7752187895183
-1971.962696,3921.962696,-3.36393109686317,-14.8666054072766
-1981.344064,3931.344064,-3.14673262912113,-14.82137105172
-1990.8334,3940.8334,-3.60839100803445,-15.1208839554279
-2000.430704,3950.430704,-4.16250116261563,-14.9066854032322
-2010.135976,3960.135976,-4.32865471926791,-14.8993967110192
-2019.949216,3969.949216,-4.75987995230787,-14.8349700340517
-2029.870424,3979.870424,-4.68847334296463,-15.0386723818605
-2039.8996,3989.8996,-4.59538088350109,-15.0726224079272
-2050.036744,4000.036744,-4.52913465598437,-15.0320457342442
-2060.281856,4010.281856,-4.5027894963634,-15.0608951931691
-2070.634936,4020.634936,-4.69339078341435,-14.9254647766353
-2081.095984,4031.095984,-4.75005699938991,-14.8131448605123
-2102.341984,4052.341984,-4.68748324723733,-14.8817864880888
-2113.126936,4063.126936,-4.67174091764466,-15.0645234099598
-2124.019856,4074.019856,-4.61880657903657,-15.2983917568407
-2135.020744,4085.020744,-4.17797456683144,-15.0416966134252
-2146.1296,4096.1296,-4.16423625717222,-15.2417245559006
-2157.346424,4107.346424,-4.79535967757361,-15.5132959841149
-2180.103976,4130.103976,-5.67553528847398,-15.5750576979705
-2191.644704,4141.644704,-5.60842297624542,-15.2812685460576
-2203.2934,4153.2934,-5.55839799151414,-15.5087654275048
-2215.050064,4165.050064,-5.39488873180372,-15.0672165619969
-2226.914696,4176.914696,-5.50943202251364,-14.9617264360015
-2238.887296,4188.887296,-5.78266340186095,-15.0674208647117
-2250.967864,4200.967864,-5.98864515127828,-15.1931119672131
-2263.1564,4213.1564,-6.26292634426084,-15.1131147252439
-2275.452904,4225.452904,-6.25220886136246,-15.5202635142698
-2287.857376,4237.857376,-6.15814379847379,-15.1182927994895
-2300.369816,4250.369816,-5.856991022126,-15.3045948563162
-2312.990224,4262.990224,-5.32897375948793,-15.110049274332
-2325.7186,4275.7186,-5.56006156917566,-15.8007016272721
-2338.554944,4288.554944,-5.88605655046059,-15.412771904326
-2351.499256,4301.499256,-6.12452102755467,-15.8561545675995
-2364.551536,4314.551536,-6.04364079541775,-15.2535726617311
-2377.711784,4327.711784,-6.08273704979378,-15.5633067934066
-2390.98,4340.98,-6.09224913191864,-15.098566966203
-2404.356184,4354.356184,-5.84325425252585,-15.149715994895
-2417.840336,4367.840336,-5.94670914796802,-15.1524845654864
-2431.432456,4381.432456,-5.87637093471571,-15.0771601982753
-2445.132544,4395.132544,-5.81436437226179,-15.0673563885465
-2458.9406,4408.9406,-5.37763603104924,-15.2013055530779
-2472.856624,4422.856624,-4.85652749624288,-14.9590824738214
-2486.880616,4436.880616,-4.15449342915331,-15.0647744275828
-2501.012576,4451.012576,-3.73385915750091,-14.9127094506347
-2529.6004,4479.6004,-3.97971136110209,-15.139604197464
-2544.056264,4494.056264,-4.59083564161522,-15.9953123728751
-2558.620096,4508.620096,-4.01064008726293,-15.0382562652202
-2602.9594,4552.9594,-3.96060949162702,-15.0800636218044
-2617.955104,4567.955104,-4.8269061147399,-14.2163850232231
-2648.270416,4598.270416,-4.7599074166923,-15.4962276009389
-2679.0176,4629.0176,-5.17202200519595,-15.5559548759668
-2710.196656,4660.196656,-5.25771337830894,-15.5835810724129
-2741.807584,4691.807584,-4.803675553675,-15.5591222992452
-2757.775,4707.775,-4.97728750780635,-15.5180615271089
-2790.033736,4740.033736,-5.36611792425434,-15.3931618113234
-2822.724344,4772.724344,-4.70525225108909,-15.1304017859193
-2839.2316,4789.2316,-4.13584823063406,-15.0978022222594
-2855.846824,4805.846824,-3.87737102545938,-14.9940764535303
-2872.570016,4822.570016,-3.96618521522718,-15.1160189736532
-2889.401176,4839.401176,-4.12579035140526,-15.0829296074741
-3287.0026,5237.0026,-4.99998469968077,-15.1905242115626
-3306.317024,5256.317024,-4.66300897081728,-15.0025751398097
-3325.739416,5275.739416,-4.45652946208608,-15.046678797807
-3345.269776,5295.269776,-4.64598765082913,-15.2537912491421
-3384.6544,5334.6544,-4.96077361470271,-15.332028010123
-3424.470896,5374.470896,-5.1043758585495,-15.4895931903025
-3464.719264,5414.719264,-4.66027131233038,-15.5784117563538
-3472.9758,5422.9758,-4.85228582229258,-15.9582683974502
-3482.6355136,5432.6355136,-4.81270599028294,-15.6009365134594
-3501.8344992,5451.8344992,-5.3321344354037,-15.7676657853061
-3520.8744,5470.8744,-5.4316156731069,-15.7009450925921
-3539.7570208,5489.7570208,-5.38771195777765,-15.5322561857892
-3549.1399152,5499.1399152,-5.4091002639407,-15.772473380615
-3558.4841664,5508.4841664,-5.57673589480889,-15.6281747180429
-3567.79,5517.79,-5.57675371177535,-15.8753850824217
-3577.0576416,5527.0576416,-5.64113011693002,-15.6608066263693
-3586.2873168,5536.2873168,-5.55237178761925,-15.6609870778763
-3595.4792512,5545.4792512,-5.5001700045858,-15.5806753672192
-3613.7508,5563.7508,-5.62765258036124,-15.4364582865542
-3622.8308656,5572.8308656,-5.69439730886712,-15.462135716052
-3631.8740928,5581.8740928,-5.36219482431788,-15.7537052970864
-3640.8807072,5590.8807072,-4.74972180514355,-15.3101706055458
-3676.5455488,5626.5455488,-4.67608138814402,-15.3937165674526
-3685.3724832,5635.3724832,-4.19723117926174,-15.1524441804834
-3694.1641584,5644.1641584,-4.73452496189652,-15.2510398810782
-3702.9208,5652.9208,-5.04397828650371,-15.2851611365593
-3720.3298848,5670.3298848,-5.15716278062939,-15.2501804520018
-3728.9827792,5678.9827792,-5.12673202807168,-15.1201760646738
-3737.6015424,5687.6015424,-4.74352032516701,-14.9253595955156
-3746.1864,5696.1864,-4.32008321291721,-14.8567197797502
-3754.7375776,5704.7375776,-4.18671480669863,-14.7090531805842
-3763.2553008,5713.2553008,-3.82336164255703,-14.7683716564978
-3771.7397952,5721.7397952,-4.33427271830622,-15.0602295935824
-3788.61,5738.61,-5.20104366238494,-15.4814304565751
-3805.3499968,5755.3499968,-5.46028836822166,-15.9962040861649
-3821.9615904,5771.9615904,-5.32421238060043,-15.9279725172021
-3830.2198,5780.2198,-5.42421226122003,-15.7530237243027
-3838.4465856,5788.4465856,-5.46529658738226,-15.8184697735827
-3846.6421728,5796.6421728,-5.3936535397231,-15.6577701105264
-3854.8067872,5804.8067872,-5.14186786861703,-15.4507717392942
-3862.9406544,5812.9406544,-4.91237815952095,-15.2715285310867
-3871.044,5821.044,-4.59265079160165,-15.0120462875361
-3879.1170496,5829.1170496,-4.46942209446444,-14.9388243954405
-3887.1600288,5837.1600288,-4.31196909116904,-14.8468075668957
-3895.1731632,5845.1731632,-4.56205014988098,-15.0418946744262
-3903.1566784,5853.1566784,-4.53617031504971,-14.8403943318773
-3911.1108,5861.1108,-5.35064896833282,-16.2059229503848
-3919.0357536,5869.0357536,-4.93304302681485,-14.6966135176034
-3926.9317648,5876.9317648,-5.21903527940615,-14.9849577030738
-3934.7990592,5884.7990592,-5.42746202506905,-14.8524817404432
-3942.6378624,5892.6378624,-5.85276552331093,-16.012285124313
-3950.4484,5900.4484,-5.21818862954615,-15.0097812365921
-3965.9855808,5915.9855808,-5.17727181477978,-14.6295942773079
-3973.7126752,5923.7126752,-5.53404943542724,-14.8870155021302
-3981.4124064,5931.4124064,-5.2685529984412,-14.9580494374222
-3989.085,5939.085,-5.70763318872147,-15.2495110688297
-3996.7306816,5946.7306816,-5.6322624335593,-15.3529148359829
-4004.3496768,5954.3496768,-5.42087578533912,-15.3553302522031
-4011.9422112,5961.9422112,-5.4370221119191,-15.4704614114501
-4019.5085104,5969.5085104,-5.55707399802552,-15.5129074180749
-4027.0488,5977.0488,-5.43609332898243,-15.59059124843
-4034.5633056,5984.5633056,-5.19438977872633,-15.6764628338744
-4042.0522528,5992.0522528,-5.3883418188847,-15.7515207741095
-4049.5158672,5999.5158672,-5.79368042489181,-15.8241634284816
-4056.9543744,6006.9543744,-5.98264146101513,-15.8287432568892
-4064.368,6014.368,-5.95722181646152,-15.8615571123365
-4071.7569696,6021.7569696,-5.9427909820019,-15.6342367664771
-4079.1215088,6029.1215088,-6.32915778492815,-15.7674784079073
-4086.4618432,6036.4618432,-6.40691347034994,-15.6561274211078
-4093.7781984,6043.7781984,-5.56363640711155,-15.5992670732672
-4101.0708,6051.0708,-4.92283315218212,-15.4605861746623
-4108.3398736,6058.3398736,-5.20180683949956,-15.6139018168344
-4115.5856448,6065.5856448,-5.23024756066959,-15.5234998549931
-4122.8083392,6072.8083392,-5.05866495388374,-15.6598612964318
-4130.0081824,6080.0081824,-5.19082137739713,-15.5642845174647
-4137.1854,6087.1854,-5.54815216160298,-15.7124769582149
-4144.3402176,6094.3402176,-5.67676745972523,-15.4729523259134
-4151.4728608,6101.4728608,-5.65287963826133,-15.3369882207861
-4158.5835552,6108.5835552,-4.24156600574688,-15.733326293739
-4165.6725264,6115.6725264,-5.16624313325753,-15.3866245931231
-4172.74,6122.74,-5.09990070860289,-15.4731324526914
-4179.7862016,6129.7862016,-5.03873296856183,-15.5318315841568
-4186.8113568,6136.8113568,-4.95757933030139,-15.3711641983901
-4193.8156912,6143.8156912,-5.11352061015191,-15.5694056457051
-4200.7994304,6150.7994304,-5.32148071967209,-15.4816170589696
-4207.7628,6157.7628,-5.34454986115884,-15.4557575381977
-4214.7060256,6164.7060256,-5.33434989494019,-15.414080975412
-4221.6293328,6171.6293328,-5.45956244965085,-15.5220408172834
-4228.5329472,6178.5329472,-5.32077068944703,-15.1927157556788
-4235.4170944,6185.4170944,-5.68862942506165,-16.301910393378
-4242.282,6192.282,-5.662942506165,-16.01910393378
-4249.1278896,6199.1278896,-3.53858608915048,-15.4356025707336
-4255.9549888,6205.9549888,-3.9004065789926,-15.2069454799613
-4262.7635232,6212.7635232,-5.42087578533912,-15.3553302522031
-4269.5537184,6219.5537184,-4.33177053063949,-15.3813718216965
-4276.3258,6226.3258,-4.27136865724409,-15.3556820517785
-4283.0799936,6233.0799936,-4.20646278120729,-15.3071672314988
-4289.8165248,6239.8165248,-4.29268315342901,-15.412227847748
-4296.5356192,6246.5356192,-4.74705819037924,-15.5959633198169
-4303.2375024,6253.2375024,-5.31190442112839,-15.3287464232937
-4309.9224,6259.9224,-5.54531295132255,-15.8266539197468
-4316.5905376,6266.5905376,-5.62188116300122,-15.9049289100749
-4323.2421408,6273.2421408,-5.9427909820019,-15.6342367664771
-4329.8774352,6279.8774352,-5.70489561805376,-15.5155852441166
-4336.4966464,6286.4966464,-5.85818955314765,-16.1010215830371
-4343.1,6293.1,-6.87949962827383,-15.8750535636578
-4349.6877216,6299.6877216,-6.24780175051098,-16.4487001395368
-4356.2600368,6306.2600368,-6.00319264423976,-16.1553304760216
-4362.8171712,6312.8171712,-6.00190148623758,-16.0074069049552
-4369.3593504,6319.3593504,-6.11979199295198,-15.4938930025598
-4375.8868,6325.8868,-6.26175819266772,-15.8539884771709
-4382.3997456,6332.3997456,-6.62704600390355,-16.09632134307
-4388.8984128,6338.8984128,-6.49339415359673,-15.2270645514556
-4395.3830272,6345.3830272,-6.47481125398819,-15.8336994911387
-4401.8538144,6351.8538144,-6.34525188154322,-15.6363969068617
-4408.311,6358.311,-6.37580901365886,-15.88651882072
-4414.7548096,6364.7548096,-6.35115581429113,-15.8349436626098
-4421.1854688,6371.1854688,-6.5130222889582,-16.0316197193193
-4427.6032032,6377.6032032,-6.48375291865,-15.7264595716731
-4434.0082384,6384.0082384,-6.58169669150899,-15.8285182349949
-4440.4008,6390.4008,-6.48516272622746,-15.6232061332969
-4446.7811136,6396.7811136,-6.75579051686615,-15.4808639199717
-4453.1494048,6403.1494048,-6.52943005326911,-15.7501937655011
-4459.5058992,6409.5058992,-7.45121657353043,-15.4688326130898
-4465.8508224,6415.8508224,-6.54928273649003,-15.663780326361
-4472.1844,6422.1844,-6.65332262483531,-15.7419995421412
-4478.5068576,6428.5068576,-6.7419749383163,-15.7447976959666
-4484.8184208,6434.8184208,-6.72764318922647,-15.954003613889
-4491.1193152,6441.1193152,-6.77674353774582,-15.4379535715115
-4497.4097664,6447.4097664,-6.49928369136355,-15.1440912891238
-4503.69,6453.69,-6.40889243543541,-15.5052187197078
-4509.9602416,6459.9602416,-6.54645185376301,-15.241395793738
-4516.2207168,6466.2207168,-6.7703428157877,-15.4707288003081
-4522.4716512,6472.4716512,-6.70515706603636,-15.7091319561624
-4528.7132704,6478.7132704,-6.10776954235792,-15.5366075744366
-4534.9458,6484.9458,-6.11932297463669,-15.6934454759661
-4541.1694656,6491.1694656,-6.11683337546798,-15.2089672108718
-4547.3844928,6497.3844928,-6.49373834194811,-15.9197772229541
-4553.5911072,6503.5911072,-5.63834428972887,-15.4223979963338
-4559.7895344,6509.7895344,-5.60932932260239,-15.2199271700342
-4565.98,6515.98,-5.02176609188232,-14.6353742101898
-4572.1627296,6522.1627296,-5.56691474950211,-15.4686432187768
-4578.3379488,6528.3379488,-5.26831227541191,-15.4916530918584
-4584.5058832,6534.5058832,-6.55976145399517,-15.9355277737159
-4590.6667584,6540.6667584,-6.56816593907739,-15.6677131118033
-4596.8208,6546.8208,-6.29181825596248,-15.1554334967831
-4602.9682336,6552.9682336,-5.90256726642457,-15.4506517595863
-4609.1092848,6559.1092848,-6.35775155992668,-15.6013668762677
-4615.2441792,6565.2441792,-5.71636293298483,-15.4272033265848
-4621.3731424,6571.3731424,-6.16877260058705,-15.6533144016644
-4627.4964,6577.4964,-6.39039590206669,-15.3970417833004
-4633.6141776,6583.6141776,-5.56645487520879,-15.6466112748341
-4639.7267008,6589.7267008,-5.55868060380205,-15.0631688254678
-4645.8341952,6595.8341952,-5.72992251625937,-15.0516426509354
-4651.9368864,6601.9368864,-5.25751720560663,-15.2196497943179
-4658.035,6608.035,-5.89322873240372,-15.6221666876379
-4664.1287616,6614.1287616,-5.22038056866003,-14.9764910358404
-4670.2183968,6620.2183968,-5.34499358526963,-14.9495605684796
-4676.3041312,6626.3041312,-5.54536460290767,-15.2677113183778
-4682.3861904,6632.3861904,-6.18904541323351,-16.1271545041967
-4688.4648,6638.4648,-6.02355495824503,-15.2488686445211
-4694.5401856,6644.5401856,-6.3348827871412,-15.7673926842842
-4700.6125728,6650.6125728,-6.29470002740284,-15.2910074139901
-4706.6821872,6656.6821872,-6.44418979190819,-15.4615819242333
-4712.7492544,6662.7492544,-6.38514217580777,-15.5510422692058
-4718.814,6668.814,-6.4035650585148,-15.4755619036298
-4724.8766496,6674.8766496,-6.49509574585916,-15.5488333738421
-4730.9374288,6680.9374288,-6.40787255674458,-15.5351133368219
-4736.9965632,6686.9965632,-6.32830977412402,-15.4826636056202
-4743.0542784,6693.0542784,-6.11500643053464,-15.4483538696211
-4749.1108,6699.1108,-6.08015890534008,-15.540742990643
-4755.1663536,6705.1663536,-6.009352922294,-15.8622919103597
-4761.2211648,6711.2211648,-6.2263746969875,-15.6833901307417
-4767.2754592,6717.2754592,-6.39399301186361,-15.8180524367609
-4773.3294624,6723.3294624,-6.36663080421229,-15.6910463416782
-4779.3834,6729.3834,-6.41493589396291,-15.7306549260224
-4785.4374976,6735.4374976,-6.33508816419004,-15.7794580690908
-4791.4919808,6741.4919808,-6.25664335823339,-15.6942479589129
-4797.5470752,6747.5470752,-6.20481563182063,-15.7578841766085
-4803.6030064,6753.6030064,-6.17929454875443,-15.7936721615142
-4809.66,6759.66,-6.04420548670903,-15.8822943568364
-4815.7182816,6765.7182816,-6.28761820367907,-15.784390146222
-4821.7780768,6771.7780768,-6.01888109185922,-15.881353167955
-4827.8396112,6777.8396112,-5.8425652994607,-15.8777409130982
-4833.9031104,6783.9031104,-5.78192097129449,-15.6733743637778
-4839.9688,6789.9688,-6.02606864917832,-15.7016654102468
-4846.0369056,6796.0369056,-6.19132356072361,-15.7817356735064
-4852.1076528,6802.1076528,-6.2351442304508,-15.8908402346396
-4858.1812672,6808.1812672,-6.17129367875158,-15.997185656408
-4864.2579744,6814.2579744,-6.08032644358136,-15.8454921633527
-4870.338,6820.338,-6.113297112328,-15.901014622525
-4876.4215696,6826.4215696,-6.49233238380698,-15.5369269531677
-4882.5089088,6832.5089088,-6.71031162622404,-16.0844376039795
-4888.6002432,6838.6002432,-6.55259144447229,-15.6906682769186
-4894.6957984,6844.6957984,-6.49144623391185,-16.1821640988297
-4900.7958,6850.7958,-6.54856829202322,-15.6847204366911
-4906.9004736,6856.9004736,-6.49769048435322,-16.2159021732927
-4913.0100448,6863.0100448,-6.38060102775351,-15.9937821845327
-4919.1247392,6869.1247392,-6.1980747359055,-15.9554391032927
-4925.2447824,6875.2447824,-6.1323560723610004,-15.817356735064
-4931.3704,6881.3704,-6.351442304508,-15.908402346396
-4937.5018176,6887.5018176,-6.129367875158,-15.7185656408
-4943.6392608,6893.6392608,-6.08032644358136,-15.54921633527
-4949.7829552,6899.7829552,-6.13297112328,-15.501014622525
-4955.9331264,6905.9331264,-6.233238380698,-15.369269531677
-4968.2538016,6918.2538016,-6.20308914086498,-15.6536573843989
-4974.4247568,6924.4247568,-5.99941092142953,-15.8028485466069
-4980.6030912,6930.6030912,-6.31581803379655,-15.8797568733283
-4986.7890304,6936.7890304,-6.57405521054288,-16.3001238817226
-4992.9828,6942.9828,-6.4051555689737,-15.7386161672649
-4999.1846256,6949.1846256,-6.42395855283551,-15.528131941794
-5005.3947328,6955.3947328,-6.42062609713367,-15.5638748319419
-5011.6133472,6961.6133472,-6.35548311623702,-15.5223151475949
-5017.8406944,6967.8406944,-6.74985995060584,-16.4734837815299
-5024.077,6974.077,-6.30345900121576,-15.6226805648513
-5030.3224896,6980.3224896,-6.58206987243615,-16.1581558310692
-5036.5773888,6986.5773888,-6.51615541292627,-16.5106874922142
-5042.8419232,6992.8419232,-6.73118626551483,-16.4943677940446
-5049.1163184,6999.1163184,-6.35410686603466,-15.7794194051231
-5055.4008,7005.4008,-6.0931361682911,-15.5010098243163
-5061.6955936,7011.6955936,-6.23168250781703,-15.9613268033313
-5068.0009248,7018.0009248,-5.83634982565362,-15.5025245996426
-5074.3170192,7024.3170192,-5.930339452206,-15.4417806646119
-5080.6441024,7030.6441024,-6.39958585337674,-15.9947362632346
-5086.9824,7036.9824,-6.25792382613022,-15.6257511516387
-5093.3321376,7043.3321376,-6.07909500389237,-15.6648288375169
-5099.6935408,7049.6935408,-6.08935802225952,-16.1690839856858
-5106.0668352,7056.0668352,-6.03188594030946,-15.8098545418852
-5112.4522464,7062.4522464,-6.50434794698951,-16.6089857588603
-5118.85,7068.85,-6.39594448291947,-15.698928103888
-5125.2603216,7075.2603216,-6.45598682884929,-15.797080344463
-5131.6834368,7081.6834368,-6.52709171679666,-15.5090615214636
