year (AD),age (yr BP),depth (cm),lake_depth (m),Salinity (g/L),Mean_boot_salinity (unitless),sambleID (NA),numInZone (NA)
-3302,5252,360.5,5.62341325190349,-0.115087349,2.317,7-8c4,20
-3313.24,5263.24,361.5,5.16416369272071,-0.086087349,2.346,8-9c4,21
-3324.48,5274.48,362.5,6.56145266302905,-0.069087349,2.363,9-10c4,22
-3335.72,5285.72,363.5,7.56832895020974,-0.217087349,2.215,10-11c4,23
-3346.96,5296.96,364.5,6.60693448007596,-0.144087349,2.288,11-12c4,24
-3358.2,5308.2,365.5,6.09536897240169,-0.105087349,2.327,12-13c4,25
-3369.44,5319.44,366.5,6.5765783735542,-0.184087349,2.248,13-14c4,26
-3380.68,5330.68,367.5,6.5765783735542,-0.117087349,2.315,14-15c4,27
-3391.92,5341.92,368.5,5.9841159506032,-0.130087349,2.302,15-16c4,28
-3403.16,5353.16,369.5,6.51628394060843,-0.145087349,2.287,16-17c4,29
-3414.4,5364.4,370.5,6.23734835482419,-0.125087349,2.307,17-18c4,30
-3425.64,5375.64,371.5,7.27779804536824,-0.113087349,2.319,18-19c4,31
-3436.88,5386.88,372.5,6.93425806016569,-0.173087349,2.259,19-20c4,32
-3459.36,5409.36,374.5,6.47142615748583,-0.158087349,2.274,21-22c4,33
-3470.6,5420.6,375.5,13.2739445772974,-0.300087349,2.132,22-23c4,34
-3481.84,5431.84,376.5,6.23734835482419,-0.161087349,2.271,23-24c4,35
-3538.04,5488.04,381.5,4.64515275222749,0.112912651,2.545,28-29c4,36
-3549.28,5499.28,382.5,3.80189396320561,0.252912651,2.685,29-30c4,37
-3560.52,5510.52,383.5,4.53941616650203,0.178912651,2.611,30-31c4,38
-3571.76,5521.76,384.5,4.07380277804113,0.217912651,2.65,31-32c4,39
-3583,5533,385.5,5.04661297563528,0.029912651,2.462,32-33c4,40
