year (AD),age (yr BP),BSi (unitless),depth_alt (mm)
-4337.90900861013,6287.90900861013,25,3130
-4347.93561458584,6297.93561458584,25.1493861924324,3132.5
-4440.64092740975,6390.64092740975,29,3155
-4494.17324176125,6444.17324176125,34.4,3167.5
-4549.25950042425,6499.25950042425,30,3180
-4560.47072873212,6510.47072873212,30.3945669297087,3182.5
-4664.44014226774,6614.44014226774,30,3205
-4724.71501966873,6674.71501966873,35.4,3217.5
-4786.90494246266,6736.90494246266,30,3230
-4799.58128828237,6749.58128828237,29.8459285374757,3232.5
-4866.82710927915,6816.82710927915,39.4279262276481,3245.5
-4917.42446769005,6867.42446769005,25,3255
-4985.95926025321,6935.95926025321,35.9049159032368,3267.5
-5056.81959497668,7006.81959497668,28,3280
-5071.28041621461,7021.28041621461,27.8,3282.5
-5130.11624831339,7080.11624831339,22.1315372084592,3292.5
-5205.96337582038,7155.96337582038,22,3305
-5284.47857210469,7234.47857210469,25.4809179563422,3317.5
-5365.78293125249,7315.78293125249,24,3330
-5382.38940886685,7332.38940886685,24.2640753355932,3332.5
-5470.66122082591,7420.66122082591,28.4493730735878,3345.5
-5537.26137783749,7487.26137783749,23,3355
-5627.69570147322,7577.69570147322,29.4295724760124,3367.5
-5721.43978461127,7671.43978461127,27,3380
-5740.59798193706,7690.59798193706,26.8496081752381,3382.5
-5842.48864816936,7792.48864816936,28.809136009375,3395.5
-5919.41916095525,7869.41916095525,21,3405
-5981.67637047267,7931.67637047267,21.6874504421053,3412.5
-6049.60464205284,7999.60464205284,13.9862016623955,3420.5
-6132.36247540938,8082.36247540938,23,3430
-6154.52649648318,8104.52649648318,22.5284044261323,3432.5
-6241.80347225,8191.80347225,18.9,3440.5
-6314.64730625,8264.64730625,16.494365486351,3447.5
-6393.0041,8343.0041,8,3455
-6471.68140625,8421.68140625,6.57134733307742,3462.5
-6555.95714225,8505.95714225,9.06105569523809,3470.5
-6656.508225,8606.508225,9,3480
-6661.81463225,8611.81463225,6.33361123494777,3480.5
-6683.05450625,8633.05450625,8.96834968615385,3482.5
-6768.24192225,8718.24192225,8.32580614074784,3490.5
-6843.08005625,8793.08005625,9.94312402424242,3497.5
-6923.5736,8873.5736,11,3505
-7004.38765625,8954.38765625,11.5164670199806,3512.5
-7090.94259225,9040.94259225,12.7,3520.5
-7194.200225,9144.200225,13,3530
-7221.45875625,9171.45875625,13.0526991509489,3532.5
-7308.92537225,9258.92537225,16.56709860059,3540.5
-7385.75780625,9335.75780625,17.88461625,3547.5
-7468.3881,9418.3881,11,3555
-7551.33890625,9501.33890625,7.53808818785425,3562.5
-7640.17304225,9590.17304225,10.4,3570.5
-7746.137225,9696.137225,13,3580
-7774.10800625,9724.10800625,12.9260830805333,3582.5
-7863.85382225,9813.85382225,12.5943356201869,3590.5
-7942.68055625,9892.68055625,11.7689946523077,3597.5
-8027.4476,9977.4476,11,3605
-8312.319225,10262.319225,10,3630
-8341.00225625,10291.00225625,9.53926129321101,3632.5
-8433.02727225,10383.02727225,8.67889841540436,3640.5
-8513.84830625,10463.84830625,9.77023771214953,3647.5
-8600.7521,10550.7521,8,3655
-8687.97640625,10637.97640625,9.3,3662.5
-8781.36894225,10731.36894225,8.4835338327553,3670.5
-8892.746225,10842.746225,10,3680
-8922.14150625,10872.14150625,10.1353458253254,3682.5
-9016.44572225,10966.44572225,14.0606810358566,3690.5
-9099.26105625,11049.26105625,19.6254232366509,3697.5
-9188.3016,11138.3016,15,3705
-9277.66265625,11227.66265625,17.841570182235,3712.5
-9373.33439225,11323.33439225,18.1624929322314,3720.5
-9487.418225,11437.418225,14,3730
-9517.52575625,11467.52575625,14.4688986033466,3732.5
-9614.10917225,11564.10917225,22.6421196327869,3740.5
-9698.91880625,11648.91880625,20.3,3747.5
-9790.0961,11740.0961,10,3755
-9881.59390625,11831.59390625,21.9748689435114,3762.5
-9979.54484225,11929.54484225,15.0021362674221,3770.5
-10096.335225,12046.335225,5,3780
-10127.15500625,12077.15500625,5.0942126680354,3782.5
-10226.01762225,12176.01762225,4.16765049674902,3790.5
-10350.10871225,12300.10871225,11.2871800333333,3800.5
-10406.1356,12356.1356,3,3805
-10499.77015625,12449.77015625,6.1,3812.5
-10600.00029225,12550.00029225,3.22188049777778,3820.5
-10719.497225,12669.497225,14,3830
-10751.02925625,12701.02925625,14.2320862933333,3832.5
-10852.17107225,12802.17107225,12.9120106855586,3840.5
-10940.96930625,12890.96930625,13.927625748072,3847.5
-11036.4201,12986.4201,15,3855
-11228.283225,13178.283225,14,3880
-11260.38505625,13210.38505625,13.5671098116456,3882.5
-11363.35023225,13313.35023225,14.500700002346,3890.5
-11453.74390625,13403.74390625,16.9,3897.5
-11550.9041,13500.9041,13,3905
-11648.38480625,13598.38480625,11.2112811906977,3912.5
-11752.71750225,13702.71750225,11.4944504101266,3920.5
-11877.086225,13827.086225,13,3930
-11909.90030625,13859.90030625,12.571299116973,3932.5
-12015.14468225,13965.14468225,11.1824404220672,3940.5
-12107.53265625,14057.53265625,11.782120851341,3947.5
-12206.8296,14156.8296,12,3955
-12306.44705625,14256.44705625,15.4644852,3962.5
-12540.134225,14490.134225,17,3980
-12573.66055625,14523.66055625,17.2398411878146,3982.5
NA,NA,6,4005
NA,NA,4.43548260950943,4032.5
NA,NA,2.34321054884718,4082.5
NA,NA,4.23137057229139,4132.5
NA,NA,2.56911586383954,4182.5
NA,NA,2.19886237558233,4232.5
NA,NA,2.04209704373832,4282.5
NA,NA,2.02228269714286,4332.5
NA,NA,1.01088692218409,4382.5
NA,NA,1.74812358202643,4432.5
NA,NA,1.87764040178914,4482.5
NA,NA,1.91398571849732,4532.5
NA,NA,1.79725212770642,4582.5
NA,NA,1.44816083699164,4632.5
NA,NA,1.60068095417299,4682.5
NA,NA,1.51150710857143,4732.5
