d18O (permil),year (AD),depthice (m),depthwe (m),Accumulation rate ice (kg/m2/yr) (kg/m2/yr)
-33.2,1871,37.34,20.29,175
-34,1870,37.59,20.46,175
-34.1,1869,37.84,20.64,175
-35.1,1868,38.09,20.81,175
-37.8,1867,38.34,20.99,175
-36.8,1866,38.59,21.16,175
-36.6,1865,38.83,21.34,175
-35.9,1864,39.08,21.51,175
-36.6,1863,39.33,21.69,175
-38.5,1862,39.58,21.86,175
-36.7,1861,39.82,22.04,175
-35.7,1860,40.07,22.21,175
-35.2,1859,40.31,22.39,175
-35.4,1858,40.56,22.56,175
-36.3,1857,40.8,22.74,175
-34.3,1856,41.05,22.91,175
-34.9,1855,41.29,23.09,175
-34.9,1854,41.53,23.26,175
-35.4,1853,41.78,23.44,175
-36.4,1852,42.02,23.61,175
-33.8,1851,42.26,23.79,175
-34.3,1850,42.5,23.96,175
-35.9,1849,42.74,24.14,175
-35.7,1848,42.98,24.31,175
-34.9,1847,43.23,24.49,175
-36.5,1846,43.47,24.66,175
-35.3,1845,43.71,24.84,175
-35.7,1844,43.94,25.01,175
-36.2,1843,44.18,25.19,175
-36.1,1842,44.42,25.36,175
-35.7,1841,44.66,25.54,175
-35.5,1840,44.9,25.71,175
-35,1839,45.14,25.89,175
-35.4,1838,45.37,26.06,175
-34.7,1837,45.61,26.24,175
-34.8,1836,45.85,26.41,175
-37.7,1835,46.08,26.59,175
-38.1,1834,46.32,26.76,175
-36.2,1833,46.55,26.94,175
-35,1832,46.79,27.11,175
-36.2,1831,47.02,27.29,175
-34.2,1830,47.26,27.46,175
-33.6,1829,47.49,27.64,175
-35.3,1828,47.73,27.81,175
-35.5,1827,47.96,27.98,175
-35.7,1826,48.19,28.16,175
-36.3,1825,48.43,28.33,175
-35.8,1824,48.66,28.51,175
-35.7,1823,48.89,28.68,175
-35.4,1822,49.12,28.86,175
-35.5,1821,49.35,29.03,175
-35.8,1820,49.59,29.21,175
-35.9,1819,49.82,29.38,175
-36.3,1818,50.05,29.56,175
-36.1,1817,50.28,29.73,175
-36.7,1816,50.51,29.91,178
-36.4,1815,50.74,30.09,178
-35.1,1814,50.98,30.27,178
-35.8,1813,51.21,30.44,178
-37.7,1812,51.45,30.62,178
-34.3,1811,51.68,30.8,178
-35,1810,51.91,30.98,178
-34.4,1809,52.15,31.16,178
-34.1,1808,52.38,31.34,178
-34.1,1807,52.61,31.51,178
-35.9,1806,52.84,31.69,178
-34.8,1805,53.07,31.87,178
-34.3,1804,53.31,32.05,178
-35.2,1803,53.54,32.23,178
-35.3,1802,53.77,32.41,178
-36.1,1801,54,32.58,178
-37.3,1800,54.23,32.76,178
-37.2,1799,54.46,32.94,178
-36.1,1798,54.69,33.12,178
-37.6,1797,54.92,33.3,178
-36.7,1796,55.15,33.48,178
-35.5,1795,55.38,33.66,178
-35.6,1794,55.61,33.83,178
-35.8,1793,55.84,34.01,178
-35.2,1792,56.07,34.19,178
-34.3,1791,56.29,34.37,178
-35.6,1790,56.52,34.55,178
-35.8,1789,56.75,34.73,178
-34.9,1788,56.98,34.9,178
-34.3,1787,57.21,35.08,178
-35,1786,57.43,35.26,178
-35.4,1785,57.66,35.44,178
-34.3,1784,57.89,35.62,178
-35.4,1783,58.11,35.8,165
-36.4,1782,58.32,35.96,165
-34.6,1781,58.53,36.13,165
-36.2,1780,58.74,36.29,165
-35.9,1779,58.95,36.45,165
-34.9,1778,59.16,36.62,165
-34.3,1777,59.37,36.78,165
-34.9,1776,59.57,36.95,165
-34.7,1775,59.78,37.11,165
-35.5,1774,59.99,37.28,165
-35,1773,60.2,37.44,165
-33.7,1772,60.41,37.61,165
-35.2,1771,60.62,37.77,165
-34.7,1770,60.82,37.94,165
-34.4,1769,61.03,38.1,165
-34.4,1768,61.24,38.27,165
-35.4,1767,61.44,38.43,165
-35.4,1766,61.65,38.59,165
-36.2,1765,61.86,38.76,165
-36.1,1764,62.06,38.92,165
-33.6,1763,62.27,39.09,165
-32.9,1762,62.47,39.25,165
-34.4,1761,62.68,39.42,165
-35.2,1760,62.88,39.58,165
-34.4,1759,63.09,39.75,165
-35.8,1758,63.3,39.91,165
-34.6,1757,63.5,40.08,165
-35.7,1756,63.71,40.24,165
-36.1,1755,63.91,40.41,165
-35.4,1754,64.11,40.57,165
-37.7,1753,64.32,40.73,165
-37.3,1752,64.52,40.9,165
-37.3,1751,64.73,41.06,165
-34.9,1750,64.93,41.23,165
-34.6,1749,65.13,41.39,165
-34.9,1748,65.34,41.56,165
-35.9,1747,65.54,41.72,165
-35.6,1746,65.75,41.89,165
-36.5,1745,65.95,42.05,165
-36.7,1744,66.15,42.22,165
-36.5,1743,66.36,42.38,165
-36,1742,66.56,42.55,165
-34.6,1741,66.76,42.71,165
-35.7,1740,66.96,42.88,165
-34.1,1739,67.17,43.04,165
-34,1738,67.37,43.2,165
-34.7,1737,67.57,43.37,165
-34.1,1736,67.77,43.53,165
-35.8,1735,67.98,43.7,165
-37.4,1734,68.18,43.86,165
-37.6,1733,68.38,44.03,165
-37.6,1732,68.58,44.19,165
-35.1,1731,68.78,44.36,165
-32.7,1730,68.98,44.52,165
-33.9,1729,69.19,44.69,165
-36,1728,69.39,44.85,165
-34.7,1727,69.59,45.02,165
-34.6,1726,69.79,45.18,165
-34.3,1725,69.99,45.34,165
-35.8,1724,70.19,45.51,165
-34.4,1723,70.39,45.67,165
-35.6,1722,70.59,45.84,165
-35.9,1721,70.79,46,165
-35.7,1720,70.99,46.17,165
-36.5,1719,71.19,46.33,165
-34.9,1718,71.39,46.5,165
-35,1717,71.59,46.66,165
-35.5,1716,71.79,46.83,165
-36.4,1715,71.99,46.99,165
-35.7,1714,72.19,47.16,165
-35.2,1713,72.39,47.32,165
-37.8,1712,72.59,47.48,165
-35.5,1711,72.79,47.65,165
-34.9,1710,72.99,47.81,165
-36.5,1709,73.19,47.98,165
-35.4,1708,73.39,48.14,165
-35.4,1707,73.59,48.31,165
-35.6,1706,73.79,48.47,165
-35.6,1705,73.98,48.64,165
-37.2,1704,74.18,48.8,165
-37.4,1703,74.38,48.97,165
-34.4,1702,74.58,49.13,165
-33.4,1701,74.78,49.3,165
-33.2,1700,74.98,49.46,165
-34.5,1699,75.17,49.62,165
-37.5,1698,75.37,49.79,165
-36.5,1697,75.57,49.95,165
-36.5,1696,75.77,50.12,165
-38.4,1695,75.97,50.28,165
-37.2,1694,76.16,50.45,167
-36.3,1693,76.36,50.61,167
-35.9,1692,76.56,50.78,167
-35.6,1691,76.76,50.95,167
-35.4,1690,76.96,51.11,167
-36.6,1689,77.16,51.28,167
-36,1688,77.36,51.45,167
-36,1687,77.56,51.61,167
-34.3,1686,77.76,51.78,167
-34.9,1685,77.96,51.95,167
-36.1,1684,78.16,52.11,167
-35.6,1683,78.36,52.28,167
-34.9,1682,78.56,52.45,167
-36.2,1681,78.76,52.61,167
-36.4,1680,78.95,52.78,167
-35.2,1679,79.15,52.95,167
-35.5,1678,79.35,53.11,167
-36.5,1677,79.55,53.28,167
-35.4,1676,79.75,53.45,167
-36.2,1675,79.95,53.61,167
-35.5,1674,80.14,53.78,167
-35,1673,80.34,53.95,167
-35.4,1672,80.54,54.11,167
-34.2,1671,80.74,54.28,167
-34.2,1670,80.94,54.45,167
-35.2,1669,81.13,54.61,167
-36.5,1668,81.33,54.78,167
-35.8,1667,81.53,54.95,167
-35.4,1666,81.73,55.11,167
-36.4,1665,81.93,55.28,167
-35.7,1664,82.12,55.45,167
-37,1663,82.32,55.61,167
-35.5,1662,82.52,55.78,167
-36,1661,82.71,55.95,167
-34.7,1660,82.91,56.11,167
-34.7,1659,83.11,56.28,167
-35.4,1658,83.31,56.44,167
-35.7,1657,83.5,56.61,167
-36,1656,83.7,56.78,167
-35.5,1655,83.9,56.94,167
-35.9,1654,84.09,57.11,167
-36.3,1653,84.29,57.28,167
-35.8,1652,84.49,57.44,167
-35,1651,84.68,57.61,167
-36.4,1650,84.88,57.78,167
-36.6,1649,85.08,57.94,167
-36.4,1648,85.27,58.11,167
-35.5,1647,85.47,58.28,167
-35,1646,85.66,58.44,167
-35.7,1645,85.86,58.61,167
-36.7,1644,86.06,58.78,167
-36.9,1643,86.25,58.94,167
-36,1642,86.45,59.11,167
-35.8,1641,86.64,59.28,167
-36,1640,86.84,59.44,167
-34.8,1639,87.04,59.61,167
-35.4,1638,87.23,59.78,167
-34.7,1637,87.43,59.94,167
-33.9,1636,87.62,60.11,167
-35.1,1635,87.82,60.28,167
-36.7,1634,88.01,60.44,167
-37,1633,88.21,60.61,167
-37.2,1632,88.4,60.78,167
-35.7,1631,88.6,60.94,167
-35.8,1630,88.79,61.11,167
-37,1629,88.99,61.28,167
-34.8,1628,89.18,61.44,167
-34.6,1627,89.38,61.61,167
-33.3,1626,89.57,61.78,167
-33,1625,89.77,61.94,167
-35.3,1624,89.96,62.11,167
-36.7,1623,90.16,62.28,167
-35.7,1622,90.35,62.44,167
-36.6,1621,90.55,62.61,167
-37.3,1620,90.74,62.78,167
-36.4,1619,90.93,62.94,167
-35.3,1618,91.13,63.11,167
-34.4,1617,91.32,63.27,167
-33.4,1616,91.52,63.44,167
-32.7,1615,91.71,63.61,167
-35.9,1614,91.91,63.77,167
-34.2,1613,92.1,63.94,167
-35.6,1612,92.29,64.11,167
-36,1611,92.49,64.27,167
-37,1610,92.68,64.44,167
-37.2,1609,92.88,64.61,167
-37,1608,93.07,64.77,167
-36.1,1607,93.26,64.94,167
-36,1606,93.46,65.11,167
-36.1,1605,93.65,65.27,167
-36.7,1604,93.84,65.44,167
-35.3,1603,94.04,65.61,167
-34.9,1602,94.23,65.77,167
-37,1601,94.42,65.94,169
-36.7,1600,94.62,66.11,169
-35,1599,94.82,66.28,169
-35.2,1598,95.02,66.45,169
-36,1597,95.21,66.62,169
-36.4,1596,95.41,66.79,169
-35.8,1595,95.61,66.96,169
-35.9,1594,95.8,67.13,169
-35.8,1593,96,67.29,169
-33.4,1592,96.2,67.46,169
-34.3,1591,96.39,67.63,169
-34.1,1590,96.59,67.8,169
-33.3,1589,96.78,67.97,169
-34,1588,96.98,68.14,169
-34.1,1587,97.18,68.31,169
-35.4,1586,97.37,68.48,169
-35.7,1585,97.57,68.65,169
-36.2,1584,97.76,68.82,169
-36.4,1583,97.96,68.99,169
-35.9,1582,98.15,69.16,169
-35.9,1581,98.35,69.33,169
-34.5,1580,98.55,69.5,169
-35.8,1579,98.74,69.67,169
-34.8,1578,98.94,69.84,169
-34.7,1577,99.13,70,169
-36.3,1576,99.33,70.17,169
-35.4,1575,99.52,70.34,169
-35.9,1574,99.72,70.51,169
-34.9,1573,99.91,70.68,169
-34.6,1572,100.11,70.85,169
-34.9,1571,100.3,71.02,169
-35.3,1570,100.5,71.19,169
-34.5,1569,100.69,71.36,169
-34.8,1568,100.89,71.53,169
-35.1,1567,101.08,71.7,169
-35.1,1566,101.28,71.87,169
-34.8,1565,101.47,72.04,169
-35.7,1564,101.67,72.21,169
-35.5,1563,101.86,72.38,169
-34.4,1562,102.06,72.55,169
-34,1561,102.25,72.71,169
-34.5,1560,102.45,72.88,169
-34.4,1559,102.64,73.05,169
-35,1558,102.84,73.22,169
-35.6,1557,103.03,73.39,169
-35.1,1556,103.23,73.56,169
-35.8,1555,103.42,73.73,169
-36.7,1554,103.61,73.9,169
-37.3,1553,103.81,74.07,169
-36.8,1552,104,74.24,169
-35.9,1551,104.2,74.41,169
-34,1550,104.39,74.58,169
-34.7,1549,104.59,74.75,169
-35.1,1548,104.78,74.92,169
-35.9,1547,104.97,75.09,169
-37,1546,105.17,75.25,169
-36.9,1545,105.36,75.42,169
-35.9,1544,105.56,75.59,169
-34.8,1543,105.75,75.76,169
-34.1,1542,105.95,75.93,169
-34.1,1541,106.14,76.1,169
-35.5,1540,106.33,76.27,169
-36.7,1539,106.53,76.44,169
-35.7,1538,106.72,76.61,169
-36.2,1537,106.92,76.78,169
-35.3,1536,107.11,76.95,169
-36.9,1535,107.3,77.12,169
-35.5,1534,107.5,77.29,169
-36.1,1533,107.69,77.46,169
-36.2,1532,107.88,77.63,169
-35.7,1531,108.08,77.8,169
-35,1530,108.27,77.96,169
-36.2,1529,108.46,78.13,169
-35.9,1528,108.66,78.3,169
-34.8,1527,108.85,78.47,169
-34.3,1526,109.04,78.64,169
-34,1525,109.24,78.81,169
-35.2,1524,109.43,78.98,169
-35.8,1523,109.62,79.15,169
-35.7,1522,109.82,79.32,169
-37,1521,110.01,79.49,169
-37.4,1520,110.2,79.66,169
-36.5,1519,110.4,79.83,169
-36,1518,110.59,80,169
-36,1517,110.78,80.17,169
-34.3,1516,110.98,80.34,169
-32.4,1515,111.17,80.51,169
-33.1,1514,111.36,80.67,169
-35.9,1513,111.56,80.84,169
-35,1512,111.75,81.01,169
-34,1511,111.94,81.18,169
-34.3,1510,112.13,81.35,169
-36.3,1509,112.33,81.52,169
-36.1,1508,112.52,81.69,169
-35.6,1507,112.71,81.86,169
-37.1,1506,112.91,82.03,169
-35,1505,113.1,82.2,169
-33.6,1504,113.29,82.37,169
-34.6,1503,113.48,82.54,169
-35.7,1502,113.68,82.71,169
-34.2,1501,113.87,82.88,169
-34.9,1500,114.06,83.05,169
-34.8,1499,114.25,83.21,169
-34.6,1498,114.45,83.38,169
-35,1497,114.64,83.55,169
-35.6,1496,114.83,83.72,169
-35.6,1495,115.02,83.89,169
-36,1494,115.22,84.06,169
-36.4,1493,115.41,84.23,169
-34.9,1492,115.6,84.4,169
-35.4,1491,115.79,84.57,169
-34.6,1490,115.99,84.74,169
-34.2,1489,116.18,84.91,169
-34.4,1488,116.37,85.08,169
-34.9,1487,116.56,85.25,169
-36.1,1486,116.75,85.42,169
-36,1485,116.95,85.59,169
-35.8,1484,117.14,85.76,169
-36.6,1483,117.33,85.92,169
-34.6,1482,117.52,86.09,169
-33.8,1481,117.72,86.26,169
-33.8,1480,117.91,86.43,169
-34.6,1479,118.1,86.6,161
-35.4,1478,118.28,86.76,162
-36.3,1477,118.47,86.93,161
-35.6,1476,118.65,87.09,162
-34.9,1475,118.83,87.25,162
-34.6,1474,119.01,87.41,161
-36.3,1473,119.2,87.57,162
-37.9,1472,119.38,87.73,162
-36.8,1471,119.56,87.89,161
-35.3,1470,119.75,88.06,162
-35.4,1469,119.93,88.22,161
-35.2,1468,120.11,88.38,162
-35.1,1467,120.29,88.54,162
-34.5,1466,120.48,88.7,161
-34.1,1465,120.66,88.86,161
-35.6,1464,120.84,89.02,162
-37.4,1463,121.02,89.19,162
-36.7,1462,121.21,89.35,162
-36.2,1461,121.39,89.51,161
-35.6,1460,121.57,89.67,161
-35.9,1459,121.76,89.83,162
-36.8,1458,121.94,89.99,162
-33.5,1457,122.12,90.15,162
-33,1456,122.3,90.32,161
-34.7,1455,122.49,90.48,161
-35.8,1454,122.67,90.64,162
-36.7,1453,122.85,90.8,162
-34.9,1452,123.03,90.96,162
-34.5,1451,123.22,91.12,161
-34.8,1450,123.4,91.29,162
-34.8,1449,123.58,91.45,161
-35.5,1448,123.76,91.61,162
-35.1,1447,123.95,91.77,161
-34.9,1446,124.13,91.93,162
-35,1445,124.31,92.09,162
-35.7,1444,124.49,92.25,161
-35.6,1443,124.67,92.42,162
-35.8,1442,124.86,92.58,161
-34.2,1441,125.04,92.74,162
-31.8,1440,125.22,92.9,162
-32.3,1439,125.4,93.06,162
-34.9,1438,125.59,93.22,161
-36.5,1437,125.77,93.38,161
-35.2,1436,125.95,93.55,162
-36.2,1435,126.13,93.71,162
-36.7,1434,126.32,93.87,161
-35.3,1433,126.5,94.03,161
-34.4,1432,126.68,94.19,162
-34.5,1431,126.86,94.35,162
-35.2,1430,127.04,94.51,162
-34.8,1429,127.22,94.68,161
-35.7,1428,127.41,94.84,162
-36.8,1427,127.59,95,161
-35.7,1426,127.77,95.16,162
-35.3,1425,127.95,95.32,162
-35.9,1424,128.13,95.48,161
-35.6,1423,128.32,95.65,162
-35.3,1422,128.5,95.81,161
-34.2,1421,128.68,95.97,162
-33.7,1420,128.86,96.13,161
-33.8,1419,129.04,96.29,162
-33.4,1418,129.23,96.45,162
-33.6,1417,129.41,96.61,162
-34.9,1416,129.59,96.78,161
-35,1415,129.77,96.94,161
-34.5,1414,129.95,97.1,162
-34.8,1413,130.13,97.26,162
-34.3,1412,130.32,97.42,162
-35.4,1411,130.5,97.58,161
-35.4,1410,130.68,97.74,161
-34.8,1409,130.86,97.91,162
-36.1,1408,131.04,98.07,162
-36.4,1407,131.23,98.23,161
-34.9,1406,131.41,98.39,162
-34.5,1405,131.59,98.55,161
-35.6,1404,131.77,98.71,162
-35.6,1403,131.95,98.87,162
-36.7,1402,132.13,99.04,161
-37.2,1401,132.31,99.2,162
-36.8,1400,132.5,99.36,161
-35.4,1399,132.68,99.52,162
-34.4,1398,132.86,99.68,162
-33.9,1397,133.04,99.84,161
-34.9,1396,133.22,100.01,161
-35.9,1395,133.4,100.17,162
-35.3,1394,133.58,100.33,161
-35.1,1393,133.77,100.49,162
-35.4,1392,133.95,100.65,161
-35.5,1391,134.13,100.81,162
-37.5,1390,134.31,100.97,161
-36.2,1389,134.49,101.14,162
-35.8,1388,134.67,101.3,161
-37.7,1387,134.85,101.46,162
-36.6,1386,135.04,101.62,161
-35.7,1385,135.22,101.78,162
-34.6,1384,135.4,101.94,161
-34.8,1383,135.58,102.1,162
-35.6,1382,135.76,102.27,161
-35.5,1381,135.94,102.43,162
-35.2,1380,136.12,102.59,161
-33.5,1379,136.3,102.75,162
-33.2,1378,136.49,102.91,161
-34.6,1377,136.67,103.07,162
-36.4,1376,136.85,103.24,161
-36.4,1375,137.03,103.4,162
-37.3,1374,137.21,103.56,161
-36.6,1373,137.39,103.72,162
-35.4,1372,137.57,103.88,161
-34.2,1371,137.75,104.04,162
-34.8,1370,137.94,104.2,161
-35.3,1369,138.12,104.37,161
-34.1,1368,138.3,104.53,162
-33.6,1367,138.48,104.69,161
-35.1,1366,138.66,104.85,162
-36.8,1365,138.84,105.01,161
-36.7,1364,139.02,105.17,162
-34.4,1363,139.2,105.33,161
-33.7,1362,139.38,105.5,162
-31.8,1361,139.56,105.66,161
-34.6,1360,139.75,105.82,162
-35.7,1359,139.93,105.98,161
-35.6,1358,140.11,106.14,162
-36.1,1357,140.29,106.3,161
-35.3,1356,140.47,106.46,162
-35.3,1355,140.65,106.63,161
-35.4,1354,140.83,106.79,162
-34.7,1353,141.01,106.95,161
-35.7,1352,141.19,107.11,162
-37.2,1351,141.37,107.27,161
-35.6,1350,141.55,107.43,162
-35.1,1349,141.74,107.6,161
-36.7,1348,141.92,107.76,162
-36,1347,142.1,107.92,161
-35.2,1346,142.28,108.08,162
-35.6,1345,142.46,108.24,161
-35.1,1344,142.64,108.4,162
-34.1,1343,142.82,108.56,161
-35.2,1342,143,108.73,161
-33.6,1341,143.18,108.89,162
-34.9,1340,143.36,109.05,161
-37.2,1339,143.54,109.21,162
-36.2,1338,143.72,109.37,161
-35.4,1337,143.9,109.53,162
-35,1336,144.08,109.69,161
-37.3,1335,144.27,109.86,162
-36.9,1334,144.45,110.02,161
-35.1,1333,144.63,110.18,162
-35.1,1332,144.81,110.34,161
-34.6,1331,144.99,110.5,162
-36.3,1330,145.17,110.66,161
-37.3,1329,145.35,110.82,162
-37.8,1328,145.53,110.99,161
-35.9,1327,145.71,111.15,162
-35.9,1326,145.89,111.31,161
-36.5,1325,146.07,111.47,162
-35.4,1324,146.25,111.63,161
-36.3,1323,146.43,111.79,162
-36.7,1322,146.61,111.96,161
-35.5,1321,146.79,112.12,162
-36.1,1320,146.98,112.28,161
-35.6,1319,147.15,112.44,162
-36,1318,147.34,112.6,161
-36.1,1317,147.52,112.76,162
-36.8,1316,147.7,112.92,161
-35.9,1315,147.88,113.09,161
-32,1314,148.06,113.25,162
-31.9,1313,148.24,113.41,161
-33.2,1312,148.42,113.57,162
-34.2,1311,148.6,113.73,161
-34.7,1310,148.78,113.89,162
-36.1,1309,148.96,114.05,161
-36.2,1308,149.14,114.22,162
-35.3,1307,149.32,114.38,161
-35.7,1306,149.5,114.54,162
-35.9,1305,149.68,114.7,161
-36.4,1304,149.86,114.86,162
-33.1,1303,150.04,115.02,161
-35.7,1302,150.22,115.18,162
-36,1301,150.4,115.35,161
-34.4,1300,150.58,115.51,162
-34.8,1299,150.76,115.67,161
-36,1298,150.94,115.83,162
-35.2,1297,151.12,115.99,161
-34.9,1296,151.3,116.15,162
-36.2,1295,151.48,116.32,161
-35.3,1294,151.66,116.48,162
-34.8,1293,151.84,116.64,161
-34.9,1292,152.02,116.8,162
-35.8,1291,152.21,116.96,161
-35.3,1290,152.38,117.12,162
-33.2,1289,152.57,117.28,161
-34.5,1288,152.75,117.45,162
-33.9,1287,152.93,117.61,161
-35.5,1286,153.11,117.77,161
-35.2,1285,153.29,117.93,162
-35.7,1284,153.47,118.09,161
-36.3,1283,153.65,118.25,162
-35,1282,153.83,118.41,161
-34.3,1281,154.01,118.58,162
-32.9,1280,154.19,118.74,161
-33.7,1279,154.37,118.9,162
-35,1278,154.55,119.06,161
-36.7,1277,154.73,119.22,162
-36,1276,154.91,119.38,161
-36,1275,155.09,119.54,162
-35.7,1274,155.27,119.71,161
-34.3,1273,155.45,119.87,162
-34.6,1272,155.63,120.03,161
-34.9,1271,155.81,120.19,162
-34.4,1270,155.99,120.35,161
-34.3,1269,156.17,120.51,162
-36.3,1268,156.35,120.68,161
-35.4,1267,156.53,120.84,162
-34.7,1266,156.71,121,161
-36.9,1265,156.89,121.16,162
-35.8,1264,157.07,121.32,161
-34.9,1263,157.25,121.48,162
-35.5,1262,157.43,121.64,161
-38.1,1261,157.61,121.81,162
-36.4,1260,157.79,121.97,161
-35.7,1259,157.97,122.13,161
-36.2,1258,158.15,122.29,162
-36.6,1257,158.33,122.45,161
-36.6,1256,158.51,122.61,162
-35.8,1255,158.69,122.77,161
-35.9,1254,158.87,122.94,162
-35.5,1253,159.05,123.1,161
-35.5,1252,159.23,123.26,162
-35.5,1251,159.41,123.42,161
-34.1,1250,159.59,123.58,162
-34.1,1249,159.77,123.74,161
-35.9,1248,159.95,123.9,162
-35.3,1247,160.12,124.07,161
-33.9,1246,160.3,124.23,162
-34.1,1245,160.48,124.39,161
-35.3,1244,160.66,124.55,162
-36.2,1243,160.84,124.71,161
-36,1242,161.02,124.87,162
