d18O (permil),year (AD),depth (m)
-36.2,1865,29.58
-35.9,1864,29.75
-35.3,1863,29.92
-36.5,1862,30.1
-37.7,1861,30.27
-37.9,1860,30.45
-37.5,1859,30.62
-35.8,1858,30.79
-35.7,1857,30.96
-37.3,1856,31.14
-38.5,1855,31.31
-37.4,1854,31.48
-36.7,1853,31.65
-37,1852,31.82
-36.4,1851,31.99
-37.9,1850,32.16
-38.4,1849,32.33
-37.4,1848,32.5
-36.5,1847,32.67
-36.7,1846,32.84
-36.9,1845,33.01
-37.1,1844,33.17
-37.2,1843,33.34
-37.8,1842,33.51
-36.7,1841,33.68
-36,1840,33.84
-36.1,1839,34.01
-36.9,1838,34.18
-37.6,1837,34.34
-39.1,1836,34.51
-40.1,1835,34.68
-38.6,1834,34.84
-37.9,1833,35.01
-37.8,1832,35.17
-37.6,1831,35.34
-37.8,1830,35.5
-39.7,1829,35.66
-39.1,1828,35.83
-36.3,1827,35.99
-36,1826,36.16
-36.9,1825,36.32
-37.6,1824,36.48
-38.3,1823,36.64
-38.6,1822,36.81
-37,1821,36.97
-37.1,1820,37.13
-38,1819,37.29
-38.4,1818,37.45
-38.3,1817,37.62
-37.9,1816,37.78
-36.9,1815,37.94
-36.4,1814,38.11
-37.1,1813,38.28
-37.4,1812,38.44
-35.9,1811,38.61
-36,1810,38.78
-37.4,1809,38.94
-37.1,1808,39.11
-37.3,1807,39.27
-38,1806,39.44
-36,1805,39.61
-35.8,1804,39.77
-36,1803,39.93
-36.3,1802,40.1
-38.2,1801,40.26
-37.9,1800,40.43
-36.9,1799,40.59
-37.5,1798,40.75
-38.2,1797,40.92
-37.1,1796,41.08
-36.5,1795,41.24
-37,1794,41.41
-37.5,1793,41.57
-38.5,1792,41.73
-37.7,1791,41.89
-37.8,1790,42.06
-38.5,1789,42.22
-38.1,1788,42.38
-38.1,1787,42.54
-37.2,1786,42.7
-37.3,1785,42.86
-37.4,1784,43.03
-38,1783,43.19
-37.7,1782,43.34
-37,1781,43.5
-36.6,1780,43.65
-36.8,1779,43.81
-38.2,1778,43.96
-38,1777,44.12
-36,1776,44.27
-35.1,1775,44.43
-35.1,1774,44.58
-34.6,1773,44.74
-34.5,1772,44.89
-36.3,1771,45.05
-36.8,1770,45.2
-36.2,1769,45.36
-36.3,1768,45.51
-36.9,1767,45.66
-37.5,1766,45.82
-37.9,1765,45.97
-37.3,1764,46.12
-36.5,1763,46.28
-36.6,1762,46.43
-37.5,1761,46.58
-37.3,1760,46.74
-37.6,1759,46.89
-38.4,1758,47.04
-37.1,1757,47.19
-36,1756,47.34
-35.8,1755,47.5
-37.7,1754,47.65
-38.6,1753,47.8
-37.9,1752,47.95
-36.8,1751,48.1
-36.8,1750,48.25
-37.3,1749,48.41
-37,1748,48.56
-36.8,1747,48.71
-37.1,1746,48.86
-37.7,1745,49.01
-37.7,1744,49.16
-37.1,1743,49.31
-37,1742,49.46
-37.9,1741,49.61
-37.9,1740,49.76
-37.7,1739,49.91
-38,1738,50.06
-38.5,1737,50.21
-38.2,1736,50.36
-37.4,1735,50.51
-37.3,1734,50.66
-37.6,1733,50.81
-37.4,1732,50.96
-37.6,1731,51.1
-38.4,1730,51.25
-38.1,1729,51.4
-37.2,1728,51.55
-37.3,1727,51.7
-37.4,1726,51.85
-37.3,1725,52
-38.2,1724,52.14
-38.5,1723,52.29
-38.4,1722,52.44
-38.1,1721,52.59
-38.8,1720,52.74
-39.3,1719,52.88
-38.6,1718,53.03
-38.4,1717,53.18
-38.5,1716,53.32
-38.1,1715,53.47
-37.4,1714,53.62
-36.5,1713,53.77
-37,1712,53.91
-36.7,1711,54.06
-36.5,1710,54.21
-35.7,1709,54.35
-36.1,1708,54.5
-36.9,1707,54.65
-36.9,1706,54.79
-36.9,1705,54.94
-37.4,1704,55.08
-36.7,1703,55.23
-35.4,1702,55.38
-35.7,1701,55.52
-35.7,1700,55.67
-36.3,1699,55.81
-37,1698,55.96
-37.9,1697,56.1
-39.2,1696,56.25
-38.9,1695,56.39
-38.9,1694,56.54
-38.1,1693,56.68
-38,1692,56.82
-37.7,1691,56.97
-37.8,1690,57.11
-38.4,1689,57.25
-37.9,1688,57.39
-36.7,1687,57.53
-36,1686,57.67
-36.5,1685,57.81
-37.7,1684,57.95
-37.8,1683,58.1
-37.2,1682,58.24
-37.6,1681,58.38
-38.1,1680,58.52
-38.1,1679,58.66
-38.8,1678,58.8
-39.2,1677,58.94
-38.8,1676,59.08
-38.3,1675,59.22
-38.4,1674,59.36
-38.8,1673,59.5
-38.9,1672,59.64
-39.1,1671,59.78
-38.8,1670,59.92
-38.1,1669,60.06
-37.5,1668,60.2
-37.8,1667,60.34
-38.6,1666,60.48
-39.2,1665,60.62
-37.2,1664,60.76
-35.4,1663,60.9
-35.4,1662,61.04
-36.3,1661,61.18
-37.2,1660,61.32
-37.5,1659,61.46
-37.4,1658,61.6
-36.5,1657,61.73
-36.1,1656,61.87
-36.5,1655,62.01
-37.5,1654,62.15
-37.9,1653,62.29
-37.8,1652,62.43
-38.2,1651,62.57
-39,1650,62.71
-39.1,1649,62.84
-38.6,1648,62.98
-37.9,1647,63.12
-38.3,1646,63.26
-37.8,1645,63.4
-37.2,1644,63.54
-37.8,1643,63.67
-37.5,1642,63.81
-36.9,1641,63.95
-37,1640,64.09
-37.7,1639,64.23
-39,1638,64.36
-39.8,1637,64.5
-38.8,1636,64.64
-37.6,1635,64.78
-37.7,1634,64.91
-38,1633,65.05
-38.2,1632,65.19
-38.2,1631,65.33
-38.1,1630,65.46
-36.3,1629,65.6
-35.7,1628,65.74
-36.2,1627,65.88
-36.1,1626,66.01
-37.4,1625,66.15
-38.2,1624,66.29
-37.8,1623,66.42
-36.9,1622,66.56
-35.3,1621,66.7
-35.4,1620,66.83
-36,1619,66.97
-35.6,1618,67.11
-36,1617,67.24
-36.7,1616,67.38
-36.3,1615,67.52
-35.6,1614,67.65
-35.6,1613,67.79
-36.6,1612,67.92
-38.1,1611,68.06
-38.7,1610,68.2
-38.6,1609,68.33
-38.4,1608,68.47
-37.9,1607,68.61
-37.7,1606,68.74
-37.6,1605,68.88
-37.1,1604,69.01
-38.2,1603,69.15
-38.7,1602,69.28
-37.6,1601,69.42
-36.9,1600,69.56
-36.7,1599,69.69
-37.4,1598,69.83
-38.7,1597,69.97
-38.9,1596,70.1
-38.5,1595,70.24
-37.1,1594,70.38
-35.4,1593,70.51
-35.2,1592,70.65
-36.7,1591,70.78
-38.2,1590,70.92
-37.8,1589,71.06
-37.9,1588,71.19
-38.5,1587,71.33
-38.2,1586,71.46
-37.2,1585,71.6
-35.5,1584,71.73
-34.6,1583,71.87
-34.6,1582,72.01
-35.7,1581,72.14
-36.9,1580,72.28
-37.4,1579,72.41
-38,1578,72.55
-37.7,1577,72.68
-37.1,1576,72.82
-36.7,1575,72.95
-36.1,1574,73.09
-36.3,1573,73.23
-36.7,1572,73.36
-35.7,1571,73.5
-35.6,1570,73.63
-36.9,1569,73.77
-37.5,1568,73.9
-37.2,1567,74.04
-37.7,1566,74.17
-38.7,1565,74.31
-38.7,1564,74.44
-38.7,1563,74.58
-38.6,1562,74.71
-37.4,1561,74.84
-35.6,1560,74.98
-35.6,1559,75.11
-36.2,1558,75.25
-36.1,1557,75.38
-36.9,1556,75.52
-38,1555,75.65
-37.8,1554,75.79
-37.4,1553,75.92
-37,1552,76.06
-37.2,1551,76.19
-37.3,1550,76.32
-37.7,1549,76.46
-37.1,1548,76.59
-36.2,1547,76.73
-36.3,1546,76.86
-37.3,1545,76.99
-37.8,1544,77.13
-37.7,1543,77.26
-37.2,1542,77.4
-36.4,1541,77.53
-36.2,1540,77.66
-36.6,1539,77.8
-38.2,1538,77.93
-39,1537,78.07
-37.8,1536,78.2
-37.1,1535,78.33
-37.6,1534,78.47
-38,1533,78.6
-37.2,1532,78.73
-36.3,1531,78.87
-37,1530,79
-37.2,1529,79.13
-36.7,1528,79.27
-36,1527,79.4
-36,1526,79.53
-36.2,1525,79.67
-36.3,1524,79.8
-36.1,1523,79.93
-36.6,1522,80.07
-36.7,1521,80.2
-36.4,1520,80.33
-37.1,1519,80.47
-37.7,1518,80.6
-38.1,1517,80.73
-37,1516,80.87
-36.4,1515,81
-36.6,1514,81.13
-36.6,1513,81.26
-37.1,1512,81.4
-37.2,1511,81.53
-36.3,1510,81.66
-35.7,1509,81.8
-35.8,1508,81.93
-36,1507,82.06
-36.1,1506,82.19
-36.7,1505,82.33
-36.8,1504,82.46
-36,1503,82.59
-35.5,1502,82.72
-35.9,1501,82.86
-36.8,1500,82.99
-37.1,1499,83.12
-35.9,1498,83.25
-35.7,1497,83.39
-35.7,1496,83.52
-34.6,1495,83.65
-34.1,1494,83.78
-34.4,1493,83.92
-35.6,1492,84.05
-36.7,1491,84.18
-36.3,1490,84.31
-36.4,1489,84.44
-36.2,1488,84.58
-36.2,1487,84.71
-36.4,1486,84.84
-36.2,1485,84.97
-36,1484,85.1
-35.7,1483,85.24
-36,1482,85.37
-36.2,1481,85.5
-36.3,1480,85.63
-36.2,1479,85.76
-35.6,1478,85.9
-35.5,1477,86.03
-36.4,1476,86.16
-37.2,1475,86.29
-37.6,1474,86.42
-37.5,1473,86.55
-38,1472,86.69
-38.1,1471,86.82
-37,1470,86.95
-36.8,1469,87.08
-36.8,1468,87.21
-37.2,1467,87.34
-37.9,1466,87.48
-38.1,1465,87.61
-37.9,1464,87.74
-37.4,1463,87.87
-36.9,1462,88
-37.2,1461,88.13
-38,1460,88.26
-38,1459,88.4
-36.9,1458,88.53
-36.2,1457,88.66
-36.1,1456,88.79
-35.9,1455,88.92
-35.6,1454,89.05
-36.2,1453,89.18
-35.8,1452,89.31
-34.8,1451,89.44
-36.2,1450,89.58
-37.5,1449,89.71
-37.7,1448,89.84
-37.7,1447,89.97
-37.5,1446,90.1
-37.1,1445,90.23
-37.1,1444,90.36
-37.4,1443,90.49
-36.4,1442,90.62
-35.9,1441,90.75
-36.1,1440,90.89
-36.4,1439,91.02
-36.1,1438,91.15
-35.7,1437,91.28
-36.5,1436,91.41
-37.1,1435,91.54
-36.7,1434,91.67
-36.7,1433,91.8
-38.4,1432,91.93
-38.4,1431,92.06
-37.3,1430,92.19
-37.1,1429,92.32
-37.2,1428,92.45
-36.8,1427,92.58
-36.4,1426,92.71
-36.2,1425,92.84
-36.3,1424,92.97
-36.3,1423,93.11
-36.1,1422,93.24
-36.4,1421,93.37
-37.2,1420,93.5
-37.9,1419,93.63
-37.6,1418,93.76
-36.7,1417,93.89
-35.5,1416,94.02
-35.3,1415,94.15
-35.5,1414,94.28
-35.3,1413,94.41
-35.7,1412,94.54
-35.8,1411,94.67
-36.5,1410,94.8
-36.3,1409,94.93
-35.3,1408,95.06
-34.6,1407,95.19
-35.1,1406,95.32
-35.6,1405,95.45
-36.4,1404,95.58
-37.2,1403,95.71
-37.4,1402,95.84
-36.6,1401,95.97
-36.7,1400,96.1
-37.6,1399,96.23
-38.2,1398,96.36
-38.4,1397,96.49
-38.1,1396,96.62
-36.7,1395,96.75
-36.2,1394,96.88
-36.2,1393,97.01
-36.9,1392,97.14
-37.5,1391,97.27
-38.1,1390,97.4
-39.5,1389,97.53
-39.8,1388,97.66
-38.9,1387,97.79
-37.7,1386,97.92
-38,1385,98.05
-38,1384,98.18
-37.2,1383,98.31
-36.8,1382,98.43
-37.6,1381,98.56
-38.4,1380,98.69
-38.2,1379,98.82
-37.8,1378,98.95
-37.2,1377,99.08
-36.4,1376,99.21
-36.4,1375,99.34
-36.8,1374,99.47
-37.5,1373,99.6
-38,1372,99.73
-37.5,1371,99.86
-37.6,1370,99.99
-36.7,1369,100.12
-35,1368,100.25
-34.6,1367,100.38
-35.3,1366,100.51
-36.9,1365,100.63
-38.1,1364,100.76
-37.8,1363,100.89
