d18O (permil),year (AD),depth (cm),d18O (permil)
-36.68,1908,NA,-31.53
-38.81,1907,NA,-31.5
-40.41,1906,NA,-33.06
-40.45,1905,NA,-34.04
-35.94,1904,NA,-29.65
-34.82,1903,NA,-32.12
-38.36,1902,NA,-32.83
-35.19,1901,NA,-27.87
-40.49,1900,NA,-35.81
-36.87,1899,NA,-30.41
-36.32,1898,NA,-32.92
-34.48,1897,NA,-31.29
-35.72,1896,NA,-32.51
-34.93,1895,NA,-26.41
-38.46,1894,NA,-29.26
-39.29,1893,NA,-33.26
-36.17,1892,NA,-33.01
-37.89,1891,NA,-31.63
-39.06,1890,NA,-33.59
-37.13,1889,NA,-26.63
-34.81,1888,NA,-30.52
-36.79,1887,NA,-32.66
-36.96,1886,NA,-31.86
-37.49,1885,NA,-31.59
-36.49,1884,NA,-30.75
-38.39,1883,NA,-29.1
-38.4,1882,NA,-31.38
-35.81,1881,NA,-30.9
-35.19,1880,NA,-29.18
-33.42,1879,NA,-33.34
-37.81,1878,NA,-32.39
-36.29,1877,NA,-32.14
-36.62,1876,NA,-29.68
-35.17,1875,NA,-31.08
-37.99,1874,NA,-29.9
-36.46,1873,NA,-33.04
-36.29,1872,NA,-29.64
-35.3,1871,NA,-29.98
-36.98,1870,NA,-29.7
-38.07,1869,NA,-32.83
-33.43,1868,NA,-31.07
-35.11,1867,NA,-30.36
-32.94,1866,NA,-31.55
-34.44,1865,NA,-31.42
-40.29,1864,NA,-30.43
-35.97,1863,NA,-34.03
-36.78,1862,NA,-31.54
-37.19,1861,NA,-33.46
-38.06,1860,NA,-33.77
-34.85,1859,NA,-32.23
-36.59,1858,NA,-29.89
-36.51,1857,NA,-32.6
-32.25,1856,NA,-31.93
-33.81,1855,NA,-29.57
-37.04,1854,NA,-31.26
-33.99,1853,NA,-33.7
-34.46,1852,NA,-30.96
-34.84,1851,NA,-31.37
-34.49,1850,NA,-32.89
-36.49,1849,NA,-32.05
-36.02,1848,NA,-32.68
-34.8,1847,NA,-31.55
-35.01,1846,NA,-31.21
-37.14,1845,NA,-30.23
-39.04,1844,NA,-34.22
-33.89,1843,NA,-32.62
-35.91,1842,NA,-28.99
-33.89,1841,NA,-29.69
-36.4,1840,NA,-30.15
-37.93,1839,NA,-30.98
-36.14,1838,NA,-32.5
-37.79,1837,NA,-30.63
-37.44,1836,NA,-32.69
-40.33,1835,NA,-34.4
-37.24,1834,NA,-32.88
-35.88,1833,NA,-30.81
-32.98,1832,NA,-31.93
-36.4,1831,NA,-29.45
-33.85,1830,NA,-33.4
-34.49,1829,NA,-33.04
-34.87,1828,NA,-30.12
-36.43,1827,NA,-31.85
-38.46,1826,NA,-32.72
-35.64,1825,NA,-30.59
-39.74,1824,NA,-30.87
-35.98,1823,NA,-35.06
-37.04,1822,NA,-29.66
-35.5,1821,NA,-33.11
-36.34,1820,NA,-29.01
-35.05,1819,NA,-33.16
-37.56,1818,NA,-31.9
-36.74,1817,NA,-30.5
-33.42,1816,NA,-32.75
-39.01,1815,NA,-30.09
-36.23,1814,NA,-31.1
-35.62,1813,NA,-30.05
-35.68,1812,NA,-32.96
-41.4,1811,NA,-28.8
-33.96,1810,NA,-30.73
-33.33,1809,NA,-29.65
-38.5,1808,NA,-30.63
-36.15,1807,NA,-31.99
-35.53,1806,NA,-29.92
-37.29,1805,NA,-27.84
-33.29,1804,NA,-31.74
-39.26,1803,NA,-31.24
-38.77,1802,NA,-36.98
-35.03,1801,NA,-32.44
-36.57,1800,NA,-29.48
-36.06,1799,NA,-33.3
-34.26,1798,NA,-32.85
-35.92,1797,NA,-31.96
-35.99,1796,NA,-31.71
-34.88,1795,NA,-31.58
-36.74,1794,NA,-31.44
-36.3,1793,NA,-33.31
-35.46,1792,NA,-30.37
-36.65,1791,NA,-29.42
-37.87,1790,NA,-28.08
-35.17,1789,NA,-31.15
-36.3,1788,NA,-32.79
-33.81,1787,NA,-28.58
-36.38,1786,NA,-29.94
-35.73,1785,NA,-30.39
-34.02,1784,NA,-31.84
-35.25,1783,NA,-28.48
-33.74,1782,NA,-33.78
-35.83,1781,NA,-30.67
-35.55,1780,NA,-30.62
-39.32,1779,NA,-32.46
-36.65,1778,NA,-35.2
