d18O (permil),year (AD),depth (mm),d13C (permil)
-4.41,779.2,229.2,-8.9
-4.16,778.8,229.3,-8.92
-3.98,778.4,229.4,-8.81
-3.63,778,229.5,-8.59
-3.82,777.6,229.6,-8.72
-3.67,777.1,229.7,-8.65
-3.51,776.7,229.8,-8.58
-3.69,776.2,229.9,-8.68
-3.59,775.7,230,-8.59
-3.51,775.3,230.1,-8.51
-3.55,774.8,230.2,-8.35
-3.76,774.3,230.3,-8.22
-3.7,773.9,230.4,-8.37
-3.73,773.5,230.5,-8.34
-3.6,773.2,230.6,-8.36
-3.55,772.7,230.7,-8.37
-3.7,772.3,230.8,-8.41
-3.57,771.9,230.9,-8.49
-3.47,771.4,231,-8.41
-3.49,771,231.1,-8.38
-3.52,770.4,231.2,-8.32
-3.53,769.8,231.3,-8.36
-3.7,769.2,231.4,-8.3
-3.92,768.7,231.5,-8.42
-3.87,768.2,231.6,-8.31
-3.98,767.6,231.7,-8.22
-4,767.1,231.8,-8.28
-4.05,766.6,231.9,-8.23
-4.18,766.1,232,-8.22
-4.19,765.6,232.1,-8.11
-4.07,765,232.2,-8.15
-4.01,764.3,232.3,-8.23
-3.98,763.7,232.4,-8.28
-3.99,763,232.5,-8.34
-3.86,762.5,232.6,-8.31
-3.95,762,232.7,-8.37
-3.91,761.5,232.8,-8.24
-3.96,760.7,232.9,-8.38
-3.86,760.1,233,-8.34
-3.95,759.5,233.1,-8.41
-3.76,759,233.2,-8.23
-3.86,758.4,233.3,-8.33
-3.82,757.7,233.4,-8.23
-3.95,757.2,233.5,-8.38
-3.95,756.7,233.6,-8.49
-4.04,756.2,233.7,-8.73
-3.9,755.8,233.8,-8.86
-3.79,755.2,233.9,-8.53
-3.77,754.7,234,-8.56
-3.71,753.9,234.1,-8.4
-3.74,753.3,234.2,-8.6
-3.87,752.6,234.3,-8.66
-3.94,751.8,234.4,-9
-4.05,751.3,234.5,-8.92
-3.94,750.7,234.6,-8.84
-3.98,750.1,234.7,-8.76
-3.91,749.5,234.8,-8.59
-3.86,748.9,234.9,-8.42
-3.82,748.3,235,-8.51
-3.81,747.6,235.1,-8.62
-3.94,746.9,235.2,-8.85
-3.98,746.2,235.3,-8.92
-3.99,745.6,235.4,-8.97
-4.02,745.1,235.5,-8.9
-3.9,744.5,235.6,-8.67
-4.03,744,235.7,-8.49
-3.99,743.4,235.8,-8.38
-3.79,742.8,235.9,-8.44
-3.95,742.2,236,-8.51
-3.85,741.6,236.1,-8.55
-3.83,741.1,236.2,-8.53
-3.8,740.6,236.3,-8.64
-3.82,740.2,236.4,-8.6
-3.9,739.8,236.5,-8.74
-3.75,739.1,236.6,-8.4
-3.8,738.4,236.7,-8.26
-3.77,737.7,236.8,-8.21
-3.83,737.1,236.9,-8.24
-3.76,736.6,237,-8.55
-3.77,736,237.1,-8.72
-3.82,735.4,237.2,-8.96
-3.73,734.8,237.3,-8.85
-3.65,734.2,237.4,-8.77
-3.72,733.6,237.5,-8.8
-3.8,733.1,237.6,-8.87
-3.66,732.5,237.7,-8.64
-3.66,732,237.8,-8.53
-3.57,731.5,237.9,-8.59
-3.59,731,238,-8.63
-3.43,730.6,238.1,-8.51
-3.62,730.1,238.2,-8.53
-3.75,729.6,238.3,-8.44
-3.72,729.1,238.4,-8.12
-3.64,728.7,238.5,-7.83
-3.66,728.3,238.6,-7.97
-3.7,727.9,238.7,-8.19
-3.7,727.4,238.8,-8
-3.81,727,238.9,-8.26
-4.01,726.5,239,-8.42
-3.97,726,239.1,-8.44
-4.07,725.5,239.2,-8.44
-4.11,725,239.3,-8.36
-4.2,724.6,239.4,-8.56
-4.13,724.1,239.5,-8.46
-3.94,723.7,239.6,-8.34
-4.05,723.3,239.7,-8.4
-4.06,722.9,239.8,-8.65
-4.13,722.4,239.9,-8.61
-4.14,721.8,240,-8.63
-4,721.3,240.1,-8.54
-4.05,720.9,240.2,-8.49
-3.81,720.5,240.3,-8.35
-3.99,720.1,240.4,-8.6
-3.82,719.6,240.5,-8.39
-3.88,719.2,240.6,-8.55
-3.74,718.8,240.7,-8.55
-3.83,718.3,240.8,-8.7
-3.77,718,240.9,-8.71
-3.73,717.5,241,-8.64
-3.94,717.1,241.1,-8.7
-3.91,716.6,241.2,-8.63
-3.95,716.2,241.3,-8.61
-3.86,715.7,241.4,-8.4
-4.06,715.2,241.5,-8.63
-3.93,714.9,241.6,-8.49
-3.83,714.7,241.7,-8.42
-3.82,714.3,241.8,-8.34
-3.81,713.9,241.9,-8.32
-3.66,713.6,242,-8
-3.71,713.4,242.1,-8.25
-3.74,712.9,242.2,-8.18
-3.71,712.4,242.3,-8.21
-3.69,712.1,242.4,-8.17
-3.81,711.8,242.5,-8.27
-3.8,711.4,242.6,-8.05
-3.73,710.8,242.7,-7.72
-3.82,710.3,242.8,-7.43
-3.72,709.9,242.9,-7.13
-3.71,709.7,243,-7.05
-3.57,709.3,243.1,-7.07
-3.52,709,243.2,-7.15
-3.9,708.5,243.3,-7.13
-3.77,708.1,243.4,-7.58
-3.81,707.9,243.5,-7.75
-3.92,707.5,243.6,-7.96
-4.1,707.1,243.7,-8.12
-4.27,706.9,243.8,-8.46
-4.22,706.6,243.9,-8.4
-4.49,706.4,244,-8.75
-4.54,706.1,244.1,-8.74
-4.37,705.8,244.2,-8.77
-4.5,705.6,244.3,-8.84
-4.5,705.3,244.4,-8.93
-4.64,705.1,244.5,-9.17
-4.36,704.9,244.6,-9.05
-4.38,704.7,244.7,-8.97
-4.52,704.5,244.8,-9.22
-4.09,704.4,244.9,-9.03
-4.08,704.2,245,-8.95
-3.98,704,245.1,-9.02
-4.07,703.8,245.2,-8.69
-4.26,703.5,245.3,-8.74
-4.09,703.1,245.4,-8.45
-4.25,702.9,245.5,-8.41
-3.93,702.6,245.6,-8.33
-3.91,702.2,245.7,-8.61
-3.97,701.9,245.8,-8.63
-3.86,701.5,245.9,-8.71
-4.09,701.1,246,-8.77
-4.21,700.6,246.1,-8.64
-4.32,700.3,246.2,-8.8
-4.17,699.9,246.3,-8.69
-4.01,699.5,246.4,-8.75
-4.06,699.1,246.5,-8.81
-4.02,698.7,246.6,-8.7
-4.08,698.2,246.7,-8.75
-3.97,697.7,246.8,-8.6
-4.12,697.2,246.9,-8.72
-4.18,696.8,247,-8.72
-3.99,696.3,247.1,-8.48
-4.28,695.7,247.2,-8.57
-4.33,695.3,247.3,-8.77
-4.6,694.8,247.4,-8.84
-4.43,694.5,247.5,-8.88
-4.57,694.1,247.6,-9.1
-4.46,693.7,247.7,-9.27
-4.4,693.2,247.8,-9.3
-4.18,692.7,247.9,-9.44
-4.4,692.3,248,-9.41
-4.6,691.8,248.1,-9.68
-4.26,691.1,248.2,-9.52
-4.51,690.6,248.3,-9.45
-4.3,690,248.4,-9.4
-4.43,689.4,248.5,-9.08
-4.39,689.1,248.6,-9.29
-4.27,688.4,248.7,-9.29
-4.43,687.9,248.8,-9.51
-4.43,687.6,248.9,-9.47
-4.24,686.8,249,-9.22
-4.32,686.1,249.1,-9.37
-4.29,685.5,249.2,-9.1
-4.13,685,249.3,-8.63
-4.36,684.5,249.4,-8.94
-4,683.9,249.5,-8.71
-4.37,683.6,249.6,-8.84
-4.16,683.1,249.7,-8.63
-4.29,682.6,249.8,-8.72
-4.43,681.9,249.9,-8.64
-4.36,681.4,250,-8.67
-4.15,680.9,250.1,-8.48
-4.07,680.5,250.2,-8.44
-4.09,680,250.3,-8.58
-4.09,679.5,250.4,-8.57
-4.04,678.9,250.5,-8.59
-3.95,678.3,250.6,-8.41
-4.06,677.7,250.7,-8.69
-3.98,677.2,250.8,-8.67
-4.17,676.7,250.9,-8.82
-3.95,676.1,251,-8.8
-3.93,675.5,251.1,-8.65
-3.91,674.8,251.2,-8.86
-3.91,674.4,251.3,-8.83
-3.9,673.9,251.4,-8.72
-3.95,673.3,251.5,-8.88
-3.89,672.8,251.6,-8.62
-4.06,672.3,251.7,-8.92
-3.83,671.9,251.8,-8.74
-3.72,671.5,251.9,-8.74
-3.78,671.1,252,-8.87
-3.78,670.7,252.1,-8.93
-3.64,670.3,252.2,-8.8
-3.81,669.9,252.3,-8.85
-3.66,669.5,252.4,-8.68
-3.71,669.1,252.5,-8.58
-3.68,668.7,252.6,-8.75
-3.75,668.3,252.7,-8.55
-3.91,667.9,252.8,-8.68
-3.78,667.5,252.9,-8.64
-3.71,667.1,253,-8.56
-3.96,666.6,253.1,-8.71
-3.83,666.1,253.2,-8.78
-3.91,665.6,253.3,-8.75
-3.96,665.1,253.4,-8.84
-3.73,664.7,253.5,-8.65
-4.12,664.3,253.6,-8.85
-4.04,663.9,253.7,-8.76
-3.99,663.5,253.8,-8.7
-4.09,663.1,253.9,-8.89
-4.07,662.8,254,-8.82
-3.95,662.4,254.1,-8.9
-3.9,662.1,254.2,-8.92
-3.93,661.7,254.3,-8.91
-3.95,661.3,254.4,-9.02
-4,660.9,254.5,-8.95
-4.03,660.4,254.6,-9.14
-3.9,660,254.7,-9.07
-3.99,659.6,254.8,-9.01
-4.12,659.1,254.9,-9.2
-4.07,658.7,255,-9.19
-4.26,658.2,255.1,-9.23
-4.26,657.8,255.2,-9.11
-4.23,657.4,255.3,-9.06
-4.39,656.9,255.4,-9.38
-4.34,656.5,255.5,-9.43
-4.48,656.1,255.6,-9.53
-4.55,655.7,255.7,-9.65
-4.74,655.3,255.8,-9.78
-4.72,654.9,255.9,-9.66
-4.79,654.5,256,-9.71
-4.78,654.1,256.1,-9.71
-4.73,653.7,256.2,-9.59
-4.74,653.3,256.3,-9.45
-4.76,652.9,256.4,-9.35
-4.72,652.5,256.5,-9.56
-4.74,652.1,256.6,-9.4
-4.54,651.7,256.7,-9.35
-4.74,651.3,256.8,-9.34
-4.86,650.9,256.9,-9.24
-5.04,650.5,257,-9.07
-4.77,650.1,257.1,-8.97
-4.81,649.7,257.2,-9.03
-4.79,649.3,257.3,-8.71
-4.81,648.9,257.4,-8.82
-4.47,648.5,257.5,-8.68
-4.63,648.1,257.6,-8.8
-4.65,647.7,257.7,-8.71
-4.6,647.4,257.8,-8.61
-4.73,647.1,257.9,-8.63
-4.7,646.7,258,-8.78
-4.3,646.3,258.1,-8.74
-4.09,645.9,258.2,-8.44
-4.47,645.6,258.3,-8.46
-4.47,645.2,258.4,-8.54
-4.48,644.8,258.5,-8.99
-4.54,644.5,258.6,-8.61
-4.31,644.1,258.7,-8.47
-4.21,643.7,258.8,-8.46
-4.35,643.4,258.9,-8.61
-4.13,643,259,-8.21
-4,642.7,259.1,-8.13
-4.12,642.3,259.2,-8.19
-4,641.9,259.3,-8.23
-4.06,641.6,259.4,-8.18
-3.92,641.2,259.5,-8.21
-4.31,640.8,259.6,-8.37
-4.11,640.4,259.7,-8.34
-4.19,640,259.8,-8.35
-4.31,639.6,259.9,-8.47
-4.36,639.2,260,-8.59
-4.15,638.8,260.1,-8.6
-4.39,638.3,260.2,-8.74
-4.22,637.9,260.3,-8.77
-4.31,637.4,260.4,-8.81
-4.33,637,260.5,-8.97
-4.19,636.5,260.6,-8.97
-3.91,636.1,260.7,-8.72
-4.04,635.7,260.8,-8.88
-4.12,635.3,260.9,-9.21
-4.07,634.9,261,-9.25
-4.01,634.5,261.1,-9.19
-4.08,634.1,261.2,-9.36
-4.06,633.7,261.3,-9.46
-4.26,633.3,261.4,-9.64
-4.19,632.9,261.5,-9.71
-4.21,632.5,261.6,-9.66
-4.22,632.1,261.7,-9.74
-4.16,631.7,261.8,-9.77
-4.52,631.4,261.9,-9.97
-4.52,631,262,-10.13
-4.56,630.6,262.1,-10.01
-4.58,630.2,262.2,-9.88
-4.6,629.9,262.3,-9.49
-4.77,629.5,262.4,-9.62
-4.77,629.1,262.5,-9.3
-4.81,628.7,262.6,-9.37
-4.75,628.3,262.7,-9.31
-4.87,627.9,262.8,-9.36
-4.71,627.4,262.9,-9.43
-4.81,627,263,-9.54
-4.67,626.6,263.1,-9.56
-4.51,626.2,263.2,-9.61
-4.3,625.9,263.3,-9.35
-4.3,625.5,263.4,-9.57
-4.29,625.1,263.5,-9.74
-4.15,624.7,263.6,-9.69
-4.28,624.3,263.7,-9.79
-4.3,624,263.8,-9.88
-4.52,623.7,263.9,-10.14
-4.39,623.3,264,-9.98
-4.63,622.9,264.1,-10.03
-4.57,622.5,264.2,-9.97
-4.67,622,264.3,-9.98
-4.76,621.6,264.4,-10.11
-4.63,621.2,264.5,-9.7
-4.84,620.8,264.6,-9.96
-4.62,620.4,264.7,-9.8
-4.56,620,264.8,-9.6
-4.73,619.6,264.9,-9.69
-4.79,619.2,265,-9.56
-4.63,618.9,265.1,-9.61
-4.54,618.6,265.2,-9.1
-4.41,618.2,265.3,-9.43
-4.47,618,265.4,-9.48
-4.37,617.6,265.5,-9.41
-4.56,617.1,265.6,-9.49
-4.57,616.7,265.7,-9.49
-4.55,616.3,265.8,-9.15
-4.4,615.9,265.9,-9.09
-4.33,615.4,266,-9.07
-4.51,615,266.1,-9.13
-4.56,614.5,266.2,-9.02
-4.65,614,266.3,-9.23
-4.75,613.6,266.4,-9.35
-4.51,613.1,266.5,-9.31
-4.32,612.7,266.6,-9.34
-4.45,612.3,266.7,-9.44
-4.48,611.9,266.8,-9.62
-4.47,611.5,266.9,-9.61
-4.25,611.2,267,-9.56
-4.34,610.8,267.1,-9.52
-4.39,610.5,267.2,-9.53
-4.34,610.1,267.3,-9.45
-4.02,609.7,267.4,-9
-4.15,609.3,267.5,-8.92
-3.95,609,267.6,-8.71
-3.83,608.6,267.7,-8.63
-3.93,608.3,267.8,-8.41
-3.72,608,267.9,-8.49
-3.74,607.6,268,-8.45
-3.63,607.2,268.1,-8.26
-3.5,606.8,268.2,-8.26
-3.65,606.5,268.3,-8.24
-3.47,606,268.4,-8.22
-3.43,605.5,268.5,-8.12
-3.42,605,268.6,-8.01
-3.3,604.6,268.7,-7.88
-3.37,604.2,268.8,-7.71
-3.47,603.8,268.9,-7.66
-3.61,603.4,269,-7.49
-3.6,603,269.1,-7.47
-3.55,602.7,269.2,-7.36
-3.74,602.4,269.3,-7.39
-3.6,602,269.4,-7.13
-3.53,601.6,269.5,-7.03
-3.71,601.2,269.6,-7.21
-3.58,600.7,269.7,-7.22
-3.7,600.3,269.8,-7.32
-3.68,599.8,269.9,-7.63
-3.73,599.4,270,-7.75
-3.67,598.9,270.1,-7.68
-3.84,598.4,270.2,-7.97
-3.62,597.9,270.3,-7.91
-3.77,597.4,270.4,-8.23
-3.78,596.9,270.5,-8.28
-3.93,596.5,270.6,-8.15
-4.03,596,270.7,-8.42
-3.91,595.6,270.8,-8.42
-3.68,595.1,270.9,-8.41
-3.93,594.7,271,-8.57
-3.74,594.4,271.1,-8.34
-3.8,593.9,271.2,-8.46
-3.96,593.5,271.3,-8.54
-4.09,593,271.4,-8.83
-3.97,592.6,271.5,-8.9
-4.17,592.1,271.6,-9.14
-4.28,591.7,271.7,-9.26
-4.23,591.2,271.8,-9.27
-4.3,590.8,271.9,-9.41
-4.12,590.3,272,-9.33
-4.16,589.8,272.1,-9.17
-4.37,589.3,272.2,-9.28
-4.26,588.8,272.3,-9.26
-4.38,588.3,272.4,-9.33
-4.61,587.8,272.5,-9.46
-4.59,587.2,272.6,-9.44
-4.49,586.7,272.7,-9.4
-4.5,586.2,272.8,-9.42
-4.5,585.6,272.9,-9.41
-4.35,585.1,273,-9.36
-4.52,584.5,273.1,-9.42
-4.41,584,273.2,-9.44
-4.57,583.4,273.3,-9.37
-4.45,582.9,273.4,-9.2
-4.37,582.3,273.5,-8.96
-4.33,581.8,273.6,-8.94
-4.5,581.3,273.7,-8.93
-4.31,580.7,273.8,-8.8
-4.2,580.2,273.9,-8.81
-4.22,579.7,274,-8.73
-4.17,579.1,274.1,-8.73
-4.13,578.6,274.2,-8.74
-4.16,578,274.3,-8.74
-4.2,577.5,274.4,-8.77
-4.08,576.9,274.5,-8.66
-4.19,576.4,274.6,-8.67
-4.25,575.8,274.7,-8.69
-3.97,575.3,274.8,-8.69
-4.03,574.7,274.9,-8.9
-3.97,574.1,275,-8.88
-3.98,573.5,275.1,-8.83
-3.87,572.9,275.2,-8.71
-3.83,572.3,275.3,-8.53
-4.02,571.7,275.4,-8.66
-3.83,571.1,275.5,-8.51
-4.14,570.5,275.6,-8.07
-3.73,569.8,275.7,-7.96
-3.8,569.2,275.8,-7.9
-3.73,568.5,275.9,-7.95
-3.5,567.9,276,-7.81
-3.61,567.2,276.1,-8.14
-3.68,566.5,276.2,-8.37
-3.69,565.7,276.3,-8.64
-3.54,565,276.4,-8.6
-3.72,564.3,276.5,-8.92
-3.72,563.5,276.6,-9.16
-3.76,562.8,276.7,-9.06
-3.38,562,276.8,-8.52
-3.63,561.2,276.9,-8.45
-3.62,560.5,277,-8.54
-3.58,559.8,277.1,-8.24
-3.74,559.1,277.2,-8.4
-3.72,558.4,277.3,-8.52
-3.83,557.6,277.4,-8.57
-3.88,556.9,277.5,-8.78
-3.98,556.2,277.6,-8.89
-4.07,555.6,277.7,-9.27
-4.06,554.8,277.8,-9.34
-4.14,554.1,277.9,-9.71
-4.29,553.3,278,-10.04
-4.2,552.5,278.1,-10.02
-4.38,551.6,278.2,-10.21
-4.41,550.8,278.3,-10.25
-4.32,550.2,278.4,-10.06
-4.44,549.4,278.5,-10.32
-4.18,548.7,278.6,-9.99
-3.94,547.9,278.7,-10.24
-3.99,547.1,278.8,-9.97
-3.9,546.3,278.9,-9.95
-4.02,545.5,279,-10.27
-3.81,544.7,279.1,-10.29
-4.02,544.1,279.2,-10.33
-4,543.4,279.3,-9.95
-3.86,542.7,279.4,-9.93
-3.9,541.9,279.5,-10.35
-3.98,541,279.6,-10.41
-4.1,540.2,279.7,-10.21
-4.19,539.3,279.8,-10.49
-4.27,538.4,279.9,-10.61
-4.17,537.6,280,-10.48
-4.16,536.7,280.1,-10.44
-4.06,535.8,280.2,-10.41
-4.08,535,280.3,-10.34
-4.03,534.1,280.4,-10.23
-4.09,533.3,280.5,-10.05
-4.03,532.5,280.6,-10.05
-4.11,531.6,280.7,-10.03
-4,530.8,280.8,-10
-4.06,530,280.9,-9.92
-4.13,529.2,281,-9.91
-4.22,528.4,281.1,-9.99
-4.19,527.5,281.2,-10
-4.09,526.7,281.3,-9.8
-4.11,525.9,281.4,-9.76
-4.14,525.1,281.5,-9.86
-4.15,524.3,281.6,-9.8
-4.18,523.5,281.7,-9.64
-4.14,522.7,281.8,-9.86
-4.04,521.9,281.9,-9.42
-4.07,521.1,282,-9.53
-4.18,520.3,282.1,-9.9
-4.05,519.5,282.2,-9.68
-4.13,518.6,282.3,-10.11
-4.29,517.7,282.4,-10.39
-4.03,516.9,282.5,-9.9
-3.89,516.1,282.6,-9.93
-4.08,515.3,282.7,-9.99
-4.23,514.4,282.8,-9.96
-4.29,513.6,282.9,-10.17
-4.32,512.8,283,-10.23
-4.44,511.9,283.1,-10.38
-4.57,511.2,283.2,-10.44
-4.56,510.4,283.3,-10.55
-4.25,509.5,283.4,-10.08
-4.32,508.7,283.5,-9.71
-4.41,507.9,283.6,-9.71
-4.1,507.1,283.7,-9.61
-4.1,506.2,283.8,-9.51
-4.15,505.4,283.9,-9.69
-4.04,504.7,284,-9.65
-3.89,503.9,284.1,-9.43
-3.93,503,284.2,-9.6
-3.82,502.2,284.3,-9.57
-3.93,501.5,284.4,-9.52
-4.15,500.7,284.5,-9.67
-3.89,500,284.6,-9.49
-3.91,499.2,284.7,-9.3
-3.57,498.4,284.8,-9.46
-3.53,497.6,284.9,-9.38
-3.58,496.8,285,-9.3
-3.79,496,285.1,-9.47
-3.73,495.2,285.2,-9.53
-3.75,494.5,285.3,-9.38
-4.06,493.7,285.4,-9.57
-3.86,493,285.5,-9.46
-3.96,492.3,285.6,-9.45
-4.13,491.5,285.7,-9.84
-4.26,490.8,285.8,-9.9
-4.35,490.1,285.9,-9.56
-3.82,489.3,286,-9.31
-3.74,488.6,286.1,-9.37
-4.6,487.9,286.2,-10.6
-4.19,487.1,286.3,-9.87
-4.4,486.4,286.4,-10.05
-4.21,485.6,286.5,-10.16
-4.2,484.9,286.6,-9.84
-4.13,484.1,286.7,-9.9
-4.08,483.4,286.8,-10.21
-4.74,482.7,286.9,-10.57
-4.49,481.9,287,-10.85
-4.57,481.1,287.1,-11.17
-4.67,480.4,287.2,-11.86
-4.52,479.7,287.3,-11.82
-4.66,479,287.4,-11.88
-4.75,478.3,287.5,-11.81
-4.58,477.7,287.6,-11.92
-4.55,476.9,287.7,-11.77
-4.62,476.2,287.8,-11.55
-4.58,475.6,287.9,-11.34
-4.27,475,288,-10.8
-4.24,474.5,288.1,-10.72
-4.42,473.9,288.2,-10.48
-4.36,473.3,288.3,-10.13
-3.98,472.7,288.4,-9.86
-4.35,472.1,288.5,-9.98
-3.99,471.5,288.6,-9.71
-4.23,470.9,288.7,-9.67
-3.89,470.3,288.8,-9.34
-3.9,469.7,288.9,-9.16
-3.99,469.1,289,-9.12
-3.99,468.5,289.1,-9.07
-3.89,468,289.2,-8.93
-3.83,467.4,289.3,-9.04
-3.83,466.8,289.4,-9.04
-3.72,466.3,289.5,-8.97
-3.79,465.7,289.6,-9.17
-3.65,465.2,289.7,-9.07
-3.76,464.7,289.8,-9.16
-3.82,464.1,289.9,-9.3
-3.86,463.6,290,-9.23
-3.83,463.1,290.1,-9.39
-4.06,462.6,290.2,-9.56
-4,462.2,290.3,-9.48
-4.06,461.8,290.4,-9.56
-4.13,461.2,290.5,-9.51
-4.06,460.7,290.6,-9.47
-4.07,460.2,290.7,-9.51
-4.12,459.6,290.8,-9.68
-4.12,459.1,290.9,-9.71
-4.09,458.6,291,-9.68
-4.02,458.2,291.1,-9.59
-4.11,457.8,291.2,-9.64
-4.14,457.4,291.3,-9.47
-4.1,457.2,291.4,-9.46
-4.02,456.8,291.5,-9.36
-4.21,456.4,291.6,-9.36
-4.14,456,291.7,-9.2
-4.08,455.6,291.8,-9.14
-4.14,455.1,291.9,-9.06
-4.19,454.6,292,-8.98
-4.12,454.4,292.1,-8.95
-4.15,454.1,292.2,-8.83
-3.99,453.8,292.3,-8.77
-3.74,453.6,292.4,-8.66
-3.8,453.4,292.5,-8.71
-3.76,453.1,292.6,-8.7
-3.75,452.9,292.7,-8.61
-3.66,452.6,292.8,-8.65
-3.58,452.1,292.9,-8.5
-3.63,451.7,293,-8.37
-3.6,451.3,293.1,-8.27
-3.5,450.9,293.2,-8.14
-3.44,450.5,293.3,-7.95
-3.54,450.1,293.4,-7.7
-3.52,449.8,293.5,-7.45
-3.55,449.3,293.6,-7.16
-3.56,449,293.7,-7.01
-3.78,448.7,293.8,-7.57
-3.73,448.5,293.9,-7.97
-3.78,448.1,294,-8.13
-3.76,447.8,294.1,-8.39
-3.85,447.6,294.2,-8.28
-3.72,447.2,294.3,-8.32
-3.71,446.9,294.4,-8.1
-3.76,446.5,294.5,-8.32
-3.77,446.3,294.6,-8.41
-3.83,446,294.7,-8.7
-3.75,445.9,294.8,-8.91
-3.82,445.8,294.9,-8.93
-3.8,445.7,295,-8.99
-3.88,445.7,295.1,-8.88
-4.1,445.6,295.2,-8.92
-3.94,445.4,295.3,-8.66
-3.93,445.3,295.4,-8.32
-3.93,445.1,295.5,-8.1
-3.83,444.8,295.6,-7.91
-3.77,444.5,295.7,-7.63
-3.69,444.3,295.8,-7.39
-3.55,444.1,295.9,-7.19
-3.87,443.9,296,-7.63
-3.53,443.7,296.1,-7.05
-3.46,443.5,296.2,-6.84
-3.4,443.4,296.3,-6.84
-3.4,443.4,296.4,-7.1
-3.51,443.3,296.5,-7.47
-3.64,443.3,296.6,-7.91
-3.57,443.1,296.7,-8.21
-3.55,443,296.8,-8.31
-3.52,442.9,296.9,-8.29
-3.68,442.8,297,-8.55
-3.49,442.7,297.1,-8.32
-3.96,442.7,297.2,-8.73
-3.5,442.5,297.3,-7.96
-3.47,442.4,297.4,-7.97
-3.49,442.2,297.5,-7.82
-3.58,441.9,297.6,-7.87
-3.66,441.8,297.7,-8.13
-3.73,441.6,297.8,-8.32
-3.77,441.5,297.9,-8.46
-3.94,441.3,298,-8.71
-3.78,441.2,298.1,-8.59
-3.74,441,298.2,-8.57
-3.85,440.9,298.3,-8.55
-3.79,440.7,298.4,-8.47
-3.96,440.6,298.5,-8.45
-3.82,440.4,298.6,-8.01
-3.89,440.3,298.7,-8.1
-4.07,440.2,298.8,-8.46
-4.03,440.1,298.9,-8.39
-4.02,439.9,299,-8.62
-4.02,439.8,299.1,-8.6
-3.97,439.6,299.2,-8.56
-3.96,439.5,299.3,-8.49
-4,439.4,299.4,-8.54
-4.11,439.3,299.5,-8.61
-4.04,439.2,299.6,-8.39
-4.03,439.1,299.7,-8.47
-4,438.9,299.8,-8.12
-3.87,438.8,299.9,-8.15
-3.91,438.7,300,-8.28
-3.77,438.6,300.1,-8.46
-3.8,438.5,300.2,-8.54
-3.79,438.4,300.3,-8.65
-3.73,438.3,300.4,-8.62
-3.77,438.2,300.5,-8.67
-3.71,438.1,300.6,-8.6
-3.64,438,300.7,-8.66
-3.7,437.9,300.8,-8.55
-3.8,437.7,300.9,-8.77
-3.82,437.6,301,-8.65
-3.78,437.5,301.1,-8.57
-3.92,437.4,301.2,-8.73
-4.13,437.3,301.3,-8.67
-4.15,437.2,301.4,-8.63
-4.04,437,301.5,-8.57
-4.02,436.9,301.6,-8.66
-3.96,436.8,301.7,-8.7
-3.91,436.7,301.8,-8.67
-3.87,436.6,301.9,-8.69
-3.96,436.5,302,-8.64
-3.97,436.3,302.1,-8.68
-4,436.2,302.2,-8.59
-3.81,436.1,302.3,-8.32
-3.96,436,302.4,-8.35
-3.98,435.9,302.5,-8.28
-3.79,435.8,302.6,-8.06
-3.71,435.7,302.7,-8.19
-3.71,435.6,302.8,-8.21
-3.78,435.5,302.9,-8.01
-3.48,435.4,303,-7.76
-3.57,435.3,303.1,-7.85
-3.42,435.2,303.2,-7.75
-3.36,435.1,303.3,-7.66
-3.45,434.9,303.4,-7.77
-3.5,434.8,303.5,-7.75
-3.63,434.8,303.6,-8.11
-3.92,434.7,303.7,-8.2
-3.74,434.6,303.8,-8.37
-3.89,434.5,303.9,-8.54
-4.01,434.4,304,-8.53
-3.85,434.2,304.1,-8.61
-3.83,434.1,304.2,-8.78
-3.88,433.9,304.3,-8.84
-3.9,433.7,304.4,-8.65
-4.01,433.7,304.5,-8.94
-3.79,433.7,304.6,-8.88
-3.74,433.6,304.7,-8.78
-3.67,433.5,304.8,-8.91
-4.33,433.5,304.9,-9.06
-3.52,433.5,305,-8.66
-3.58,433.4,305.1,-8.56
-3.78,433.3,305.2,-8.37
-3.55,433.2,305.3,-8.25
-3.59,433.1,305.4,-8.26
-3.46,432.9,305.5,-8.17
-3.59,432.7,305.6,-8.23
-3.61,432.6,305.7,-8.11
-3.58,432.5,305.8,-8.41
-3.61,432.5,305.9,-8.46
-3.68,432.5,306,-8.54
-3.71,432.4,306.1,-8.6
-3.68,432.4,306.2,-8.66
-3.81,432.2,306.3,-8.71
-3.59,431.9,306.4,-8.65
-3.67,431.8,306.5,-8.68
-3.66,431.7,306.6,-8.71
-3.46,431.7,306.7,-8.74
-3.21,431.6,306.8,-8.79
-3.37,431.6,306.9,-8.75
-3.25,431.5,307,-8.71
-3.22,431.5,307.1,-8.74
-3.2,431.4,307.2,-8.74
-3.31,431.4,307.3,-8.69
-3.32,431.4,307.4,-8.79
-3.13,431.4,307.5,-8.77
-3.13,431.4,307.6,-8.85
-3.17,431.3,307.7,-8.96
-3.05,431.2,307.8,-8.72
-3.56,431,307.9,-8.83
-3.14,430.8,308,-8.74
-3.32,430.6,308.1,-8.56
-3.15,430.5,308.2,-8.69
-3.27,430.3,308.3,-8.69
-3.27,430.2,308.4,-8.68
-3.42,430.1,308.5,-8.72
