d18O (permil),year (AD),depth (cm),d18O (permil) [2-1],year (AD) [2-1],depth (cm) [2-1]
-6808,-1943738,295,-7541,-1744886,1147
-677,-1942434,305,-7538,-1741182,1174
-6828,-1941130,315,-7482,-1737478,12
-6905,-1939826,325,-7787,-1734668,122
NA,-1938522,335,-7823,-1731858,124
-6805,-1937219,345,-7465,-1729048,126
-6768,-1935915,355,-7543,-1726238,128
-6875,-191707,365,-7473,-1723428,13
-7112,-1933307,375,-7327,-1720618,132
-6877,-1932003,385,-7226,-1717808,134
-6907,-1930699,395,-7413,-1714999,136
-694,-1929395,405,-6968,-1712189,138
-6875,-191055,415,-7174,-1709379,14
-6805,-1926787,425,-7689,-1706569,142
-6725,-1925483,435,-7481,-1703759,144
-6754,-1924179,445,-7906,-1700949,146
-7199,-1922875,455,-7631,-1698139,148
-6991,-190403,465,-7687,-1695329,15
-706,-1920267,475,-7583,-1691197,1529
-6891,-1918963,485,-7599,-1687064,1559
NA,-1917659,49,-7462,-1682932,1588
-7016,-1916355,495,-7571,-1678938,1617
NA,33,5,-7476,-1675035,1644
-7019,-1913747,505,-756,-1671132,1672
-6591,-1912443,51,-7503,-1667229,17
-6284,-1911139,515,-7423,-1663717,1725
-6868,-1909835,52,-7567,-1660205,175
-6885,-189099,525,-754,-1656692,1775
-7159,-1907227,53,-766,-1653180,18
-7053,-1905923,535,-7687,-1649667,1825
-6978,-1904619,54,-7747,-1646155,185
-7054,-1903315,545,-7852,-1642642,1875
NA,-188447,55,-7807,-1639130,19
-6961,-1900707,555,-7759,-1635618,1925
NA,NA,NA,-7584,-1632105,195
NA,NA,NA,-8077,-1628593,1975
NA,NA,NA,-7988,-1625080,2
NA,NA,NA,-8081,-1621568,2025
NA,NA,NA,-7643,-1618055,205
NA,NA,NA,-8083,-1614543,2075
NA,NA,NA,-7909,-1611030,21
NA,NA,NA,-7707,-1607518,2125
NA,NA,NA,-784,-1604006,215
NA,NA,NA,-7588,-1600844,2173
NA,NA,NA,-7449,-1597683,2195
NA,NA,NA,-7542,-1596489,2218
NA,NA,NA,-7605,-1595786,224
NA,NA,NA,-7627,-1595083,2263
NA,NA,NA,-7798,-1594380,2285
NA,NA,NA,-7867,-1593677,2308
NA,NA,NA,-7835,-1592974,233
NA,NA,NA,-7677,-157473,2353
NA,NA,NA,-7748,-1591568,2375
NA,NA,NA,-7712,-1590865,2398
NA,NA,NA,-769,-1590162,242
NA,NA,NA,-7665,-1589459,2443
NA,NA,NA,-7675,-1588756,2465
NA,NA,NA,-7506,-1588053,2488
NA,NA,NA,-7579,-1587350,251
NA,NA,NA,-7602,-1586647,2533
NA,NA,NA,-7497,-1585944,2555
NA,NA,NA,-7382,-156770,2578
NA,NA,NA,NA,-1584538,26
NA,NA,NA,-7385,-1583627,2629
NA,NA,NA,-7821,-1582716,2658
NA,NA,NA,-8067,-1581804,2688
NA,NA,NA,-8056,-1580893,2717
NA,NA,NA,-8009,-1579982,2746
NA,NA,NA,-7992,-156153,2775
NA,NA,NA,-7963,-1578159,2804
NA,NA,NA,-771,-1577248,2833
NA,NA,NA,-7627,-1576337,2863
NA,NA,NA,-7811,-1575426,2892
NA,NA,NA,-7489,-1574514,2921
NA,NA,NA,-7647,-1573603,295
NA,NA,NA,-7566,-155575,296
NA,NA,NA,-7567,-1572978,297
NA,NA,NA,NA,-1572666,298
NA,NA,NA,-7591,-1572353,299
NA,NA,NA,-7595,-155450,3
NA,NA,NA,-7618,-1571260,3025
NA,NA,NA,-7477,-1570479,305
NA,NA,NA,-7691,-1569698,3075
NA,NA,NA,-7634,-1568917,31
NA,NA,NA,-7481,-1568136,3125
NA,NA,NA,-758,-1567355,315
NA,NA,NA,-6937,-1566573,3175
NA,NA,NA,-749,-1565792,32
NA,NA,NA,-757,-154747,3225
NA,NA,NA,-7675,-1564230,325
NA,NA,NA,-7588,-1563449,3275
NA,NA,NA,-7276,-1562668,33
NA,NA,NA,-737,-1561887,3325
NA,NA,NA,-757,-1561106,335
NA,NA,NA,-7532,-1560254,3377
NA,NA,NA,-7619,-1559402,3405
NA,NA,NA,-7156,-1558550,3432
NA,NA,NA,-7341,-1557698,3459
NA,NA,NA,-7278,-1556845,3486
NA,NA,NA,-7218,-1555993,3514
NA,NA,NA,-728,-153760,3541
NA,NA,NA,-7158,-1554289,3568
NA,NA,NA,-7207,-1553437,3595
NA,NA,NA,-7057,-1552585,3623
NA,NA,NA,-7082,-1551733,365
NA,NA,NA,-7363,-1550952,3675
NA,NA,NA,-7369,-153263,37
NA,NA,NA,-7009,-1549390,3725
NA,NA,NA,-7261,-1548609,375
NA,NA,NA,-6503,-1547828,3775
NA,NA,NA,-7144,-1547047,38
NA,NA,NA,-714,-1546265,3825
NA,NA,NA,-7137,-1545484,385
NA,NA,NA,-7211,-1544703,3875
NA,NA,NA,-7029,-1543922,39
NA,NA,NA,-7212,-1543297,392
NA,NA,NA,-7015,-1542673,394
NA,NA,NA,-6911,-1542048,396
NA,NA,NA,-6954,-1541423,398
NA,NA,NA,-7064,-1540798,4
NA,NA,NA,-7081,-1540173,402
NA,NA,NA,-7103,-1539548,404
NA,NA,NA,-691,-1538923,406
NA,NA,NA,-697,-1538298,408
NA,NA,NA,-6874,-1537674,41
NA,NA,NA,NA,-1536893,4125
NA,NA,NA,-699,-151857,415
NA,NA,NA,-7026,-1535330,4175
NA,NA,NA,-6774,-1534549,42
NA,NA,NA,NA,-1533768,4225
NA,NA,NA,NA,-1532987,425
NA,NA,NA,NA,-1532206,4275
NA,NA,NA,NA,-1531425,43
NA,NA,NA,NA,-1530644,4325
NA,NA,NA,NA,-1529863,435
NA,NA,NA,NA,-1529193,4371
NA,NA,NA,NA,-1528524,4393
NA,NA,NA,NA,-1527854,4414
NA,NA,NA,NA,-1527185,4436
NA,NA,NA,-6994,-1526709,4457
NA,NA,NA,NA,-150874,4479
NA,NA,NA,NA,-1525854,45
NA,NA,NA,NA,-1525317,4527
NA,NA,NA,NA,-1524779,4554
NA,NA,NA,-7247,-1524242,4581
NA,NA,NA,-7244,-1523705,4608
NA,NA,NA,-7137,-1523168,4635
NA,NA,NA,-6942,-150509,4662
NA,NA,NA,-7259,-1522093,4688
NA,NA,NA,-7401,-1521556,4715
NA,NA,NA,-7347,-1521019,4742
NA,NA,NA,-7398,-1520482,4769
NA,NA,NA,-7368,-1519944,4796
NA,NA,NA,-7174,-1519407,4823
NA,NA,NA,-7361,-1518870,485
NA,NA,NA,-7303,-150083,4875
NA,NA,NA,-7392,-1517872,49
NA,NA,NA,-7252,-1517373,4925
NA,NA,NA,-7176,-1516875,495
NA,NA,NA,-7242,-1516376,4975
NA,NA,NA,-7199,-1515877,5
NA,NA,NA,-6993,-1515378,5025
NA,NA,NA,-7094,-1514879,505
NA,NA,NA,-716,-1514380,5075
NA,NA,NA,-6869,-1513882,51
NA,NA,NA,-7339,-1513383,5125
NA,NA,NA,-7033,-1512884,515
NA,NA,NA,-7153,-1512385,5175
NA,NA,NA,-6948,-1511886,52
NA,NA,NA,-6918,-1511387,5225
NA,NA,NA,-7297,-1510889,525
NA,NA,NA,-6992,-1510390,5275
NA,NA,NA,-7086,-149235,53
NA,NA,NA,-7016,-1509359,5327
NA,NA,NA,-7188,-1508827,5353
NA,NA,NA,-6807,-1508295,538
NA,NA,NA,-7044,-1507762,5407
NA,NA,NA,-7128,-1507230,5433
NA,NA,NA,-7048,-1506698,546
NA,NA,NA,-7154,-1506166,5487
NA,NA,NA,-7317,-1505634,5513
NA,NA,NA,-7012,-1505102,554
NA,NA,NA,-7246,-1504570,5567
NA,NA,NA,-7185,-1504038,5593
NA,NA,NA,NA,-1503506,562
NA,NA,NA,-6781,-1502974,5647
NA,NA,NA,-711,-1502442,5673
NA,NA,NA,-6679,-1501909,57
NA,NA,NA,-711,-1501596,5716
NA,NA,NA,NA,-1501282,5731
NA,NA,NA,-692,-1500969,5747
NA,NA,NA,-6755,-1500655,5763
NA,NA,NA,-7098,-1500342,5779
NA,NA,NA,-7079,-1500028,5794
NA,NA,NA,-7979,-1499715,581
NA,NA,NA,-7286,-1499216,5835
NA,NA,NA,NA,-1498717,586
NA,NA,NA,-7264,-1498218,5885
NA,NA,NA,-7385,-1497719,591
NA,NA,NA,-7513,-1497220,5935
NA,NA,NA,NA,-147918,596
NA,NA,NA,-7421,-1496223,5985
NA,NA,NA,-7454,-1495724,601
NA,NA,NA,-7489,-1495225,6035
NA,NA,NA,-6933,-1494726,606
NA,NA,NA,-7366,-1494327,608
NA,NA,NA,-7397,-1493928,61
NA,NA,NA,-7457,-1493263,6133
NA,NA,NA,-7372,-1492598,6167
NA,NA,NA,-7258,-1491933,62
NA,NA,NA,-7381,-1490656,6264
NA,NA,NA,-7802,-1489379,6328
NA,NA,NA,-7533,-1488102,6392
NA,NA,NA,-7369,-1486824,6456
NA,NA,NA,-7637,-1485547,652
NA,NA,NA,-7419,-1484550,657
NA,NA,NA,-7391,-1483552,662
NA,NA,NA,-7038,-1482754,666
NA,NA,NA,-7429,-1481956,67
NA,NA,NA,-742,-1481158,674
NA,NA,NA,-7107,-1480360,678
NA,NA,NA,-758,-146202,682
NA,NA,NA,-7343,-1478763,686
NA,NA,NA,-7396,-1477965,69
NA,NA,NA,-6884,-1477167,694
NA,NA,NA,-74,-1476369,698
NA,NA,NA,-7278,-145803,702
NA,NA,NA,-7211,-1474772,706
NA,NA,NA,-7521,-1473974,71
NA,NA,NA,-7595,-1472877,7155
NA,NA,NA,-7452,-1471779,721
NA,NA,NA,-7808,-1470682,7265
NA,NA,NA,-7781,-1469585,732
NA,NA,NA,-7745,-1468487,7375
NA,NA,NA,-7661,-1467390,743
NA,NA,NA,-7772,-1466292,7485
NA,NA,NA,-7553,-1465195,754
NA,NA,NA,-7838,-1464097,7595
NA,NA,NA,-7771,-1463000,765
NA,NA,NA,-7614,-1461902,7705
NA,NA,NA,-7556,-1460805,776
NA,NA,NA,-7412,-1459622,7819
NA,NA,NA,-7175,-1458439,7879
NA,NA,NA,-7601,-1457256,7938
NA,NA,NA,-7517,-1456073,7997
NA,NA,NA,-7622,-1454890,8056
NA,NA,NA,-7511,-1453707,8116
NA,NA,NA,-7509,-1452524,8175
NA,NA,NA,-7509,-1449783,8234
NA,NA,NA,-7444,-1446003,8294
NA,NA,NA,-7549,-1442223,8353
NA,NA,NA,-7504,-1438443,8412
NA,NA,NA,-7309,-1434664,8471
NA,NA,NA,-7426,-1430884,8531
NA,NA,NA,-7537,-1427104,859
NA,NA,NA,-7312,-1425319,8618
NA,NA,NA,-6969,-1423533,8646
NA,NA,NA,-7892,-1421748,8674
NA,NA,NA,-7656,-1419963,8702
NA,NA,NA,-7631,-1418178,873
NA,NA,NA,-756,-1416690,8753
NA,NA,NA,-7687,-1415202,8777
NA,NA,NA,-7495,-1413715,88
NA,NA,NA,-7813,-1412227,8823
NA,NA,NA,-7697,-1410740,8847
NA,NA,NA,-7699,-1409252,887
NA,NA,NA,-7727,-1407764,8893
NA,NA,NA,-7663,-1406277,8917
NA,NA,NA,-7864,-1404789,894
NA,NA,NA,-7894,-138576,8963
NA,NA,NA,NA,-1401814,8987
NA,NA,NA,-7633,-1400326,901
NA,NA,NA,-7443,-1398838,9033
NA,NA,NA,-7592,-12044,9057
NA,NA,NA,-7594,-1395863,908
NA,NA,NA,-7492,-1393950,911
NA,NA,NA,-7801,-1392037,914
NA,NA,NA,NA,-1390125,917
NA,NA,NA,-7498,-1387574,921
NA,NA,NA,-7734,-1385024,925
NA,NA,NA,-7671,-1382474,929
NA,NA,NA,-7442,-1381003,9313
NA,NA,NA,-751,-136199,9336
NA,NA,NA,-7392,-1378333,9355
NA,NA,NA,-7369,-1376758,938
NA,NA,NA,-7304,-1375183,9404
NA,NA,NA,NA,-1373608,9429
NA,NA,NA,-7412,-1372033,9454
NA,NA,NA,-744,-1370458,9478
NA,NA,NA,-7429,-1368882,9503
NA,NA,NA,NA,-1367307,9528
NA,NA,NA,-7336,-1365732,9553
NA,NA,NA,-7236,-1364157,9577
NA,NA,NA,-7383,-1362582,9602
NA,NA,NA,-7462,-1361007,9627
NA,NA,NA,-7401,-134189,9651
NA,NA,NA,-7596,-1357856,9676
NA,NA,NA,-7641,-133874,9701
NA,NA,NA,-7615,-1354706,9726
NA,NA,NA,-7732,-133559,975
NA,NA,NA,-762,-1351600,9774
NA,NA,NA,-7615,-1350248,9795
NA,NA,NA,-7525,-1348895,9817
NA,NA,NA,-7541,-1347543,9838
NA,NA,NA,-7528,-1346190,9859
NA,NA,NA,-7494,-1344838,988
NA,NA,NA,-7465,-1343486,9902
NA,NA,NA,-7339,-1342133,9923
NA,NA,NA,-7172,-132324,9944
NA,NA,NA,-7061,-1339428,9965
NA,NA,NA,-7012,-1338076,9986
NA,NA,NA,-6888,-1336723,10008
NA,NA,NA,-7261,-131783,10029
NA,NA,NA,-6876,-1334019,1005
NA,NA,NA,-686,-1332379,10076
NA,NA,NA,-7093,-1330740,10101
NA,NA,NA,-722,-1329100,10127
NA,NA,NA,-7199,-130992,10153
NA,NA,NA,-7259,-130828,10179
NA,NA,NA,-724,-1324182,10204
NA,NA,NA,-6998,-1322542,1023
NA,NA,NA,-7162,-1320903,10256
NA,NA,NA,-6615,-1319263,10281
NA,NA,NA,-6595,-1317624,10307
NA,NA,NA,-6635,-1315984,10333
NA,NA,NA,-6679,-1314345,10359
NA,NA,NA,-6708,-1312706,10384
NA,NA,NA,-6772,-1311066,1041
NA,NA,NA,-6879,-1309700,10431
NA,NA,NA,-6484,-1308334,10453
NA,NA,NA,-6893,-1306967,10474
NA,NA,NA,-6272,-128806,10496
NA,NA,NA,-6675,-1304235,10517
NA,NA,NA,-665,-1302869,10539
NA,NA,NA,-6779,-1301503,1056
NA,NA,NA,-6747,-1300136,10581
NA,NA,NA,-6559,-1298770,10603
NA,NA,NA,-6982,-1297404,10624
NA,NA,NA,-6744,-1296038,10646
NA,NA,NA,-6686,-127713,10667
NA,NA,NA,-6554,-1293305,10689
NA,NA,NA,-6542,-1291939,1071
NA,NA,NA,-6384,-1290573,10731
NA,NA,NA,-6403,-1289207,10753
NA,NA,NA,-6384,-1287840,10774
NA,NA,NA,-6358,-1286474,10796
NA,NA,NA,-6548,-1285108,10817
NA,NA,NA,-6545,-1283742,10839
NA,NA,NA,-6651,-1282375,1086
NA,NA,NA,-6727,-1280888,10883
NA,NA,NA,-6799,-1279400,10907
NA,NA,NA,-6833,-1277912,1093
NA,NA,NA,-6903,-1276425,10953
NA,NA,NA,-6827,-1274937,10977
NA,NA,NA,-6903,-1273449,11
NA,NA,NA,-7001,-1271919,11024
NA,NA,NA,-702,-1270389,11048
NA,NA,NA,-7023,-1268859,11072
NA,NA,NA,-722,-1267329,11096
NA,NA,NA,-6925,-1265799,1112
NA,NA,NA,-6716,-1264268,11144
NA,NA,NA,-6928,-1262738,11168
NA,NA,NA,NA,-1261208,11192
NA,NA,NA,-6887,-1259678,11216
NA,NA,NA,-6713,-1258148,1124
NA,NA,NA,-6925,-1256618,11264
NA,NA,NA,-726,-1255087,11288
NA,NA,NA,-6824,-1253557,11312
NA,NA,NA,NA,-1252027,11336
NA,NA,NA,-6011,-1250497,1136
NA,NA,NA,-6933,-1248967,11384
NA,NA,NA,-6832,-1247437,11408
NA,NA,NA,-6923,-1245906,11432
NA,NA,NA,-6959,-1244376,11456
NA,NA,NA,-6796,-1242846,1148
NA,NA,NA,-6899,-1241380,11503
NA,NA,NA,-6874,-1239913,11526
NA,NA,NA,-6774,-1238447,11549
NA,NA,NA,-6936,-1236980,11572
NA,NA,NA,-7776,-1235514,11595
NA,NA,NA,-6729,-1234048,11618
NA,NA,NA,-6461,-121504,11641
NA,NA,NA,-6929,-1231115,11664
NA,NA,NA,-7035,-1229648,11687
NA,NA,NA,-7161,-1228182,1171
NA,NA,NA,NA,-1226482,11737
NA,NA,NA,-6843,-1224782,11763
NA,NA,NA,-7141,-120554,1179
NA,NA,NA,NA,-120384,11817
NA,NA,NA,NA,-120214,11843
NA,NA,NA,-7396,-120044,1187
NA,NA,NA,-7495,-119874,11897
NA,NA,NA,-742,-119704,11923
NA,NA,NA,-7216,-1212880,1195
NA,NA,NA,-6993,-1211180,11977
NA,NA,NA,-6891,-1209480,12003
NA,NA,NA,-7183,-1207780,1203
NA,NA,NA,-7113,-1206080,12057
NA,NA,NA,NA,-1204379,12083
NA,NA,NA,-6908,-1202679,1211
NA,NA,NA,-7139,-1201143,12134
NA,NA,NA,-7126,-1199607,12158
NA,NA,NA,-6949,-1198070,12182
NA,NA,NA,-6776,-1196534,12206
NA,NA,NA,-6554,-1194998,1223
NA,NA,NA,-684,-117592,12255
NA,NA,NA,-7066,-1191925,12279
NA,NA,NA,-7116,-1190389,12303
NA,NA,NA,-6928,-1188852,12327
NA,NA,NA,NA,-1187316,12351
NA,NA,NA,-7147,-1185780,12375
NA,NA,NA,-7145,-1184243,12399
NA,NA,NA,-7271,-1182707,12423
NA,NA,NA,-7183,-116363,12447
NA,NA,NA,-7056,-1179635,12471
NA,NA,NA,-7001,-1178098,12496
NA,NA,NA,-6774,-1176550,1252
NA,NA,NA,-7578,-1174984,12544
NA,NA,NA,-798,-1173418,12569
NA,NA,NA,NA,-1171852,12594
NA,NA,NA,-7438,-1170286,12618
NA,NA,NA,-7261,-1168720,12643
NA,NA,NA,-6534,-1167154,12667
NA,NA,NA,-6366,-1165588,12692
NA,NA,NA,-7151,-1164022,12716
NA,NA,NA,-6884,-1162456,12741
NA,NA,NA,-7228,-1160890,12765
NA,NA,NA,-6977,-1159324,1279
NA,NA,NA,-6907,-1157749,12815
NA,NA,NA,-7166,-1156174,12839
NA,NA,NA,-6888,-1154599,12864
NA,NA,NA,-6905,-1153024,12889
NA,NA,NA,-7041,-1151449,12914
NA,NA,NA,-6851,-1149873,12938
NA,NA,NA,-7445,-1148298,12963
NA,NA,NA,NA,-1146723,12988
NA,NA,NA,-7219,-1145148,13012
NA,NA,NA,-7303,-1143573,13037
NA,NA,NA,NA,-1141998,13062
NA,NA,NA,-7129,-1140422,13086
NA,NA,NA,-7253,-1138847,13111
NA,NA,NA,-7342,-1137272,13136
NA,NA,NA,-7119,-1135697,13161
NA,NA,NA,-7431,-1134122,13185
NA,NA,NA,-7386,-1132547,1321
NA,NA,NA,-7468,-1131072,13233
NA,NA,NA,-7133,-1129598,13256
NA,NA,NA,-7371,-1128123,13279
NA,NA,NA,-743,-1126649,13303
NA,NA,NA,-7257,-1125175,13326
NA,NA,NA,-7426,-1123700,13349
NA,NA,NA,-7343,-1122226,13372
NA,NA,NA,-7639,-9278,13395
NA,NA,NA,-7618,-1119277,13418
NA,NA,NA,-74,-1117803,13441
NA,NA,NA,-7683,-1116328,13464
NA,NA,NA,-7601,-1114854,13488
NA,NA,NA,-7659,-1113380,13511
NA,NA,NA,-7747,-1111905,13534
NA,NA,NA,-7701,-109289,13557
NA,NA,NA,-774,-1108956,1358
NA,NA,NA,-7702,-1107363,13605
NA,NA,NA,-7869,-1105769,1363
NA,NA,NA,-7745,-1104175,13655
NA,NA,NA,-7841,-108504,1368
NA,NA,NA,NA,-1100987,13705
NA,NA,NA,-7875,-1099393,1373
NA,NA,NA,-7578,-1097799,13755
NA,NA,NA,-7981,-1096205,1378
NA,NA,NA,-7841,-107707,13805
NA,NA,NA,-7969,-1093017,1383
NA,NA,NA,-7357,-1091423,13855
NA,NA,NA,-7893,-1089829,1388
NA,NA,NA,-7822,-1088235,13905
NA,NA,NA,-7755,-1086642,1393
