d18O (permil),year (AD),d13C (permil),d18O (permil) [2-1],year (AD) [2-1],d13C (permil) [2-1]
-5.6839,1939.33,-1.4799,-5.6661,1939.33,-2.2455
-5.5735,1939.25,-1.7318,-5.4983,1939.25,-2.3249
-5.4093,1939.17,-1.7305,-5.4397,1939.17,-2.1385
-5.7126,1939.08,-1.5983,-5.6214,1939.08,-1.7869
-5.7355,1939,-1.7229,-5.7273,1939,-1.9538
-5.8293,1938.92,-1.5439,-5.7061,1938.92,-1.8235
-5.8248,1938.83,-1.8216,-5.6346,1938.83,-1.5337
-5.9828,1938.75,-1.4285,-5.5938,1938.75,-1.5042
-5.7934,1938.67,-1.3558,-5.5911,1938.67,-1.5703
-5.7245,1938.58,-1.2956,-5.6557,1938.58,-1.6005
-5.7251,1938.5,-0.98979,-5.5772,1938.5,-1.7308
-5.543,1938.42,-1.4082,-5.5134,1938.42,-1.7499
-5.4875,1938.33,-1.4861,-5.5189,1938.33,-1.6346
-5.5346,1938.25,-1.2375,-5.4984,1938.25,-1.5957
-5.4195,1938.17,-1.3207,-5.4694,1938.17,-1.7608
-5.5476,1938.08,-1.6084,-5.5893,1938.08,-1.8543
-5.6992,1938,-1.4827,-5.6882,1938,-1.7826
-5.8046,1937.92,-1.3997,-5.7444,1937.92,-1.7365
-5.739,1937.83,-1.1649,-5.8175,1937.83,-1.6052
-5.8834,1937.75,-1.4561,-5.8262,1937.75,-1.8538
-5.8014,1937.67,-1.2562,-5.742,1937.67,-2.0263
-5.839,1937.58,-1.5704,-5.7995,1937.58,-1.8484
-5.7678,1937.5,-1.3496,-5.7297,1937.5,-1.6669
-5.7504,1937.42,-1.1131,-5.5585,1937.42,-1.1287
-5.5508,1937.33,-1.0478,-5.5926,1937.33,-1.6281
-5.5983,1937.25,-1.4012,-5.5125,1937.25,-1.6062
-5.4143,1937.17,-1.0961,-5.4597,1937.17,-1.6209
-5.4566,1937.08,-1.1261,-5.5386,1937.08,-1.8768
-5.4984,1937,-1.1225,-5.6124,1937,-1.759
-5.5412,1936.92,-1.5731,-5.6542,1936.92,-1.6335
-5.6959,1936.83,-1.356,-5.7299,1936.83,-1.6453
-5.6858,1936.75,-1.2421,-5.6591,1936.75,-1.6075
-5.7863,1936.67,-1.0955,-5.7498,1936.67,-1.7884
-5.8265,1936.58,-1.3906,-5.68,1936.58,-1.2083
-5.9143,1936.5,-1.4384,-5.4806,1936.5,-0.94155
-5.6747,1936.42,-1.1789,-5.4002,1936.42,-1.4891
-5.6593,1936.33,-1.4596,-5.4355,1936.33,-1.4403
-5.3972,1936.25,-1.2187,-5.4695,1936.25,-1.5002
-5.317,1936.17,-1.4009,-5.3701,1936.17,-1.76
-5.409,1936.08,-1.2967,-5.7722,1936.08,-1.6405
-5.5046,1936,-1.2476,-5.8168,1936,-1.7763
-5.6036,1935.92,-1.2426,-5.8323,1935.92,-1.554
-5.7664,1935.83,-1.3056,-5.588,1935.83,-1.6568
-5.7268,1935.75,-1.3384,-5.5611,1935.75,-1.7486
-5.8438,1935.67,-1.3358,-5.7852,1935.67,-1.7542
-5.7206,1935.58,-1.2514,-5.8221,1935.58,-1.8735
-5.601,1935.5,-0.97514,-5.7398,1935.5,-1.7547
-5.7965,1935.42,-1.0902,-5.782,1935.42,-1.4816
-5.7295,1935.33,-1.2978,-5.8166,1935.33,-1.4711
-5.6567,1935.25,-0.97187,-5.6357,1935.25,-1.564
-5.5666,1935.17,-1.2641,-5.4641,1935.17,-1.8252
-5.648,1935.08,-1.4376,-5.5557,1935.08,-2.1605
-5.6408,1935,-1.3835,-5.7144,1935,-2.0702
-5.7811,1934.92,-1.4209,-5.7375,1934.92,-1.801
-5.7265,1934.83,-1.1749,-5.699,1934.83,-1.6685
-5.8299,1934.75,-1.4158,-5.7533,1934.75,-1.8121
-5.8363,1934.67,-1.592,-5.7557,1934.67,-2.1713
-5.8638,1934.58,-1.5079,-5.7945,1934.58,-1.9546
-5.8988,1934.5,-1.2626,-5.9491,1934.5,-1.8369
-5.8649,1934.42,-1.3235,-5.8026,1934.42,-1.8674
-5.8028,1934.33,-1.3001,-5.6603,1934.33,-1.2096
-5.8532,1934.25,-1.3933,-5.7182,1934.25,-1.3944
-5.6048,1934.17,-1.2079,-5.5868,1934.17,-1.821
-5.7141,1934.08,-1.2231,-5.7136,1934.08,-1.8378
-5.6957,1934,-1.2172,-5.7321,1934,-1.8749
-5.8412,1933.92,-1.3715,-5.7844,1933.92,-1.7199
-5.9004,1933.83,-1.5303,-5.7197,1933.83,-1.968
-5.7163,1933.75,-1.7386,-5.8464,1933.75,-2.0028
-5.8277,1933.67,-1.7992,-5.7461,1933.67,-1.6958
-5.758,1933.58,-1.5479,-5.8164,1933.58,-1.6821
-5.7518,1933.5,-1.5765,-5.6284,1933.5,-1.751
-5.7355,1933.42,-1.6218,-5.6643,1933.42,-1.6079
-5.7553,1933.33,-1.4048,-5.7191,1933.33,-1.1692
-5.5516,1933.25,-1.3551,-5.6805,1933.25,-1.4319
-5.4508,1933.17,-1.546,-5.5324,1933.17,-1.8385
-5.5213,1933.08,-1.6568,-5.526,1933.08,-2.2504
-5.8159,1933,-1.8209,-5.6928,1933,-2.2766
-5.9097,1932.92,-1.9725,-5.8256,1932.92,-2.0532
-5.9814,1932.83,-1.9438,-5.8883,1932.83,-1.9978
-6.082,1932.75,-1.8047,-5.9331,1932.75,-1.8668
-6.0021,1932.67,-1.6933,-5.9199,1932.67,-1.734
-5.885,1932.58,-1.4049,-5.8639,1932.58,-1.7065
-5.8514,1932.5,-1.6324,-5.8188,1932.5,-1.6635
-5.8008,1932.42,-1.3623,-5.8153,1932.42,-1.5113
-5.6205,1932.33,-1.232,-5.8528,1932.33,-1.3737
-5.5561,1932.25,-1.0992,-5.7714,1932.25,-1.7245
-5.465,1932.17,-1.1404,-5.5252,1932.17,-1.629
-5.6177,1932.08,-1.5194,-5.617,1932.08,-1.6271
-5.6937,1932,-1.8259,-5.5679,1932,-1.7316
-5.7565,1931.92,-1.6361,-5.7068,1931.92,-2.2762
-5.905,1931.83,-1.5768,-5.6598,1931.83,-1.9618
-5.9022,1931.75,-1.9441,-5.8269,1931.75,-1.9001
-5.7756,1931.67,-1.5572,-5.9125,1931.67,-1.9964
-5.9714,1931.58,-1.6444,-5.7913,1931.58,-1.7342
-5.7715,1931.5,-1.26,-5.9131,1931.5,-1.989
-5.6494,1931.42,-1.0906,-5.8098,1931.42,-1.4026
-5.5695,1931.33,-1.0047,-5.6462,1931.33,-0.93728
-5.3343,1931.25,-1.1594,-5.4277,1931.25,-1.4717
-5.2837,1931.17,-1.2213,-5.2948,1931.17,-1.8442
-5.2661,1931.08,-1.0592,-5.3308,1931.08,-1.8003
-5.4421,1931,-1.4209,-5.3045,1931,-1.6945
-5.5196,1930.92,-1.4027,-5.5606,1930.92,-1.7732
-5.6375,1930.83,-1.1992,-5.7325,1930.83,-1.8076
-5.6271,1930.75,-1.4235,-5.6332,1930.75,-1.6311
-5.5612,1930.67,-1.4648,-5.6665,1930.67,-1.5119
-5.5095,1930.58,-1.2692,-5.6153,1930.58,-1.5066
-5.653,1930.5,-1.5235,-5.5887,1930.5,-1.6359
-5.6406,1930.42,-1.8491,-5.4785,1930.42,-1.3286
-5.6169,1930.33,-1.3174,-5.4636,1930.33,-0.91465
-5.5351,1930.25,-0.96715,-5.5908,1930.25,-0.97194
-5.4727,1930.17,-0.9221,-5.2795,1930.17,-1.1936
-5.6051,1930.08,-1.2048,-5.3773,1930.08,-1.4071
-5.6153,1930,-1.5183,-5.5749,1930,-1.8071
-5.6201,1929.92,-1.3713,-5.4754,1929.92,-1.7522
-5.7943,1929.83,-1.4436,-5.7977,1929.83,-1.9364
-5.723,1929.75,-1.2599,-5.7672,1929.75,-1.6653
-5.878,1929.67,-1.2885,-5.718,1929.67,-1.9473
-5.7445,1929.58,-1.3177,-5.6551,1929.58,-1.6582
-5.7742000000000004,1929.5,-1.7066,-5.6839,1929.5,-1.7836
-5.8412,1929.42,-1.2106,-5.8555,1929.42,-1.5187
-5.7416,1929.33,-1.2851,-5.7441,1929.33,-1.4881
-5.5895,1929.25,-1.0795,-5.5538,1929.25,-1.438
-5.4787,1929.17,-0.78846,-5.5327,1929.17,-1.7748
-5.5129,1929.08,-1.2015,-5.6647,1929.08,-2.2212
-5.7424,1929,-1.4998,-5.5576,1929,-1.8452
-5.5589,1928.92,-1.5002,-5.554,1928.92,-1.7797
-5.4833,1928.83,-1.344,-5.6605,1928.83,-1.5615
-5.7843,1928.75,-1.3543,-5.7246,1928.75,-1.8412
-5.7165,1928.67,-1.2304,-5.8283,1928.67,-1.7652
-5.8188,1928.58,-1.6001,-5.8776,1928.58,-1.7544
-5.7543,1928.5,-1.3196,-5.8751,1928.5,-1.9143
-5.6718,1928.42,-1.8734,-5.788,1928.42,-1.1586
-5.7445,1928.33,-1.312,-5.7388,1928.33,-0.85737
-5.7526,1928.25,-1.0831,-5.5679,1928.25,-1.2627
-5.4823,1928.17,-1.0829,-5.5404,1928.17,-2.2696
-5.7772,1928.08,-1.4304,-5.6554,1928.08,-1.9462
-5.6086,1928,-1.6123,-5.6862,1928,-1.9449
-5.8075,1927.92,-1.5952,-5.8604,1927.92,-1.582
-5.8254,1927.83,-1.8347,-5.8454,1927.83,-1.1952
-5.9362,1927.75,-1.6561,-5.7786,1927.75,-0.99261
-5.9436,1927.67,-0.97937,-5.7758,1927.67,-1.2003
-5.8719,1927.58,-1.66,-5.8933,1927.58,-1.541
-5.8636,1927.5,-1.7882,-5.815,1927.5,-1.8008
-5.8184,1927.42,-1.5857,-5.8773,1927.42,-1.6186
-5.6095,1927.33,-1.235,-5.9209,1927.33,-1.9582
-5.6493,1927.25,-1.2673,-5.6972,1927.25,-1.5513
-5.5335,1927.17,-1.3759,-5.6103,1927.17,-1.4269
-5.6292,1927.08,-1.3269,-5.6932,1927.08,-1.6481
-5.6663,1927,-1.4712,-5.6911,1927,-1.4697
-5.6856,1926.92,-1.5471,-5.7928,1926.92,-2.0542
-5.6724,1926.83,-1.6516,-5.8035,1926.83,-1.9713
-5.7549,1926.75,-1.7561,-5.7546,1926.75,-1.7723
-5.7335,1926.67,-1.4097,-5.7457,1926.67,-1.5788
-5.7874,1926.58,-1.2724,-5.8843,1926.58,-1.4903
-5.7577,1926.5,-1.8646,-5.6634,1926.5,-1.6902
-5.6144,1926.42,-1.6177,-5.7722,1926.42,-1.5595
-5.6409,1926.33,-1.6071,-5.4065,1926.33,-0.94363
-5.6078,1926.25,-1.4801,-5.3196,1926.25,-1.0482
-5.3355,1926.17,-1.049,-5.2708,1926.17,-1.3517
-5.3615,1926.08,-1.4992,-5.4596,1926.08,-1.64
-5.4483,1926,-1.7178,-5.6095,1926,-2.1643
-5.5037,1925.92,-1.6292,-5.5147,1925.92,-2.2445
-5.524,1925.83,-1.9244,-5.722,1925.83,-2.1521
-5.7104,1925.75,-1.6492,-5.6017,1925.75,-1.8687
-5.5793,1925.67,-1.5229,-5.5565,1925.67,-1.6958
-5.6765,1925.58,-1.563,-5.6348,1925.58,-1.75
-5.6702,1925.5,-1.5245,-5.7821,1925.5,-2.1156
-5.6772,1925.42,-1.5637,-5.8262,1925.42,-1.837
-5.8578,1925.33,-1.3186,-5.7594,1925.33,-1.6043
-5.6653,1925.25,-1.514,-5.6345,1925.25,-1.7321
-5.3355,1925.17,-1.4195,-5.6037,1925.17,-1.788
-5.6108,1925.08,-1.4335,-5.7075,1925.08,-2.0966
-5.7548,1925,-1.6183,-5.686,1925,-2.0585
-5.8261,1924.92,-1.5008,-5.6507,1924.92,-2.3725
-5.8149,1924.83,-1.372,-5.7906,1924.83,-2.3684
-5.8437,1924.75,-1.4075,-5.8367000000000004,1924.75,-2.1529
-5.725,1924.67,-1.3165,-5.9428,1924.67,-2.5654
-5.7434,1924.58,-1.3416,-5.9002,1924.58,-2.07
-5.8025,1924.5,-1.4395,-5.8275,1924.5,-1.9747
-5.732,1924.42,-1.3852,-5.7708,1924.42,-1.817
-5.6284,1924.33,-1.5163,-5.5225,1924.33,-1.6923
-5.5506,1924.25,-1.471,-5.5576,1924.25,-1.9166
-5.367,1924.17,-1.308,-5.3687,1924.17,-2.0953
-5.3807,1924.08,-1.4354,-5.5716,1924.08,-2.0925
-5.5713,1924,-1.6475,-5.6457,1924,-2.3712
-5.6232,1923.92,-1.5655,-5.7358,1923.92,-2.1424
-5.729,1923.83,-1.4642,-5.7523,1923.83,-1.8976
-5.8233,1923.75,-1.0644,-5.8338,1923.75,-1.7947
-5.6996,1923.67,-1.4362,-5.6705,1923.67,-1.831
-5.7103,1923.58,-1.5171,-5.6825,1923.58,-1.8602
-5.7562,1923.5,-1.6873,-5.715,1923.5,-2.0297
-5.7044,1923.42,-1.4224,-5.7363,1923.42,-1.1942
-5.7548,1923.33,-1.3532,-5.5793,1923.33,-1.2885
-5.5637,1923.25,-1.3245,-5.4506,1923.25,-1.5465
-5.4237,1923.17,-1.1192,-5.282,1923.17,-1.7912
-5.6624,1923.08,-1.4114,-5.5446,1923.08,-1.7355
-5.6416,1923,-1.3843,-5.4573,1923,-1.6067
-5.6509,1922.92,-1.4629,-5.7218,1922.92,-2.1323
-5.6692,1922.83,-1.3409,-5.732,1922.83,-1.8772
-5.6975,1922.75,-0.9591,-5.6178,1922.75,-1.6526
-5.6507,1922.67,-0.88397,-5.6876,1922.67,-1.7157
-5.7246,1922.58,-1.3521,-5.7078,1922.58,-2.0394
-5.6574,1922.5,-1.4508,-5.6116,1922.5,-2.2982
-5.6779,1922.42,-1.2401,-5.7865,1922.42,-2.1461
-5.6318,1922.33,-0.81862,-5.8141,1922.33,-1.7383
-5.5929,1922.25,-1.0068,-5.7922,1922.25,-1.5516
-5.5482,1922.17,-1.2012,-5.4752,1922.17,-1.7335
-5.6424,1922.08,-1.3365,-5.5454,1922.08,-1.7196
-5.8517,1922,-1.2686,-5.4869,1922,-1.799
-5.8971,1921.92,-1.4057,-5.8066,1921.92,-2.2297
-5.8185,1921.83,-1.4512,-5.8913,1921.83,-1.7904
-5.9424,1921.75,-1.4751,-5.7911,1921.75,-1.7399
-5.7781,1921.67,-1.5085,-5.7876,1921.67,-1.8319
-5.7214,1921.58,-1.284,-5.6854,1921.58,-0.99746
-5.8552,1921.5,-1.1025,-5.6154,1921.5,-1.2505
-5.6265,1921.42,-1.0612,-5.468,1921.42,-1.5061
-5.5843,1921.33,-1.0947,-5.4295,1921.33,-1.8062
-5.5215,1921.25,-1.259,-5.6565,1921.25,-2.18
-5.4918,1921.17,-1.4215,-5.3847,1921.17,-1.7485
-5.6005,1921.08,-1.5663,-5.7302,1921.08,-1.8362
-5.7249,1921,-1.5091,-5.8673,1921,-1.6376
-5.832,1920.92,-1.4199,-5.8068,1920.92,-1.4951
-5.7255,1920.83,-1.0833,-5.7186,1920.83,-1.749
-5.7763,1920.75,-0.98301,-5.6774,1920.75,-2.2335
-5.8,1920.67,-1.0856,-5.6138,1920.67,-1.9128
-5.8809,1920.58,-1.4189,-5.5968,1920.58,-1.5063
-5.7742000000000004,1920.5,-1.3793,-5.5675,1920.5,-1.6239
-5.6909,1920.42,-1.0759,-5.4625,1920.42,-1.5864
-5.552,1920.33,-0.71948,-5.4123,1920.33,-1.6347
-5.4493,1920.25,-0.94224,-5.2665,1920.25,-1.5036
-5.3812,1920.17,-1.1439,-5.2327,1920.17,-1.7667
-5.4431,1920.08,-1.0071,-5.376,1920.08,-1.6591
-5.5495,1920,-1.0902,-5.4328,1920,-1.9288
-5.4539,1919.92,-1.2516,-5.5166,1919.92,-1.6949
-5.5257,1919.83,-0.85915,-5.4104,1919.83,-1.785
-5.6371,1919.75,-1.4171,-5.5683,1919.75,-2.2518
-5.3817,1919.67,-0.96836,-5.6313,1919.67,-2.0274
-5.6452,1919.58,-1.2027,-5.5526,1919.58,-1.8027
-5.6393,1919.5,-1.3211,-5.4829,1919.5,-1.8207
-5.7661,1919.42,-1.2065,-5.6506,1919.42,-1.671
-5.5863,1919.33,-0.99259,-5.5103,1919.33,-1.1631
-5.4092,1919.25,-0.88976,-5.2791,1919.25,-1.2072
-5.198,1919.17,-0.82634,-5.2718,1919.17,-1.602
-5.2617,1919.08,-0.83645,-5.2875,1919.08,-1.9446
-5.2047,1919,-0.73728,-5.3213,1919,-1.8664
-5.3541,1918.92,-0.66383,-5.3571,1918.92,-2.1847
-5.4418,1918.83,-1.0387,-5.5001,1918.83,-1.913
-5.4562,1918.75,-1.2222,-5.3973,1918.75,-1.717
-5.4594,1918.67,-0.82908,-5.482,1918.67,-1.412
-5.5172,1918.58,-1.4433,-5.3935,1918.58,-1.3672
-5.6076,1918.5,-1.1114,-5.6471,1918.5,-1.8784
-5.7163,1918.42,-1.2442,-5.6212,1918.42,-1.6613
-5.7146,1918.33,-1.1099,-5.7164,1918.33,-1.8343
-5.6255,1918.25,-1.0237,-5.5251,1918.25,-1.5432
-5.4785,1918.17,-1.4515,-5.531,1918.17,-1.9944
-5.5405,1918.08,-1.4446,-5.6516,1918.08,-1.9304
-5.5549,1918,-1.444,-5.5498,1918,-1.9173
-5.6251,1917.92,-1.3709,-5.653,1917.92,-2.0186
-5.7071,1917.83,-1.3606,-5.5945,1917.83,-1.9878
-5.6576,1917.75,-1.5383,-5.6418,1917.75,-1.9687
-5.8525,1917.67,-1.3587,-5.6532,1917.67,-2.0094
-5.7485,1917.58,-1.4166,-5.684,1917.58,-1.7386
-5.8532,1917.5,-1.1439,-5.6138,1917.5,-1.7403
-5.7207,1917.42,-1.1456,-5.5579,1917.42,-1.8744
-5.5933,1917.33,-1.359,-5.5689,1917.33,-2.1899
-5.7528,1917.25,-1.0776,-5.715,1917.25,-2.082
-5.4962,1917.17,-1.0677,-5.52,1917.17,-1.9914
-5.5385,1917.08,-1.3068,-5.567,1917.08,-2.1749
-5.7586,1917,-1.575,-5.717,1917,-2.2701
-5.8133,1916.92,-1.6796,-5.7573,1916.92,-2.3119
-5.9548,1916.83,-1.6497,-5.7842,1916.83,-1.9162
-5.9084,1916.75,-1.3459,-5.6714,1916.75,-1.9368
-5.9921,1916.67,-1.373,-5.7922,1916.67,-1.7512
-5.9092,1916.58,-2.0773,-5.7979,1916.58,-1.5213
-5.8877,1916.5,-1.4587,-5.9319,1916.5,-1.5426
-5.6986,1916.42,-1.7773,-5.6939,1916.42,-1.601
-5.6838,1916.33,-1.5475,-5.7257,1916.33,-1.8024
-5.8201,1916.25,-1.9365,-5.6121,1916.25,-1.8592
-5.6267,1916.17,-1.5979,-5.5855,1916.17,-2.0596
-5.702,1916.08,-1.7175,-5.7013,1916.08,-2.2647
-5.6552,1916,-1.6832,-5.4914,1916,-1.7581
-5.7219,1915.92,-1.5337,-5.5396,1915.92,-1.8081
-5.6994,1915.83,-1.8798,-5.5999,1915.83,-1.7941
-5.8093,1915.75,-1.8837,-5.6984,1915.75,-1.8513
-5.7362,1915.67,-1.7552,-5.5729,1915.67,-1.5392
-5.8383,1915.58,-1.5853,-5.6415,1915.58,-1.4317
-5.8101,1915.5,-1.8956,-5.526,1915.5,-1.6119
-5.6313,1915.42,-1.5577,-5.4144,1915.42,-1.0839
-5.407,1915.33,-1.169,-5.4489,1915.33,-1.7826
-5.2904,1915.25,-1.2029,-5.3894,1915.25,-1.9582
-5.2421,1915.17,-1.1793,-5.2099,1915.17,-1.8782
-5.387,1915.08,-1.1967,-5.4168,1915.08,-1.8482
-5.474,1915,-1.283,-5.4364,1915,-1.9928
-5.5346,1914.92,-1.2543,-5.4372,1914.92,-1.8338
-5.5521,1914.83,-1.1498,-5.5345,1914.83,-1.5901
-5.4055,1914.75,-1.0139,-5.766,1914.75,-1.246
-5.4072,1914.67,-0.98458,-5.5407,1914.67,-1.5543
-5.4977,1914.58,-1.4311,-5.5088,1914.58,-1.3366
-5.5178,1914.5,-1.5173,-5.406,1914.5,-1.3776
-5.5473,1914.42,-1.7659,-5.4761,1914.42,-1.4976
-5.4707,1914.33,-1.0553,-5.3795,1914.33,-1.2512
-5.436,1914.25,-0.81794,-5.3437,1914.25,-1.1595
-5.1976,1914.17,-0.75005,-5.264,1914.17,-1.2581
-5.4614,1914.08,-1.0755,-5.284,1914.08,-1.3665
-5.415,1914,-1.0425,-5.4078,1914,-1.8914
-5.5914,1913.92,-0.85438,-5.6408,1913.92,-1.7759
-5.6104,1913.83,-0.93924,-5.5436,1913.83,-1.4388
-5.6206,1913.75,-1.1063,-5.6384,1913.75,-1.8929
-5.6514,1913.67,-1.3912,-5.543,1913.67,-2.0259
-5.7484,1913.58,-1.7503,-5.6132,1913.58,-1.8208
-5.603,1913.5,-1.3943,-5.567,1913.5,-1.4382
-5.6871,1913.42,-1.2197,-5.4644,1913.42,-1.4684
-5.4815,1913.33,-1.125,-5.5657,1913.33,-1.7543
-5.4292,1913.25,-1.1168,-5.4568,1913.25,-1.8302
-5.2531,1913.17,-1.2321,-5.3693,1913.17,-2.5682
-5.5015,1913.08,-1.3863,-5.4576,1913.08,-2.9028
-5.5995,1913,-1.559,-5.523,1913,-2.7879
-5.6444,1912.92,-1.3035,-5.5175,1912.92,-2.3501
-5.6189,1912.83,-1.3568,-5.5441,1912.83,-1.8632
-5.777,1912.75,-1.3001,-5.6456,1912.75,-1.7953
-5.7076,1912.67,-1.5077,-5.7145,1912.67,-1.9615
-5.7157,1912.58,-1.7121,-5.688,1912.58,-2.0942
-5.7071,1912.5,-1.3466,-5.7196,1912.5,-1.7878
-5.4689,1912.42,-1.1619,-5.5412,1912.42,-1.1702
-5.4013,1912.33,-1.1295,-5.2829,1912.33,-1.301
-5.2833,1912.25,-1.0941,-5.2888,1912.25,-2.0504
-5.232,1912.17,-1.2017,-5.0819,1912.17,-2.2542
-5.2976,1912.08,-0.89036,-5.3112,1912.08,-2.3446
-5.3047,1912,-1.1064,-5.2658,1912,-2.4184
-5.3742,1911.92,-1.2325,-5.5228,1911.92,-2.143
-5.3372,1911.83,-1.1524,-5.4467,1911.83,-1.9653
-5.6114,1911.75,-1.0602,-5.4608,1911.75,-1.8008
-5.5964,1911.67,-1.1996,-5.4614,1911.67,-1.8611
-5.5172,1911.58,-1.1113,-5.218,1911.58,-1.7777
-5.6351,1911.5,-1.1232,-5.5001,1911.5,-1.9396
-5.599,1911.42,-1.2974,-5.6807,1911.42,-1.5607
-5.7154,1911.33,-1.2842,-5.6967,1911.33,-1.3958
-5.6424,1911.25,-0.90096,-5.6599,1911.25,-1.7709
-5.4518,1911.17,-0.83782,-5.452,1911.17,-1.7879
-5.55,1911.08,-0.87416,-5.5014,1911.08,-1.6937
-5.6961,1911,-1.0542,-5.4611,1911,-1.3512
-5.6966,1910.92,-1.0895,-5.5154,1910.92,-1.855
-5.6353,1910.83,-1.25,-5.6806,1910.83,-2.3781
-5.8873,1910.75,-1.1886,-5.6289,1910.75,-2.1711
-5.856,1910.67,-0.9966,-5.6378,1910.67,-1.5016
-5.6591,1910.58,-1.1163,-5.7383,1910.58,-1.2671
-5.7107,1910.5,-1.302,-5.6554,1910.5,-1.4764
-5.7209,1910.42,-0.96997,-5.6397,1910.42,-1.4432
-5.6998,1910.33,-1.2894,-5.6903,1910.33,-1.3822
-5.693,1910.25,-0.93206,-5.4804,1910.25,-1.4741
-5.4275,1910.17,-1.3178,-5.4229,1910.17,-1.337
-5.4984,1910.08,-1.1309,-5.6196,1910.08,-1.6899
-5.5968,1910,-0.99101,-5.6601,1910,-2.209
-5.6298,1909.92,-0.89971,-5.6237,1909.92,-2.0917
-5.502,1909.83,-0.87803,-5.6854,1909.83,-2.4176
-5.6604,1909.75,-1.0859,-5.7312,1909.75,-2.1854
-5.6123,1909.67,-1.1621,-5.8875,1909.67,-2.0369
-5.7595,1909.58,-1.2755,-5.4752,1909.58,-1.7511
-5.731,1909.5,-1.2277,-5.7737,1909.5,-1.7392
-5.6861,1909.42,-1.1773,-5.6645,1909.42,-1.8641
-5.7616,1909.33,-1.4278,-5.7391,1909.33,-1.8967
-5.6294,1909.25,-1.4111,-5.6169,1909.25,-1.915
-5.4914,1909.17,-1.0944,-5.5155,1909.17,-2.0188
-5.5709,1909.08,-1.2429,-5.672,1909.08,-1.8907
-5.5482,1909,-1.1077,-5.5558,1909,-2.1303
-5.7042,1908.92,-1.4333,-5.7454,1908.92,-2.3893
-5.8211,1908.83,-1.4139,-5.9422,1908.83,-2.0732
-5.808,1908.75,-1.4237,-6.0673,1908.75,-1.8681
-5.8073,1908.67,-1.1394,-5.9086,1908.67,-1.7682
-5.749,1908.58,-1.0412,-5.7919,1908.58,-1.8242
-5.7685,1908.5,-1.4143,-5.8757,1908.5,-1.8597
-5.7607,1908.42,-1.5489,-5.751,1908.42,-1.8163
-5.5593,1908.33,-1.7927,-5.6788,1908.33,-1.8439
-5.5267,1908.25,-1.4364,-5.5701,1908.25,-1.9887
-5.314,1908.17,-1.1398,-5.3589,1908.17,-2.0314
-5.3419,1908.08,-1.6085,-5.4635,1908.08,-2.084
-5.4573,1908,-1.7184,-5.5573,1908,-2.0836
-5.6931,1907.92,-1.4863,-5.4006,1907.92,-1.5837
-5.6993,1907.83,-0.94054,-5.6669,1907.83,-1.4223
-5.6361,1907.75,-1.4751,-5.5658,1907.75,-1.628
-5.5714,1907.67,-1.8359,-5.5574,1907.67,-1.9096
-5.6855,1907.58,-1.6615,-5.7029,1907.58,-1.5677
-5.6143,1907.5,-1.7127,-5.579,1907.5,-1.953
-5.5944,1907.42,-1.1721,-5.589,1907.42,-1.6719
-5.5313,1907.33,-1.2325,-5.6836,1907.33,-1.7602
-5.4542,1907.25,-1.448,-5.5094,1907.25,-2.3064
-5.4347,1907.17,-1.595,-5.4992,1907.17,-1.9904
-5.8043,1907.08,-1.4167,-5.7075,1907.08,-2.1094
-5.7694,1907,-1.4377,-5.6386,1907,-1.7254
-5.7642,1906.92,-1.3317,-5.7365,1906.92,-1.6967
-5.8955,1906.83,-1.6449,-5.9387,1906.83,-1.7306
-5.8185,1906.75,-1.7642,-5.8097,1906.75,-1.5652
-5.7732,1906.67,-1.7803,-5.7897,1906.67,-1.7342
-5.5625,1906.58,-1.7841,-5.6391,1906.58,-1.4795
-5.5473,1906.5,-1.1143,-5.3618,1906.5,-0.86396
-5.3783,1906.42,-0.93784,-5.2364,1906.42,-0.86372
-5.3939,1906.33,-0.88763,-5.2925,1906.33,-0.90036
-5.4319,1906.25,-1.2053,-5.3475,1906.25,-1.4605
-5.2841,1906.17,-1.3413,-5.2171,1906.17,-1.7109
-5.548,1906.08,-1.5044,-5.3451,1906.08,-1.4468
-5.6049,1906,-2.1187,-5.3531,1906,-1.1435
-5.5828,1905.92,-1.37,-5.5128,1905.92,-1.4795
-5.6444,1905.83,-1.1387,-5.6166,1905.83,-1.3398
-5.6698,1905.75,-1.5496,-5.5312,1905.75,-0.78142
-5.5993,1905.67,-1.8985,-5.5014,1905.67,-0.98864
-5.5626,1905.58,-1.4699,-5.4885,1905.58,-1.37
-5.352,1905.5,-1.1281,-5.4523,1905.5,-1.3469
-5.4761,1905.42,-1.0983,-5.4721,1905.42,-1.3321
-5.3315,1905.33,-0.85871,-5.3946,1905.33,-1.0684
-5.3315,1905.25,-0.90607,-5.3492,1905.25,-1.0464
-5.2682,1905.17,-1.1318,-5.2275,1905.17,-1.5009
-5.5757,1905.08,-1.4859,-5.2723,1905.08,-1.8632
-5.5612,1905,-1.3738,-5.376,1905,-1.7413
-5.8215,1904.92,-1.4207,-5.5517,1904.92,-1.7886
-5.6438,1904.83,-1.2349,-5.6917,1904.83,-1.5416
-5.6888,1904.75,-1.7047,-5.7991,1904.75,-1.4866
-5.7726,1904.67,-1.0766,-5.7286,1904.67,-1.6162
-5.7267,1904.58,-1.7633,-5.5479,1904.58,-1.6055
