d18O (permil),year (AD),depth (m)
0.44,-2738.2,4.19
0.48,-2753.2,4.2
0.49,-2789.1,4.22
0.32,-2809.8,4.23
0.51,-2830.6,4.24
0.53,-2872.3,4.26
0.73,-2913.8,4.28
0.42,-2934.5,4.29
0.64,-2955.1,4.3
0.14,-2975.6,4.31
0.52,-2996.1,4.32
0.17,-3016.2,4.33
0.53,-3036.2,4.34
0.53,-3056.9,4.35
0.51,-3077.3,4.36
0.67,-3098.5,4.37
0.73,-3119.6,4.38
0.52,-3140.7,4.39
0.37,-3161.7,4.4
0.35,-3182.9,4.41
0.34,-3224,4.43
0.14,-3244.7,4.44
0.11,-3265.3,4.45
0.17,-3285.7,4.46
0.44,-3327.2,4.48
0.47,-3348.1,4.49
0.62,-3368.7,4.5
0.38,-3389.4,4.51
0.54,-3431.1,4.53
0.38,-3452,4.54
0.2,-3472.8,4.55
0.33,-3493.5,4.56
0.39,-3514.2,4.57
0.26,-3534.9,4.58
0.44,-3555.3,4.59
0.53,-3575.7,4.6
0.45,-3596.3,4.61
0.36,-3616.8,4.62
0.49,-3637.1,4.63
0.38,-3657.6,4.64
0.59,-3678,4.65
0.52,-3698.4,4.66
0.55,-3739.7,4.68
0.51,-3760.3,4.69
0.58,-3780.6,4.7
0.41,-3800.6,4.71
0.53,-3841.3,4.73
0.22,-3861.5,4.74
0.59,-3881.7,4.75
0.31,-3901.9,4.76
0.41,-3922.6,4.77
0.14,-3943.2,4.78
0.39,-3963.9,4.79
0.24,-3984.6,4.8
0.48,-4005.3,4.81
0.22,-4025.8,4.82
0.42,-4046.6,4.83
0.44,-4067.7,4.84
0.51,-4109,4.86
0.24,-4129.6,4.87
0.42,-4150.4,4.88
0.44,-4171,4.89
0.14,-4191.9,4.9
0.42,-4253.1,4.93
0.4,-4273.5,4.94
0.55,-4294,4.95
0.52,-4314.2,4.96
0.41,-4354.8,4.98
0.38,-4375,4.99
0.53,-4395.6,5
0.35,-4416.6,5.01
0.4,-4478.5,5.04
0.08,-4499.2,5.05
0.44,-4519.8,5.06
0.25,-4540.6,5.07
0.3,-4561.2,5.08
0.25,-4581.5,5.09
0.21,-4642.4,5.12
-0.42,-4662.4,5.13
0.2,-4682.7,5.14
-0.15,-4703.3,5.15
0.22,-4724.2,5.16
0.1,-4744,5.17
0.1,-4764,5.18
0.1,-4804.3,5.2
-0.16,-4844.6,5.22
0.44,-4864.7,5.23
0.38,-4905.4,5.25
0.08,-4945.8,5.27
0.28,-4965.8,5.28
0.16,-4985.8,5.29
0.01,-5025.5,5.31
-0.16,-5045.5,5.32
0.19,-5065.3,5.33
-0.03,-5085.2,5.34
0.01,-5124.5,5.36
0.51,-5144.9,5.37
0.1,-5165,5.38
0.36,-5185.3,5.39
0.17,-5225.3,5.41
0.42,-5265.5,5.43
0.22,-5285.9,5.44
0.13,-5305.8,5.45
0.24,-5345.7,5.47
0.16,-5365.9,5.48
0.37,-5385.6,5.49
0.09,-5405.6,5.5
0.12,-5425.2,5.51
0.16,-5445.1,5.52
-0.09,-5485.6,5.54
0.15,-5506.1,5.55
0.02,-5546.4,5.57
-0.01,-5586.8,5.59
-0.1,-5627.6,5.61
0.25,-5647.6,5.62
0.22,-5687.6,5.64
0.12,-5707.8,5.65
0.02,-5727.6,5.66
0.14,-5747.4,5.67
0.12,-5767.5,5.68
0.06,-5787.3,5.69
0.12,-5826.2,5.71
0.1,-5845.2,5.72
0.35,-5865.2,5.73
0.21,-5885,5.74
0.11,-5904.5,5.75
0.02,-5924.6,5.76
0.29,-5944.7,5.77
0.15,-5964.7,5.78
0.28,-5984.8,5.79
0.01,-6004.9,5.8
-0.02,-6025.3,5.81
0.23,-6045.7,5.82
0.38,-6066.2,5.83
0.11,-6328.4,5.96
0.33,-6448.8,6.02
0.28,-6489.7,6.04
0.38,-6549.9,6.07
0.75,-6590.4,6.09
0.17,-6630.4,6.11
0.31,-6669.2,6.13
0.49,-6689.2,6.14
0.51,-6709.6,6.15
0.52,-6729.8,6.16
0.35,-6749.3,6.17
0.72,-6828.7,6.21
0.54,-6848.7,6.22
0.64,-6868.3,6.23
-0.22,-6928.4,6.26
0.37,-6946.8,6.27
1.48,-6964.9,6.28
1.08,-6983.2,6.29
0.99,-7001.6,6.3
0.63,-7019.7,6.31
0.62,-7038.5,6.32
0.63,-7057.6,6.33
1.35,-7076.6,6.34
0.21,-7408.8,6.52
0.43,-7446.1,6.54
0.39,-7483.1,6.56
-0.18,-7501.5,6.57
0.36,-7520.3,6.58
-0.12,-7538.8,6.59
0.25,-7557.5,6.6
0.83,-7576.2,6.61
0.8,-7595,6.62
0.42,-7614,6.63
0.8,-7632.9,6.64
0.88,-7651.7,6.65
0.97,-7670.7,6.66
0.95,-7689.5,6.67
1.03,-7708.3,6.68
1.23,-7727.1,6.69
0.52,-7746,6.7
0.89,-7764.8,6.71
1.03,-7783.6,6.72
1.29,-7802.6,6.73
1.03,-7840.2,6.75
1.34,-7859,6.76
1.67,-7895.2,6.78
1.35,-7913.1,6.79
1.26,-7931,6.8
1.17,-7949.1,6.81
1.11,-7967.4,6.82
1.06,-8021.2,6.85
1.23,-8038.8,6.86
1.29,-8057.5,6.87
1.06,-8076.3,6.88
1.11,-8094.7,6.89
1.18,-8113.2,6.9
1.16,-8131.4,6.91
1.34,-8149.1,6.92
1.28,-8166.7,6.93
1.18,-8184.2,6.94
1.33,-8219.6,6.96
1.1,-8237.6,6.97
1.32,-8255.8,6.98
1.2,-8274.1,6.99
1.02,-8292.5,7
0.66,-8310.7,7.01
0.45,-8328.6,7.02
-0.2,-8346.6,7.03
0.1,-8346.6,7.03
1.01,-8364.3,7.04
1.16,-8382.3,7.05
1.09,-8399.9,7.06
1.91,-8418.4,7.07
0.99,-8508.5,7.12
0.77,-8544.3,7.14
1.11,-8562.2,7.15
1.63,-8579.5,7.16
1.46,-8598.2,7.17
1.86,-8616.8,7.18
1.13,-8653.3,7.2
1.44,-8671.8,7.21
0.69,-8691.5,7.22
1.13,-8711.4,7.23
1.28,-8731.3,7.24
1.39,-8751,7.25
1.07,-8770.8,7.26
1.76,-8791,7.27
1.35,-8811.6,7.28
1.47,-8831.9,7.29
1.35,-8852.2,7.3
1.34,-8872.9,7.31
1.68,-8892.6,7.32
1.62,-8913.1,7.33
1.46,-8933.3,7.34
1.49,-8953.2,7.35
1.59,-8973.6,7.36
1.66,-8993.6,7.37
1.61,-9013.9,7.38
1.88,-9034.1,7.39
2.06,-9054,7.4
1.54,-9074,7.41
1.77,-9114.5,7.43
1.45,-9134.6,7.44
1.62,-9154.9,7.45
1.54,-9195.1,7.47
1.66,-9215.6,7.48
1.83,-9236.4,7.49
1.44,-9257.3,7.5
1.96,-9257.3,7.5
1.61,-9277.6,7.51
1.95,-9297.9,7.52
1.94,-9318.4,7.53
1.73,-9339,7.54
2.46,-9359.6,7.55
1.87,-9359.6,7.55
1.07,-9380.2,7.56
1.93,-9400.3,7.57
1.98,-9420,7.58
1.99,-9439.8,7.59
1.74,-9459.6,7.6
1.55,-9479.2,7.61
1.96,-9499.4,7.62
1.77,-9519.1,7.63
1.22,-9558.5,7.65
1.51,-9578.6,7.66
0.29,-9599.3,7.67
0.63,-9599.3,7.67
