d18O (permil),year (AD),depth (m)
-27.4977,1865,NA
-27.7887,1864,NA
-29.15,1863,NA
-28.8331,1862,NA
-28.6026,1861,NA
-28.28,1860,NA
-28.768,1859,NA
-29.4049,1858,NA
-29.8271,1857,NA
-29.5383,1856,NA
-29.52,1855,NA
-29.8161,1854,NA
-29.0542,1853,NA
-28.4222,1852,NA
-28.1112,1851,NA
-27.94,1850,NA
-28.0188,1849,NA
-27.9993,1848,NA
-27.67,1847,NA
-27.6477,1846,NA
-27.5226,1845,NA
-27.375,1844,NA
-27.49,1843,NA
-27.8619,1842,NA
-28.067,1841,NA
-28.2,1840,NA
-28.4032,1839,NA
-28.4567,1838,NA
-28.12,1837,NA
-28.0894,1836,NA
-28.0847,1835,NA
-28.25,1834,NA
-28.3372,1833,NA
-28.3038,1832,NA
-27.985,1831,NA
-27.38,1830,NA
-27.38,1829,NA
-27.7439,1828,NA
-28.3073,1827,NA
-28.9523,1826,NA
-29.511,1825,NA
-29.26,1824,NA
-29.107,1823,NA
-29.1425,1822,NA
-28.8591,1821,NA
-28.2766,1820,NA
-27.83,1819,NA
-28.0078,1818,NA
-27.8324,1817,NA
-27.7383,1816,NA
-27.7366,1815,NA
-27.5774,1814,NA
-27.1578,1813,NA
-26.8682,1812,NA
-26.8789,1811,NA
-27.1475,1810,NA
-27.9134,1809,NA
-28.8106,1808,NA
-28.8029,1807,NA
-28.1287,1806,NA
-27.5912,1805,NA
-27.5677,1804,NA
-27.7168,1803,NA
-27.8354,1802,NA
-27.8873,1801,NA
-27.8423,1800,NA
-28.3411,1799,NA
-28.2233,1798,NA
-27.9834,1797,NA
-28.0894,1796,NA
-28.0913,1795,NA
-27.9787,1794,NA
-27.8183,1793,NA
-27.794,1792,NA
-27.7193,1791,NA
-28.1185,1790,NA
-28.2812,1789,NA
-28.2333,1788,NA
-28.0132,1787,NA
-27.6157,1786,NA
-27.3363,1785,NA
-27.0847,1784,NA
-27.05,1783,NA
-26.9711,1782,NA
-26.87,1781,NA
-26.8795,1780,NA
-26.915,1779,NA
-27.01,1778,NA
-27.179,1777,NA
-27.6568,1776,NA
-28.26,1775,NA
-27.1514,1774,NA
-27.3987,1773,NA
-27.6656,1772,NA
-28.19,1771,NA
-28.5079,1770,NA
-28.6216,1769,NA
-28.42,1768,NA
-27.9092,1767,NA
-27.7077,1766,NA
-27.67,1765,NA
-28.222,1764,NA
-28.4299,1763,NA
-28.65,1762,NA
-28.5187,1761,NA
-28.4646,1760,NA
-28.44,1759,NA
-28.0194,1758,NA
-27.8252,1757,NA
-27.6324,1756,NA
-27.35,1755,NA
-27.7049,1754,NA
-27.9335,1753,NA
-28.16,1752,NA
-28.5766,1751,NA
-28.7235,1750,NA
-28.8454,1749,NA
-29.03,1748,NA
-29.0126,1747,NA
-28.9334,1746,NA
-28.46,1745,NA
-28.1949,1744,NA
-28.0201,1743,NA
-27.88,1742,NA
-28.0337,1741,NA
-28.1454,1740,NA
-28.6,1739,NA
-28.8134,1738,NA
-28.6378,1737,NA
-27.79,1736,NA
-27.01,1735,NA
-26.7191,1734,NA
-26.54,1733,NA
-26.6913,1732,NA
-26.7683,1731,NA
-26.857,1730,NA
-27.29,1729,NA
-27.3523,1728,NA
-27.5098,1727,NA
-28.47,1726,NA
-28.8777,1725,NA
-29.0978,1724,NA
-28.9,1723,NA
-29.0089,1722,NA
-29.27,1721,NA
-29.8948,1720,NA
-29.5778,1719,NA
-28.48,1718,NA
-27.3847,1717,NA
-27.0647,1716,NA
-26.98,1715,NA
-27.7065,1714,NA
-28.0935,1713,NA
-28.63,1712,NA
-29.4027,1711,NA
-29.6785,1710,NA
-29.47,1709,NA
-29.552,1708,NA
-29.5508,1707,NA
-28.93,1706,NA
-28.9809,1705,NA
-29.03,1704,NA
-28.852,1703,NA
-28.7399,1702,NA
-28.56,1701,NA
-28.3134,1700,NA
-28.7465,1699,NA
-29.77,1698,NA
-29.6283,1697,NA
-29.4061,1696,NA
-29.14,1695,NA
-28.5052,1694,NA
-28.1675,1693,NA
-27.8825,1692,NA
-28.04,1691,NA
-28.1952,1690,NA
-28.274,1689,NA
-28.1,1688,NA
-27.7476,1687,NA
-27.5435,1686,NA
-27.51,1685,NA
-28.5321,1684,NA
-29.0933,1683,NA
-29.28,1682,NA
-29.156,1681,NA
-29.0703,1680,NA
-28.94,1679,NA
-28.7788,1678,NA
-28.7135,1677,NA
-29.07,1676,NA
-28.9485,1675,NA
-28.6271,1674,NA
-28.2502,1673,NA
-27.88,1672,NA
-27.1875,1671,NA
-27.032,1670,NA
-27.0612,1669,NA
-27.26,1668,NA
-27.5185,1667,NA
-27.6985,1666,NA
-27.7729,1665,NA
-27.7555,1664,NA
-27.56,1663,NA
-27.7001,1662,NA
-27.6032,1661,NA
-27.3235,1660,NA
-27.46,1659,NA
-27.8494,1658,NA
-28.0598,1657,NA
-28.1,1656,NA
-27.8004,1655,NA
-27.6225,1654,NA
-27.4204,1653,NA
-27.14,1652,NA
-27.2005,1651,NA
-27.4292,1650,NA
-27.673,1649,NA
-27.86,1648,NA
-27.9921,1647,NA
-28.1869,1646,NA
-28.53,1645,NA
-28.2779,1644,NA
-28.1803,1643,NA
-28.1,1642,NA
-28.0403,1641,NA
-28.085,1640,NA
-28.32,1639,NA
-28.4221,1638,NA
-28.4644,1637,NA
-28.43,1636,NA
-28.4773,1635,NA
-28.5245,1634,NA
-28.9,1633,NA
-28.8571,1632,NA
-28.81,1631,NA
-28.6278,1630,NA
-28.3396,1629,NA
-27.81,1628,NA
-27.3922,1627,NA
-27.1953,1626,NA
-26.89,1625,NA
-27.0242,1624,NA
-27.12,1623,NA
-28.2147,1622,NA
-28.3409,1621,NA
-28.52,1620,NA
-28.3037,1619,NA
-28.1543,1618,NA
-27.69,1617,NA
-27.4234,1616,NA
-27.19,1615,NA
-27.5697,1614,NA
-27.6127,1613,NA
-27.62,1612,NA
-27.613,1611,NA
-27.6216,1610,NA
-27.67,1609,NA
-27.8212,1608,NA
-27.9014,1607,NA
-27.91,1606,NA
-27.8217,1605,NA
-27.7771,1604,NA
-28.07,1603,NA
-27.9905,1602,NA
-27.91,1601,NA
-28.1196,1600,NA
-28.0918,1599,NA
-28.03,1598,NA
-28.0796,1597,NA
-28.0679,1596,NA
-28,1595,NA
-28.6106,1594,NA
-28.9051,1593,NA
-28.96,1592,NA
-28.7827,1591,NA
-28.61,1590,NA
-28.0567,1589,NA
-27.9011,1588,NA
-27.66,1587,NA
-27.474,1586,NA
-27.4009,1585,NA
-27.41,1584,NA
-27.6475,1583,NA
-27.9,1582,NA
-27.611,1581,NA
-27.6383,1580,NA
-27.9,1579,NA
-28.1209,1578,NA
-28.57,1577,NA
-28.684,1576,NA
-28.75,1575,NA
-27.8075,1574,NA
-27.5365,1573,NA
-26.84,1572,NA
-26.6369,1571,NA
-26.47,1570,NA
-27.0488,1569,NA
-27.2179,1568,NA
-27.57,1567,NA
-27.7623,1566,NA
-28.07,1565,NA
-28.2627,1564,NA
-28.36,1563,NA
-28.5798,1562,NA
-28.6515,1561,NA
-28.92,1560,NA
-28.9326,1559,NA
-28.95,1558,NA
-28.8325,1557,NA
-28.77,1556,NA
-27.9872,1555,NA
-27.8976,1554,NA
-27.88,1553,NA
-27.4512,1552,NA
-26.66,1551,NA
-26.3488,1550,NA
-26.1,1549,NA
-25.6498,1548,NA
-25.52,1547,NA
-27.4338,1546,NA
-27.6785,1545,NA
-28.53,1544,NA
-28.5826,1543,NA
-28.68,1542,NA
-28.9571,1541,NA
-29.19,1540,NA
-28.5478,1539,NA
-28.28,1538,NA
-28.6164,1537,NA
-28.6877,1536,NA
-29.48,1535,NA
-29.5267,1534,NA
-29.64,1533,NA
-29.3953,1532,NA
-29.19,1531,NA
-28.653,1530,NA
-28.511,1529,NA
-28.53,1528,NA
-28.3875,1527,NA
-28.03,1526,NA
-28.2039,1525,NA
-28.37,1524,NA
-28.3334,1523,NA
-28.32,1522,NA
-27.5735,1521,NA
-27.4751,1520,NA
-27.17,1519,NA
-27.2763,1518,NA
-27.42,1517,NA
-27.1121,1516,NA
-26.984,1515,NA
-26.75,1514,NA
-26.6344,1513,NA
-26.37,1512,NA
-26.7164,1511,NA
-26.97,1510,NA
-27.3754,1509,NA
-27.5064,1508,NA
-27.98,1507,NA
-28.0418,1506,NA
-28.14,1505,NA
-28.2797,1504,NA
-28.36,1503,NA
-28.9489,1502,NA
-28.9683,1501,NA
-28.5,1500,NA
-28.3646,1499,NA
-28.11,1498,NA
-27.9785,1497,NA
-27.89,1496,NA
-28.2902,1495,NA
-28.3681,1494,NA
-27.98,1493,NA
-28.0061,1492,NA
-28.09,1491,NA
-28.1731,1490,NA
-28.28,1489,NA
-27.9973,1488,NA
-27.85,1487,NA
-27.6049,1486,NA
-27.631,1485,NA
-30.17,1484,NA
-30.3545,1483,NA
-31.08,1482,NA
-30.853,1481,NA
-30.47,1480,NA
-29.3192,1479,NA
-28.32,1478,NA
-27.0655,1477,NA
-26.69,1476,NA
-26.2207,1475,NA
-26.262,1474,NA
-26.41,1473,NA
-26.7037,1472,NA
-27.08,1471,NA
-27.4109,1470,NA
-27.59,1469,NA
-27.9316,1468,NA
-27.9694,1467,NA
-27.6,1466,NA
-27.5508,1465,NA
-27.4,1464,NA
-27.5905,1463,NA
-27.84,1462,NA
-27.8953,1461,NA
-27.93,1460,NA
-28.5452,1459,NA
-28.71,1458,NA
-28.643,1457,NA
-28.6208,1456,NA
-28.48,1455,NA
-28.3058,1454,NA
-27.85,1453,NA
-27.7945,1452,NA
-27.72,1451,NA
-27.9709,1450,NA
-28.16,1449,NA
-28.4292,1448,NA
-28.54,1447,NA
-28.7415,1446,NA
-28.78,1445,NA
-28.5387,1444,NA
-28.5585,1443,NA
-28.87,1442,NA
-28.9369,1441,NA
-29.21,1440,NA
-29.0858,1439,NA
-28.8,1438,NA
-27.9216,1437,NA
-26.62,1436,NA
-26.5307,1435,NA
-26.44,1434,NA
-26.5399,1433,NA
-26.6594,1432,NA
-27.01,1431,NA
-27.3545,1430,NA
-27.4611,1429,NA
-27.9137,1428,NA
-28.4557,1427,NA
-28.8007,1426,NA
-28.9039,1425,NA
-28.99,1424,NA
-28.6953,1423,NA
-28.3618,1422,NA
-27.9935,1421,NA
-27.51,1420,NA
-28.2126,1419,NA
-28.1398,1418,NA
-27.8469,1417,NA
-27.4373,1416,NA
-27.69,1415,NA
-28.1012,1414,NA
-28.0446,1413,NA
-27.7113,1412,NA
-27.16,1411,NA
-26.8532,1410,NA
-26.876,1409,NA
-27.1556,1408,NA
-27.87,1407,NA
-27.8418,1406,NA
-27.9712,1405,NA
-27.853,1404,NA
-27.4043,1403,NA
-26.83,1402,NA
-26.9884,1401,NA
-27.06,1400,NA
-27.0298,1399,NA
-26.9953,1398,NA
-26.97,1397,NA
-26.8705,1396,NA
-27.2082,1395,NA
-27.4527,1394,NA
-26.59,1393,NA
-26.5979,1392,NA
-26.541,1391,NA
-26.5071,1390,NA
-26.86,1389,NA
-27.0413,1388,NA
-27.0883,1387,NA
-27.0304,1386,NA
-26.24,1385,NA
-26.5346,1384,NA
-27.0024,1383,NA
-27.69,1382,NA
-28.4953,1381,NA
-28.7901,1380,NA
-28.7789,1379,NA
-28.22,1378,NA
-27.9832,1377,NA
-27.9678,1376,NA
-28.22,1375,NA
-28.1037,1374,NA
-27.7342,1373,NA
-27.2299,1372,NA
-26.91,1371,NA
-27.1159,1370,NA
-27.2175,1369,NA
-27.253,1368,NA
-27.08,1367,NA
-27.4677,1366,NA
-27.2234,1365,NA
-26.7641,1364,NA
-27.68,1363,NA
-27.8318,1362,NA
-27.94,1361,NA
-27.9157,1360,NA
-27.9548,1359,NA
-28.1552,1358,NA
-28.57,1357,NA
-29.0276,1356,NA
-28.9605,1355,NA
-28.72,1354,NA
-28.1286,1353,NA
-28.1828,1352,NA
-28.2392,1351,NA
-28.3,1350,NA
-28.5846,1349,NA
-28.7321,1348,NA
-28.82,1347,NA
-28.685,1346,NA
-28.5597,1345,NA
-28.42,1344,NA
-28.0524,1343,NA
-27.8949,1342,NA
-27.7533,1341,NA
-27.61,1340,NA
-27.5323,1339,NA
-27.5975,1338,NA
-28,1337,NA
-28.0525,1336,NA
-28.0206,1335,NA
-27.91,1334,NA
-27.3044,1333,NA
-27.1822,1332,NA
-27.14,1331,NA
-27.5296,1330,NA
-28.1911,1329,NA
-29.0664,1328,NA
-29.2499,1327,NA
-29.15,1326,NA
-28.4573,1325,NA
-28.1101,1324,NA
-27.9716,1323,NA
-28.0283,1322,NA
-27.25,1321,NA
-27.25,1320,NA
-27.2918,1319,NA
-27.301,1318,NA
-27.18,1317,NA
-26.9617,1316,NA
-26.9927,1315,NA
-27.0344,1314,NA
-26.79,1313,NA
-27.0588,1312,NA
-27.2772,1311,NA
-27.4381,1310,NA
-27.13,1309,NA
-26.9266,1308,NA
-26.7464,1307,NA
-26.56,1306,NA
-27.0627,1305,NA
-27.6621,1304,NA
