d18O (permil),year (AD),depth (cm),d18O (permil)
-32.29,1823,NA,-28.78
-33.97,1822,NA,-24.49
-30.63,1821,NA,-24.79
-30.41,1820,NA,-26.6
-37.74,1819,NA,-27.1
-35.98,1818,NA,-25.41
-34.83,1817,NA,-28.27
-31.59,1816,NA,-26.91
-33.15,1815,NA,-26.61
-34.77,1814,NA,-26.86
-32.25,1813,NA,-26.17
-31.42,1812,NA,-25.54
-31.36,1811,NA,-27.6
-33.43,1810,NA,-28.09
-30.59,1809,NA,-26.32
-29.58,1808,NA,-27.18
-32.5,1807,NA,-24.76
-30.71,1806,NA,-28.31
-34.22,1805,NA,-26.73
-30.83,1804,NA,-26.71
-33.28,1803,NA,-27.88
-32.52,1802,NA,-28.1
-30.31,1801,NA,-25.81
-31.08,1800,NA,-29.76
-31.74,1799,NA,-28.64
-30.11,1798,NA,-29.02
-31.49,1797,NA,-25.9
-31.71,1796,NA,-27.09
-28.14,1795,NA,-25.25
-37.2,1794,NA,-25.15
-33.36,1793,NA,-26.63
-32.48,1792,NA,-24.34
-34.21,1791,NA,-25.27
-35.64,1790,NA,-28.46
-30.66,1789,NA,-27.35
-31.71,1788,NA,-30.34
-30.87,1787,NA,-26.9
-31.94,1786,NA,-26.13
-31.19,1785,NA,-27.78
-31.04,1784,NA,-28.43
-31.66,1783,NA,-28.31
-34.3,1782,NA,-28.27
-31.8,1781,NA,-25.08
-32.49,1780,NA,-29.23
-32.31,1779,NA,-29.05
-31.17,1778,NA,-26.55
