d18O (permil),year (AD),depth (cm),d13C (permil)
-3.47,-15000,NA,NA
-3.36,-15020,NA,NA
-3.4,-15100,NA,NA
-3.39,-15150,NA,NA
-3.38,-15200,NA,NA
-3.54,-15250,NA,NA
-3.52,-15300,NA,NA
-3.26,-15320,NA,NA
-3.26,-15340,NA,NA
-3.35,-15360,NA,NA
-3.13,-15380,NA,NA
-3.16,-15410,NA,NA
-3.48,-15490,NA,NA
-3.57,-15570,NA,NA
-3.46,-15640,NA,NA
-3.28,-15720,NA,NA
-3.43,-15800,NA,NA
-3.5,-15880,NA,NA
-3.61,-15960,NA,NA
-3.42,-16040,NA,NA
-3.24,-16120,NA,NA
-3.3,-16200,NA,NA
-3.31,-16280,NA,NA
-3.37,-16360,NA,NA
-3.01,-16440,NA,NA
-3.15,-16520,NA,NA
-10.17,-16600,NA,NA
-3.07,-16680,NA,NA
-2.9,-16760,NA,NA
-2.94,-16840,NA,NA
-2.42,-16920,NA,NA
-2.73,-17000,NA,NA
-2.82,-17150,NA,NA
-2.98,-17400,NA,NA
-3.17,-17800,NA,NA
-3.13,-18200,NA,NA
-3.27,-18600,NA,NA
-3.4,-18800,NA,NA
-3.43,-19000,NA,NA
-3.32,-19190,NA,NA
-3.42,-19310,NA,NA
-3.32,-19430,NA,NA
-3.13,-19540,NA,NA
-3.05,-19660,NA,NA
-3.11,-19780,NA,NA
-3.18,-19890,NA,NA
-3.12,-20010,NA,NA
-3.25,-20130,NA,NA
-2.82,-20220,NA,NA
-3.18,-20240,NA,NA
-2.88,-20380,NA,NA
-2.88,-20530,NA,NA
-2.93,-20690,NA,NA
-2.93,-20840,NA,NA
-3.48,-20990,NA,NA
-3.58,-21150,NA,NA
-3.55,-21300,NA,NA
-3.05,-21460,NA,NA
-3.17,-21610,NA,NA
-3.22,-21760,NA,NA
-3.12,-21920,NA,NA
-3.28,-22080,NA,NA
-3.22,-22160,NA,NA
-3.13,-22230,NA,NA
-2.88,-22310,NA,NA
-2.83,-22380,NA,NA
-3.16,-22460,NA,NA
-3.1,-22530,NA,NA
-2.91,-22610,NA,NA
-3.14,-22690,NA,NA
-3.09,-22760,NA,NA
-3.24,-22840,NA,NA
-3.35,-22910,NA,NA
-2.94,-22990,NA,NA
-2.91,-23060,NA,NA
-2.76,-23140,NA,NA
-2.8,-23840,NA,NA
-2.95,-24540,NA,NA
-2.96,-25240,NA,NA
-3.25,-25940,NA,NA
-2.84,-26640,NA,NA
-2.94,-27330,NA,NA
-3.07,-28030,NA,NA
-2.86,-28730,NA,NA
-2.88,-29430,NA,NA
-2.88,-30130,NA,NA
-3.08,-30270,NA,NA
-2.87,-30410,NA,NA
-2.72,-30600,NA,NA
-2.72,-30700,NA,NA
-3.42,-30840,NA,NA
-3.62,-30980,NA,NA
-2.99,-31130,NA,NA
-3.14,-31270,NA,NA
-3.23,-31410,NA,NA
-3.15,-31550,NA,NA
-3.09,-31700,NA,NA
-2.93,-31840,NA,NA
-2.88,-31980,NA,NA
-2.58,-32020,NA,NA
-2.61,-32050,NA,NA
-2.59,-32090,NA,NA
-2.71,-32130,NA,NA
-3.1,-32170,NA,NA
-2.87,-32200,NA,NA
-2.96,-32240,NA,NA
-3.04,-32280,NA,NA
-2.95,-32320,NA,NA
-2.74,-32350,NA,NA
-2.78,-32390,NA,NA
-2.75,-32430,NA,NA
-2.74,-32460,NA,NA
-2.7,-32500,NA,NA
-2.95,-32540,NA,NA
-2.5,-32580,NA,NA
-2.73,-32610,NA,NA
-3.01,-32650,NA,NA
-2.78,-32690,NA,NA
-2.86,-32730,NA,NA
-2.81,-32760,NA,NA
-2.72,-32800,NA,NA
-2.99,-32810,NA,NA
-2.79,-32820,NA,NA
-2.83,-32830,NA,NA
-2.54,-32830,NA,NA
-2.69,-32840,NA,NA
-2.68,-32855,NA,NA
-3.01,-32865,NA,NA
-2.98,-32870,NA,NA
-3.25,-32890,NA,NA
-3.2,-32900,NA,NA
-3.18,-32910,NA,NA
-3.72,-32920,NA,NA
-3.61,-32930,NA,NA
-3.26,-32940,NA,NA
-3.36,-32955,NA,NA
-3.3,-32965,NA,NA
-3.75,-32980,NA,NA
-3.13,-32990,NA,NA
-3.4,-33000,NA,NA
-3.43,-33010,NA,NA
-3.21,-33020,NA,NA
-3.14,-33030,NA,NA
-3.33,-33050,NA,NA
-3.49,-33060,NA,NA
-3.45,-33070,NA,NA
-3.3,-33085,NA,NA
-3.33,-33100,NA,NA
-3.33,-33120,NA,NA
-3.28,-33130,NA,NA
-3.32,-33150,NA,NA
-3.85,-33160,NA,NA
-3.69,-33180,NA,NA
-3.53,-33190,NA,NA
-3.44,-33210,NA,NA
-3.49,-33220,NA,NA
-3.46,-33240,NA,NA
-3.56,-33250,NA,NA
-3.39,-33270,NA,NA
-3.54,-33280,NA,NA
-3.5,-33300,NA,NA
-3.53,-33310,NA,NA
-3.48,-33330,NA,NA
-3.46,-33350,NA,NA
-3.53,-33360,NA,NA
-3.45,-33380,NA,NA
-3.43,-33390,NA,NA
-3.57,-33410,NA,NA
-3.33,-33420,NA,NA
-3.38,-33440,NA,NA
-3.55,-33450,NA,NA
-3.68,-33470,NA,NA
-3.8,-33480,NA,NA
-3.54,-33500,NA,NA
-4.44,-33500,NA,NA
-3.52,-33510,NA,NA
-3.47,-33530,NA,NA
-3.65,-33540,NA,NA
-3.49,-33560,NA,NA
-3.46,-33580,NA,NA
-3.36,-33590,NA,NA
-2.89,-33610,NA,NA
-2.36,-33620,NA,NA
-3.07,-33640,NA,NA
-3.03,-33650,NA,NA
-2.87,-33670,NA,NA
-2.88,-33680,NA,NA
-3.07,-33700,NA,NA
-3.04,-33710,NA,NA
-2.96,-33730,NA,NA
-3.02,-33740,NA,NA
-2.99,-33760,NA,NA
-3.01,-33770,NA,NA
-3.02,-33790,NA,NA
-3.68,-33910,NA,NA
-3.27,-34270,NA,NA
-3.61,-35400,NA,NA
-3.54,-36210,NA,NA
-3.07,-37180,NA,NA
-3.46,-37420,NA,NA
-3.24,-37670,NA,NA
-3.21,-37910,NA,NA
-3.46,-38150,NA,NA
-3.7,-38400,NA,NA
-3.69,-38640,NA,NA
-3.69,-38890,NA,NA
-3.79,-39130,NA,NA
-3.71,-39370,NA,NA
-3.52,-39620,NA,NA
-3.52,-39860,NA,NA
-3.44,-40100,NA,NA
-3.59,-40350,NA,NA
-3.74,-40590,NA,NA
-3.9,-40830,NA,NA
-3.68,-41080,NA,NA
-3.48,-41320,NA,NA
-3.41,-41560,NA,NA
-3.25,-41810,NA,NA
-3.36,-42050,NA,NA
-3.46,-42300,NA,NA
-3.48,-42540,NA,NA
-3.53,-42780,NA,NA
-3.27,-43030,NA,NA
-3.08,-43270,NA,NA
-3.09,-43510,NA,NA
-2.64,-43700,NA,NA
-2.81,-43760,NA,NA
-2.81,-43790,NA,NA
-2.83,-43880,NA,NA
-2.81,-43960,NA,NA
-2.88,-44000,NA,NA
-2.93,-44050,NA,NA
-3.38,-44090,NA,NA
-3.03,-44140,NA,NA
-2.97,-44230,NA,NA
-2.95,-44310,NA,NA
-2.48,-44400,NA,NA
-2.54,-44460,NA,NA
-2.71,-44510,NA,NA
-2.69,-44570,NA,NA
-2.78,-44630,NA,NA
-3.28,-44690,NA,NA
-3.47,-44740,NA,NA
-3.4,-44800,NA,NA
-3.34,-44860,NA,NA
-3.67,-44910,NA,NA
-3.59,-44970,NA,NA
-3.58,-45030,NA,NA
-3.51,-45090,NA,NA
-3.32,-45150,NA,NA
-3.22,-45210,NA,NA
-3.29,-45270,NA,NA
-3.24,-45330,NA,NA
-3.37,-45390,NA,NA
-3.34,-45440,NA,NA
-3.36,-45500,NA,NA
-3.46,-45900,NA,NA
-3.43,-46300,NA,NA
-3.48,-46300,NA,NA
-3.46,-46350,NA,NA
-3.63,-46380,NA,NA
-3.59,-46400,NA,NA
-3.67,-46450,NA,NA
-3.45,-46480,NA,NA
-3.67,-46500,NA,NA
-3.75,-46540,NA,NA
-3.74,-46690,NA,NA
-3.68,-46840,NA,NA
-3.59,-46890,NA,NA
-3.5,-47150,NA,NA
-3.57,-47210,NA,NA
-4.09,-47260,NA,NA
-3.73,-47320,NA,NA
-3.73,-47370,NA,NA
-4.13,-47430,NA,NA
-4.07,-47480,NA,NA
-9.58,-47540,NA,NA
-4.17,-47590,NA,NA
-3.98,-47640,NA,NA
-3.47,-47700,NA,NA
-3.52,-47750,NA,NA
-3.56,-47810,NA,NA
NA,-47860,NA,NA
-3.68,-47920,NA,NA
-3.24,-47970,NA,NA
-3.42,-48030,NA,NA
-3.02,-48080,NA,NA
-3.66,-48140,NA,NA
-3.34,-48190,NA,NA
-3.43,-48250,NA,NA
-3.34,-48300,NA,NA
-3.35,-48360,NA,NA
-3.71,-48410,NA,NA
-3.7,-48460,NA,NA
-3.81,-48520,NA,NA
-3.94,-48570,NA,NA
-3.55,-48630,NA,NA
-3.36,-48680,NA,NA
-3.84,-48740,NA,NA
-3.73,-48790,NA,NA
-3.92,-48850,NA,NA
-3.45,-48900,NA,NA
-3.74,-48960,NA,NA
-3.71,-49000,NA,NA
-3.77,-49070,NA,NA
-4.03,-49120,NA,NA
-3.94,-49170,NA,NA
-4.05,-49230,NA,NA
-3.54,-49280,NA,NA
-3.79,-49340,NA,NA
-3.98,-49390,NA,NA
-3.59,-49450,NA,NA
-3.84,-49500,NA,NA
-3.72,-49560,NA,NA
-3.57,-49610,NA,NA
-3.72,-49670,NA,NA
-3.63,-49720,NA,NA
-3.59,-49770,NA,NA
-4.06,-49830,NA,NA
-4.04,-49880,NA,NA
-3.88,-49940,NA,NA
-4,-49990,NA,NA
-4.17,-50050,NA,NA
-4.03,-50100,NA,NA
-4.28,-50160,NA,NA
NA,-50210,NA,NA
-4.05,-50270,NA,NA
-3.83,-50300,NA,NA
-3.71,-50370,NA,NA
-4.29,-50430,NA,NA
-4,-50480,NA,NA
-4.11,-50540,NA,NA
-4.14,-50590,NA,NA
-4.28,-50650,NA,NA
-4.13,-50700,NA,NA
-4.8,-50760,NA,NA
-4.4,-50810,NA,NA
-4.48,-50870,NA,NA
-4.92,-50920,NA,NA
-4.27,-50980,NA,NA
-3.95,-51030,NA,NA
-4.43,-51090,NA,NA
-4.16,-51140,NA,NA
-4.04,-51190,NA,NA
-4.2,-51250,NA,NA
-4.21,-51300,NA,NA
-4.09,-51360,NA,NA
-4.39,-51410,NA,NA
-4.55,-51470,NA,NA
-5.11,-51520,NA,NA
-4.3,-51580,NA,NA
-4.47,-51630,NA,NA
-4.29,-51690,NA,NA
-4.18,-51740,NA,NA
-4.27,-51800,NA,NA
-4.66,-51850,NA,NA
-3.98,-51900,NA,NA
-4,-51960,NA,NA
-4.08,-52010,NA,NA
-3.68,-52070,NA,NA
-3.51,-52120,NA,NA
-5.27,-52180,NA,NA
-4.18,-52230,NA,NA
-4.25,-52290,NA,NA
-4.31,-52340,NA,NA
-4.86,-52400,NA,NA
-3.53,-52425,NA,NA
-3.28,-52450,NA,NA
-3.18,-52500,NA,NA
-3.16,-52560,NA,NA
-3.21,-52610,NA,NA
-3.23,-52670,NA,NA
-3.68,-52720,NA,NA
-3.29,-52780,NA,NA
-3.58,-52890,NA,NA
-3.18,-52940,NA,NA
-3.75,-52970,NA,NA
-3.7,-53000,NA,NA
-3.46,-53025,NA,NA
-3.24,-53050,NA,NA
-3.29,-53075,NA,NA
-3.3,-53100,NA,NA
-3.41,-53130,NA,NA
-3.22,-53160,NA,NA
-3.59,-53185,NA,NA
-3.91,-53240,NA,NA
-3.56,-53270,NA,NA
-3.58,-53295,NA,NA
-3.91,-53320,NA,NA
-3.55,-53350,NA,NA
-3.85,-53380,NA,NA
-3.6,-53405,NA,NA
-3.56,-53430,NA,NA
-3.46,-53460,NA,NA
-3.68,-53490,NA,NA
-3.8,-53540,NA,NA
-3.55,-53600,NA,NA
-3.6,-53650,NA,NA
-3.58,-53710,NA,NA
-3.54,-53760,NA,NA
-3.34,-53820,NA,NA
-3.23,-53870,NA,NA
-4.36,-53890,NA,NA
-3.7,-53915,NA,NA
-3.84,-53940,NA,NA
-3.59,-53960,NA,NA
-3.72,-53983,NA,NA
-3.76,-54000,NA,NA
-3.77,-54028,NA,NA
-3.71,-54050,NA,NA
-3.59,-54070,NA,NA
-4.41,-54095,NA,NA
-4.27,-54120,NA,NA
-4.17,-54140,NA,NA
-4.18,-54164,NA,NA
-3.88,-54187,NA,NA
-4,-54210,NA,NA
-3.95,-54230,NA,NA
-3.62,-54255,NA,NA
-3.58,-54278,NA,NA
-4.06,-54300,NA,NA
-3.61,-54323,NA,NA
-3.81,-54345,NA,NA
-3.57,-54368,NA,NA
-3.86,-54390,NA,NA
-3.55,-54410,NA,NA
-3.79,-54436,NA,NA
-3.69,-54459,NA,NA
-4.11,-54480,NA,NA
-3.99,-54504,NA,NA
-4.21,-54527,NA,NA
-4.08,-54550,NA,NA
-3.33,-54572,NA,NA
-3.28,-54594,NA,NA
-3.56,-54617,NA,NA
-3.58,-54640,NA,NA
NA,-54662,NA,NA
-3.47,-54685,NA,NA
-3.2,-54708,NA,NA
-3.48,-54730,NA,NA
-3.36,-54753,NA,NA
-3.6,-54776,NA,NA
-3.35,-54798,NA,NA
-3.41,-54821,NA,NA
-3.38,-54843,NA,NA
-3.22,-54866,NA,NA
-3.45,-54889,NA,NA
-3.42,-54911,NA,NA
-3.39,-54934,NA,NA
-3.57,-54957,NA,NA
-3.22,-54979,NA,NA
-3.2,-55000,NA,NA
-3.39,-55025,NA,NA
-3.74,-55047,NA,NA
-3.49,-55070,NA,NA
-3.6,-55093,NA,NA
-3.79,-55115,NA,NA
-3.57,-55138,NA,NA
-3.63,-55160,NA,NA
-3.62,-55183,NA,NA
-3.16,-55206,NA,NA
-3.47,-55228,NA,NA
-3.71,-55251,NA,NA
-3.88,-55274,NA,NA
-4.04,-55296,NA,NA
-3.93,-55319,NA,NA
-3.86,-55342,NA,NA
NA,-55364,NA,NA
-4.26,-55387,NA,NA
-4.52,-55409,NA,NA
-3.83,-55432,NA,NA
-4.54,-55455,NA,NA
-3.95,-55460,NA,NA
-3.8,-55477,NA,NA
-3.84,-55500,NA,NA
-4.09,-55520,NA,NA
-3.93,-55580,NA,NA
-3.84,-55630,NA,NA
-3.59,-55700,NA,NA
-3.56,-55750,NA,NA
-3.61,-55810,NA,NA
-3.75,-55870,NA,NA
-4.13,-55930,NA,NA
-4.05,-55990,NA,NA
-4.1,-56040,NA,NA
-3.94,-56100,NA,NA
-3.92,-56160,NA,NA
-4.15,-56220,NA,NA
-4.23,-56280,NA,NA
-4.21,-56340,NA,NA
-4.34,-56390,NA,NA
-4.13,-56450,NA,NA
-3.98,-56510,NA,NA
-3.85,-56570,NA,NA
NA,-56630,NA,NA
-3.95,-56690,NA,NA
-3.68,-56750,NA,NA
-3.64,-56800,NA,NA
-3.71,-56860,NA,NA
-3.77,-56920,NA,NA
-3.89,-56980,NA,NA
-3.89,-57040,NA,NA
-3.82,-57100,NA,NA
-4.13,-57160,NA,NA
-4.03,-57210,NA,NA
-3.65,-57270,NA,NA
-3.54,-57330,NA,NA
-3.67,-57390,NA,NA
-3.53,-57450,NA,NA
-3.6,-57510,NA,NA
-3.62,-57560,NA,NA
-3.66,-57620,NA,NA
-3.79,-57680,NA,NA
-3.97,-57740,NA,NA
-4.07,-57800,NA,NA
-4.19,-57860,NA,NA
-4.15,-57920,NA,NA
-3.9,-57970,NA,NA
-3.85,-58030,NA,NA
-4.01,-58090,NA,NA
-3.98,-58150,NA,NA
-4.12,-58210,NA,NA
-4.22,-58270,NA,NA
-3.87,-58330,NA,NA
-3.46,-58380,NA,NA
-3.42,-58440,NA,NA
-3.52,-58500,NA,NA
-3.41,-58560,NA,NA
-3.41,-58620,NA,NA
-3.78,-58670,NA,NA
-3.6,-58680,NA,NA
-3.66,-58740,NA,NA
-3.77,-58800,NA,NA
-3.74,-59000,NA,NA
-3.8,-59320,NA,NA
-4.01,-59640,NA,NA
-3.89,-59960,NA,NA
-3.47,-60050,NA,NA
-3.56,-60280,NA,NA
-3.79,-60600,NA,NA
-3.51,-60920,NA,NA
-3.75,-61240,NA,NA
-3.56,-61560,NA,NA
-3.38,-61880,NA,NA
-3.52,-62200,NA,NA
-3.95,-62520,NA,NA
-3.24,-62700,NA,NA
-4.12,-62840,NA,NA
-3.24,-63300,NA,NA
-3.12,-63500,NA,NA
-3.19,-63900,NA,NA
-3.11,-64200,NA,NA
-2.97,-64500,NA,NA
-3.43,-64800,NA,NA
-3.17,-65100,NA,NA
-3.43,-65300,NA,NA
-3.41,-65600,NA,NA
-3.48,-65900,NA,NA
-3.45,-66200,NA,NA
-3.38,-66500,NA,NA
-3.46,-66800,NA,NA
-3.32,-67100,NA,NA
-3.45,-67400,NA,NA
-3.35,-67700,NA,NA
-3.39,-68000,NA,NA
-3.23,-68100,NA,NA
-3.68,-68200,NA,NA
-3.75,-68300,NA,NA
-3.86,-68400,NA,NA
-4.19,-68550,NA,NA
-4.12,-68700,NA,NA
-3.81,-68800,NA,NA
-3.78,-68900,NA,NA
-3.8,-69000,NA,NA
-3.56,-69100,NA,NA
-3.77,-69200,NA,NA
-4.25,-69300,NA,NA
-4.17,-69400,NA,NA
-3.98,-69500,NA,NA
-3.63,-69610,NA,NA
-3.23,-69640,NA,NA
-3.4,-69675,NA,NA
-3.51,-69710,NA,NA
-3.54,-69740,NA,NA
-3.65,-69775,NA,NA
-3.66,-69810,NA,NA
-3.67,-69840,NA,NA
-3.91,-69870,NA,NA
-3.82,-69910,NA,NA
-3.7,-69940,NA,NA
-3.91,-69970,NA,NA
-3.89,-70010,NA,NA
-4.28,-70040,NA,NA
-4.21,-70070,NA,NA
-4.44,-70105,NA,NA
-4.27,-70140,NA,NA
-4.31,-70170,NA,NA
-4.38,-70200,NA,NA
-4.45,-70237,NA,NA
-4.38,-70270,NA,NA
-4.6,-70300,NA,NA
-4.41,-70335,NA,NA
-4.38,-70370,NA,NA
-4.47,-70400,NA,NA
-4.27,-70435,NA,NA
NA,-70470,NA,NA
NA,-70500,NA,NA
NA,-70530,NA,NA
-4.7,-70560,NA,NA
-4.82,-70600,NA,NA
-4.52,-70630,NA,NA
-3.8,-70670,NA,NA
-4.2,-70700,NA,NA
-3.84,-70730,NA,NA
-3.8,-70765,NA,NA
-3.66,-70800,NA,NA
-3.64,-70830,NA,NA
-3.57,-70860,NA,NA
-3.49,-70897,NA,NA
-3.72,-70930,NA,NA
-3.82,-70960,NA,NA
-4.06,-70995,NA,NA
-3.76,-71030,NA,NA
-3.68,-71060,NA,NA
-3.59,-71095,NA,NA
-3.77,-71130,NA,NA
-3.86,-71160,NA,NA
-3.92,-71195,NA,NA
-4.03,-71230,NA,NA
-4.03,-71260,NA,NA
-4.04,-71290,NA,NA
-3.96,-71325,NA,NA
-3.99,-71360,NA,NA
-3.92,-71390,NA,NA
-4,-71425,NA,NA
-4.12,-71460,NA,NA
-3.74,-71490,NA,NA
-3.96,-71520,NA,NA
-4.09,-71555,NA,NA
-3.99,-71590,NA,NA
-4.22,-71620,NA,NA
-4.12,-71655,NA,NA
-4.2,-71690,NA,NA
-4.09,-71720,NA,NA
-3.92,-71755,NA,NA
-3.91,-71790,NA,NA
-4.09,-71820,NA,NA
-3.88,-71850,NA,NA
-3.97,-71890,NA,NA
-3.91,-71920,NA,NA
-3.85,-71950,NA,NA
-3.81,-71985,NA,NA
-3.83,-72020,NA,NA
-3.91,-72050,NA,NA
-3.82,-72085,NA,NA
-3.8,-72120,NA,NA
-3.85,-72150,NA,NA
-3.77,-72180,NA,NA
-3.83,-72220,NA,NA
-3.8,-72250,NA,NA
-3.76,-72280,NA,NA
-3.77,-72320,NA,NA
-3.77,-72350,NA,NA
-3.97,-72380,NA,NA
-3.99,-72425,NA,NA
-3.9,-72450,NA,NA
-4.22,-72480,NA,NA
-4.14,-72510,NA,NA
-4.3,-72545,NA,NA
-4.44,-72580,NA,NA
-4.38,-72610,NA,NA
-4.44,-72645,NA,NA
-4.33,-72680,NA,NA
-4.22,-72710,NA,NA
-4.09,-72745,NA,NA
-4.68,-72900,NA,NA
-4.66,-73000,NA,NA
-4.76,-73300,NA,NA
-4.65,-73600,NA,NA
-4.65,-73800,NA,NA
-4.52,-74100,NA,NA
-4.63,-74400,NA,NA
-4.52,-74700,NA,NA
-4.37,-74900,NA,NA
-4.24,-75200,NA,NA
-4.43,-75500,NA,NA
-4.63,-75800,NA,NA
