dD (permil),year (AD)
-285.988,1294
-295.422,1293
-302.109,1292
-298.367,1291
-298.703,1290
-295.077,1289
-281.823,1288
-286.602,1287
-287.154,1286
-277.033,1285
-277.067,1284
-284.094,1283
-293.718,1282
-299.338,1281
-299.858,1280
-299.922,1279
-296.857,1278
-282.485,1277
-287.109,1276
-294.638,1275
-294.859,1274
-281.929,1273
-273.792,1272
-288.826,1271
-290.161,1270
-296.155,1269
-290.138,1268
-286.448,1267
-295.134,1266
-297.502,1265
-283.989,1264
-285.038,1263
-297.651,1262
-303.227,1261
-296.597,1260
-287.906,1259
-280.158,1258
-286.428,1257
-292.704,1256
-293.251,1255
-297.074,1254
-300.544,1253
-299.748,1252
-280.779,1251
-275.703,1250
-267.897,1249
-260.059,1248
-259.355,1247
-263.461,1246
-273.833,1245
-281.878,1244
-287.358,1243
-287.14,1242
-280.095,1241
-281.734,1240
-301.029,1239
-308.364,1238
-292.853,1237
-273.589,1236
-274.756,1235
-269.377,1234
-275.727,1233
-281.627,1232
