d18O (permil),year (AD),depth (m)
-0.39,394,2.743
-0.2,386,2.762
-0.29,378,2.78
-0.68,370,2.799
-0.7,362,2.818
-0.48,354,2.836
-0.18,346,2.855
-0.9,338,2.874
-0.49,330,2.892
-0.49,322,2.911
-0.85,314,2.929
-0.78,306,2.947
-0.59,298,2.966
-0.54,290,2.984
-0.65,282,3.002
-0.65,274,3.021
-0.28,266,3.039
-0.24,258,3.057
-0.31,250,3.075
-0.29,242,3.094
-0.48,234,3.112
-0.48,226,3.13
-0.51,218,3.148
-0.6,210,3.166
-0.49,202,3.184
-0.7,194,3.202
-0.34,186,3.22
-0.21,178,3.238
-0.55,170,3.256
-0.56,162,3.274
-0.68,154,3.291
-0.62,146,3.309
-0.67,138,3.327
-0.15,130,3.345
-0.16,122,3.363
-0.33,114,3.38
-0.17,106,3.398
-0.23,98,3.416
-0.19,90,3.433
-0.27,82,3.451
-0.11,74,3.468
0,66,3.486
-0.05,58,3.503
-0.16,50,3.521
-0.04,42,3.538
-0.35,34,3.556
-0.4,26,3.573
-0.4,18,3.59
-0.23,10,3.608
-0.45,2,3.625
-0.76,-6,3.642
-0.48,-14,3.66
-0.84,-22,3.677
-0.61,-30,3.694
-0.7,-38,3.711
-0.6,-46,3.728
-0.4,-54,3.745
0.06,-62,3.763
-0.23,-70,3.78
-0.23,-78,3.797
-0.28,-86,3.814
-0.67,-94,3.831
-0.77,-102,3.848
-0.97,-110,3.865
-0.57,-118,3.882
-0.89,-126,3.899
-0.39,-134,3.915
-0.41,-142,3.932
-0.54,-150,3.949
-0.63,-158,3.966
-0.6,-166,3.983
-0.65,-174,3.999
-0.35,-182,4.016
-0.39,-190,4.033
-0.47,-198,4.05
-0.37,-206,4.066
-0.38,-214,4.083
-0.33,-222,4.099
-0.27,-230,4.116
-0.49,-238,4.133
-0.41,-246,4.149
-0.21,-254,4.166
-0.37,-262,4.182
-0.48,-270,4.199
-0.77,-278,4.215
-1.04,-286,4.231
-0.48,-294,4.248
-0.67,-302,4.264
-0.58,-310,4.281
-0.56,-318,4.297
-0.77,-326,4.313
-0.63,-334,4.33
-0.75,-342,4.346
-0.74,-350,4.362
-0.5,-358,4.378
-0.52,-366,4.395
-0.7,-374,4.411
-0.29,-382,4.427
-0.25,-390,4.443
-0.57,-398,4.459
-0.4,-406,4.475
-0.75,-414,4.491
-0.69,-422,4.507
-0.66,-430,4.523
-1.05,-438,4.539
-1.31,-446,4.555
-0.68,-454,4.571
-0.97,-462,4.587
-0.68,-470,4.603
-0.67,-478,4.619
-0.72,-486,4.635
-0.77,-494,4.651
-0.89,-502,4.667
-0.48,-510,4.683
-0.85,-518,4.698
-0.88,-526,4.714
-1.32,-534,4.73
-1.69,-542,4.746
-1.45,-550,4.761
-1.63,-558,4.777
-0.81,-566,4.793
-0.53,-574,4.808
-0.71,-582,4.824
-0.55,-590,4.84
-0.56,-598,4.855
-0.79,-606,4.871
-0.71,-614,4.887
-0.8,-622,4.902
-0.49,-630,4.918
-0.54,-638,4.933
-0.64,-646,4.949
-0.77,-654,4.964
-0.43,-662,4.98
-0.76,-670,4.995
-0.61,-678,5.01
-0.68,-686,5.026
-0.2,-694,5.041
-0.28,-702,5.057
-0.51,-710,5.072
-0.75,-718,5.087
-0.58,-726,5.102
-0.91,-734,5.118
-0.64,-742,5.133
-0.71,-750,5.148
-1.11,-758,5.164
-1.05,-766,5.179
-1.52,-774,5.194
-1.61,-782,5.209
-1.51,-790,5.224
-1.31,-798,5.239
-0.93,-806,5.255
-0.89,-814,5.27
-0.71,-822,5.285
-0.71,-830,5.3
-0.76,-838,5.315
-0.41,-846,5.33
