d18O (permil),year (AD),depth (cm),d18O (permil) [1-2],year (AD) [1-2],depth (cm) [1-2]
-5.41,-550,NA,-5.34,-7390,NA
-5.77,-560,NA,-6.32,-7400,NA
-6.2,-580,NA,-6.01,-7420,NA
-6.1,-590,NA,-6.17,-7440,NA
-6.26,-610,NA,-6.24,-7460,NA
-5.56,-620,NA,-5.84,-7480,NA
-6.32,-630,NA,-6.22,-7500,NA
-6.16,-650,NA,-5.93,-7520,NA
-6.9,-660,NA,-5.56,-7540,NA
-6.77,-670,NA,-5.71,-7560,NA
-7.17,-690,NA,-5.86,-7580,NA
-7.31,-700,NA,-5.85,-7600,NA
-7.05,-720,NA,-5.9,-7610,NA
-7.54,-730,NA,-5.99,-7640,NA
-7.25,-750,NA,-5.88,-7650,NA
-7.12,-760,NA,-5.88,-7670,NA
-6.37,-780,NA,-6.09,-7680,NA
-5.82,-800,NA,-6.17,-7680,NA
-5.97,-820,NA,-5.91,-7680,NA
-6.31,-840,NA,-5.61,-7680,NA
-6.3,-860,NA,-5.75,-7690,NA
-5.96,-870,NA,-5.73,-7690,NA
-5.9,-890,NA,-5.43,-7690,NA
-5.84,-910,NA,-5.73,-7690,NA
-6.24,-930,NA,-5.71,-7700,NA
-6.28,-950,NA,-5.78,-7700,NA
-5.97,-960,NA,-5.79,-7700,NA
-5.67,-980,NA,-5.99,-7700,NA
-5.84,-1000,NA,-5.88,-7710,NA
-6.3,-1020,NA,-5.76,-7710,NA
-5.66,-1040,NA,-5.93,-7710,NA
-5.96,-1050,NA,-6.01,-7720,NA
-6.41,-1070,NA,-6.01,-7720,NA
-6.86,-1090,NA,-6.25,-7720,NA
-5.41,-1110,NA,-6.13,-7720,NA
-5.47,-1130,NA,-6.08,-7730,NA
-5.52,-1150,NA,-6.08,-7730,NA
-5.75,-1160,NA,-6.29,-7730,NA
-5.43,-1180,NA,-6.1,-7740,NA
-5.52,-1200,NA,-5.58,-7740,NA
-5.49,-1220,NA,-5.76,-7740,NA
-6.42,-1240,NA,-5.6,-7740,NA
-7.73,-1250,NA,-5.87,-7750,NA
-7.71,-1270,NA,-6.12,-7750,NA
-5.53,-1290,NA,-6.16,-7750,NA
-5.16,-1310,NA,-6,-7750,NA
-5.79,-1330,NA,-5.73,-7760,NA
-5.41,-1340,NA,-5.69,-7780,NA
-5.3,-1360,NA,-6.06,-7800,NA
-5.74,-1380,NA,-5.98,-7820,NA
-5.59,-1400,NA,-6.02,-7840,NA
-6.02,-1420,NA,-5.82,-7860,NA
-6.27,-1430,NA,-5.97,-7880,NA
-5.79,-1450,NA,-6.21,-7900,NA
-5.8,-1470,NA,-6.37,-7920,NA
-6.05,-1490,NA,-6.16,-7940,NA
-6.02,-1510,NA,-6.33,-7960,NA
-5.42,-1530,NA,-6.11,-7980,NA
-6.22,-1540,NA,-6.18,-8000,NA
-6.2,-1560,NA,-6.27,-8020,NA
-5.88,-1580,NA,-6.44,-8040,NA
-5.71,-1600,NA,-6.23,-8060,NA
-5.7,-1610,NA,-6.49,-8080,NA
-5.87,-1630,NA,-6.49,-8100,NA
-5.14,-1650,NA,-6.36,-8140,NA
-5.76,-1690,NA,-6.25,-8160,NA
-5.75,-1720,NA,-6.11,-8180,NA
-5.62,-1760,NA,-6.12,-8200,NA
-6.29,-1790,NA,-6.5,-8220,NA
-5.51,-1830,NA,-6.17,-8250,NA
-6,-1860,NA,NA,NA,NA
-6.18,-1900,NA,NA,NA,NA
-5.71,-1940,NA,NA,NA,NA
-6.16,-1970,NA,NA,NA,NA
-7.09,-2010,NA,NA,NA,NA
-5.88,-2040,NA,NA,NA,NA
-6.46,-2080,NA,NA,NA,NA
-6.01,-2110,NA,NA,NA,NA
-5.85,-2150,NA,NA,NA,NA
-6.11,-2180,NA,NA,NA,NA
-6.03,-2220,NA,NA,NA,NA
-5.96,-2260,NA,NA,NA,NA
-5.21,-2290,NA,NA,NA,NA
-5.8,-2330,NA,NA,NA,NA
-5.7,-2360,NA,NA,NA,NA
-6.1,-2400,NA,NA,NA,NA
-5.32,-2430,NA,NA,NA,NA
-5.06,-2470,NA,NA,NA,NA
-5.33,-2500,NA,NA,NA,NA
-5.32,-2540,NA,NA,NA,NA
-6.05,-2580,NA,NA,NA,NA
-5.14,-2610,NA,NA,NA,NA
-5.7,-2650,NA,NA,NA,NA
-5.4,-2680,NA,NA,NA,NA
-4.74,-2720,NA,NA,NA,NA
-5.47,-2750,NA,NA,NA,NA
-5.25,-2790,NA,NA,NA,NA
-5.26,-2820,NA,NA,NA,NA
-7.4,-2860,NA,NA,NA,NA
-6.68,-2890,NA,NA,NA,NA
-5.19,-2930,NA,NA,NA,NA
-5.71,-2970,NA,NA,NA,NA
-5.95,-2990,NA,NA,NA,NA
-6.11,-3010,NA,NA,NA,NA
-6.1,-3040,NA,NA,NA,NA
-8.34,-3060,NA,NA,NA,NA
-7.39,-3080,NA,NA,NA,NA
-5.75,-3110,NA,NA,NA,NA
-5.33,-3130,NA,NA,NA,NA
-6.2,-3150,NA,NA,NA,NA
-6.62,-3180,NA,NA,NA,NA
-7.25,-3200,NA,NA,NA,NA
-6.93,-3220,NA,NA,NA,NA
-6.06,-3250,NA,NA,NA,NA
-5.44,-3270,NA,NA,NA,NA
-5.83,-3300,NA,NA,NA,NA
-5.67,-3320,NA,NA,NA,NA
-6.47,-3340,NA,NA,NA,NA
-5.73,-3370,NA,NA,NA,NA
-6.39,-3390,NA,NA,NA,NA
-5.17,-3410,NA,NA,NA,NA
-5.44,-3440,NA,NA,NA,NA
-5.13,-3460,NA,NA,NA,NA
-6.84,-3480,NA,NA,NA,NA
-7.57,-3510,NA,NA,NA,NA
-6.09,-3530,NA,NA,NA,NA
-5.17,-3540,NA,NA,NA,NA
-4.87,-3550,NA,NA,NA,NA
-4.62,-3570,NA,NA,NA,NA
-5.04,-3580,NA,NA,NA,NA
-5.08,-3590,NA,NA,NA,NA
-6.05,-3600,NA,NA,NA,NA
-6.57,-3620,NA,NA,NA,NA
-5.83,-3630,NA,NA,NA,NA
-5.64,-3640,NA,NA,NA,NA
-5.48,-3650,NA,NA,NA,NA
-6.25,-3660,NA,NA,NA,NA
-5.82,-3680,NA,NA,NA,NA
-5.63,-3690,NA,NA,NA,NA
-5.69,-3700,NA,NA,NA,NA
-5.92,-3710,NA,NA,NA,NA
-6.55,-3720,NA,NA,NA,NA
-6.7,-3740,NA,NA,NA,NA
-5.72,-3750,NA,NA,NA,NA
-5.69,-3760,NA,NA,NA,NA
-5.72,-3770,NA,NA,NA,NA
-6.04,-3800,NA,NA,NA,NA
-6.24,-3810,NA,NA,NA,NA
-6.15,-3820,NA,NA,NA,NA
-6.17,-3840,NA,NA,NA,NA
-6.39,-3850,NA,NA,NA,NA
-6.28,-3860,NA,NA,NA,NA
-6.23,-3880,NA,NA,NA,NA
-6.01,-3890,NA,NA,NA,NA
-5.38,-3900,NA,NA,NA,NA
-5.69,-3920,NA,NA,NA,NA
-6.03,-3920,NA,NA,NA,NA
