d18O (permil),year (AD),d18O (permil) [1-2],year (AD) [1-2],d18O (permil) [1-3],year (AD) [1-3],d18O (permil) [1-4],year (AD) [1-4],d18O (permil) [1-5],year (AD) [1-5],d18O (permil) [1-6],year (AD) [1-6],d18O (permil) [1-7],year (AD) [1-7],d18O (permil) [1-8],year (AD) [1-8],d18O (permil) [1-9],year (AD) [1-9],d18O (permil) [1-10],year (AD) [1-10],d18O (permil) [1-11],year (AD) [1-11],d18O (permil) [1-12],year (AD) [1-12],depth (cm) [1-12]
-4.94,1911.79,NA,NA,-4.946,1216.1964,-4.54,1386.0397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.91,1948.3,NA
-4.97,1911.71,NA,NA,-4.901,1216.3098,-4.49,1386.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.92,1948.35,NA
-5.06,1911.62,NA,NA,-4.81,1216.4232,-4.64,1386.1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,1948.39,NA
-4.95,1911.54,NA,NA,-4.798,1216.5366,-4.61,1386.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84,1948.43,NA
-4.9,1911.46,NA,NA,-4.775,1216.65,-4.62,1386.3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.97,1948.48,NA
-4.84,1911.37,NA,NA,-4.799,1216.7366,-4.61,1386.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.95,1948.52,NA
-4.7,1911.29,NA,NA,-4.737,1216.8232,-4.65,1386.5555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.82,1948.57,NA
-4.78,1911.2,NA,NA,-4.679,1216.9098,-4.76,1386.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.88,1948.61,NA
-4.76,1911.13,NA,NA,-4.632,1216.9964,-4.72,1386.711857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.88,1948.66,NA
-4.83,1911.04,NA,NA,-4.6,1217.083,-4.8,1386.773714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1948.69,NA
-4.69,1910.96,NA,NA,-4.663,1217.153875,-4.92,1386.835571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.79,1948.73,NA
-4.58,1910.87,NA,NA,-4.671,1217.22475,-4.81,1386.897429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.77,1948.76,NA
-4.6,1910.79,NA,NA,-4.661,1217.295625,-4.83,1386.959286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.71,1948.8,NA
-4.67,1910.71,NA,NA,-4.69,1217.3665,-4.73,1387.021143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.56,1948.83,NA
-4.74,1910.62,NA,NA,-4.693,1217.437375,-4.72,1387.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.75,1948.87,NA
-4.68,1910.54,NA,NA,-4.664,1217.50825,-4.84,1387.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,1948.9,NA
-4.65,1910.46,NA,NA,-4.74,1217.579125,-4.94,1387.3098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.79,1948.94,NA
-4.64,1910.37,NA,NA,-4.776,1217.65,-4.81,1387.4232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.74,1948.98,NA
-4.59,1910.29,NA,NA,-4.487,1217.722167,-4.76,1387.5366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.83,1949.01,NA
-4.53,1910.2,NA,NA,-4.544,1217.794333,-4.81,1387.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.86,1949.05,NA
-4.48,1910.13,NA,NA,-4.546,1217.8665,-4.68,1387.722167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.78,1949.09,NA
-4.48,1910.04,NA,NA,-4.539,1217.938667,-4.62,1387.794333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.92,1949.18,NA
-4.55,1909.96,NA,NA,-4.465,1218.010833,-4.5,1387.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.91,1949.27,NA
-4.51,1909.88,NA,NA,-4.373,1218.083,-4.69,1387.938667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.95,1949.37,NA
-4.71,1909.79,NA,NA,-4.582,1218.272,-4.65,1388.010833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1949.46,NA
-4.92,1909.71,NA,NA,-4.626,1218.461,-4.53,1388.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.14,1949.56,NA
-4.92,1909.62,NA,NA,-4.723,1218.65,-4.67,1388.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.1,1949.66,NA
-4.92,1909.54,NA,NA,-4.55,1218.7366,-4.68,1388.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.88,1949.71,NA
-4.87,1909.46,NA,NA,-4.412,1218.8232,-4.61,1388.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.95,1949.76,NA
-4.86,1909.37,NA,NA,-4.445,1218.9098,-4.57,1388.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,1949.81,NA
-4.76,1909.29,NA,NA,-4.422,1218.9964,-4.55,1388.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.09,1949.87,NA
-4.69,1909.2,NA,NA,-4.373,1219.083,-4.58,1388.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1949.92,NA
-4.57,1909.13,NA,NA,-4.45,1219.22475,-4.62,1388.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.98,1949.98,NA
-4.65,1909.04,NA,NA,-4.428,1219.3665,-4.55,1388.6933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.16,1950.03,NA
-4.68,1908.96,NA,NA,-4.501,1219.50825,-4.51,1388.7366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.08,1950.09,NA
-4.69,1908.88,NA,NA,-4.565,1219.65,-4.62,1388.7799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,1950.15,NA
-4.89,1908.79,NA,NA,-4.561,1219.75825,-4.71,1388.8232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.97,1950.21,NA
-4.95,1908.71,NA,NA,-4.553,1219.8665,-4.7,1388.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.93,1950.27,NA
-4.91,1908.62,NA,NA,-4.621,1219.97475,-4.66,1388.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.97,1950.34,NA
-4.89,1908.54,NA,NA,-4.449,1220.083,-4.57,1388.9531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.05,1950.4,NA
-4.88,1908.46,NA,NA,-4.509,1220.205,-4.57,1388.9964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.06,1950.46,NA
-4.83,1908.37,NA,NA,NA,NA,-4.56,1389.0397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.16,1950.53,NA
-4.71,1908.29,NA,NA,NA,NA,-4.43,1389.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.19,1950.59,NA
-4.73,1908.21,NA,NA,NA,NA,-4.57,1389.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.27,1950.66,NA
-4.71,1908.13,NA,NA,NA,NA,-4.51,1389.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.17,1950.74,NA
-4.7,1908.04,NA,NA,NA,NA,-4.63,1389.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.29,1950.82,NA
-4.9,1907.96,NA,NA,NA,NA,-4.61,1389.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.22,1950.91,NA
-5.06,1907.87,NA,NA,NA,NA,-4.51,1389.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.34,1951,NA
-5.03,1907.79,NA,NA,NA,NA,-4.63,1389.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.22,1951.09,NA
-5.08,1907.71,NA,NA,NA,NA,-4.7,1389.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.22,1951.13,NA
-5.13,1907.62,NA,NA,NA,NA,-4.67,1389.711857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.26,1951.19,NA
-5.1,1907.54,NA,NA,NA,NA,-4.66,1389.773714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.14,1951.24,NA
-5.02,1907.46,NA,NA,NA,NA,-4.64,1389.835571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.17,1951.29,NA
-4.96,1907.37,NA,NA,NA,NA,-4.65,1389.897429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.16,1951.34,NA
-4.97,1907.29,NA,NA,NA,NA,-4.5,1389.959286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.13,1951.39,NA
-4.97,1907.2,NA,NA,NA,NA,-4.57,1390.021143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,1951.45,NA
-4.9,1907.13,NA,NA,NA,NA,-4.41,1390.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.16,1951.5,NA
-4.99,1907.04,NA,NA,NA,NA,-4.43,1390.1397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.1,1951.55,NA
-4.92,1906.96,NA,NA,NA,NA,-4.52,1390.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.06,1951.6,NA
-4.81,1906.87,NA,NA,NA,NA,-4.49,1390.2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.08,1951.65,NA
-4.94,1906.79,NA,NA,NA,NA,-4.52,1390.3098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.18,1951.69,NA
-4.94,1906.71,NA,NA,NA,NA,-4.72,1390.3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.26,1951.72,NA
-5.04,1906.62,NA,NA,NA,NA,-4.56,1390.4232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.29,1951.75,NA
-4.96,1906.54,NA,NA,NA,NA,-4.61,1390.4799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.21,1951.78,NA
-4.89,1906.46,NA,NA,NA,NA,-4.55,1390.5366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.18,1951.81,NA
-4.85,1906.37,NA,NA,NA,NA,-4.62,1390.5933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.15,1951.84,NA
-4.93,1906.29,NA,NA,NA,NA,-4.7,1390.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.09,1951.87,NA
-4.92,1906.2,NA,NA,NA,NA,-4.47,1390.711857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.97,1951.9,NA
-4.87,1906.13,NA,NA,NA,NA,-4.51,1390.773714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.9,1951.93,NA
-4.88,1906.04,NA,NA,NA,NA,-4.64,1390.835571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.91,1951.96,NA
-4.95,1905.96,NA,NA,NA,NA,-4.65,1390.897429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84,1951.99,NA
-4.95,1905.88,NA,NA,NA,NA,-4.37,1390.959286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.87,1952.02,NA
-5.04,1905.79,NA,NA,NA,NA,-4.59,1391.021143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.89,1952.05,NA
-5.26,1905.71,NA,NA,NA,NA,-4.39,1391.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1952.08,NA
-5.38,1905.62,NA,NA,NA,NA,-4.58,1391.126615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84,1952.16,NA
-5.39,1905.54,NA,NA,NA,NA,-4.57,1391.170231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1952.23,NA
-5.46,1905.46,NA,NA,NA,NA,-4.77,1391.213846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1952.3,NA
-5.23,1905.37,NA,NA,NA,NA,-4.91,1391.257462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.77,1952.37,NA
-5,1905.29,NA,NA,NA,NA,-4.94,1391.301077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.87,1952.44,NA
-4.87,1905.2,NA,NA,NA,NA,-4.95,1391.344692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.75,1952.51,NA
-4.76,1905.13,NA,NA,NA,NA,-4.93,1391.388308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.88,1952.58,NA
-4.78,1905.04,NA,NA,NA,NA,-4.94,1391.431923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.95,1952.66,NA
-4.81,1904.96,NA,NA,NA,NA,-4.99,1391.475538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.85,1952.69,NA
-4.77,1904.88,NA,NA,NA,NA,-5,1391.519154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1952.72,NA
-5.08,1904.79,NA,NA,NA,NA,-4.91,1391.562769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.97,1952.75,NA
-5.01,1904.71,NA,NA,NA,NA,-4.97,1391.606385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1952.79,NA
-5.05,1904.62,NA,NA,NA,NA,-5.08,1391.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.01,1952.82,NA
-4.83,1904.54,NA,NA,NA,NA,-4.91,1391.722167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1952.85,NA
-4.77,1904.46,NA,NA,NA,NA,-4.94,1391.794333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1952.89,NA
-4.72,1904.37,NA,NA,NA,NA,-4.79,1391.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1952.92,NA
-4.83,1904.29,NA,NA,NA,NA,-4.82,1391.938667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.82,1952.95,NA
-4.66,1904.21,NA,NA,NA,NA,-4.71,1392.010833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.85,1952.98,NA
-4.51,1904.13,NA,NA,NA,NA,-4.65,1392.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.87,1953.02,NA
-4.6,1904.04,NA,NA,NA,NA,-4.8,1392.134545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.78,1953.05,NA
-4.85,1903.96,NA,NA,NA,NA,-4.73,1392.186091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.77,1953.09,NA
-4.89,1903.87,NA,NA,NA,NA,-4.78,1392.237636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.82,1953.14,NA
-4.89,1903.79,NA,NA,NA,NA,-4.63,1392.289182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.87,1953.2,NA
-5.01,1903.71,NA,NA,NA,NA,-4.66,1392.340727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.72,1953.25,NA
-5.16,1903.62,NA,NA,NA,NA,-4.55,1392.392273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,1953.31,NA
-5.03,1903.54,NA,NA,NA,NA,-4.67,1392.443818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.66,1953.37,NA
-4.98,1903.46,NA,NA,NA,NA,-4.48,1392.495364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,1953.43,NA
-4.96,1903.37,NA,NA,NA,NA,-4.39,1392.546909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1953.48,NA
-5.02,1903.29,NA,NA,NA,NA,-4.56,1392.598455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.78,1953.54,NA
-5.04,1903.2,NA,NA,NA,NA,-4.68,1392.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.98,1953.6,NA
-4.96,1903.13,NA,NA,NA,NA,-4.58,1392.711857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.97,1953.66,NA
-4.94,1903.04,NA,NA,NA,NA,-4.53,1392.773714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.9,1953.71,NA
-5.03,1902.96,NA,NA,NA,NA,-4.69,1392.835571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.88,1953.76,NA
-5.12,1902.87,NA,NA,NA,NA,-4.65,1392.897429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.91,1953.81,NA
-5.19,1902.79,NA,NA,NA,NA,-4.39,1392.959286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.95,1953.87,NA
-5.19,1902.71,NA,NA,NA,NA,-4.29,1393.021143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.02,1953.92,NA
-5.2,1902.62,NA,NA,NA,NA,-4.12,1393.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.03,1953.98,NA
-5.1,1902.54,NA,NA,NA,NA,-4.19,1393.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.95,1954.03,NA
-4.98,1902.46,NA,NA,NA,NA,-4.4,1393.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.95,1954.09,NA
-4.84,1902.37,NA,NA,NA,NA,-4.45,1393.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1954.15,NA
-4.71,1902.29,NA,NA,NA,NA,-4.57,1393.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.01,1954.21,NA
-4.6,1902.2,NA,NA,NA,NA,-4.67,1393.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1954.27,NA
-4.58,1902.13,NA,NA,NA,NA,-4.56,1393.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.86,1954.34,NA
-4.62,1902.04,NA,NA,NA,NA,-4.56,1393.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1954.4,NA
-4.62,1901.96,NA,NA,NA,NA,-4.39,1393.6933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1954.46,NA
-4.67,1901.88,NA,NA,NA,NA,-4.36,1393.7366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.89,1954.53,NA
-4.83,1901.79,NA,NA,NA,NA,-4.38,1393.7799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.83,1954.59,NA
-4.94,1901.71,NA,NA,NA,NA,-4.47,1393.8232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,1954.66,NA
-4.95,1901.62,NA,NA,NA,NA,-4.43,1393.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.15,1954.74,NA
-4.9,1901.54,NA,NA,NA,NA,-4.45,1393.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.12,1954.82,NA
-4.84,1901.46,NA,NA,NA,NA,-4.59,1393.9531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.09,1954.91,NA
-4.7,1901.37,NA,NA,NA,NA,-4.41,1393.9964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.06,1955,NA
-4.77,1901.29,NA,NA,NA,NA,-4.53,1394.0397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.07,1955.09,NA
-4.71,1901.2,NA,NA,NA,NA,-4.35,1394.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.91,1955.16,NA
-4.72,1901.13,NA,NA,NA,NA,-4.41,1394.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.9,1955.25,NA
-4.78,1901.04,NA,NA,NA,NA,-4.52,1394.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.01,1955.33,NA
-4.99,1900.96,NA,NA,NA,NA,-4.48,1394.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.98,1955.41,NA
-5.03,1900.88,NA,NA,NA,NA,-4.43,1394.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.02,1955.49,NA
-5.07,1900.79,NA,NA,NA,NA,-4.63,1394.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.89,1955.57,NA
-5.01,1900.71,NA,NA,NA,NA,-4.59,1394.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.97,1955.65,NA
-5.09,1900.62,NA,NA,NA,NA,-4.67,1394.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.92,1955.72,NA
-5.08,1900.54,NA,NA,NA,NA,-4.64,1394.711857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.9,1955.78,NA
-5.08,1900.46,NA,NA,NA,NA,-4.53,1394.773714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.85,1955.84,NA
-5.03,1900.37,NA,NA,NA,NA,-4.59,1394.835571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.95,1955.9,NA
-4.99,1900.29,NA,NA,NA,NA,-4.67,1394.897429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.98,1955.96,NA
-4.91,1900.21,NA,NA,NA,NA,-4.49,1394.959286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.92,1956.02,NA
-4.83,1900.13,NA,NA,NA,NA,-4.45,1395.021143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,1956.08,NA
-4.83,1900.04,NA,NA,NA,NA,-4.39,1395.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.05,1956.12,NA
-4.95,1899.96,NA,NA,NA,NA,-4.55,1395.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.01,1956.16,NA
-5.06,1899.87,NA,NA,NA,NA,-4.39,1395.3098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.13,1956.2,NA
-5.17,1899.79,NA,NA,NA,NA,-4.49,1395.4232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.97,1956.24,NA
-5.3,1899.71,NA,NA,NA,NA,-4.77,1395.5366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.1,1956.27,NA
-5.33,1899.62,NA,NA,NA,NA,-4.79,1395.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.08,1956.31,NA
-5.16,1899.54,NA,NA,NA,NA,-4.67,1395.7366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.9,1956.35,NA
-4.96,1899.46,NA,NA,NA,NA,-4.52,1395.8232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.95,1956.39,NA
-4.74,1899.37,NA,NA,NA,NA,-4.53,1395.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.9,1956.43,NA
-4.75,1899.29,NA,NA,NA,NA,-4.69,1395.9964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.91,1956.46,NA
-4.63,1899.2,NA,NA,NA,NA,-4.54,1396.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.85,1956.5,NA
-4.46,1899.13,NA,NA,NA,NA,-4.62,1396.153875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.86,1956.54,NA
-4.58,1899.04,NA,NA,NA,NA,-4.57,1396.22475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.79,1956.58,NA
