dD (permil),year (AD),depth (m),dD (permil) [1-2],year (AD) [1-2],depth (m) [1-2]
NA,NA,NA,-273.61,1808.7632,63.79
NA,NA,NA,-276.07,1808.6842,63.82
NA,NA,NA,-276.65,1808.6053,63.85
NA,NA,NA,-275,1808.5263,63.88
NA,NA,NA,-272.67,1808.4474,63.91
NA,NA,NA,-269.47,1808.3684,63.94
NA,NA,NA,-263.42,1808.2895,63.97
NA,NA,NA,-264.9,1808.2105,64
NA,NA,NA,-263.83,1808.1316,64.03
NA,NA,NA,-263.9,1808.0526,64.06
NA,NA,NA,-267.75,1807.963,64.09
NA,NA,NA,-269.77,1807.8148,64.13
NA,NA,NA,-269.63,1807.7037,64.16
NA,NA,NA,-270.64,1807.5926,64.19
NA,NA,NA,-270.83,1807.4815,64.22
NA,NA,NA,-267.83,1807.3704,64.25
NA,NA,NA,-266.5,1807.2593,64.28
NA,NA,NA,-261.96,1807.1481,64.31
NA,NA,NA,-266.11,1807.037,64.34
NA,NA,NA,-266.5,1806.8846,64.38
NA,NA,NA,-269.91,1806.7692,64.41
NA,NA,NA,-274.11,1806.6538,64.44
NA,NA,NA,-282.67,1806.5385,64.47
NA,NA,NA,-285.96,1806.4231,64.5
NA,NA,NA,-285.38,1806.3077,64.53
NA,NA,NA,-282.39,1806.1923,64.56
NA,NA,NA,-280.86,1806.0769,64.59
NA,NA,NA,-281.99,1805.931,64.63
NA,NA,NA,-286.62,1805.8276,64.66
NA,NA,NA,-289.34,1805.7241,64.69
NA,NA,NA,-289.56,1805.6207,64.72
NA,NA,NA,-285.36,1805.5172,64.75
NA,NA,NA,-277.48,1805.4138,64.78
NA,NA,NA,-269.49,1805.3103,64.81
NA,NA,NA,-262.53,1805.2069,64.84
NA,NA,NA,-255.82,1805.069,64.88
NA,NA,NA,-252.32,1804.9444,64.91
NA,NA,NA,-254.33,1804.7778,64.94
NA,NA,NA,-252.13,1804.6111,64.97
NA,NA,NA,-260.21,1804.4444,65
NA,NA,NA,-263.48,1804.2778,65.03
NA,NA,NA,-262.93,1804.1111,65.06
NA,NA,NA,-263.86,1803.9762,65.09
NA,NA,NA,-262.2,1803.9048,65.12
NA,NA,NA,-260.72,1803.8333,65.15
NA,NA,NA,-260.08,1803.7619,65.18
NA,NA,NA,-258.3,1803.6905,65.21
NA,NA,NA,-262.41,1803.619,65.24
NA,NA,NA,-267.13,1803.5476,65.27
NA,NA,NA,-267.58,1803.4762,65.3
NA,NA,NA,-265.67,1803.4048,65.33
NA,NA,NA,-261.5,1803.3333,65.36
NA,NA,NA,-257.09,1803.2619,65.39
NA,NA,NA,-249.32,1803.1905,65.42
NA,NA,NA,-239.78,1803.119,65.45
NA,NA,NA,-234.66,1803.0476,65.48
NA,NA,NA,-231.32,1802.9375,65.52
NA,NA,NA,-232.64,1802.8437,65.55
NA,NA,NA,-243.62,1802.75,65.58
NA,NA,NA,-263.2,1802.6562,65.61
NA,NA,NA,-268.09,1802.5625,65.64
NA,NA,NA,-274.16,1802.4687,65.67
NA,NA,NA,-272.72,1802.375,65.7
NA,NA,NA,-273.03,1802.2812,65.73
NA,NA,NA,-271.26,1802.1875,65.76
NA,NA,NA,-273.58,1802.0937,65.79
NA,NA,NA,-276.66,1802,65.82
NA,NA,NA,-282.1,1801.8696,65.85
NA,NA,NA,-284.09,1801.7391,65.88
NA,NA,NA,-283.67,1801.6087,65.91
NA,NA,NA,-280.26,1801.4783,65.94
NA,NA,NA,-279.27,1801.3478,65.97
NA,NA,NA,-279.61,1801.2174,66
NA,NA,NA,-278.22,1801.087,66.03
NA,NA,NA,-278.17,1800.9565,66.06
NA,NA,NA,-283.11,1800.8261,66.09
NA,NA,NA,-286.19,1800.6956,66.12
NA,NA,NA,-287.55,1800.5652,66.15
NA,NA,NA,-283.36,1800.3913,66.19
NA,NA,NA,-277.49,1800.2609,66.22
NA,NA,NA,-270.19,1800.1304,66.25
NA,NA,NA,-260.99,1800,66.28
NA,NA,NA,-253.03,1799.8846,66.31
NA,NA,NA,-249.85,1799.7692,66.34
NA,NA,NA,-246.31,1799.6538,66.37
NA,NA,NA,-250.99,1799.5385,66.4
NA,NA,NA,-258.5,1799.4231,66.43
NA,NA,NA,-269.11,1799.3077,66.46
NA,NA,NA,-273.83,1799.1923,66.49
NA,NA,NA,-276.07,1799.0385,66.53
NA,NA,NA,-273.56,1798.8947,66.56
NA,NA,NA,-271.45,1798.7368,66.59
NA,NA,NA,-266.6,1798.5789,66.62
NA,NA,NA,-263.03,1798.421,66.65
NA,NA,NA,-263.31,1798.2632,66.68
NA,NA,NA,-264.59,1798.1053,66.71
NA,NA,NA,-268.61,1797.9762,66.74
NA,NA,NA,-273.84,1797.9048,66.77
NA,NA,NA,-275.4,1797.8333,66.8
NA,NA,NA,-276.14,1797.7619,66.83
NA,NA,NA,-276.21,1797.6667,66.87
NA,NA,NA,-274.63,1797.5952,66.9
NA,NA,NA,-275.51,1797.5238,66.93
NA,NA,NA,-278.45,1797.4524,66.96
NA,NA,NA,-279.25,1797.3809,66.99
NA,NA,NA,-280.4,1797.3095,67.02
NA,NA,NA,-282.51,1797.2381,67.05
NA,NA,NA,-280.86,1797.1667,67.08
NA,NA,NA,-279.36,1797.0952,67.11
NA,NA,NA,-280.75,1797.0238,67.14
NA,NA,NA,-282.07,1796.931,67.17
NA,NA,NA,-287.5,1796.8276,67.2
NA,NA,NA,-292.71,1796.7241,67.23
NA,NA,NA,-296.84,1796.6207,67.26
NA,NA,NA,-298.55,1796.4828,67.3
NA,NA,NA,-297.73,1796.3793,67.33
NA,NA,NA,-296.23,1796.2759,67.36
NA,NA,NA,-291.1,1796.1724,67.39
NA,NA,NA,-286.98,1796.069,67.42
NA,NA,NA,-283.79,1795.9677,67.45
NA,NA,NA,-281.08,1795.871,67.48
NA,NA,NA,-281.48,1795.7742,67.51
NA,NA,NA,-283.86,1795.6774,67.54
NA,NA,NA,-286.37,1795.5806,67.57
NA,NA,NA,-291.17,1795.4839,67.6
NA,NA,NA,-290.01,1795.3871,67.63
NA,NA,NA,-287.28,1795.2903,67.66
NA,NA,NA,-281.85,1795.1935,67.69
NA,NA,NA,-275.99,1795.0968,67.72
NA,NA,NA,-271.48,1795,67.75
NA,NA,NA,-270.59,1794.8823,67.79
NA,NA,NA,-268.72,1794.7941,67.82
NA,NA,NA,-268.33,1794.7059,67.85
NA,NA,NA,-264.12,1794.6176,67.88
NA,NA,NA,-256.16,1794.5294,67.91
NA,NA,NA,-241.41,1794.4412,67.94
NA,NA,NA,-233.94,1794.3529,67.97
NA,NA,NA,-228.93,1794.2647,68
NA,NA,NA,-225.5,1794.1765,68.03
NA,NA,NA,-236.12,1794.0882,68.06
NA,NA,NA,-254.26,1793.9474,68.1
NA,NA,NA,-265.27,1793.7895,68.13
NA,NA,NA,-273.98,1793.6316,68.16
NA,NA,NA,-276.7,1793.4737,68.19
NA,NA,NA,-276.78,1793.3158,68.22
NA,NA,NA,-275.24,1793.1053,68.26
NA,NA,NA,-272.97,1792.9667,68.29
NA,NA,NA,-271.49,1792.8667,68.32
NA,NA,NA,-271.7,1792.7667,68.35
NA,NA,NA,-275.71,1792.6667,68.38
NA,NA,NA,-277.49,1792.5667,68.41
NA,NA,NA,-280.99,1792.4333,68.45
NA,NA,NA,-279.17,1792.3333,68.48
NA,NA,NA,-276.21,1792.2333,68.51
NA,NA,NA,-269.93,1792.1333,68.54
NA,NA,NA,-264.18,1792.0333,68.57
NA,NA,NA,-257.73,1791.88,68.61
NA,NA,NA,-255.31,1791.76,68.64
NA,NA,NA,-255.7,1791.64,68.67
NA,NA,NA,-252.19,1791.52,68.7
NA,NA,NA,-248.37,1791.4,68.73
NA,NA,NA,-247.9,1791.24,68.77
NA,NA,NA,-246.75,1791.12,68.8
NA,NA,NA,-249.22,1791,68.83
NA,NA,NA,-256.6,1790.8696,68.86
NA,NA,NA,-265.7,1790.7391,68.89
NA,NA,NA,-275.91,1790.6087,68.92
NA,NA,NA,-280.78,1790.4348,68.96
NA,NA,NA,-277.73,1790.3043,68.99
NA,NA,NA,-272.2,1790.1739,69.02
NA,NA,NA,-268.41,1790.0435,69.05
NA,NA,NA,-266.02,1789.88,69.09
NA,NA,NA,-265.24,1789.76,69.12
NA,NA,NA,-272.18,1789.64,69.15
NA,NA,NA,-273.33,1789.52,69.18
NA,NA,NA,-271.52,1789.36,69.22
NA,NA,NA,-268.55,1789.24,69.25
NA,NA,NA,-263.1,1789.12,69.28
NA,NA,NA,-257.91,1789,69.31
NA,NA,NA,-255.75,1788.8461,69.35
NA,NA,NA,-256.21,1788.7308,69.38
NA,NA,NA,-257.41,1788.6154,69.41
NA,NA,NA,-261.78,1788.3461,69.48
NA,NA,NA,-264.31,1788.2308,69.51
NA,NA,NA,-267.28,1788.1154,69.54
NA,NA,NA,-271.35,1787.96,69.58
NA,NA,NA,-276.14,1787.84,69.61
NA,NA,NA,-278.97,1787.72,69.64
NA,NA,NA,-276.02,1787.6,69.67
NA,NA,NA,-273.29,1787.44,69.71
NA,NA,NA,-268.42,1787.32,69.74
NA,NA,NA,-265.05,1787.2,69.77
NA,NA,NA,-262.46,1787.08,69.8
NA,NA,NA,-259.56,1786.9167,69.84
NA,NA,NA,-260.35,1786.7917,69.87
NA,NA,NA,-259.23,1786.6667,69.9
NA,NA,NA,-256.56,1786.5417,69.93
NA,NA,NA,-256.56,1786.375,69.97
NA,NA,NA,-252.57,1786.25,70
NA,NA,NA,-248.6,1786.125,70.03
NA,NA,NA,-245.07,1786,70.06
NA,NA,NA,-242.79,1785.9032,70.09
NA,NA,NA,-243.15,1785.7742,70.13
NA,NA,NA,-246.73,1785.6774,70.16
NA,NA,NA,-252.84,1785.5806,70.19
NA,NA,NA,-259.84,1785.4839,70.22
NA,NA,NA,-264.47,1785.3871,70.25
NA,NA,NA,-266.55,1785.2903,70.28
NA,NA,NA,-265.96,1785.1935,70.31
NA,NA,NA,-264.69,1785.0968,70.34
NA,NA,NA,-264.4,1784.9796,70.38
NA,NA,NA,-265.91,1784.9184,70.41
NA,NA,NA,-272.55,1784.8571,70.44
NA,NA,NA,-280.72,1784.7959,70.47
NA,NA,NA,-288.35,1784.7347,70.5
NA,NA,NA,-294.36,1784.6735,70.53
NA,NA,NA,-295.43,1784.6122,70.56
NA,NA,NA,-292.34,1784.551,70.59
NA,NA,NA,-290.23,1784.4694,70.63
NA,NA,NA,-286.7,1784.4082,70.66
NA,NA,NA,-282.33,1784.3469,70.69
NA,NA,NA,-277.42,1784.2857,70.72
NA,NA,NA,-274.11,1784.2245,70.75
NA,NA,NA,-271.55,1784.1633,70.78
NA,NA,NA,-269.48,1784.102,70.81
NA,NA,NA,-268.26,1784.0408,70.84
NA,NA,NA,-270.22,1783.9167,70.88
NA,NA,NA,-277.69,1783.7917,70.91
NA,NA,NA,-285.79,1783.6667,70.94
NA,NA,NA,-290.99,1783.5417,70.97
NA,NA,NA,-293.41,1783.4167,71
NA,NA,NA,-293.43,1783.2917,71.03
NA,NA,NA,-293.14,1783.1667,71.06
NA,NA,NA,-291.49,1783.0417,71.09
NA,NA,NA,-290.38,1782.9167,71.12
NA,NA,NA,-288.91,1782.7917,71.15
NA,NA,NA,-285.37,1782.6667,71.18
NA,NA,NA,-278.92,1782.5417,71.21
NA,NA,NA,-271.68,1782.4167,71.24
NA,NA,NA,-263.28,1782.2917,71.27
NA,NA,NA,-257.23,1782.1667,71.3
NA,NA,NA,-254.25,1782.0417,71.33
NA,NA,NA,-253.71,1781.9,71.36
NA,NA,NA,-256.9,1781.75,71.39
NA,NA,NA,-258.93,1781.6,71.42
NA,NA,NA,-260.89,1781.45,71.45
NA,NA,NA,-259.59,1781.3,71.48
NA,NA,NA,-257.62,1781.1,71.52
NA,NA,NA,-255.74,1780.963,71.55
NA,NA,NA,-256.92,1780.8518,71.58
NA,NA,NA,-259.79,1780.7407,71.61
NA,NA,NA,-268.56,1780.6296,71.64
NA,NA,NA,-277.89,1780.5185,71.67
NA,NA,NA,-282.57,1780.4074,71.7
NA,NA,NA,-283.63,1780.2963,71.73
NA,NA,NA,-282.66,1780.1852,71.76
NA,NA,NA,-279.85,1780.0741,71.79
NA,NA,NA,-278.15,1779.9583,71.82
NA,NA,NA,-277.78,1779.8333,71.85
NA,NA,NA,-278.45,1779.7083,71.88
NA,NA,NA,-284.52,1779.5833,71.91
NA,NA,NA,-290.18,1779.4583,71.94
NA,NA,NA,-293.73,1779.3333,71.97
NA,NA,NA,-291.33,1779.2083,72
NA,NA,NA,-286.85,1779.0833,72.03
NA,NA,NA,-282.11,1778.9655,72.06
NA,NA,NA,-276.57,1778.8276,72.1
NA,NA,NA,-274.33,1778.7241,72.13
NA,NA,NA,-272.08,1778.6207,72.16
NA,NA,NA,-269.93,1778.5172,72.19
NA,NA,NA,-268.63,1778.3793,72.23
NA,NA,NA,-267.93,1778.2759,72.26
NA,NA,NA,-266.16,1778.1724,72.29
NA,NA,NA,-264.38,1778.069,72.32
NA,NA,NA,-267.22,1777.95,72.35
NA,NA,NA,-271.75,1777.75,72.39
NA,NA,NA,-275.05,1777.6,72.42
NA,NA,NA,-275.83,1777.45,72.45
NA,NA,NA,-273.62,1777.3,72.48
NA,NA,NA,-271.06,1777.1,72.52
NA,NA,NA,-269.86,1776.9643,72.55
NA,NA,NA,-271.03,1776.8571,72.58
NA,NA,NA,-272.96,1776.75,72.61
NA,NA,NA,-278.22,1776.6071,72.65
NA,NA,NA,-278.12,1776.5,72.68
NA,NA,NA,-276.44,1776.3929,72.71
NA,NA,NA,-273.31,1776.2857,72.74
NA,NA,NA,-267.67,1776.1786,72.77
NA,NA,NA,-261.02,1776.0357,72.81
NA,NA,NA,-260.26,1775.9048,72.84
NA,NA,NA,-259.86,1775.7619,72.87
NA,NA,NA,-265.15,1775.619,72.9
NA,NA,NA,-271.29,1775.4286,72.94
NA,NA,NA,-271.09,1775.2857,72.97
NA,NA,NA,-269.59,1775.1429,73
NA,NA,NA,-261.36,1775,73.03
NA,NA,NA,-252.83,1774.8889,73.06
NA,NA,NA,-250.92,1774.7407,73.1
NA,NA,NA,-248.93,1774.6296,73.13
NA,NA,NA,-253.79,1774.5185,73.16
NA,NA,NA,-261.52,1774.4074,73.19
NA,NA,NA,-269.13,1774.2593,73.23
NA,NA,NA,-270.83,1774.1481,73.26
NA,NA,NA,-273.03,1774.037,73.29
NA,NA,NA,-269.77,1773.9412,73.32
NA,NA,NA,-265.7,1773.8529,73.35
NA,NA,NA,-260.13,1773.7353,73.39
NA,NA,NA,-258.68,1773.6471,73.42
NA,NA,NA,-257.71,1773.5588,73.45
NA,NA,NA,-258.44,1773.4706,73.48
NA,NA,NA,-260.42,1773.3529,73.52
NA,NA,NA,-264.34,1773.2647,73.55
NA,NA,NA,-267.07,1773.1765,73.58
NA,NA,NA,-266.56,1773.0882,73.61
NA,NA,NA,-261.13,1772.9667,73.65
NA,NA,NA,-258,1772.8667,73.68
NA,NA,NA,-252.25,1772.7667,73.71
NA,NA,NA,-254.02,1772.6667,73.74
NA,NA,NA,-257.71,1772.5667,73.77
NA,NA,NA,-261.18,1772.4333,73.81
NA,NA,NA,-264.84,1772.3333,73.84
NA,NA,NA,-264.35,1772.2333,73.87
NA,NA,NA,-260.68,1772.1333,73.9
NA,NA,NA,-255.09,1772,73.94
NA,NA,NA,-253.84,1771.875,73.97
NA,NA,NA,-253.96,1771.75,74
NA,NA,NA,-257,1771.625,74.03
NA,NA,NA,-263.07,1771.5,74.06
NA,NA,NA,-255.13,1771.3333,74.1
NA,NA,NA,-248.39,1771.2083,74.13
NA,NA,NA,-249,1771.0833,74.16
NA,NA,NA,-252.5,1770.95,74.19
NA,NA,NA,-256.89,1770.75,74.23
NA,NA,NA,-259.71,1770.6,74.26
NA,NA,NA,-259.03,1770.45,74.29
NA,NA,NA,-274.98,1770.3,74.32
NA,NA,NA,-282.19,1770.15,74.35
NA,NA,NA,-285.84,1769.963,74.39
NA,NA,NA,-282.39,1769.8518,74.42
NA,NA,NA,-279.49,1769.7407,74.45
NA,NA,NA,-275.23,1769.6296,74.48
NA,NA,NA,-271.52,1769.4815,74.52
NA,NA,NA,-271.27,1769.3704,74.55
NA,NA,NA,-271.93,1769.2593,74.58
NA,NA,NA,-272,1769.1481,74.61
NA,NA,NA,-280.99,1769,74.65
NA,NA,NA,-274.8,1768.9032,74.68
NA,NA,NA,-271.54,1768.8064,74.71
NA,NA,NA,-267.75,1768.7097,74.74
NA,NA,NA,-252.06,1768.6129,74.77
NA,NA,NA,-251.3,1768.4839,74.81
NA,NA,NA,-258.47,1768.3871,74.84
NA,NA,NA,-268.68,1768.2903,74.87
NA,NA,NA,-276.39,1768.1935,74.9
NA,NA,NA,-281.4,1768.0645,74.94
NA,NA,NA,-279.58,1767.9565,74.97
NA,NA,NA,-275.33,1767.8261,75
NA,NA,NA,-272.29,1767.6956,75.03
NA,NA,NA,-270.68,1767.5652,75.06
NA,NA,NA,-271.93,1767.3913,75.1
NA,NA,NA,-275.11,1767.2609,75.13
NA,NA,NA,-278.35,1767.1304,75.16
NA,NA,NA,-280.25,1767,75.19
NA,NA,NA,-279.33,1766.7895,75.23
NA,NA,NA,-275.63,1766.6316,75.26
NA,NA,NA,-271.63,1766.4737,75.29
NA,NA,NA,-271.79,1766.3158,75.32
NA,NA,NA,-270.47,1766.1579,75.35
NA,NA,NA,-271.48,1765.9444,75.39
NA,NA,NA,-271.08,1765.7778,75.42
NA,NA,NA,-271.02,1765.6111,75.45
NA,NA,NA,-268.54,1765.4444,75.48
NA,NA,NA,-263.59,1765.2222,75.52
NA,NA,NA,-259.19,1765.0556,75.55
NA,NA,NA,-259.8,1764.9167,75.58
NA,NA,NA,-263.96,1764.7917,75.61
NA,NA,NA,-271.11,1764.625,75.65
NA,NA,NA,-279.36,1764.5,75.68
NA,NA,NA,-280.32,1764.375,75.71
NA,NA,NA,-277.41,1764.25,75.74
NA,NA,NA,-276.19,1764.125,75.77
NA,NA,NA,-275.68,1763.9697,75.81
NA,NA,NA,-272.15,1763.8788,75.84
NA,NA,NA,-276.68,1763.7879,75.87
NA,NA,NA,-279,1763.697,75.9
NA,NA,NA,-276.74,1763.5758,75.94
NA,NA,NA,-274.83,1763.4848,75.97
NA,NA,NA,-269.23,1763.3939,76
NA,NA,NA,-261.93,1763.303,76.03
NA,NA,NA,-260.56,1763.2121,76.06
NA,NA,NA,-258.3,1763.1212,76.09
NA,NA,NA,-257.99,1763,76.13
NA,NA,NA,-260.28,1762.8889,76.16
NA,NA,NA,-263.93,1762.7778,76.19
NA,NA,NA,-261.98,1762.6667,76.22
NA,NA,NA,-258.33,1762.5556,76.25
NA,NA,NA,-253.75,1762.4444,76.28
NA,NA,NA,-250.81,1762.3333,76.31
NA,NA,NA,-247.63,1762.2222,76.34
NA,NA,NA,-247.1,1762.0741,76.38
NA,NA,NA,-253.35,1761.963,76.41
NA,NA,NA,-260.03,1761.8518,76.44
NA,NA,NA,-266.85,1761.7407,76.47
NA,NA,NA,-266.03,1761.6296,76.5
NA,NA,NA,-269.93,1761.5185,76.53
NA,NA,NA,-265.55,1761.4074,76.56
NA,NA,NA,-262.82,1761.2963,76.59
NA,NA,NA,-261.9,1761.1481,76.63
NA,NA,NA,-264.06,1761.037,76.66
NA,NA,NA,-266.54,1760.8889,76.69
NA,NA,NA,-270.71,1760.7222,76.72
NA,NA,NA,-274.95,1760.5556,76.75
NA,NA,NA,-277.85,1760.3889,76.78
NA,NA,NA,-279.42,1760.2222,76.81
NA,NA,NA,-278.04,1760.0556,76.84
NA,NA,NA,-279.31,1759.8846,76.88
NA,NA,NA,-281.81,1759.7692,76.91
NA,NA,NA,-283.94,1759.6538,76.94
NA,NA,NA,-285.24,1759.5385,76.97
NA,NA,NA,-282.38,1759.4231,77
NA,NA,NA,-277.41,1759.3077,77.03
NA,NA,NA,-272.28,1759.1923,77.06
NA,NA,NA,-266.03,1759.0385,77.1
NA,NA,NA,-265.09,1758.9545,77.13
NA,NA,NA,-269.08,1758.8864,77.16
NA,NA,NA,-272.28,1758.8182,77.19
NA,NA,NA,-278.34,1758.75,77.22
NA,NA,NA,-278.63,1758.6591,77.26
NA,NA,NA,-278.61,1758.5909,77.29
NA,NA,NA,-277.98,1758.5227,77.32
NA,NA,NA,-274.57,1758.4545,77.35
NA,NA,NA,-272.48,1758.3864,77.38
NA,NA,NA,-273.96,1758.3182,77.41
NA,NA,NA,-276.71,1758.2273,77.45
NA,NA,NA,-282.41,1758.1591,77.48
NA,NA,NA,-292.4,1758.0909,77.51
NA,NA,NA,-299.68,1758.0227,77.54
NA,NA,NA,-298.71,1757.8889,77.57
NA,NA,NA,-295.29,1757.6667,77.61
NA,NA,NA,-289.17,1757.5,77.64
NA,NA,NA,-284.12,1757.3333,77.67
NA,NA,NA,-278.96,1757.1667,77.7
NA,NA,NA,-276.47,1757,77.73
NA,NA,NA,-274.2,1756.8667,77.77
NA,NA,NA,-276.85,1756.7667,77.8
NA,NA,NA,-281.25,1756.6667,77.83
NA,NA,NA,-282.93,1756.5667,77.86
NA,NA,NA,-280.6,1756.4667,77.89
NA,NA,NA,-277.11,1756.3667,77.92
NA,NA,NA,-275.43,1756.2333,77.96
NA,NA,NA,-274.75,1756.1333,77.99
NA,NA,NA,-279.6,1756.0333,78.02
NA,NA,NA,-286.38,1755.913,78.05
NA,NA,NA,-291.79,1755.7391,78.09
NA,NA,NA,-291.74,1755.6087,78.12
NA,NA,NA,-288.75,1755.4783,78.15
NA,NA,NA,-282.66,1755.3478,78.18
NA,NA,NA,-275.7,1755.1739,78.22
NA,NA,NA,-274.78,1755.0435,78.25
NA,NA,NA,-275.32,1754.9412,78.28
NA,NA,NA,-275.18,1754.8529,78.31
NA,NA,NA,-271.34,1754.7353,78.35
NA,NA,NA,-267.53,1754.6471,78.38
NA,NA,NA,-262.27,1754.5588,78.41
NA,NA,NA,-258.74,1754.4706,78.44
NA,NA,NA,-257.18,1754.3529,78.48
NA,NA,NA,-257.87,1754.2647,78.51
NA,NA,NA,-261.47,1754.1765,78.54
NA,NA,NA,-266.03,1754.0588,78.58
NA,NA,NA,-269.93,1753.9615,78.61
NA,NA,NA,-274.09,1753.8461,78.64
NA,NA,NA,-276.95,1753.7308,78.67
NA,NA,NA,-280.51,1753.5769,78.71
NA,NA,NA,-286.85,1753.4615,78.74
NA,NA,NA,-287.78,1753.3461,78.77
NA,NA,NA,-286.22,1753.2308,78.8
NA,NA,NA,-281.43,1753.0769,78.84
NA,NA,NA,-275.62,1752.9474,78.87
NA,NA,NA,-269.75,1752.7895,78.9
NA,NA,NA,-261.41,1752.6316,78.93
NA,NA,NA,-257.75,1752.421,78.97
NA,NA,NA,-258.09,1752.2632,79
NA,NA,NA,-259.84,1752.1053,79.03
NA,NA,NA,-259.68,1751.9655,79.06
NA,NA,NA,-262.4,1751.8276,79.1
NA,NA,NA,-267.08,1751.7241,79.13
NA,NA,NA,-275.1,1751.6207,79.16
NA,NA,NA,-277.43,1751.5172,79.19
NA,NA,NA,-282.41,1751.3793,79.23
NA,NA,NA,-283.33,1751.2759,79.26
NA,NA,NA,-281.74,1751.1724,79.29
NA,NA,NA,-278.58,1751.069,79.32
NA,NA,NA,-274.81,1750.9677,79.35
NA,NA,NA,-272.22,1750.8387,79.39
NA,NA,NA,-271.68,1750.7419,79.42
NA,NA,NA,-275.11,1750.6452,79.45
NA,NA,NA,-277.71,1750.5484,79.48
NA,NA,NA,-275.65,1750.4193,79.52
NA,NA,NA,-273.34,1750.3226,79.55
NA,NA,NA,-268.02,1750.2258,79.58
NA,NA,NA,-263.1,1750.129,79.61
NA,NA,NA,-263.64,1750,79.65
NA,NA,NA,-265.66,1749.9268,79.68
NA,NA,NA,-269.36,1749.8537,79.71
NA,NA,NA,-278.37,1749.7805,79.74
NA,NA,NA,-282.74,1749.7073,79.77
NA,NA,NA,-282.09,1749.6098,79.81
NA,NA,NA,-281.22,1749.5366,79.84
NA,NA,NA,-276.87,1749.4634,79.87
NA,NA,NA,-270.26,1749.3902,79.9
NA,NA,NA,-267.85,1749.2927,79.94
NA,NA,NA,-265.38,1749.2195,79.97
NA,NA,NA,-269.22,1749.1463,80
NA,NA,NA,-275.43,1749.0732,80.03
NA,NA,NA,-279.21,1749,80.06
NA,NA,NA,-278.21,1748.8333,80.1
NA,NA,NA,-274.95,1748.7083,80.13
NA,NA,NA,-269.7,1748.5833,80.16
NA,NA,NA,-263.61,1748.4583,80.19
NA,NA,NA,-260.51,1748.3333,80.22
NA,NA,NA,-258.56,1748.1667,80.26
NA,NA,NA,-262.45,1748.0417,80.29
NA,NA,NA,-266.2,1747.9459,80.32
NA,NA,NA,-268.91,1747.8649,80.35
NA,NA,NA,-270.63,1747.7838,80.38
NA,NA,NA,-269.89,1747.6757,80.42
NA,NA,NA,-268.09,1747.5946,80.45
NA,NA,NA,-267.68,1747.5135,80.48
NA,NA,NA,-268.66,1747.4324,80.51
NA,NA,NA,-267.89,1747.3513,80.54
NA,NA,NA,-270.41,1747.2432,80.58
NA,NA,NA,-271.34,1747.1622,80.61
NA,NA,NA,-267.12,1747.0811,80.64
NA,NA,NA,-263.85,1747,80.67
NA,NA,NA,-261.13,1746.8421,80.7
NA,NA,NA,-258.38,1746.6316,80.74
NA,NA,NA,-258.83,1746.4737,80.77
NA,NA,NA,-263.57,1746.3158,80.8
NA,NA,NA,-273.11,1746.1579,80.83
NA,NA,NA,-286,1746,80.86
NA,NA,NA,-285.24,1745.7778,80.9
NA,NA,NA,-280.8,1745.6111,80.93
NA,NA,NA,-272.7,1745.4444,80.96
NA,NA,NA,-267.33,1745.2222,81
NA,NA,NA,-266.53,1745.0556,81.03
NA,NA,NA,-266.35,1744.9259,81.06
NA,NA,NA,-273.66,1744.8148,81.09
NA,NA,NA,-283.59,1744.7037,81.12
NA,NA,NA,-289,1744.5926,81.15
NA,NA,NA,-290.63,1744.4815,81.18
NA,NA,NA,-289,1744.3704,81.21
NA,NA,NA,-285.49,1744.2593,81.24
NA,NA,NA,-287.29,1744.1481,81.27
NA,NA,NA,-286.42,1744.037,81.3
NA,NA,NA,-286.79,1743.9091,81.33
NA,NA,NA,-291.32,1743.7727,81.36
NA,NA,NA,-292.33,1743.6364,81.39
NA,NA,NA,-292.45,1743.5,81.42
NA,NA,NA,-288.63,1743.3636,81.45
NA,NA,NA,-283.73,1743.2273,81.48
NA,NA,NA,-277.8,1743.0909,81.51
NA,NA,NA,-269.98,1742.9667,81.54
NA,NA,NA,-264.54,1742.8667,81.57
NA,NA,NA,-260.72,1742.7667,81.6
NA,NA,NA,-259.31,1742.6667,81.63
NA,NA,NA,-258.88,1742.5667,81.66
NA,NA,NA,-260.98,1742.4667,81.69
NA,NA,NA,-264.31,1742.3667,81.72
NA,NA,NA,-261.32,1742.2667,81.75
NA,NA,NA,-261.67,1742.1667,81.78
NA,NA,NA,-261.66,1742.0667,81.81
NA,NA,NA,-259.84,1741.95,81.84
NA,NA,NA,-261.68,1741.8,81.87
NA,NA,NA,-267.74,1741.65,81.9
NA,NA,NA,-275.18,1741.5,81.93
NA,NA,NA,-278.31,1741.35,81.96
NA,NA,NA,-277.36,1741.15,82
NA,NA,NA,-272.93,1741,82.03
NA,NA,NA,-269.66,1740.88,82.06
NA,NA,NA,-264.95,1740.76,82.09
NA,NA,NA,-262.82,1740.64,82.12
NA,NA,NA,-264.74,1740.52,82.15
NA,NA,NA,-269.57,1740.4,82.18
NA,NA,NA,-275.88,1740.28,82.21
NA,NA,NA,-283.92,1740.16,82.24
NA,NA,NA,-288.78,1740.04,82.27
NA,NA,NA,-285.46,1739.8823,82.3
NA,NA,NA,-283.79,1739.7059,82.33
NA,NA,NA,-274.82,1739.5294,82.36
