year (AD) [1-1],depth (cm) [1-1],d18O (permil) [1-1],year (AD) [2-1],depth (cm) [2-1],d18O (permil) [2-1]
NA,NA,NA,-1546265,3825,-714
NA,NA,NA,-1545484,385,-7137
NA,NA,NA,-1544703,3875,-7211
NA,NA,NA,-1543922,39,-7029
NA,NA,NA,-1543297,392,-7212
NA,NA,NA,-1542673,394,-7015
NA,NA,NA,-1542048,396,-6911
NA,NA,NA,-1541423,398,-6954
NA,NA,NA,-1540798,4,-7064
NA,NA,NA,-1540173,402,-7081
NA,NA,NA,-1539548,404,-7103
NA,NA,NA,-1538923,406,-691
NA,NA,NA,-1538298,408,-697
NA,NA,NA,-1537674,41,-6874
NA,NA,NA,-1536893,4125,NA
NA,NA,NA,-151857,415,-699
NA,NA,NA,-1535330,4175,-7026
NA,NA,NA,-1534549,42,-6774
NA,NA,NA,-1533768,4225,NA
NA,NA,NA,-1532987,425,NA
NA,NA,NA,-1532206,4275,NA
NA,NA,NA,-1531425,43,NA
NA,NA,NA,-1530644,4325,NA
NA,NA,NA,-1529863,435,NA
NA,NA,NA,-1529193,4371,NA
NA,NA,NA,-1528524,4393,NA
NA,NA,NA,-1527854,4414,NA
NA,NA,NA,-1527185,4436,NA
NA,NA,NA,-1526709,4457,-6994
NA,NA,NA,-150874,4479,NA
NA,NA,NA,-1525854,45,NA
NA,NA,NA,-1525317,4527,NA
NA,NA,NA,-1524779,4554,NA
NA,NA,NA,-1524242,4581,-7247
NA,NA,NA,-1523705,4608,-7244
NA,NA,NA,-1523168,4635,-7137
NA,NA,NA,-150509,4662,-6942
NA,NA,NA,-1522093,4688,-7259
NA,NA,NA,-1521556,4715,-7401
NA,NA,NA,-1521019,4742,-7347
NA,NA,NA,-1520482,4769,-7398
NA,NA,NA,-1519944,4796,-7368
NA,NA,NA,-1519407,4823,-7174
NA,NA,NA,-1518870,485,-7361
NA,NA,NA,-150083,4875,-7303
NA,NA,NA,-1517872,49,-7392
NA,NA,NA,-1517373,4925,-7252
NA,NA,NA,-1516875,495,-7176
NA,NA,NA,-1516376,4975,-7242
NA,NA,NA,-1515877,5,-7199
NA,NA,NA,-1515378,5025,-6993
NA,NA,NA,-1514879,505,-7094
NA,NA,NA,-1514380,5075,-716
NA,NA,NA,-1513882,51,-6869
NA,NA,NA,-1513383,5125,-7339
NA,NA,NA,-1512884,515,-7033
NA,NA,NA,-1512385,5175,-7153
NA,NA,NA,-1511886,52,-6948
NA,NA,NA,-1511387,5225,-6918
NA,NA,NA,-1510889,525,-7297
NA,NA,NA,-1510390,5275,-6992
NA,NA,NA,-149235,53,-7086
NA,NA,NA,-1509359,5327,-7016
NA,NA,NA,-1508827,5353,-7188
NA,NA,NA,-1508295,538,-6807
NA,NA,NA,-1507762,5407,-7044
NA,NA,NA,-1507230,5433,-7128
NA,NA,NA,-1506698,546,-7048
NA,NA,NA,-1506166,5487,-7154
NA,NA,NA,-1505634,5513,-7317
NA,NA,NA,-1505102,554,-7012
NA,NA,NA,-1504570,5567,-7246
NA,NA,NA,-1504038,5593,-7185
NA,NA,NA,-1503506,562,NA
NA,NA,NA,-1502974,5647,-6781
NA,NA,NA,-1502442,5673,-711
NA,NA,NA,-1501909,57,-6679
NA,NA,NA,-1501596,5716,-711
NA,NA,NA,-1501282,5731,NA
NA,NA,NA,-1500969,5747,-692
NA,NA,NA,-1500655,5763,-6755
NA,NA,NA,-1500342,5779,-7098
NA,NA,NA,-1500028,5794,-7079
NA,NA,NA,-1499715,581,-7979
NA,NA,NA,-1499216,5835,-7286
NA,NA,NA,-1498717,586,NA
NA,NA,NA,-1498218,5885,-7264
NA,NA,NA,-1497719,591,-7385
NA,NA,NA,-1497220,5935,-7513
NA,NA,NA,-147918,596,NA
NA,NA,NA,-1496223,5985,-7421
NA,NA,NA,-1495724,601,-7454
NA,NA,NA,-1495225,6035,-7489
NA,NA,NA,-1494726,606,-6933
NA,NA,NA,-1494327,608,-7366
NA,NA,NA,-1493928,61,-7397
NA,NA,NA,-1493263,6133,-7457
NA,NA,NA,-1492598,6167,-7372
NA,NA,NA,-1491933,62,-7258
NA,NA,NA,-1490656,6264,-7381
NA,NA,NA,-1489379,6328,-7802
NA,NA,NA,-1488102,6392,-7533
NA,NA,NA,-1486824,6456,-7369
NA,NA,NA,-1485547,652,-7637
NA,NA,NA,-1484550,657,-7419
NA,NA,NA,-1483552,662,-7391
NA,NA,NA,-1482754,666,-7038
NA,NA,NA,-1481956,67,-7429
NA,NA,NA,-1481158,674,-742
NA,NA,NA,-1480360,678,-7107
NA,NA,NA,-146202,682,-758
NA,NA,NA,-1478763,686,-7343
NA,NA,NA,-1477965,69,-7396
NA,NA,NA,-1477167,694,-6884
NA,NA,NA,-1476369,698,-74
NA,NA,NA,-145803,702,-7278
NA,NA,NA,-1474772,706,-7211
NA,NA,NA,-1473974,71,-7521
NA,NA,NA,-1472877,7155,-7595
NA,NA,NA,-1471779,721,-7452
NA,NA,NA,-1470682,7265,-7808
NA,NA,NA,-1469585,732,-7781
NA,NA,NA,-1468487,7375,-7745
NA,NA,NA,-1467390,743,-7661
NA,NA,NA,-1466292,7485,-7772
NA,NA,NA,-1465195,754,-7553
NA,NA,NA,-1464097,7595,-7838
NA,NA,NA,-1463000,765,-7771
NA,NA,NA,-1461902,7705,-7614
NA,NA,NA,-1460805,776,-7556
NA,NA,NA,-1459622,7819,-7412
NA,NA,NA,-1458439,7879,-7175
NA,NA,NA,-1457256,7938,-7601
NA,NA,NA,-1456073,7997,-7517
NA,NA,NA,-1454890,8056,-7622
NA,NA,NA,-1453707,8116,-7511
NA,NA,NA,-1452524,8175,-7509
NA,NA,NA,-1449783,8234,-7509
NA,NA,NA,-1446003,8294,-7444
NA,NA,NA,-1442223,8353,-7549
NA,NA,NA,-1438443,8412,-7504
NA,NA,NA,-1434664,8471,-7309
NA,NA,NA,-1430884,8531,-7426
NA,NA,NA,-1427104,859,-7537
NA,NA,NA,-1425319,8618,-7312
NA,NA,NA,-1423533,8646,-6969
NA,NA,NA,-1421748,8674,-7892
NA,NA,NA,-1419963,8702,-7656
NA,NA,NA,-1418178,873,-7631
NA,NA,NA,-1416690,8753,-756
NA,NA,NA,-1415202,8777,-7687
NA,NA,NA,-1413715,88,-7495
NA,NA,NA,-1412227,8823,-7813
NA,NA,NA,-1410740,8847,-7697
NA,NA,NA,-1409252,887,-7699
NA,NA,NA,-1407764,8893,-7727
NA,NA,NA,-1406277,8917,-7663
NA,NA,NA,-1404789,894,-7864
NA,NA,NA,-138576,8963,-7894
NA,NA,NA,-1401814,8987,NA
NA,NA,NA,-1400326,901,-7633
NA,NA,NA,-1398838,9033,-7443
NA,NA,NA,-12044,9057,-7592
NA,NA,NA,-1395863,908,-7594
NA,NA,NA,-1393950,911,-7492
NA,NA,NA,-1392037,914,-7801
NA,NA,NA,-1390125,917,NA
NA,NA,NA,-1387574,921,-7498
NA,NA,NA,-1385024,925,-7734
NA,NA,NA,-1382474,929,-7671
NA,NA,NA,-1381003,9313,-7442
NA,NA,NA,-136199,9336,-751
NA,NA,NA,-1378333,9355,-7392
NA,NA,NA,-1376758,938,-7369
NA,NA,NA,-1375183,9404,-7304
NA,NA,NA,-1373608,9429,NA
NA,NA,NA,-1372033,9454,-7412
NA,NA,NA,-1370458,9478,-744
NA,NA,NA,-1368882,9503,-7429
NA,NA,NA,-1367307,9528,NA
NA,NA,NA,-1365732,9553,-7336
NA,NA,NA,-1364157,9577,-7236
NA,NA,NA,-1362582,9602,-7383
NA,NA,NA,-1361007,9627,-7462
NA,NA,NA,-134189,9651,-7401
NA,NA,NA,-1357856,9676,-7596
NA,NA,NA,-133874,9701,-7641
NA,NA,NA,-1354706,9726,-7615
NA,NA,NA,-133559,975,-7732
NA,NA,NA,-1351600,9774,-762
NA,NA,NA,-1350248,9795,-7615
NA,NA,NA,-1348895,9817,-7525
NA,NA,NA,-1347543,9838,-7541
NA,NA,NA,-1346190,9859,-7528
NA,NA,NA,-1344838,988,-7494
NA,NA,NA,-1343486,9902,-7465
NA,NA,NA,-1342133,9923,-7339
NA,NA,NA,-132324,9944,-7172
NA,NA,NA,-1339428,9965,-7061
NA,NA,NA,-1338076,9986,-7012
NA,NA,NA,-1336723,10008,-6888
NA,NA,NA,-131783,10029,-7261
NA,NA,NA,-1334019,1005,-6876
NA,NA,NA,-1332379,10076,-686
NA,NA,NA,-1330740,10101,-7093
NA,NA,NA,-1329100,10127,-722
NA,NA,NA,-130992,10153,-7199
NA,NA,NA,-130828,10179,-7259
NA,NA,NA,-1324182,10204,-724
NA,NA,NA,-1322542,1023,-6998
NA,NA,NA,-1320903,10256,-7162
NA,NA,NA,-1319263,10281,-6615
NA,NA,NA,-1317624,10307,-6595
NA,NA,NA,-1315984,10333,-6635
NA,NA,NA,-1314345,10359,-6679
NA,NA,NA,-1312706,10384,-6708
NA,NA,NA,-1311066,1041,-6772
NA,NA,NA,-1309700,10431,-6879
NA,NA,NA,-1308334,10453,-6484
NA,NA,NA,-1306967,10474,-6893
NA,NA,NA,-128806,10496,-6272
NA,NA,NA,-1304235,10517,-6675
NA,NA,NA,-1302869,10539,-665
NA,NA,NA,-1301503,1056,-6779
NA,NA,NA,-1300136,10581,-6747
NA,NA,NA,-1298770,10603,-6559
NA,NA,NA,-1297404,10624,-6982
NA,NA,NA,-1296038,10646,-6744
NA,NA,NA,-127713,10667,-6686
NA,NA,NA,-1293305,10689,-6554
NA,NA,NA,-1291939,1071,-6542
NA,NA,NA,-1290573,10731,-6384
NA,NA,NA,-1289207,10753,-6403
NA,NA,NA,-1287840,10774,-6384
NA,NA,NA,-1286474,10796,-6358
NA,NA,NA,-1285108,10817,-6548
NA,NA,NA,-1283742,10839,-6545
NA,NA,NA,-1282375,1086,-6651
NA,NA,NA,-1280888,10883,-6727
NA,NA,NA,-1279400,10907,-6799
NA,NA,NA,-1277912,1093,-6833
NA,NA,NA,-1276425,10953,-6903
NA,NA,NA,-1274937,10977,-6827
NA,NA,NA,-1273449,11,-6903
NA,NA,NA,-1271919,11024,-7001
NA,NA,NA,-1270389,11048,-702
NA,NA,NA,-1268859,11072,-7023
NA,NA,NA,-1267329,11096,-722
NA,NA,NA,-1265799,1112,-6925
NA,NA,NA,-1264268,11144,-6716
NA,NA,NA,-1262738,11168,-6928
NA,NA,NA,-1261208,11192,NA
NA,NA,NA,-1259678,11216,-6887
NA,NA,NA,-1258148,1124,-6713
NA,NA,NA,-1256618,11264,-6925
NA,NA,NA,-1255087,11288,-726
NA,NA,NA,-1253557,11312,-6824
NA,NA,NA,-1252027,11336,NA
NA,NA,NA,-1250497,1136,-6011
NA,NA,NA,-1248967,11384,-6933
NA,NA,NA,-1247437,11408,-6832
NA,NA,NA,-1245906,11432,-6923
NA,NA,NA,-1244376,11456,-6959
NA,NA,NA,-1242846,1148,-6796
NA,NA,NA,-1241380,11503,-6899
NA,NA,NA,-1239913,11526,-6874
NA,NA,NA,-1238447,11549,-6774
NA,NA,NA,-1236980,11572,-6936
NA,NA,NA,-1235514,11595,-7776
NA,NA,NA,-1234048,11618,-6729
NA,NA,NA,-121504,11641,-6461
NA,NA,NA,-1231115,11664,-6929
NA,NA,NA,-1229648,11687,-7035
NA,NA,NA,-1228182,1171,-7161
NA,NA,NA,-1226482,11737,NA
NA,NA,NA,-1224782,11763,-6843
NA,NA,NA,-120554,1179,-7141
NA,NA,NA,-120384,11817,NA
NA,NA,NA,-120214,11843,NA
NA,NA,NA,-120044,1187,-7396
NA,NA,NA,-119874,11897,-7495
NA,NA,NA,-119704,11923,-742
NA,NA,NA,-1212880,1195,-7216
NA,NA,NA,-1211180,11977,-6993
NA,NA,NA,-1209480,12003,-6891
NA,NA,NA,-1207780,1203,-7183
NA,NA,NA,-1206080,12057,-7113
NA,NA,NA,-1204379,12083,NA
NA,NA,NA,-1202679,1211,-6908
NA,NA,NA,-1201143,12134,-7139
NA,NA,NA,-1199607,12158,-7126
NA,NA,NA,-1198070,12182,-6949
NA,NA,NA,-1196534,12206,-6776
NA,NA,NA,-1194998,1223,-6554
NA,NA,NA,-117592,12255,-684
NA,NA,NA,-1191925,12279,-7066
NA,NA,NA,-1190389,12303,-7116
NA,NA,NA,-1188852,12327,-6928
NA,NA,NA,-1187316,12351,NA
NA,NA,NA,-1185780,12375,-7147
NA,NA,NA,-1184243,12399,-7145
NA,NA,NA,-1182707,12423,-7271
NA,NA,NA,-116363,12447,-7183
NA,NA,NA,-1179635,12471,-7056
NA,NA,NA,-1178098,12496,-7001
NA,NA,NA,-1176550,1252,-6774
NA,NA,NA,-1174984,12544,-7578
NA,NA,NA,-1173418,12569,-798
NA,NA,NA,-1171852,12594,NA
NA,NA,NA,-1170286,12618,-7438
NA,NA,NA,-1168720,12643,-7261
NA,NA,NA,-1167154,12667,-6534
NA,NA,NA,-1165588,12692,-6366
NA,NA,NA,-1164022,12716,-7151
NA,NA,NA,-1162456,12741,-6884
NA,NA,NA,-1160890,12765,-7228
NA,NA,NA,-1159324,1279,-6977
NA,NA,NA,-1157749,12815,-6907
NA,NA,NA,-1156174,12839,-7166
NA,NA,NA,-1154599,12864,-6888
NA,NA,NA,-1153024,12889,-6905
NA,NA,NA,-1151449,12914,-7041
NA,NA,NA,-1149873,12938,-6851
NA,NA,NA,-1148298,12963,-7445
NA,NA,NA,-1146723,12988,NA
NA,NA,NA,-1145148,13012,-7219
NA,NA,NA,-1143573,13037,-7303
NA,NA,NA,-1141998,13062,NA
NA,NA,NA,-1140422,13086,-7129
NA,NA,NA,-1138847,13111,-7253
NA,NA,NA,-1137272,13136,-7342
NA,NA,NA,-1135697,13161,-7119
NA,NA,NA,-1134122,13185,-7431
NA,NA,NA,-1132547,1321,-7386
NA,NA,NA,-1131072,13233,-7468
NA,NA,NA,-1129598,13256,-7133
NA,NA,NA,-1128123,13279,-7371
NA,NA,NA,-1126649,13303,-743
NA,NA,NA,-1125175,13326,-7257
NA,NA,NA,-1123700,13349,-7426
NA,NA,NA,-1122226,13372,-7343
NA,NA,NA,-9278,13395,-7639
NA,NA,NA,-1119277,13418,-7618
NA,NA,NA,-1117803,13441,-74
NA,NA,NA,-1116328,13464,-7683
NA,NA,NA,-1114854,13488,-7601
NA,NA,NA,-1113380,13511,-7659
NA,NA,NA,-1111905,13534,-7747
NA,NA,NA,-109289,13557,-7701
NA,NA,NA,-1108956,1358,-774
NA,NA,NA,-1107363,13605,-7702
NA,NA,NA,-1105769,1363,-7869
NA,NA,NA,-1104175,13655,-7745
NA,NA,NA,-108504,1368,-7841
NA,NA,NA,-1100987,13705,NA
NA,NA,NA,-1099393,1373,-7875
NA,NA,NA,-1097799,13755,-7578
NA,NA,NA,-1096205,1378,-7981
NA,NA,NA,-107707,13805,-7841
NA,NA,NA,-1093017,1383,-7969
NA,NA,NA,-1091423,13855,-7357
NA,NA,NA,-1089829,1388,-7893
NA,NA,NA,-1088235,13905,-7822
NA,NA,NA,-1086642,1393,-7755
