year (AD),dD (permil)
1132,-161
1131,-153.1
1130,-135.2
1129,-154.4
1128,-142.6
1127,-144.9
1126,-151.2
1125,-156.8
1124,-155.3
1123,-145.8
1122,-148.7
1121,-145.1
1120,-143.7
1119,-149.9
1118,-145.5
1117,-151.6
1116,-155.1
1115,-128.6
1114,-151.4
1113,-164.1
1112,-170.1
1111,-146.3
1110,-156.6
1109,-166.9
1108,-146.8
1107,-155.7
1106,-161.7
1105,-165.7
1104,-138.9
1103,-159.4
1102,-136.5
1101,-132.9
1100,-147.4
1099,-145.5
1098,-157
1097,-150.6
1096,-151
1095,-158.05
1094,-165.1
1093,-154.2
1092,-147.2
1091,-139.9
1090,-145.8
1089,-146.8
1088,-150.4
1087,-154.9
1086,-160
1085,-165.1
1084,-147.3
1083,-152.7
1082,-140.7
1081,-143.1
1080,-142
1079,-138.6
1078,-135.2
1077,-138.3
1076,-144
1075,-157.6
1074,-158.1
1073,-158.6
1072,-162.9
1071,-157.7
1070,-164.8
1069,-159.25
1068,-153.7
1067,-163.5
1066,-142.5
1065,-146.3
1064,-150.1
1063,-158.6
1062,-165.5
1061,-163.9
1060,-162.3
1059,-157.9
1058,-152.7
1057,-147.8
1056,-142.9
1055,-146.5
1054,-153.1
1053,-155.45
1052,-157.8
1051,-163.4
1050,-156.95
1049,-150.5
1048,-142.5
1047,-144.2
1046,-147.7
1045,-151.2
1044,-155.9
1043,-148.8
1042,-153.4
1041,-158
1040,-153.6
1039,-148.1
1038,-142.6
1037,-166.8
1036,-159.1
1035,-151.4
1034,-157.7
1033,-163.7
1032,-159.15
1031,-154.6
1030,-142.6
1029,-149.45
1028,-156.3
1027,-147.7
1026,-151.5
1025,-155.3
1024,-157.1
1023,-159.25
1022,-161.4
1021,-149.7
1020,-145.85
1019,-142
1018,-152.8
1017,-158
1016,-147.55
1015,-137.1
1014,-147.6
1013,-143.1
1012,-138.6
1011,-140.4
1010,-145.4
1009,-150.4
1008,-150.3
1007,-150.2
1006,-150.4
1005,-151.75
1004,-153.1
1003,-148.6
1002,-143.6
1001,-138.6
1000,-151.6
999,-150.4
998,-149.2
997,-140.6
996,-151.9
995,-163.2
994,-163.2
993,-159.1
992,-155
991,-151.1
990,-147.2
989,-141.5
988,-144.05
987,-146.6
986,-138.9
985,-143
984,-147.1
983,-152.6
982,-158.1
981,-144.3
980,-144.85
979,-145.4
978,-144.8
977,-149.2
976,-153.6
975,-156.6
974,-159.6
973,-147.7
972,-149.15
971,-150.6
970,-161.1
969,-153.45
968,-145.8
967,-145.4
966,-145
965,-158.2
964,-157.75
963,-157.3
962,-159
961,-160.7
960,-158.2
959,-160.4
958,-162.6
957,-155.05
956,-147.5
955,-155.1
954,-156.05
953,-157
952,-154.6
951,-152.2
950,-155.8
949,-159.4
948,-153.5
947,-151.05
946,-148.6
945,-155.75
944,-162.9
943,-162.6
942,-155.1
941,-147.6
940,-146.2
939,-144.8
938,-145.55
937,-146.3
936,-149.4
935,-146.7
934,-144
933,-147.15
932,-150.3
931,-142.95
930,-135.6
929,-159.7
928,-154.1
927,-148.5
926,-149.4
925,-150.3
924,-148.15
923,-146
922,-147.7
921,-150.55
920,-153.4
919,-159
918,-164.6
917,-153.65
916,-142.7
915,-143.4
914,-144.1
913,-155.8
912,-160.85
911,-165.9
910,-161.6
909,-157.3
908,-155.6
907,-153.9
906,-152
905,-150.1
904,-144.15
903,-138.2
902,-154.5
901,-153.35
900,-152.2
899,-147.95
898,-143.7
897,-148.35
896,-153
895,-153.85
894,-154.7
893,-151.85
892,-149
891,-154.1
890,-159.2
889,-156.1
888,-153
887,-142.4
886,-148.75
885,-155.1
884,-156.8
883,-158.5
882,-152.5
881,-146.5
880,-153.45
879,-160.4
878,-155.3
877,-150.2
876,-153.6
875,-157
874,-155.45
873,-153.9
872,-149.55
871,-145.2
870,-143
869,-140.8
868,-147.4
867,-154
866,-149
865,-149.45
864,-149.9
863,-148.65
862,-147.4
861,-152.45
860,-157.5
859,-156.55
858,-155.6
857,-148.75
856,-141.9
855,-144.75
854,-147.6
853,-152.85
852,-158.1
851,-154.45
850,-150.8
849,-158.7
848,-166.6
847,-155.3
846,-144
845,-143.8
844,-143.6
843,-147.25
842,-150.9
841,-151.3
840,-151.7
839,-148.85
838,-146
837,-150.65
836,-155.3
835,-152.65
834,-150
833,-145.55
832,-141.1
831,-144.45
830,-147.8
829,-148.55
828,-149.3
827,-145.1
826,-140.9
825,-143.266666666667
824,-145.633333333333
823,-148
822,-145.85
821,-143.7
820,-146.1
819,-148.5
818,-148.1
817,-147.7
816,-147.25
815,-146.8
814,-149.7
813,-152.6
812,-149.45
811,-146.3
810,-147.65
809,-149
808,-147.25
807,-145.5
806,-148.75
805,-152
804,-152.15
803,-152.3
802,-153.866666666667
801,-155.433333333333
800,-157
799,-160.5
798,-164
797,-155.7
796,-147.4
795,-146.35
794,-145.3
793,-145.6
792,-145.9
791,-150.1
790,-154.3
789,-158.1
788,-161.9
787,-158.866666666667
786,-155.833333333333
785,-152.8
784,-148.75
783,-144.7
782,-149.1
781,-153.5
780,-154.65
779,-155.8
778,-146.65
777,-137.5
776,-145.1
775,-152.7
774,-150.633333333333
773,-148.566666666667
772,-146.5
771,-150.05
770,-153.6
769,-153.15
768,-152.7
767,-159.3
766,-165.9
765,-160.25
764,-154.6
763,-152.233333333333
762,-149.866666666667
761,-147.5
760,-155.35
759,-163.2
758,-155.8
757,-148.4
756,-147.65
755,-146.9
754,-149.6
753,-152.3
752,-155
751,-154.7
750,-154.4
749,-151.75
748,-149.1
747,-149.7
746,-150.3
745,-154
744,-157.7
743,-161.4
742,-159.2
741,-157
740,-154.15
739,-151.3
738,-148.166666666667
737,-145.033333333333
736,-141.9
735,-144.5
734,-147.1
733,-150.5
732,-153.9
731,-152.933333333333
730,-151.966666666667
729,-151
728,-148.5
727,-146
726,-147.15
725,-148.3
724,-148.9
723,-149.5
722,-150.1
721,-146.75
720,-143.4
719,-152.25
718,-161.1
717,-155.566666666667
716,-150.033333333333
715,-144.5
714,-148.5
713,-152.5
712,-152.8
711,-153.1
710,-153.733333333333
709,-154.366666666667
708,-155
707,-156.25
706,-157.5
705,-146.6
704,-146.1
703,-143.6
702,-149.3
701,-152.05
700,-154.8
699,-169.2
698,-161.3
697,-150.5
696,-146.3
695,-134.4
694,-157.2
693,-150.6
692,-146.7
691,-148.5
690,-153.35
689,-158.2
688,-157.9
687,-150.6
686,-148.3
685,-146.6
684,-143.7
683,-153
682,-160
681,-156.4
680,-152.8
679,-143.9
678,-148.5
677,-165.3
676,-159.3
675,-151.3
674,-144
673,-137.8
672,-141.75
671,-145.7
670,-160.6
669,-149.9
668,-142.9
667,-146.1
666,-157.8
665,-162.6
664,-160.25
663,-157.9
662,-140
661,-137.8
660,-162.4
659,-154.5
658,-158.7
657,-155
656,-151.3
655,-141.7
654,-165.8
653,-162.2
652,-142.2
651,-148
650,-154.25
649,-160.5
648,-158
647,-139
646,-153.3
645,-131.4
644,-157.8
643,-155.95
642,-154.1
641,-149.8
640,-160.3
639,-148.4
638,-148.2
637,-146.4
636,-144.6
635,-146.5
634,-154.7
633,-150.5
632,-144.5
631,-158.45
630,-172.4
629,-167.5
628,-157.5
627,-162.8
626,-160.1
625,-153.25
624,-146.4
623,-145.5
622,-160.3
621,-146.4
620,-151.45
619,-156.5
618,-146.5
617,-153
616,-162.2
615,-140.8
614,-144.8
613,-148.8
612,-148.5
611,-144.9
610,-151.7
609,-156.4
608,-161.1
607,-155.1
606,-143.9
605,-147.4
604,-157.1
603,-148.9
602,-146.4
601,-143.9
600,-141
599,-151.9
598,-147.7
597,-145.75
596,-143.8
595,-158.9
594,-144.7
593,-152.6
592,-151.35
591,-150.1
590,-148.85
589,-147.6
588,-145.7
587,-138.7
586,-155.8
585,-150.35
584,-144.9
583,-152.8
582,-145.5
581,-154.9
580,-150.85
579,-146.8
578,-150.7
577,-151.8
576,-148.9
575,-146
574,-149.9
573,-171.8
572,-163.1
571,-154.4
570,-152
569,-155.8
568,-150
567,-153.7
566,-157.4
565,-157.9
564,-148.6
563,-149.3
562,-150
561,-153.6
560,-152.5
559,-149.4
558,-146.3
557,-155.4
556,-150.5
555,-151.75
554,-153
553,-146.4
552,-147.1
551,-147.8
550,-148.5
549,-137.9
548,-162.1
547,-157.4
546,-152.7
545,-152.1
544,-145.8
543,-148.35
542,-150.9
541,-149.9
540,-149.85
539,-149.8
538,-142.5
537,-150
536,-152.25
535,-154.5
534,-153.2
533,-131.8
532,-140.1
531,-148.4
530,-155
529,-150.4
528,-152.25
527,-154.1
526,-141.5
525,-149.55
524,-157.6
523,-149.8
522,-146.2
521,-141.6
520,-137
519,-143.1
518,-147
517,-150.9
516,-148.4
515,-139.7
514,-144.1
513,-148.5
512,-146.2
511,-146.9
510,-147.6
509,-141.9
508,-152.6
507,-154.05
506,-155.5
505,-157.9
504,-159.2
503,-160.5
502,-137.9
501,-136.85
500,-135.8
499,-142.1
498,-137.9
497,-140.7
496,-143.5
495,-150.3
494,-151.6
493,-152.9
492,-155.9
491,-148.7
490,-141.5
489,-151.4
488,-140.9
487,-142.25
486,-143.6
485,-154.1
484,-155.85
483,-157.6
482,-141.4
481,-139
480,-136.6
479,-141.7
478,-144.2
477,-146.7
476,-145
475,-141.15
474,-137.3
473,-155.5
472,-148.35
471,-141.2
470,-135.7
469,-140.75
468,-145.8
467,-152.9
466,-151.4
465,-149.9
464,-144.6
463,-141.05
462,-137.5
461,-137.3
460,-146.65
459,-156
458,-149.5
457,-148.35
456,-147.2
455,-128.6
454,-142.1
453,-155.6
452,-150.7
451,-155
450,-159.3
449,-161
448,-160.75
447,-160.5
446,-153
445,-148.6
444,-144.2
443,-144.6
442,-145.45
441,-146.3
440,-144.5
439,-150.4
438,-156.3
437,-140.3
436,-142.75
435,-145.2
434,-144.9
433,-144.6
432,-147.9
431,-151.1
430,-154.3
429,-156.1
428,-156
427,-155.9
426,-150.3
425,-159.4
424,-168.5
423,-154.1
422,-150.05
421,-146
420,-149.4
419,-152.8
418,-155.2
417,-150.15
416,-145.1
415,-150.3
414,-149.8
413,-149.3
412,-146.35
411,-143.4
410,-149
409,-146.85
408,-144.7
407,-150.7
406,-153.8
405,-156.9
404,-154.15
403,-151.4
402,-139.3
401,-147.95
400,-156.6
399,-145.9
398,-144.6
397,-143.3
396,-141.5
395,-139.7
394,-143.5
393,-146.2
392,-148.9
391,-144.3
390,-139.7
389,-136.7
388,-140.5
387,-144.3
386,-138.6
385,-143.85
384,-149.1
383,-149.2
382,-149.3
381,-155.2
380,-152.45
379,-149.7
378,-151.35
377,-153
376,-140
375,-141.75
374,-143.5
373,-147.6
372,-151.7
371,-159.1
370,-151.35
369,-143.6
368,-145.3
367,-147
366,-146.6
365,-152
364,-157.4
363,-152.9
362,-148.4
361,-140.4
360,-141.15
359,-141.9
358,-144.85
357,-147.8
356,-147.4
355,-147
354,-146.1
353,-144.6
352,-143.1
351,-147
350,-150.9
349,-148.6
348,-150
347,-151.4
346,-154.9
345,-158.4
344,-162.6
343,-166.8
342,-153.3
341,-152.45
340,-151.6
339,-150.55
338,-149.5
337,-148.5
336,-147.5
335,-158.9
334,-158.2
333,-157.5
332,-151.15
331,-144.8
330,-148.35
329,-151.9
328,-151.7
327,-151.5
326,-155.1
325,-155.4
324,-155.7
323,-156.75
322,-157.8
321,-157.05
320,-156.3
319,-152.35
318,-148.4
317,-148.9
316,-149.4
315,-152.65
314,-155.9
313,-161.8
312,-154.2
311,-146.6
310,-149.55
309,-152.5
308,-150.25
307,-148
306,-149.9
305,-151.8
304,-148.3
303,-144.8
302,-149.3
301,-153.8
300,-152.5
299,-151.2
298,-152.55
297,-153.9
296,-150.35
295,-146.8
294,-148.7
293,-150.6
292,-152.35
291,-154.1
290,-153.2
289,-152.3
288,-144.45
287,-136.6
286,-146.4
285,-156.2
284,-156.666666666667
283,-157.133333333333
282,-157.6
281,-151.55
280,-145.5
279,-141.95
278,-138.4
277,-140.8
276,-143.2
275,-144.65
274,-146.1
273,-150.5
272,-154.9
271,-156.75
270,-158.6
269,-156.15
268,-153.7
267,-151.25
266,-148.8
265,-152.5
264,-156.2
263,-153.8
262,-151.4
261,-159.5
260,-154.566666666667
259,-149.633333333333
258,-144.7
257,-154.65
256,-164.6
255,-161
254,-157.4
253,-152.55
252,-147.7
251,-147.5
250,-147.3
249,-150.7
248,-154.1
247,-145.85
246,-137.6
245,-142.1
244,-146.6
243,-150.533333333333
242,-154.466666666667
241,-158.4
240,-153.2
239,-148
238,-145.25
237,-142.5
236,-149.15
235,-155.8
234,-152.05
233,-148.3
232,-152.4
231,-156.5
230,-156.7
229,-156.9
228,-154.333333333333
227,-151.766666666667
226,-149.2
225,-150
224,-150.8
