year (AD),depth (cm),d18O (permil),d13C (permil)
-3096,NA,-5.59,NA
-3114,NA,-5.84,NA
-3150,NA,-5.22,NA
-3168,NA,-5.22,NA
-3186,NA,-4.53,NA
-3206,NA,-5.08,NA
-3226,NA,-6.1,NA
-3246,NA,-6.04,NA
-3266,NA,-5.52,NA
-3286,NA,-5.68,NA
-3306,NA,-5.33,NA
-3326,NA,-5.29,NA
-3346,NA,-5.36,NA
-3366,NA,-5.57,NA
-3390,NA,-5.7,NA
-3436,NA,-5.88,NA
-3496,NA,-5.82,NA
-3576,NA,-5.73,NA
-3676,NA,-6,NA
-3776,NA,-5.89,NA
-3976,NA,-5.64,NA
-4100,NA,-5.7,NA
-4200,NA,-5.9,NA
-4300,NA,-6.09,NA
-4400,NA,-5.72,NA
-4500,NA,-5.58,NA
-4600,NA,-5.57,NA
-4700,NA,-5.55,NA
-4800,NA,-5.74,NA
-4900,NA,-5.31,NA
-5000,NA,-5.98,NA
-5100,NA,-6.01,NA
-5200,NA,-6.02,NA
-5320,NA,-6.32,NA
-5540,NA,-6.45,NA
-5630,NA,-6.58,NA
-5720,NA,-6.01,NA
-5910,NA,-6.26,NA
-6010,NA,-6.12,NA
-6100,NA,-5.54,NA
-6175,NA,-6.16,NA
-6230,NA,-6.08,NA
-6270,NA,-5.86,NA
-6305,NA,-5.96,NA
-6320,NA,-5.97,NA
-6340,NA,-5.98,NA
-6340,NA,-6.36,NA
-6355,NA,-6.12,NA
-6370,NA,-6.32,NA
-6405.5,NA,-6.21,NA
-6410,NA,-6.29,NA
-6415,NA,-6.43,NA
-6420,NA,-6.55,NA
-6425,NA,-6.06,NA
-6430,NA,-6.13,NA
-6435,NA,-6.14,NA
-6440,NA,-6.12,NA
-6445,NA,-6,NA
-6450,NA,-6.03,NA
-6455,NA,-6.22,NA
-6460,NA,-6.1,NA
-6465,NA,-6.27,NA
-6470,NA,-6.47,NA
-6480,NA,-6.16,NA
-6490,NA,-6.08,NA
-6500,NA,-6.14,NA
-6510,NA,-6.14,NA
-6520,NA,-6.03,NA
-6535,NA,-6.18,NA
-6550,NA,-6.2,NA
-6565,NA,-5.84,NA
-6580,NA,-5.77,NA
-6600,NA,-5.72,NA
-6620,NA,-5.74,NA
-6640,NA,-5.67,NA
-6670,NA,-6.23,NA
-6710,NA,-6.04,NA
-6760,NA,-6,NA
-6820,NA,-5.93,NA
-6900,NA,-5.67,NA
-7000,NA,-6.04,NA
-7140,NA,-5.92,NA
-7340,NA,-5.66,NA
-7590,NA,-6.08,NA
-7890,NA,-6.02,NA
-8240,NA,-5.98,NA
-8590,NA,-5.75,NA
-8990,NA,-5.47,NA
-9100,NA,-5.18,NA
-9200,NA,-4.48,NA
-9420,NA,-4.49,NA
-9940,NA,-4.27,NA
-10300,NA,-4.18,NA
-10650,NA,-4.07,NA
-11000,NA,-4.19,NA
-11360,NA,-4.4,NA
-11720,NA,-4.63,NA
-11800,NA,-5.7,NA
-12000,NA,-5.63,NA
-12230,NA,-6,NA
-12410,NA,-5.87,NA
-12700,NA,-5.61,NA
-12900,NA,-5.69,NA
-13100,NA,-5.13,NA
-13400,NA,-4.75,NA
-13710,NA,-4.49,NA
-13755,NA,-3.94,NA
-13795,NA,-5.07,NA
-13850,NA,-4.73,NA
-13910,NA,-4.29,NA
-13960,NA,-4.17,NA
-14020,NA,-4.49,NA
-14070,NA,-4.3,NA
-14130,NA,-3.8,NA
-14180,NA,-3.77,NA
-14240,NA,-3.78,NA
-14290,NA,-3.96,NA
-14350,NA,-3.97,NA
-14400,NA,-4.25,NA
-14420,NA,-4.06,NA
-14440,NA,-4.13,NA
-14460,NA,-3.76,NA
-14470,NA,-3.73,NA
-14490,NA,-3.83,NA
-14510,NA,-3.82,NA
-14530,NA,-3.79,NA
-14550,NA,-3.96,NA
-14570,NA,-4.12,NA
-14590,NA,-3.85,NA
-14610,NA,-3.79,NA
-14620,NA,-3.68,NA
-14640,NA,-3.72,NA
-14660,NA,-3.79,NA
-14680,NA,-3.59,NA
-14700,NA,-3.01,NA
-14720,NA,-3.43,NA
-14770,NA,-3.61,NA
-14780,NA,-3.72,NA
-14800,NA,-3.64,NA
-14820,NA,-3.51,NA
-14850,NA,-3.4,NA
-14870,NA,-3.26,NA
-14880,NA,-3.05,NA
-14920,NA,-3.31,NA
-14950,NA,-3.77,NA
-15000,NA,-3.47,NA
-15020,NA,-3.36,NA
-15100,NA,-3.4,NA
-15150,NA,-3.39,NA
-15200,NA,-3.38,NA
-15250,NA,-3.54,NA
-15300,NA,-3.52,NA
-15320,NA,-3.26,NA
-15340,NA,-3.26,NA
-15360,NA,-3.35,NA
-15380,NA,-3.13,NA
-15410,NA,-3.16,NA
-15490,NA,-3.48,NA
-15570,NA,-3.57,NA
-15640,NA,-3.46,NA
-15720,NA,-3.28,NA
-15800,NA,-3.43,NA
-15880,NA,-3.5,NA
-15960,NA,-3.61,NA
-16040,NA,-3.42,NA
-16120,NA,-3.24,NA
-16200,NA,-3.3,NA
-16280,NA,-3.31,NA
-16360,NA,-3.37,NA
-16440,NA,-3.01,NA
-16520,NA,-3.15,NA
-16600,NA,-10.17,NA
-16680,NA,-3.07,NA
-16760,NA,-2.9,NA
-16840,NA,-2.94,NA
-16920,NA,-2.42,NA
-17000,NA,-2.73,NA
-17150,NA,-2.82,NA
-17400,NA,-2.98,NA
-17800,NA,-3.17,NA
-18200,NA,-3.13,NA
-18600,NA,-3.27,NA
-18800,NA,-3.4,NA
-19000,NA,-3.43,NA
-19190,NA,-3.32,NA
-19310,NA,-3.42,NA
-19430,NA,-3.32,NA
-19540,NA,-3.13,NA
-19660,NA,-3.05,NA
-19780,NA,-3.11,NA
-19890,NA,-3.18,NA
-20010,NA,-3.12,NA
-20130,NA,-3.25,NA
-20220,NA,-2.82,NA
-20240,NA,-3.18,NA
-20380,NA,-2.88,NA
-20530,NA,-2.88,NA
-20690,NA,-2.93,NA
-20840,NA,-2.93,NA
-20990,NA,-3.48,NA
-21150,NA,-3.58,NA
-21300,NA,-3.55,NA
-21460,NA,-3.05,NA
-21610,NA,-3.17,NA
-21760,NA,-3.22,NA
-21920,NA,-3.12,NA
-22080,NA,-3.28,NA
-22160,NA,-3.22,NA
-22230,NA,-3.13,NA
-22310,NA,-2.88,NA
-22380,NA,-2.83,NA
-22460,NA,-3.16,NA
-22530,NA,-3.1,NA
-22610,NA,-2.91,NA
-22690,NA,-3.14,NA
-22760,NA,-3.09,NA
-22840,NA,-3.24,NA
-22910,NA,-3.35,NA
-22990,NA,-2.94,NA
-23060,NA,-2.91,NA
-23140,NA,-2.76,NA
-23840,NA,-2.8,NA
-24540,NA,-2.95,NA
-25240,NA,-2.96,NA
-25940,NA,-3.25,NA
-26640,NA,-2.84,NA
-27330,NA,-2.94,NA
-28030,NA,-3.07,NA
-28730,NA,-2.86,NA
-29430,NA,-2.88,NA
-30130,NA,-2.88,NA
-30270,NA,-3.08,NA
-30410,NA,-2.87,NA
-30600,NA,-2.72,NA
-30700,NA,-2.72,NA
-30840,NA,-3.42,NA
-30980,NA,-3.62,NA
-31130,NA,-2.99,NA
-31270,NA,-3.14,NA
-31410,NA,-3.23,NA
-31550,NA,-3.15,NA
-31700,NA,-3.09,NA
-31840,NA,-2.93,NA
-31980,NA,-2.88,NA
-32020,NA,-2.58,NA
-32050,NA,-2.61,NA
-32090,NA,-2.59,NA
-32130,NA,-2.71,NA
-32170,NA,-3.1,NA
-32200,NA,-2.87,NA
-32240,NA,-2.96,NA
-32280,NA,-3.04,NA
-32320,NA,-2.95,NA
-32350,NA,-2.74,NA
-32390,NA,-2.78,NA
-32430,NA,-2.75,NA
-32460,NA,-2.74,NA
-32500,NA,-2.7,NA
-32540,NA,-2.95,NA
-32580,NA,-2.5,NA
-32610,NA,-2.73,NA
-32650,NA,-3.01,NA
-32690,NA,-2.78,NA
-32730,NA,-2.86,NA
-32760,NA,-2.81,NA
-32800,NA,-2.72,NA
-32810,NA,-2.99,NA
-32820,NA,-2.79,NA
-32830,NA,-2.83,NA
-32830,NA,-2.54,NA
-32840,NA,-2.69,NA
-32855,NA,-2.68,NA
-32865,NA,-3.01,NA
-32870,NA,-2.98,NA
-32890,NA,-3.25,NA
-32900,NA,-3.2,NA
-32910,NA,-3.18,NA
-32920,NA,-3.72,NA
-32930,NA,-3.61,NA
-32940,NA,-3.26,NA
-32955,NA,-3.36,NA
-32965,NA,-3.3,NA
-32980,NA,-3.75,NA
-32990,NA,-3.13,NA
-33000,NA,-3.4,NA
-33010,NA,-3.43,NA
-33020,NA,-3.21,NA
-33030,NA,-3.14,NA
-33050,NA,-3.33,NA
-33060,NA,-3.49,NA
-33070,NA,-3.45,NA
-33085,NA,-3.3,NA
-33100,NA,-3.33,NA
-33120,NA,-3.33,NA
-33130,NA,-3.28,NA
-33150,NA,-3.32,NA
-33160,NA,-3.85,NA
-33180,NA,-3.69,NA
-33190,NA,-3.53,NA
-33210,NA,-3.44,NA
-33220,NA,-3.49,NA
-33240,NA,-3.46,NA
-33250,NA,-3.56,NA
-33270,NA,-3.39,NA
-33280,NA,-3.54,NA
-33300,NA,-3.5,NA
-33310,NA,-3.53,NA
-33330,NA,-3.48,NA
-33350,NA,-3.46,NA
-33360,NA,-3.53,NA
-33380,NA,-3.45,NA
-33390,NA,-3.43,NA
-33410,NA,-3.57,NA
-33420,NA,-3.33,NA
-33440,NA,-3.38,NA
-33450,NA,-3.55,NA
-33470,NA,-3.68,NA
-33480,NA,-3.8,NA
-33500,NA,-3.54,NA
-33500,NA,-4.44,NA
-33510,NA,-3.52,NA
-33530,NA,-3.47,NA
-33540,NA,-3.65,NA
-33560,NA,-3.49,NA
-33580,NA,-3.46,NA
-33590,NA,-3.36,NA
-33610,NA,-2.89,NA
-33620,NA,-2.36,NA
-33640,NA,-3.07,NA
-33650,NA,-3.03,NA
-33670,NA,-2.87,NA
-33680,NA,-2.88,NA
-33700,NA,-3.07,NA
-33710,NA,-3.04,NA
-33730,NA,-2.96,NA
-33740,NA,-3.02,NA
-33760,NA,-2.99,NA
-33770,NA,-3.01,NA
-33790,NA,-3.02,NA
-33910,NA,-3.68,NA
-34270,NA,-3.27,NA
-35400,NA,-3.61,NA
-36210,NA,-3.54,NA
-37180,NA,-3.07,NA
-37420,NA,-3.46,NA
-37670,NA,-3.24,NA
-37910,NA,-3.21,NA
-38150,NA,-3.46,NA
-38400,NA,-3.7,NA
-38640,NA,-3.69,NA
-38890,NA,-3.69,NA
-39130,NA,-3.79,NA
-39370,NA,-3.71,NA
-39620,NA,-3.52,NA
-39860,NA,-3.52,NA
-40100,NA,-3.44,NA
-40350,NA,-3.59,NA
-40590,NA,-3.74,NA
-40830,NA,-3.9,NA
-41080,NA,-3.68,NA
-41320,NA,-3.48,NA
-41560,NA,-3.41,NA
-41810,NA,-3.25,NA
-42050,NA,-3.36,NA
-42300,NA,-3.46,NA
-42540,NA,-3.48,NA
-42780,NA,-3.53,NA
-43030,NA,-3.27,NA
-43270,NA,-3.08,NA
-43510,NA,-3.09,NA
-43700,NA,-2.64,NA
-43760,NA,-2.81,NA
-43790,NA,-2.81,NA
-43880,NA,-2.83,NA
-43960,NA,-2.81,NA
-44000,NA,-2.88,NA
-44050,NA,-2.93,NA
-44090,NA,-3.38,NA
-44140,NA,-3.03,NA
-44230,NA,-2.97,NA
-44310,NA,-2.95,NA
-44400,NA,-2.48,NA
-44460,NA,-2.54,NA
-44510,NA,-2.71,NA
-44570,NA,-2.69,NA
-44630,NA,-2.78,NA
-44690,NA,-3.28,NA
-44740,NA,-3.47,NA
-44800,NA,-3.4,NA
-44860,NA,-3.34,NA
-44910,NA,-3.67,NA
-44970,NA,-3.59,NA
-45030,NA,-3.58,NA
-45090,NA,-3.51,NA
-45150,NA,-3.32,NA
-45210,NA,-3.22,NA
-45270,NA,-3.29,NA
-45330,NA,-3.24,NA
-45390,NA,-3.37,NA
-45440,NA,-3.34,NA
-45500,NA,-3.36,NA
-45900,NA,-3.46,NA
-46300,NA,-3.43,NA
-46300,NA,-3.48,NA
-46350,NA,-3.46,NA
-46380,NA,-3.63,NA
-46400,NA,-3.59,NA
-46450,NA,-3.67,NA
-46480,NA,-3.45,NA
-46500,NA,-3.67,NA
-46540,NA,-3.75,NA
-46690,NA,-3.74,NA
-46840,NA,-3.68,NA
-46890,NA,-3.59,NA
-47150,NA,-3.5,NA
-47210,NA,-3.57,NA
-47260,NA,-4.09,NA
-47320,NA,-3.73,NA
-47370,NA,-3.73,NA
-47430,NA,-4.13,NA
-47480,NA,-4.07,NA
-47540,NA,-9.58,NA
-47590,NA,-4.17,NA
-47640,NA,-3.98,NA
-47700,NA,-3.47,NA
-47750,NA,-3.52,NA
-47810,NA,-3.56,NA
-47860,NA,NA,NA
-47920,NA,-3.68,NA
-47970,NA,-3.24,NA
-48030,NA,-3.42,NA
-48080,NA,-3.02,NA
-48140,NA,-3.66,NA
-48190,NA,-3.34,NA
-48250,NA,-3.43,NA
-48300,NA,-3.34,NA
-48360,NA,-3.35,NA
-48410,NA,-3.71,NA
-48460,NA,-3.7,NA
-48520,NA,-3.81,NA
-48570,NA,-3.94,NA
-48630,NA,-3.55,NA
-48680,NA,-3.36,NA
-48740,NA,-3.84,NA
-48790,NA,-3.73,NA
-48850,NA,-3.92,NA
-48900,NA,-3.45,NA
-48960,NA,-3.74,NA
-49000,NA,-3.71,NA
-49070,NA,-3.77,NA
-49120,NA,-4.03,NA
-49170,NA,-3.94,NA
-49230,NA,-4.05,NA
-49280,NA,-3.54,NA
-49340,NA,-3.79,NA
-49390,NA,-3.98,NA
-49450,NA,-3.59,NA
-49500,NA,-3.84,NA
-49560,NA,-3.72,NA
-49610,NA,-3.57,NA
-49670,NA,-3.72,NA
-49720,NA,-3.63,NA
-49770,NA,-3.59,NA
-49830,NA,-4.06,NA
-49880,NA,-4.04,NA
-49940,NA,-3.88,NA
-49990,NA,-4,NA
-50050,NA,-4.17,NA
-50100,NA,-4.03,NA
-50160,NA,-4.28,NA
-50210,NA,NA,NA
-50270,NA,-4.05,NA
-50300,NA,-3.83,NA
-50370,NA,-3.71,NA
-50430,NA,-4.29,NA
-50480,NA,-4,NA
-50540,NA,-4.11,NA
-50590,NA,-4.14,NA
-50650,NA,-4.28,NA
-50700,NA,-4.13,NA
-50760,NA,-4.8,NA
-50810,NA,-4.4,NA
-50870,NA,-4.48,NA
-50920,NA,-4.92,NA
-50980,NA,-4.27,NA
-51030,NA,-3.95,NA
-51090,NA,-4.43,NA
-51140,NA,-4.16,NA
-51190,NA,-4.04,NA
-51250,NA,-4.2,NA
-51300,NA,-4.21,NA
-51360,NA,-4.09,NA
-51410,NA,-4.39,NA
-51470,NA,-4.55,NA
-51520,NA,-5.11,NA
-51580,NA,-4.3,NA
-51630,NA,-4.47,NA
-51690,NA,-4.29,NA
-51740,NA,-4.18,NA
-51800,NA,-4.27,NA
-51850,NA,-4.66,NA
-51900,NA,-3.98,NA
-51960,NA,-4,NA
-52010,NA,-4.08,NA
-52070,NA,-3.68,NA
-52120,NA,-3.51,NA
-52180,NA,-5.27,NA
-52230,NA,-4.18,NA
-52290,NA,-4.25,NA
-52340,NA,-4.31,NA
-52400,NA,-4.86,NA
-52425,NA,-3.53,NA
-52450,NA,-3.28,NA
-52500,NA,-3.18,NA
-52560,NA,-3.16,NA
-52610,NA,-3.21,NA
-52670,NA,-3.23,NA
-52720,NA,-3.68,NA
-52780,NA,-3.29,NA
-52890,NA,-3.58,NA
-52940,NA,-3.18,NA
-52970,NA,-3.75,NA
-53000,NA,-3.7,NA
-53025,NA,-3.46,NA
-53050,NA,-3.24,NA
-53075,NA,-3.29,NA
-53100,NA,-3.3,NA
-53130,NA,-3.41,NA
-53160,NA,-3.22,NA
-53185,NA,-3.59,NA
-53240,NA,-3.91,NA
-53270,NA,-3.56,NA
-53295,NA,-3.58,NA
-53320,NA,-3.91,NA
-53350,NA,-3.55,NA
-53380,NA,-3.85,NA
-53405,NA,-3.6,NA
-53430,NA,-3.56,NA
-53460,NA,-3.46,NA
-53490,NA,-3.68,NA
-53540,NA,-3.8,NA
-53600,NA,-3.55,NA
-53650,NA,-3.6,NA
-53710,NA,-3.58,NA
-53760,NA,-3.54,NA
-53820,NA,-3.34,NA
-53870,NA,-3.23,NA
-53890,NA,-4.36,NA
-53915,NA,-3.7,NA
-53940,NA,-3.84,NA
-53960,NA,-3.59,NA
-53983,NA,-3.72,NA
-54000,NA,-3.76,NA
-54028,NA,-3.77,NA
-54050,NA,-3.71,NA
-54070,NA,-3.59,NA
-54095,NA,-4.41,NA
-54120,NA,-4.27,NA
-54140,NA,-4.17,NA
-54164,NA,-4.18,NA
-54187,NA,-3.88,NA
-54210,NA,-4,NA
-54230,NA,-3.95,NA
-54255,NA,-3.62,NA
-54278,NA,-3.58,NA
-54300,NA,-4.06,NA
-54323,NA,-3.61,NA
-54345,NA,-3.81,NA
-54368,NA,-3.57,NA
-54390,NA,-3.86,NA
-54410,NA,-3.55,NA
-54436,NA,-3.79,NA
-54459,NA,-3.69,NA
-54480,NA,-4.11,NA
-54504,NA,-3.99,NA
-54527,NA,-4.21,NA
-54550,NA,-4.08,NA
-54572,NA,-3.33,NA
-54594,NA,-3.28,NA
-54617,NA,-3.56,NA
-54640,NA,-3.58,NA
-54662,NA,NA,NA
-54685,NA,-3.47,NA
-54708,NA,-3.2,NA
-54730,NA,-3.48,NA
-54753,NA,-3.36,NA
-54776,NA,-3.6,NA
-54798,NA,-3.35,NA
-54821,NA,-3.41,NA
-54843,NA,-3.38,NA
-54866,NA,-3.22,NA
-54889,NA,-3.45,NA
-54911,NA,-3.42,NA
-54934,NA,-3.39,NA
-54957,NA,-3.57,NA
-54979,NA,-3.22,NA
-55000,NA,-3.2,NA
-55025,NA,-3.39,NA
-55047,NA,-3.74,NA
-55070,NA,-3.49,NA
-55093,NA,-3.6,NA
-55115,NA,-3.79,NA
-55138,NA,-3.57,NA
-55160,NA,-3.63,NA
-55183,NA,-3.62,NA
-55206,NA,-3.16,NA
-55228,NA,-3.47,NA
-55251,NA,-3.71,NA
-55274,NA,-3.88,NA
-55296,NA,-4.04,NA
-55319,NA,-3.93,NA
-55342,NA,-3.86,NA
-55364,NA,NA,NA
-55387,NA,-4.26,NA
-55409,NA,-4.52,NA
-55432,NA,-3.83,NA
-55455,NA,-4.54,NA
-55460,NA,-3.95,NA
-55477,NA,-3.8,NA
-55500,NA,-3.84,NA
-55520,NA,-4.09,NA
-55580,NA,-3.93,NA
-55630,NA,-3.84,NA
-55700,NA,-3.59,NA
-55750,NA,-3.56,NA
-55810,NA,-3.61,NA
-55870,NA,-3.75,NA
-55930,NA,-4.13,NA
-55990,NA,-4.05,NA
-56040,NA,-4.1,NA
-56100,NA,-3.94,NA
-56160,NA,-3.92,NA
-56220,NA,-4.15,NA
-56280,NA,-4.23,NA
-56340,NA,-4.21,NA
-56390,NA,-4.34,NA
-56450,NA,-4.13,NA
-56510,NA,-3.98,NA
-56570,NA,-3.85,NA
-56630,NA,NA,NA
-56690,NA,-3.95,NA
-56750,NA,-3.68,NA
-56800,NA,-3.64,NA
-56860,NA,-3.71,NA
-56920,NA,-3.77,NA
-56980,NA,-3.89,NA
-57040,NA,-3.89,NA
-57100,NA,-3.82,NA
-57160,NA,-4.13,NA
-57210,NA,-4.03,NA
-57270,NA,-3.65,NA
-57330,NA,-3.54,NA
-57390,NA,-3.67,NA
-57450,NA,-3.53,NA
-57510,NA,-3.6,NA
-57560,NA,-3.62,NA
-57620,NA,-3.66,NA
-57680,NA,-3.79,NA
-57740,NA,-3.97,NA
-57800,NA,-4.07,NA
-57860,NA,-4.19,NA
-57920,NA,-4.15,NA
-57970,NA,-3.9,NA
-58030,NA,-3.85,NA
-58090,NA,-4.01,NA
-58150,NA,-3.98,NA
-58210,NA,-4.12,NA
-58270,NA,-4.22,NA
-58330,NA,-3.87,NA
-58380,NA,-3.46,NA
-58440,NA,-3.42,NA
-58500,NA,-3.52,NA
-58560,NA,-3.41,NA
-58620,NA,-3.41,NA
-58670,NA,-3.78,NA
-58680,NA,-3.6,NA
-58740,NA,-3.66,NA
-58800,NA,-3.77,NA
-59000,NA,-3.74,NA
-59320,NA,-3.8,NA
-59640,NA,-4.01,NA
-59960,NA,-3.89,NA
-60050,NA,-3.47,NA
-60280,NA,-3.56,NA
-60600,NA,-3.79,NA
-60920,NA,-3.51,NA
-61240,NA,-3.75,NA
-61560,NA,-3.56,NA
-61880,NA,-3.38,NA
-62200,NA,-3.52,NA
-62520,NA,-3.95,NA
-62700,NA,-3.24,NA
-62840,NA,-4.12,NA
-63300,NA,-3.24,NA
-63500,NA,-3.12,NA
-63900,NA,-3.19,NA
-64200,NA,-3.11,NA
-64500,NA,-2.97,NA
-64800,NA,-3.43,NA
-65100,NA,-3.17,NA
-65300,NA,-3.43,NA
-65600,NA,-3.41,NA
-65900,NA,-3.48,NA
-66200,NA,-3.45,NA
-66500,NA,-3.38,NA
-66800,NA,-3.46,NA
-67100,NA,-3.32,NA
-67400,NA,-3.45,NA
-67700,NA,-3.35,NA
-68000,NA,-3.39,NA
-68100,NA,-3.23,NA
-68200,NA,-3.68,NA
-68300,NA,-3.75,NA
-68400,NA,-3.86,NA
-68550,NA,-4.19,NA
-68700,NA,-4.12,NA
-68800,NA,-3.81,NA
-68900,NA,-3.78,NA
-69000,NA,-3.8,NA
-69100,NA,-3.56,NA
-69200,NA,-3.77,NA
-69300,NA,-4.25,NA
-69400,NA,-4.17,NA
-69500,NA,-3.98,NA
-69610,NA,-3.63,NA
-69640,NA,-3.23,NA
-69675,NA,-3.4,NA
-69710,NA,-3.51,NA
-69740,NA,-3.54,NA
-69775,NA,-3.65,NA
-69810,NA,-3.66,NA
-69840,NA,-3.67,NA
-69870,NA,-3.91,NA
-69910,NA,-3.82,NA
-69940,NA,-3.7,NA
-69970,NA,-3.91,NA
-70010,NA,-3.89,NA
-70040,NA,-4.28,NA
-70070,NA,-4.21,NA
-70105,NA,-4.44,NA
-70140,NA,-4.27,NA
-70170,NA,-4.31,NA
-70200,NA,-4.38,NA
-70237,NA,-4.45,NA
-70270,NA,-4.38,NA
-70300,NA,-4.6,NA
-70335,NA,-4.41,NA
-70370,NA,-4.38,NA
-70400,NA,-4.47,NA
-70435,NA,-4.27,NA
-70470,NA,NA,NA
-70500,NA,NA,NA
-70530,NA,NA,NA
-70560,NA,-4.7,NA
-70600,NA,-4.82,NA
-70630,NA,-4.52,NA
-70670,NA,-3.8,NA
-70700,NA,-4.2,NA
-70730,NA,-3.84,NA
-70765,NA,-3.8,NA
-70800,NA,-3.66,NA
-70830,NA,-3.64,NA
-70860,NA,-3.57,NA
-70897,NA,-3.49,NA
-70930,NA,-3.72,NA
-70960,NA,-3.82,NA
-70995,NA,-4.06,NA
-71030,NA,-3.76,NA
-71060,NA,-3.68,NA
-71095,NA,-3.59,NA
-71130,NA,-3.77,NA
-71160,NA,-3.86,NA
-71195,NA,-3.92,NA
-71230,NA,-4.03,NA
-71260,NA,-4.03,NA
-71290,NA,-4.04,NA
-71325,NA,-3.96,NA
-71360,NA,-3.99,NA
-71390,NA,-3.92,NA
-71425,NA,-4,NA
-71460,NA,-4.12,NA
-71490,NA,-3.74,NA
-71520,NA,-3.96,NA
-71555,NA,-4.09,NA
-71590,NA,-3.99,NA
-71620,NA,-4.22,NA
-71655,NA,-4.12,NA
-71690,NA,-4.2,NA
-71720,NA,-4.09,NA
-71755,NA,-3.92,NA
-71790,NA,-3.91,NA
-71820,NA,-4.09,NA
-71850,NA,-3.88,NA
-71890,NA,-3.97,NA
-71920,NA,-3.91,NA
-71950,NA,-3.85,NA
-71985,NA,-3.81,NA
-72020,NA,-3.83,NA
-72050,NA,-3.91,NA
-72085,NA,-3.82,NA
-72120,NA,-3.8,NA
-72150,NA,-3.85,NA
-72180,NA,-3.77,NA
-72220,NA,-3.83,NA
-72250,NA,-3.8,NA
-72280,NA,-3.76,NA
-72320,NA,-3.77,NA
-72350,NA,-3.77,NA
-72380,NA,-3.97,NA
-72425,NA,-3.99,NA
-72450,NA,-3.9,NA
-72480,NA,-4.22,NA
-72510,NA,-4.14,NA
-72545,NA,-4.3,NA
-72580,NA,-4.44,NA
-72610,NA,-4.38,NA
-72645,NA,-4.44,NA
-72680,NA,-4.33,NA
-72710,NA,-4.22,NA
-72745,NA,-4.09,NA
-72900,NA,-4.68,NA
-73000,NA,-4.66,NA
-73300,NA,-4.76,NA
-73600,NA,-4.65,NA
-73800,NA,-4.65,NA
-74100,NA,-4.52,NA
-74400,NA,-4.63,NA
-74700,NA,-4.52,NA
-74900,NA,-4.37,NA
-75200,NA,-4.24,NA
-75500,NA,-4.43,NA
-75800,NA,-4.63,NA
