year (AD) [1-1],d18O (permil) [1-1],year (AD) [2-1],d18O (permil) [2-1]
1959.792,-4.889,1959.792,-4.935
1959.542,-4.942,1959.542,-4.822
1959.292,-4.895,1959.292,-5.063
1959.042,-4.995,1959.042,-4.863
1958.792,-4.924,1958.792,-4.946
1958.542,-4.962,1958.542,-4.947
1958.292,-5,1958.292,-4.95
1958.042,-4.912,1958.042,-4.685
1957.792,-4.774,1957.792,-4.594
1957.542,-4.87,1957.542,-4.599
1957.292,-5.104,1957.292,-4.709
1957.042,-5.01,1957.042,-4.818
1956.792,-4.996,1956.792,-4.836
1956.542,-5.031,1956.542,-4.804
1956.292,-5.112,1956.292,-4.846
1956.042,-4.962,1956.042,-4.737
1955.792,-5.003,1955.792,-4.653
1955.542,-4.886,1955.542,-4.686
1955.292,-5.095,1955.292,-4.882
1955.042,-5.409,1955.042,-4.8
1954.792,-4.992,1954.792,-4.84
1954.542,-4.859,1954.542,-4.84
1954.292,-5.151,1954.292,-4.969
1954.042,-5.087,1954.042,-5.054
1953.792,-5.031,1953.792,-4.841
1953.542,-5.02,1953.542,-4.763
1953.292,-5.355,1953.292,-5.169
1953.042,-5.148,1953.042,-5.02
1952.792,-5.13,1952.792,-4.948
1952.542,-5.106,1952.542,-4.917
1952.292,-5.228,1952.292,-5.007
1952.042,-5.05,1952.042,-4.815
1951.792,-4.868,1951.792,-4.702
1951.542,-4.854,1951.542,-4.727
1951.292,-4.937,1951.292,-4.757
1951.042,-4.903,1951.042,-4.642
1950.792,-4.902,1950.792,-4.672
1950.542,-4.821,1950.542,-4.762
1950.292,-4.963,1950.292,-4.863
1950.042,-4.792,1950.042,-4.796
1949.792,-4.886,1949.792,-5.028
1949.542,-4.891,1949.542,-4.997
1949.292,-5.146,1949.292,-4.981
1949.042,-4.912,1949.042,-4.845
1948.792,-4.856,1948.792,-4.926
1948.542,-4.771,1948.542,-4.794
1948.292,-4.964,1948.292,-4.877
1948.042,-4.866,1948.042,-4.878
1947.792,-4.909,1947.792,-4.833
1947.542,-5.07,1947.542,-4.74
1947.292,-5.459,1947.292,-5.096
1947.042,-5.246,1947.042,-5.047
1946.792,-4.871,1946.792,-4.95
1946.542,-4.847,1946.542,-4.904
1946.292,-5.086,1946.292,-5.147
1946.042,-4.91,1946.042,-5.059
1945.792,-4.912,1945.792,-5.021
1945.542,-4.991,1945.542,-5.035
1945.292,-5.203,1945.292,-5.298
1945.042,-5.149,1945.042,-5.135
1944.792,-4.957,1944.792,-5.061
1944.542,-4.979,1944.542,-5.32
1944.292,-5.232,1944.292,-5.24
1944.042,-5.087,1944.042,-5.145
1943.792,-5.072,1943.792,-5.317
1943.542,-5.013,1943.542,-5.231
1943.292,-5.329,1943.292,-5.45
1943.042,-5.239,1943.042,-5.398
1942.792,-5.016,1942.792,-5.056
1942.542,-5.016,1942.542,-4.921
1942.292,-5.079,1942.292,-5.018
1942.042,-4.87,1942.042,-4.786
1941.792,-4.786,1941.792,-4.58
1941.542,-4.385,1941.542,-4.538
1941.292,-4.525,1941.292,-4.777
1941.042,-4.707,1941.042,-4.742
1940.792,-4.607,1940.792,-4.72
1940.542,-4.403,1940.542,-4.761
1940.292,-4.607,1940.292,-5.015
1940.042,-4.773,1940.042,-4.922
1939.792,-4.846,1939.792,-4.94
1939.542,-4.832,1939.542,-4.909
1939.292,-4.925,1939.292,-5.007
1939.042,-4.677,1939.042,-4.75
1938.792,-4.487,1938.792,-4.962
1938.542,-4.495,1938.542,-4.892
1938.292,-4.597,1938.292,-4.967
1938.042,-4.594,1938.042,-4.83
1937.792,-4.629,1937.792,-4.848
1937.542,-4.582,1937.542,-4.817
1937.292,-4.832,1937.292,-5.091
1937.042,-4.836,1937.042,-4.865
1936.792,-4.687,1936.792,-4.98
1936.542,-4.644,1936.542,-4.956
1936.292,-4.967,1936.292,-5.125
1936.042,-4.739,1936.042,-4.843
1935.792,-4.803,1935.792,-4.906
1935.542,-4.786,1935.542,-4.89
1935.292,-5.133,1935.292,-5.132
1935.042,-4.839,1935.042,-4.941
1934.792,-4.899,1934.792,-4.845
1934.542,-4.813,1934.542,-4.858
1934.292,-4.973,1934.292,-5.012
1934.042,-4.913,1934.042,-5.235
1933.792,-5.002,1933.792,-5.029
1933.542,-4.904,1933.542,-4.969
1933.292,-5.114,1933.292,-5.117
1933.042,-4.917,1933.042,-5.097
1932.792,-4.886,1932.792,-4.973
1932.542,-4.72,1932.542,-4.952
1932.292,-4.926,1932.292,-5.093
1932.042,-4.874,1932.042,-4.973
1931.792,-4.677,1931.792,-4.902
1931.542,-4.601,1931.542,-4.87
1931.292,-4.924,1931.292,-5.002
1931.042,-5.175,1931.042,-4.966
1930.792,-4.906,1930.792,-4.849
1930.542,-4.725,1930.542,-4.822
1930.292,-5.135,1930.292,-5.144
1930.042,-4.907,1930.042,-4.993
1929.792,-4.829,1929.792,-4.916
1929.542,-4.79,1929.542,-4.897
1929.292,-5.185,1929.292,-5.174
1929.042,-5.123,1929.042,-5.049
1928.792,-4.988,1928.792,-4.913
1928.542,-5.104,1928.542,-4.894
1928.292,-5.33,1928.292,-5.288
1928.042,-5.185,1928.042,-4.983
1927.792,-5.158,1927.792,-4.989
1927.542,-5.06,1927.542,-4.965
1927.292,-5.282,1927.292,-5.18
1927.042,-5.163,1927.042,-5.103
1926.792,-5.06,1926.792,-5.108
1926.542,-4.911,1926.542,-4.941
1926.292,-5.03,1926.292,-4.987
1926.042,-5.049,1926.042,-4.736
1925.792,-4.688,1925.792,-4.714
1925.542,-4.775,1925.542,-4.683
1925.292,-5.055,1925.292,-4.827
1925.042,-4.936,1925.042,-4.812
1924.792,-4.807,1924.792,-4.848
1924.542,-4.774,1924.542,-4.882
1924.292,-5.162,1924.292,-5.101
1924.042,-5.014,1924.042,-4.847
1923.792,-4.975,1923.792,-4.894
1923.542,-4.65,1923.542,-4.847
1923.292,-4.919,1923.292,-5.194
1923.042,-5.268,1923.042,-4.977
1922.792,-4.892,1922.792,-4.97
1922.542,-4.984,1922.542,-4.961
1922.292,-5.139,1922.292,-5.154
1922.042,-5.146,1922.042,-4.964
1921.792,-4.998,1921.792,-4.871
1921.542,-4.875,1921.542,-4.722
1921.292,-5.035,1921.292,-4.937
1921.042,-5.149,1921.042,-4.924
1920.792,-5.123,1920.792,-4.931
1920.542,-4.942,1920.542,-5.024
1920.292,-5.108,1920.292,-4.932
1920.042,-5.254,1920.042,-5.103
1919.792,-4.856,1919.792,-4.718
1919.542,-4.766,1919.542,-4.722
1919.292,-5.051,1919.292,-4.967
1919.042,-5.097,1919.042,-4.818
1918.792,-4.715,1918.792,-4.634
1918.542,-4.613,1918.542,-4.59
1918.292,-4.786,1918.292,-4.821
1918.042,-5.022,1918.042,-4.793
1917.792,-4.986,1917.792,-4.719
1917.542,-4.899,1917.542,-4.709
1917.292,-4.96,1917.292,-4.866
1917.042,-4.779,1917.042,-5.01
1916.792,-4.897,1916.792,-4.812
1916.542,-5.019,1916.542,-4.852
1916.292,-5.453,1916.292,-4.976
1916.042,-5.06,1916.042,-4.986
1915.792,-4.788,1915.792,-4.81
1915.542,-4.659,1915.542,-4.71
1915.292,-4.767,1915.292,-4.695
1915.042,-4.79,1915.042,-4.597
1914.792,-4.378,1914.792,-4.518
1914.542,-4.344,1914.542,-4.548
1914.292,-4.727,1914.292,-4.778
1914.042,-4.903,1914.042,-4.688
1913.792,-4.875,1913.792,-4.78
1913.542,-4.756,1913.542,-4.908
1913.292,-4.988,1913.292,-5.104
1913.042,-5.185,1913.042,-5.005
1912.792,-4.943,1912.792,-4.744
1912.542,-4.816,1912.542,-4.718
1912.292,-4.839,1912.292,-4.693
1912.042,-4.795,1912.042,-4.578
1911.792,-4.747,1911.792,-4.622
1911.542,-4.636,1911.542,-4.574
1911.292,-4.753,1911.292,-4.635
1911.042,-4.796,1911.042,-4.548
1910.792,-4.716,1910.792,-4.668
1910.542,-4.636,1910.542,-4.69
1910.292,-4.775,1910.292,-4.946
1910.042,-4.845,1910.042,-4.933
1909.792,-4.809,1909.792,-4.861
1909.542,-4.832,1909.542,-4.735
1909.292,-5.013,1909.292,-4.744
1909.042,-5.084,1909.042,-4.607
1908.792,-4.909,1908.792,-4.765
1908.542,-4.94,1908.542,-4.795
1908.292,-5.031,1908.292,-5.147
1908.042,-4.735,1908.042,-4.925
1907.792,-4.625,1907.792,-4.871
1907.542,-4.703,1907.542,-4.852
1907.292,-4.933,1907.292,-4.816
1907.042,-4.787,1907.042,-4.913
1906.792,-4.808,1906.792,-4.875
1906.542,-4.824,1906.542,-4.676
1906.292,-5.266,1906.292,-4.743
1906.042,-4.987,1906.042,-4.571
1905.792,-4.634,1905.792,-4.533
1905.542,-4.786,1905.542,-4.691
1905.292,-5.08,1905.292,-4.655
1905.042,-4.978,1905.042,-4.645
1904.792,-4.988,1904.792,-4.648
1904.542,-4.774,1904.542,-4.652
1904.292,-5.006,1904.292,-4.698
1904.042,-5.014,1904.042,-4.707
1903.792,-4.866,1903.792,-4.78
1903.542,-4.767,1903.542,-4.754
1903.292,-4.722,1903.292,-4.856
1903.042,-4.546,1903.042,-4.678
1902.792,-4.359,1902.792,-4.422
1902.542,-4.582,1902.542,-4.385
1902.292,-5.062,1902.292,-4.732
1902.042,-5.27,1902.042,-4.779
1901.792,-5.077,1901.792,-4.941
1901.542,-5.174,1901.542,-4.865
1901.292,-5.2,1901.292,-5.086
1901.042,-4.911,1901.042,-4.858
1900.792,-4.96,1900.792,-5.091
1900.542,-4.89,1900.542,-4.899
1900.292,-5.115,1900.292,-4.854
1900.042,-4.926,1900.042,-4.782
1899.792,-4.839,1899.792,-4.726
1899.542,-4.866,1899.542,-4.778
1899.292,-5.211,1899.292,-4.902
1899.042,-5.128,1899.042,-5.013
1898.792,-5.037,1898.792,-4.941
1898.542,-4.995,1898.542,-4.874
1898.292,-5.131,1898.292,-4.999
1898.042,-5.041,1898.042,-4.929
1897.792,-4.969,1897.792,-4.876
1897.542,-4.949,1897.542,-4.893
1897.292,-5.052,1897.292,-4.967
1897.042,-4.941,1897.042,-4.852
1896.792,-4.671,1896.792,-4.729
1896.542,-4.616,1896.542,-4.691
1896.292,-5.11,1896.292,-4.932
1896.042,-5.048,1896.042,-4.761
1895.792,-4.751,1895.792,-4.659
1895.542,-4.634,1895.542,-4.791
1895.292,-5.052,1895.292,-4.963
1895.042,-4.846,1895.042,-4.748
1894.792,-4.742,1894.792,-4.799
1894.542,-4.741,1894.542,-4.855
1894.292,-4.903,1894.292,-4.808
1894.042,-4.947,1894.042,-4.683
1893.792,-4.848,1893.792,-4.862
1893.542,-4.877,1893.542,-4.891
1893.292,-4.886,1893.292,-4.991
1893.042,-4.878,1893.042,-4.759
1892.792,-4.956,1892.792,-4.693
1892.542,-4.681,1892.542,-4.731
1892.292,-4.941,1892.292,-4.907
1892.042,-4.83,1892.042,-4.73
1891.792,-5.185,1891.792,-4.857
1891.542,-5.012,1891.542,-4.765
1891.292,-4.967,1891.292,-4.564
1891.042,-4.924,1891.042,-4.519
1890.792,-4.77,1890.792,-4.714
1890.542,-4.612,1890.542,-4.804
1890.292,-4.957,1890.292,-4.857
1890.042,-5.018,1890.042,-4.865
1889.792,-4.97,1889.792,-4.827
1889.542,-4.792,1889.542,-4.718
1889.292,-4.788,1889.292,-4.741
1889.042,-4.696,1889.042,-4.512
1888.792,-4.525,1888.792,-4.437
1888.542,-4.527,1888.542,-4.448
1888.292,-4.721,1888.292,-4.675
1888.042,-4.691,1888.042,-4.607
1887.792,-4.853,1887.792,-4.648
1887.542,-4.788,1887.542,-4.667
1887.292,-4.931,1887.292,-4.801
1887.042,-4.912,1887.042,-4.733
1886.792,-4.954,1886.792,-4.894
1886.542,-5.027,1886.542,-4.771
1886.292,-4.937,1886.292,-4.834
1886.042,-4.718,1886.042,-4.709
1885.792,-4.512,1885.792,-4.464
1885.542,-4.494,1885.542,-4.132
1885.292,-4.675,1885.292,-4.417
1885.042,-4.651,1885.042,-4.618
1884.792,-4.666,1884.792,-4.457
1884.542,-4.64,1884.542,-4.237
1884.292,-4.849,NA,NA
1884.042,-4.888,NA,NA
1883.792,-4.833,NA,NA
1883.542,-4.803,NA,NA
1883.292,-4.863,NA,NA
1883.042,-4.915,NA,NA
1882.792,-4.733,NA,NA
1882.542,-4.792,NA,NA
1882.292,-4.872,NA,NA
1882.042,-5.023,NA,NA
1881.792,-4.923,NA,NA
1881.542,-4.792,NA,NA
1881.292,-4.906,NA,NA
1881.042,-4.94,NA,NA
1880.792,-4.801,NA,NA
