year (AD),dD (permil)
1989.343,-262.24
1989.312,-261.93
1989.281,-260.92
1989.25,-248.43
1989.219,-237.42
1989.188,-228.71
1989.157,-218.84
1989.126,-207.84
1989.095,-197.64
1989.065,-187.23
1989.034,-179.08
1989.003,-173.51
1988.95,-169.82
1988.894,-170.41
1988.839,-172.78
1988.784,-177.52
1988.729,-184.04
1988.673,-191.24
1988.618,-198.63
1988.563,-204.48
1988.508,-207.78
1988.453,-210.8
1988.397,-211.72
1988.342,-211.41
1988.181,-207.06
1988.1,-207.67
1988.019,-207.52
1987.946,-208.09
1987.876,-211.33
1987.805,-215.94
1987.734,-222.1
1987.664,-228.79
1987.593,-233.9
1987.522,-238.57
1987.452,-242.06
1987.381,-243.08
1987.311,-242.48
1987.24,-240.99
1987.169,-238.88
1987.099,-238.15
1987.028,-220.47
1986.97,-220.61
1986.921,-225.94
1986.872,-230.65
1986.823,-233.06
1986.774,-233.72
1986.725,-232.54
1986.676,-229.6
1986.626,-226.03
1986.577,-224.69
1986.528,-224.3
1986.479,-224.02
1986.43,-223.61
1986.381,-223.57
1986.332,-223.26
1986.283,-221.86
1986.233,-218.84
1986.184,-213.82
1986.135,-207.46
1986.086,-199.9
1986.037,-196.02
1985.983,-195.51
1985.926,-194.43
1985.868,-196.31
1985.811,-197.97
1985.753,-202.08
1985.695,-204.59
1985.638,-206.85
1985.58,-210.27
1985.523,-214.18
1985.465,-219.25
1985.407,-222.97
1985.35,-225.82
1985.292,-226.61
1985.235,-227
1985.177,-225.37
1985.119,-222.11
1985.062,-218.48
1985.004,-216.4
1984.939,-215.3
1984.874,-215.06
1984.809,-215.61
1984.744,-217.59
1984.678,-219.53
1984.613,-219.55
1984.548,-218.68
1984.482,-216.61
1984.417,-212.85
1984.352,-206.97
1984.286,-200.68
1984.221,-194.25
1984.156,-190.03
1984.091,-187.62
1984.025,-185.22
1983.976,-184.91
1983.937,-186.6
1983.898,-188.96
1983.858,-193.37
1983.819,-197.27
1983.78,-200.91
1983.741,-205.65
1983.702,-212.07
1983.663,-218.12
1983.623,-223.93
1983.584,-226.2
1983.545,-224.47
1983.506,-225.66
1983.47,-227.06
1983.434,-233.39
1983.398,-231.92
1983.362,-228.15
1983.326,-219.76
1983.29,-216.21
1983.254,-214.89
1983.218,-213.53
1983.182,-213.13
1983.146,-210.78
1983.11,-211.07
1983.074,-210.13
1983.038,-209.3
1983.002,-207.74
1982.958,-208.08
1982.913,-208.64
1982.868,-209.56
1982.823,-211.01
1982.778,-212.39
1982.733,-213.81
1982.688,-217.07
1982.643,-218.98
1982.598,-221.15
1982.553,-221.56
1982.508,-221.66
1982.463,-220.29
1982.418,-218.47
1982.373,-214.97
1982.328,-208.72
1982.283,-208.15
1982.238,-202.02
1982.193,-194.27
1982.148,-189.36
1982.103,-184.5
1982.058,-180.47
1982.013,-177.87
1981.967,-174.88
1981.92,-174.31
1981.874,-175.09
1981.827,-175.83
1981.78,-178.32
1981.733,-181.47
1981.686,-185.73
1981.64,-190.01
1981.593,-193.03
1981.546,-195.62
1981.499,-197.96
1981.452,-197.63
1981.406,-196.65
1981.262,-187.6
1981.215,-188.6
1981.167,-186.2
1981.119,-183.9
1981.071,-181.7
1981.023,-180.8
1980.985,-181
1980.955,-182.5
1980.925,-184.6
1980.895,-186.5
1980.866,-189.3
1980.836,-192.7
1980.806,-194.9
1980.776,-199.6
1980.746,-202.9
1980.716,-205.7
1980.687,-206.8
1980.657,-209.7
1980.627,-210.3
1980.597,-210.5
1980.567,-212.1
1980.537,-212.3
1980.508,-211.9
1980.478,-209.5
1980.448,-209.5
1980.418,-206.3
1980.388,-205.9
1980.358,-204.5
1980.329,-204.3
1980.299,-203.1
1980.269,-201.9
1980.239,-197.1
1980.209,-192.2
1980.179,-190.4
1980.15,-185.8
1980.12,-182
1980.09,-180.1
1980.06,-177.6
1980.03,-176.1
1980,-174.4
1979.936,-176
1979.871,-174
1979.805,-175.7
1979.74,-180.3
1979.675,-184
1979.61,-188.2
1979.527,-191
1979.445,-198.1
1979.363,-200.7
1979.28,-203.3
1979.198,-204.5
1979.116,-206.4
1979.033,-211.5
1978.964,-216.5
1978.902,-222
1978.841,-226.9
1978.78,-231.1
1978.718,-234.3
1978.657,-236.6
1978.596,-237.3
1978.534,-237.8
1978.473,-238
1978.412,-237.1
1978.35,-235.1
1978.289,-231.2
1978.228,-227.9
1978.167,-223.3
1978.105,-219.8
1978.044,-217.2
1977.976,-212.6
1977.894,-210.8
1977.811,-210.2
1977.728,-209.7
1977.645,-210
1977.562,-210.6
1977.479,-208.6
1977.397,-206.2
1977.314,-201.5
1977.231,-195.7
1977.148,-189.9
1977.065,-185.3
1976.989,-183.3
1976.939,-183.5
1976.888,-183.8
1976.837,-189.4
1976.785,-194.1
1976.733,-199.6
1976.681,-203.8
1976.63,-207.9
1976.578,-211.5
1976.526,-215.2
1976.474,-219.3
1976.422,-222.3
1976.371,-227.1
1976.319,-229.1
1976.267,-229.9
1976.215,-221.6
1976.163,-209.6
1976.112,-203.1
1976.06,-194.4
1976.008,-189.8
1975.933,-187.3
1975.853,-188.4
1975.774,-191.9
1975.694,-195.9
1975.614,-200.1
1975.535,-203.1
1975.455,-206.4
1975.375,-206.2
1975.296,-208.6
1975.216,-210.2
1975.136,-213.7
1975.057,-219.5
1974.977,-226.7
1974.898,-234.1
1974.819,-241.5
1974.74,-244.3
1974.66,-246
1974.581,-245.4
1974.502,-241
1974.423,-236.7
1974.361,-228.1
1974.298,-217.6
1974.236,-208
1974.174,-203.3
1974.111,-201.7
1974.049,-200.3
1973.989,-199.7
1973.937,-201.8
1973.885,-202.9
1973.833,-204.9
1973.781,-207.2
1973.728,-211.4
1973.676,-214.7
1973.624,-217
1973.572,-219.2
1973.52,-220.6
1973.468,-222.1
1973.416,-222.3
1973.364,-222.1
1973.312,-221.2
1973.26,-220.7
1973.207,-220
1973.155,-215.8
1973.103,-204.4
1973.051,-199.6
1972.999,-198.3
1972.96,-196.7
1972.921,-198
1972.882,-197.1
1972.843,-198.4
1972.804,-200.1
1972.765,-203.4
1972.726,-206.1
1972.687,-207.3
1972.648,-211.9
1972.609,-217.7
1972.57,-224.7
1972.53,-230
1972.491,-235.2
1972.452,-240.1
1972.413,-244.2
1972.374,-245.1
1972.335,-244.1
1972.296,-240.1
1972.257,-229.8
1972.218,-222
1972.179,-216.4
1972.082,-197.6
1972.034,-192.8
1971.98,-189
1971.913,-190
1971.846,-194.3
1971.778,-201.8
1971.711,-209.2
1971.644,-216
1971.577,-219.5
1971.51,-222.4
1971.443,-223
1971.375,-221.6
1971.308,-219.9
1971.241,-218.1
1971.174,-215.5
1971.107,-212.3
1971.04,-213.2
1970.961,-210.2
1970.865,-208.4
1970.769,-204.7
1970.673,-202.4
1970.577,-197.9
1970.481,-195.7
1970.385,-190.7
1970.289,-188.4
1970.193,-187.2
1970.097,-186.9
1970.001,-186.6
1969.957,-189.4
1969.913,-190.7
1969.87,-194.4
1969.827,-195.5
1969.783,-198.6
1969.74,-201.1
1969.697,-204
1969.653,-205.8
1969.61,-203.3
1969.537,-210.4
1969.5,-213.5
1969.463,-215.2
1969.427,-218.6
1969.39,-218.7
1969.353,-218.5
1969.317,-218.5
1969.244,-216.5
1969.207,-215.2
1969.17,-212.8
1969.134,-209.8
1969.097,-208
1969.06,-205.2
1969.024,-203.1
1968.973,-201.7
1968.894,-200.8
1968.816,-203
1968.738,-205.2
1968.66,-207.4
1968.582,-208.4
1968.503,-209.1
1968.425,-210.1
1968.347,-209.4
1968.269,-207.3
1968.19,-204.1
1968.112,-203.2
1968.034,-199.5
1967.955,-200.4
1967.876,-199.7
1967.797,-199.1
1967.718,-199.4
1967.639,-199.7
1967.56,-199.1
1967.481,-196.5
1967.402,-194.7
1967.323,-191
1967.244,-189.4
1967.165,-187.7
1967.086,-186
1967.007,-186.3
1966.955,-186.4
1966.906,-186.2
1966.857,-186.3
1966.806,-192.4
1966.755,-195.6
1966.704,-199.2
1966.652,-202.1
1966.601,-205.1
1966.55,-206.1
1966.499,-207.7
1966.447,-206.9
1966.396,-206
1966.345,-207.8
1966.294,-207.7
1966.242,-207.6
1966.191,-209.5
1966.14,-209.5
1966.089,-208.6
1966.037,-207
1965.985,-207.3
1965.928,-205.6
1965.872,-206.5
1965.815,-207.6
1965.758,-211
1965.702,-214.5
1965.645,-215.5
1965.589,-216.9
1965.532,-217.6
1965.475,-217.7
1965.419,-217.9
1965.362,-218.7
1965.305,-217.5
1965.249,-219.1
1965.192,-219.1
1965.136,-217.5
1965.079,-218.1
1965.022,-215.6
1964.954,-216.9
1964.877,-217.8
1964.801,-216.6
1964.725,-216.2
1964.648,-215.9
1964.572,-214.9
1964.495,-214.9
1964.419,-214.4
1964.343,-214.9
1964.274,-214
1964.206,-209.9
1964.137,-212.9
1964.069,-211.7
1964,-211.8
1963.942,-211
1963.883,-212.8
1963.824,-213.1
1963.766,-214
1963.707,-214.6
1963.648,-215.9
1963.589,-219.9
1963.531,-220.9
1963.472,-221.5
1963.413,-222.8
1963.355,-221
1963.296,-218.9
1963.237,-215.5
1963.179,-211.2
1963.12,-204.2
1963.061,-193.9
1963.002,-192
1962.886,-192.7
1962.768,-196.2
1962.649,-199.3
1962.531,-203
1962.412,-206.8
1962.294,-209.6
1962.175,-208.4
1962.057,-216.7
1961.972,-220.1
1961.918,-224.2
1961.864,-227.8
1961.81,-230.7
1961.755,-233.5
1961.701,-235
1961.647,-237.3
1961.593,-237.3
1961.539,-234.3
1961.485,-230.8
1961.431,-228.1
1961.323,-215.4
1961.268,-212.4
1961.214,-207.5
1961.16,-202.5
1961.106,-198.1
1961.052,-193.7
1961.01,-190.6
1960.974,-189
1960.94,-192
1960.907,-191.7
1960.873,-196.5
1960.839,-199.3
1960.805,-204.7
1960.771,-208.7
1960.737,-214
1960.704,-214.6
1960.67,-219.1
1960.636,-219.7
1960.602,-221.7
1960.568,-221.6
1960.534,-221.4
1960.501,-221.9
1960.467,-220.3
1960.433,-218.2
1960.399,-217.5
1960.365,-215
1960.331,-215.3
1960.298,-214.3
1960.264,-214.1
1960.23,-213.3
1960.196,-212.7
1960.162,-211.4
1960.128,-210.4
1960.095,-209.8
1960.061,-208.4
1960.027,-209.1
1959.992,-208.5
1959.954,-209.3
1959.915,-210.2
1959.877,-211.5
1959.839,-215
1959.8,-216.3
1959.762,-220
1959.724,-224.5
1959.685,-227
1959.647,-231.4
1959.609,-235
1959.57,-237.7
1959.532,-240.3
1959.494,-240.5
1959.455,-242.5
1959.417,-242.9
1959.379,-241.3
1959.34,-239.8
1959.302,-237.7
1959.264,-234.9
1959.225,-232
1959.187,-232.4
1959.149,-229.3
1959.11,-229
1959.072,-228.5
1959.033,-228.7
1958.994,-229.2
1958.949,-230.1
1958.903,-230.8
1958.858,-231.9
1958.813,-232.2
1958.767,-233.8
1958.676,-232.3
1958.631,-235.6
1958.586,-235.6
1958.54,-234.5
1958.495,-233
1958.449,-233.3
1958.404,-232.5
1958.359,-229.8
1958.313,-227.8
1958.268,-223.7
1958.222,-216.6
1958.177,-214.4
1958.131,-210.6
1958.086,-208.8
1958.041,-206.8
1957.996,-206.1
1957.955,-205.9
1957.914,-206
1957.872,-208.3
1957.831,-210.5
1957.79,-211.8
1957.749,-215.5
1957.708,-219.3
1957.667,-221.6
1957.626,-224.4
1957.585,-226.6
1957.544,-227.7
1957.503,-227.9
1957.462,-226.1
1957.421,-225.5
1957.379,-223.6
1957.338,-221.5
1957.297,-218.1
1957.256,-215.8
1957.215,-210.6
1957.174,-203.4
1957.133,-199.5
1957.092,-200.1
1957.051,-200
1957.01,-200.5
1956.96,-201.9
1956.908,-203.5
1956.855,-204.1
1956.803,-205.5
1956.751,-207.2
1956.699,-209
1956.646,-209.5
1956.594,-211.4
1956.542,-212.4
1956.489,-211.6
1956.437,-213.4
1956.385,-211.5
1956.332,-208.3
1956.28,-207.4
1956.228,-205.5
1956.176,-203.7
1956.123,-202.5
1956.071,-201.4
1956.019,-199.5
1955.957,-199.6
1955.891,-199.3
1955.82,-199.7
1955.749,-201.1
1955.678,-204
1955.607,-204.5
1955.536,-205.4
1955.465,-207.6
1955.394,-208.2
1955.323,-209.1
1955.252,-207.7
1955.181,-206.6
1955.11,-205.9
1955.04,-204.6
1954.975,-205.8
1954.919,-207
1954.863,-208.7
1954.808,-210.6
1954.752,-214
1954.696,-217.2
1954.64,-218.6
1954.584,-219.2
1954.528,-220.2
1954.472,-219.1
1954.416,-219.7
1954.36,-218.6
1954.305,-217.3
1954.249,-214.6
1954.193,-212.2
1954.137,-208.1
1954.081,-209.4
1954.025,-209.7
1953.979,-208.6
1953.94,-205.3
1953.902,-204.7
1953.864,-206.7
1953.825,-205.7
1953.787,-207.8
1953.748,-209.5
1953.71,-210.4
1953.671,-212.3
1953.633,-213.5
1953.595,-215
1953.556,-218.8
1953.518,-222.3
1953.479,-225.6
1953.441,-229.2
1953.402,-232
1953.364,-236.9
1953.325,-237.9
1953.287,-238.2
1953.249,-237.4
1953.21,-235.9
1953.172,-233.6
1953.133,-232.7
1953.095,-231.9
1953.056,-230
1953.018,-228.1
1952.974,-228.3
1952.926,-228
1952.843,-228
1952.76,-227.5
1952.677,-225.6
1952.594,-225.9
1952.512,-223.9
1952.429,-222.1
1952.346,-218.8
1952.263,-215.2
1952.098,-205.8
1952.015,-205.1
1951.871,-204.1
1951.713,-203.6
1951.556,-201.6
1951.399,-202.4
1951.241,-203
1951.084,-204.1
1950.967,-203.9
1950.895,-203.9
1950.824,-212.5
1950.752,-224.6
1950.681,-225.8
1950.609,-223.9
1950.538,-225.8
1950.466,-225.8
1950.395,-223.2
1950.323,-220.2
1950.252,-216.8
1950.18,-212.4
1950.109,-206.9
1950.037,-204.5
1949.958,-205.5
1949.87,-209.5
1949.783,-213.1
1949.707,-223.7
1949.631,-229.9
1949.554,-234.6
1949.478,-237.9
1949.402,-239.9
1949.326,-239.4
1949.25,-238.6
1949.173,-236.3
1949.097,-234.5
1949.021,-235.8
1948.954,-236.3
1948.89,-239.7
1948.826,-243
1948.762,-247.1
1948.699,-253
1948.635,-253.1
1948.571,-248.6
1948.507,-242.4
1948.443,-236.4
1948.38,-229.8
1948.316,-222.9
1948.252,-214.9
1948.188,-210.1
1948.124,-206
1948.061,-202.7
1947.995,-201
1947.904,-201.2
1947.813,-202.6
1947.721,-203.8
1947.63,-206.5
1947.538,-206.7
1947.447,-205.9
1947.355,-203
1947.264,-197.2
1947.172,-191.4
1946.989,-185.2
1946.891,-182.7
1946.793,-182.7
1946.704,-183.8
1946.615,-184.6
1946.526,-183.2
1946.437,-183.9
1946.349,-180.4
1946.26,-176.7
1946.171,-173.9
1946.082,-171.7
1945.995,-169.4
1945.933,-170.5
1945.872,-170.3
1945.81,-175.7
1945.748,-180.7
1945.686,-186.6
1945.625,-192.1
1945.563,-197.3
1945.501,-202.2
1945.439,-206.5
1945.378,-210
1945.316,-214.2
1945.254,-216.2
1945.192,-217.1
1945.131,-217
1945.069,-217.1
1945.007,-217.1
1944.947,-217.6
1944.888,-219.2
1944.828,-220.7
1944.768,-224.6
1944.709,-229.3
1944.649,-239.8
1944.589,-244.7
1944.53,-248.4
1944.47,-250.1
1944.41,-250.9
1944.351,-249.9
1944.291,-248.8
1944.231,-245.5
1944.172,-193.2
1944.112,-175.3
1944.052,-173.2
1943.986,-173
1943.867,-173.2
1943.736,-177.4
1943.606,-183.3
1943.475,-201.1
1943.345,-208
1943.214,-209.4
1943.083,-209.7
1942.959,-212.7
1942.844,-212.9
1942.73,-217.8
1942.616,-219.7
1942.501,-222.5
1942.387,-225
1942.273,-225
1942.158,-216.6
1942.044,-214.9
1941.958,-211.8
1941.889,-209.7
1941.821,-208.4
1941.752,-206.3
1941.684,-203.9
1941.615,-201.1
1941.546,-196.4
1941.478,-193.6
1941.409,-190
1941.341,-185.5
1941.272,-179.7
1941.204,-174.2
1941.135,-172.4
1941.066,-173.2
1940.996,-174.2
1940.871,-177.1
1940.747,-181.4
1940.622,-184.5
1940.497,-190.1
1940.372,-195.3
1940.248,-197.2
1940.123,-195.9
1939.999,-193.2
1939.893,-188.6
1939.795,-204.3
1939.697,-208.4
1939.599,-208.7
1939.501,-207.8
1939.403,-208.7
1939.305,-204.9
1939.207,-200.1
1939.11,-200.4
1939.012,-197.8
1938.868,-198.7
1938.718,-198.5
1938.568,-200.7
1938.418,-202.1
1938.269,-203.6
1938.119,-205.9
1937.981,-209.4
1937.89,-212.5
1937.799,-217.8
1937.708,-223.4
1937.617,-226.1
1937.526,-229.7
1937.435,-231.1
1937.344,-230.2
1937.253,-217.9
1937.162,-214.8
1937.071,-211.6
1936.969,-208.9
1936.828,-208.6
1936.686,-205.1
1936.545,-206.2
1936.403,-206
1936.262,-205.9
1936.12,-207.2
1935.986,-209.1
1935.891,-212.2
1935.796,-214.9
1935.701,-216.5
1935.606,-222.5
1935.511,-225.3
1935.416,-227.6
1935.321,-227.3
1935.226,-222.1
1935.14,-219.6
1935.053,-216.4
1934.968,-209.9
1934.885,-202.3
1934.803,-197.3
1934.72,-188.8
1934.638,-177.8
1934.555,-165.9
1934.472,-157.5
1934.39,-148.7
1934.307,-143.8
1934.225,-137.6
1934.142,-135
1934.059,-134.3
1933.978,-134.6
1933.901,-136.5
1933.823,-139.9
1933.746,-145.9
1933.668,-152.8
1933.591,-168.8
1933.513,-186.7
1933.436,-197.4
1933.358,-206.3
1933.281,-213.6
1933.203,-217.8
1933.125,-222.3
1933.048,-223.9
1932.966,-227.3
1932.877,-228.8
1932.787,-229.9
1932.698,-230.8
1932.609,-230.1
1932.519,-230.3
1932.43,-228.4
1932.34,-226.9
1932.251,-224.5
1932.162,-223
1932.072,-221.5
1931.991,-219.9
1931.943,-219.7
1931.896,-220
1931.849,-219.9
1931.801,-223.3
1931.754,-224.3
1931.706,-226.3
1931.608,-228.2
1931.557,-232.2
1931.506,-235.1
1931.455,-232.6
1931.404,-232.5
1931.354,-230.8
1931.303,-228.6
1931.252,-225.9
1931.201,-216.3
1931.15,-215.4
1931.1,-211.1
1931.049,-207.7
1930.998,-207.5
1930.943,-205.6
1930.887,-205
1930.832,-205.5
1930.777,-205.5
1930.721,-206.8
1930.666,-207.3
1930.611,-209.7
1930.555,-208.2
1930.5,-211.2
1930.445,-211.7
1930.39,-213.1
1930.334,-212.9
1930.279,-212.3
1930.224,-212
1930.168,-209.8
1930.113,-208.5
1930.058,-207.3
1930.003,-204.9
1929.915,-209.3
1929.826,-211.8
1929.737,-213
1929.649,-214.5
1929.56,-215.4
1929.471,-214.4
1929.382,-213.5
1929.293,-214.3
1929.204,-210.6
1929.115,-202.1
1929.027,-202.5
1928.913,-200.4
1928.786,-204.5
1928.658,-207.4
1928.531,-208.7
1928.404,-208.7
1928.276,-210.4
1928.149,-211
1928.022,-211.7
1927.955,-213
1927.901,-213
1927.847,-217
1927.792,-219.7
1927.738,-219.4
1927.684,-220.2
1927.63,-218.7
1927.576,-217.6
1927.521,-216.9
1927.467,-213.5
1927.413,-210.3
1927.359,-204.4
1927.305,-199.2
1927.25,-194.1
1927.196,-188.2
1927.142,-181.5
1927.088,-177.5
1927.034,-176.3
1926.974,-175
1926.905,-177.2
1926.836,-181.1
1926.767,-184.2
1926.698,-188.3
1926.63,-195
1926.561,-200.2
1926.492,-201.8
1926.423,-202.4
1926.354,-204.4
1926.285,-203.4
1926.216,-200.2
1926.148,-201.8
1926.079,-200
1926.01,-200.7
1925.939,-201.4
1925.869,-202.3
1925.727,-204.3
1925.656,-206
1925.586,-206.5
1925.515,-207.7
1925.444,-208.9
1925.373,-208.8
1925.303,-210.5
1925.232,-211.3
1925.161,-212.3
1925.09,-212
1925.02,-212.6
1924.952,-215.1
1924.884,-216.9
1924.817,-218.7
1924.75,-221.6
1924.683,-224
1924.616,-227
1924.549,-229.6
1924.482,-230.8
1924.415,-231.1
1924.348,-233.2
1924.281,-234
1924.214,-234.7
1924.147,-236.4
1924.08,-237.4
1924.013,-238.1
1923.94,-242.4
1923.867,-245.4
1923.793,-247.9
1923.719,-250.2
1923.646,-252.9
1923.572,-255.4
1923.499,-256.1
1923.425,-256.3
1923.351,-249.3
1923.278,-237.3
1923.204,-236.2
1923.13,-233.7
1923.057,-229.8
1922.984,-226.1
