year (AD),dD (permil)
1778,-445.754172270149
1777,-449.983021573948
1776,-446.641815804648
1775,-447.593335423667
1774,-444.222103233689
1773,-442.752413760178
1772,-446.145383797702
1771,-445.878278728442
1770,-446.311977838907
1769,-445.159978263267
1768,-440.102091227161
1767,-439.231783402269
1766,-447.264605161355
1765,-443.430585728603
1764,-443.558720304047
1763,-442.220380748981
1762,-441.881014822245
1761,-444.193062191463
1760,-445.44177332961
1759,-446.996155983747
1758,-447.939874056933
1757,-447.23697345491
1756,-445.169259787201
1755,-441.264515499977
1754,-446.745406704063
1753,-436.635710638662
1752,-436.433006481886
1751,-434.729205739855
1750,-434.843557057155
1749,-441.243187817116
1748,-440.924697327274
1747,-440.606206837433
1746,-440.287716347591
1745,-439.972650894112
1744,-439.658698378914
1743,-439.860677653194
1742,-440.445350093006
1741,-441.030022532819
1740,-441.614694972631
1739,-442.199367412443
1738,-442.784039852255
1737,-443.368712292068
1736,-443.76182336032
1735,-443.853098835394
1734,-443.944374310468
1733,-444.035649785542
1732,-444.126925260616
1731,-444.218200735689
1730,-444.901981608347
1729,-445.590288845488
1728,-446.278596082629
1727,-446.973736551625
1726,-447.976215368322
1725,-448.978694185019
1724,-449.981173001716
1723,-450.983651818413
1722,-451.98613063511
1721,-440.036357755898
1720,-440.042739228206
1719,-440.049120700513
1718,-440.055502172821
1717,-439.828484613703
1716,-439.478667640494
1715,-439.128850667284
1714,-438.779033694074
1713,-438.429216720864
1712,-438.079399747654
1711,-437.729582774444
1710,-437.379765801235
1709,-437.029948828025
1708,-437.111858231821
1707,-438.257197542615
1706,-439.40253685341
1705,-440.547876164204
1704,-441.693215474999
1703,-442.838554785793
1702,-443.983894096587
1701,-445.129233407382
1700,-446.274572718176
1699,-447.419912028971
1698,-448.31592711271
1697,-449.190922994874
1696,-450.065918877038
1695,-450.940914759202
1694,-451.815910641365
1693,-452.690906523529
1692,-453.565902405693
1691,-454.440898287856
1690,-455.31589417002
1689,-455.418439591098
1688,-454.903511116831
1687,-454.388582642564
1686,-453.873654168297
1685,-453.358725694031
1684,-452.843797219764
1683,-452.328868745497
1682,-451.81394027123
1681,-451.299011796963
1680,-450.745748572297
1679,-450.028258669235
1678,-449.310768766173
1677,-448.593278863111
1676,-447.875788960049
1675,-447.158299056987
1674,-446.440809153925
1673,-445.723319250863
1672,-445.005829347801
1671,-444.288339444739
1670,-444.70380722979297
1669,-445.363354930032
1668,-446.022902630272
1667,-446.682450330511
1666,-447.34199803075
1665,-448.00154573099
1664,-448.661093431229
1663,-449.320641131468
1662,-449.980188831708
1661,-450.642665209342
1660,-451.308631928529
1659,-451.974598647716
1658,-452.640565366903
1657,-453.30653208609
1656,-453.972498805277
1655,-454.638465524464
1654,-455.304432243651
