year (AD) [1-1],d18O (permil) [1-1],year (AD) [1-2],d18O (permil) [1-2]
1959,-5.1,1921.5,-4.69
1959.03,-5.05,1921.75,-4.8
1959.07,-4.67,1922,-4.95
1959.1,-4.66,1922.25,-4.78
1959.13,-4.44,1922.5,-4.89
1959.16,-4.87,1922.75,-4.86
1959.19,-5.02,1923,-4.85
1959.22,-5.17,1923.25,-4.96
1959.27,-4.98,1923.5,-5.02
1959.33,-4.97,1923.75,-5.2
1959.38,-4.93,1924,-5.34
1959.44,-4.75,1924.25,-4.93
1959.49,-4.86,1924.5,-4.43
1959.55,-5.01,1924.75,-4.39
1959.6,-4.85,1925,-4.47
1959.66,-4.79,1925.25,-4.46
1959.71,-4.8,1925.5,-4.6
1959.77,-4.57,1925.75,-4.98
1959.82,-4.56,1926,-5.14
1959.88,-4.72,1926.25,-5.15
1959.93,-4.66,1926.5,-4.96
1959.98,-4.76,1926.75,-4.77
1960.04,-4.73,1927,-4.59
1960.09,-4.76,1927.25,-4.33
1960.15,-4.78,1927.5,-4.24
1960.2,-4.57,1927.75,-4.46
1960.26,-4.53,1928,-4.63
1960.31,-4.39,1928.25,-4.54
1960.37,-4.47,1928.5,-4.55
1960.42,-4.53,1928.75,-4.55
1960.48,-4.52,1929,-4.63
1960.53,-4.68,1929.25,-4.81
1960.58,-4.68,1929.5,-4.83
1960.64,-4.5,1929.75,-4.9
1960.69,-4.32,1930,-4.89
1960.75,-4.45,1930.25,-5.07
1960.8,-4.4,1930.5,-5.2
1960.86,-4.52,1930.75,-5.05
1960.91,-4.32,1931,-4.67
1960.97,-4.41,1931.25,-4.57
1961.02,-4.54,1931.5,-4.47
1961.08,-4.63,1931.75,-4.53
1961.13,-4.63,1932,-4.62
1961.19,-4.62,1932.25,-4.55
1961.24,-4.62,1932.5,-4.52
1961.29,-4.57,1932.75,-4.56
1961.35,-4.41,1933,-4.51
1961.4,-4.58,1933.25,-4.46
1961.46,-4.61,1933.5,-4.41
1961.51,-4.76,1933.75,-4.25
1961.57,-4.65,1934,-4.06
1961.62,-4.66,1934.25,-4.06
1961.68,-4.63,1934.5,-4.21
1961.73,-4.66,1934.75,-4.34
1961.79,-4.86,1935,-4.4
1961.84,-4.77,1935.25,-4.49
1961.9,-4.66,1935.5,-4.44
1961.96,-4.44,1935.75,-4.48
1962.03,-4.48,1936,-4.53
1962.09,-4.39,1936.25,-4.75
1962.15,-4.56,1936.5,-4.86
1962.21,-4.49,1936.75,-4.59
1962.27,-4.53,1937,-4.42
1962.34,-4.39,1937.25,-4.44
1962.4,-4.43,1937.5,-4.3
1962.46,-4.5,1937.75,-4.12
1962.52,-4.6,1938,-4.16
1962.58,-4.61,1938.25,-4.19
1962.65,-4.56,1938.5,-4.15
1962.71,-4.46,1938.75,-4.2
1962.77,-4.44,1939,-4.47
1962.83,-4.65,1939.25,-4.49
1962.89,-4.59,1939.5,-4.81
1962.96,-4.53,1939.75,-5.02
1963.02,-4.36,1940,-5.15
1963.08,-4.31,1940.25,-5.32
1963.14,-4.3,1940.5,-5.35
1963.2,-4.23,1940.75,-5.28
1963.27,-4.33,1941,-5.26
1963.33,-4.37,1941.25,-5.31
1963.39,-4.41,1941.5,-5.3
1963.45,-4.46,1941.75,-5.26
1963.51,-4.41,1942,-5.06
1963.58,-4.6,1942.25,-4.8
1963.64,-4.74,1942.5,-4.63
1963.7,-4.8,1942.75,-4.6
1963.77,-4.83,1943,-4.52
1963.84,-4.89,1943.25,-4.6
1963.91,-4.84,1943.5,-4.72
1963.98,-4.73,1943.75,-4.61
1964.05,-4.79,1944,-4.51
1964.11,-4.88,1944.25,-4.58
1964.18,-4.94,1944.5,-4.78
1964.25,-4.82,1944.75,-4.83
1964.32,-4.73,1945,-4.78
1964.39,-4.33,1945.25,-4.72
1964.44,-4.26,1945.5,-4.44
1964.49,-4.27,1945.75,-4.65
1964.54,-4.47,1946,-4.81
1964.59,-4.34,1946.25,-5.01
1964.64,-4.46,1946.5,-5.22
1964.69,-4.42,1946.75,-5.27
1964.74,-4.45,1947,-5.16
1964.79,-4.47,1947.25,-4.96
1964.84,-4.49,1947.5,-4.85
1964.89,-4.51,1947.75,-4.91
1964.94,-4.59,1948,-5.16
1964.99,-4.46,1948.25,-5.33
1965.04,-4.54,1948.5,-5.16
1965.08,-4.63,1948.75,-5.3
1965.13,-4.69,1949,-5.06
1965.18,-4.77,1949.25,-4.92
1965.23,-4.69,1949.5,-4.78
1965.28,-4.67,1949.75,-4.69
1965.33,-4.77,1950,-4.6
1965.38,-4.84,1950.25,-4.49
1965.43,-4.81,1950.5,-4.56
1965.48,-4.87,1950.75,-4.63
1965.53,-4.91,1951,-4.69
1965.58,-4.99,1951.25,-4.88
1965.63,-5.07,1951.5,-4.96
1965.68,-5.12,1951.75,-5.01
1965.77,-5.08,1952,-5.05
1965.86,-5.08,1952.25,-4.58
1965.96,-5.09,1952.5,-4.71
1966.05,-5.08,1952.75,-4.76
1966.14,-5.14,1953,-4.76
1966.23,-5.15,1953.25,-4.94
1966.29,-5.02,1953.5,-4.72
1966.35,-4.8,1953.75,-4.88
1966.41,-4.8,1954,-5.19
1966.47,-4.96,1954.25,-4.62
1966.52,-4.96,1954.5,-4.58
1966.58,-4.83,1954.75,-4.49
1966.64,-4.86,1955,-4.43
1966.7,-4.9,1955.25,-4.45
1966.76,-4.88,1955.5,-4.47
1966.82,-4.86,1955.75,-4.35
1966.88,-4.8,1956,-4.34
1966.94,-4.92,1956.25,-4.45
1966.99,-4.8,1956.5,-4.44
1967.05,-4.77,1956.75,-4.49
1967.11,-4.78,1957,-4.67
1967.17,-4.71,1957.25,-4.68
1967.23,-4.59,1957.5,-4.67
1967.29,-4.56,1957.75,-4.98
1967.35,-4.58,1958,-4.98
1967.41,-4.75,1958.25,-4.94
1967.47,-4.92,1958.5,-4.79
1967.52,-4.83,1958.75,-4.97
1967.58,-5.26,1959,-4.95
1967.64,-5.09,1959.25,-4.95
1967.7,-5.1,1959.5,-4.88
1967.76,-5.09,1959.75,-4.69
1967.82,-5.02,1960,-4.73
1967.88,-4.88,1960.25,-4.55
1967.94,-4.89,1960.5,-4.59
1967.99,-4.8,1960.75,-4.43
1968.05,-4.81,1961,-4.49
1968.11,-5,1961.25,-4.57
1968.17,-4.87,1961.5,-4.64
1968.23,-5.03,1961.75,-4.72
1968.31,-4.61,1962,-4.5
1968.38,-4.83,1962.25,-4.49
1968.54,-4.71,1962.5,-4.54
1968.69,-4.81,1962.75,-4.53
1968.84,-4.78,1963,-4.43
1968.99,-4.71,1963.25,-4.31
1969.07,-4.73,1963.5,-4.49
1969.15,-4.77,1963.75,-4.82
1969.22,-4.83,1964,-4.8
1969.3,-4.97,1964.25,-4.79
1969.37,-5.09,1964.5,-4.34
1969.45,-5.12,1964.75,-4.46
1969.49,-5.06,1965,-4.56
1969.53,-5.09,1965.25,-4.73
1969.58,-5.01,1965.5,-4.9
1969.62,-5.09,1965.75,-5.09
1969.66,-5,1966,-5.09
1969.7,-4.95,1966.25,-5.04
1969.74,-4.94,1966.5,-4.88
1969.78,-4.94,1966.75,-4.87
1969.83,-4.9,1967,-4.82
1969.87,-4.93,1967.25,-4.62
1969.91,-5.02,1967.5,-4.94
1969.95,-5.04,1967.75,-5.06
1969.99,-5,1968,-4.87
1970.03,-4.95,1968.25,-4.84
1970.08,-5.14,1968.5,-4.76
1970.12,-5.07,1968.75,-4.79
1970.16,-5.03,1969,-4.73
1970.2,-5.13,1969.25,-4.9
1970.26,-5.17,1969.5,-5.08
1970.31,-5.09,1969.75,-4.95
1970.37,-4.84,1970,-5.03
1970.43,-4.73,1970.25,-5.07
1970.48,-4.74,1970.5,-4.77
1970.54,-4.8,1970.75,-4.81
1970.59,-4.79,1971,-4.7
1970.65,-4.78,1971.25,-4.5
1970.71,-4.84,1971.5,-4.62
1970.76,-4.87,1971.75,-4.69
1970.82,-4.82,1972,-4.73
1970.88,-4.72,1972.25,-5.03
1970.93,-4.72,1972.5,-5.08
1970.99,-4.75,1972.75,-5.04
1971.04,-4.71,1973,-4.6
1971.1,-4.6,1973.25,-4.47
1971.16,-4.54,1973.5,-4.53
1971.21,-4.53,1973.75,-4.4
1971.27,-4.47,1974,-4.38
1971.33,-4.47,1974.25,-4.37
1971.38,-4.41,1974.5,-4.7
1971.44,-4.51,1974.75,-4.64
1971.49,-4.6,1975,-4.47
1971.55,-4.79,1975.25,-4.55
1971.61,-4.75,1975.5,-4.52
1971.66,-4.64,1975.75,-4.49
1971.72,-4.68,1976,-4.39
1971.78,-4.7,1976.25,-4.82
1971.83,-4.71,1976.5,-4.97
1971.89,-4.69,1976.75,-5.11
1971.94,-4.67,1977,-5.14
1972,-4.63,1977.25,-5.05
1972.02,-4.64,1977.5,-4.56
1972.04,-4.72,1977.75,-4.9
1972.05,-4.76,1978,-5.35
1972.07,-4.82,1978.25,-5.2
1972.09,-5.01,1978.5,-4.72
1972.11,-4.85,1978.75,-4.77
1972.13,-4.76,1979,-4.87
1972.15,-4.79,1979.25,-4.88
1972.16,-4.9,1979.5,-4.84
1972.18,-4.99,1979.75,-5.13
1972.2,-5.01,1980,-5.17
1972.22,-5.05,1980.25,-5.01
1972.24,-5.05,1980.5,-5.21
1972.25,-5.07,1980.75,-5.48
1972.27,-5.08,1981,-5.44
1972.29,-5.1,1981.25,-5.27
1972.37,-5.13,1981.5,-4.88
1972.45,-5.12,1981.75,-4.85
1972.53,-5.06,1982,-4.86
1972.6,-5.03,1982.25,-5.04
1972.68,-5.07,1982.5,-5.23
1972.76,-5.08,1982.75,-5.2
1972.83,-5,1983,-5.11
1972.91,-4.86,1983.25,-4.9
1972.98,-4.64,1983.5,-4.93
1973.06,-4.42,1983.75,-4.91
1973.13,-4.33,1984,-4.93
1973.21,-4.47,1984.25,-4.71
1973.28,-4.52,1984.5,-4.81
1973.36,-4.5,1984.75,-4.88
1973.43,-4.56,1985,-5.03
1973.51,-4.57,1985.25,-4.84
1973.58,-4.53,1985.5,-4.85
1973.66,-4.23,1985.75,-4.89
1973.73,-4.42,1986,-4.95
1973.8,-4.48,1986.25,-4.95
1973.88,-4.44,1986.5,-5.1
1973.95,-4.44,1986.75,-5.32
1974.03,-4.34,1987,-5.26
1974.1,-4.29,1987.25,-5.25
1974.18,-4.25,1987.5,-5.34
1974.25,-4.35,1987.75,-5.41
1974.33,-4.49,1988,-4.95
1974.4,-4.64,1988.25,-4.66
1974.48,-4.72,1988.5,-4.61
1974.55,-4.76,1988.75,-4.43
1974.6,-4.7,1989,-4.51
1974.65,-4.65,1989.25,-4.65
1974.71,-4.61,1989.5,-4.78
1974.76,-4.67,1989.75,-4.9
1974.81,-4.65,1990,-5.23
1974.86,-4.62,1990.25,-5.18
1974.91,-4.53,1990.5,-5.3
1974.96,-4.36,1990.75,-5.4
1975.02,-4.33,1991,-5.27
1975.07,-4.51,1991.25,-5.39
1975.12,-4.74,1991.5,-5.38
1975.17,-4.77,1991.75,-5.39
1975.22,-4.57,1992,-5.41
1975.28,-4.44,1992.25,-5.28
1975.33,-4.35,1992.5,-5.27
1975.38,-4.52,1992.75,-5.42
1975.43,-4.54,1993,-5.37
1975.48,-4.46,1993.25,-5.36
1975.53,-4.52,1993.5,-5.47
1975.59,-4.57,1993.75,-5.54
1975.64,-4.54,1994,-5.29
1975.69,-4.52,1994.25,-5.04
1975.74,-4.5,1994.5,-5.45
1975.79,-4.48,1994.75,-5.51
1975.84,-4.44,1995,-5.11
1975.9,-4.4,1995.25,-5.14
1975.95,-4.31,NA,NA
1976,-4.31,NA,NA
1976.07,-4.41,NA,NA
1976.14,-4.71,NA,NA
1976.21,-4.81,NA,NA
1976.27,-4.85,NA,NA
1976.34,-4.9,NA,NA
1976.41,-4.89,NA,NA
1976.48,-4.95,NA,NA
1976.55,-5.01,NA,NA
1976.62,-5.06,NA,NA
1976.68,-5.09,NA,NA
1976.75,-5.09,NA,NA
1976.82,-5.14,NA,NA
1976.89,-5.14,NA,NA
1976.96,-5.16,NA,NA
1977.03,-5.13,NA,NA
1977.09,-5.13,NA,NA
1977.16,-5.1,NA,NA
1977.23,-5.13,NA,NA
1977.31,-5.04,NA,NA
1977.38,-4.77,NA,NA
1977.46,-4.46,NA,NA
1977.53,-4.46,NA,NA
1977.61,-4.65,NA,NA
1977.69,-4.68,NA,NA
1977.76,-4.94,NA,NA
1977.84,-5.16,NA,NA
1977.91,-5.27,NA,NA
1977.99,-5.34,NA,NA
1978.06,-5.43,NA,NA
1978.14,-5.44,NA,NA
1978.17,-5.4,NA,NA
1978.19,-5.3,NA,NA
1978.22,-5.21,NA,NA
1978.24,-5.21,NA,NA
1978.27,-5.29,NA,NA
1978.3,-5.22,NA,NA
1978.32,-4.94,NA,NA
1978.51,-4.75,NA,NA
1978.53,-4.41,NA,NA
1978.56,-4.67,NA,NA
1978.58,-4.58,NA,NA
1978.68,-4.75,NA,NA
1978.83,-4.81,NA,NA
1978.97,-4.88,NA,NA
1979.12,-4.88,NA,NA
1979.19,-5.02,NA,NA
1979.25,-4.99,NA,NA
1979.31,-4.78,NA,NA
1979.36,-4.63,NA,NA
1979.42,-4.54,NA,NA
1979.46,-4.69,NA,NA
1979.51,-4.9,NA,NA
1979.55,-5.03,NA,NA
1979.6,-5.23,NA,NA
1979.64,-4.51,NA,NA
1979.68,-5.31,NA,NA
1979.73,-5.25,NA,NA
1979.77,-5.21,NA,NA
1979.96,-5.08,NA,NA
1980.06,-5.28,NA,NA
1980.16,-5.15,NA,NA
1980.25,-4.96,NA,NA
1980.35,-4.93,NA,NA
1980.41,-4.95,NA,NA
1980.47,-5.18,NA,NA
1980.52,-5.3,NA,NA
1980.58,-5.41,NA,NA
1980.63,-5.42,NA,NA
1980.68,-5.46,NA,NA
1980.73,-5.55,NA,NA
1980.78,-5.51,NA,NA
1980.84,-5.44,NA,NA
1980.89,-5.49,NA,NA
1980.94,-5.49,NA,NA
1980.99,-5.46,NA,NA
1981.04,-5.43,NA,NA
1981.09,-5.34,NA,NA
1981.14,-5.43,NA,NA
1981.19,-5.39,NA,NA
1981.24,-5.22,NA,NA
1981.3,-5.2,NA,NA
1981.35,-5.22,NA,NA
1981.4,-5,NA,NA
1981.45,-4.83,NA,NA
1981.5,-4.86,NA,NA
1981.59,-4.83,NA,NA
1981.68,-4.9,NA,NA
1981.78,-4.81,NA,NA
1981.87,-4.88,NA,NA
1982.05,-4.87,NA,NA
1982.14,-4.78,NA,NA
1982.23,-5.16,NA,NA
1982.33,-5.09,NA,NA
1982.42,-5.16,NA,NA
1982.51,-5.29,NA,NA
1982.6,-5.27,NA,NA
1982.65,-5.19,NA,NA
1982.71,-5.21,NA,NA
1982.76,-5.25,NA,NA
1982.81,-5.19,NA,NA
1982.87,-5.13,NA,NA
1982.92,-5.01,NA,NA
1982.97,-5.04,NA,NA
1983.02,-5.12,NA,NA
1983.08,-5.21,NA,NA
1983.13,-5.22,NA,NA
1983.18,-5.26,NA,NA
1983.23,-5.06,NA,NA
1983.28,-4.71,NA,NA
1983.33,-4.47,NA,NA
1983.38,-4.7,NA,NA
1983.43,-4.8,NA,NA
1983.48,-4.91,NA,NA
1983.53,-4.96,NA,NA
1983.58,-5.12,NA,NA
1983.63,-5.12,NA,NA
1983.69,-4.91,NA,NA
1983.75,-4.89,NA,NA
1983.81,-4.86,NA,NA
1983.87,-4.81,NA,NA
1983.93,-4.73,NA,NA
1983.99,-5.01,NA,NA
1984.05,-5.09,NA,NA
1984.11,-4.95,NA,NA
1984.17,-4.76,NA,NA
1984.23,-4.62,NA,NA
1984.28,-4.67,NA,NA
1984.33,-4.68,NA,NA
1984.38,-4.77,NA,NA
1984.43,-4.81,NA,NA
1984.48,-4.79,NA,NA
1984.53,-4.79,NA,NA
1984.58,-4.85,NA,NA
1984.63,-4.85,NA,NA
1984.68,-4.84,NA,NA
1984.73,-4.81,NA,NA
1984.78,-4.96,NA,NA
1984.83,-4.92,NA,NA
1984.88,-4.91,NA,NA
1984.93,-5.06,NA,NA
1984.98,-5.04,NA,NA
1985.03,-4.93,NA,NA
1985.08,-5.09,NA,NA
1985.13,-5.16,NA,NA
1985.19,-4.74,NA,NA
1985.24,-4.81,NA,NA
1985.3,-4.79,NA,NA
1985.35,-4.79,NA,NA
1985.41,-4.91,NA,NA
1985.46,-4.86,NA,NA
1985.52,-4.73,NA,NA
1985.57,-4.86,NA,NA
1985.63,-4.94,NA,NA
1985.69,-4.94,NA,NA
1985.74,-4.92,NA,NA
1985.8,-4.85,NA,NA
1985.85,-4.82,NA,NA
1985.91,-4.87,NA,NA
1985.96,-4.92,NA,NA
1986.02,-4.98,NA,NA
1986.07,-5.04,NA,NA
1986.13,-5,NA,NA
1986.19,-4.88,NA,NA
1986.25,-4.9,NA,NA
1986.31,-4.97,NA,NA
1986.37,-5.08,NA,NA
1986.43,-5.03,NA,NA
1986.5,-5.07,NA,NA
1986.56,-5.14,NA,NA
1986.62,-5.27,NA,NA
1986.68,-5.3,NA,NA
1986.74,-5.32,NA,NA
1986.8,-5.31,NA,NA
1986.86,-5.37,NA,NA
1986.91,-5.43,NA,NA
1986.95,-5.35,NA,NA
1987,-5.32,NA,NA
1987.05,-5.17,NA,NA
1987.1,-5.03,NA,NA
1987.14,-5.07,NA,NA
1987.19,-5.23,NA,NA
1987.24,-5.23,NA,NA
1987.29,-5.31,NA,NA
1987.33,-5.35,NA,NA
1987.38,-5.36,NA,NA
1987.43,-5.41,NA,NA
1987.47,-5.34,NA,NA
1987.52,-5.24,NA,NA
1987.57,-5.33,NA,NA
1987.62,-5.46,NA,NA
1987.66,-5.42,NA,NA
1987.71,-5.46,NA,NA
1987.77,-5.44,NA,NA
1987.83,-5.35,NA,NA
1987.89,-5.33,NA,NA
1987.95,-5.17,NA,NA
1988.01,-4.97,NA,NA
1988.07,-4.66,NA,NA
1988.13,-4.36,NA,NA
1988.19,-4.49,NA,NA
1988.25,-4.71,NA,NA
1988.31,-4.84,NA,NA
1988.37,-4.85,NA,NA
1988.43,-4.78,NA,NA
1988.49,-4.64,NA,NA
1988.55,-4.46,NA,NA
1988.61,-4.44,NA,NA
1988.67,-4.36,NA,NA
1988.74,-4.4,NA,NA
1988.81,-4.49,NA,NA
1988.89,-4.53,NA,NA
1988.96,-4.46,NA,NA
1989.03,-4.42,NA,NA
1989.1,-4.66,NA,NA
1989.18,-4.64,NA,NA
1989.25,-4.58,NA,NA
1989.32,-4.7,NA,NA
1989.39,-4.72,NA,NA
1989.46,-4.72,NA,NA
1989.54,-4.8,NA,NA
1989.61,-4.91,NA,NA
1989.68,-4.83,NA,NA
1989.75,-4.7,NA,NA
1989.83,-5.1,NA,NA
1989.9,-5.24,NA,NA
1989.97,-5.25,NA,NA
1990.04,-5.23,NA,NA
1990.11,-5.23,NA,NA
1990.18,-5.27,NA,NA
1990.25,-5.13,NA,NA
1990.33,-5.12,NA,NA
1990.42,-5.14,NA,NA
1990.5,-5.3,NA,NA
1990.58,-5.45,NA,NA
1990.67,-5.46,NA,NA
1990.75,-5.43,NA,NA
1990.82,-5.33,NA,NA
1990.9,-5.28,NA,NA
1990.97,-5.15,NA,NA
1991.04,-5.29,NA,NA
1991.12,-5.44,NA,NA
1991.19,-5.45,NA,NA
1991.26,-5.35,NA,NA
1991.34,-5.36,NA,NA
1991.41,-5.44,NA,NA
1991.48,-5.4,NA,NA
1991.55,-5.34,NA,NA
1991.63,-5.33,NA,NA
1991.7,-5.3,NA,NA
1991.77,-5.41,NA,NA
1991.85,-5.51,NA,NA
1991.92,-5.41,NA,NA
1991.99,-5.41,NA,NA
1992.06,-5.4,NA,NA
1992.13,-5.37,NA,NA
1992.19,-5.36,NA,NA
1992.26,-5.18,NA,NA
1992.33,-5.26,NA,NA
1992.4,-5.23,NA,NA
1992.47,-5.22,NA,NA
1992.54,-5.28,NA,NA
1992.61,-5.38,NA,NA
1992.67,-5.38,NA,NA
1992.74,-5.44,NA,NA
1992.81,-5.42,NA,NA
1992.88,-5.46,NA,NA
1992.93,-5.48,NA,NA
1992.97,-5.46,NA,NA
1993.02,-5.35,NA,NA
1993.07,-5.2,NA,NA
1993.11,-5.3,NA,NA
1993.16,-5.44,NA,NA
1993.2,-5.4,NA,NA
1993.24,-5.3,NA,NA
1993.28,-5.24,NA,NA
1993.32,-5.38,NA,NA
1993.36,-5.45,NA,NA
1993.4,-5.42,NA,NA
1993.44,-5.48,NA,NA
1993.48,-5.52,NA,NA
1993.52,-5.46,NA,NA
1993.56,-5.51,NA,NA
1993.6,-5.42,NA,NA
1993.64,-5.54,NA,NA
1993.7,-5.64,NA,NA
1993.75,-5.58,NA,NA
1993.81,-5.47,NA,NA
1993.87,-5.46,NA,NA
1993.93,-5.43,NA,NA
1993.98,-5.49,NA,NA
1994.04,-5.33,NA,NA
1994.1,-4.84,NA,NA
1994.15,-4.81,NA,NA
1994.21,-4.9,NA,NA
1994.25,-5.03,NA,NA
1994.29,-5.17,NA,NA
1994.33,-5.24,NA,NA
1994.37,-5.33,NA,NA
1994.41,-5.41,NA,NA
1994.45,-5.51,NA,NA
1994.48,-5.55,NA,NA
1994.52,-5.49,NA,NA
1994.56,-5.4,NA,NA
1994.6,-5.4,NA,NA
1994.64,-5.5,NA,NA
1994.68,-5.55,NA,NA
1994.74,-5.57,NA,NA
1994.8,-5.51,NA,NA
1994.86,-5.4,NA,NA
1994.92,-5.26,NA,NA
1994.98,-5.07,NA,NA
1995.04,-4.9,NA,NA
1995.1,-5.13,NA,NA
1995.16,-5.28,NA,NA
1995.22,-5.21,NA,NA
1995.28,-5.07,NA,NA
1995.34,-4.9,NA,NA
