year (AD) [1-1],depth (cm) [1-1],d18O (permil) [1-1],year (AD) [1-2],depth (cm) [1-2],d18O (permil) [1-2]
110,NA,-5.25,-4620,NA,-6.23
110,NA,-5.63,-4630,NA,-6.25
110,NA,-6.06,-4640,NA,-5.74
100,NA,-5.76,-4640,NA,-5.74
100,NA,-6.15,-4650,NA,-5.78
100,NA,-6.1,-4660,NA,-6.2
90,NA,-7.04,-4670,NA,-5.67
90,NA,-6.94,-4670,NA,-5.87
90,NA,-7.07,-4680,NA,-6.27
80,NA,-7.28,-4690,NA,-5.98
80,NA,-7.09,-4690,NA,-6.09
80,NA,-7.11,-4700,NA,-6.43
70,NA,-7.09,-4710,NA,-6.46
70,NA,-6.95,-4720,NA,-6.06
70,NA,-6.64,-4720,NA,-6.5
60,NA,-6.75,-4730,NA,-6.34
60,NA,-6.68,-4740,NA,-6.11
60,NA,-7.27,-4740,NA,-6.01
50,NA,-6.86,-4750,NA,-5.7
50,NA,-6.83,-4760,NA,-5.7
50,NA,-6.55,-4760,NA,-5.45
50,NA,-6.51,-4770,NA,-5.41
40,NA,-6.29,-4780,NA,-5.3
40,NA,-6.54,-4790,NA,-5.29
40,NA,-6.6,-4790,NA,-5.74
30,NA,-6.38,-4800,NA,-5.75
30,NA,-6.26,-4810,NA,-5.64
30,NA,-6.65,-4810,NA,-4.97
30,NA,-6.53,-4820,NA,-5.71
20,NA,-6.6,-4830,NA,-5.18
20,NA,-6.59,-4840,NA,-5.31
20,NA,-6.6,-4840,NA,-5.86
20,NA,-6.7,-4850,NA,-5.5
20,NA,-6.79,-4860,NA,-5.07
20,NA,-7.06,-4860,NA,-5.34
10,NA,-6.68,-4870,NA,-5.71
10,NA,-6.82,-4880,NA,-5.57
10,NA,-6.68,-4890,NA,-5.38
10,NA,-6.69,-4890,NA,-5.4
10,NA,-7.48,-4900,NA,-6.33
0,NA,-6.71,-4910,NA,-6.54
0,NA,-6.56,-4910,NA,-6.5
0,NA,-6.75,-4920,NA,-6.73
0,NA,-6.5,-4930,NA,-6.27
0,NA,-6.38,-4930,NA,-5.97
-10,NA,-6.35,-4940,NA,-6.13
-10,NA,-6.21,-4950,NA,-6.09
-10,NA,-6.11,-4960,NA,-5.64
-10,NA,-6.66,-4970,NA,-5.63
-10,NA,-6.61,-4980,NA,-6.03
-10,NA,-5.99,-4990,NA,-6.03
-20,NA,-6.39,-5000,NA,-6.03
-20,NA,-6.26,-5010,NA,-6
-20,NA,-6.68,-5010,NA,-6.03
-20,NA,-6.18,-5020,NA,-6.01
-20,NA,-6.35,-5030,NA,-6.03
-30,NA,-7.06,-5040,NA,-6.34
-30,NA,-6.96,-5050,NA,-6.13
-30,NA,-6.48,-5060,NA,-6.68
-30,NA,-6.45,-5070,NA,-6.81
-30,NA,-6.13,-5080,NA,-6.56
-30,NA,-6.46,-5090,NA,-6.44
-40,NA,-6.49,-5100,NA,-6.5
-40,NA,-6.42,-5110,NA,-6.03
-40,NA,-6.28,-5120,NA,-6.15
-40,NA,-6.23,-5130,NA,-5.82
-40,NA,-6.32,-5140,NA,-5.45
-40,NA,-6.41,-5150,NA,-5.04
-50,NA,-6.35,-5160,NA,-5.26
-50,NA,-6.43,-5170,NA,-5.68
-50,NA,-6.7,-5170,NA,-5.65
-50,NA,-6.53,-5180,NA,-5.36
-50,NA,-6.42,-5190,NA,-5.35
-50,NA,-6.46,-5200,NA,-5.42
-60,NA,-6.61,-5210,NA,-5.23
-60,NA,-6.24,-5220,NA,-5.72
-60,NA,-6.05,-5240,NA,-5.47
-60,NA,-6.14,-5260,NA,-5.64
-60,NA,-6.19,-5280,NA,-5.35
-70,NA,-6.35,-5300,NA,-5.26
-80,NA,-6.35,-5320,NA,-5.19
-80,NA,-6.12,-5340,NA,-5.39
-90,NA,-6.17,-5360,NA,-5.67
-90,NA,-6.29,-5380,NA,-5.54
-100,NA,-6.3,-5400,NA,-5.82
-100,NA,-6.93,-5420,NA,-5.71
-110,NA,-6.51,-5440,NA,-6.22
-110,NA,-6.98,-5460,NA,-6.5
-120,NA,-6.35,-5480,NA,-6.32
-120,NA,-6.12,-5500,NA,-6.49
-130,NA,-5.92,-5520,NA,-6.36
-130,NA,-5.86,-5540,NA,-6.1
-140,NA,-5.96,-5560,NA,-6.09
-140,NA,-5.81,-5580,NA,-6.35
-150,NA,-5.92,-5600,NA,-6.21
-150,NA,-5.77,-5620,NA,-6.35
-160,NA,-5.92,-5640,NA,-6.06
-160,NA,-5.83,-5660,NA,-6.06
-170,NA,-6.56,-5680,NA,-5.55
-170,NA,-5.83,-5700,NA,-6.09
-180,NA,-5.87,-5720,NA,-5.75
-180,NA,-6.21,-5740,NA,-5.6
-190,NA,-5.85,-5760,NA,-6.19
-190,NA,-6.25,-5770,NA,-5.78
-200,NA,-6.2,-5800,NA,-5.64
-200,NA,-6.05,-5810,NA,-5.05
-210,NA,-6.25,-5840,NA,-5.34
-210,NA,-7.86,-5850,NA,-5.5
-220,NA,-7.28,-5870,NA,-4.95
-220,NA,-7.06,-5890,NA,-5.25
-220,NA,-6.24,-5900,NA,-4.2
-220,NA,-6.54,-5910,NA,-5.2
-220,NA,-6.58,-5920,NA,-5.36
-220,NA,-7.31,-5930,NA,-4.32
-220,NA,-6.52,-5940,NA,-4.6
-220,NA,-6.53,-5940,NA,-4.6
-230,NA,-6.2,-5950,NA,-4.89
-230,NA,-6.38,-5960,NA,-4.22
-230,NA,-6.25,-5970,NA,-4.85
-230,NA,-5.75,-5980,NA,-5.22
-230,NA,-6.23,-5990,NA,-5.41
-240,NA,-6.01,-6000,NA,-5.77
-240,NA,-6.1,-6010,NA,-5.07
-240,NA,-6.53,-6010,NA,-5.85
-240,NA,-6.48,-6020,NA,-5.99
-240,NA,-6.39,-6030,NA,-6.01
-240,NA,-5.66,-6040,NA,-6.21
-240,NA,-6.22,-6050,NA,-4.83
-240,NA,-6.52,-6060,NA,-5.22
-250,NA,-5.61,-6070,NA,-5.54
-250,NA,-6.25,-6080,NA,-5.45
-250,NA,-6.29,-6090,NA,-5.53
-250,NA,-5.39,-6100,NA,-5.25
-250,NA,-5.94,-6120,NA,-6.06
-260,NA,-5.68,-6130,NA,-6.05
-260,NA,-6.07,-6140,NA,-6.08
-260,NA,-6.2,-6150,NA,-6.12
-260,NA,-6.02,-6160,NA,-5.87
-260,NA,-5.93,-6170,NA,-5.83
-260,NA,-6.12,-6180,NA,-6.55
-260,NA,-5.66,-6190,NA,-6.96
-270,NA,-5.84,-6210,NA,-6.05
-270,NA,-5.84,-6220,NA,-6.51
-270,NA,-5.74,-6230,NA,-7.48
-270,NA,-5.72,-6240,NA,-7.32
-270,NA,-5.98,-6250,NA,-7.02
-270,NA,-5.81,-6260,NA,-6.73
-280,NA,-5.88,-6270,NA,-5.65
-280,NA,-6.03,-6290,NA,-5.66
-280,NA,-6.03,-6300,NA,-5.21
-280,NA,-5.82,-6310,NA,-6.11
-280,NA,-6.2,-6320,NA,-7
-280,NA,-5.85,-6330,NA,-7.18
-280,NA,-5.99,-6350,NA,-6.57
-290,NA,-6.04,-6370,NA,-6.92
-290,NA,-5.99,-6400,NA,-6.83
-290,NA,-6.03,-6420,NA,-6.53
-290,NA,-5.4,-6440,NA,-5.95
-290,NA,-5.99,-6450,NA,-5.6
-290,NA,-7.1,-6470,NA,-5.9
-300,NA,-7.12,-6480,NA,-6.21
-300,NA,-6.56,-6490,NA,-5.8
-300,NA,-6.89,-6510,NA,-5.46
-300,NA,-6.77,-6520,NA,-5.28
-300,NA,-6.75,-6530,NA,-6.03
-300,NA,-6.9,-6550,NA,-6.23
-300,NA,-6.89,-6560,NA,-6.01
-310,NA,-6.74,-6580,NA,-5.77
-310,NA,-6.8,-6590,NA,-6.28
-310,NA,-6.76,-6600,NA,-5.95
-310,NA,-6.55,-6610,NA,-5.73
-310,NA,-7.54,-6630,NA,-5.8
-310,NA,-6.65,-6650,NA,-5.95
-320,NA,-6.39,-6670,NA,-5.57
-320,NA,-6.32,-6690,NA,-6.44
-320,NA,-6.21,-6710,NA,-5.79
-330,NA,-6.33,-6730,NA,-6.11
-330,NA,-6.33,-6750,NA,-6.37
-340,NA,-6.22,-6770,NA,-6.39
-340,NA,-6.42,-6790,NA,-5.58
-340,NA,-6.37,-6810,NA,-5.37
-350,NA,-6.46,-6830,NA,-5.66
-350,NA,-6.27,-6850,NA,-5.25
-360,NA,-6.64,-6860,NA,-5.09
-360,NA,-6.49,-6880,NA,-6.28
-360,NA,-6.64,-6900,NA,-6.36
-370,NA,-6.39,-6920,NA,-6.01
-370,NA,-6.21,-6940,NA,-5.81
-380,NA,-5.89,-6960,NA,-5.47
-380,NA,-6.04,-6980,NA,-5.54
-380,NA,-6.35,-7000,NA,-4.71
-390,NA,-6.06,-7020,NA,-5.27
-390,NA,-5.81,-7040,NA,-5.28
-400,NA,-5.99,-7060,NA,-5.36
-400,NA,-6.07,-7080,NA,-5.15
-400,NA,-5.85,-7100,NA,-5.98
-410,NA,-6.06,-7110,NA,-6.37
-410,NA,-6.24,-7130,NA,-6.32
-420,NA,-6.21,-7150,NA,-6.63
-420,NA,-6.09,-7170,NA,-6.5
-420,NA,-6.11,-7190,NA,-6.48
-430,NA,-5.82,-7210,NA,-6.68
-440,NA,-5.85,-7230,NA,-6.98
-450,NA,-5.86,-7250,NA,-7.11
-470,NA,-5.86,-7270,NA,-7.26
-480,NA,-6,-7290,NA,-6.88
-490,NA,-5.87,-7310,NA,-6.98
-510,NA,-5.75,-7330,NA,-6.51
-520,NA,-5.35,-7350,NA,-6.28
-540,NA,-5.22,-7360,NA,-6.52
-550,NA,-5.41,-7390,NA,-5.34
-560,NA,-5.77,-7400,NA,-6.32
-580,NA,-6.2,-7420,NA,-6.01
-590,NA,-6.1,-7440,NA,-6.17
-610,NA,-6.26,-7460,NA,-6.24
-620,NA,-5.56,-7480,NA,-5.84
-630,NA,-6.32,-7500,NA,-6.22
-650,NA,-6.16,-7520,NA,-5.93
-660,NA,-6.9,-7540,NA,-5.56
-670,NA,-6.77,-7560,NA,-5.71
-690,NA,-7.17,-7580,NA,-5.86
-700,NA,-7.31,-7600,NA,-5.85
-720,NA,-7.05,-7610,NA,-5.9
-730,NA,-7.54,-7640,NA,-5.99
-750,NA,-7.25,-7650,NA,-5.88
-760,NA,-7.12,-7670,NA,-5.88
-780,NA,-6.37,-7680,NA,-6.09
-800,NA,-5.82,-7680,NA,-6.17
-820,NA,-5.97,-7680,NA,-5.91
-840,NA,-6.31,-7680,NA,-5.61
-860,NA,-6.3,-7690,NA,-5.75
-870,NA,-5.96,-7690,NA,-5.73
-890,NA,-5.9,-7690,NA,-5.43
-910,NA,-5.84,-7690,NA,-5.73
-930,NA,-6.24,-7700,NA,-5.71
-950,NA,-6.28,-7700,NA,-5.78
-960,NA,-5.97,-7700,NA,-5.79
-980,NA,-5.67,-7700,NA,-5.99
-1000,NA,-5.84,-7710,NA,-5.88
-1020,NA,-6.3,-7710,NA,-5.76
-1040,NA,-5.66,-7710,NA,-5.93
-1050,NA,-5.96,-7720,NA,-6.01
-1070,NA,-6.41,-7720,NA,-6.01
-1090,NA,-6.86,-7720,NA,-6.25
-1110,NA,-5.41,-7720,NA,-6.13
-1130,NA,-5.47,-7730,NA,-6.08
-1150,NA,-5.52,-7730,NA,-6.08
-1160,NA,-5.75,-7730,NA,-6.29
-1180,NA,-5.43,-7740,NA,-6.1
-1200,NA,-5.52,-7740,NA,-5.58
-1220,NA,-5.49,-7740,NA,-5.76
-1240,NA,-6.42,-7740,NA,-5.6
-1250,NA,-7.73,-7750,NA,-5.87
-1270,NA,-7.71,-7750,NA,-6.12
-1290,NA,-5.53,-7750,NA,-6.16
-1310,NA,-5.16,-7750,NA,-6
-1330,NA,-5.79,-7760,NA,-5.73
-1340,NA,-5.41,-7780,NA,-5.69
-1360,NA,-5.3,-7800,NA,-6.06
-1380,NA,-5.74,-7820,NA,-5.98
-1400,NA,-5.59,-7840,NA,-6.02
-1420,NA,-6.02,-7860,NA,-5.82
-1430,NA,-6.27,-7880,NA,-5.97
-1450,NA,-5.79,-7900,NA,-6.21
-1470,NA,-5.8,-7920,NA,-6.37
-1490,NA,-6.05,-7940,NA,-6.16
-1510,NA,-6.02,-7960,NA,-6.33
-1530,NA,-5.42,-7980,NA,-6.11
-1540,NA,-6.22,-8000,NA,-6.18
-1560,NA,-6.2,-8020,NA,-6.27
-1580,NA,-5.88,-8040,NA,-6.44
-1600,NA,-5.71,-8060,NA,-6.23
-1610,NA,-5.7,-8080,NA,-6.49
-1630,NA,-5.87,-8100,NA,-6.49
-1650,NA,-5.14,-8140,NA,-6.36
-1690,NA,-5.76,-8160,NA,-6.25
-1720,NA,-5.75,-8180,NA,-6.11
-1760,NA,-5.62,-8200,NA,-6.12
-1790,NA,-6.29,-8220,NA,-6.5
-1830,NA,-5.51,-8250,NA,-6.17
-1860,NA,-6,NA,NA,NA
-1900,NA,-6.18,NA,NA,NA
-1940,NA,-5.71,NA,NA,NA
-1970,NA,-6.16,NA,NA,NA
-2010,NA,-7.09,NA,NA,NA
-2040,NA,-5.88,NA,NA,NA
-2080,NA,-6.46,NA,NA,NA
-2110,NA,-6.01,NA,NA,NA
-2150,NA,-5.85,NA,NA,NA
-2180,NA,-6.11,NA,NA,NA
-2220,NA,-6.03,NA,NA,NA
-2260,NA,-5.96,NA,NA,NA
-2290,NA,-5.21,NA,NA,NA
-2330,NA,-5.8,NA,NA,NA
-2360,NA,-5.7,NA,NA,NA
-2400,NA,-6.1,NA,NA,NA
-2430,NA,-5.32,NA,NA,NA
-2470,NA,-5.06,NA,NA,NA
-2500,NA,-5.33,NA,NA,NA
-2540,NA,-5.32,NA,NA,NA
-2580,NA,-6.05,NA,NA,NA
-2610,NA,-5.14,NA,NA,NA
-2650,NA,-5.7,NA,NA,NA
-2680,NA,-5.4,NA,NA,NA
-2720,NA,-4.74,NA,NA,NA
-2750,NA,-5.47,NA,NA,NA
-2790,NA,-5.25,NA,NA,NA
-2820,NA,-5.26,NA,NA,NA
-2860,NA,-7.4,NA,NA,NA
-2890,NA,-6.68,NA,NA,NA
-2930,NA,-5.19,NA,NA,NA
-2970,NA,-5.71,NA,NA,NA
-2990,NA,-5.95,NA,NA,NA
-3010,NA,-6.11,NA,NA,NA
-3040,NA,-6.1,NA,NA,NA
-3060,NA,-8.34,NA,NA,NA
-3080,NA,-7.39,NA,NA,NA
-3110,NA,-5.75,NA,NA,NA
-3130,NA,-5.33,NA,NA,NA
-3150,NA,-6.2,NA,NA,NA
-3180,NA,-6.62,NA,NA,NA
-3200,NA,-7.25,NA,NA,NA
-3220,NA,-6.93,NA,NA,NA
-3250,NA,-6.06,NA,NA,NA
-3270,NA,-5.44,NA,NA,NA
-3300,NA,-5.83,NA,NA,NA
-3320,NA,-5.67,NA,NA,NA
-3340,NA,-6.47,NA,NA,NA
-3370,NA,-5.73,NA,NA,NA
-3390,NA,-6.39,NA,NA,NA
-3410,NA,-5.17,NA,NA,NA
-3440,NA,-5.44,NA,NA,NA
-3460,NA,-5.13,NA,NA,NA
-3480,NA,-6.84,NA,NA,NA
-3510,NA,-7.57,NA,NA,NA
-3530,NA,-6.09,NA,NA,NA
-3540,NA,-5.17,NA,NA,NA
-3550,NA,-4.87,NA,NA,NA
-3570,NA,-4.62,NA,NA,NA
-3580,NA,-5.04,NA,NA,NA
-3590,NA,-5.08,NA,NA,NA
-3600,NA,-6.05,NA,NA,NA
-3620,NA,-6.57,NA,NA,NA
-3630,NA,-5.83,NA,NA,NA
-3640,NA,-5.64,NA,NA,NA
-3650,NA,-5.48,NA,NA,NA
-3660,NA,-6.25,NA,NA,NA
-3680,NA,-5.82,NA,NA,NA
-3690,NA,-5.63,NA,NA,NA
-3700,NA,-5.69,NA,NA,NA
-3710,NA,-5.92,NA,NA,NA
-3720,NA,-6.55,NA,NA,NA
-3740,NA,-6.7,NA,NA,NA
-3750,NA,-5.72,NA,NA,NA
-3760,NA,-5.69,NA,NA,NA
-3770,NA,-5.72,NA,NA,NA
-3800,NA,-6.04,NA,NA,NA
-3810,NA,-6.24,NA,NA,NA
-3820,NA,-6.15,NA,NA,NA
-3840,NA,-6.17,NA,NA,NA
-3850,NA,-6.39,NA,NA,NA
-3860,NA,-6.28,NA,NA,NA
-3880,NA,-6.23,NA,NA,NA
-3890,NA,-6.01,NA,NA,NA
-3900,NA,-5.38,NA,NA,NA
-3920,NA,-5.69,NA,NA,NA
-3920,NA,-6.03,NA,NA,NA
