year (AD) [1-1],depth (m) [1-1],dD (permil) [1-1],year (AD) [1-2],depth (m) [1-2],dD (permil) [1-2]
NA,NA,NA,1622.1667,112.74,-267.86
NA,NA,NA,1622.0417,112.77,-263.9
NA,NA,NA,1621.8696,112.81,-260.15
NA,NA,NA,1621.7391,112.84,-258.46
NA,NA,NA,1621.6087,112.87,-261.05
NA,NA,NA,1621.4783,112.9,-261.88
NA,NA,NA,1621.3043,112.94,-261.6
NA,NA,NA,1621.1739,112.97,-260.19
NA,NA,NA,1621.0435,113,-259.24
NA,NA,NA,1620.9286,113.03,-259.45
NA,NA,NA,1620.7857,113.07,-264.66
NA,NA,NA,1620.6786,113.1,-272.27
NA,NA,NA,1620.5714,113.13,-281.7
NA,NA,NA,1620.4643,113.16,-290.94
NA,NA,NA,1620.3214,113.2,-289.1
NA,NA,NA,1620.2143,113.23,-284.24
NA,NA,NA,1620.1071,113.26,-280.12
NA,NA,NA,1620,113.29,-275.01
NA,NA,NA,1619.8461,113.33,-271.61
NA,NA,NA,1619.7308,113.36,-269.44
NA,NA,NA,1619.5,113.42,-266.12
NA,NA,NA,1619.3461,113.46,-265.43
NA,NA,NA,1619.2308,113.49,-263.89
NA,NA,NA,1619.1154,113.52,-260.84
NA,NA,NA,1619,113.55,-259.82
NA,NA,NA,1618.8667,113.59,-258.67
NA,NA,NA,1618.7667,113.62,-260.94
NA,NA,NA,1618.6667,113.65,-262.15
NA,NA,NA,1618.5667,113.68,-262.07
NA,NA,NA,1618.4333,113.72,-262.07
NA,NA,NA,1618.3333,113.75,-261.17
NA,NA,NA,1618.2333,113.78,-263.41
NA,NA,NA,1618.1333,113.81,-266.21
NA,NA,NA,1618,113.85,-266.44
NA,NA,NA,1617.875,113.88,-265.27
NA,NA,NA,1617.75,113.91,-255.18
NA,NA,NA,1617.625,113.94,-248.43
NA,NA,NA,1617.4583,113.98,-242.52
NA,NA,NA,1617.3333,114.01,-240.74
NA,NA,NA,1617.2083,114.04,-242.91
NA,NA,NA,1617.0833,114.07,-245.53
NA,NA,NA,1616.9655,114.1,-245.72
NA,NA,NA,1616.8621,114.13,-247.13
NA,NA,NA,1616.7586,114.16,-246.8
NA,NA,NA,1616.6552,114.19,-248.02
NA,NA,NA,1616.5517,114.22,-253.7
NA,NA,NA,1616.4483,114.25,-262.43
NA,NA,NA,1616.3448,114.28,-272.32
NA,NA,NA,1616.2414,114.31,-277
NA,NA,NA,1616.1379,114.34,-280.46
NA,NA,NA,1616.0345,114.37,-278.55
NA,NA,NA,1615.913,114.4,-273.9
NA,NA,NA,1615.7826,114.43,-266.72
NA,NA,NA,1615.6522,114.46,-260.04
NA,NA,NA,1615.5217,114.49,-255.01
NA,NA,NA,1615.3478,114.53,-255.81
NA,NA,NA,1615.2174,114.56,-261.36
NA,NA,NA,1615.087,114.59,-271.07
NA,NA,NA,1614.9643,114.62,-269.61
NA,NA,NA,1614.8571,114.65,-275.04
NA,NA,NA,1614.75,114.68,-263.41
NA,NA,NA,1614.6429,114.71,-260.3
NA,NA,NA,1614.5357,114.74,-259.09
NA,NA,NA,1614.4286,114.77,-265.17
NA,NA,NA,1614.3214,114.8,-274.42
NA,NA,NA,1614.2143,114.83,-276.84
NA,NA,NA,1614.1071,114.86,-276.68
NA,NA,NA,1614,114.89,-273.46
NA,NA,NA,1613.9032,114.92,-270.2
NA,NA,NA,1613.8064,114.95,-268.12
NA,NA,NA,1613.7097,114.98,-268.23
NA,NA,NA,1613.6129,115.01,-273.02
NA,NA,NA,1613.5161,115.04,-274.76
NA,NA,NA,1613.4193,115.07,-279.2
NA,NA,NA,1613.3226,115.1,-277.63
NA,NA,NA,1613.2258,115.13,-274.57
NA,NA,NA,1613.129,115.16,-271.57
NA,NA,NA,1613.0323,115.19,-269.96
NA,NA,NA,1612.9167,115.22,-268.54
NA,NA,NA,1612.7917,115.25,-269.24
NA,NA,NA,1612.6667,115.28,-275.33
NA,NA,NA,1612.5417,115.31,-281.7
NA,NA,NA,1612.4167,115.34,-282.64
NA,NA,NA,1612.2917,115.37,-282.69
NA,NA,NA,1612.1667,115.4,-278.56
NA,NA,NA,1612.0417,115.43,-276.08
NA,NA,NA,1611.9048,115.46,-274.02
NA,NA,NA,1611.7619,115.49,-275.73
NA,NA,NA,1611.5714,115.53,-277.4
NA,NA,NA,1611.4286,115.56,-277.9
NA,NA,NA,1611.2857,115.59,-274.93
NA,NA,NA,1611.1429,115.62,-271.81
NA,NA,NA,1611,115.65,-268.01
NA,NA,NA,1610.88,115.68,-264.47
NA,NA,NA,1610.76,115.71,-264.16
NA,NA,NA,1610.64,115.74,-262.94
NA,NA,NA,1610.52,115.77,-262.1
NA,NA,NA,1610.4,115.8,-259.94
NA,NA,NA,1610.28,115.83,-257.82
NA,NA,NA,1610.04,115.89,-253.27
NA,NA,NA,1609.913,115.92,-254.1
NA,NA,NA,1609.7826,115.95,-260.48
NA,NA,NA,1609.6522,115.98,-268.58
NA,NA,NA,1609.5217,116.01,-272.03
NA,NA,NA,1609.3913,116.04,-271.69
NA,NA,NA,1609.3043,116.06,-269.46
NA,NA,NA,1609.1739,116.09,-265.27
NA,NA,NA,1609.0435,116.12,-263.21
NA,NA,NA,1608.8889,116.15,-264.65
NA,NA,NA,1608.7778,116.17,-270.79
NA,NA,NA,1608.6111,116.2,-276.44
NA,NA,NA,1608.4444,116.23,-279.29
NA,NA,NA,1608.2778,116.26,-278.36
NA,NA,NA,1608.1667,116.28,-280.02
NA,NA,NA,1608,116.31,-283.83
NA,NA,NA,1607.8421,116.34,-287.81
NA,NA,NA,1607.6842,116.37,-294.92
NA,NA,NA,1607.5789,116.39,-297.79
NA,NA,NA,1607.421,116.42,-297.46
NA,NA,NA,1607.2632,116.45,-291.89
NA,NA,NA,1607.1053,116.48,-286.05
NA,NA,NA,1607,116.5,-280.38
NA,NA,NA,1606.88,116.53,-279.13
NA,NA,NA,1606.76,116.56,-280.54
NA,NA,NA,1606.64,116.59,-282.18
NA,NA,NA,1606.56,116.61,-281.65
NA,NA,NA,1606.44,116.64,-266.7
NA,NA,NA,1606.32,116.67,-273.5
NA,NA,NA,1606.2,116.7,-278.69
NA,NA,NA,1606.12,116.72,-255.53
NA,NA,NA,1606,116.75,-250.97
NA,NA,NA,1605.8,116.78,-249.96
NA,NA,NA,1605.6,116.81,-253.6
NA,NA,NA,1605.4667,116.83,-257.31
NA,NA,NA,1605.2667,116.86,-267.23
NA,NA,NA,1605.0667,116.89,-272.22
NA,NA,NA,1604.9333,116.92,-274.5
NA,NA,NA,1604.8667,116.94,-274.92
NA,NA,NA,1604.7667,116.97,-274.89
NA,NA,NA,1604.6667,117,-275.79
NA,NA,NA,1604.5667,117.03,-276.94
NA,NA,NA,1604.4667,117.06,-278.5
NA,NA,NA,1604.3667,117.09,-278.58
NA,NA,NA,1604.2667,117.12,-275.76
NA,NA,NA,1604.1667,117.15,-272.23
NA,NA,NA,1604.0667,117.18,-268.57
NA,NA,NA,1603.963,117.21,-263.97
NA,NA,NA,1603.8518,117.24,-262.09
NA,NA,NA,1603.7407,117.27,-262.5
NA,NA,NA,1603.6296,117.3,-263.48
NA,NA,NA,1603.5185,117.33,-263.8
NA,NA,NA,1603.4074,117.36,-263.22
NA,NA,NA,1603.2963,117.39,-261.56
NA,NA,NA,1603.1852,117.42,-260.61
NA,NA,NA,1603.0741,117.45,-259.41
NA,NA,NA,1602.9697,117.48,-259.84
NA,NA,NA,1602.8788,117.51,-259.91
NA,NA,NA,1602.7879,117.54,-264.53
NA,NA,NA,1602.697,117.57,-268.42
NA,NA,NA,1602.6061,117.6,-271.23
NA,NA,NA,1602.5151,117.63,-272.31
NA,NA,NA,1602.4242,117.66,-273.16
NA,NA,NA,1602.3333,117.69,-275.18
NA,NA,NA,1602.2424,117.72,-282.7
NA,NA,NA,1602.1515,117.75,-288.57
NA,NA,NA,1602.0606,117.78,-292.81
NA,NA,NA,1601.95,117.81,-292.93
NA,NA,NA,1601.8,117.84,-289.94
NA,NA,NA,1601.65,117.87,-285.38
NA,NA,NA,1601.5,117.9,-280.38
NA,NA,NA,1601.35,117.93,-276.14
NA,NA,NA,1601.2,117.96,-272.66
NA,NA,NA,1601,118,-267.46
NA,NA,NA,1600.85,118.03,-262.28
NA,NA,NA,1600.7,118.06,-257.23
NA,NA,NA,1600.55,118.09,-255.45
NA,NA,NA,1600.4,118.12,-252.63
NA,NA,NA,1600.25,118.15,-253.08
NA,NA,NA,1600.1,118.18,-254.92
NA,NA,NA,1599.96,118.21,-259.99
NA,NA,NA,1599.84,118.24,-267.84
NA,NA,NA,1599.72,118.27,-270.83
NA,NA,NA,1599.6,118.3,-269.89
NA,NA,NA,1599.48,118.33,-268.2
NA,NA,NA,1599.36,118.36,-266.48
NA,NA,NA,1599.24,118.39,-263.38
NA,NA,NA,1599.12,118.42,-265.13
NA,NA,NA,1599,118.45,-266.47
NA,NA,NA,1598.88,118.48,-269.22
NA,NA,NA,1598.6,118.55,-267.2
NA,NA,NA,1598.48,118.58,-263.89
NA,NA,NA,1598.36,118.61,-261.44
NA,NA,NA,1598.24,118.64,-259.59
NA,NA,NA,1598.12,118.67,-258.84
NA,NA,NA,1598,118.7,-263.05
NA,NA,NA,1597.9,118.73,-265.4
NA,NA,NA,1597.8,118.76,-267.4
NA,NA,NA,1597.7,118.79,-268.73
NA,NA,NA,1597.6,118.82,-268.15
NA,NA,NA,1597.5,118.85,-265.28
NA,NA,NA,1597.4,118.88,-260.75
NA,NA,NA,1597.3,118.91,-258.47
NA,NA,NA,1597.2,118.94,-255.55
NA,NA,NA,1597.1,118.97,-255.12
NA,NA,NA,1597,119,-257.29
NA,NA,NA,1596.85,119.03,-259.92
NA,NA,NA,1596.7,119.06,-259.87
NA,NA,NA,1596.55,119.09,-257.63
NA,NA,NA,1596.4,119.12,-254.42
NA,NA,NA,1596.25,119.15,-253.91
NA,NA,NA,1596.1,119.18,-254.81
NA,NA,NA,1595.9615,119.21,-256.95
NA,NA,NA,1595.8461,119.24,-263.06
NA,NA,NA,1595.7308,119.27,-270.74
NA,NA,NA,1595.6154,119.3,-271.72
NA,NA,NA,1595.5,119.33,-271.72
NA,NA,NA,1595.3846,119.36,-268.65
NA,NA,NA,1595.2692,119.39,-262.8
NA,NA,NA,1595.1538,119.42,-262.57
NA,NA,NA,1595.0385,119.45,-265.55
NA,NA,NA,1594.9048,119.48,-268.34
NA,NA,NA,1594.7143,119.52,-271.49
NA,NA,NA,1594.5714,119.55,-269.11
NA,NA,NA,1594.4286,119.58,-265.61
NA,NA,NA,1594.2857,119.61,-261.19
NA,NA,NA,1594.1429,119.64,-257.71
NA,NA,NA,1594,119.67,-257.8
NA,NA,NA,1593.8636,119.7,-260.75
NA,NA,NA,1593.7273,119.73,-268.84
NA,NA,NA,1593.5909,119.76,-277.27
NA,NA,NA,1593.4545,119.79,-278.83
NA,NA,NA,1593.3182,119.82,-285.03
NA,NA,NA,1593.1818,119.85,-284.67
NA,NA,NA,1593.0454,119.88,-283.65
NA,NA,NA,1592.8182,119.91,-283.58
NA,NA,NA,1592.5454,119.94,-286.84
NA,NA,NA,1592.2727,119.97,-289.48
NA,NA,NA,1592,120,-287.89
NA,NA,NA,1591.9,120.03,-283.77
NA,NA,NA,1591.8,120.06,-277.84
NA,NA,NA,1591.7,120.09,-269.9
NA,NA,NA,1591.6,120.12,-264.9
NA,NA,NA,1591.5,120.15,-262.41
NA,NA,NA,1591.4,120.18,-263.02
NA,NA,NA,1591.3,120.21,-267.69
NA,NA,NA,1591.2,120.24,-279.1
NA,NA,NA,1591.1,120.27,-291.14
NA,NA,NA,1591,120.3,-294.43
NA,NA,NA,1590.8696,120.33,-295.7
NA,NA,NA,1590.7391,120.36,-292.39
NA,NA,NA,1590.6087,120.39,-285.06
NA,NA,NA,1590.4783,120.42,-280.63
NA,NA,NA,1590.3478,120.45,-276.94
NA,NA,NA,1590.2174,120.48,-276.55
NA,NA,NA,1590.087,120.51,-282.25
NA,NA,NA,1589.9655,120.54,-283.66
NA,NA,NA,1589.8621,120.57,-285.38
NA,NA,NA,1589.7586,120.6,-278.53
NA,NA,NA,1589.6552,120.63,-266.39
NA,NA,NA,1589.5517,120.66,-257.6
NA,NA,NA,1589.4483,120.69,-249.8
NA,NA,NA,1589.3448,120.72,-246.64
NA,NA,NA,1589.2414,120.75,-253.28
NA,NA,NA,1589.1379,120.78,-263.15
NA,NA,NA,1589.0345,120.81,-273.57
NA,NA,NA,1588.9474,120.84,-279.18
NA,NA,NA,1588.8684,120.87,-283.34
NA,NA,NA,1588.7895,120.9,-282.71
NA,NA,NA,1588.7105,120.93,-281.52
NA,NA,NA,1588.6316,120.96,-279.68
NA,NA,NA,1588.5263,121,-276.85
NA,NA,NA,1588.4474,121.03,-276.75
NA,NA,NA,1588.3684,121.06,-275.25
NA,NA,NA,1588.2895,121.09,-274.76
NA,NA,NA,1588.2105,121.12,-271.21
NA,NA,NA,1588.1316,121.15,-267.26
NA,NA,NA,1588.0526,121.18,-264.34
NA,NA,NA,1587.9643,121.21,-262.87
NA,NA,NA,1587.8571,121.24,-264.96
NA,NA,NA,1587.75,121.27,-271.88
NA,NA,NA,1587.6429,121.3,-282.48
NA,NA,NA,1587.5357,121.33,-282.92
NA,NA,NA,1587.4286,121.36,-282.2
NA,NA,NA,1587.3214,121.39,-278.02
NA,NA,NA,1587.2143,121.42,-271.45
NA,NA,NA,1587.1071,121.45,-265.47
NA,NA,NA,1586.9565,121.49,-263.2
NA,NA,NA,1586.8261,121.52,-264.04
NA,NA,NA,1586.6956,121.55,-270.54
NA,NA,NA,1586.5652,121.58,-276.69
NA,NA,NA,1586.4348,121.61,-278.04
NA,NA,NA,1586.3043,121.64,-275.64
NA,NA,NA,1586.1739,121.67,-270.97
NA,NA,NA,1586.0435,121.7,-265.5
NA,NA,NA,1585.913,121.73,-261.33
NA,NA,NA,1585.7826,121.76,-261.66
NA,NA,NA,1585.6522,121.79,-266.12
NA,NA,NA,1585.5217,121.82,-269.97
NA,NA,NA,1585.3913,121.85,-270.15
NA,NA,NA,1585.2609,121.88,-268.96
NA,NA,NA,1585.1304,121.91,-266.02
NA,NA,NA,1584.9643,121.95,-264.52
NA,NA,NA,1584.8571,121.98,-265.26
NA,NA,NA,1584.75,122.01,-265.63
NA,NA,NA,1584.6429,122.04,-266.44
NA,NA,NA,1584.5357,122.07,-264.16
NA,NA,NA,1584.4286,122.1,-262.62
NA,NA,NA,1584.3214,122.13,-260.36
NA,NA,NA,1584.2143,122.16,-259.91
NA,NA,NA,1584.1071,122.19,-261.6
NA,NA,NA,1583.8333,122.25,-274.2
NA,NA,NA,1583.6667,122.28,-281.92
NA,NA,NA,1583.5,122.31,-285.06
NA,NA,NA,1583.3333,122.34,-284.83
NA,NA,NA,1583.1667,122.37,-282.07
NA,NA,NA,1583,122.4,-276.59
NA,NA,NA,1582.9062,122.43,-272.71
NA,NA,NA,1582.8125,122.46,-270.22
NA,NA,NA,1582.6875,122.5,-271.8
NA,NA,NA,1582.5937,122.53,-276.54
NA,NA,NA,1582.5,122.56,-280.96
NA,NA,NA,1582.4062,122.59,-280.17
NA,NA,NA,1582.3125,122.62,-275.78
NA,NA,NA,1582.2187,122.65,-269.75
NA,NA,NA,1582.125,122.68,-266.34
NA,NA,NA,1582.0312,122.71,-265.4
NA,NA,NA,1581.9091,122.74,-267.34
NA,NA,NA,1581.7727,122.77,-271.32
NA,NA,NA,1581.6364,122.8,-273.27
NA,NA,NA,1581.5,122.83,-271.46
NA,NA,NA,1581.3636,122.86,-265.78
NA,NA,NA,1581.2273,122.89,-262.65
NA,NA,NA,1581.0909,122.92,-259.76
NA,NA,NA,1580.9524,122.95,-260.22
NA,NA,NA,1580.8571,122.97,-264.39
NA,NA,NA,1580.7143,123,-273.03
NA,NA,NA,1580.5714,123.03,-278.45
NA,NA,NA,1580.4286,123.06,-281.37
NA,NA,NA,1580.2857,123.09,-281.25
NA,NA,NA,1580.1429,123.12,-275.97
NA,NA,NA,1580,123.15,-268.18
NA,NA,NA,1579.8636,123.18,-261.96
NA,NA,NA,1579.7273,123.21,-257.99
NA,NA,NA,1579.5909,123.24,-258.18
NA,NA,NA,1579.4545,123.27,-261.36
NA,NA,NA,1579.3182,123.3,-265.88
NA,NA,NA,1579.1818,123.33,-270.16
NA,NA,NA,1579.0454,123.36,-272.06
NA,NA,NA,1578.9394,123.39,-271.2
NA,NA,NA,1578.8485,123.42,-270.94
NA,NA,NA,1578.7576,123.45,-271.78
NA,NA,NA,1578.5454,123.52,-279.46
NA,NA,NA,1578.4545,123.55,-286.65
NA,NA,NA,1578.2727,123.61,-284.96
NA,NA,NA,1578.1818,123.64,-279.82
NA,NA,NA,1578.0909,123.67,-274.38
NA,NA,NA,1578,123.7,-264.39
NA,NA,NA,1577.9091,123.73,-262.65
NA,NA,NA,1577.8182,123.76,-269.02
NA,NA,NA,1577.7273,123.79,-275.83
NA,NA,NA,1577.6364,123.82,-281.17
NA,NA,NA,1577.5454,123.85,-280.52
NA,NA,NA,1577.4545,123.88,-273.99
NA,NA,NA,1577.3636,123.91,-265.68
NA,NA,NA,1577.2727,123.94,-255.63
NA,NA,NA,1577.1818,123.97,-248.72
NA,NA,NA,1577.0909,124,-246
NA,NA,NA,1577,124.03,-252.26
NA,NA,NA,1576.7857,124.06,-260.22
NA,NA,NA,1576.5714,124.09,-267.42
NA,NA,NA,1576.3571,124.12,-272.14
NA,NA,NA,1576.1429,124.15,-271.85
NA,NA,NA,1575.9583,124.18,-267.54
NA,NA,NA,1575.8333,124.21,-265.05
NA,NA,NA,1575.7083,124.24,-261.29
NA,NA,NA,1575.5833,124.27,-259.99
NA,NA,NA,1575.4583,124.3,-261.63
NA,NA,NA,1575.3333,124.33,-262.21
NA,NA,NA,1575.2083,124.36,-262.27
NA,NA,NA,1575.0833,124.39,-260.98
NA,NA,NA,1574.9655,124.42,-258.34
NA,NA,NA,1574.8621,124.45,-254.53
NA,NA,NA,1574.7586,124.48,-252.68
NA,NA,NA,1574.6552,124.51,-254.25
NA,NA,NA,1574.5517,124.54,-260.42
NA,NA,NA,1574.4483,124.57,-269.54
NA,NA,NA,1574.3448,124.6,-275.62
NA,NA,NA,1574.2414,124.63,-276.42
NA,NA,NA,1574.1379,124.66,-273.82
NA,NA,NA,1574.0345,124.69,-270.99
NA,NA,NA,1573.92,124.72,-267.63
NA,NA,NA,1573.8,124.75,-266.38
NA,NA,NA,1573.68,124.78,-268.49
NA,NA,NA,1573.56,124.81,-272.33
NA,NA,NA,1573.44,124.84,-274.95
NA,NA,NA,1573.32,124.87,-272.69
NA,NA,NA,1573.2,124.9,-267.6
NA,NA,NA,1573.08,124.93,-263.99
NA,NA,NA,1572.9444,124.96,-261.17
NA,NA,NA,1572.7778,124.99,-264.54
NA,NA,NA,1572.5556,125.03,-270.81
NA,NA,NA,1572.3889,125.06,-276.7
NA,NA,NA,1572.2222,125.09,-279.38
NA,NA,NA,1572.0556,125.12,-277.86
NA,NA,NA,1571.9167,125.15,-274.49
NA,NA,NA,1571.7917,125.18,-270.67
NA,NA,NA,1571.6667,125.21,-267.55
NA,NA,NA,1571.5417,125.24,-267.69
NA,NA,NA,1571.4167,125.27,-272.86
NA,NA,NA,1571.2917,125.3,-279.75
NA,NA,NA,1571.1667,125.33,-282.67
NA,NA,NA,1571.0417,125.36,-284.46
NA,NA,NA,1570.9091,125.39,-287.04
NA,NA,NA,1570.7727,125.42,-289.19
NA,NA,NA,1570.6364,125.45,-293.15
NA,NA,NA,1570.5,125.48,-296.11
NA,NA,NA,1570.3636,125.51,-294.43
NA,NA,NA,1570.2273,125.54,-286.98
NA,NA,NA,1570.0909,125.57,-280.08
NA,NA,NA,1569.9615,125.6,-273.16
NA,NA,NA,1569.8461,125.63,-266.68
NA,NA,NA,1569.7308,125.66,-264.27
NA,NA,NA,1569.6154,125.69,-263.74
NA,NA,NA,1569.5,125.72,-267.41
NA,NA,NA,1569.3846,125.75,-267.99
NA,NA,NA,1569.2692,125.78,-267.74
NA,NA,NA,1569.1538,125.81,-270.39
NA,NA,NA,1569.0385,125.84,-270.56
NA,NA,NA,1568.9048,125.87,-269.86
NA,NA,NA,1568.7619,125.9,-285.39
NA,NA,NA,1568.619,125.93,-289.27
NA,NA,NA,1568.4762,125.96,-288.63
NA,NA,NA,1568.2857,126,-284.65
NA,NA,NA,1568.1429,126.03,-277.23
NA,NA,NA,1568,126.06,-272.02
NA,NA,NA,1567.9,126.09,-269.33
NA,NA,NA,1567.8,126.12,-271.95
NA,NA,NA,1567.7,126.15,-277.46
NA,NA,NA,1567.6,126.18,-283.92
NA,NA,NA,1567.5,126.21,-286.77
NA,NA,NA,1567.4,126.24,-286.01
NA,NA,NA,1567.3,126.27,-284.09
NA,NA,NA,1567.2,126.3,-283.57
NA,NA,NA,1567.1,126.33,-284.77
NA,NA,NA,1567,126.36,-288.8
NA,NA,NA,1566.8421,126.39,-295.47
NA,NA,NA,1566.6842,126.42,-296.72
NA,NA,NA,1566.5263,126.45,-294.24
NA,NA,NA,1566.3684,126.48,-287.97
NA,NA,NA,1566.1579,126.52,-281.98
NA,NA,NA,1566,126.55,-276.14
NA,NA,NA,1565.88,126.58,-277.38
NA,NA,NA,1565.76,126.61,-281.92
NA,NA,NA,1565.64,126.64,-286.29
NA,NA,NA,1565.52,126.67,-285.94
NA,NA,NA,1565.4,126.7,-282.7
NA,NA,NA,1565.28,126.73,-277.57
NA,NA,NA,1565.16,126.76,-271.74
NA,NA,NA,1565.04,126.79,-266.81
NA,NA,NA,1564.8947,126.82,-265.74
NA,NA,NA,1564.7368,126.85,-267.6
NA,NA,NA,1564.5789,126.88,-271.5
NA,NA,NA,1564.421,126.91,-272.87
NA,NA,NA,1564.2632,126.94,-274.55
NA,NA,NA,1564.1053,126.97,-276.02
NA,NA,NA,1563.9524,127,-277.07
NA,NA,NA,1563.8095,127.03,-279.11
NA,NA,NA,1563.6667,127.06,-277.22
NA,NA,NA,1563.5238,127.09,-271.77
NA,NA,NA,1563.3809,127.12,-266.16
NA,NA,NA,1563.2381,127.15,-260.49
NA,NA,NA,1563.0952,127.18,-258.3
NA,NA,NA,1562.963,127.21,-260.89
NA,NA,NA,1562.8518,127.24,-268.61
NA,NA,NA,1562.7778,127.26,-273.6
NA,NA,NA,1562.6667,127.29,-276.2
NA,NA,NA,1562.5556,127.32,-271
NA,NA,NA,1562.4444,127.35,-271.9
NA,NA,NA,1562.3333,127.38,-268.38
NA,NA,NA,1562.2222,127.41,-265.93
NA,NA,NA,1562.1111,127.44,-265.72
NA,NA,NA,1562,127.47,-267.55
NA,NA,NA,1561.7692,127.5,-268.01
NA,NA,NA,1561.5385,127.53,-270.44
NA,NA,NA,1561.3077,127.56,-269.46
NA,NA,NA,1561.0769,127.59,-270.98
NA,NA,NA,1560.9259,127.62,-274.09
NA,NA,NA,1560.8148,127.65,-279.18
NA,NA,NA,1560.7037,127.68,-285.05
NA,NA,NA,1560.5926,127.71,-292.09
NA,NA,NA,1560.4815,127.74,-292.29
NA,NA,NA,1560.4074,127.76,-286.76
NA,NA,NA,1560.2963,127.79,-278.61
NA,NA,NA,1560.1852,127.82,-270.25
NA,NA,NA,1560.0741,127.85,-261.81
NA,NA,NA,1559.9286,127.88,-259.02
NA,NA,NA,1559.7143,127.91,-256.46
NA,NA,NA,1559.5,127.94,-256.19
NA,NA,NA,1559.2857,127.97,-257.46
NA,NA,NA,1559.0714,128,-258.11
NA,NA,NA,1558.8823,128.03,-259.05
NA,NA,NA,1558.7059,128.06,-256.8
NA,NA,NA,1558.5294,128.09,-255.67
NA,NA,NA,1558.3529,128.12,-255.44
NA,NA,NA,1558.1765,128.15,-256.54
NA,NA,NA,1557.95,128.19,-259.19
NA,NA,NA,1557.8,128.22,-262.64
NA,NA,NA,1557.65,128.25,-263.14
NA,NA,NA,1557.5,128.28,-261.5
NA,NA,NA,1557.35,128.31,-259.63
NA,NA,NA,1557.2,128.34,-256.8
NA,NA,NA,1557.05,128.37,-255.44
NA,NA,NA,1556.913,128.4,-256.98
NA,NA,NA,1556.7826,128.43,-261.24
NA,NA,NA,1556.6522,128.46,-265.42
NA,NA,NA,1556.4783,128.5,-273.78
NA,NA,NA,1556.3478,128.53,-276.39
NA,NA,NA,1556.2174,128.56,-275.87
NA,NA,NA,1556.087,128.59,-271.96
NA,NA,NA,1555.96,128.62,-265.78
NA,NA,NA,1555.84,128.65,-259.38
NA,NA,NA,1555.72,128.68,-256.2
NA,NA,NA,1555.6,128.71,-255.74
NA,NA,NA,1555.48,128.74,-259.57
NA,NA,NA,1555.36,128.77,-262.88
NA,NA,NA,1555.24,128.8,-264.09
NA,NA,NA,1555.08,128.84,-263.43
NA,NA,NA,1554.9643,128.87,-263.55
NA,NA,NA,1554.8571,128.9,-267.35
NA,NA,NA,1554.75,128.93,-270.86
NA,NA,NA,1554.6429,128.96,-271.63
NA,NA,NA,1554.5357,128.99,-270.74
NA,NA,NA,1554.4643,129.01,-268.24
NA,NA,NA,1554.3571,129.04,-266.92
NA,NA,NA,1554.25,129.07,-263.49
NA,NA,NA,1554.1429,129.1,-259.62
NA,NA,NA,1554.0357,129.13,-258.65
NA,NA,NA,1553.9167,129.16,-254.6
NA,NA,NA,1553.7917,129.19,-253.54
NA,NA,NA,1553.6667,129.22,-253.08
NA,NA,NA,1553.5417,129.25,-252.65
NA,NA,NA,1553.4167,129.28,-252.07
NA,NA,NA,1553.2917,129.31,-254.13
NA,NA,NA,1553.1667,129.34,-255.12
NA,NA,NA,1553.0417,129.37,-256.21
NA,NA,NA,1552.9167,129.4,-259.96
NA,NA,NA,1552.7917,129.43,-263.87
NA,NA,NA,1552.6667,129.46,-268.4
NA,NA,NA,1552.5417,129.49,-270.19
NA,NA,NA,1552.4167,129.52,-269.41
NA,NA,NA,1552.2917,129.55,-263.86
NA,NA,NA,1552.1667,129.58,-258.62
NA,NA,NA,1552.0417,129.61,-254.03
NA,NA,NA,1551.8823,129.64,-253.05
NA,NA,NA,1551.7059,129.67,-259.49
NA,NA,NA,1551.5294,129.7,-263.92
NA,NA,NA,1551.3529,129.73,-267.03
NA,NA,NA,1551.1765,129.76,-267.06
NA,NA,NA,1551,129.79,-265.25
NA,NA,NA,1550.9143,129.82,-262.17
NA,NA,NA,1550.8286,129.85,-258.13
NA,NA,NA,1550.7429,129.88,-254.6
NA,NA,NA,1550.6571,129.91,-254.82
NA,NA,NA,1550.5714,129.94,-257.37
NA,NA,NA,1550.4857,129.97,-263.58
NA,NA,NA,1550.4,130,-266.59
NA,NA,NA,1550.3143,130.03,-266.49
NA,NA,NA,1550.2286,130.06,-264.83
NA,NA,NA,1550.1429,130.09,-263.4
NA,NA,NA,1550.0571,130.12,-261.27
NA,NA,NA,1549.9545,130.15,-264.78
NA,NA,NA,1549.8182,130.18,-272.66
NA,NA,NA,1549.6818,130.21,-279.48
NA,NA,NA,1549.5454,130.24,-282.66
NA,NA,NA,1549.4091,130.27,-281.08
NA,NA,NA,1549.2727,130.3,-278.13
NA,NA,NA,1549.1364,130.33,-274.73
NA,NA,NA,1549,130.36,-273.62
NA,NA,NA,1548.8846,130.39,-276.24
NA,NA,NA,1548.7692,130.42,-284.07
NA,NA,NA,1548.6538,130.45,-288.79
NA,NA,NA,1548.5385,130.48,-289.81
NA,NA,NA,1548.3846,130.52,-287.45
NA,NA,NA,1548.2692,130.55,-282.41
NA,NA,NA,1548.1538,130.58,-278.79
NA,NA,NA,1548.0385,130.61,-277.94
NA,NA,NA,1547.9167,130.64,-280.07
NA,NA,NA,1547.7917,130.67,-283.83
NA,NA,NA,1547.6667,130.7,-287.89
NA,NA,NA,1547.5417,130.73,-289.34
