year (AD) [1-1],d18O (permil) [1-1],year (AD) [2-1],d18O (permil) [2-1]
1962.5,-3.998,1948.84,-3.85
1962.67,-4.525,1949.01,-4
1962.84,-3.894,1949.17,-3.95
1963,-4.013,1949.3,-4.05
1963.17,-3.723,1949.44,-4.11
1963.25,-4.029,1949.59,-3.9
1963.33,-3.846,1949.73,-4.21
1963.42,-3.786,1949.88,-3.94
1963.5,-4.035,1950.02,-4.2
1963.59,-4.13,1950.17,-3.83
1963.67,-4.284,1950.26,-4.09
1963.75,-4.337,1950.35,-4.23
1963.84,-4.02,1950.44,-4.02
1964,-4.17,1950.53,-4.65
1964.09,-4.181,1950.62,-4.08
1964.17,-4.001,1950.72,-3.88
1964.27,-4.143,1950.81,-3.97
1964.37,-3.89,1950.9,-3.96
1964.47,-4.314,1950.99,-4.01
1964.57,-4.514,1951.08,-3.98
1964.67,-4.341,1951.17,-3.7
1964.77,-4.185,1951.23,-3.79
1964.88,-4.279,1951.3,-3.93
1965.17,-3.551,1951.56,-3.87
1965.27,-3.764,1951.63,-3.91
1965.37,-3.773,1951.83,-4.09
1965.47,-3.853,1951.96,-3.94
1965.57,-3.898,1952.17,-3.84
1965.77,-4.145,1952.29,-4.01
1965.88,-4.3,1952.42,-4.32
1965.98,-4.235,1952.54,-4.01
1966.08,-3.97,1952.67,-4.07
1966.17,-3.781,1952.79,-4.31
1966.28,-3.891,1952.92,-4.16
1966.61,-4.3,1953.04,-4.16
1966.72,-4.143,1953.17,-3.94
1966.84,-3.889,1953.28,-4.12
1966.94,-4.186,1953.39,-4.21
1967.06,-4.073,1953.5,-4.3
1967.27,-3.819,1953.61,-4.32
1967.37,-3.919,1953.72,-4.11
1967.47,-4.092,1953.84,-4.19
1967.57,-4.076,1953.94,-4.04
1967.67,-4.184,1954.06,-3.78
1967.77,-4.379,1954.17,-3.75
1967.88,-4.211,1954.33,-3.97
1967.97,-4.314,1954.5,-4.07
1968.08,-4.337,1954.67,-4.11
1968.17,-3.871,1954.84,-4.14
1968.26,-3.795,1955,-4.28
1968.35,-3.936,1955.17,-3.86
1968.44,-3.589,1955.3,-3.75
1968.53,-3.788,1955.59,-3.72
1968.63,-3.699,1955.73,-4.06
1968.72,-3.6,1956.17,-3.71
1968.81,-4.164,1956.26,-3.9
1968.9,-4.067,1956.35,-3.92
1968.99,-4.241,1956.53,-3.86
1969.08,-3.827,1956.63,-4.23
1969.17,-3.714,1956.72,-4.39
1969.27,-3.952,1956.81,-4.42
1969.37,-3.938,1956.9,-3.94
1969.57,-4.213,1956.99,-3.94
1969.67,-3.978,1957.08,-3.78
1969.77,-4.153,1957.17,-3.72
1969.88,-4.314,1957.3,-3.85
1969.98,-4.184,1957.44,-3.94
1970.08,-4.159,1957.59,-3.77
1970.17,-3.862,1957.73,-3.87
1970.28,-3.981,1957.88,-3.81
1970.39,-3.923,1958.02,-3.79
1970.5,-4.001,1958.17,-3.63
1970.61,-4.078,1958.33,-3.74
1970.72,-4.117,1958.5,-3.62
1970.84,-4.169,1958.67,-3.83
1970.94,-4.251,1958.84,-3.95
1971.06,-4.131,1959,-3.79
1971.17,-3.877,1959.17,-3.76
1971.26,-3.889,1959.33,-4.09
1971.35,-3.905,1959.5,-3.9
1971.44,-3.929,1959.67,-3.73
1971.53,-4.012,1960,-3.58
1971.62,-3.993,1960.17,-3.47
1971.72,-4.085,1960.42,-3.83
1971.81,-4.187,1960.67,-3.92
1971.9,-4.25,1960.92,-3.92
1971.99,-4.37,1961.17,-3.8
1972.08,-4.232,1961.26,-3.91
1972.17,-4.124,1961.35,-4.25
1972.24,-4.091,1961.44,-4.05
1972.31,-4.245,1961.53,-3.95
1972.38,-4.187,1961.72,-3.95
1972.45,-3.946,1961.81,-3.96
1972.52,-4.564,1961.9,-4.05
1972.6,-4.317,1961.99,-4.07
1972.67,-4.181,1962.08,-4.07
1972.74,-4.182,1962.17,-4.04
1972.81,-4.494,1962.39,-4.1
1972.88,-4.387,1962.5,-3.94
1972.95,-4.294,1962.61,-4.19
1973.02,-4.175,1962.72,-4.04
1973.1,-4.04,1962.84,-4.15
1973.17,-3.79,1962.94,-4.14
1973.26,-4.025,1963.06,-4.36
1973.35,-4.166,1963.17,-3.99
1973.44,-4.115,1963.29,-3.95
1973.53,-4.133,1963.42,-4.03
1973.63,-4.32,1963.54,-3.93
1973.72,-4.067,1963.67,-4.07
1973.81,-4.206,1963.79,-3.84
1973.9,-4.215,1963.92,-3.97
1973.99,-4.234,1964.04,-3.93
1974.08,-4.182,1964.17,-3.86
1974.17,-3.935,1964.34,-4
1974.25,-3.917,1964.5,-3.89
1974.33,-3.71,1964.67,-4.17
1974.42,-3.849,1964.84,-4.27
1974.5,-3.802,1965.01,-4.25
1974.59,-3.989,1965.17,-3.93
1974.67,-3.877,1965.33,-3.95
1974.75,-4.133,1965.5,-4.09
1974.84,-4.217,1965.67,-4.1
1974.92,-4.043,1965.84,-3.89
1975,-3.986,1966.01,-4.12
1975.09,-3.955,1966.17,-3.88
1975.17,-3.702,1966.3,-4.113
1975.27,-3.667,1966.44,-4.298
1975.37,-3.721,1966.59,-4.103
1975.47,-3.758,1966.73,-4.1
1975.57,-3.948,1966.88,-4.075
1975.67,-3.983,1967.02,-4.112
1975.77,-3.716,1967.17,-4.036
1975.88,-3.948,1967.33,-4.262
1975.97,-4.01,1967.5,-4.373
1976.08,-4.035,1967.67,-4.094
1976.17,-3.832,1967.84,-4.006
1976.29,-3.822,1968,-4.08
1976.42,-4.181,1968.17,-3.892
1976.54,-3.881,1968.29,-4.149
1976.67,-3.997,1968.42,-4.092
1976.79,-4.175,1968.54,-4.045
1976.92,-4.232,1968.79,-4.044
1977.04,-3.999,1968.92,-4.085
1977.17,-3.871,1969.04,-3.987
1977.3,-4.076,1969.17,-3.92
1977.44,-4.043,1969.45,-4.386
1977.59,-4.204,1969.62,-4.045
1977.88,-4.359,1969.87,-4.049
1978.02,-4.439,1970.05,-4.082
1978.17,-4.202,1970.17,-3.864
1978.25,-4.364,1970.42,-4.535
1978.42,-3.974,1970.54,-4.132
1978.67,-3.868,1970.67,-4.061
1978.75,-4.028,1970.79,-3.962
1978.92,-4.069,1970.92,-4.142
1979.01,-4.104,1971.04,-4.003
1979.09,-3.971,1971.17,-4
1979.17,-3.904,1971.3,-4.348
1979.45,-4.053,1971.44,-4.167
1979.85,-3.906,1971.59,-3.92
1980.05,-3.861,1971.73,-3.822
1980.17,-3.745,1971.88,-3.968
1980.31,-999,1972.02,-3.883
1980.45,-3.915,1972.17,-3.812
1980.59,-4.144,1972.29,-3.945
1980.74,-4.259,1972.42,-4.126
1980.88,-4.044,1972.54,-4.034
1981.03,-4.416,1972.67,-4.107
1981.17,-4.267,1972.79,-4.191
1981.34,-4.663,1972.92,-4.03
1981.5,-4.255,1973.04,-4.144
1981.67,-4.488,1973.17,-3.877
1981.84,-4.347,1973.3,-4.034
1982.01,-4.192,1973.44,-4.163
1982.17,-3.981,1973.59,-4.034
1982.26,-4.371,1973.73,-4.063
1982.35,-4.445,1973.88,-4.02
1982.44,-4.198,1974.02,-4.142
1982.53,-3.989,1974.17,-3.921
1982.62,-4.136,1974.27,-3.824
1982.72,-4.135,1974.37,-3.81
1982.99,-4.202,1974.47,-3.962
1983.08,-4.092,1974.57,-4.004
1983.17,-3.869,1974.67,-4.091
1983.26,-3.903,1974.77,-4.056
1983.35,-3.953,1974.88,-4.153
1983.44,-3.943,1974.97,-4.219
1983.53,-4.235,1975.08,-4.109
1983.62,-3.798,1975.17,-4.28
1983.72,-3.964,1975.29,-4.145
1983.81,-4.125,1975.42,-3.688
1983.9,-4.124,1975.54,-3.769
1983.99,-4.223,1975.67,-4.009
1984.08,-3.936,1975.79,-4.015
1984.17,-3.841,1975.92,-4.052
1984.28,-4.02,1976.04,-4.037
1984.39,-4.059,1976.17,-3.937
1984.5,-3.895,1976.29,-3.992
1984.61,-3.952,1976.42,-3.837
1984.72,-4.085,1976.54,-3.523
1984.84,-4.003,1976.67,-3.523
1984.95,-3.88,1976.79,-3.638
1985.06,-3.856,1976.92,-3.888
1985.17,-3.738,1977.04,-3.9
1985.34,-3.974,1977.17,-3.557
1985.5,-4.102,1977.28,-3.467
1985.67,-4.207,1977.39,-3.751
1985.84,-4.007,1977.5,-3.716
1986.01,-3.874,1977.61,-4.036
1986.17,-3.696,1977.72,-4.144
1986.26,-3.718,1977.95,-4.209
1986.35,-3.631,1978.17,-3.939
1986.44,-3.829,1978.45,-4.361
1986.53,-3.952,1978.62,-4.398
1986.62,-3.806,1978.87,-4.249
1986.72,-3.706,1979.05,-4.104
1986.81,-3.857,1979.17,-3.708
1986.99,-4.017,1979.33,-4.212
1987.17,-3.744,1979.5,-3.928
1987.29,-3.948,1979.67,-3.883
1987.42,-3.95,1979.84,-4.36
1987.54,-4.029,1980,-4.498
1987.67,-3.853,1980.17,-4.188
1987.79,-3.89,1980.42,-4.372
1987.92,-3.997,1980.67,-4.377
1988.04,-3.971,1980.92,-4.216
1988.17,-3.807,1981.17,-3.875
1988.31,-4.009,1981.26,-3.909
1988.59,-4.177,1981.35,-4.084
1988.74,-3.848,1981.44,-4.112
1988.88,-3.918,1981.53,-4.426
1989.03,-3.831,1981.63,-4.381
1989.17,-3.719,1981.72,-4.2
1989.28,-3.797,1981.81,-4.164
1989.39,-3.744,1981.9,-4.041
1989.5,-4.129,1981.99,-4.149
1989.61,-3.85,1982.08,-4.053
1989.72,-4.211,1982.17,-3.867
1989.84,-4.035,1982.29,-4.332
1989.95,-4.049,1982.42,-4.29
1990.06,-3.974,1982.54,-4.282
1990.17,-3.879,1982.67,-4.207
1990.3,-4.15,1982.79,-4.025
1990.44,-4.095,1982.92,-4.255
1990.59,-3.973,1983.04,-4.342
1990.73,-4.053,1983.17,-4.219
1990.88,-3.964,1983.29,-4.254
1991.02,-3.84,1983.42,-4.431
1991.17,-3.808,1983.54,-4.256
1991.29,-3.962,1983.67,-4.233
1991.42,-4.247,1983.79,-4.026
1991.54,-4.209,1983.92,-3.927
1991.67,-4.28,1984.04,-4.056
1991.79,-3.865,1984.17,-4.095
1991.92,-3.977,1984.28,-4.147
1992.04,-4.095,1984.39,-4.058
1992.17,-4.081,1984.5,-4.431
1992.45,-4.182,1984.61,-4.298
1992.59,-3.836,1984.72,-4.26
1992.74,-4.02,1984.84,-4.136
1992.88,-4.072,1984.95,-3.799
1993.03,-3.998,1985.06,-4.275
1993.17,-4.118,1985.17,-3.922
1993.45,-4.346,1985.29,-4.083
1993.65,-4.534,1985.42,-4.355
1993.85,-4.189,1985.54,-4.24
1994.05,-4.002,1985.67,-4.147
1994.17,-3.854,1985.79,-4.294
1994.33,-4.016,1985.92,-4.079
1994.5,-4.052,1986.04,-4.018
1994.67,-3.708,1986.17,-3.855
1994.84,-4.011,1986.26,-4.019
1995.01,-3.926,1986.35,-4.309
1995.17,-3.749,1986.44,-3.929
1995.42,-3.68,1986.53,-4.237
1995.67,-4.067,1986.62,-3.89
1995.92,-3.69,1986.72,-3.812
1996.17,-3.439,1986.81,-3.836
1996.34,-3.553,1986.9,-4.033
1996.67,-3.76,1986.99,-4.216
1996.84,-3.549,1987.08,-4.351
1997.01,-3.721,1987.17,-4.176
1997.17,-3.501,1987.45,-4.11
1997.34,-3.521,1987.62,-4.323
1997.5,-3.611,1987.87,-4.264
1997.67,-3.411,1988.05,-3.822
1997.84,-999,1988.17,-3.739
1997.92,-4.106,1988.34,-4.297
1998.01,-999,1988.5,-4.102
1998.09,-999,1988.67,-3.995
1998.17,-3.689,1988.84,-4.417
1998.23,-4.164,1989.01,-4.258
1998.3,-4.286,1989.17,-3.83
1998.35,-4.088,1989.34,-4.045
1998.41,-4.051,1989.5,-4.192
1998.47,-3.951,1989.67,-4.457
1998.53,-3.88,1989.84,-4.159
1998.59,-4.137,1990.01,-4.186
1998.92,-3.952,1990.17,-4.167
1999.17,-4.276,1990.28,-4.068
2000.17,-3.575,1990.5,-4.114
2000.5,-4.07,1990.61,-4.09
2000.84,-4.511,1990.72,-3.682
2001.17,-3.832,1990.84,-3.995
2001.5,-4.162,1990.95,-3.959
2001.84,-4.338,1991.06,-3.625
2002.17,-3.827,1991.17,-3.502
2002.5,-4.096,1991.3,-3.624
2002.92,-4.044,1991.44,-4.086
2003.17,-4.048,1991.59,-3.935
2003.42,-4.084,1991.73,-3.919
2003.67,-4.318,1991.88,-4.163
2003.92,-4.25,1992.02,-3.947
2004.17,-4.101,1992.17,-3.468
2004.42,-3.744,1992.34,-3.831
2004.67,-3.772,1992.5,-3.832
2004.92,-3.932,1992.67,-4.062
2005.17,-3.536,1992.84,-3.909
2005.45,-4.173,1993.01,-3.795
2005.62,-4.102,1993.17,-3.657
2005.87,-3.927,1993.28,-3.757
2006.05,-4.366,1993.39,-3.889
2006.17,-3.731,1993.5,-4.216
2006.33,-4.058,1993.61,-4.119
2006.5,-3.916,1993.72,-3.872
NA,NA,1993.84,-3.752
NA,NA,1993.95,-4.36
NA,NA,1994.06,-4.276
NA,NA,1994.17,-4.127
NA,NA,1994.29,-4.285
NA,NA,1994.42,-4.494
NA,NA,1994.54,-4.033
NA,NA,1994.67,-4.075
NA,NA,1994.79,-3.871
NA,NA,1994.92,-4.145
NA,NA,1995.04,-4.101
NA,NA,1995.17,-4.034
NA,NA,1995.3,-4.034
NA,NA,1995.44,-4.036
NA,NA,1995.59,-3.927
NA,NA,1995.73,-4.105
NA,NA,1995.88,-4.049
NA,NA,1996.02,-3.962
NA,NA,1996.17,-3.776
NA,NA,1996.25,-4.248
NA,NA,1996.32,-3.896
NA,NA,1996.39,-4.355
NA,NA,1996.46,-4.487
NA,NA,1996.53,-4.244
NA,NA,1996.6,-4.233
NA,NA,1996.67,-4.361
NA,NA,1996.82,-4.249
NA,NA,1996.89,-3.977
NA,NA,1996.96,-4.504
NA,NA,1997.03,-4.585
NA,NA,1997.1,-4.725
NA,NA,1997.17,-3.846
NA,NA,1997.29,-4.213
NA,NA,1997.42,-4.789
NA,NA,1997.59,-4.754
NA,NA,1997.67,-4.732
NA,NA,1997.75,-4.443
NA,NA,1997.84,-4.396
NA,NA,1997.92,-999
NA,NA,1998.01,-4.295
NA,NA,1998.06,-4.482
NA,NA,1998.12,-4.368
NA,NA,1998.17,-4.314
NA,NA,1998.22,-4.23
NA,NA,1998.28,-999
NA,NA,1998.33,-4.408
NA,NA,1998.39,-4.32
NA,NA,1998.44,-4.457
NA,NA,1998.5,-4.525
NA,NA,1998.55,-4.588
NA,NA,1998.61,-3.796
NA,NA,1998.64,-4.451
NA,NA,1998.67,-4.638
NA,NA,1998.84,-4.712
NA,NA,1999.17,-4.609
NA,NA,1999.33,-4.376
NA,NA,1999.5,-4.563
NA,NA,1999.67,-4.247
NA,NA,1999.84,-4.258
NA,NA,2000,-4.316
NA,NA,2000.17,-3.83
NA,NA,2000.27,-4.437
NA,NA,2000.37,-4.71
NA,NA,2000.47,-4.549
NA,NA,2000.57,-4.543
NA,NA,2000.68,-4.534
NA,NA,2000.88,-4.314
NA,NA,2001.08,-4.247
NA,NA,2001.17,-3.772
NA,NA,2001.26,-4.333
NA,NA,2001.35,-4.305
NA,NA,2001.44,-4.547
NA,NA,2001.53,-4.401
NA,NA,2001.63,-4.687
NA,NA,2001.72,-4.734
NA,NA,2001.81,-4.362
NA,NA,2001.9,-4.63
NA,NA,2001.99,-4.443
NA,NA,2002.08,-4.17
NA,NA,2002.17,-3.818
NA,NA,2002.25,-3.963
NA,NA,2002.33,-3.877
NA,NA,2002.42,-4.084
NA,NA,2002.5,-4.45
NA,NA,2002.59,-4.223
NA,NA,2002.67,-4.132
NA,NA,2002.75,-3.958
NA,NA,2002.84,-3.825
NA,NA,2002.92,-4.041
NA,NA,2003.01,-4.119
NA,NA,2003.09,-4.424
NA,NA,2003.17,-3.492
NA,NA,2003.25,-3.83
NA,NA,2003.33,-4.033
NA,NA,2003.42,-4.1
NA,NA,2003.5,-4.331
NA,NA,2003.59,-3.927
NA,NA,2003.67,-4.312
NA,NA,2003.75,-3.536
NA,NA,2003.84,-3.622
NA,NA,2003.92,-3.945
NA,NA,2004,-4.014
NA,NA,2004.09,-4.584
NA,NA,2004.17,-3.909
NA,NA,2004.25,-4.289
NA,NA,2004.34,-4.654
NA,NA,2004.42,-4.72
NA,NA,2004.5,-4.016
NA,NA,2004.59,-4.039
NA,NA,2004.67,-4.366
NA,NA,2004.76,-4.385
NA,NA,2004.84,-4.218
NA,NA,2004.92,-4.53
NA,NA,2005.01,-4.335
NA,NA,2005.19,-4.099
NA,NA,2005.25,-4.357
NA,NA,2005.34,-4.664
NA,NA,2005.42,-4.297
NA,NA,2005.5,-4.474
NA,NA,2005.59,-4.223
NA,NA,2005.67,-4.73
NA,NA,2005.75,-4.77
NA,NA,2005.92,-4.361
NA,NA,2006.01,-4.447
NA,NA,2006.09,-4.253
NA,NA,2006.18,-4.182
NA,NA,2006.23,-4.294
NA,NA,2006.29,-4.383
NA,NA,2006.35,-4.04
NA,NA,2006.47,-4.066
