year (AD) [1-1],d18O (permil) [1-1],year (AD) [2-1],d18O (permil) [2-1]
NA,NA,2004.17,-3.93
NA,NA,2004.29,-3.983
NA,NA,2004.42,-4.216
NA,NA,2004.54,-4.2
NA,NA,2004.67,-4.249
NA,NA,2004.79,-4.189
NA,NA,2004.92,-4.279
NA,NA,2005.05,-4.154
NA,NA,2005.17,-4.118
NA,NA,2005.28,-4.298
NA,NA,2005.39,-4.456
NA,NA,2005.5,-4.343
NA,NA,2005.61,-4.621
NA,NA,2005.72,-4.276
NA,NA,2005.82,-4.479
NA,NA,2005.92,-4.246
