year (AD),dD (permil)
1649,-278.946
1648,-284.936
1647,-291.612
1646,-295.917
1645,-304.24
1644,-308.315
1643,-305.56
1642,-296.406
1641,-293.717
1640,-294.997
1639,-289.287
1638,-286.298
1637,-289.396
1636,-291.415
1635,-293.491
1634,-294.841
1633,-284.862
1632,-284.944
1631,-309.982
1630,-312.019
1629,-298.859
1628,-290.31
1627,-293.291
1626,-307.959
1625,-324.654
1624,-311.157
1623,-288.64
1622,-283.878
1621,-286.192
1620,-284.498
1619,-284.654
1618,-296.586
1617,-303.451
1616,-302.325
1615,-304.132
1614,-298.63
1613,-287.958
1612,-288.205
1611,-283.232
1610,-280.267
1609,-284.381
1608,-276.752
1607,-265.573
1606,-262.762
1605,-274.311
1604,-283.088
1603,-286.355
1602,-290.095
1601,-295.055
1600,-289.005
1599,-279.659
1598,-277.216
1597,-281.723
1596,-291.153
1595,-291.918
1594,-287.974
1593,-291.537
1592,-293.912
1591,-299.219
1590,-304.855
1589,-298.061
1588,-289.909
1587,-288.523
1586,-285.363
1585,-294.46
1584,-302.636
1583,-294.433
1582,-283.028
1581,-277.241
1580,-280.259
1579,-289.574
1578,-287.504
1577,-278.299
1576,-283.952
1575,-295.507
1574,-291.836
1573,-282.824
1572,-290.738
1571,-291.711
1570,-299.509
1569,-300.605
1568,-302.157
1567,-302.043
1566,-290.516
1565,-271.035
1564,-258.525
1563,-263.303
1562,-279.497
1561,-286.607
1560,-274.945
1559,-258.462
1558,-260.308
1557,-269.641
1556,-272.404
1555,-274.393
1554,-278.392
1553,-281.47
1552,-281.731
1551,-287.988
1550,-294.459
1549,-291.227
1548,-292.421
1547,-285.009
1546,-290.552
1545,-300.35
1544,-295.451
1543,-288.967
1542,-284.343
1541,-285.158
1540,-292.616
1539,-293.107
1538,-288.625
1537,-286.411
1536,-289.587
1535,-289.516
1534,-277.354
1533,-268.102
1532,-272.845
1531,-284.289
1530,-287.355
1529,-282.367
1528,-276.52
1527,-278.95
1526,-280.626
1525,-275.893
1524,-275.485
1523,-287.289
1522,-288.846
1521,-281.908
1520,-276.105
1519,-280.583
1518,-287.437
1517,-290.426
1516,-290.304
1515,-287.297
1514,-280.71
1513,-270.336
1512,-272.657
1511,-284.237
1510,-291.034
1509,-293.249
1508,-293.502
1507,-293.482
1506,-293.207
1505,-293.088
1504,-290.231
1503,-282.148
1502,-277.471
1501,-278.618
1500,-288.053
1499,-282.079
1498,-264.765
1497,-269.193
1496,-280.512
1495,-283.593
1494,-285.256
1493,-283.689
1492,-286.974
1491,-285.223
1490,-277.976
1489,-270.223
1488,-266.83
1487,-272.755
1486,-286.627
1485,-287.218
1484,-288.818
1483,-294.712
1482,-289.272
1481,-278.973
1480,-279.833
1479,-275.13
1478,-269.495
1477,-260.752
1476,-272.828
1475,-285.221
1474,-297.51
1473,-300.453
1472,-296.337
1471,-302.32
1470,-304.593
1469,-293.211
1468,-287.163
1467,-287.388
1466,-289.265
1465,-290.146
1464,-282.31
1463,-278.095
1462,-286.456
1461,-294.587
1460,-287.953
1459,-291.169
1458,-301.837
1457,-308.273
1456,-310.48
1455,-305.928
1454,-296.534
1453,-295.922
1452,-292.585
1451,-283.26
1450,-286.984
1449,-295.361
1448,-287.289
1447,-278.614
1446,-290.679
1445,-287.35
1444,-293.793
1443,-281.775
1442,-273.915
1441,-276.699
1440,-287.772
1439,-293.657
1438,-296.482
1437,-294.729
1436,-289.525
1435,-282.989
1434,-285.907
1433,-294.321
1432,-297.848
1431,-280.826
1430,-273.047
1429,-275.371
1428,-273.695
1427,-269.495
1426,-270.127
1425,-278.641
1424,-293.468
1423,-300.978
1422,-294.262
1421,-289.566
1420,-289.238
1419,-287.574
1418,-282.434
1417,-276.875
1416,-280.93
1415,-287.265
1414,-285.8
1413,-279.516
1412,-273.886
1411,-280.827
1410,-285.895
1409,-284.883
1408,-289.347
1407,-288.69
1406,-278.742
1405,-262.797
1404,-253.402
1403,-277.721
1402,-297.538
1401,-298.794
1400,-293.71
1399,-285.34
1398,-277.545
1397,-275.627
1396,-271.837
1395,-267.284
1394,-267.077
1393,-268.757
1392,-271.671
1391,-270.703
1390,-269.658
1389,-275.259
1388,-281.074
1387,-287.188
1386,-286.837
1385,-278.927
1384,-286.708
1383,-285.895
1382,-289.831
1381,-303.253
1380,-307.85
1379,-293.574
1378,-288.577
1377,-272.038
1376,-261.803
1375,-267.557
1374,-286.007
1373,-286.525
1372,-280.793
1371,-283.189
1370,-283.207
1369,-278.846
1368,-282.93
1367,-292.452
1366,-296.303
1365,-291.272
1364,-294.316
1363,-298.45
1362,-290.835
1361,-289.1
1360,-271.79
1359,-263.031
1358,-269.15
1357,-272.439
1356,-273.055
1355,-267.307
1354,-271.372
1353,-276.298
1352,-273.245
1351,-270.585
1350,-272.127
1349,-279.596
1348,-289.26
1347,-296.333
1346,-295.509
1345,-289.244
1344,-296.07
1343,-288.233
1342,-311.445
1341,-281.12
1340,-300.251
1339,-292.525
1338,-292.942
1337,-297.848
1336,-302.089
1335,-304.746
1334,-299.5
1333,-296.275
1332,-300
1331,-295.975
1330,-293.511
1329,-295.529
1328,-288.442
1327,-280.687
1326,-280.973
1325,-273.456
1324,-267.507
1323,-266.73
1322,-274.842
1321,-283.479
1320,-284.564
1319,-282.954
1318,-280.209
1317,-276.366
1316,-278.991
1315,-285.107
1314,-286.13
1313,-284.652
1312,-283.141
1311,-284.2
1310,-291.359
1309,-297.352
1308,-301.208
1307,-300.887
1306,-295.588
1305,-293.598
1304,-283.67
1303,-287.816
1302,-288.439
1301,-288.221
1300,-291.293
1299,-282.091
1298,-275.501
1297,-283.746
1296,-291.857
1295,-281.499
1294,-285.988
1293,-295.422
1292,-302.109
1291,-298.367
1290,-298.703
1289,-295.077
1288,-281.823
1287,-286.602
1286,-287.154
1285,-277.033
1284,-277.067
1283,-284.094
1282,-293.718
1281,-299.338
1280,-299.858
1279,-299.922
1278,-296.857
1277,-282.485
1276,-287.109
1275,-294.638
1274,-294.859
1273,-281.929
1272,-273.792
1271,-288.826
1270,-290.161
1269,-296.155
1268,-290.138
1267,-286.448
1266,-295.134
1265,-297.502
1264,-283.989
1263,-285.038
1262,-297.651
1261,-303.227
1260,-296.597
1259,-287.906
1258,-280.158
1257,-286.428
1256,-292.704
1255,-293.251
1254,-297.074
1253,-300.544
1252,-299.748
1251,-280.779
1250,-275.703
1249,-267.897
1248,-260.059
1247,-259.355
1246,-263.461
1245,-273.833
1244,-281.878
1243,-287.358
1242,-287.14
1241,-280.095
1240,-281.734
1239,-301.029
1238,-308.364
1237,-292.853
1236,-273.589
1235,-274.756
1234,-269.377
1233,-275.727
1232,-281.627
