year (AD) [1-1],d18O (permil) [1-1],year (AD) [2-1],d18O (permil) [2-1],year (AD) [3-1],d18O (permil) [3-1]
1923.791667,-5.06,1571.208333,-5.01,1636.847222,-4.71
1923.875,-5.22,1571.125,-4.99,1636.736111,-4.62
1923.958333,-5.27,1571.041667,-4.8,1636.625,-4.7
1924.041667,-5.31,1570.958333,-4.75,1636.513889,-4.81
1924.125,-5.25,1570.875,-4.6,1636.402778,-4.82
1924.208333,-5.46,1570.791667,-4.71,1636.291667,-4.95
1924.291667,-5.39,1570.625,-4.91,1636.180556,-5.04
1924.375,-5.36,1570.375,-4.87,1636.069444,-5.02
1924.458333,-5.33,1570.125,-4.95,1635.958333,-4.82
1924.541667,-5.27,1569.875,-4.81,1635.847222,-4.82
1924.625,-5.19,1569.625,-4.53,1635.736111,-4.78
1924.701923,-5.11,1569.443182,-4.65,1635.625,-4.79
1924.778846,-4.99,1569.261364,-4.79,1635.534091,-4.87
1924.855769,-5.17,1569.079545,-4.87,1635.443182,-4.95
1924.932692,-5.35,1568.897727,-4.81,1635.352273,-5.14
1925.009615,-5.3,1561.625,-4.65,1635.261364,-5.16
1925.086538,-5.38,1561.541667,-4.7,1635.170455,-5.15
1925.163462,-5.28,1561.458333,-4.82,1635.079545,-5.03
1925.240385,-5.46,1561.375,-4.9,1634.988636,-4.96
1925.317308,-5.51,1561.291667,-5.12,1634.897727,-5
1925.394231,-5.47,1561.208333,-5.1,1634.806818,-5.05
1925.471154,-5.4,1561.125,-5.22,1634.715909,-4.97
1925.548077,-4.91,1561.041667,-5.24,1634.625,-4.86
1925.625,-4.88,1560.958333,-5.05,1634.525,-4.77
1925.715909,-5.07,1560.875,-5.06,1634.425,-5.06
1925.806818,-5.12,1560.791667,-4.97,1634.325,-5.23
1925.897727,-5.23,1560.708333,-5.05,1634.225,-5.13
1925.988636,-5.33,1560.625,-4.94,1634.125,-4.93
1926.079545,-5.36,1560.513889,-5.13,1634.025,-4.79
1926.170455,-5.27,1560.402778,-5.16,1633.925,-4.76
1926.261364,-5.33,1560.291667,-5.16,1633.825,-4.75
1926.352273,-5.41,1560.180556,-4.95,1633.725,-4.83
1926.443182,-5.21,1560.069444,-5.15,1633.625,-4.73
1926.534091,-5.13,1559.958333,-4.92,1633.525,-4.78
1926.625,-5.08,1559.847222,-4.86,1633.425,-4.93
1926.701923,-5.09,1559.736111,-4.76,1633.325,-4.9
1926.778846,-5.12,1559.625,-4.65,1633.225,-4.96
1926.855769,-5.29,1559.534091,-4.74,1633.125,-4.94
1926.932692,-5.46,1559.443182,-4.86,1633.025,-4.85
1927.009615,-5.45,1559.352273,-5.01,1632.925,-4.79
1927.086538,-5.5,1559.261364,-5.08,1632.825,-4.64
1927.163462,-5.67,1559.170455,-5,1632.725,-4.53
1927.240385,-5.64,1559.079545,-4.96,1632.625,-4.47
1927.317308,-5.63,1558.988636,-5.03,1632.513889,-4.57
1927.394231,-5.64,1558.897727,-4.93,1632.402778,-4.88
1927.471154,-5.55,1558.806818,-4.89,1632.291667,-5.08
1927.548077,-5.29,1558.715909,-4.78,1632.180556,-4.77
1927.625,-5.18,1558.625,-4.61,1632.069444,-4.69
1927.725,-5.16,1558.541667,-4.67,1631.958333,-4.73
1927.825,-5.28,1558.458333,-4.71,1631.847222,-4.51
1927.925,-5.36,1558.375,-4.91,1631.736111,-4.49
1928.025,-5.44,1558.291667,-5.07,1631.625,-4.53
1928.125,-5.43,1558.208333,-5.15,1631.5,-4.75
1928.225,-5.44,1558.041667,-5.1,1631.375,-4.85
1928.325,-5.34,1557.958333,-5.08,1631.25,-4.89
1928.425,-5.38,1557.875,-5.16,1631.125,-4.74
1928.525,-5.19,1557.791667,-4.92,1631,-4.65
1928.625,-5.16,1557.708333,-4.82,1630.875,-4.64
1928.715909,-5.03,1557.625,-4.79,1630.75,-4.59
1928.806818,-5.22,1557.525,-4.99,1630.625,-4.64
1928.897727,-5.35,1557.425,-5.03,1630.534091,-4.81
1928.988636,-5.47,1557.325,-5.2,1630.443182,-5.01
1929.079545,-5.37,1557.225,-5.06,1630.352273,-4.98
1929.170455,-5.54,1557.125,-5.23,1630.261364,-4.98
1929.261364,-5.45,1557.025,-5.1,1630.170455,-4.99
1929.352273,-5.47,1556.925,-5.11,1630.079545,-4.8
1929.443182,-5.37,1556.825,-5.08,1629.988636,-4.74
1929.534091,-5.19,1556.725,-5,1629.897727,-4.76
1929.625,-4.88,1556.625,-4.84,1629.806818,-4.79
1929.701923,-5.12,1556.534091,-4.85,1629.715909,-4.84
1929.778846,-5.3,1556.443182,-5.17,1629.625,-4.76
1929.855769,-5.41,1556.352273,-5.28,1629.525,-4.88
1929.932692,-5.39,1556.261364,-5.07,1629.425,-5
1930.009615,-5.49,1556.170455,-5.08,1629.325,-5.04
1930.086538,-5.46,1556.079545,-5.21,1629.225,-5.12
1930.163462,-5.31,1555.988636,-5.07,1629.125,-4.93
1930.240385,-5.37,1555.897727,-5.13,1629.025,-4.78
1930.317308,-5.36,1555.806818,-5.05,1628.925,-4.74
1930.394231,-5.22,1555.715909,-4.88,1628.825,-4.77
1930.471154,-5.02,1555.625,-4.76,1628.725,-4.71
1930.548077,-4.94,1555.541667,-4.82,1628.625,-4.65
1930.625,-4.99,1555.458333,-4.98,1628.525,-4.77
1930.715909,-5.12,1555.375,-4.89,1628.425,-5.06
1930.806818,-5.26,1555.291667,-4.94,1628.325,-4.88
1930.897727,-5.46,1555.208333,-4.96,1628.225,-5.02
1930.988636,-5.37,1555.125,-5.09,1628.125,-4.73
1931.079545,-5.23,1555.041667,-5.06,1628.025,-4.75
1931.170455,-5.24,1554.958333,-4.89,1627.925,-4.85
1931.261364,-5.28,1554.875,-4.77,1627.825,-4.77
1931.352273,-5.13,1554.791667,-4.65,1627.725,-4.68
1931.443182,-5.17,1554.708333,-4.6,1627.625,-4.69
1931.534091,-4.99,1554.625,-4.64,1627.525,-4.89
1931.625,-4.81,1554.525,-4.84,1627.425,-5.03
1931.715909,-5.01,1554.425,-4.96,1627.325,-5.09
1931.806818,-5.16,1554.325,-5.06,1627.225,-4.89
1931.897727,-5.2,1554.225,-4.93,1627.125,-4.82
1931.988636,-5.33,1554.125,-5.07,1627.025,-4.64
1932.079545,-5.21,1554.025,-4.82,1626.925,-4.65
1932.170455,-5.22,1553.925,-4.88,1626.825,-4.7
1932.261364,-5.47,1553.825,-4.8,1626.725,-4.61
1932.352273,-5.28,1553.725,-4.9,1626.625,-4.6
1932.443182,-4.95,1553.625,-5,1626.569444,-4.52
1932.534091,-4.94,1553.525,-5.02,1626.513889,-4.77
1932.625,-5.05,1553.425,-4.97,1626.458333,-4.83
1932.715909,-5.11,1553.325,-5.13,1626.402778,-5.16
1932.806818,-5.26,1553.225,-5.12,1626.347222,-5.16
1932.897727,-5.31,1553.125,-5.1,1626.291667,-4.96
1932.988636,-5.22,1553.025,-5.04,1626.236111,-4.85
1933.079545,-5.31,1552.925,-4.93,1626.180556,-4.93
1933.170455,-5.34,1552.825,-4.82,1626.125,-4.72
1933.261364,-5.34,1552.725,-4.7,1626.069444,-4.68
1933.352273,-5.26,1552.625,-4.71,1626.013889,-4.65
1933.443182,-5.15,1552.525,-4.93,1625.958333,-4.76
1933.534091,-5.1,1552.425,-4.9,1625.902778,-4.96
1933.625,-5.18,1552.325,-4.95,1625.847222,-4.88
1933.701923,-5.27,1552.225,-5,1625.791667,-4.71
1933.778846,-5.42,1552.125,-4.89,1625.736111,-4.76
1933.855769,-5.47,1552.025,-5,1625.680556,-4.75
1933.932692,-5.63,1551.925,-4.95,1625.625,-4.76
1934.009615,-5.54,1551.825,-4.86,1625.525,-4.85
1934.086538,-5.58,1551.725,-4.54,1625.425,-4.91
1934.163462,-5.65,1551.625,-4.7,1625.325,-4.92
1934.240385,-5.51,1551.548077,-4.68,1625.225,-4.85
1934.317308,-5.52,1551.471154,-5.11,1625.125,-4.89
1934.394231,-5.39,1551.394231,-4.87,1625.025,-4.87
1934.471154,-5.23,1551.317308,-4.9,1624.925,-4.8
1934.548077,-5.24,1551.240385,-5.01,1624.825,-4.92
1934.625,-5.24,1551.163462,-5.07,1624.725,-4.91
1934.725,-5.28,1551.086538,-5.07,1624.625,-4.8
1934.825,-5.46,1551.009615,-5.3,1624.541667,-4.99
1934.925,-5.42,1550.932692,-5.12,1624.458333,-5.16
1935.025,-5.4,1550.855769,-5.17,1624.375,-5.18
1935.125,-5.52,1550.778846,-4.98,1624.291667,-5.13
1935.225,-5.48,1550.701923,-4.96,1624.208333,-5.31
1935.325,-5.34,1550.625,-4.89,1624.125,-5.24
1935.425,-5.19,1550.548077,-5.17,1624.041667,-5
1935.525,-5.12,1550.471154,-5.22,1623.958333,-4.9
1935.625,-5.01,1550.394231,-5.1,1623.875,-4.81
1935.715909,-5.18,1550.317308,-5.1,1623.791667,-4.8
1935.806818,-5.16,1550.240385,-5.04,1623.708333,-4.61
1935.897727,-5.36,1550.163462,-5.09,1623.625,-4.72
1935.988636,-5.4,1550.086538,-4.97,1623.541667,-4.89
1936.079545,-5.41,1550.009615,-5.01,1623.458333,-4.94
1936.170455,-5.41,1549.932692,-4.94,1623.375,-5.01
1936.261364,-5.44,1549.855769,-4.91,1623.291667,-5.18
1936.352273,-5.53,1549.778846,-4.84,1623.208333,-5.22
1936.443182,-5.33,1549.701923,-4.78,1623.125,-5.03
1936.534091,-5.25,1549.625,-4.89,1623.041667,-5.01
1936.625,-5.04,1549.513889,-4.99,1622.958333,-4.82
1936.708333,-5.1,1549.402778,-5.05,1622.875,-4.83
1936.791667,-5.33,1549.291667,-5.09,1622.791667,-4.95
1936.875,-5.23,1549.180556,-5.09,1622.708333,-4.9
1936.958333,-5.51,1549.069444,-5.01,1622.625,-4.8
1937.041667,-5.44,1548.958333,-4.7,1622.534091,-4.96
1937.125,-5.36,1548.847222,-4.65,1622.443182,-5
1937.208333,-5.38,1548.736111,-4.59,1622.352273,-5.13
1937.291667,-5.29,1548.625,-4.62,1622.261364,-5.1
1937.375,-5.4,1548.525,-4.72,1622.170455,-5.15
1937.458333,-5.27,1548.425,-4.96,1622.079545,-5.16
1937.541667,-5.19,1548.325,-5.12,1621.988636,-4.98
1937.625,-5.1,1548.225,-5.06,1621.897727,-4.94
1937.715909,-5.01,1548.125,-5.09,1621.806818,-4.73
1937.806818,-5.17,1548.025,-5.17,1621.715909,-4.68
1937.897727,-5.45,1547.925,-5.02,1621.625,-4.5
1937.988636,-5.47,1547.825,-4.86,1621.566176,-4.65
1938.079545,-5.54,1547.725,-4.75,1621.507353,-4.89
1938.170455,-5.38,1547.625,-4.64,1621.448529,-4.95
1938.261364,-5.46,1547.541667,-4.75,1621.389706,-4.96
1938.352273,-5.4,1547.458333,-4.92,1621.330882,-5.08
1938.443182,-5.28,1547.375,-4.9,1621.272059,-5.14
1938.534091,-5.16,1547.291667,-4.89,1621.213235,-5.02
1938.625,-5.15,1547.208333,-5,1621.154412,-4.96
1938.725,-5.31,1547.125,-5.02,1621.095588,-4.85
1938.825,-5.42,1547.041667,-5.06,1621.036765,-4.84
1938.925,-5.45,1546.958333,-5.08,1620.977941,-4.94
1939.025,-5.52,1546.875,-5.05,1620.919118,-4.94
1939.125,-5.57,1546.791667,-4.93,1620.860294,-4.96
1939.225,-5.49,1546.708333,-4.85,1620.801471,-5.16
1939.325,-5.53,1546.625,-4.77,1620.742647,-5.15
1939.425,-5.48,1546.541667,-4.78,1620.683824,-5.19
1939.525,-5.22,1546.458333,-4.99,1620.625,-4.88
1939.625,-4.96,1546.375,-5.12,1620.5,-4.92
1939.75,-5.2,1546.291667,-5.2,1620.375,-4.93
1939.875,-5.23,1546.208333,-5.28,1620.25,-4.86
1940,-5.63,1546.125,-5.17,1620.125,-4.99
1940.125,-5.43,1546.041667,-5.25,1620,-4.89
1940.25,-5.51,1545.958333,-5.22,1619.875,-4.97
1940.375,-5.39,1545.875,-5.18,1619.75,-4.78
1940.5,-5.17,1545.791667,-5.05,1619.625,-4.85
1940.625,-4.9,1545.708333,-4.93,1619.548077,-5
1940.708333,-5.08,1545.625,-4.86,1619.471154,-5.18
1940.791667,-5.14,1545.534091,-4.84,1619.394231,-5.29
1940.875,-5.35,1545.443182,-5.22,1619.317308,-5.29
1940.958333,-5.34,1545.352273,-5.07,1619.240385,-5.03
1941.041667,-5.21,1545.261364,-5.17,1619.163462,-5.05
1941.125,-5.19,1545.170455,-5.18,1619.086538,-4.88
1941.208333,-5.38,1545.079545,-5.18,1619.009615,-4.99
1941.291667,-5.31,1544.988636,-5.2,1618.932692,-4.92
1941.375,-5.13,1544.897727,-5.15,1618.855769,-4.96
1941.458333,-4.85,1544.806818,-5.08,1618.778846,-4.86
1941.541667,-4.63,1544.715909,-4.98,1618.701923,-4.82
1941.625,-4.52,1544.625,-4.7,1618.625,-4.78
1941.708333,-4.71,1544.534091,-4.84,1618.534091,-4.97
1941.791667,-4.86,1544.443182,-4.95,1618.443182,-4.99
1941.875,-5.14,1544.352273,-4.95,1618.352273,-5.05
1941.958333,-5.13,1544.261364,-5.06,1618.261364,-5.11
1942.041667,-5.05,1544.170455,-5.02,1618.170455,-5.08
1942.125,-5.22,1544.079545,-5.12,1618.079545,-5.08
1942.208333,-5.3,1543.988636,-5.16,1617.988636,-4.85
1942.291667,-5.25,1543.897727,-5.13,1617.897727,-4.8
1942.375,-5.2,1543.806818,-5.22,1617.806818,-4.81
1942.458333,-5.16,1543.715909,-4.91,1617.715909,-4.8
1942.541667,-4.91,1543.625,-4.72,1617.625,-4.75
1942.625,-4.94,1543.548077,-4.83,1617.525,-4.68
1942.696429,-5.05,1543.471154,-4.87,1617.425,-4.9
1942.767857,-5.1,1543.394231,-5.01,1617.325,-5.03
1942.839286,-5.28,1543.317308,-5.17,1617.225,-5.22
1942.910714,-5.34,1543.240385,-5.09,1617.125,-5.07
1942.982143,-5.52,1543.163462,-5.29,1617.025,-5.05
1943.053571,-5.28,1543.086538,-5.27,1616.925,-4.85
1943.125,-5.39,1543.009615,-5.22,1616.825,-4.91
1943.196429,-5.39,1542.932692,-5.04,1616.725,-4.82
1943.267857,-5.51,1542.855769,-4.95,1616.625,-4.59
1943.339286,-5.67,1542.778846,-4.83,1616.525,-4.66
1943.410714,-5.49,1542.701923,-4.81,1616.425,-4.86
1943.482143,-5.37,1542.625,-4.88,1616.325,-5.2
1943.553571,-5.19,1542.525,-4.95,1616.225,-5.07
1943.625,-5.14,1542.425,-5.22,1616.125,-5.12
1943.701923,-5.41,1542.325,-5.2,1616.025,-5.1
1943.778846,-5.37,1542.225,-5.15,1615.925,-5
1943.855769,-5.38,1542.125,-5.17,1615.825,-4.95
1943.932692,-5.48,1542.025,-5.21,1615.725,-4.86
1944.009615,-5.49,1541.925,-5.01,1615.625,-4.76
1944.086538,-5.55,1541.825,-4.94,1615.548077,-4.65
1944.163462,-5.41,1541.725,-4.98,1615.471154,-4.83
1944.240385,-5.43,1541.625,-5,1615.394231,-5
1944.317308,-5.54,1541.541667,-4.96,1615.317308,-5.01
1944.394231,-5.7,1541.458333,-5.17,1615.240385,-5.16
1944.471154,-5.67,1541.375,-5.07,1615.163462,-5.24
1944.548077,-5.22,1541.291667,-5.08,1615.086538,-5.28
1944.625,-4.97,1541.208333,-5.05,1615.009615,-5.24
1944.701923,-5.21,1541.125,-5.13,1614.932692,-5.09
1944.778846,-5.21,1541.041667,-5.27,1614.855769,-4.99
1944.855769,-5.2,1540.958333,-5.12,1614.778846,-5.02
1944.932692,-5.34,1540.875,-5.14,1614.701923,-4.96
1945.009615,-5.37,1540.791667,-5.08,1614.625,-4.79
NA,NA,1540.708333,-4.96,1614.558333,-4.79
NA,NA,1540.625,-4.84,1614.491667,-4.94
NA,NA,1540.534091,-4.92,1614.425,-4.89
NA,NA,1540.443182,-5.04,1614.358333,-5.02
NA,NA,1540.352273,-5.02,1614.291667,-5.16
NA,NA,1540.261364,-5.18,1614.225,-5.4
NA,NA,1540.170455,-5.11,1614.158333,-5.23
NA,NA,1540.079545,-5.08,1614.091667,-5.23
NA,NA,1539.988636,-4.94,1614.025,-5.08
NA,NA,1539.897727,-5.02,1613.958333,-5.13
NA,NA,1539.806818,-5.07,1613.891667,-5.16
NA,NA,1539.715909,-4.92,1613.825,-5
NA,NA,1539.625,-4.91,1613.758333,-4.91
NA,NA,1539.548077,-5.09,1613.691667,-4.81
NA,NA,1539.471154,-4.94,1613.625,-4.76
NA,NA,1539.394231,-4.9,1613.541667,-4.8
NA,NA,1539.317308,-5,1613.458333,-4.99
NA,NA,1539.240385,-5.09,1613.375,-4.97
NA,NA,1539.163462,-5.11,1613.291667,-5.06
NA,NA,1539.086538,-5.14,1613.208333,-5.09
NA,NA,1539.009615,-5.09,1613.125,-5.23
NA,NA,1538.932692,-5.13,1613.041667,-5.11
NA,NA,1538.855769,-5.01,1612.958333,-5
NA,NA,1538.778846,-4.94,1612.875,-5.03
NA,NA,1538.701923,-4.94,1612.791667,-4.95
NA,NA,1538.625,-4.9,1612.708333,-4.85
NA,NA,1538.534091,-5.05,1612.625,-4.79
NA,NA,1538.443182,-5.14,1612.558333,-4.87
NA,NA,1538.352273,-5.21,1612.491667,-4.9
NA,NA,1538.261364,-5.24,1612.425,-5.01
NA,NA,1538.170455,-5.2,1612.358333,-5.09
NA,NA,1538.079545,-5.22,1612.291667,-5.16
NA,NA,1537.988636,-5.27,1612.225,-5.16
NA,NA,1537.897727,-5.17,1612.158333,-5.24
NA,NA,1537.806818,-5.06,1612.091667,-5.24
NA,NA,1537.715909,-5.01,1612.025,-5.24
NA,NA,1537.625,-4.91,1611.958333,-5.13
NA,NA,1537.558333,-4.95,1611.891667,-4.96
NA,NA,1537.491667,-4.88,1611.825,-5.04
NA,NA,1537.425,-4.95,1611.758333,-4.9
NA,NA,1537.358333,-5.01,1611.691667,-4.77
NA,NA,1537.291667,-5.07,1611.625,-4.72
NA,NA,1537.225,-5.08,1611.548077,-4.69
NA,NA,1537.158333,-5.13,1611.471154,-4.88
NA,NA,1537.091667,-5.07,1611.394231,-5.06
NA,NA,1537.025,-5.08,1611.317308,-5.16
NA,NA,1536.958333,-5.08,1611.240385,-5.19
NA,NA,1536.891667,-4.98,1611.163462,-5.33
NA,NA,1536.825,-4.89,1611.086538,-5.15
NA,NA,1536.758333,-4.81,1611.009615,-5.08
NA,NA,1536.691667,-4.9,1610.932692,-4.75
NA,NA,1536.625,-4.84,1610.855769,-4.99
NA,NA,1536.541667,-4.94,1610.778846,-5.03
NA,NA,1536.458333,-5.06,1610.701923,-4.91
NA,NA,1536.375,-5.2,1610.625,-4.75
NA,NA,1536.291667,-5.22,1610.541667,-4.77
NA,NA,1536.208333,-5.15,1610.458333,-4.93
NA,NA,1536.125,-5.16,1610.375,-4.95
NA,NA,1536.041667,-5.18,1610.291667,-5.08
NA,NA,1535.958333,-5.18,1610.208333,-5.17
NA,NA,1535.875,-4.95,1610.125,-5.21
NA,NA,1535.791667,-4.78,1610.041667,-5.01
NA,NA,1535.708333,-4.77,1609.958333,-4.92
NA,NA,1535.625,-4.67,1609.875,-5.05
NA,NA,1535.541667,-4.66,1609.791667,-4.91
NA,NA,1535.458333,-4.88,1609.708333,-4.85
NA,NA,1535.375,-5.05,1609.625,-4.88
NA,NA,1535.291667,-5.04,1609.525,-4.76
NA,NA,1535.208333,-5.08,1609.425,-4.65
NA,NA,1535.125,-5.06,1609.325,-5.1
NA,NA,1535.041667,-5.14,1609.225,-5.14
NA,NA,1534.958333,-4.96,1609.125,-5.16
NA,NA,1534.875,-4.93,1609.025,-5.09
NA,NA,1534.791667,-4.76,1608.925,-5.03
NA,NA,1534.708333,-4.6,1608.825,-4.92
NA,NA,1534.625,-4.68,1608.725,-4.78
NA,NA,1534.525,-4.75,1608.625,-4.93
NA,NA,1534.425,-4.76,1608.553571,-4.91
NA,NA,1534.325,-4.97,1608.482143,-4.82
NA,NA,1534.225,-4.99,1608.410714,-4.91
NA,NA,1534.125,-5.03,1608.339286,-4.92
NA,NA,1534.025,-5.07,1608.267857,-5
NA,NA,1533.925,-5,1608.196429,-5.15
NA,NA,1533.825,-5.03,1608.125,-5.04
NA,NA,1533.725,-4.91,1608.053571,-5.12
NA,NA,1533.625,-4.66,1607.982143,-5.12
NA,NA,1533.513889,-4.63,1607.910714,-5.1
NA,NA,1533.402778,-4.69,1607.839286,-5.02
NA,NA,1533.291667,-4.78,1607.767857,-5
NA,NA,1533.180556,-4.99,1607.696429,-5.02
NA,NA,1533.069444,-5.04,1607.625,-4.95
NA,NA,1532.958333,-5.14,1607.5625,-4.91
NA,NA,1532.847222,-5.08,1607.5,-4.84
NA,NA,1532.736111,-4.94,1607.4375,-4.77
NA,NA,1532.625,-4.71,1607.375,-4.9
NA,NA,1532.548077,-4.76,1607.3125,-5.02
NA,NA,1532.471154,-4.77,1607.25,-5.09
NA,NA,1532.394231,-5,1607.1875,-5.09
NA,NA,1532.317308,-5.21,1607.125,-5.07
NA,NA,1532.240385,-5.07,1607.0625,-5.09
NA,NA,1532.163462,-5.09,1607,-4.94
NA,NA,1532.086538,-5.1,1606.9375,-4.89
NA,NA,1532.009615,-5.16,1606.875,-4.95
NA,NA,1531.932692,-5.04,1606.8125,-4.91
NA,NA,1531.855769,-4.99,1606.75,-4.88
NA,NA,1531.778846,-4.98,1606.6875,-4.82
NA,NA,1531.701923,-4.7,1606.625,-4.83
NA,NA,1531.625,-4.69,1606.548077,-4.72
NA,NA,1531.548077,-4.79,1606.471154,-4.87
NA,NA,1531.471154,-4.98,1606.394231,-5
NA,NA,1531.394231,-4.9,1606.317308,-5.09
NA,NA,1531.317308,-4.91,1606.240385,-5.03
NA,NA,1531.240385,-4.92,1606.163462,-5.09
NA,NA,1531.163462,-5,1606.086538,-4.96
NA,NA,1531.086538,-5.08,1606.009615,-4.9
NA,NA,1531.009615,-5.17,1605.932692,-4.93
NA,NA,1530.932692,-5.06,1605.855769,-4.87
NA,NA,1530.855769,-4.89,1605.778846,-4.89
NA,NA,1530.778846,-4.69,1605.701923,-4.87
NA,NA,1530.701923,-4.62,1605.625,-4.79
NA,NA,1530.625,-4.59,1605.541667,-4.99
NA,NA,1530.525,-4.71,1605.458333,-5.03
NA,NA,1530.425,-4.87,1605.375,-5.12
NA,NA,1530.325,-4.87,1605.291667,-5.24
NA,NA,1530.225,-4.97,1605.208333,-5.18
NA,NA,1530.125,-5.03,1605.125,-5.17
NA,NA,1530.025,-4.88,1605.041667,-4.95
NA,NA,1529.925,-4.77,1604.958333,-5.02
NA,NA,1529.825,-4.49,1604.875,-4.92
NA,NA,1529.725,-4.52,1604.791667,-4.96
NA,NA,1529.625,-4.66,1604.708333,-4.82
NA,NA,1529.513889,-4.97,1604.625,-4.84
NA,NA,1529.402778,-5.05,1604.548077,-4.93
NA,NA,1529.291667,-5.11,1604.471154,-4.94
NA,NA,1529.180556,-5.16,1604.394231,-5.04
NA,NA,1529.069444,-5.12,1604.317308,-5.08
