year (AD),d18O (permil),d13C (permil)
2007.625,-4.93,-2.07
2007.5417,-5.0847,-2.3416
2007.4583,-5.1556,-2.3094
2007.375,-5.1751,-2.0917
2007.2917,-5.1925,-2.0057
2007.2083,-5.3673,-2.043
2007.125,-5.3262,-1.896
2007.0417,-5.2749,-2.0172
2006.9583,-5.0821,-2.2386
2006.875,-4.9464,-2.1048
2006.7917,-4.8233,-1.9212
2006.7083,-4.878,-1.8188
2006.625,-4.8915,-1.3265
2006.5417,-4.9089,-1.222
2006.4583,-4.8957,-1.0995
2006.375,-4.8062,-1.241
2006.2917,-4.9689,-1.6026
2006.2083,-5.2465,-1.8895
2006.125,-5.3931,-1.8063
2006.0417,-5.254,-1.5304
2005.9583,-5.2449,-1.82
2005.875,-5.1301,-2.2383
2005.7917,-5.0364,-2.2813
2005.7083,-4.7651,-2.0095
2005.625,-4.6675,-1.9152
2005.5417,-4.8625,-2.12
2005.4583,-5.0912,-2.1875
2005.375,-5.2175,-2.2037
2005.2917,-5.3563,-2.1587
2005.2083,-5.42,-1.9763
2005.125,-5.4237,-1.8275
2005.0417,-5.1612,-2.0213
2004.9583,-4.95,-1.67
2004.875,-4.9187,-1.75
2004.7917,-4.8725,-1.945
2004.7083,-4.9175,-1.9325
2004.625,-4.8268,-1.8569
2004.5417,-4.9242,-1.875
2004.4583,-5.0007,-1.8506
2004.375,-4.9529,-1.6977
2004.2917,-5,-1.5833
2004.2083,-5.118,-1.5232
2004.125,-5.185,-1.71
2004.0417,-5.2327,-1.9365
2003.9583,-5.2633,-2.0567
2003.875,-5.1994,-2.1222
2003.7917,-5.0136,-2.123
2003.7083,-4.835,-1.9675
2003.625,-4.6919,-1.7747
2003.5417,-4.7338,-1.775
2003.4583,-4.77,-1.765
2003.375,-4.8163,-1.9812
2003.2917,-4.9338,-2.0625
2003.2083,-4.9337,-2.0588
2003.125,-5.0437,-1.9612
2003.0417,-5.1375,-1.7325
2002.9583,-5.1888,-1.5125
2002.875,-5.1,-1.715
2002.7917,-4.9362,-1.8812
2002.7083,-4.8038,-1.5825
2002.625,-4.7154,-1.3425
2002.5417,-4.7282,-1.4924
2002.4583,-4.7949,-1.7493
2002.375,-4.8951,-1.999
2002.2917,-5.0324,-2.0203
2002.2083,-5.2666,-1.9606
2002.125,-5.3654,-1.9358
2002.0417,-5.3092,-1.9606
2001.9583,-5.1533,-2.0419
2001.875,-5.0151,-2.1041
2001.7917,-4.9049,-1.9793
2001.7083,-4.8277,-1.8736
2001.625,-4.7058,-1.9435
2001.5417,-4.776,-2.064
2001.4583,-4.9765,-2.0402
2001.375,-5.19,-1.995
2001.2917,-5.3394,-1.8789
2001.2083,-5.3885,-1.7076
2001.125,-5.3579,-1.7517
2001.0417,-5.3092,-1.7649
2000.9583,-5.247,-1.8469
2000.875,-5.22,-1.98
2000.7917,-5.1761,-1.9748000000000001
2000.7083,-5.0663,-1.7678
2000.625,-4.9871,-1.6679
2000.5417,-5.1175,-1.7963
2000.4583,-5.1775,-1.9275
2000.375,-5.0763,-1.99
2000.2917,-5.2325,-2.0688
2000.2083,-5.4762,-2.0037
2000.125,-5.5175,-2.09
2000.0417,-5.4237,-2.05
1999.9583,-5.1938,-1.8063
1999.875,-5.13,-1.8112
1999.7917,-5.0225,-1.565
1999.7083,-4.8238,-1.25
1999.625,-4.7508,-1.4013
1999.5417,-4.7319,-1.8872
1999.4583,-4.8197,-1.8916
1999.375,-4.8946,-1.6009
1999.2917,-4.9812,-1.453
1999.2083,-5.0549,-1.3158
1999.125,-5.05,-1.2005
1999.0417,-5.0259,-1.413
1998.9583,-4.9181,-1.5507
1998.875,-4.8191,-1.4799
1998.7917,-4.764,-1.4096
1998.7083,-4.5973,-1.3754
1998.625,-4.5119,-1.4122
1998.5417,-4.6356,-1.7033
1998.4583,-4.705,-1.845
1998.375,-4.7535,-1.7861
1998.2917,-4.8566,-1.5594
1998.2083,-4.9965,-1.3844
1998.125,-4.98,-1.19
1998.0417,-4.8646,-1.1623000000000001
1997.9583,-4.7422,-1.41
1997.875,-4.6918,-1.3061
1997.7917,-4.62,-1.195
1997.7083,-4.5404,-1.2167
1997.625,-4.51,-1.4278
1997.5417,-4.63,-1.5875
1997.4583,-4.6275,-1.545
1997.375,-4.7587,-1.745
1997.2917,-4.8988,-1.6612
1997.2083,-4.965,-1.2313
1997.125,-4.9775,-1.4175
1997.0417,-4.9237,-1.7488
1996.9583,-4.935,-1.6875
1996.875,-4.915,-1.6738
1996.7917,-4.8162,-1.7475
1996.7083,-4.7938,-1.775
1996.625,-4.7638,-1.9138
1996.5417,-4.8088,-2.2263
1996.4583,-4.8875,-2.235
1996.375,-5.1125,-1.745
1996.2917,-5.2575,-1.2575
1996.2083,-5.3413,-1.3787
1996.125,-5.2475,-1.44
1996.0417,-5.125,-1.5575
1995.9583,-5.0813,-1.4788
1995.875,-5.0113,-1.3238
1995.7917,-4.9912,-1.6213
1995.7083,-4.9225,-1.7875
1995.625,-4.8188,-1.6767
1995.5417,-4.82,-1.5633
1995.4583,-4.94,-1.4967
1995.375,-5.1242,-1.5025
1995.2917,-5.0933,-1.7033
1995.2083,-4.9867,-1.92
1995.125,-4.8475,-2.0567
1995.0417,-4.7533,-1.8133
1994.9583,-4.7167,-1.64
1994.875,-4.7192,-1.5842
1994.7917,-4.6567,-1.4333
1994.7083,-4.6233,-1.39
1994.625,-4.6414,-1.505
1994.5417,-4.7289,-1.8241
1994.4583,-4.89,-1.905
1994.375,-5.0381,-1.7698
1994.2917,-5.0953,-1.5128
1994.2083,-5.1198,-1.2748
1994.125,-5.015,-1.26
1994.0417,-4.905,-1.5134
1993.9583,-4.8913,-1.9453
1993.875,-4.7681,-1.8173
1993.7917,-4.655,-1.7
1993.7083,-4.5835,-1.6478
1993.625,-4.567,-1.6116
1993.5417,-4.5967,-1.5929
1993.4583,-4.6864,-1.6987
1993.375,-4.76,-1.7
1993.2917,-4.8505,-1.5831
1993.2083,-4.9633,-1.4355
1993.125,-4.9627,-1.3148
1993.0417,-4.9045,-1.4714
1992.9583,-4.7272,-1.8241
1992.875,-4.575,-1.925
1992.7917,-4.551,-1.8167
1992.7083,-4.599,-1.6879
1992.625,-4.5187,-1.549
1992.5417,-4.5424,-1.6996
1992.4583,-4.5972,-1.8919
1992.375,-4.725,-1.91
1992.2917,-4.8561,-1.7425
1992.2083,-4.9131,-1.493
1992.125,-4.9192,-1.3348
1992.0417,-4.8062,-1.4547
1991.9583,-4.7967,-1.7182
1991.875,-4.83,-1.8
1991.7917,-4.8363,-1.8042
1991.7083,-4.785,-1.8994
1991.625,-4.7096,-1.963
1991.5417,-4.803,-2.0433
1991.4583,-4.8765,-2.1278
1991.375,-4.9134,-2.1298
1991.2917,-4.9675,-1.9712
1991.2083,-5.0891,-1.8314
1991.125,-5.205,-1.575
1991.0417,-5.1664,-1.4189
1990.9583,-5.0004,-1.6697
1990.875,-4.9254,-1.9553
1990.7917,-4.9337,-1.86
1990.7083,-4.7761,-1.8076
1990.625,-4.6821,-1.9704
1990.5417,-4.7289,-1.9852
1990.4583,-4.8329,-2
1990.375,-4.9,-2.025
1990.2917,-4.9468,-1.9352
1990.2083,-5.0174,-1.7477
1990.125,-5.099,-1.7277
1990.0417,-5.1712,-1.533
1989.9583,-5.1832,-1.4092
1989.875,-5.155,-1.625
1989.7917,-5.11,-1.8981
1989.7083,-5.0539,-1.95
1989.625,-5.0002,-1.9761
1989.5417,-5.054,-1.8934
1989.4583,-5.0832,-1.9539
1989.375,-5.145,-1.9643
1989.2917,-5.1782,-1.7297
1989.2083,-5.2662,-1.6155
1989.125,-5.3397,-1.4306
1989.0417,-5.2055,-1.693
1988.9583,-5.0636,-1.8353
1988.875,-5.0239,-1.6481
1988.7917,-4.8979,-1.6799
1988.7083,-4.8875,-1.5798
1988.625,-4.8138,-1.688
1988.5417,-4.8498,-1.8413
1988.4583,-4.9,-1.705
1988.375,-4.9632,-1.4828
1988.2917,-5.0356,-1.3825
1988.2083,-4.9654,-1.2434
1988.125,-5.005,-1.255
1988.0417,-5.0498,-1.3864
1987.9583,-4.9794,-1.5322
1987.875,-4.9599,-1.3941
1987.7917,-4.83,-1.28
1987.7083,-4.6636,-1.3092
1987.625,-4.5691,-1.4906
1987.5417,-4.5938,-1.4662
1987.4583,-4.675,-1.5525
1987.375,-4.8212,-1.5825
1987.2917,-4.8375,-1.4262
1987.2083,-4.99,-1.44
1987.125,-5.1275,-1.125
1987.0417,-5.0312,-1.0713
1986.9583,-5.0187,-1.395
1986.875,-4.9987,-1.5437
1986.7917,-4.855,-1.5212
1986.7083,-4.725,-1.5675
1986.625,-4.6584,-1.4741
1986.5417,-4.7583,-1.5157
1986.4583,-4.8998,-1.4802
1986.375,-5.0321,-1.4741
1986.2917,-5.2978,-1.6553
1986.2083,-5.3716,-1.4778
1986.125,-5.3153,-1.4178
1986.0417,-5.2771,-1.6554
1985.9583,-5.1716,-1.4506
1985.875,-5.0294,-1.4131
1985.7917,-4.9059,-1.4149
1985.7083,-4.8799,-1.4353
1985.625,-4.8512,-1.8141
1985.5417,-4.95,-1.936
1985.4583,-4.9883,-1.5912
1985.375,-5.1235,-1.5542
1985.2917,-5.1742,-1.4203
1985.2083,-5.2294,-1.3211
1985.125,-5.1452,-1.5296
1985.0417,-5.168,-1.4527
1984.9583,-5.1153,-1.3113
1984.875,-4.9505,-1.1829
1984.7917,-4.868,-1.4
1984.7083,-4.8349,-1.6055
1984.625,-4.8049,-1.5804
1984.5417,-5.0703,-1.4041
1984.4583,-5.054,-1.2751
1984.375,-4.995,-1.38
1984.2917,-4.9698,-1.5254
1984.2083,-4.9016,-1.4714
1984.125,-4.7831,-1.3092
1984.0417,-4.6796,-1.3103
1983.9583,-4.5741,-1.2933
1983.875,-4.56,-1.255
1983.7917,-4.5526,-1.2943
1983.7083,-4.4678,-1.4027
1983.625,-4.4255,-1.3721
1983.5417,-4.5559,-1.4522
1983.4583,-4.7396,-1.6179
1983.375,-4.875,-1.5499
1983.2917,-5.0156,-1.3909
1983.2083,-5.1949,-1.2486
1983.125,-5.1938,-1.2908
1983.0417,-5.0498,-1.4193
1982.9583,-4.9459,-1.3228
1982.875,-4.8097,-1.3374
1982.7917,-4.7507,-1.2699
1982.7083,-4.7769,-1.2016
1982.625,-4.7528,-1.4897
1982.5417,-4.9164,-1.8762
1982.4583,-5.1387,-1.6791
1982.375,-5.2094,-1.3495
1982.2917,-5.175,-1.0984
1982.2083,-5.0365,-1.0462
1982.125,-4.9505,-1.3024
1982.0417,-4.9235,-1.2572
1981.9583,-4.8522,-0.90281
1981.875,-4.7248,-0.84931
1981.7917,-4.6799,-0.88022
1981.7083,-4.6313,-0.92625
1981.625,-4.6064,-0.82828
1981.5417,-4.6338,-0.84375
1981.4583,-4.7662,-1.1875
1981.375,-4.9837,-1.2313
1981.2917,-5.045,-1.2462
1981.2083,-5.0225,-1.04
1981.125,-5.1662,-0.6075
1981.0417,-5.2375,-0.23375
1980.9583,-5.1525,-0.77375
1980.875,-5.0088,-1.0562
1980.7917,-4.895,-0.7975
1980.7083,-4.705,-0.585
1980.625,-4.5525,-0.55375
1980.5417,-4.545,-0.65
1980.4583,-4.6075,-0.86625
1980.375,-4.7787,-1.0112
1980.2917,-4.9488,-1.0763
1980.2083,-5.0675,-1.0163
1980.125,-5.2625,-0.7625
1980.0417,-5.3425,-0.67125
1979.9583,-5.2425,-0.9025
1979.875,-5.12,-0.79625
1979.7917,-4.945,-0.6875
1979.7083,-4.7975,-0.80625
1979.625,-4.7133,-1.2267
1979.5417,-4.7189,-1.3203
1979.4583,-4.7736,-1.3042
1979.375,-4.87,-1.38
1979.2917,-4.9192,-1.3916
1979.2083,-4.8353,-1.1874
1979.125,-4.674,-0.99729
1979.0417,-4.6534,-1.1446
1978.9583,-4.7085,-1.2878
1978.875,-4.605,-1.155
1978.7917,-4.4745,-1.039
1978.7083,-4.4755,-1.138
1978.625,-4.4621,-1.11
1978.5417,-4.46,-1.3813
1978.4583,-4.4787,-1.45
1978.375,-4.6,-1.6613
1978.2917,-4.6825,-1.8938
1978.2083,-4.78,-1.6688
1978.125,-4.9112,-1.3538
1978.0417,-4.8712,-1.4125
1977.9583,-4.7563,-1.8275
1977.875,-4.6775,-1.8237
1977.7917,-4.64,-1.5287
1977.7083,-4.555,-1.5437
1977.625,-4.5181,-1.6229
1977.5417,-4.645,-1.6371
1977.4583,-4.7154,-1.925
1977.375,-4.8154,-2.1532
1977.2917,-4.8773,-2.0336
1977.2083,-4.9541,-1.7944
1977.125,-5.01,-1.665
1977.0417,-4.9949,-1.5398
1976.9583,-4.9537,-1.6687
1976.875,-4.935,-2.178
1976.7917,-4.8975,-2.0987
1976.7083,-4.8136,-1.6095
1976.625,-4.7822,-1.4393
1976.5417,-4.79,-1.545
1976.4583,-4.915,-1.71
1976.375,-5.025,-1.7887
1976.2917,-5.1088,-1.6787
1976.2083,-5.2387,-1.595
1976.125,-5.3425,-1.5137
1976.0417,-5.2775,-1.205
1975.9583,-5.1813,-0.8975
1975.875,-5.135,-1.375
1975.7917,-5.0062,-1.9825
1975.7083,-4.85,-1.45
1975.625,-4.7763,-1.205
1975.5417,-4.8563,-1.4375
1975.4583,-4.8987,-1.4962
1975.375,-5.01,-1.5538
1975.2917,-4.9938,-1.6025
1975.2083,-5.1162,-1.4125
1975.125,-5.0738,-1.0813
1975.0417,-5.015,-0.785
1974.9583,-4.9625,-0.8025
1974.875,-5.055,-1.075
1974.7917,-4.915,-1.1363
1974.7083,-4.7788,-1.2425
1974.625,-4.7746,-1.3317
1974.5417,-4.8935,-1.4761
1974.4583,-5.0218,-1.5418
1974.375,-5.0102,-1.6741
1974.2917,-5.0477,-1.5972
1974.2083,-5.1498,-1.176
1974.125,-5.1256,-0.88396
1974.0417,-5.0487,-1.0073
1973.9583,-4.9704,-1.314
1973.875,-4.8954,-1.2798
1973.7917,-4.9068,-1.1903
1973.7083,-4.8122,-1.1693
1973.625,-4.7173,-1.2354
1973.5417,-4.7333,-1.4133
1973.4583,-4.7633,-1.4533
1973.375,-4.7808,-1.325
1973.2917,-4.7433,-1.1067
1973.2083,-4.6867,-0.91333
1973.125,-4.6292,-0.85083
1973.0417,-4.6267,-1.3333
1972.9583,-4.62,-1.6067
1972.875,-4.595,-1.5667
1972.7917,-4.54,-1.4467
1972.7083,-4.51,-1.4133
1972.625,-4.515,-1.4854
1972.5417,-4.55,-1.555
1972.4583,-4.595,-1.4263
1972.375,-4.6687,-1.3
1972.2917,-4.7525,-1.1825
1972.2083,-4.8925,-1.0513
1972.125,-4.9362,-0.78125
1972.0417,-4.9575,-0.73625
1971.9583,-5.05,-1.0662
1971.875,-4.9938,-1.1287
1971.7917,-4.9888,-1.0837
1971.7083,-4.9788,-1.1237
1971.625,-4.9261,-1.2656
1971.5417,-5.0192,-1.4658
1971.4583,-5.1314,-1.6135
1971.375,-5.2026,-1.3211
1971.2917,-5.2161,-0.90014
1971.2083,-5.1974,-0.82361
1971.125,-5.1201,-0.98506
1971.0417,-5.0942,-1.1936
1970.9583,-5.0849,-1.2555
1970.875,-4.9701,-1.1892
1970.7917,-4.9165,-1.0932
1970.7083,-4.8404,-1.0913
1970.625,-4.7856,-1.2705
1970.5417,-4.8302,-1.3704
1970.4583,-4.9,-1.355
1970.375,-5.0089,-1.3083
1970.2917,-5.1425,-1.2972
1970.2083,-5.0535,-1.2739
1970.125,-4.975,-1.425
1970.0417,-4.8965,-1.4954
1969.9583,-4.7859,-1.2559
1969.875,-4.7712,-1.1085
1969.7917,-4.83,-1.14
1969.7083,-4.8523,-1.247
1969.625,-4.7746,-1.3509
1969.5417,-4.8417,-1.5733
1969.4583,-4.9334,-1.7079
1969.375,-5.035,-1.56
1969.2917,-5.1265,-1.3412
1969.2083,-5.175,-1.218
1969.125,-5.1544,-1.009
1969.0417,-5.0442,-1.1071
1968.9583,-5.0359,-1.598
1968.875,-4.98,-1.585
1968.7917,-4.8937,-1.3053
1968.7083,-4.8435,-1.2637
1968.625,-4.7834,-1.2342
1968.5417,-4.8187,-1.3057
1968.4583,-4.9539,-1.6621
1968.375,-5.1161,-1.7642
1968.2917,-5.1395,-1.4626
1968.2083,-5.0581,-1.2029
1968.125,-5.0151,-1.3049
1968.0417,-5.0175,-1.3576
1967.9583,-4.9244,-1.2738
1967.875,-4.8865,-1.1846
1967.7917,-4.8622,-1.1732
1967.7083,-4.8533,-1.3472
1967.625,-4.828,-1.3208
1967.5417,-4.895,-1.2663
1967.4583,-4.95,-1.3462
1967.375,-5.0075,-1.2812
1967.2917,-5.1088,-1.0412
1967.2083,-5.2112,-0.92375
1967.125,-5.2787,-0.98
1967.0417,-5.0925,-1.095
1966.9583,-4.8475,-1.0763
1966.875,-4.77,-1.0913
1966.7917,-4.76,-1.2425
1966.7083,-4.6513,-1.395
1966.625,-4.6021,-1.3454
1966.5417,-4.6367,-1.2933
1966.4583,-4.6967,-1.2967
1966.375,-4.7625,-1.3117
1966.2917,-4.7833,-1.0967
1966.2083,-4.8467,-0.90667
1966.125,-4.9442,-0.80917
1966.0417,-4.9467,-0.88667
1965.9583,-4.8833,-0.99667
1965.875,-4.77,-1.0933
1965.7917,-4.6567,-1.09
1965.7083,-4.5833,-1.1033
1965.625,-4.5636,-1.1415
1965.5417,-4.6258,-1.1446
1965.4583,-4.7225,-1.2209
1965.375,-4.835,-1.2768
1965.2917,-4.9019,-1.1802
1965.2083,-5.078,-0.9511
1965.125,-5.1199,-0.81055
1965.0417,-5.1026,-1.0669
1964.9583,-5.0759,-1.1751
1964.875,-5.023,-1.1025
1964.7917,-4.9177,-1.1385
1964.7083,-4.7919,-1.1634
1964.625,-4.6973,-1.2687
1964.5417,-4.71,-1.385
1964.4583,-4.74,-1.27
1964.375,-4.8195,-1.129
1964.2917,-4.9741,-1.1531
1964.2083,-5.0345,-1.0775
1964.125,-5.055,-0.87
1964.0417,-5.0729,-0.73802
1963.9583,-5.1034,-0.85906
1963.875,-5.0935,-0.97885
1963.7917,-5.01,-1.045
1963.7083,-4.877,-0.98094
1963.625,-4.7484,-0.77188
1963.5417,-4.7925,-0.81625
1963.4583,-4.885,-0.99375
1963.375,-5.01,-1.4162
1963.2917,-5.115,-1.3737
1963.2083,-5.1125,-1.1675
1963.125,-5.2912,-1.04
1963.0417,-5.2312,-0.90875
1962.9583,-5.1925,-1.0275
1962.875,-5.1637,-1.275
1962.7917,-5.0562,-1.1325
1962.7083,-5.0275,-1.0988
1962.625,-5.01,-1.055
1962.5417,-5.0375,-1.1325
1962.4583,-5.0362,-1.1525
1962.375,-5.2362,-1.3313
1962.2917,-5.42,-1.6863
1962.2083,-5.4163,-1.48
1962.125,-5.3562,-1.0063
1962.0417,-5.26,-0.90625
1961.9583,-5.1175,-0.94125
1961.875,-5.0612,-0.8575
1961.7917,-4.98,-0.94
1961.7083,-4.9338,-0.9
1961.625,-4.8354,-0.96208
1961.5417,-4.9273,-1.1118
1961.4583,-4.9608,-1.1961
1961.375,-5.055,-1.185
1961.2917,-5.1796,-1.0895
1961.2083,-5.1917,-0.891
1961.125,-5.0679,-0.57083
1961.0417,-5.2088,-0.39592
1960.9583,-5.2196,-0.70104
1960.875,-5.12,-0.895
1960.7917,-5.0305,-0.83246
1960.7083,-4.9764,-0.732
1960.625,-4.8827,-0.80594
1960.5417,-4.9604,-0.81975
1960.4583,-4.8662,-0.90063
1960.375,-4.9009,-1.0603
1960.2917,-5.0591,-1.2294
1960.2083,-5.0934,-1.0689
1960.125,-5.1149,-0.72781
1960.0417,-5.1229,-0.70956
1959.9583,-5.0144,-0.895
1959.875,-4.8887,-0.9335
1959.7917,-4.8053,-0.80175
1959.7083,-4.7485,-0.863
