year (AD),depth (mm),d18O (permil),d13C (permil)
779.2,229.2,-4.41,-8.9
778.8,229.3,-4.16,-8.92
778.4,229.4,-3.98,-8.81
778,229.5,-3.63,-8.59
777.6,229.6,-3.82,-8.72
777.1,229.7,-3.67,-8.65
776.7,229.8,-3.51,-8.58
776.2,229.9,-3.69,-8.68
775.7,230,-3.59,-8.59
775.3,230.1,-3.51,-8.51
774.8,230.2,-3.55,-8.35
774.3,230.3,-3.76,-8.22
773.9,230.4,-3.7,-8.37
773.5,230.5,-3.73,-8.34
773.2,230.6,-3.6,-8.36
772.7,230.7,-3.55,-8.37
772.3,230.8,-3.7,-8.41
771.9,230.9,-3.57,-8.49
771.4,231,-3.47,-8.41
771,231.1,-3.49,-8.38
770.4,231.2,-3.52,-8.32
769.8,231.3,-3.53,-8.36
769.2,231.4,-3.7,-8.3
768.7,231.5,-3.92,-8.42
768.2,231.6,-3.87,-8.31
767.6,231.7,-3.98,-8.22
767.1,231.8,-4,-8.28
766.6,231.9,-4.05,-8.23
766.1,232,-4.18,-8.22
765.6,232.1,-4.19,-8.11
765,232.2,-4.07,-8.15
764.3,232.3,-4.01,-8.23
763.7,232.4,-3.98,-8.28
763,232.5,-3.99,-8.34
762.5,232.6,-3.86,-8.31
762,232.7,-3.95,-8.37
761.5,232.8,-3.91,-8.24
760.7,232.9,-3.96,-8.38
760.1,233,-3.86,-8.34
759.5,233.1,-3.95,-8.41
759,233.2,-3.76,-8.23
758.4,233.3,-3.86,-8.33
757.7,233.4,-3.82,-8.23
757.2,233.5,-3.95,-8.38
756.7,233.6,-3.95,-8.49
756.2,233.7,-4.04,-8.73
755.8,233.8,-3.9,-8.86
755.2,233.9,-3.79,-8.53
754.7,234,-3.77,-8.56
753.9,234.1,-3.71,-8.4
753.3,234.2,-3.74,-8.6
752.6,234.3,-3.87,-8.66
751.8,234.4,-3.94,-9
751.3,234.5,-4.05,-8.92
750.7,234.6,-3.94,-8.84
750.1,234.7,-3.98,-8.76
749.5,234.8,-3.91,-8.59
748.9,234.9,-3.86,-8.42
748.3,235,-3.82,-8.51
747.6,235.1,-3.81,-8.62
746.9,235.2,-3.94,-8.85
746.2,235.3,-3.98,-8.92
745.6,235.4,-3.99,-8.97
745.1,235.5,-4.02,-8.9
744.5,235.6,-3.9,-8.67
744,235.7,-4.03,-8.49
743.4,235.8,-3.99,-8.38
742.8,235.9,-3.79,-8.44
742.2,236,-3.95,-8.51
741.6,236.1,-3.85,-8.55
741.1,236.2,-3.83,-8.53
740.6,236.3,-3.8,-8.64
740.2,236.4,-3.82,-8.6
739.8,236.5,-3.9,-8.74
739.1,236.6,-3.75,-8.4
738.4,236.7,-3.8,-8.26
737.7,236.8,-3.77,-8.21
737.1,236.9,-3.83,-8.24
736.6,237,-3.76,-8.55
736,237.1,-3.77,-8.72
735.4,237.2,-3.82,-8.96
734.8,237.3,-3.73,-8.85
734.2,237.4,-3.65,-8.77
733.6,237.5,-3.72,-8.8
733.1,237.6,-3.8,-8.87
732.5,237.7,-3.66,-8.64
732,237.8,-3.66,-8.53
731.5,237.9,-3.57,-8.59
731,238,-3.59,-8.63
730.6,238.1,-3.43,-8.51
730.1,238.2,-3.62,-8.53
729.6,238.3,-3.75,-8.44
729.1,238.4,-3.72,-8.12
728.7,238.5,-3.64,-7.83
728.3,238.6,-3.66,-7.97
727.9,238.7,-3.7,-8.19
727.4,238.8,-3.7,-8
727,238.9,-3.81,-8.26
726.5,239,-4.01,-8.42
726,239.1,-3.97,-8.44
725.5,239.2,-4.07,-8.44
725,239.3,-4.11,-8.36
724.6,239.4,-4.2,-8.56
724.1,239.5,-4.13,-8.46
723.7,239.6,-3.94,-8.34
723.3,239.7,-4.05,-8.4
722.9,239.8,-4.06,-8.65
722.4,239.9,-4.13,-8.61
721.8,240,-4.14,-8.63
721.3,240.1,-4,-8.54
720.9,240.2,-4.05,-8.49
720.5,240.3,-3.81,-8.35
720.1,240.4,-3.99,-8.6
719.6,240.5,-3.82,-8.39
719.2,240.6,-3.88,-8.55
718.8,240.7,-3.74,-8.55
718.3,240.8,-3.83,-8.7
718,240.9,-3.77,-8.71
717.5,241,-3.73,-8.64
717.1,241.1,-3.94,-8.7
716.6,241.2,-3.91,-8.63
716.2,241.3,-3.95,-8.61
715.7,241.4,-3.86,-8.4
715.2,241.5,-4.06,-8.63
714.9,241.6,-3.93,-8.49
714.7,241.7,-3.83,-8.42
714.3,241.8,-3.82,-8.34
713.9,241.9,-3.81,-8.32
713.6,242,-3.66,-8
713.4,242.1,-3.71,-8.25
712.9,242.2,-3.74,-8.18
712.4,242.3,-3.71,-8.21
712.1,242.4,-3.69,-8.17
711.8,242.5,-3.81,-8.27
711.4,242.6,-3.8,-8.05
710.8,242.7,-3.73,-7.72
710.3,242.8,-3.82,-7.43
709.9,242.9,-3.72,-7.13
709.7,243,-3.71,-7.05
709.3,243.1,-3.57,-7.07
709,243.2,-3.52,-7.15
708.5,243.3,-3.9,-7.13
708.1,243.4,-3.77,-7.58
707.9,243.5,-3.81,-7.75
707.5,243.6,-3.92,-7.96
707.1,243.7,-4.1,-8.12
706.9,243.8,-4.27,-8.46
706.6,243.9,-4.22,-8.4
706.4,244,-4.49,-8.75
706.1,244.1,-4.54,-8.74
705.8,244.2,-4.37,-8.77
705.6,244.3,-4.5,-8.84
705.3,244.4,-4.5,-8.93
705.1,244.5,-4.64,-9.17
704.9,244.6,-4.36,-9.05
704.7,244.7,-4.38,-8.97
704.5,244.8,-4.52,-9.22
704.4,244.9,-4.09,-9.03
704.2,245,-4.08,-8.95
704,245.1,-3.98,-9.02
703.8,245.2,-4.07,-8.69
703.5,245.3,-4.26,-8.74
703.1,245.4,-4.09,-8.45
702.9,245.5,-4.25,-8.41
702.6,245.6,-3.93,-8.33
702.2,245.7,-3.91,-8.61
701.9,245.8,-3.97,-8.63
701.5,245.9,-3.86,-8.71
701.1,246,-4.09,-8.77
700.6,246.1,-4.21,-8.64
700.3,246.2,-4.32,-8.8
699.9,246.3,-4.17,-8.69
699.5,246.4,-4.01,-8.75
699.1,246.5,-4.06,-8.81
698.7,246.6,-4.02,-8.7
698.2,246.7,-4.08,-8.75
697.7,246.8,-3.97,-8.6
697.2,246.9,-4.12,-8.72
696.8,247,-4.18,-8.72
696.3,247.1,-3.99,-8.48
695.7,247.2,-4.28,-8.57
695.3,247.3,-4.33,-8.77
694.8,247.4,-4.6,-8.84
694.5,247.5,-4.43,-8.88
694.1,247.6,-4.57,-9.1
693.7,247.7,-4.46,-9.27
693.2,247.8,-4.4,-9.3
692.7,247.9,-4.18,-9.44
692.3,248,-4.4,-9.41
691.8,248.1,-4.6,-9.68
691.1,248.2,-4.26,-9.52
690.6,248.3,-4.51,-9.45
690,248.4,-4.3,-9.4
689.4,248.5,-4.43,-9.08
689.1,248.6,-4.39,-9.29
688.4,248.7,-4.27,-9.29
687.9,248.8,-4.43,-9.51
687.6,248.9,-4.43,-9.47
686.8,249,-4.24,-9.22
686.1,249.1,-4.32,-9.37
685.5,249.2,-4.29,-9.1
685,249.3,-4.13,-8.63
684.5,249.4,-4.36,-8.94
683.9,249.5,-4,-8.71
683.6,249.6,-4.37,-8.84
683.1,249.7,-4.16,-8.63
682.6,249.8,-4.29,-8.72
681.9,249.9,-4.43,-8.64
681.4,250,-4.36,-8.67
680.9,250.1,-4.15,-8.48
680.5,250.2,-4.07,-8.44
680,250.3,-4.09,-8.58
679.5,250.4,-4.09,-8.57
678.9,250.5,-4.04,-8.59
678.3,250.6,-3.95,-8.41
677.7,250.7,-4.06,-8.69
677.2,250.8,-3.98,-8.67
676.7,250.9,-4.17,-8.82
676.1,251,-3.95,-8.8
675.5,251.1,-3.93,-8.65
674.8,251.2,-3.91,-8.86
674.4,251.3,-3.91,-8.83
673.9,251.4,-3.9,-8.72
673.3,251.5,-3.95,-8.88
672.8,251.6,-3.89,-8.62
672.3,251.7,-4.06,-8.92
671.9,251.8,-3.83,-8.74
671.5,251.9,-3.72,-8.74
671.1,252,-3.78,-8.87
670.7,252.1,-3.78,-8.93
670.3,252.2,-3.64,-8.8
669.9,252.3,-3.81,-8.85
669.5,252.4,-3.66,-8.68
669.1,252.5,-3.71,-8.58
668.7,252.6,-3.68,-8.75
668.3,252.7,-3.75,-8.55
667.9,252.8,-3.91,-8.68
667.5,252.9,-3.78,-8.64
667.1,253,-3.71,-8.56
666.6,253.1,-3.96,-8.71
666.1,253.2,-3.83,-8.78
665.6,253.3,-3.91,-8.75
665.1,253.4,-3.96,-8.84
664.7,253.5,-3.73,-8.65
664.3,253.6,-4.12,-8.85
663.9,253.7,-4.04,-8.76
663.5,253.8,-3.99,-8.7
663.1,253.9,-4.09,-8.89
662.8,254,-4.07,-8.82
662.4,254.1,-3.95,-8.9
662.1,254.2,-3.9,-8.92
661.7,254.3,-3.93,-8.91
661.3,254.4,-3.95,-9.02
660.9,254.5,-4,-8.95
660.4,254.6,-4.03,-9.14
660,254.7,-3.9,-9.07
659.6,254.8,-3.99,-9.01
659.1,254.9,-4.12,-9.2
658.7,255,-4.07,-9.19
658.2,255.1,-4.26,-9.23
657.8,255.2,-4.26,-9.11
657.4,255.3,-4.23,-9.06
656.9,255.4,-4.39,-9.38
656.5,255.5,-4.34,-9.43
656.1,255.6,-4.48,-9.53
655.7,255.7,-4.55,-9.65
655.3,255.8,-4.74,-9.78
654.9,255.9,-4.72,-9.66
654.5,256,-4.79,-9.71
654.1,256.1,-4.78,-9.71
653.7,256.2,-4.73,-9.59
653.3,256.3,-4.74,-9.45
652.9,256.4,-4.76,-9.35
652.5,256.5,-4.72,-9.56
652.1,256.6,-4.74,-9.4
651.7,256.7,-4.54,-9.35
651.3,256.8,-4.74,-9.34
650.9,256.9,-4.86,-9.24
650.5,257,-5.04,-9.07
650.1,257.1,-4.77,-8.97
649.7,257.2,-4.81,-9.03
649.3,257.3,-4.79,-8.71
648.9,257.4,-4.81,-8.82
648.5,257.5,-4.47,-8.68
648.1,257.6,-4.63,-8.8
647.7,257.7,-4.65,-8.71
647.4,257.8,-4.6,-8.61
647.1,257.9,-4.73,-8.63
646.7,258,-4.7,-8.78
646.3,258.1,-4.3,-8.74
645.9,258.2,-4.09,-8.44
645.6,258.3,-4.47,-8.46
645.2,258.4,-4.47,-8.54
644.8,258.5,-4.48,-8.99
644.5,258.6,-4.54,-8.61
644.1,258.7,-4.31,-8.47
643.7,258.8,-4.21,-8.46
643.4,258.9,-4.35,-8.61
643,259,-4.13,-8.21
642.7,259.1,-4,-8.13
642.3,259.2,-4.12,-8.19
641.9,259.3,-4,-8.23
641.6,259.4,-4.06,-8.18
641.2,259.5,-3.92,-8.21
640.8,259.6,-4.31,-8.37
640.4,259.7,-4.11,-8.34
640,259.8,-4.19,-8.35
639.6,259.9,-4.31,-8.47
639.2,260,-4.36,-8.59
638.8,260.1,-4.15,-8.6
638.3,260.2,-4.39,-8.74
637.9,260.3,-4.22,-8.77
637.4,260.4,-4.31,-8.81
637,260.5,-4.33,-8.97
636.5,260.6,-4.19,-8.97
636.1,260.7,-3.91,-8.72
635.7,260.8,-4.04,-8.88
635.3,260.9,-4.12,-9.21
634.9,261,-4.07,-9.25
634.5,261.1,-4.01,-9.19
634.1,261.2,-4.08,-9.36
633.7,261.3,-4.06,-9.46
633.3,261.4,-4.26,-9.64
632.9,261.5,-4.19,-9.71
632.5,261.6,-4.21,-9.66
632.1,261.7,-4.22,-9.74
631.7,261.8,-4.16,-9.77
631.4,261.9,-4.52,-9.97
631,262,-4.52,-10.13
630.6,262.1,-4.56,-10.01
630.2,262.2,-4.58,-9.88
629.9,262.3,-4.6,-9.49
629.5,262.4,-4.77,-9.62
629.1,262.5,-4.77,-9.3
628.7,262.6,-4.81,-9.37
628.3,262.7,-4.75,-9.31
627.9,262.8,-4.87,-9.36
627.4,262.9,-4.71,-9.43
627,263,-4.81,-9.54
626.6,263.1,-4.67,-9.56
626.2,263.2,-4.51,-9.61
625.9,263.3,-4.3,-9.35
625.5,263.4,-4.3,-9.57
625.1,263.5,-4.29,-9.74
624.7,263.6,-4.15,-9.69
624.3,263.7,-4.28,-9.79
624,263.8,-4.3,-9.88
623.7,263.9,-4.52,-10.14
623.3,264,-4.39,-9.98
622.9,264.1,-4.63,-10.03
622.5,264.2,-4.57,-9.97
622,264.3,-4.67,-9.98
621.6,264.4,-4.76,-10.11
621.2,264.5,-4.63,-9.7
620.8,264.6,-4.84,-9.96
620.4,264.7,-4.62,-9.8
620,264.8,-4.56,-9.6
619.6,264.9,-4.73,-9.69
619.2,265,-4.79,-9.56
618.9,265.1,-4.63,-9.61
618.6,265.2,-4.54,-9.1
618.2,265.3,-4.41,-9.43
618,265.4,-4.47,-9.48
617.6,265.5,-4.37,-9.41
617.1,265.6,-4.56,-9.49
616.7,265.7,-4.57,-9.49
616.3,265.8,-4.55,-9.15
615.9,265.9,-4.4,-9.09
615.4,266,-4.33,-9.07
615,266.1,-4.51,-9.13
614.5,266.2,-4.56,-9.02
614,266.3,-4.65,-9.23
613.6,266.4,-4.75,-9.35
613.1,266.5,-4.51,-9.31
612.7,266.6,-4.32,-9.34
612.3,266.7,-4.45,-9.44
611.9,266.8,-4.48,-9.62
611.5,266.9,-4.47,-9.61
611.2,267,-4.25,-9.56
610.8,267.1,-4.34,-9.52
610.5,267.2,-4.39,-9.53
610.1,267.3,-4.34,-9.45
609.7,267.4,-4.02,-9
609.3,267.5,-4.15,-8.92
609,267.6,-3.95,-8.71
608.6,267.7,-3.83,-8.63
608.3,267.8,-3.93,-8.41
608,267.9,-3.72,-8.49
607.6,268,-3.74,-8.45
607.2,268.1,-3.63,-8.26
606.8,268.2,-3.5,-8.26
606.5,268.3,-3.65,-8.24
606,268.4,-3.47,-8.22
605.5,268.5,-3.43,-8.12
605,268.6,-3.42,-8.01
604.6,268.7,-3.3,-7.88
604.2,268.8,-3.37,-7.71
603.8,268.9,-3.47,-7.66
603.4,269,-3.61,-7.49
603,269.1,-3.6,-7.47
602.7,269.2,-3.55,-7.36
602.4,269.3,-3.74,-7.39
602,269.4,-3.6,-7.13
601.6,269.5,-3.53,-7.03
601.2,269.6,-3.71,-7.21
600.7,269.7,-3.58,-7.22
600.3,269.8,-3.7,-7.32
599.8,269.9,-3.68,-7.63
599.4,270,-3.73,-7.75
598.9,270.1,-3.67,-7.68
598.4,270.2,-3.84,-7.97
597.9,270.3,-3.62,-7.91
597.4,270.4,-3.77,-8.23
596.9,270.5,-3.78,-8.28
596.5,270.6,-3.93,-8.15
596,270.7,-4.03,-8.42
595.6,270.8,-3.91,-8.42
595.1,270.9,-3.68,-8.41
594.7,271,-3.93,-8.57
594.4,271.1,-3.74,-8.34
593.9,271.2,-3.8,-8.46
593.5,271.3,-3.96,-8.54
593,271.4,-4.09,-8.83
592.6,271.5,-3.97,-8.9
592.1,271.6,-4.17,-9.14
591.7,271.7,-4.28,-9.26
591.2,271.8,-4.23,-9.27
590.8,271.9,-4.3,-9.41
590.3,272,-4.12,-9.33
589.8,272.1,-4.16,-9.17
589.3,272.2,-4.37,-9.28
588.8,272.3,-4.26,-9.26
588.3,272.4,-4.38,-9.33
587.8,272.5,-4.61,-9.46
587.2,272.6,-4.59,-9.44
586.7,272.7,-4.49,-9.4
586.2,272.8,-4.5,-9.42
585.6,272.9,-4.5,-9.41
585.1,273,-4.35,-9.36
584.5,273.1,-4.52,-9.42
584,273.2,-4.41,-9.44
583.4,273.3,-4.57,-9.37
582.9,273.4,-4.45,-9.2
582.3,273.5,-4.37,-8.96
581.8,273.6,-4.33,-8.94
581.3,273.7,-4.5,-8.93
580.7,273.8,-4.31,-8.8
580.2,273.9,-4.2,-8.81
579.7,274,-4.22,-8.73
579.1,274.1,-4.17,-8.73
578.6,274.2,-4.13,-8.74
578,274.3,-4.16,-8.74
577.5,274.4,-4.2,-8.77
576.9,274.5,-4.08,-8.66
576.4,274.6,-4.19,-8.67
575.8,274.7,-4.25,-8.69
575.3,274.8,-3.97,-8.69
574.7,274.9,-4.03,-8.9
574.1,275,-3.97,-8.88
573.5,275.1,-3.98,-8.83
572.9,275.2,-3.87,-8.71
572.3,275.3,-3.83,-8.53
571.7,275.4,-4.02,-8.66
571.1,275.5,-3.83,-8.51
570.5,275.6,-4.14,-8.07
569.8,275.7,-3.73,-7.96
569.2,275.8,-3.8,-7.9
568.5,275.9,-3.73,-7.95
567.9,276,-3.5,-7.81
567.2,276.1,-3.61,-8.14
566.5,276.2,-3.68,-8.37
565.7,276.3,-3.69,-8.64
565,276.4,-3.54,-8.6
564.3,276.5,-3.72,-8.92
563.5,276.6,-3.72,-9.16
562.8,276.7,-3.76,-9.06
562,276.8,-3.38,-8.52
561.2,276.9,-3.63,-8.45
560.5,277,-3.62,-8.54
559.8,277.1,-3.58,-8.24
559.1,277.2,-3.74,-8.4
558.4,277.3,-3.72,-8.52
557.6,277.4,-3.83,-8.57
556.9,277.5,-3.88,-8.78
556.2,277.6,-3.98,-8.89
555.6,277.7,-4.07,-9.27
554.8,277.8,-4.06,-9.34
554.1,277.9,-4.14,-9.71
553.3,278,-4.29,-10.04
552.5,278.1,-4.2,-10.02
551.6,278.2,-4.38,-10.21
550.8,278.3,-4.41,-10.25
550.2,278.4,-4.32,-10.06
549.4,278.5,-4.44,-10.32
548.7,278.6,-4.18,-9.99
547.9,278.7,-3.94,-10.24
547.1,278.8,-3.99,-9.97
546.3,278.9,-3.9,-9.95
545.5,279,-4.02,-10.27
544.7,279.1,-3.81,-10.29
544.1,279.2,-4.02,-10.33
543.4,279.3,-4,-9.95
542.7,279.4,-3.86,-9.93
541.9,279.5,-3.9,-10.35
541,279.6,-3.98,-10.41
540.2,279.7,-4.1,-10.21
539.3,279.8,-4.19,-10.49
538.4,279.9,-4.27,-10.61
537.6,280,-4.17,-10.48
536.7,280.1,-4.16,-10.44
535.8,280.2,-4.06,-10.41
535,280.3,-4.08,-10.34
534.1,280.4,-4.03,-10.23
533.3,280.5,-4.09,-10.05
532.5,280.6,-4.03,-10.05
531.6,280.7,-4.11,-10.03
530.8,280.8,-4,-10
530,280.9,-4.06,-9.92
529.2,281,-4.13,-9.91
528.4,281.1,-4.22,-9.99
527.5,281.2,-4.19,-10
526.7,281.3,-4.09,-9.8
525.9,281.4,-4.11,-9.76
525.1,281.5,-4.14,-9.86
524.3,281.6,-4.15,-9.8
523.5,281.7,-4.18,-9.64
522.7,281.8,-4.14,-9.86
521.9,281.9,-4.04,-9.42
521.1,282,-4.07,-9.53
520.3,282.1,-4.18,-9.9
519.5,282.2,-4.05,-9.68
518.6,282.3,-4.13,-10.11
517.7,282.4,-4.29,-10.39
516.9,282.5,-4.03,-9.9
516.1,282.6,-3.89,-9.93
515.3,282.7,-4.08,-9.99
514.4,282.8,-4.23,-9.96
513.6,282.9,-4.29,-10.17
512.8,283,-4.32,-10.23
511.9,283.1,-4.44,-10.38
511.2,283.2,-4.57,-10.44
510.4,283.3,-4.56,-10.55
509.5,283.4,-4.25,-10.08
508.7,283.5,-4.32,-9.71
507.9,283.6,-4.41,-9.71
507.1,283.7,-4.1,-9.61
506.2,283.8,-4.1,-9.51
505.4,283.9,-4.15,-9.69
504.7,284,-4.04,-9.65
503.9,284.1,-3.89,-9.43
503,284.2,-3.93,-9.6
502.2,284.3,-3.82,-9.57
501.5,284.4,-3.93,-9.52
500.7,284.5,-4.15,-9.67
500,284.6,-3.89,-9.49
499.2,284.7,-3.91,-9.3
498.4,284.8,-3.57,-9.46
497.6,284.9,-3.53,-9.38
496.8,285,-3.58,-9.3
496,285.1,-3.79,-9.47
495.2,285.2,-3.73,-9.53
494.5,285.3,-3.75,-9.38
493.7,285.4,-4.06,-9.57
493,285.5,-3.86,-9.46
492.3,285.6,-3.96,-9.45
491.5,285.7,-4.13,-9.84
490.8,285.8,-4.26,-9.9
490.1,285.9,-4.35,-9.56
489.3,286,-3.82,-9.31
488.6,286.1,-3.74,-9.37
487.9,286.2,-4.6,-10.6
487.1,286.3,-4.19,-9.87
486.4,286.4,-4.4,-10.05
485.6,286.5,-4.21,-10.16
484.9,286.6,-4.2,-9.84
484.1,286.7,-4.13,-9.9
483.4,286.8,-4.08,-10.21
482.7,286.9,-4.74,-10.57
481.9,287,-4.49,-10.85
481.1,287.1,-4.57,-11.17
480.4,287.2,-4.67,-11.86
479.7,287.3,-4.52,-11.82
479,287.4,-4.66,-11.88
478.3,287.5,-4.75,-11.81
477.7,287.6,-4.58,-11.92
476.9,287.7,-4.55,-11.77
476.2,287.8,-4.62,-11.55
475.6,287.9,-4.58,-11.34
475,288,-4.27,-10.8
474.5,288.1,-4.24,-10.72
473.9,288.2,-4.42,-10.48
473.3,288.3,-4.36,-10.13
472.7,288.4,-3.98,-9.86
472.1,288.5,-4.35,-9.98
471.5,288.6,-3.99,-9.71
470.9,288.7,-4.23,-9.67
470.3,288.8,-3.89,-9.34
469.7,288.9,-3.9,-9.16
469.1,289,-3.99,-9.12
468.5,289.1,-3.99,-9.07
468,289.2,-3.89,-8.93
467.4,289.3,-3.83,-9.04
466.8,289.4,-3.83,-9.04
466.3,289.5,-3.72,-8.97
465.7,289.6,-3.79,-9.17
465.2,289.7,-3.65,-9.07
464.7,289.8,-3.76,-9.16
464.1,289.9,-3.82,-9.3
463.6,290,-3.86,-9.23
463.1,290.1,-3.83,-9.39
462.6,290.2,-4.06,-9.56
462.2,290.3,-4,-9.48
461.8,290.4,-4.06,-9.56
461.2,290.5,-4.13,-9.51
460.7,290.6,-4.06,-9.47
460.2,290.7,-4.07,-9.51
459.6,290.8,-4.12,-9.68
459.1,290.9,-4.12,-9.71
458.6,291,-4.09,-9.68
458.2,291.1,-4.02,-9.59
457.8,291.2,-4.11,-9.64
457.4,291.3,-4.14,-9.47
457.2,291.4,-4.1,-9.46
456.8,291.5,-4.02,-9.36
456.4,291.6,-4.21,-9.36
456,291.7,-4.14,-9.2
455.6,291.8,-4.08,-9.14
455.1,291.9,-4.14,-9.06
454.6,292,-4.19,-8.98
454.4,292.1,-4.12,-8.95
454.1,292.2,-4.15,-8.83
453.8,292.3,-3.99,-8.77
453.6,292.4,-3.74,-8.66
453.4,292.5,-3.8,-8.71
453.1,292.6,-3.76,-8.7
452.9,292.7,-3.75,-8.61
452.6,292.8,-3.66,-8.65
452.1,292.9,-3.58,-8.5
451.7,293,-3.63,-8.37
451.3,293.1,-3.6,-8.27
450.9,293.2,-3.5,-8.14
450.5,293.3,-3.44,-7.95
450.1,293.4,-3.54,-7.7
449.8,293.5,-3.52,-7.45
449.3,293.6,-3.55,-7.16
449,293.7,-3.56,-7.01
448.7,293.8,-3.78,-7.57
448.5,293.9,-3.73,-7.97
448.1,294,-3.78,-8.13
447.8,294.1,-3.76,-8.39
447.6,294.2,-3.85,-8.28
447.2,294.3,-3.72,-8.32
446.9,294.4,-3.71,-8.1
446.5,294.5,-3.76,-8.32
446.3,294.6,-3.77,-8.41
446,294.7,-3.83,-8.7
445.9,294.8,-3.75,-8.91
445.8,294.9,-3.82,-8.93
445.7,295,-3.8,-8.99
445.7,295.1,-3.88,-8.88
445.6,295.2,-4.1,-8.92
445.4,295.3,-3.94,-8.66
445.3,295.4,-3.93,-8.32
445.1,295.5,-3.93,-8.1
444.8,295.6,-3.83,-7.91
444.5,295.7,-3.77,-7.63
444.3,295.8,-3.69,-7.39
444.1,295.9,-3.55,-7.19
443.9,296,-3.87,-7.63
443.7,296.1,-3.53,-7.05
443.5,296.2,-3.46,-6.84
443.4,296.3,-3.4,-6.84
443.4,296.4,-3.4,-7.1
443.3,296.5,-3.51,-7.47
443.3,296.6,-3.64,-7.91
443.1,296.7,-3.57,-8.21
443,296.8,-3.55,-8.31
442.9,296.9,-3.52,-8.29
442.8,297,-3.68,-8.55
442.7,297.1,-3.49,-8.32
442.7,297.2,-3.96,-8.73
442.5,297.3,-3.5,-7.96
442.4,297.4,-3.47,-7.97
442.2,297.5,-3.49,-7.82
441.9,297.6,-3.58,-7.87
441.8,297.7,-3.66,-8.13
441.6,297.8,-3.73,-8.32
441.5,297.9,-3.77,-8.46
441.3,298,-3.94,-8.71
441.2,298.1,-3.78,-8.59
441,298.2,-3.74,-8.57
440.9,298.3,-3.85,-8.55
440.7,298.4,-3.79,-8.47
440.6,298.5,-3.96,-8.45
440.4,298.6,-3.82,-8.01
440.3,298.7,-3.89,-8.1
440.2,298.8,-4.07,-8.46
440.1,298.9,-4.03,-8.39
439.9,299,-4.02,-8.62
439.8,299.1,-4.02,-8.6
439.6,299.2,-3.97,-8.56
439.5,299.3,-3.96,-8.49
439.4,299.4,-4,-8.54
439.3,299.5,-4.11,-8.61
439.2,299.6,-4.04,-8.39
439.1,299.7,-4.03,-8.47
438.9,299.8,-4,-8.12
438.8,299.9,-3.87,-8.15
438.7,300,-3.91,-8.28
438.6,300.1,-3.77,-8.46
438.5,300.2,-3.8,-8.54
438.4,300.3,-3.79,-8.65
438.3,300.4,-3.73,-8.62
438.2,300.5,-3.77,-8.67
438.1,300.6,-3.71,-8.6
438,300.7,-3.64,-8.66
437.9,300.8,-3.7,-8.55
437.7,300.9,-3.8,-8.77
437.6,301,-3.82,-8.65
437.5,301.1,-3.78,-8.57
437.4,301.2,-3.92,-8.73
437.3,301.3,-4.13,-8.67
437.2,301.4,-4.15,-8.63
437,301.5,-4.04,-8.57
436.9,301.6,-4.02,-8.66
436.8,301.7,-3.96,-8.7
436.7,301.8,-3.91,-8.67
436.6,301.9,-3.87,-8.69
436.5,302,-3.96,-8.64
436.3,302.1,-3.97,-8.68
436.2,302.2,-4,-8.59
436.1,302.3,-3.81,-8.32
436,302.4,-3.96,-8.35
435.9,302.5,-3.98,-8.28
435.8,302.6,-3.79,-8.06
435.7,302.7,-3.71,-8.19
435.6,302.8,-3.71,-8.21
435.5,302.9,-3.78,-8.01
435.4,303,-3.48,-7.76
435.3,303.1,-3.57,-7.85
435.2,303.2,-3.42,-7.75
435.1,303.3,-3.36,-7.66
434.9,303.4,-3.45,-7.77
434.8,303.5,-3.5,-7.75
434.8,303.6,-3.63,-8.11
434.7,303.7,-3.92,-8.2
434.6,303.8,-3.74,-8.37
434.5,303.9,-3.89,-8.54
434.4,304,-4.01,-8.53
434.2,304.1,-3.85,-8.61
434.1,304.2,-3.83,-8.78
433.9,304.3,-3.88,-8.84
433.7,304.4,-3.9,-8.65
433.7,304.5,-4.01,-8.94
433.7,304.6,-3.79,-8.88
433.6,304.7,-3.74,-8.78
433.5,304.8,-3.67,-8.91
433.5,304.9,-4.33,-9.06
433.5,305,-3.52,-8.66
433.4,305.1,-3.58,-8.56
433.3,305.2,-3.78,-8.37
433.2,305.3,-3.55,-8.25
433.1,305.4,-3.59,-8.26
432.9,305.5,-3.46,-8.17
432.7,305.6,-3.59,-8.23
432.6,305.7,-3.61,-8.11
432.5,305.8,-3.58,-8.41
432.5,305.9,-3.61,-8.46
432.5,306,-3.68,-8.54
432.4,306.1,-3.71,-8.6
432.4,306.2,-3.68,-8.66
432.2,306.3,-3.81,-8.71
431.9,306.4,-3.59,-8.65
431.8,306.5,-3.67,-8.68
431.7,306.6,-3.66,-8.71
431.7,306.7,-3.46,-8.74
431.6,306.8,-3.21,-8.79
431.6,306.9,-3.37,-8.75
431.5,307,-3.25,-8.71
431.5,307.1,-3.22,-8.74
431.4,307.2,-3.2,-8.74
431.4,307.3,-3.31,-8.69
431.4,307.4,-3.32,-8.79
431.4,307.5,-3.13,-8.77
431.4,307.6,-3.13,-8.85
431.3,307.7,-3.17,-8.96
431.2,307.8,-3.05,-8.72
431,307.9,-3.56,-8.83
430.8,308,-3.14,-8.74
430.6,308.1,-3.32,-8.56
430.5,308.2,-3.15,-8.69
430.3,308.3,-3.27,-8.69
430.2,308.4,-3.27,-8.68
430.1,308.5,-3.42,-8.72
