year (AD),age (BP),grey_scale (missing)
-11172.92,13122.92,198.1
-11173.34,13123.34,198.52
-11173.82,13123.82,198.62
-11174.25,13124.25,198.43
-11174.73,13124.73,198.24
-11175.15,13125.15,198.43
-11175.64,13125.64,198.19
-11176.07,13126.07,198.33
-11176.49,13126.49,198.67
-11176.98,13126.98,198.9
-11177.41,13127.41,199.57
-11177.9,13127.9,199.38
-11178.33,13128.33,199.29
-11178.82,13128.82,199.76
-11179.25,13129.25,200.38
-11179.74,13129.74,199.81
-11180.18,13130.18,199.1
-11180.67,13130.67,198.76
-11181.11,13131.11,198.19
-11181.6,13131.6,198.05
-11182.04,13132.04,197.48
-11182.54,13132.54,197.1
-11182.98,13132.98,197.38
-11183.42,13133.42,197.48
-11183.92,13133.92,196.52
-11184.36,13134.36,196.19
-11184.86,13134.86,196.57
-11185.31,13135.31,196.67
-11185.81,13135.81,196.81
-11186.26,13136.26,196.52
-11186.77,13136.77,196.1
-11187.21,13137.21,196.14
-11187.72,13137.72,195.86
-11188.17,13138.17,194.9
-11188.68,13138.68,194.33
-11189.13,13139.13,194.24
-11189.65,13139.65,194.14
-11190.1,13140.1,194.14
-11190.55,13140.55,194.19
-11191.07,13141.07,194.14
-11191.52,13141.52,194.24
-11192.04,13142.04,194.14
-11192.5,13142.5,194.14
-11193.02,13143.02,194.19
-11193.48,13143.48,194.24
-11194,13144,194.33
-11194.46,13144.46,194.1
-11194.99,13144.99,193.9
-11195.45,13145.45,194.05
-11195.98,13145.98,194
-11196.45,13146.45,193.9
-11196.98,13146.98,193.81
-11197.44,13147.44,194.05
-11197.98,13147.98,193.86
-11198.44,13148.44,193.86
-11198.91,13148.91,194.14
-11199.45,13149.45,194.29
-11199.92,13149.92,194.1
-11200.46,13150.46,193.71
-11200.93,13150.93,193.1
-11201.48,13151.48,193.24
-11201.95,13151.95,193.33
-11202.49,13152.49,193.43
-11202.97,13152.97,193.19
-11203.52,13153.52,192.71
-11204,13154,192.14
-11204.55,13154.55,191.9
-11205.03,13155.03,191.9
-11205.58,13155.58,192
-11206.06,13156.06,192.33
-11206.55,13156.55,192.86
-11207.1,13157.1,192.38
-11207.59,13157.59,192.48
-11208.15,13158.15,191.86
-11208.64,13158.64,191.95
-11209.2,13159.2,192.52
-11209.69,13159.69,192.33
-11210.25,13160.25,191.95
-11210.74,13160.74,191.67
-11211.31,13161.31,190.9
-11211.81,13161.81,190.57
-11212.37,13162.37,190.43
-11212.87,13162.87,190.24
-11213.44,13163.44,190
-11213.94,13163.94,190.14
-11214.44,13164.44,189.67
-11215.02,13165.02,189.1
-11215.52,13165.52,190.33
-11216.1,13166.1,191.05
-11216.6,13166.6,192.33
-11217.18,13167.18,192.95
-11217.69,13167.69,193.19
-11218.27,13168.27,193.52
-11218.79,13168.79,193.86
-11219.37,13169.37,194.05
-11219.88,13169.88,194.76
-11220.47,13170.47,195.14
-11220.99,13170.99,195.24
-11221.58,13171.58,194.62
-11222.1,13172.1,193.81
-11222.69,13172.69,193.24
-11223.21,13173.21,192.81
-11223.73,13173.73,192.71
-11224.33,13174.33,192.62
-11224.85,13174.85,192.62
-11225.45,13175.45,192.52
-11225.98,13175.98,192.29
-11226.58,13176.58,192.52
-11227.11,13177.11,192.29
-11227.72,13177.72,192.19
-11228.25,13178.25,192.05
-11228.86,13178.86,192.19
-11229.39,13179.39,192.57
-11230.01,13180.01,192.38
-11230.54,13180.54,192.33
-11231.16,13181.16,192.38
-11231.7,13181.7,192.48
-11232.24,13182.24,191.95
-11232.86,13182.86,191.43
-11233.4,13183.4,191.43
-11234.02,13184.02,191.67
-11234.57,13184.57,191.48
-11235.19,13185.19,191.33
-11235.74,13185.74,191.29
-11236.37,13186.37,191.48
-11236.92,13186.92,191.43
-11237.55,13187.55,191.29
-11238.11,13188.11,191.62
-11238.74,13188.74,192.19
-11239.3,13189.3,192.95
-11239.94,13189.94,193.24
-11240.49,13190.49,193.86
-11241.05,13191.05,193.86
-11241.7,13191.7,193.62
-11242.26,13192.26,193.19
-11242.91,13192.91,193
-11243.47,13193.47,192.57
-11244.12,13194.12,192.24
-11244.69,13194.69,191.81
-11245.34,13195.34,191.05
-11245.91,13195.91,190.33
-11246.57,13196.57,189.43
-11247.14,13197.14,188.76
-11247.8,13197.8,188.33
-11248.38,13198.38,188.14
-11249.04,13199.04,188.05
-11249.62,13199.62,188
-11250.28,13200.28,187.86
-11250.87,13200.87,187.67
-11251.45,13201.45,187.62
-11252.12,13202.12,187.38
-11252.71,13202.71,187.33
-11253.38,13203.38,187.24
-11253.97,13203.97,187.24
-11254.65,13204.65,187.48
-11255.24,13205.24,187.62
-11255.92,13205.92,188.29
-11256.52,13206.52,188.86
-11257.2,13207.2,188.81
-11257.8,13207.8,188.9
-11258.48,13208.48,189.1
-11259.09,13209.09,189.05
-11259.78,13209.78,188.95
-11260.38,13210.38,189.62
-11260.99,13210.99,190.29
-11261.68,13211.68,190
-11262.29,13212.29,190
-11262.99,13212.99,190.29
-11263.6,13213.6,190.52
-11264.31,13214.31,190.95
-11264.92,13214.92,191.62
-11265.63,13215.63,192.19
-11266.25,13216.25,193.19
-11266.95,13216.95,194
-11267.58,13217.58,194.43
-11268.29,13218.29,195.1
-11268.91,13218.91,196.14
-11269.63,13219.63,195.86
-11270.26,13220.26,195.57
-11270.89,13220.89,196.05
-11271.61,13221.61,196.05
-11272.24,13222.24,196
-11272.97,13222.97,195.67
-11273.6,13223.6,195.05
-11274.33,13224.33,194.19
-11274.97,13224.97,193.57
-11275.7,13225.7,192
-11276.35,13226.35,191.24
-11277.08,13227.08,190.95
-11277.73,13227.73,190.95
-11278.47,13228.47,190.43
-11279.12,13229.12,189.62
-11279.86,13229.86,189.29
-11280.51,13230.51,189.29
-11281.17,13231.17,188.57
-11281.92,13231.92,187.71
-11282.57,13232.57,187.48
-11283.33,13233.33,187.81
-11283.99,13233.99,187.71
-11284.74,13234.74,187.43
-11285.41,13235.41,187.24
-11286.17,13236.17,187.19
-11286.84,13236.84,187.1
-11287.6,13237.6,186.57
-11288.27,13238.27,186.86
-11289.04,13239.04,187.43
-11289.71,13239.71,188.29
-11290.49,13240.49,188.81
-11291.16,13241.16,189.24
-11291.94,13241.94,189.33
-11292.62,13242.62,189
-11293.3,13243.3,189.43
-11294.08,13244.08,190.05
-11294.77,13244.77,191.33
-11295.56,13245.56,191.71
-11296.25,13246.25,191.71
-11297.04,13247.04,191.86
-11297.73,13247.73,192.1
-11298.52,13248.52,192.33
-11299.22,13249.22,192.29
-11300.02,13250.02,192.71
-11300.72,13250.72,192.86
-11301.52,13251.52,192.43
-11302.22,13252.22,191.19
-11303.03,13253.03,190.38
-11303.74,13253.74,190.05
-11304.45,13254.45,189.76
-11305.26,13255.26,189.1
-11305.97,13255.97,188.38
-11306.79,13256.79,188
-11307.5,13257.5,188.33
-11308.32,13258.32,188.52
-11309.04,13259.04,188.48
-11309.87,13259.87,188.9
-11310.59,13260.59,189.14
-11311.42,13261.42,189.38
-11312.15,13262.15,189.71
-11312.98,13262.98,190.05
-11313.71,13263.71,190.38
-11314.55,13264.55,190.33
-11315.28,13265.28,190.33
-11316.02,13266.02,190.19
-11316.86,13266.86,190
-11317.6,13267.6,189.71
-11318.45,13268.45,190.33
-11319.19,13269.19,190.95
-11320.05,13270.05,191.38
-11320.79,13270.79,191.24
-11321.65,13271.65,190.9
-11322.4,13272.4,191.24
-11323.26,13273.26,191.81
-11324.02,13274.02,192.05
-11324.88,13274.88,192.57
-11325.64,13275.64,194.14
-11326.51,13276.51,194.95
-11327.28,13277.28,195.05
-11328.15,13278.15,195
-11328.92,13278.92,195.19
-11329.68,13279.68,195.43
-11330.57,13280.57,195.52
-11331.34,13281.34,195.33
-11332.22,13282.22,195.05
-11333,13283,194.71
-11333.89,13283.89,193.81
-11334.67,13284.67,192.67
-11335.56,13285.56,192.05
-11336.35,13286.35,191.81
-11337.25,13287.25,191.76
-11338.03,13288.03,191.81
-11338.94,13288.94,192
-11339.73,13289.73,192.38
-11340.64,13290.64,192.67
-11341.43,13291.43,192.67
-11342.23,13292.23,192.95
-11343.15,13293.15,193.24
-11343.95,13293.95,193.48
-11344.87,13294.87,193.43
-11345.67,13295.67,193.67
-11346.6,13296.6,194.1
-11347.41,13297.41,194.81
-11348.34,13298.34,195.48
-11349.15,13299.15,196.05
-11350.08,13300.08,196.57
-11350.9,13300.9,197.62
-11351.84,13301.84,198.86
-11352.66,13302.66,200.38
-11353.61,13303.61,201.38
-11354.43,13304.43,202.57
-11355.26,13305.26,203.76
-11356.21,13306.21,204.48
-11357.04,13307.04,205.24
-11358,13308,205.62
-11358.83,13308.83,206
-11359.79,13309.79,206.24
-11360.63,13310.63,205.9
-11361.6,13311.6,205.05
-11362.44,13312.44,205
-11363.41,13313.41,204.81
-11364.26,13314.26,204.29
-11365.23,13315.23,204.05
-11366.09,13316.09,203.81
-11367.06,13317.06,202.76
-11367.92,13317.92,202.19
-11368.9,13318.9,201.67
-11369.76,13319.76,201.67
-11370.63,13320.63,201.86
-11371.62,13321.62,202.1
-11372.48,13322.48,201.9
-11373.48,13323.48,201.9
-11374.35,13324.35,201.81
-11375.34,13325.34,201.62
-11376.22,13326.22,201.9
-11377.22,13327.22,202.33
-11378.1,13328.1,203.05
-11379.1,13329.1,203.57
-11379.98,13329.98,203.52
-11380.99,13330.99,203.19
-11381.88,13331.88,202.43
-11382.89,13332.89,201.43
-11383.78,13333.78,200.67
-11384.67,13334.67,200.05
-11385.69,13335.69,199.57
-11386.59,13336.59,199.43
-11387.61,13337.61,199.1
-11388.51,13338.51,198.24
-11389.54,13339.54,197.67
-11390.44,13340.44,197.9
-11391.47,13341.47,197.71
-11392.38,13342.38,198.14
-11393.41,13343.41,198.48
-11394.32,13344.32,199.1
-11395.36,13345.36,200.24
-11396.27,13346.27,200.76
-11397.32,13347.32,200.9
-11398.23,13348.23,201.62
-11399.15,13349.15,202.48
-11400.2,13350.2,202.57
-11401.12,13351.12,202.76
-11402.17,13352.17,203.38
-11403.09,13353.09,203.71
-11404.15,13354.15,203.9
-11405.07,13355.07,203.24
-11406.13,13356.13,202.48
-11407.06,13357.06,202.19
-11408.13,13358.13,201.71
-11409.06,13359.06,201
-11410.13,13360.13,200.48
-11411.06,13361.06,200.19
-11412.13,13362.13,200.05
-11413.07,13363.07,200.33
-11414.15,13364.15,200.14
-11415.09,13365.09,200.05
-11416.03,13366.03,200.81
-11417.11,13367.11,201.81
-11418.06,13368.06,203.33
-11419.14,13369.14,204.38
-11420.09,13370.09,204.86
-11421.17,13371.17,205.48
-11422.12,13372.12,205.9
-11423.21,13373.21,206.1
-11424.17,13374.17,206.52
-11425.26,13375.26,206.81
-11426.22,13376.22,206.95
-11427.31,13377.31,206.33
-11428.27,13378.27,205.48
-11429.37,13379.37,204.1
-11430.33,13380.33,203.43
-11431.3,13381.3,202.81
-11432.4,13382.4,202.52
-11433.37,13383.37,202.33
-11434.47,13384.47,202
-11435.44,13385.44,201.81
-11436.55,13386.55,202.1
-11437.52,13387.52,202.24
-11438.63,13388.63,202.52
-11439.61,13389.61,202.52
-11440.72,13390.72,202.52
-11441.7,13391.7,202.24
-11442.82,13392.82,201.86
-11443.8,13393.8,201.1
-11444.92,13394.92,200.76
-11445.9,13395.9,200.52
-11446.88,13396.88,200.05
-11448,13398,200.1
-11448.99,13398.99,199.9
-11450.12,13400.12,199.86
-11451.1,13401.1,200.29
-11452.23,13402.23,200.67
-11453.22,13403.22,201.19
-11454.35,13404.35,201.57
-11455.35,13405.35,201.9
-11456.48,13406.48,201.71
-11457.48,13407.48,201.43
-11458.61,13408.61,200.76
-11459.61,13409.61,200.14
-11460.75,13410.75,199.67
-11461.75,13411.75,198.95
-11462.89,13412.89,198.43
-11463.89,13413.89,198.52
-11464.89,13414.89,198.62
-11466.03,13416.03,198.62
-11467.04,13417.04,198.52
-11468.19,13418.19,198.62
-11469.19,13419.19,198.71
-11470.34,13420.34,198.86
-11471.35,13421.35,199.57
-11472.5,13422.5,200.33
-11473.51,13423.51,201.24
-11474.66,13424.66,201.57
-11475.67,13425.67,201.29
-11476.83,13426.83,201.38
-11477.84,13427.84,201.62
-11479,13429,202.24
-11480.02,13430.02,202.52
-11481.03,13431.03,202.62
-11482.19,13432.19,202.33
-11483.21,13433.21,201.14
-11484.37,13434.37,200.48
-11485.39,13435.39,199.9
-11486.56,13436.56,199.38
-11487.58,13437.58,198.81
-11488.74,13438.74,198.33
-11489.91,13439.91,197.95
-11490.93,13440.93,197.67
-11492.1,13442.1,197.52
-11493.13,13443.13,197.62
-11494.3,13444.3,198.19
-11495.32,13445.32,198.95
-11496.5,13446.5,198.95
-11497.53,13447.53,199
-11498.7,13448.7,199.62
-11499.73,13449.73,199.9
-11500.91,13450.91,200.19
-11501.94,13451.94,200.43
-11503.11,13453.11,200.43
-11504.14,13454.14,200.48
-11505.32,13455.32,200.71
-11506.36,13456.36,200.1
-11507.39,13457.39,199.76
-11508.57,13458.57,199.71
-11509.61,13459.61,199.33
-11510.79,13460.79,199.14
-11511.82,13461.82,199
-11513.01,13463.01,199.14
-11514.05,13464.05,199.38
-11515.23,13465.23,199.71
-11516.27,13466.27,199.86
-11517.46,13467.46,200.29
-11518.5,13468.5,201.05
-11519.68,13469.68,201.14
-11520.72,13470.72,201.81
-11521.91,13471.91,202.29
-11522.95,13472.95,203
-11524.15,13474.15,203.24
-11525.19,13475.19,203.14
-11526.38,13476.38,203
-11527.42,13477.42,203.19
-11528.61,13478.61,202.76
-11529.66,13479.66,202.52
-11530.85,13480.85,202.14
-11531.9,13481.9,201.86
-11533.09,13483.09,201.62
-11534.14,13484.14,201.33
-11535.33,13485.33,200.62
-11536.38,13486.38,200.52
-11537.57,13487.57,200.86
-11538.62,13488.62,201.24
-11539.82,13489.82,201.29
-11540.87,13490.87,201.86
-11542.06,13492.06,202.24
-11543.11,13493.11,202.9
-11544.31,13494.31,203.24
-11545.36,13495.36,203.48
-11546.56,13496.56,204.19
-11547.61,13497.61,204.48
-11548.81,13498.81,204.24
-11549.86,13499.86,204.1
-11551.06,13501.06,204.14
-11552.11,13502.11,204.14
-11553.31,13503.31,203.76
-11554.36,13504.36,203.1
-11555.57,13505.57,202.71
-11556.62,13506.62,202.33
-11557.82,13507.82,201.57
-11558.87,13508.87,201.86
-11560.07,13510.07,202.05
-11561.13,13511.13,202
-11562.33,13512.33,201.48
-11563.38,13513.38,201.05
-11564.43,13514.43,200.14
-11565.64,13515.64,200.29
-11566.69,13516.69,200.38
-11567.89,13517.89,200.67
-11568.95,13518.95,200.95
-11570.15,13520.15,201.19
-11571.2,13521.2,200.76
-11572.41,13522.41,200.43
-11573.46,13523.46,200.14
-11574.66,13524.66,199.81
-11575.72,13525.72,200.05
-11576.92,13526.92,200.52
-11577.98,13527.98,200.52
-11579.18,13529.18,200.62
-11580.23,13530.23,200.81
-11581.44,13531.44,200.95
-11582.49,13532.49,201
-11583.7,13533.7,201.43
-11584.75,13534.75,201.71
-11585.95,13535.95,201.9
-11587.01,13537.01,202.33
-11588.21,13538.21,202.43
-11589.26,13539.26,202.05
-11590.47,13540.47,202
-11591.52,13541.52,202.48
-11592.72,13542.72,203.19
-11593.78,13543.78,203.24
-11594.98,13544.98,203.33
-11596.03,13546.03,203.05
-11597.23,13547.23,203.48
-11598.29,13548.29,203.57
-11599.49,13549.49,202.62
-11600.54,13550.54,201.57
-11601.74,13551.74,200.19
-11602.79,13552.79,199
-11604,13554,196.71
-11605.05,13555.05,194.86
-11606.25,13556.25,193.67
-11607.3,13557.3,192.1
-11608.5,13558.5,191.19
-11609.55,13559.55,190.76
-11610.75,13560.75,190.9
-11611.8,13561.8,192.19
-11613,13563,193.95
-11614.05,13564.05,194.38
-11615.24,13565.24,195.1
-11616.29,13566.29,196.67
-11617.49,13567.49,198.05
-11618.54,13568.54,199.19
-11619.59,13569.59,200.95
-11620.78,13570.78,201.67
-11621.83,13571.83,202.24
-11623.02,13573.02,202.24
-11624.07,13574.07,202
-11625.27,13575.27,202.24
-11626.31,13576.31,202.67
-11627.5,13577.5,202.43
-11628.55,13578.55,201.62
-11629.74,13579.74,201.43
-11630.78,13580.78,201.29
-11631.98,13581.98,200.9
-11633.02,13583.02,200.38
-11634.21,13584.21,200.43
-11635.25,13585.25,200.24
-11636.44,13586.44,200.71
-11637.48,13587.48,202.05
-11638.67,13588.67,202.71
-11639.71,13589.71,203
-11640.9,13590.9,202.71
-11641.93,13591.93,202.57
-11643.12,13593.12,202.43
-11644.16,13594.16,202.86
-11645.34,13595.34,202.9
-11646.38,13596.38,202.86
-11647.56,13597.56,202.95
-11648.6,13598.6,202.67
-11649.78,13599.78,201.57
-11650.81,13600.81,201.67
-11651.99,13601.99,200.86
-11653.03,13603.03,200.38
-11654.21,13604.21,200.33
-11655.24,13605.24,200.33
-11656.41,13606.41,199.43
-11657.44,13607.44,198.33
-11658.62,13608.62,197
-11659.65,13609.65,196.24
-11660.82,13610.82,196
-11661.85,13611.85,196.33
-11663.02,13613.02,196.52
-11664.05,13614.05,196.95
-11665.22,13615.22,195.05
-11666.24,13616.24,192.29
-11667.41,13617.41,191.43
-11668.43,13618.43,191.95
-11669.6,13619.6,192.52
-11670.62,13620.62,192.67
-11671.79,13621.79,192.1
-11672.81,13622.81,191.38
-11673.97,13623.97,190.43
-11674.99,13624.99,190.24
-11676.01,13626.01,191.52
-11677.17,13627.17,194.57
-11678.18,13628.18,196.43
-11679.34,13629.34,197.19
-11680.35,13630.35,197.43
-11681.51,13631.51,197.76
-11682.52,13632.52,198.57
-11683.68,13633.68,198.52
-11684.69,13634.69,198.24
-11685.84,13635.84,198.52
-11686.85,13636.85,197.9
-11688,13638,196.52
-11689,13639,195.05
-11690.15,13640.15,193.38
-11691.15,13641.15,190.43
-11692.3,13642.3,187.62
-11693.3,13643.3,186.05
-11694.45,13644.45,184.95
-11695.45,13645.45,183.48
-11696.59,13646.59,183.19
-11697.59,13647.59,181.57
-11698.72,13648.72,181.48
-11699.72,13649.72,180.95
-11700.86,13650.86,178.71
-11701.85,13651.85,177.24
-11702.98,13652.98,177.14
-11703.98,13653.98,178.29
-11705.11,13655.11,179.05
-11706.1,13656.1,180.86
-11707.23,13657.23,182.14
-11708.21,13658.21,183.43
-11709.34,13659.34,185.29
-11710.32,13660.32,185.33
-11711.45,13661.45,188.14
-11712.43,13662.43,190.19
-11713.55,13663.55,193.48
-11714.53,13664.53,194.29
-11715.65,13665.65,193.67
-11716.63,13666.63,192.52
-11717.75,13667.75,192.19
-11718.73,13668.73,192.38
-11719.84,13669.84,192.24
-11720.81,13670.81,192.19
-11721.93,13671.93,192.29
-11722.9,13672.9,192
-11724.01,13674.01,191.71
-11724.98,13674.98,192.29
-11726.09,13676.09,193.9
-11727.06,13677.06,194.67
-11728.02,13678.02,195.1
-11729.13,13679.13,194.86
-11730.09,13680.09,193.86
-11731.19,13681.19,193
-11732.16,13682.16,192.38
-11733.26,13683.26,192.43
-11734.22,13684.22,192.57
-11735.31,13685.31,192.38
-11736.27,13686.27,192.1
-11737.37,13687.37,191.95
-11738.33,13688.33,191.9
-11739.42,13689.42,192.24
-11740.37,13690.37,193.1
-11741.46,13691.46,194.38
-11742.42,13692.42,194.81
-11743.5,13693.5,195.05
-11744.46,13694.46,196
-11745.54,13695.54,196.67
-11746.49,13696.49,197.1
-11747.57,13697.57,197.33
-11748.52,13698.52,197.43
-11749.6,13699.6,197.76
-11750.55,13700.55,198.05
-11751.62,13701.62,197.67
-11752.57,13702.57,197.43
-11753.64,13703.64,197.57
-11754.58,13704.58,197.81
-11755.66,13705.66,197.33
-11756.6,13706.6,197.24
-11757.67,13707.67,197.24
-11758.61,13708.61,197.19
-11759.68,13709.68,196.76
-11760.61,13710.61,196.1
-11761.68,13711.68,195.19
-11762.61,13712.61,194.05
-11763.68,13713.68,193.38
-11764.61,13714.61,192.95
-11765.67,13715.67,192.95
-11766.6,13716.6,192.95
-11767.66,13717.66,193.24
-11768.59,13718.59,193.33
-11769.65,13719.65,193.1
-11770.57,13720.57,192.9
-11771.63,13721.63,193.29
-11772.55,13722.55,194.29
-11773.61,13723.61,195.29
-11774.53,13724.53,195.67
-11775.58,13725.58,195.29
-11776.5,13726.5,195.14
-11777.55,13727.55,195.14
-11778.47,13728.47,194.57
-11779.38,13729.38,194.71
-11780.43,13730.43,195
-11781.35,13731.35,195.52
-11782.39,13732.39,195.52
-11783.3,13733.3,195.48
-11784.35,13734.35,195.9
-11785.26,13735.26,196.9
-11786.3,13736.3,197.38
-11787.21,13737.21,197.62
-11788.24,13738.24,198.95
-11789.15,13739.15,200.1
-11790.19,13740.19,200.38
-11791.09,13741.09,200.29
-11792.13,13742.13,200.48
-11793.03,13743.03,200.86
-11794.06,13744.06,201.38
-11794.96,13744.96,201.19
-11795.99,13745.99,201.29
-11796.89,13746.89,201.81
-11797.92,13747.92,201.71
-11798.82,13748.82,200.86
-11799.84,13749.84,200.95
-11800.74,13750.74,201.43
-11801.76,13751.76,201.43
-11802.66,13752.66,201.29
-11803.68,13753.68,201.38
-11804.57,13754.57,201.29
-11805.59,13755.59,201.19
-11806.48,13756.48,200.95
-11807.5,13757.5,200.76
-11808.39,13758.39,200.38
-11809.4,13759.4,199.81
-11810.29,13760.29,199.19
-11811.3,13761.3,199
-11812.19,13762.19,199.67
-11813.2,13763.2,200.43
-11814.08,13764.08,201
-11815.09,13765.09,201.71
-11815.97,13765.97,202.24
-11816.98,13766.98,202.52
-11817.86,13767.86,202.76
-11818.86,13768.86,202.9
-11819.74,13769.74,203.05
-11820.74,13770.74,203.29
-11821.62,13771.62,203.19
-11822.62,13772.62,202.48
-11823.5,13773.5,201.48
-11824.5,13774.5,200.81
-11825.37,13775.37,200
-11826.24,13776.24,199.43
-11827.24,13777.24,199.86
-11828.11,13778.11,200.57
-11829.1,13779.1,201.48
-11829.97,13779.97,202
-11830.96,13780.96,202.05
-11831.83,13781.83,202.48
-11832.82,13782.82,203
-11833.68,13783.68,203.05
-11834.67,13784.67,202.57
-11835.53,13785.53,202.57
-11836.52,13786.52,201.95
-11837.38,13787.38,200.86
-11838.37,13788.37,199.86
-11839.23,13789.23,199.19
-11840.21,13790.21,199.19
-11841.07,13791.07,199.33
-11842.05,13792.05,199.1
-11842.9,13792.9,198.81
-11843.88,13793.88,198.76
-11844.74,13794.74,198.86
-11845.71,13795.71,199.1
-11846.57,13796.57,199
-11847.54,13797.54,199.1
-11848.39,13798.39,199.29
-11849.37,13799.37,198.95
-11850.22,13800.22,198.1
-11851.19,13801.19,197.95
-11852.03,13802.03,198.05
-11853,13803,198.1
-11853.85,13803.85,198.24
-11854.82,13804.82,198.05
-11855.66,13805.66,197.67
-11856.63,13806.63,197.29
-11857.47,13807.47,197.29
-11858.43,13808.43,197.24
-11859.28,13809.28,197.38
-11860.24,13810.24,197.14
-11861.08,13811.08,196.38
-11862.04,13812.04,196.14
-11862.87,13812.87,196.67
-11863.83,13813.83,197.24
-11864.67,13814.67,197.81
-11865.62,13815.62,199.1
-11866.46,13816.46,200.52
-11867.41,13817.41,201.05
-11868.25,13818.25,201.62
-11869.2,13819.2,202.24
-11870.03,13820.03,202.95
-11870.98,13820.98,203.9
-11871.81,13821.81,204.14
-11872.64,13822.64,204.14
-11873.59,13823.59,204.38
-11874.42,13824.42,204.1
-11875.36,13825.36,203.67
-11876.19,13826.19,202.62
-11877.13,13827.13,202.19
-11877.96,13827.96,201.76
-11878.9,13828.9,201.33
-11879.73,13829.73,201
-11880.67,13830.67,200.81
-11881.49,13831.49,200.67
-11882.43,13832.43,200.33
-11883.25,13833.25,200.24
-11884.18,13834.18,200.43
-11885,13835,200.95
-11885.94,13835.94,201.19
-11886.76,13836.76,201
-11887.69,13837.69,200.95
-11888.5,13838.5,200.9
-11889.44,13839.44,200.76
-11890.25,13840.25,200.14
-11891.18,13841.18,200.24
-11891.99,13841.99,200.29
-11892.92,13842.92,200.19
-11893.73,13843.73,199.95
-11894.66,13844.66,199.9
-11895.47,13845.47,199.95
-11896.39,13846.39,200.62
-11897.2,13847.2,201.48
-11898.13,13848.13,201.71
-11898.93,13848.93,202.76
-11899.85,13849.85,203.71
-11900.66,13850.66,204.52
-11901.58,13851.58,205.14
-11902.38,13852.38,205.9
-11903.3,13853.3,207.05
