year (AD),age (BP),grey_scale (missing)
-9457.13,11407.13,186.33
-9457.76,11407.76,187.24
-9458.48,11408.48,187.48
-9459.11,11409.11,187.43
-9459.74,11409.74,187.24
-9460.36,11410.36,187.57
-9460.99,11410.99,188
-9461.62,11411.62,188.24
-9462.24,11412.24,188.19
-9462.87,11412.87,188.62
-9463.49,11413.49,188.81
-9464.12,11414.12,188.81
-9464.83,11414.83,187.48
-9465.46,11415.46,186.76
-9466.08,11416.08,186.43
-9466.7,11416.7,186.24
-9467.32,11417.32,185.76
-9467.95,11417.95,185.33
-9468.57,11418.57,185.24
-9469.19,11419.19,184.29
-9469.81,11419.81,183.33
-9470.43,11420.43,182.76
-9471.14,11421.14,182.9
-9471.75,11421.75,183.52
-9472.37,11422.37,183.52
-9472.99,11422.99,183.52
-9473.61,11423.61,183.33
-9474.22,11424.22,183.19
-9474.84,11424.84,183.24
-9475.46,11425.46,183.33
-9476.07,11426.07,183.76
-9476.69,11426.69,183.86
-9477.39,11427.39,183.86
-9478,11428,183.76
-9478.62,11428.62,184.57
-9479.23,11429.23,185.14
-9479.84,11429.84,185.76
-9480.46,11430.46,186.33
-9481.07,11431.07,186.52
-9481.68,11431.68,186.57
-9482.29,11432.29,187.24
-9482.9,11432.9,187.95
-9483.6,11433.6,188.62
-9484.21,11434.21,189.1
-9484.82,11434.82,189.29
-9485.43,11435.43,188.48
-9486.04,11436.04,187.62
-9486.64,11436.64,187.14
-9487.25,11437.25,187.24
-9487.86,11437.86,187.38
-9488.46,11438.46,187.62
-9489.07,11439.07,186.9
-9489.76,11439.76,187.14
-9490.37,11440.37,187.24
-9490.97,11440.97,187.76
-9491.58,11441.58,188.24
-9492.18,11442.18,189.1
-9492.78,11442.78,189.95
-9493.39,11443.39,190.48
-9493.99,11443.99,190.71
-9494.59,11444.59,190.95
-9495.19,11445.19,190.95
-9495.88,11445.88,190.62
-9496.48,11446.48,189.43
-9497.08,11447.08,188.48
-9497.68,11447.68,187.81
-9498.28,11448.28,187.43
-9498.88,11448.88,187.1
-9499.48,11449.48,186.76
-9500.08,11450.08,186.29
-9500.68,11450.68,186.33
-9501.28,11451.28,186.38
-9501.96,11451.96,186.43
-9502.55,11452.55,186.62
-9503.15,11453.15,186.9
-9503.75,11453.75,187.14
-9504.34,11454.34,186.71
-9504.94,11454.94,186.71
-9505.53,11455.53,186.38
-9506.13,11456.13,185.86
-9506.72,11456.72,185.57
-9507.31,11457.31,185.19
-9507.99,11457.99,185.1
-9508.59,11458.59,185.14
-9509.18,11459.18,185.62
-9509.77,11459.77,185.86
-9510.36,11460.36,186.57
-9510.95,11460.95,187
-9511.54,11461.54,187.9
-9512.13,11462.13,188.67
-9512.72,11462.72,189.38
-9513.31,11463.31,189.9
-9513.99,11463.99,190
-9514.58,11464.58,190.71
-9515.16,11465.16,190.62
-9515.75,11465.75,190.71
-9516.34,11466.34,191.38
-9516.93,11466.93,191.76
-9517.51,11467.51,191.76
-9518.1,11468.1,191.9
-9518.69,11468.69,192
-9519.27,11469.27,191.9
-9519.94,11469.94,192.24
-9520.53,11470.53,192.1
-9521.11,11471.11,192.14
-9521.7,11471.7,192.1
-9522.28,11472.28,191.9
-9522.86,11472.86,191.71
-9523.45,11473.45,192.33
-9524.03,11474.03,192.33
-9524.61,11474.61,192
-9525.19,11475.19,192.14
-9525.86,11475.86,192.52
-9526.44,11476.44,193.1
-9527.02,11477.02,193
-9527.6,11477.6,193.57
-9528.18,11478.18,194.14
-9528.76,11478.76,194.43
-9529.34,11479.34,194.52
-9529.92,11479.92,194.57
-9530.5,11480.5,194.76
-9531.08,11481.08,194.9
-9531.74,11481.74,194.9
-9532.32,11482.32,194.86
-9532.89,11482.89,195.1
-9533.47,11483.47,195.05
-9534.05,11484.05,194.9
-9534.62,11484.62,194.86
-9535.2,11485.2,194.86
-9535.78,11485.78,194.81
-9536.35,11486.35,195
-9536.93,11486.93,194.81
-9537.58,11487.58,194.52
-9538.16,11488.16,194.29
-9538.73,11488.73,193.86
-9539.3,11489.3,193.81
-9539.88,11489.88,194.1
-9540.45,11490.45,194.1
-9541.02,11491.02,193.81
-9541.6,11491.6,193.71
-9542.17,11492.17,193.24
-9542.74,11492.74,192.9
-9543.39,11493.39,193.24
-9543.96,11493.96,193.05
-9544.53,11494.53,193.1
-9545.11,11495.11,193.29
-9545.68,11495.68,193.33
-9546.24,11496.24,193.05
-9546.81,11496.81,193
-9547.38,11497.38,192.9
-9547.95,11497.95,192.76
-9548.52,11498.52,192.95
-9549.17,11499.17,192.86
-9549.74,11499.74,192.71
-9550.31,11500.31,192.67
-9550.87,11500.87,192.76
-9551.44,11501.44,192.95
-9552.01,11502.01,193.71
-9552.57,11502.57,193.76
-9553.14,11503.14,193.81
-9553.7,11503.7,193.52
-9554.27,11504.27,194
-9554.92,11504.92,193.86
-9555.48,11505.48,193.1
-9556.04,11506.04,192.86
-9556.61,11506.61,192.52
-9557.17,11507.17,192.52
-9557.74,11507.74,191.76
-9558.3,11508.3,190.57
-9558.86,11508.86,189.9
-9559.43,11509.43,189.52
-9559.99,11509.99,188.71
-9560.63,11510.63,187.9
-9561.19,11511.19,188.19
-9561.75,11511.75,188.71
-9562.31,11512.31,189
-9562.88,11512.88,189.19
-9563.44,11513.44,188.81
-9564,11514,189.05
-9564.56,11514.56,189.52
-9565.12,11515.12,190
-9565.68,11515.68,190.52
-9566.32,11516.32,191
-9566.87,11516.87,191.38
-9567.43,11517.43,191.86
-9567.99,11517.99,191.33
-9568.55,11518.55,190.9
-9569.11,11519.11,190.9
-9569.66,11519.66,191.48
-9570.22,11520.22,191.9
-9570.78,11520.78,192.14
-9571.34,11521.34,192.67
-9571.97,11521.97,192.86
-9572.53,11522.53,193
-9573.08,11523.08,192.81
-9573.64,11523.64,192.71
-9574.2,11524.2,193.1
-9574.75,11524.75,193.48
-9575.31,11525.31,193.57
-9575.86,11525.86,193.43
-9576.41,11526.41,192.67
-9576.97,11526.97,191.95
-9577.6,11527.6,191.95
-9578.16,11528.16,191.33
-9578.71,11528.71,191
-9579.26,11529.26,191.05
-9579.82,11529.82,191.19
-9580.37,11530.37,191
-9580.92,11530.92,190
-9581.47,11531.47,189.71
-9582.02,11532.02,189.24
-9582.58,11532.58,189.86
-9583.21,11533.21,189.9
-9583.76,11533.76,190.24
-9584.31,11534.31,190.67
-9584.86,11534.86,190.29
-9585.41,11535.41,190.05
-9585.96,11535.96,189.43
-9586.51,11536.51,189.05
-9588.16,11538.16,188.76
-9588.79,11538.79,188
-9589.34,11539.34,187.9
-9589.88,11539.88,187.48
-9590.43,11540.43,187.33
-9590.98,11540.98,187.1
-9591.53,11541.53,187.43
-9592.08,11542.08,186.71
-9592.62,11542.62,185.76
-9593.17,11543.17,184.9
-9593.72,11543.72,183.33
-9594.34,11544.34,182.81
-9594.89,11544.89,183.24
-9595.44,11545.44,182.33
-9595.98,11545.98,181.71
-9596.53,11546.53,181.14
-9597.07,11547.07,180.19
-9597.62,11547.62,180
-9598.16,11548.16,180.95
-9598.71,11548.71,182.05
-9599.25,11549.25,182.76
-9599.8,11549.8,184.29
-9600.34,11550.34,183.95
-9600.81,11550.81,183.71
-9601.36,11551.36,183.67
-9601.9,11551.9,183.76
-9602.44,11552.44,183.95
-9602.99,11552.99,184.24
-9603.53,11553.53,184.29
-9604.07,11554.07,184.57
-9604.62,11554.62,185
-9605.16,11555.16,185.29
-9605.7,11555.7,185.76
-9606.24,11556.24,186.57
-9606.79,11556.79,187.38
-9607.33,11557.33,187.48
-9607.87,11557.87,187.19
-9608.41,11558.41,186.76
-9608.95,11558.95,186.81
-9609.49,11559.49,186.14
-9610.04,11560.04,185.86
-9610.58,11560.58,186.05
-9611.12,11561.12,185.67
-9611.66,11561.66,184.81
-9612.2,11562.2,183.62
-9612.74,11562.74,183
-9613.28,11563.28,182.29
-9613.82,11563.82,181
-9614.36,11564.36,179.76
-9614.9,11564.9,178.95
-9615.44,11565.44,177.95
-9615.98,11565.98,176.24
-9616.52,11566.52,174.14
-9617.05,11567.05,173.19
-9617.59,11567.59,172.9
-9618.13,11568.13,172.33
-9618.67,11568.67,171.43
-9619.21,11569.21,171.9
-9619.75,11569.75,172.57
-9620.28,11570.28,172.62
-9620.82,11570.82,172.67
-9621.36,11571.36,172.38
-9621.9,11571.9,172.52
-9622.43,11572.43,173.62
-9622.97,11572.97,173.76
-9623.51,11573.51,173.48
-9624.05,11574.05,173.76
-9624.58,11574.58,173.38
-9625.12,11575.12,173.67
-9625.65,11575.65,172.95
-9626.19,11576.19,173.05
-9626.73,11576.73,173.1
-9627.26,11577.26,173.24
-9627.72,11577.72,173.33
-9628.26,11578.26,173.05
-9628.79,11578.79,173.48
-9629.33,11579.33,173.86
-9629.86,11579.86,174.67
-9630.4,11580.4,175.38
-9630.93,11580.93,175.48
-9631.47,11581.47,175.95
-9632,11582,175.95
-9632.54,11582.54,176
-9633.07,11583.07,176.1
-9633.6,11583.6,175.9
-9634.14,11584.14,175.95
-9634.67,11584.67,175.52
-9635.2,11585.2,174.1
-9635.74,11585.74,172.95
-9636.27,11586.27,172.38
-9636.8,11586.8,171.9
-9637.34,11587.34,172.05
-9637.87,11587.87,172.05
-9638.4,11588.4,171.9
-9638.93,11588.93,171.76
-9639.47,11589.47,171.05
-9640,11590,170.33
-9640.53,11590.53,170.05
-9641.06,11591.06,170.43
-9641.59,11591.59,170.05
-9642.13,11592.13,170.43
-9642.66,11592.66,170.76
-9643.19,11593.19,170.95
-9643.72,11593.72,171.05
-9644.25,11594.25,171.57
-9644.78,11594.78,172.19
-9645.31,11595.31,173.24
-9645.84,11595.84,174.1
-9646.37,11596.37,175.19
-9646.9,11596.9,176.33
-9647.43,11597.43,176.05
-9647.96,11597.96,175.33
-9648.49,11598.49,174.24
-9649.02,11599.02,174.14
-9649.55,11599.55,173.81
-9650.08,11600.08,173
-9650.61,11600.61,172.24
-9651.14,11601.14,171.62
-9651.66,11601.66,171.33
-9652.19,11602.19,170.71
-9652.72,11602.72,170.1
-9653.25,11603.25,170.05
-9653.78,11603.78,170.76
-9654.23,11604.23,171
-9654.76,11604.76,171.29
-9655.28,11605.28,171.71
-9655.81,11605.81,172.1
-9656.34,11606.34,172
-9656.87,11606.87,171.81
-9657.39,11607.39,172.05
-9657.92,11607.92,171.81
-9658.45,11608.45,171.48
-9658.97,11608.97,171.29
-9659.5,11609.5,171
-9660.03,11610.03,170.9
-9660.55,11610.55,170.86
-9661.08,11611.08,171
-9661.6,11611.6,170.95
-9662.13,11612.13,171.38
-9662.65,11612.65,171.38
-9663.18,11613.18,171.52
-9663.7,11613.7,172.81
-9664.23,11614.23,173.62
-9664.75,11614.75,173.24
-9665.28,11615.28,172.1
-9665.8,11615.8,171.48
-9666.33,11616.33,171
-9666.85,11616.85,171.1
-9667.38,11617.38,171.52
-9667.9,11617.9,172.19
-9668.42,11618.42,172
-9668.95,11618.95,171.71
-9669.47,11619.47,172
-9669.99,11619.99,172.67
-9670.52,11620.52,173.86
-9671.04,11621.04,175.05
-9671.56,11621.56,175.57
-9672.09,11622.09,175.52
-9672.61,11622.61,175.86
-9673.13,11623.13,174.43
-9673.65,11623.65,173.95
-9674.18,11624.18,174
-9674.7,11624.7,173.71
-9675.22,11625.22,173.14
-9675.74,11625.74,171.95
-9676.26,11626.26,171
-9676.78,11626.78,171.19
-9677.3,11627.3,170.9
-9680.13,11630.13,170.57
-9680.65,11630.65,170
-9681.17,11631.17,170.38
-9681.69,11631.69,169.95
-9682.21,11632.21,170.05
-9682.73,11632.73,169.33
-9683.25,11633.25,169.33
-9683.77,11633.77,169.86
-9684.29,11634.29,170.19
-9684.81,11634.81,169.86
-9685.33,11635.33,169.81
-9685.85,11635.85,170.24
-9686.36,11636.36,170.48
-9686.88,11636.88,170.38
-9687.4,11637.4,170.19
-9687.92,11637.92,170
-9688.44,11638.44,170.33
-9688.95,11638.95,170.19
-9689.47,11639.47,170.43
-9689.99,11639.99,170.62
-9690.51,11640.51,170.9
-9691.02,11641.02,170.76
-9691.54,11641.54,170.81
-9692.06,11642.06,171.14
-9692.58,11642.58,171.67
-9693.02,11643.02,172.19
-9693.53,11643.53,172.52
-9694.05,11644.05,173
-9694.57,11644.57,172.76
-9695.08,11645.08,172.9
-9695.6,11645.6,173.14
-9696.12,11646.12,173.57
-9696.63,11646.63,174.29
-9697.15,11647.15,174.19
-9697.66,11647.66,173.95
-9698.18,11648.18,173.52
-9698.69,11648.69,173.19
-9699.21,11649.21,172.95
-9699.72,11649.72,173.24
-9700.24,11650.24,172.95
-9700.75,11650.75,172.38
-9701.27,11651.27,172.52
-9701.78,11651.78,171.9
-9702.29,11652.29,171.95
-9702.81,11652.81,172.1
-9703.32,11653.32,171.95
-9703.84,11653.84,171.86
-9704.35,11654.35,172.05
-9704.86,11654.86,172.14
-9705.38,11655.38,171.67
-9705.89,11655.89,171.71
-9706.4,11656.4,171.29
-9706.91,11656.91,171.81
-9707.43,11657.43,171.76
-9707.94,11657.94,171.86
-9708.45,11658.45,172.1
-9708.96,11658.96,172.33
-9709.48,11659.48,172.33
-9709.99,11659.99,172.24
-9710.5,11660.5,172.95
-9711.01,11661.01,173.29
-9711.52,11661.52,173.62
-9712.03,11662.03,173.48
-9712.55,11662.55,173.05
-9713.06,11663.06,172.95
-9713.57,11663.57,173.24
-9714.08,11664.08,173.19
-9714.59,11664.59,173.14
-9715.1,11665.1,173.05
-9715.61,11665.61,172.48
-9716.12,11666.12,171.76
-9716.63,11666.63,171.76
-9717.14,11667.14,171.48
-9717.65,11667.65,171.76
-9718.16,11668.16,172.24
-9718.6,11668.6,171.48
-9719.1,11669.1,171.67
-9719.61,11669.61,172.24
-9720.12,11670.12,172.57
-9720.63,11670.63,172.48
-9721.14,11671.14,172.81
-9721.65,11671.65,172.9
-9722.16,11672.16,172.81
-9722.67,11672.67,172.38
-9723.17,11673.17,172.05
-9723.68,11673.68,172.62
-9724.19,11674.19,172.52
-9724.7,11674.7,172
-9725.21,11675.21,171.43
-9725.71,11675.71,171.48
-9729.26,11679.26,171.57
-9729.77,11679.77,171.52
-9730.28,11680.28,171.76
-9730.78,11680.78,171.76
-9731.29,11681.29,172.48
-9731.79,11681.79,171.81
-9732.3,11682.3,171.76
-9732.8,11682.8,171.76
-9733.31,11683.31,171.29
-9733.82,11683.82,170.38
-9734.32,11684.32,169.67
-9734.83,11684.83,170.05
-9735.33,11685.33,170.1
-9735.84,11685.84,170.81
-9736.34,11686.34,171
-9736.84,11686.84,170.9
-9737.35,11687.35,171.05
-9737.85,11687.85,170.9
-9738.36,11688.36,170.9
-9738.86,11688.86,171.52
-9739.37,11689.37,172.43
-9739.87,11689.87,172.33
-9740.37,11690.37,171.52
-9740.88,11690.88,171
-9741.38,11691.38,170.48
-9741.88,11691.88,169.86
-9742.39,11692.39,169.9
-9742.89,11692.89,170.29
-9743.39,11693.39,170.29
-9743.82,11693.82,170.62
-9744.4,11694.4,170.95
-9744.9,11694.9,170.81
-9745.4,11695.4,171.24
-9745.97,11695.97,171.71
-9746.48,11696.48,171.33
-9746.98,11696.98,171.05
-9747.55,11697.55,171.52
-9748.05,11698.05,170.76
-9748.55,11698.55,170.19
-9749.13,11699.13,170
-9749.63,11699.63,169.57
-9750.13,11700.13,169.38
-9750.7,11700.7,168.62
-9751.2,11701.2,167.95
-9751.7,11701.7,168.24
-9752.27,11702.27,168.71
-9752.77,11702.77,168.76
-9753.27,11703.27,168.38
-9753.84,11703.84,168.76
-9754.34,11704.34,169.14
-9754.84,11704.84,169.33
-9755.42,11705.42,169.62
-9755.91,11705.91,170.48
-9756.41,11706.41,171.19
-9756.98,11706.98,171.57
-9757.48,11707.48,171.52
-9757.98,11707.98,171.62
-9758.55,11708.55,171.86
-9759.05,11709.05,172.05
-9759.55,11709.55,171.38
-9760.12,11710.12,171.57
-9760.62,11710.62,171.76
-9761.11,11711.11,171.52
-9761.68,11711.68,170.9
-9762.18,11712.18,170.52
-9762.68,11712.68,170.14
-9763.25,11713.25,170.1
-9763.74,11713.74,170.05
-9764.24,11714.24,170.33
-9764.81,11714.81,170.95
-9765.31,11715.31,170.95
-9765.8,11715.8,170.24
-9766.37,11716.37,169.95
-9766.87,11716.87,169.57
-9767.36,11717.36,170.24
-9767.93,11717.93,169.95
-9768.43,11718.43,169.57
-9768.92,11718.92,169.76
-9769.49,11719.49,170.81
-9769.98,11719.98,170.52
-9770.48,11720.48,169.76
-9771.05,11721.05,169.52
-9771.54,11721.54,169.24
-9772.04,11722.04,169.29
-9772.6,11722.6,169.14
-9773.1,11723.1,168.62
-9773.59,11723.59,169.38
-9774.08,11724.08,169.33
-9774.65,11724.65,168.24
-9775.14,11725.14,167.33
-9775.64,11725.64,167.57
-9776.2,11726.2,168.29
-9776.7,11726.7,168.67
-9777.19,11727.19,168.57
-9777.75,11727.75,169.19
-9778.25,11728.25,169.1
-9778.74,11728.74,169.29
-9779.3,11729.3,169.29
-9779.8,11729.8,169.29
-9780.29,11730.29,169.14
-9780.85,11730.85,168.71
-9781.35,11731.35,168.76
-9781.84,11731.84,168.29
-9782.4,11732.4,167.67
-9782.89,11732.89,166.86
-9783.39,11733.39,165.95
-9783.95,11733.95,166.05
-9784.44,11734.44,166.48
-9784.93,11734.93,166.33
-9785.49,11735.49,167.29
-9785.98,11735.98,168.24
-9786.48,11736.48,168.95
-9787.04,11737.04,168.81
-9787.53,11737.53,169.52
-9788.02,11738.02,169.1
-9788.58,11738.58,170
-9789.07,11739.07,170.62
-9789.56,11739.56,169.76
-9790.12,11740.12,169.81
-9790.61,11740.61,170.29
-9791.1,11741.1,169.67
-9791.66,11741.66,168.71
-9792.15,11742.15,168.76
-9792.64,11742.64,169.05
-9793.2,11743.2,169.52
-9793.69,11743.69,169.86
-9794.18,11744.18,169.52
-9794.74,11744.74,169
-9795.23,11745.23,168
-9795.72,11745.72,167.19
-9796.28,11746.28,167.43
-9796.76,11746.76,168.62
-9797.25,11747.25,168.57
-9797.81,11747.81,168.52
-9798.3,11748.3,167.67
-9798.79,11748.79,167.62
-9799.34,11749.34,168
-9799.83,11749.83,168.52
-9800.32,11750.32,169.62
-9800.88,11750.88,170.38
-9801.36,11751.36,170.33
-9801.85,11751.85,169.62
-9802.41,11752.41,169.1
-9802.9,11752.9,169.43
-9803.38,11753.38,170.48
-9803.94,11753.94,171.52
-9804.43,11754.43,171.52
-9804.91,11754.91,171.33
-9805.47,11755.47,171.05
-9805.95,11755.95,171.62
-9806.44,11756.44,172.19
-9807,11757,172.1
-9807.48,11757.48,172.14
-9807.97,11757.97,172.19
-9808.52,11758.52,171.95
-9809.01,11759.01,171.52
-9809.49,11759.49,171.19
-9810.05,11760.05,171.05
-9810.53,11760.53,170.81
-9811.02,11761.02,169.71
-9811.57,11761.57,168.67
-9812.06,11762.06,168.05
-9812.54,11762.54,168.24
-9813.1,11763.1,168.24
-9813.58,11763.58,167.95
-9814.06,11764.06,167.76
-9814.62,11764.62,168
-9815.1,11765.1,167.43
-9815.59,11765.59,167
-9816.14,11766.14,167.38
-9816.62,11766.62,168.19
-9817.11,11767.11,168.9
-9817.66,11767.66,169.33
-9818.14,11768.14,169.29
-9818.62,11768.62,169.57
-9819.18,11769.18,169.62
-9819.66,11769.66,169.19
-9820.14,11770.14,169
-9820.69,11770.69,169.81
-9821.18,11771.18,170.29
-9821.66,11771.66,170.19
-9822.21,11772.21,169.71
-9822.69,11772.69,169.14
-9823.17,11773.17,168.43
-9823.72,11773.72,167.95
-9824.21,11774.21,168.24
-9824.69,11774.69,168.19
-9825.24,11775.24,168.48
-9825.72,11775.72,168.86
-9826.2,11776.2,169.29
-9826.75,11776.75,168.62
-9827.23,11777.23,168.9
-9827.71,11777.71,168.1
-9828.26,11778.26,167.1
-9828.74,11778.74,166.95
-9829.22,11779.22,165.57
-9829.77,11779.77,164.57
-9830.25,11780.25,164.48
-9830.73,11780.73,163.76
-9831.28,11781.28,163.62
-9831.76,11781.76,164
-9832.24,11782.24,163.38
-9832.79,11782.79,162.19
-9833.27,11783.27,162.14
-9835.25,11785.25,162.52
-9835.8,11785.8,162.33
-9836.28,11786.28,162.43
-9836.76,11786.76,162.48
-9837.3,11787.3,162.43
-9837.78,11787.78,162.67
-9838.26,11788.26,163.14
-9838.81,11788.81,163.86
-9839.29,11789.29,165.14
-9839.76,11789.76,167.52
-9840.31,11790.31,168.67
-9840.79,11790.79,169.19
-9841.26,11791.26,170.86
-9841.81,11791.81,171.52
-9842.29,11792.29,172.14
-9842.76,11792.76,172.33
-9843.31,11793.31,172.19
-9843.79,11793.79,171.86
-9844.26,11794.26,171.86
-9844.81,11794.81,171.48
-9845.29,11795.29,171.62
-9845.76,11795.76,171.24
-9846.31,11796.31,171.52
-9846.78,11796.78,171.33
-9847.26,11797.26,170.86
-9847.8,11797.8,170.9
-9848.28,11798.28,170.76
-9848.75,11798.75,171.1
-9849.3,11799.3,171.38
-9849.77,11799.77,171.19
-9850.25,11800.25,171
-9850.79,11800.79,170.43
-9851.27,11801.27,170.19
-9851.74,11801.74,169.62
-9852.28,11802.28,169.57
-9852.76,11802.76,169.76
-9853.23,11803.23,169.57
-9853.78,11803.78,169.38
-9854.25,11804.25,168.38
-9854.73,11804.73,167.81
-9855.27,11805.27,167.57
-9855.74,11805.74,168.14
-9856.22,11806.22,168.57
-9856.76,11806.76,169.43
-9857.23,11807.23,170.24
-9857.7,11807.7,170.81
-9858.25,11808.25,171.14
-9858.72,11808.72,171.86
-9859.19,11809.19,172.33
-9859.73,11809.73,172.67
-9860.21,11810.21,173.29
-9860.68,11810.68,173.52
-9861.22,11811.22,174
-9861.69,11811.69,173.9
-9862.16,11812.16,173.43
-9862.7,11812.7,172.62
-9863.18,11813.18,173.05
-9863.65,11813.65,173.57
-9864.19,11814.19,173.48
-9864.66,11814.66,173.52
-9865.13,11815.13,174.14
-9865.67,11815.67,174.1
-9866.14,11816.14,174
-9866.61,11816.61,173.81
-9867.15,11817.15,173.76
-9867.62,11817.62,174.52
-9868.1,11818.1,174.62
-9868.63,11818.63,173.67
-9869.1,11819.1,173.52
-9869.58,11819.58,173.71
-9870.11,11820.11,173.81
-9870.58,11820.58,173.29
-9871.05,11821.05,172.81
-9871.59,11821.59,172.86
-9872.06,11822.06,173
-9872.53,11822.53,172.81
-9873.07,11823.07,172.52
-9873.54,11823.54,172.9
-9874.01,11824.01,173.62
-9874.55,11824.55,173.62
-9875.02,11825.02,173.52
-9875.49,11825.49,173.24
-9876.02,11826.02,173.48
-9876.49,11826.49,173.48
-9876.96,11826.96,173.67
-9877.5,11827.5,173.67
-9877.97,11827.97,173.95
-9878.43,11828.43,173.76
-9878.97,11828.97,172.95
-9879.44,11829.44,173.19
-9879.91,11829.91,173.43
-9880.44,11830.44,173.67
-9880.91,11830.91,174.14
-9881.38,11831.38,175.05
-9881.91,11831.91,175.29
-9882.38,11832.38,175.33
-9882.85,11832.85,175.52
-9883.38,11833.38,175.81
-9883.85,11833.85,176.38
-9884.32,11834.32,175.9
-9884.85,11834.85,175.52
-9885.32,11835.32,175.33
-9885.79,11835.79,174.29
-9886.32,11836.32,173.38
-9886.79,11836.79,172.57
-9887.25,11837.25,172.48
-9887.79,11837.79,171.95
-9888.25,11838.25,171.52
-9888.72,11838.72,171.19
-9889.25,11839.25,171.24
-9889.72,11839.72,171.38
-9890.19,11840.19,171.67
-9890.72,11840.72,171.76
-9891.18,11841.18,171.9
-9891.65,11841.65,171.38
-9892.18,11842.18,170.86
-9892.65,11842.65,169.95
-9893.11,11843.11,170.1
-9893.65,11843.65,170.29
-9894.11,11844.11,169.48
-9894.58,11844.58,169.48
-9895.11,11845.11,169.1
-9895.57,11845.57,169
-9896.04,11846.04,169.38
-9896.57,11846.57,169.67
-9897.03,11847.03,170.05
-9897.5,11847.5,170.57
-9898.03,11848.03,171.29
-9898.49,11848.49,171.05
-9898.96,11848.96,171
-9901.14,11851.14,171.86
-9901.61,11851.61,171.62
-9902.14,11852.14,171.95
-9902.6,11852.6,172.29
-9903.06,11853.06,172.1
-9903.59,11853.59,171.76
-9904.06,11854.06,171.43
-9904.52,11854.52,170.33
-9905.05,11855.05,169.81
-9905.51,11855.51,169.33
-9905.97,11855.97,168.33
-9906.5,11856.5,167.71
-9906.96,11856.96,167.38
-9907.43,11857.43,167.19
-9907.95,11857.95,167.86
-9908.42,11858.42,167.76
-9908.88,11858.88,168.19
-9909.41,11859.41,169.62
-9909.87,11859.87,170.48
-9910.33,11860.33,171.52
-9910.86,11860.86,172.1
-9911.32,11861.32,173.67
-9911.78,11861.78,175.33
-9912.31,11862.31,176.48
-9912.77,11862.77,176
-9913.23,11863.23,175.38
-9913.76,11863.76,175.52
-9914.22,11864.22,175.1
-9914.68,11864.68,175.05
-9915.2,11865.2,174.71
-9915.66,11865.66,175.52
-9916.12,11866.12,175.95
-9916.65,11866.65,174.81
-9917.11,11867.11,173.38
-9917.57,11867.57,172.67
-9918.1,11868.1,172.9
-9918.56,11868.56,173.29
-9919.02,11869.02,174.33
-9919.54,11869.54,174.86
-9920,11870,175.1
-9920.46,11870.46,174.95
-9920.99,11870.99,173.86
-9921.45,11871.45,173.71
-9921.9,11871.9,173.81
-9922.43,11872.43,173.76
-9922.89,11872.89,173.81
-9923.35,11873.35,174.05
-9923.87,11873.87,173
-9924.33,11874.33,171.76
-9924.79,11874.79,170.9
-9925.31,11875.31,169.86
-9925.77,11875.77,169.52
-9926.23,11876.23,169.43
-9926.75,11876.75,168.9
-9927.21,11877.21,168.29
-9927.67,11877.67,167.95
-9928.19,11878.19,167.76
-9928.65,11878.65,168.1
-9929.11,11879.11,169.19
-9929.63,11879.63,170
-9930.09,11880.09,170.38
-9930.55,11880.55,170.9
-9931.07,11881.07,171.05
-9931.53,11881.53,171.29
-9931.98,11881.98,172.24
-9932.5,11882.5,172.76
-9932.96,11882.96,173.62
-9933.42,11883.42,174.14
-9933.94,11883.94,174.05
-9934.4,11884.4,172.9
-9934.85,11884.85,171.9
-9935.37,11885.37,171.71
-9935.83,11885.83,171.9
-9936.29,11886.29,172.14
-9936.81,11886.81,171.76
-9937.26,11887.26,171.1
-9937.72,11887.72,170.81
-9938.24,11888.24,170.05
-9938.7,11888.7,170.05
-9939.15,11889.15,170.05
-9939.67,11889.67,171.29
-9940.13,11890.13,172.14
-9940.58,11890.58,171.81
-9941.1,11891.1,171.43
-9941.56,11891.56,171.24
-9942.01,11892.01,171.48
-9942.53,11892.53,171.19
-9942.99,11892.99,170.76
-9943.44,11893.44,170.19
-9943.96,11893.96,170.95
-9944.42,11894.42,170.95
-9944.87,11894.87,170.43
-9945.39,11895.39,170.62
-9945.85,11895.85,171.29
-9946.3,11896.3,171.48
-9946.82,11896.82,171.81
-9947.27,11897.27,171.52
-9947.73,11897.73,171.57
-9948.24,11898.24,172
-9948.7,11898.7,171.05
-9949.15,11899.15,171.05
-9949.67,11899.67,171.14
-9950.12,11900.12,171.24
-9950.58,11900.58,170.62
-9951.09,11901.09,169.76
-9951.55,11901.55,168.29
-9952,11902,168.14
-9952.52,11902.52,168.24
-9952.97,11902.97,169.14
-9953.42,11903.42,169.48
-9953.94,11903.94,170.14
-9954.39,11904.39,169.52
-9954.85,11904.85,169.24
-9955.36,11905.36,168.43
-9955.82,11905.82,167.62
-9956.27,11906.27,167.86
-9956.78,11906.78,167.76
-9957.24,11907.24,167.1
-9957.69,11907.69,166.29
-9958.2,11908.2,166.1
-9958.66,11908.66,165.9
-9959.11,11909.11,165.86
-9959.62,11909.62,165.9
-9960.07,11910.07,167.19
-9960.53,11910.53,168.71
-9961.04,11911.04,169.67
-9961.49,11911.49,170.14
-9961.94,11911.94,171.33
-9962.46,11912.46,172.57
-9962.91,11912.91,173.05
