year (AD),age (BP),temperature (degC)
-452.625,2402.625,1.826
-455.454,2405.454,1.828
-458.283,2408.283,1.827
-461.112,2411.112,1.824
-463.941,2413.941,1.821
-466.77,2416.77,1.818
-469.599,2419.599,1.815
-472.428,2422.428,1.812
-475.257,2425.257,1.807
-478.086,2428.086,1.801
-480.914,2430.914,1.792
-483.743,2433.744,1.78
-486.572,2436.572,1.764
-489.401,2439.401,1.746
-492.23,2442.23,1.725
-495.059,2445.059,1.704
-497.888,2447.888,1.683
-500.717,2450.717,1.664
-503.546,2453.546,1.647
-506.375,2456.375,1.633
-509.204,2459.204,1.621
-512.033,2462.033,1.612
-514.862,2464.862,1.603
-517.691,2467.691,1.595
-520.52,2470.52,1.584
-523.349,2473.349,1.57
-526.178,2476.178,1.554
-529.007,2479.007,1.534
-531.836,2481.836,1.511
-534.665,2484.665,1.486
-537.494,2487.494,1.461
-540.323,2490.323,1.435
-543.152,2493.151,1.411
-545.981,2495.981,1.388
-548.809,2498.809,1.368
-551.638,2501.638,1.351
-554.467,2504.467,1.339
-557.296,2507.296,1.33
-560.125,2510.125,1.327
-562.954,2512.954,1.327
-565.783,2515.783,1.33
-568.612,2518.612,1.337
-571.441,2521.441,1.346
-574.27,2524.27,1.357
-577.099,2527.099,1.369
-579.928,2529.928,1.384
-582.757,2532.757,1.4
-585.586,2535.586,1.418
-588.415,2538.415,1.436
-591.244,2541.244,1.454
-594.073,2544.073,1.471
-596.902,2546.902,1.487
-599.731,2549.731,1.5
-602.56,2552.56,1.509
-605.389,2555.389,1.514
-608.217,2558.218,1.515
-611.047,2561.046,1.512
-613.875,2563.876,1.505
-616.704,2566.704,1.494
-619.533,2569.533,1.481
-622.362,2572.362,1.467
-625.191,2575.191,1.453
-628.02,2578.02,1.441
-630.849,2580.849,1.432
-633.678,2583.678,1.426
-636.507,2586.507,1.424
-639.336,2589.336,1.425
-642.165,2592.165,1.428
-644.994,2594.994,1.433
-647.823,2597.823,1.437
-650.652,2600.652,1.442
-653.481,2603.481,1.445
-656.31,2606.31,1.446
-659.139,2609.139,1.447
-661.968,2611.968,1.446
-664.797,2614.797,1.445
-667.626,2617.626,1.444
-670.455,2620.455,1.445
-673.284,2623.284,1.448
-676.112,2626.113,1.452
-678.942,2628.941,1.46
-681.77,2631.77,1.47
-684.599,2634.599,1.481
-687.428,2637.428,1.494
-690.257,2640.257,1.508
-693.086,2643.086,1.523
-695.915,2645.915,1.538
-698.744,2648.744,1.553
-701.573,2651.573,1.568
-704.402,2654.402,1.582
-707.231,2657.231,1.597
-710.06,2660.06,1.611
-712.889,2662.889,1.624
-715.718,2665.718,1.636
-718.547,2668.547,1.647
-721.376,2671.376,1.658
-724.205,2674.205,1.667
-727.034,2677.034,1.676
-729.863,2679.863,1.685
-732.692,2682.692,1.694
-735.521,2685.521,1.704
-738.35,2688.349,1.713
-741.178,2691.178,1.724
-744.008,2694.008,1.735
-746.836,2696.836,1.747
-749.665,2699.665,1.76
-752.494,2702.494,1.774
-755.323,2705.323,1.79
-758.152,2708.152,1.806
-760.981,2710.981,1.822
-763.81,2713.81,1.837
-766.639,2716.639,1.851
-769.468,2719.468,1.865
-772.297,2722.297,1.877
-775.126,2725.126,1.89
-777.955,2727.955,1.902
-780.784,2730.784,1.914
-783.613,2733.613,1.925
-786.442,2736.442,1.935
-789.271,2739.271,1.944
-792.1,2742.1,1.951
-794.929,2744.929,1.956
-797.758,2747.758,1.958
-800.587,2750.587,1.959
-803.415,2753.416,1.958
-806.245,2756.244,1.956
-809.073,2759.073,1.953
-811.902,2761.902,1.948
-814.731,2764.731,1.942
-817.56,2767.56,1.937
-820.389,2770.389,1.931
-823.218,2773.218,1.926
-826.047,2776.047,1.923
-828.876,2778.876,1.921
-831.705,2781.705,1.922
-834.534,2784.534,1.925
-837.363,2787.363,1.93
-840.192,2790.192,1.937
-843.021,2793.021,1.946
-845.85,2795.85,1.956
-848.679,2798.679,1.968
-851.508,2801.508,1.981
-854.337,2804.337,1.995
-857.166,2807.166,2.011
-859.995,2809.995,2.028
-862.824,2812.824,2.048
-865.653,2815.653,2.07
-868.482,2818.482,2.096
