year (AD),age (BP),d18O (permil)
-7378,9328,-2.33
-7385,9335,-2.04
-7391,9341,-2.24
-7398,9348,-2.37
-7405,9355,-2.18
-7411,9361,-2.13
-7418,9368,-1.92
-7425,9375,-1.98
-7431,9381,-2.14
-7438,9388,-2.2
-7445,9395,-1.93
-7452,9402,-1.99
-7458,9408,-2
-7465,9415,-1.88
-7472,9422,-1.93
-7478,9428,-1.87
-7485,9435,-1.96
-7492,9442,-2
-7498,9448,-2.24
-7505,9455,-2.1
-7512,9462,-2
-7519,9469,-1.84
-7525,9475,-1.87
-7532,9482,-1.81
-7539,9489,-1.66
-7545,9495,-1.95
-7552,9502,-1.83
-7559,9509,-1.92
-7565,9515,-1.8
-7572,9522,-1.87
-7579,9529,-2.27
-7586,9536,-1.94
-7592,9542,-2.02
-7599,9549,-1.93
-7606,9556,-1.95
-7612,9562,-1.65
-7619,9569,-2
-7626,9576,-2.16
-7632,9582,-2.21
-7639,9589,-1.95
-7646,9596,-1.92
-7653,9603,-1.99
-7659,9609,-2.04
-7666,9616,-1.85
-7673,9623,-1.9
-7679,9629,-1.61
-7686,9636,-1.83
-7693,9643,-1.86
-7699,9649,-1.66
-7706,9656,-1.8
-7713,9663,-2.04
-7720,9670,-1.94
-7726,9676,-1.79
-7733,9683,-1.75
-7740,9690,-1.9
-7746,9696,-1.97
-7753,9703,-1.98
-7760,9710,-2.02
-7766,9716,-1.88
-7773,9723,-1.83
-7780,9730,-2.03
-7787,9737,-2.03
-7793,9743,-2.17
-7800,9750,-2.29
-7807,9757,-1.99
-7813,9763,-1.51
-7820,9770,-1.75
-7827,9777,-1.57
-7833,9783,-1.84
-7840,9790,-1.8
-7847,9797,-1.82
-7854,9804,-2.03
-7860,9810,-1.95
-7867,9817,-1.76
-7874,9824,-1.97
-7880,9830,-2.07
-7887,9837,-1.84
-7894,9844,-1.87
-7900,9850,-1.78
-7907,9857,-1.87
-7914,9864,-1.91
-7921,9871,-1.89
-7927,9877,-2.02
-7934,9884,-2.02
-7941,9891,-1.92
-7947,9897,-2
-7954,9904,-1.86
-7958,9908,-1.98
-7962,9912,-2
-7965,9915,-1.86
-7969,9919,-1.94
-7973,9923,-2.01
-7977,9927,-1.7
-7981,9931,-1.76
-7985,9935,-1.68
-7988,9938,-1.63
-7992,9942,-1.83
-7996,9946,-1.99
-8000,9950,-2.13
-8004,9954,-1.78
-8008,9958,-1.76
-8011,9961,-2.06
-8015,9965,-2.09
-8019,9969,-2.16
-8023,9973,-1.94
-8027,9977,-1.75
-8031,9981,-1.87
-8034,9984,-1.96
-8038,9988,-1.71
-8042,9992,-1.59
-8046,9996,-1.88
-8050,10000,-1.85
-8053,10003,-1.97
-8057,10007,-1.89
-8061,10011,-1.89
-8065,10015,-1.78
-8069,10019,-1.86
-8073,10023,-1.93
-8076,10026,-1.59
-8080,10030,-1.47
-8084,10034,-1.55
-8088,10038,-1.59
-8092,10042,-1.61
-8096,10046,-1.74
-8099,10049,-1.95
-8103,10053,-1.69
-8107,10057,-1.57
-8111,10061,-1.54
-8115,10065,-0.81
-8118,10068,-0.98
-8122,10072,-1.47
-8126,10076,-1.45
-8130,10080,-1
-8134,10084,-1.24
-8138,10088,-1.16
-8141,10091,-1.25
-8145,10095,-1.35
-8149,10099,-0.66
-8153,10103,-1.22
-8157,10107,-1.31
-8161,10111,-0.77
-8164,10114,NA
-8168,10118,-1.56
-8172,10122,-1.46
-8176,10126,-1.75
-8180,10130,-1.51
-8184,10134,-1.18
-8187,10137,-1.65
-8191,10141,-1.18
-8195,10145,-1.69
-8200,10150,-1.67
-8207,10157,-1.63
-8213,10163,-1.18
-8219,10169,-1.59
-8225,10175,-1.58
-8232,10182,-1.49
-8237,10187,-1.53
-8241,10191,-1.49
-8248,10198,-1.52
-8252,10202,-1.41
-8258,10208,-1.52
-8264,10214,-0.95
-8269,10219,-1.47
-8275,10225,-1.38
-8281,10231,-1.44
-8285,10235,-1.45
-8290,10240,-1.56
-8297,10247,-1.48
-8300,10250,-1.45
-8305,10255,-1.43
-8308,10258,-1.8
-8315,10265,-1.22
-8320,10270,-1.33
-8324,10274,-1.42
-8328,10278,-1.39
-8333,10283,-1.33
-8338,10288,-1.4
-8342,10292,-1.19
-8347,10297,-1.21
-8352,10302,-1.28
-8356,10306,-1.22
-8361,10311,-1.27
-8365,10315,-0.78
-8371,10321,-1.2
-8374,10324,-1.22
-8379,10329,-0.85
-8384,10334,-1.09
-8390,10340,-0.58
-8394,10344,-1.11
-8401,10351,NA
-8406,10356,-0.73
-8411,10361,-1.2
-8416,10366,-1.31
-8420,10370,-0.76
-8425,10375,-1.18
-8429,10379,-0.93
-8433,10383,-0.55
-8437,10387,-1.01
-8442,10392,-1.01
-8448,10398,-0.99
-8450,10400,-1.13
-8455,10405,-1.11
-8460,10410,-1.07
-8464,10414,-1.13
-8468,10418,-1.03
-8473,10423,-1.05
-8475,10425,-1.09
-8480,10430,-1.35
-8484,10434,-1.71
-8489,10439,-1.11
-8493,10443,-1.12
-8497,10447,-1.08
-8500,10450,-1.05
-8504,10454,-1.05
-8509,10459,-0.89
-8512,10462,-0.85
-8516,10466,-0.94
-8519,10469,-0.91
-8522,10472,-0.81
-8528,10478,-0.67
-8531,10481,-0.78
-8535,10485,-0.57
-8539,10489,-0.93
-8543,10493,-0.94
-8548,10498,-0.8
-8553,10503,-0.76
-8558,10508,-0.74
-8563,10513,-0.74
-8567,10517,-0.78
-8569,10519,-0.93
-8573,10523,-0.78
-8577,10527,-0.93
-8581,10531,-0.91
-8583,10533,-0.56
-8587,10537,-0.83
-8590,10540,-0.91
-8593,10543,-1.01
-8598,10548,-0.93
-8601,10551,-0.99
-8604,10554,-0.97
-8608,10558,-0.77
