year (AD),age (BP),d18O (permil)
1671.6,278.4,-7.468
1670,280,-7.374
1668.4,281.6,-7.414
1666.8,283.2,-7.518
1665.2,284.8,-7.589
1663.6,286.4,-7.36
1662,288,-7.179
1660.4,289.6,-7.314
1658.8,291.2,-7.295
1657.2,292.8,-7.146
1655.6,294.4,-7.184
1654,296,-7.229
1652.4,297.6,-7.498
1650.8,299.2,-7.614
1649.2,300.8,-7.552
1647.6,302.4,-7.439
1646,304,-7.142
1644.4,305.6,-7.173
1642.8,307.2,-7.217
1641.2,308.8,-7.125
1639.6,310.4,-7.261
1638,312,-7.457
1636.4,313.6,-7.549
1634.8,315.2,-7.653
1633.2,316.8,-7.742
1631.6,318.4,-7.791
1630,320,-7.619
1628.4,321.6,-7.363
1626.8,323.2,-7.222
1625.2,324.8,-7.015
1623.6,326.4,-6.999
1622,328,-7.085
1619.6,330.4,-7.07
1617.3,332.7,-6.993
1614.9,335.1,-7.044
1612.5,337.5,-7.174
1610.1,339.9,-7.367
1607.8,342.2,-7.501
1605.4,344.6,-7.494
1603,347,-7.36
1600.7,349.3,-7.357
1598.3,351.7,-7.333
1595.9,354.1,-7.319
1593.5,356.5,-7.524
1591.2,358.8,-7.753
1588.8,361.2,-7.826
1586.4,363.6,-7.516
1584.1,365.9,-7.2
1581.7,368.3,-7.211
1579.3,370.7,-7.232
1576.9,373.1,-7.215
1574.6,375.4,-7.27
1572.2,377.8,-7.323
1569.8,380.2,-7.361
1567.5,382.5,-7.465
1565.1,384.9,-7.633
1562.7,387.3,-7.682
1560.3,389.7,-7.684
1558,392,-7.729
1555.6,394.4,-7.734
1553.2,396.8,-7.73
1550.9,399.1,-7.758
1548.5,401.5,-7.788
1546.1,403.9,-7.654
1543.7,406.3,-7.394
1541.4,408.6,-7.273
1539,411,-7.546
1536.6,413.4,-7.666
1534.3,415.7,-7.64
1531.9,418.1,-7.574
1529.5,420.5,-7.467
1527.1,422.9,-7.379
1524.8,425.2,-7.231
1522.4,427.6,-7.25
1520,430,-7.297
1517.7,432.3,-7.294
1515.3,434.7,-7.347
1512.9,437.1,-7.513
1510.5,439.5,-7.436
1508.2,441.8,-7.429
1505.8,444.2,-7.416
1503.4,446.6,-7.485
1498.7,451.3,-7.798
1496.3,453.7,-7.69
1493.9,456.1,-7.354
1491.6,458.4,-7.212
1489.2,460.8,-7.054
1486.8,463.2,-6.987
1484.5,465.5,-7.062
1482.1,467.9,-7.151
1479.7,470.3,-7.345
1477.3,472.7,-7.355
1475,475,-7.379
1472.6,477.4,-7.342
1470.2,479.8,-7.194
1467.9,482.1,-6.997
1465.5,484.5,-7.063
1463.1,486.9,-7.142
1460.7,489.3,-7.04
1458.4,491.6,-7.113
1456,494,-7.362
1452.6,497.4,-7.301
1449.2,500.8,-7.142
1445.8,504.2,-7.082
1442.5,507.5,-7.148
1439.1,510.9,-6.881
1435.7,514.3,-6.908
1432.3,517.7,-6.993
1428.9,521.1,-7.133
1425.5,524.5,-7.294
1422.2,527.8,-7.249
1418.8,531.2,-7.281
1415.4,534.6,-7.287
1412,538,-7.048
1408.6,541.4,-7.053
1405.2,544.8,-7.058
1401.9,548.1,-6.973
1398.5,551.5,-7.027
1395.1,554.9,-7.23
1391.7,558.3,-7.291
1388.3,561.7,-7.481
1384.9,565.1,-7.443
1381.6,568.4,-7.447
1378.2,571.8,-7.407
1374.8,575.2,-7.34
1371.4,578.6,-7.281
1368,582,-7.293
1364.7,585.3,-7.4
1361.3,588.7,-7.498
1357.9,592.1,-7.505
1354.5,595.5,-7.544
1351.1,598.9,-7.543
1347.7,602.3,-7.623
1344.3,605.7,-7.587
1341,609,-7.561
1337.6,612.4,-7.573
1334.2,615.8,-7.594
1330.8,619.2,-7.578
1327.4,622.6,-7.5
1324.1,625.9,-7.548
1320.7,629.3,-7.58
1317.3,632.7,-7.568
1313.9,636.1,-7.541
1310.5,639.5,-7.534
1307.1,642.9,-7.596
1303.7,646.3,-7.573
1300.4,649.6,-7.602
1297,653,-7.61
1293.6,656.4,-7.744
1290.2,659.8,-7.778
1286.8,663.2,-7.735
1283.4,666.6,-7.67
1280.1,669.9,-7.729
1276.7,673.3,-7.676
1273.3,676.7,-7.732
1269.9,680.1,-7.84
1266.5,683.5,-7.648
1263.1,686.9,-7.606
1259.8,690.2,-7.643
1256.4,693.6,-7.696
1253,697,-7.439
1248.7,701.3,-7.66
1244.4,705.6,-7.515
1240.2,709.8,-7.305
1235.9,714.1,-7.637
1231.6,718.4,-7.917
1227.3,722.7,-7.841
1223,727,-8.068
1218.8,731.2,-8.043
1214.5,735.5,-8.147
1210.2,739.8,-8.098
1205.9,744.1,-8.277
1201.6,748.4,-7.979
1197.4,752.6,-7.76
1193.1,756.9,-7.564
1188.8,761.2,-7.571
1184.5,765.5,-7.518
1180.2,769.8,-7.509
1176,774,-7.618
1171.7,778.3,-7.622
1167.4,782.6,-7.574
1163.1,786.9,-7.49
1158.8,791.2,-7.423
1154.6,795.4,-7.602
1150.3,799.7,-7.835
1146,804,-7.935
1141.7,808.3,-7.63
1137.4,812.6,-7.793
1133.2,816.8,-7.88
1128.9,821.1,-7.864
1124.6,825.4,-7.779
1120.3,829.7,-7.821
1116,834,-7.836
1111.8,838.2,-7.972
1107.5,842.5,-7.847
1103.2,846.8,-7.691
1098.9,851.1,-7.627
1094.6,855.4,-7.906
1090.4,859.6,-7.854
1086.1,863.9,-7.646
1081.8,868.2,-7.667
1077.5,872.5,-7.827
1073.2,876.8,-7.893
1069,881,-7.896
1064.7,885.3,-7.709
1060.4,889.6,-7.663
1056.1,893.9,-7.528
1051.8,898.2,-7.671
1047.6,902.4,-7.741
1043.3,906.7,-7.785
1039,911,-8.018
1034.7,915.3,-8.059
1030.4,919.6,-7.859
1026.2,923.8,-7.684
1021.9,928.1,-7.637
1017.6,932.4,-7.708
1013.3,936.7,-7.852
1009,941,-7.864
1004.8,945.2,-7.93
1000.5,949.5,-7.7
996.2,953.8,-7.75
991.9,958.1,-7.839
987.6,962.4,-7.914
979.1,970.9,-8.205
974.8,975.2,-8.259
970.5,979.5,-8.124
966.2,983.8,-7.879
962,988,-7.8
957.7,992.3,-7.737
953.4,996.6,-7.522
949.1,1000.9,-7.494
944.8,1005.2,-7.749
940.6,1009.4,-7.875
936.3,1013.7,-7.777
932,1018,-7.583
927.7,1022.3,-7.666
923.4,1026.6,-7.666
919.2,1030.8,-7.645
914.9,1035.1,-7.665
910.6,1039.4,-7.647
906.3,1043.7,-7.786
902,1048,-7.823
897.8,1052.2,-7.667
893.5,1056.5,-7.51
889.2,1060.8,-7.539
884.9,1065.1,-7.721
880.6,1069.4,-7.694
876.4,1073.6,-7.576
872.1,1077.9,-7.438
867.8,1082.2,-7.562
863.5,1086.5,-7.563
859.2,1090.8,-7.644
855,1095,-7.637
850.7,1099.3,-7.438
846.4,1103.6,-7.409
842.1,1107.9,-7.53
837.8,1112.2,-7.66
833.6,1116.4,-7.668
829.3,1120.7,-7.547
825,1125,-7.609
822.8,1127.2,-7.608
820.6,1129.4,-7.653
818.3,1131.7,-7.665
816.1,1133.9,-7.695
813.9,1136.1,-7.762
811.7,1138.3,-7.855
809.5,1140.5,-7.954
807.2,1142.8,-7.963
805,1145,-7.948
802.8,1147.2,-7.876
800.6,1149.4,-7.697
798.4,1151.6,-7.683
796.1,1153.9,-7.744
793.9,1156.1,-7.789
791.7,1158.3,-7.862
789.5,1160.5,-7.98
787.3,1162.7,-7.753
785,1165,-7.608
782.8,1167.2,-7.593
780.6,1169.4,-7.486
778.4,1171.6,-7.43
776.2,1173.8,-7.45
773.9,1176.1,-7.523
771.7,1178.3,-7.505
769.5,1180.5,-7.54
767.3,1182.7,-7.548
765.1,1184.9,-7.455
762.8,1187.2,-7.385
760.6,1189.4,-7.356
758.4,1191.6,-7.537
756.2,1193.8,-7.7
754,1196,-7.324
751.7,1198.3,-7.23
749.5,1200.5,-7.036
747.3,1202.7,-7.027
745.1,1204.9,-7.169
742.9,1207.1,-7.215
740.6,1209.4,-7.431
738.4,1211.6,-7.439
736.2,1213.8,-7.388
734,1216,-7.449
731.8,1218.2,-7.425
729.5,1220.5,-7.497
727.3,1222.7,-7.647
725.1,1224.9,-7.787
722.9,1227.1,-7.676
718.4,1231.6,-7.484
716.2,1233.8,-7.37
714,1236,-7.229
711.8,1238.2,-7.485
709.6,1240.4,-7.514
707.3,1242.7,-7.551
705.1,1244.9,-7.604
702.9,1247.1,-7.542
700.7,1249.3,-7.545
698.5,1251.5,-7.506
696.2,1253.8,-7.548
694,1256,-7.611
691.8,1258.2,-7.541
689.6,1260.4,-7.734
680.7,1269.3,-7.674
678.5,1271.5,-7.75
676.3,1273.7,-7.797
674,1276,-7.818
671.8,1278.2,-7.817
669.6,1280.4,-7.836
667.4,1282.6,-7.83
665.2,1284.8,-7.849
662.9,1287.1,-8.185
660.7,1289.3,-8.019
658.5,1291.5,-7.929
656.3,1293.7,-7.995
654.1,1295.9,-7.728
651.8,1298.2,-7.399
649.6,1300.4,-7.475
647.4,1302.6,-7.574
645.2,1304.8,-7.727
643,1307,-7.787
640.7,1309.3,-7.745
638.5,1311.5,-7.725
636.3,1313.7,-7.805
634.1,1315.9,-7.854
631.9,1318.1,-7.773
629.6,1320.4,-7.73
627.4,1322.6,-7.781
625.2,1324.8,-7.739
623,1327,-7.57
620.8,1329.2,-7.422
618.5,1331.5,-7.485
616.3,1333.7,-7.637
614.1,1335.9,-7.702
611.9,1338.1,-7.73
609.7,1340.3,-7.589
607.4,1342.6,-7.573
605.2,1344.8,-7.691
603,1347,-7.812
599.5,1350.5,-7.619
596,1354,-7.585
592.6,1357.4,-7.484
589.1,1360.9,-7.362
585.6,1364.4,-7.293
582.1,1367.9,-7.423
578.6,1371.4,-7.59
575.2,1374.8,-7.648
571.7,1378.3,-7.721
568.2,1381.8,-7.652
564.7,1385.3,-7.729
561.2,1388.8,-7.727
557.8,1392.2,-7.692
554.3,1395.7,-7.627
550.8,1399.2,-7.67
547.3,1402.7,-7.661
543.8,1406.2,-7.616
540.4,1409.6,-7.641
536.9,1413.1,-7.848
533.4,1416.6,-7.948
529.9,1420.1,-8.02
526.4,1423.6,-7.783
523,1427,-7.813
519.5,1430.5,-7.59
516,1434,-7.533
512.5,1437.5,-7.705
509,1441,-7.727
505.6,1444.4,-7.692
502.1,1447.9,-7.827
498.6,1451.4,-7.859
495.1,1454.9,-7.969
491.6,1458.4,-7.864
488.2,1461.8,-7.96
484.7,1465.3,-7.792
481.2,1468.8,-7.849
477.7,1472.3,-7.893
474.2,1475.8,-7.978
470.8,1479.2,-7.957
467.3,1482.7,-7.878
463.8,1486.2,-7.958
460.3,1489.7,-7.713
456.8,1493.2,-7.723
453.4,1496.6,-7.804
449.9,1500.1,-7.908
446.4,1503.6,-8.075
442.9,1507.1,-8.093
439.4,1510.6,-8.104
436,1514,-7.964
432.5,1517.5,-7.995
429,1521,-8.01
425.5,1524.5,-7.984
422,1528,-7.902
418.6,1531.4,-7.85
415.1,1534.9,-7.794
411.6,1538.4,-7.702
408.1,1541.9,-7.792
404.6,1545.4,-7.824
401.2,1548.8,-7.745
397.7,1552.3,-7.582
394.2,1555.8,-7.619
390.7,1559.3,-7.586
387.2,1562.8,-7.622
383.8,1566.2,-7.358
380.3,1569.7,-7.231
376.8,1573.2,-7.299
373.3,1576.7,-7.378
369.8,1580.2,-7.405
366.4,1583.6,-7.389
362.9,1587.1,-7.376
359.4,1590.6,-7.505
355.9,1594.1,-7.427
352.4,1597.6,-7.593
349,1601,-7.679
345.5,1604.5,-7.705
342,1608,-7.611
338.5,1611.5,-7.553
335,1615,-7.502
331.6,1618.4,-7.312
328.1,1621.9,-7.231
324.6,1625.4,-7.174
321.1,1628.9,-7.104
317.6,1632.4,-7.131
314.2,1635.8,-7.041
310.7,1639.3,-7.188
307.2,1642.8,-7.265
303.7,1646.3,-7.298
300.2,1649.8,-7.309
296.8,1653.2,-7.289
293.3,1656.7,-7.454
289.8,1660.2,-7.503
286.3,1663.7,-7.303
282.8,1667.2,-7.504
279.4,1670.6,-7.547
275.9,1674.1,-7.492
272.4,1677.6,-7.461
268.9,1681.1,-7.499
265.4,1684.6,-7.395
262,1688,-7.476
258.5,1691.5,-7.797
255,1695,-7.842
251.4,1698.6,-7.937
247.7,1702.3,-7.71
244.1,1705.9,-7.448
240.5,1709.5,-7.487
236.8,1713.2,-7.571
233.2,1716.8,-7.668
229.6,1720.4,-7.752
225.9,1724.1,-7.8
222.3,1727.7,-7.634
218.7,1731.3,-7.59
215,1735,-7.725
211.4,1738.6,-7.539
207.8,1742.2,-7.483
204.1,1745.9,-7.713
200.5,1749.5,-7.473
196.9,1753.1,-7.52
193.2,1756.8,-7.54
189.6,1760.4,-7.689
186,1764,-7.7
182.3,1767.7,-7.706
178.7,1771.3,-7.788
175.1,1774.9,-7.642
171.4,1778.6,-7.53
167.8,1782.2,-7.594
164.2,1785.8,-7.578
160.5,1789.5,-7.523
156.9,1793.1,-7.377
153.3,1796.7,-7.445
149.6,1800.4,-7.42
146,1804,-7.459
142.4,1807.6,-7.415
138.7,1811.3,-7.45
135.1,1814.9,-7.348
131.5,1818.5,-7.261
127.8,1822.2,-7.481
124.2,1825.8,-7.527
120.6,1829.4,-7.64
116.9,1833.1,-7.686
113.3,1836.7,-7.641
109.7,1840.3,-7.647
106,1844,-7.691
102.4,1847.6,-7.713
98.8,1851.2,-7.451
95.1,1854.9,-7.541
91.5,1858.5,-7.498
87.9,1862.1,-7.346
84.2,1865.8,-7.433
80.6,1869.4,-7.447
77,1873,-7.437
73.3,1876.7,-7.232
69.7,1880.3,-7.213
66.1,1883.9,-7.321
62.4,1887.6,-7.31
58.8,1891.2,-7.313
55.2,1894.8,-7.154
51.5,1898.5,-7.155
47.9,1902.1,-7.222
44.3,1905.7,-7.188
40.6,1909.4,-7.153
37,1913,-7.211
34.2,1915.8,-7.353
31.3,1918.7,-7.564
28.5,1921.5,-7.537
25.6,1924.4,-7.495
22.8,1927.2,-7.427
20,1930,-7.436
17.1,1932.9,-7.3
14.3,1935.7,-7.315
11.4,1938.6,-7.403
8.6,1941.4,-7.41
5.8,1944.2,-7.406
2.9,1947.1,-7.463
0.1,1949.9,-7.428
-2.8,1952.8,-7.464
-5.6,1955.6,-7.528
-8.4,1958.4,-7.606
-11.3,1961.3,-7.53
-14.1,1964.1,-7.462
-17,1967,-7.503
-19.8,1969.8,-7.581
-22.6,1972.6,-7.465
-25.5,1975.5,-7.403
-28.3,1978.3,-7.412
-31.2,1981.2,-7.422
-34,1984,-7.566
-36.8,1986.8,-7.461
-39.7,1989.7,-7.367
-42.5,1992.5,-7.326
-45.4,1995.4,-7.426
-48.2,1998.2,-7.517
-51,2001,-7.581
-53.9,2003.9,-7.311
-56.7,2006.7,-7.35
-59.6,2009.6,-7.569
-62.4,2012.4,-7.634
-65.2,2015.2,-7.697
-68.1,2018.1,-7.264
-70.9,2020.9,-7.514
-73.8,2023.8,-7.587
-76.6,2026.6,-7.344
-79.4,2029.4,-7.258
-82.3,2032.3,-7.381
-85.1,2035.1,-7.519
-88,2038,-7.723
-90.8,2040.8,-7.632
-93.6,2043.6,-7.411
-96.5,2046.5,-7.246
-99.3,2049.3,-7.379
-102.2,2052.2,-7.41
-105,2055,-7.282
-106.8,2056.8,-7.348
-108.6,2058.6,-7.429
-110.4,2060.4,-7.497
-112.2,2062.2,-7.61
-114,2064,-7.271
-115.8,2065.8,-7.232
-117.6,2067.6,-7.26
-119.4,2069.4,-7.322
-121.2,2071.2,-7.387
-123,2073,-7.467
-124.8,2074.8,-7.436
-126.6,2076.6,-7.385
-128.4,2078.4,-7.448
-130.2,2080.2,-7.607
-132,2082,-7.504
-133.8,2083.8,-7.501
-135.6,2085.6,-7.546
-137.4,2087.4,-7.545
-139.2,2089.2,-7.564
-141,2091,-7.711
-142.8,2092.8,-7.893
-144.6,2094.6,-7.965
-146.4,2096.4,-7.985
-148.2,2098.2,-7.905
-150,2100,-7.757
-163,2113,-7.571
-176,2126,-7.699
-189,2139,-7.5
-202,2152,-7.381
-215,2165,-7.42
-215.6,2165.6,-7.38
-216.3,2166.3,-7.342
-216.9,2166.9,-7.309
-217.5,2167.5,-7.233
-218.2,2168.2,-7.174
-218.8,2168.8,-7.201
-219.4,2169.4,-7.26
-220.1,2170.1,-7.339
-220.7,2170.7,-7.48
-221.3,2171.3,-7.59
-222,2172,-7.669
-222.6,2172.6,-7.658
-223.2,2173.2,-7.637
-223.9,2173.9,-7.612
-224.1,2174.1,-7.607
-241.5,2191.5,-7.657
-258.8,2208.8,-7.839
-275.9,2225.9,-7.713
-293,2243,-7.71
-310.2,2260.2,-7.649
-327.3,2277.3,-7.531
-344.4,2294.4,-7.452
-361.5,2311.5,-7.432
-378.7,2328.7,-7.46
-395.8,2345.8,-7.498
-412.9,2362.9,-7.473
-430.1,2380.1,-7.67
-447.2,2397.2,-7.805
-464.3,2414.3,-7.74
-467.9,2417.9,-7.484
-473.2,2423.2,-7.472
-478.6,2428.6,-7.421
-481.5,2431.5,-7.438
-483.9,2433.9,-7.479
-486.5,2436.5,-7.536
-487.7,2437.7,-7.563
-488.8,2438.8,-7.59
-489.3,2439.3,-7.602
-490,2440,-7.621
-491.2,2441.2,-7.571
-492.4,2442.4,-7.515
-493.6,2443.6,-7.484
-494.7,2444.7,-7.485
-494.8,2444.8,-7.486
-496,2446,-7.529
-497.2,2447.2,-7.573
-498.3,2448.3,-7.562
-498.6,2448.6,-7.558
-499.5,2449.5,-7.553
-500,2450,-7.553
-500.7,2450.7,-7.563
-501.9,2451.9,-7.563
-503.1,2453.1,-7.541
-504.3,2454.3,-7.556
-505.4,2455.4,-7.562
-505.5,2455.5,-7.563
-506.7,2456.7,-7.579
-507.8,2457.8,-7.612
-509,2459,-7.628
-510.2,2460.2,-7.608
-510.8,2460.8,-7.605
-511.4,2461.4,-7.609
-512.6,2462.6,-7.627
-513.8,2463.8,-7.632
-515,2465,-7.598
-516.1,2466.1,-7.531
-516.2,2466.2,-7.529
-517.3,2467.3,-7.463
-518.5,2468.5,-7.433
-519.7,2469.7,-7.453
-520.9,2470.9,-7.492
-521.5,2471.5,-7.509
-522.1,2472.1,-7.529
-523.3,2473.3,-7.584
-524.5,2474.5,-7.613
-525.7,2475.7,-7.618
-526.8,2476.8,-7.607
-526.8,2476.8,-7.607
-528,2478,-7.597
-529.2,2479.2,-7.622
-530.4,2480.4,-7.631
-531.6,2481.6,-7.61
-532.2,2482.2,-7.59
-532.8,2482.8,-7.566
-532.9,2482.9,-7.563
-534,2484,-7.552
-535.2,2485.2,-7.512
-536.4,2486.4,-7.459
-537.5,2487.5,-7.449
-537.6,2487.6,-7.449
-538.7,2488.7,-7.473
-539.9,2489.9,-7.485
-541.1,2491.1,-7.446
-542.3,2492.3,-7.439
-542.9,2492.9,-7.442
-543.5,2493.5,-7.44
-544.7,2494.7,-7.438
-545.9,2495.9,-7.454
-547,2497,-7.467
-548.2,2498.2,-7.425
-548.3,2498.3,-7.422
-549.4,2499.4,-7.391
-550,2500,-7.378
-550.6,2500.6,-7.382
-551.8,2501.8,-7.374
-553,2503,-7.334
-553.7,2503.7,-7.337
-554.2,2504.2,-7.344
-555.4,2505.4,-7.375
-556.5,2506.5,-7.39
-557.7,2507.7,-7.39
-558.9,2508.9,-7.396
-559,2509,-7.397
-560.1,2510.1,-7.423
-561.3,2511.3,-7.436
-562.5,2512.5,-7.435
-563.7,2513.7,-7.433
-564.4,2514.4,-7.443
-564.9,2514.9,-7.454
-566,2516,-7.507
-567.1,2517.1,-7.495
-567.2,2517.2,-7.492
-568.4,2518.4,-7.47
-569.6,2519.6,-7.481
-569.8,2519.8,-7.484
-570.8,2520.8,-7.494
-572,2522,-7.467
-573.2,2523.2,-7.435
-574.4,2524.4,-7.43
-575.1,2525.1,-7.436
-575.5,2525.5,-7.445
-576.7,2526.7,-7.473
-577.9,2527.9,-7.504
-579.1,2529.1,-7.484
-580.3,2530.3,-7.443
-580.5,2530.5,-7.439
-581.5,2531.5,-7.429
-583.9,2533.9,-7.438
-584.2,2534.2,-7.441
-585.1,2535.1,-7.448
-585.8,2535.8,-7.451
-586.2,2536.2,-7.453
-587.4,2537.4,-7.468
-588.6,2538.6,-7.507
-589.8,2539.8,-7.557
-591,2541,-7.582
-591.2,2541.2,-7.582
-592.2,2542.2,-7.578
-593.4,2543.4,-7.57
-594.6,2544.6,-7.565
-595.7,2545.7,-7.567
-596.6,2546.6,-7.567
-596.9,2546.9,-7.567
-598.1,2548.1,-7.562
-599.3,2549.3,-7.564
-600.5,2550.5,-7.561
-601.4,2551.4,-7.556
-601.7,2551.7,-7.554
-601.9,2551.9,-7.552
-602.9,2552.9,-7.558
-604.1,2554.1,-7.551
-605.2,2555.2,-7.537
-606.4,2556.4,-7.511
-607.3,2557.3,-7.49
-607.6,2557.6,-7.483
-608.8,2558.8,-7.474
-610,2560,-7.49
-611.2,2561.2,-7.538
-612.4,2562.4,-7.577
-612.7,2562.7,-7.586
-613.6,2563.6,-7.61
-614.7,2564.7,-7.613
-615.9,2565.9,-7.546
-617.1,2567.1,-7.488
-618,2568,-7.496
-618.3,2568.3,-7.508
-618.5,2568.5,-7.515
-619.5,2569.5,-7.543
-620.7,2570.7,-7.548
-621.9,2571.9,-7.522
-623.1,2573.1,-7.502
-623.4,2573.4,-7.506
-624.2,2574.2,-7.52
-625.4,2575.4,-7.557
-626.6,2576.6,-7.599
-627.8,2577.8,-7.624
-628.7,2578.7,-7.612
-629,2579,-7.607
-630.8,2580.8,-7.557
-632.6,2582.6,-7.512
-634.1,2584.1,-7.513
-634.3,2584.3,-7.521
-635.6,2585.6,-7.567
-636.1,2586.1,-7.583
-637.9,2587.9,-7.614
-639.5,2589.5,-7.586
-639.7,2589.7,-7.579
-641.5,2591.5,-7.508
-643.3,2593.3,-7.436
-644.8,2594.8,-7.391
-645,2595,-7.386
-646.8,2596.8,-7.388
-648.6,2598.6,-7.413
-650.2,2600.2,-7.423
-650.4,2600.4,-7.422
-652.2,2602.2,-7.409
-652.8,2602.8,-7.402
-654,2604,-7.386
-655.6,2605.6,-7.371
-655.7,2605.7,-7.369
-657.5,2607.5,-7.349
-659.3,2609.3,-7.334
-660.9,2610.9,-7.332
-661.1,2611.1,-7.332
-662.9,2612.9,-7.336
-664.7,2614.7,-7.393
-666.3,2616.3,-7.465
-666.4,2616.4,-7.472
-668.2,2618.2,-7.54
-669.9,2619.9,-7.619
-670,2620,-7.624
-671.6,2621.6,-7.675
-671.8,2621.8,-7.68
-673.6,2623.6,-7.73
-675.4,2625.4,-7.708
-677,2627,-7.654
-677.2,2627.2,-7.65
-678.9,2628.9,-7.606
-680.7,2630.7,-7.632
-682.4,2632.4,-7.651
-682.5,2632.5,-7.651
-684.3,2634.3,-7.644
-686.1,2636.1,-7.619
-687,2637,-7.593
-687.7,2637.7,-7.571
-687.8,2637.8,-7.567
-689.6,2639.6,-7.558
-691.4,2641.4,-7.539
-693.1,2643.1,-7.511
-693.2,2643.2,-7.51
-695,2645,-7.489
-696.8,2646.8,-7.471
-698.5,2648.5,-7.463
-698.6,2648.6,-7.463
-700.3,2650.3,-7.473
-702.1,2652.1,-7.497
-703.8,2653.8,-7.479
-703.9,2653.9,-7.478
-704.2,2654.2,-7.476
-705.7,2655.7,-7.465
-707.5,2657.5,-7.468
-709.2,2659.2,-7.475
-709.2,2659.2,-7.474
-711,2661,-7.457
-712.8,2662.8,-7.451
-714.5,2664.5,-7.457
-714.6,2664.6,-7.457
-717.6,2667.6,-7.507
-720.7,2670.7,-7.54
-721.8,2671.8,-7.545
-723.6,2673.6,-7.543
-723.7,2673.7,-7.543
-726.7,2676.7,-7.545
-729,2679,-7.571
-729.7,2679.7,-7.577
-735.8,2685.8,-7.566
-736.3,2686.3,-7.568
-738.8,2688.8,-7.599
-741.8,2691.8,-7.673
-743.5,2693.5,-7.686
-744.5,2694.5,-7.694
-745.8,2695.8,-7.714
-746.6,2696.6,-7.731
-748.6,2698.6,-7.772
-748.7,2698.7,-7.773
-750.8,2700.8,-7.773
