year (AD),age (BP),d18O (permil)
-2999,4949,-6.306
-3005,4955,-6.157
-3011,4961,-6.218
-3017,4967,-6.425
-3023,4973,-6.359
-3029,4979,-6.263
-3035,4985,-6.446
-3041,4991,-6.497
-3047,4997,-6.296
-3053,5003,-6.422
-3059,5009,-6.539
-3065,5015,-6.419
-3071,5021,-6.485
-3077,5027,-6.626
-3083,5033,-6.418
-3089,5039,-6.276
-3095,5045,-6.406
-3101,5051,-6.47
-3107,5057,-6.457
-3113,5063,-6.565
-3119,5069,-6.635
-3125,5075,-6.411
-3131,5081,-6.47
-3137,5087,-6.601
-3143,5093,-6.258
-3149,5099,-6.097
-3155,5105,-6.256
-3161,5111,-6.197
-3167,5117,-5.956
-3173,5123,-5.967
-3179,5129,-5.971
-3185,5135,-5.942
-3191,5141,-5.932
-3197,5147,-5.927
-3203,5153,-5.862
-3209,5159,-5.96
-3215,5165,-6.242
-3221,5171,-6.278
-3227,5177,-6.129
-3233,5183,-6.539
-3239,5189,-6.871
-3245,5195,-6.531
-3251,5201,-6.499
-3257,5207,-6.572
-3263,5213,-6.629
-3269,5219,-6.62
-3275,5225,-6.493
-3281,5231,-6.355
-3287,5237,-6.189
-3293,5243,-6.194
-3299,5249,-6.223
-3305,5255,-6.008
-3311,5261,-5.906
-3317,5267,-6.084
-3323,5273,-6.123
-3329,5279,-5.781
-3335,5285,-5.832
-3341,5291,-5.955
-3347,5297,-5.977
-3353,5303,-5.921
-3359,5309,-5.768
-3365,5315,-5.622
-3371,5321,-5.574
-3377,5327,-5.585
-3383,5333,-5.634
-3389,5339,-5.612
-3395,5345,-5.486
-3401,5351,-5.536
-3407,5357,-5.602
-3413,5363,-5.559
-3419,5369,-5.502
-3425,5375,-5.686
-3431,5381,-5.869
-3437,5387,-5.694
-3443,5393,-5.594
-3449,5399,-5.833
-3455,5405,-6.073
-3461,5411,-5.895
-3467,5417,-5.82
-3473,5423,-6.035
-3479,5429,-6.251
-3485,5435,-6.071
-3491,5441,-5.949
-3497,5447,-6.169
-3503,5453,-6.389
-3509,5459,-6.246
-3515,5465,-6.061
-3521,5471,-6.181
-3527,5477,-6.3
-3533,5483,-6.125
-3539,5489,-5.941
-3545,5495,-6.116
-3551,5501,-6.292
-3557,5507,-5.956
-3563,5513,-5.832
-3569,5519,-6.004
-3575,5525,-5.972
-3581,5531,-5.647
-3587,5537,-5.713
-3593,5543,-5.739
-3599,5549,-5.584
-3605,5555,-5.634
-3611,5561,-5.638
-3617,5567,-5.502
-3623,5573,-5.619
-3629,5579,-5.695
-3635,5585,-5.789
-3641,5591,-5.965
-3647,5597,-5.523
-3653,5603,-5.862
-3659,5609,-5.98
-3665,5615,-5.632
-3671,5621,-5.786
-3677,5627,-5.79
-3683,5633,-5.972
-3689,5639,-5.996
-3695,5645,-5.952
-3701,5651,-6.065
-3707,5657,-5.892
-3713,5663,-6.05
-3719,5669,-5.996
-3725,5675,-6.203
-3731,5681,-6.467
-3737,5687,-6.444
-3743,5693,-6.419
-3749,5699,-6.241
-3755,5705,-6.225
-3761,5711,-6.263
-3767,5717,-6.392
-3773,5723,-6.503
-3779,5729,-6.591
-3785,5735,-6.427
-3791,5741,-6.452
-3797,5747,-6.586
-3803,5753,-6.704
-3809,5759,-6.544
-3815,5765,-6.706
-3821,5771,-6.402
-3827,5777,-6.823
-3833,5783,-6.779
-3839,5789,-6.676
-3845,5795,-6.664
-3851,5801,-6.636
-3857,5807,-6.669
-3863,5813,-6.94
-3869,5819,-6.941
-3875,5825,-6.679
-3881,5831,-6.583
-3887,5837,-7.056
-3893,5843,-6.774
-3899,5849,-6.456
-3905,5855,-6.725
-3911,5861,-6.781
-3917,5867,-6.837
-3923,5873,-6.816
-3929,5879,-6.522
-3935,5885,-6.681
-3941,5891,-6.814
-3947,5897,-6.913
-3953,5903,-7.032
-3959,5909,-6.779
-3965,5915,-6.823
-3971,5921,-6.704
-3977,5927,-6.747
-3983,5933,-6.523
-3989,5939,-6.977
-3995,5945,-7.212
-4001,5951,-6.849
-4007,5957,-6.771
-4013,5963,-6.999
-4019,5969,-6.855
-4025,5975,-6.941
-4031,5981,-7.1
-4037,5987,-6.943
-4043,5993,-6.891
-4049,5999,-6.849
-4055,6005,-6.896
-4061,6011,-6.998
-4067,6017,-7.075
-4073,6023,-6.829
-4079,6029,-6.715
-4085,6035,-6.851
-4091,6041,-6.849
-4097,6047,-6.913
-4103,6053,-6.996
-4109,6059,-7.073
-4115,6065,-7.251
-4121,6071,-7.028
-4127,6077,-6.763
-4133,6083,-6.815
-4139,6089,-7.074
-4145,6095,-7.064
-4151,6101,-7.159
-4157,6107,-7.374
-4163,6113,-6.89
-4169,6119,-6.834
-4175,6125,-7.315
-4181,6131,-6.944
-4187,6137,-6.688
-4193,6143,-6.947
-4199,6149,-6.721
-4205,6155,-6.526
-4211,6161,-6.029
-4217,6167,-5.874
-4223,6173,-6.082
-4229,6179,-6.554
-4235,6185,-6.663
-4241,6191,-6.509
-4247,6197,-6.682
-4253,6203,-6.382
-4259,6209,-6.944
-4265,6215,-6.612
-4271,6221,-7.061
-4277,6227,-6.855
-4283,6233,-7.111
-4289,6239,-6.578
-4295,6245,-6.61
-4301,6251,-6.48
-4307,6257,-6.534
-4313,6263,-6.609
-4319,6269,-6.575
-4325,6275,-6.48
-4331,6281,-6.555
-4337,6287,-6.637
-4343,6293,-6.624
-4349,6299,-6.467
-4355,6305,-6.498
-4361,6311,-6.577
-4367,6317,-6.394
-4373,6323,-6.376
-4379,6329,-6.663
-4385,6335,-6.234
-4391,6341,-6.35
-4397,6347,-6.466
-4403,6353,-6.645
-4409,6359,-6.393
-4415,6365,-6.641
-4421,6371,-6.609
-4427,6377,-6.566
-4433,6383,-6.819
-4439,6389,-6.362
-4445,6395,-6.533
-4451,6401,-6.599
-4457,6407,-6.674
-4463,6413,-6.527
-4469,6419,-6.563
-4475,6425,-6.396
-4481,6431,-6.773
-4487,6437,-6.418
-4493,6443,-6.508
-4499,6449,-6.318
-4505,6455,-6.307
-4511,6461,-6.427
-4517,6467,-6.5
-4523,6473,-6.295
-4529,6479,-6.229
-4535,6485,-6.258
-4541,6491,-6.321
-4547,6497,-6.2
-4553,6503,-6.159
-4559,6509,-6.077
-4565,6515,-6.017
-4571,6521,-5.986
-4577,6527,-5.971
-4583,6533,-5.981
-4589,6539,-6.019
-4595,6545,-6.041
-4601,6551,-6.131
-4607,6557,-5.978
-4613,6563,-5.999
-4619,6569,-6.036
-4625,6575,-6.084
-4631,6581,-6.273
-4637,6587,-5.946
-4643,6593,-6.526
-4649,6599,-6.985
-4655,6605,-6.497
-4661,6611,-6.701
-4667,6617,-6.076
-4673,6623,-6.742
-4679,6629,-6.617
-4685,6635,-6.342
-4691,6641,-6.399
-4697,6647,-6.259
-4703,6653,-6.287
-4709,6659,-7.085
-4715,6665,-6.672
-4721,6671,-6.634
-4727,6677,-6.649
-4733,6683,-6.863
-4739,6689,-6.826
-4745,6695,-6.834
-4751,6701,-7.023
-4757,6707,-6.81
-4763,6713,-7.028
-4769,6719,-7.062
-4775,6725,-7.108
-4781,6731,-7.45
-4787,6737,-7.003
-4793,6743,-7.167
-4799,6749,-7.191
-4805,6755,-7.005
-4811,6761,-7.311
-4817,6767,-6.99
-4823,6773,-7.203
-4829,6779,-7.405
-4835,6785,-7.186
-4841,6791,-7.031
-4847,6797,-7.048
-4853,6803,-7.112
-4859,6809,-7.349
-4865,6815,-7.48
-4871,6821,-7.44
-4877,6827,-7.262
-4883,6833,-7.513
-4889,6839,-7.579
-4895,6845,-7.105
-4901,6851,-6.946
-4907,6857,-6.956
-4913,6863,-6.522
-4919,6869,-6.859
-4925,6875,-7.15
-4931,6881,-7.107
-4937,6887,-6.719
-4943,6893,-7.122
-4949,6899,-6.916
-4955,6905,-6.814
-4961,6911,-6.909
-4967,6917,-6.331
-4973,6923,-6.261
-4979,6929,-6.228
-4985,6935,-6.436
-4991,6941,-6.352
-4997,6947,-6.324
-5003,6953,-6.221
-5009,6959,-6.979
-5015,6965,-6.462
-5021,6971,-6.265
-5027,6977,-6.337
-5033,6983,-6.29
-5039,6989,-6.197
-5045,6995,-6.199
-5051,7001,-6.315
-5057,7007,-6.321
-5063,7013,-6.34
-5069,7019,-6.423
-5075,7025,-6.449
-5081,7031,-6.585
-5087,7037,-6.544
-5093,7043,-6.291
-5099,7049,-6.297
-5105,7055,-6.263
-5111,7061,-6.288
-5117,7067,-6.408
-5123,7073,-6.215
-5129,7079,-6.114
-5135,7085,-6.011
-5141,7091,-6.079
-5147,7097,-6.386
-5153,7103,-6.402
-5159,7109,-6.562
-5165,7115,-6.747
-5171,7121,-6.56
-5177,7127,-6.887
-5183,7133,-7.003
-5189,7139,-7.081
-5195,7145,-7.013
-5201,7151,-6.991
-5207,7157,-7.154
-5213,7163,-7.029
-5219,7169,-6.697
-5225,7175,-6.853
-5231,7181,-6.942
-5237,7187,-6.521
-5243,7193,-6.384
-5249,7199,-6.484
-5255,7205,-7.198
-5261,7211,-6.963
-5267,7217,-7.151
-5273,7223,-6.932
-5279,7229,-7.017
-5285,7235,-6.698
-5291,7241,-7.173
-5297,7247,-7.147
-5303,7253,-6.765
-5309,7259,-6.972
-5315,7265,-6.866
-5321,7271,-6.853
-5327,7277,-7.105
-5333,7283,-7.203
-5339,7289,-7.187
-5345,7295,-7.321
-5351,7301,-7.513
-5357,7307,-7.475
-5363,7313,-7.338
-5369,7319,-6.76
-5375,7325,-6.509
-5381,7331,-6.641
-5387,7337,-6.596
-5393,7343,-6.543
-5399,7349,-6.532
-5405,7355,-6.595
-5411,7361,-6.471
-5417,7367,-6.307
-5423,7373,-6.266
-5429,7379,-6.367
-5435,7385,-6.576
-5441,7391,-6.557
-5447,7397,-6.584
-5453,7403,-6.489
-5459,7409,-6.688
-5465,7415,-7.222
-5471,7421,-7.217
-5477,7427,-7.246
-5483,7433,-7.24
-5489,7439,-7.14
-5495,7445,-7.358
-5501,7451,-7.569
-5507,7457,-7.414
-5513,7463,-7.348
-5519,7469,-7.155
-5525,7475,-7.11
-5531,7481,-7.189
-5537,7487,-7.085
-5543,7493,-7.344
-5549,7499,-7.337
-5555,7505,-7.231
-5561,7511,-7.426
-5567,7517,-7.334
-5573,7523,-7.248
-5579,7529,-7.506
-5585,7535,-7.432
-5591,7541,-7.576
-5597,7547,-7.347
-5603,7553,-7.424
-5609,7559,-7.252
-5615,7565,-7.469
-5621,7571,-7.45
-5627,7577,-7.289
-5633,7583,-7.364
-5639,7589,-7.231
-5645,7595,-7.346
-5651,7601,-6.916
-5657,7607,-7.365
-5663,7613,-7.373
-5669,7619,-7.369
-5675,7625,-7.21
-5681,7631,-7.352
-5687,7637,-7.399
-5693,7643,-7.399
-5699,7649,-7.34
-5705,7655,-7.088
-5711,7661,-7.216
-5717,7667,-7.271
-5723,7673,-7.187
-5729,7679,-7.494
-5735,7685,-6.95
-5741,7691,-7.515
-5747,7697,-7.337
-5753,7703,-7.295
-5759,7709,-7.461
-5765,7715,-7.094
-5771,7721,-7.011
-5777,7727,-7.279
-5783,7733,-7.242
-5789,7739,-7.331
-5795,7745,-7.22
-5801,7751,-7.241
-5807,7757,-7.051
-5813,7763,-7.344
-5819,7769,-7.456
-5825,7775,-7.349
-5831,7781,-7.375
-5837,7787,-7.319
-5843,7793,-7.041
-5849,7799,-7.005
-5855,7805,-7.198
-5861,7811,-6.814
-5867,7817,-6.49
-5873,7823,-6.534
-5879,7829,-6.7
-5885,7835,-6.55
-5891,7841,-6.339
-5897,7847,-6.439
-5903,7853,-6.562
-5909,7859,-6.533
-5915,7865,-6.555
-5921,7871,-6.579
-5927,7877,-6.564
-5933,7883,-6.621
-5939,7889,-6.723
-5945,7895,-6.858
-5951,7901,-6.798
-5957,7907,-6.769
-5963,7913,-6.962
-5969,7919,-6.891
-5975,7925,-6.955
-5981,7931,-6.844
-5987,7937,-6.87
-5993,7943,-6.941
-5999,7949,-7.003
-6005,7955,-6.999
-6011,7961,-7.064
-6017,7967,-7.002
-6023,7973,-7.046
-6029,7979,-6.831
-6035,7985,-6.967
-6041,7991,-6.955
-6047,7997,-7.25
-6053,8003,-7.286
-6059,8009,-7.383
-6065,8015,-7.399
-6071,8021,-7.263
-6077,8027,-7.43
-6083,8033,-7.469
-6089,8039,-7.484
-6095,8045,-7.483
-6101,8051,-7.456
-6107,8057,-7.415
-6113,8063,-7.476
-6119,8069,-7.385
-6125,8075,-7.315
-6131,8081,-7.208
-6137,8087,-7.047
-6143,8093,-7.044
-6149,8099,-7.13
-6155,8105,-7.022
-6161,8111,-7.014
-6167,8117,-7.109
-6173,8123,-7.132
-6179,8129,-7.166
-6185,8135,-7.198
-6191,8141,-7.145
-6197,8147,-7.125
-6203,8153,-7.124
-6209,8159,-7.047
-6215,8165,-7.085
-6221,8171,-7.088
-6227,8177,-7.136
-6233,8183,-6.992
-6239,8189,-6.843
-6245,8195,-6.868
-6251,8201,-6.753
-6257,8207,-6.651
-6263,8213,-6.981
-6269,8219,-6.708
-6275,8225,-6.782
-6281,8231,-6.489
-6287,8237,-6.452
-6293,8243,-6.093
-6299,8249,-6.43
-6305,8255,-6.54
-6311,8261,-6.541
-6317,8267,-6.518
-6323,8273,-6.504
-6329,8279,-6.494
-6335,8285,-6.709
-6341,8291,-6.293
-6347,8297,-6.536
-6353,8303,-6.994
-6359,8309,-6.762
-6365,8315,-6.422
-6371,8321,-6.806
-6377,8327,-7.076
-6383,8333,-7.013
-6389,8339,-7.128
-6395,8345,-7.25
-6401,8351,-7.543
-6407,8357,-7.74
-6413,8363,-7.414
-6419,8369,-7.206
-6425,8375,-7.297
-6431,8381,-7.299
-6437,8387,-7.358
-6443,8393,-7.407
-6449,8399,-7.214
-6455,8405,-7.084
-6461,8411,-7.312
-6467,8417,-7.717
-6473,8423,-7.195
-6479,8429,-7.125
-6485,8435,-6.853
-6491,8441,-7.118
-6497,8447,-7.063
-6503,8453,-6.747
-6509,8459,-6.818
-6515,8465,-6.86
-6521,8471,-6.98
-6527,8477,-6.972
-6533,8483,-6.892
-6539,8489,-6.83
-6545,8495,-6.836
-6551,8501,-6.906
-6557,8507,-6.937
-6563,8513,-6.811
-6569,8519,-6.726
-6575,8525,-6.83
-6581,8531,-6.961
-6587,8537,-6.616
-6593,8543,-6.506
-6599,8549,-6.882
-6605,8555,-6.629
-6611,8561,-6.565
-6617,8567,-6.559
-6623,8573,-6.505
-6629,8579,-6.331
-6635,8585,-6.157
-6641,8591,-6.048
-6647,8597,-6.197
-6653,8603,-6.323
-6659,8609,-6.3
-6665,8615,-6.277
-6671,8621,-6.257
-6677,8627,-6.273
-6683,8633,-6.261
-6689,8639,-6.249
-6695,8645,-6.237
-6701,8651,-6.225
-6707,8657,-6.319
-6713,8663,-6.424
-6719,8669,-6.394
-6725,8675,-6.338
-6731,8681,-6.282
-6737,8687,-6.359
-6743,8693,-6.481
-6749,8699,-6.416
-6755,8705,-6.263
-6761,8711,-6.111
-6767,8717,-6.135
-6773,8723,-6.283
-6779,8729,-6.327
-6785,8735,-6.276
-6791,8741,-6.225
-6797,8747,-6.212
-6803,8753,-6.249
-6809,8759,-6.283
-6815,8765,-6.31
-6821,8771,-6.337
-6827,8777,-6.359
-6833,8783,-6.365
-6839,8789,-6.371
-6845,8795,-6.378
-6851,8801,-6.384
-6857,8807,-6.364
-6863,8813,-6.102
-6869,8819,-5.85
-6875,8825,-5.935
-6881,8831,-6.021
-6887,8837,-6.106
-6893,8843,-6.207
-6899,8849,-6.308
-6905,8855,-6.257
-6911,8861,-6.181
-6917,8867,-6.203
-6923,8873,-6.25
-6929,8879,-6.297
-6935,8885,-6.3
-6941,8891,-6.285
-6947,8897,-6.27
-6953,8903,-6.348
-6959,8909,-6.49
-6965,8915,-6.505
-6971,8921,-6.406
-6977,8927,-6.385
-6983,8933,-6.454
-6989,8939,-6.524
-6995,8945,-6.537
-7001,8951,-6.451
-7007,8957,-6.365
-7013,8963,-6.308
-7019,8969,-6.337
-7025,8975,-6.357
-7031,8981,-6.342
-7037,8987,-6.332
-7043,8993,-6.356
-7049,8999,-6.381
-7055,9005,-6.401
-7061,9011,-6.293
-7067,9017,-6.185
-7073,9023,-6.077
-7079,9029,-6.117
-7085,9035,-6.167
-7091,9041,-6.218
-7097,9047,-6.268
-7103,9053,-6.152
-7109,9059,-5.994
-7115,9065,-5.837
-7121,9071,-5.848
-7127,9077,-5.93
-7133,9083,-6.013
-7139,9089,-6.09
-7145,9095,-6.164
-7151,9101,-6.238
-7157,9107,-6.312
-7163,9113,-6.292
-7169,9119,-6.172
-7175,9125,-6.052
-7181,9131,-5.974
-7187,9137,-5.962
-7193,9143,-5.95
-7199,9149,-5.972
-7205,9155,-6.073
-7211,9161,-6.134
-7217,9167,-6.064
-7223,9173,-5.995
-7229,9179,-5.925
-7235,9185,-5.856
-7241,9191,-5.798
-7247,9197,-5.868
-7253,9203,-5.939
-7259,9209,-6.01
-7265,9215,-6.009
-7271,9221,-6.007
-7277,9227,-5.914
-7283,9233,-5.814
-7289,9239,-5.854
-7295,9245,-5.913
-7301,9251,-5.972
-7307,9257,-5.948
-7313,9263,-5.903
-7319,9269,-5.858
-7325,9275,-5.878
-7331,9281,-5.925
-7337,9287,-5.915
-7343,9293,-5.875
-7349,9299,-5.909
-7355,9305,-5.995
-7361,9311,-6.081
-7367,9317,-6.065
-7373,9323,-5.949
-7379,9329,-5.833
-7385,9335,-5.89
-7391,9341,-6.188
-7397,9347,-6.268
-7403,9353,-5.969
-7409,9359,-5.808
-7415,9365,-5.954
-7421,9371,-6.1
-7427,9377,-6.189
-7433,9383,-6.081
-7439,9389,-6.004
-7445,9395,-6.071
-7451,9401,-6.139
-7457,9407,-6.2
-7463,9413,-6.196
-7469,9419,-6.191
-7475,9425,-6.142
-7481,9431,-6.093
-7487,9437,-6.045
-7493,9443,-6.172
-7499,9449,-6.306
-7505,9455,-6.359
-7511,9461,-6.405
-7517,9467,-6.451
-7523,9473,-6.465
-7529,9479,-6.473
-7535,9485,-6.481
-7541,9491,-6.428
-7547,9497,-6.357
-7553,9503,-6.285
-7559,9509,-6.214
-7565,9515,-6.143
-7571,9521,-6.228
-7577,9527,-6.396
-7583,9533,-6.463
-7589,9539,-6.464
-7595,9545,-6.465
-7601,9551,-6.42
-7607,9557,-6.336
-7613,9563,-6.317
-7619,9569,-6.367
-7625,9575,-6.417
-7631,9581,-6.434
-7637,9587,-6.407
-7643,9593,-6.37
-7649,9599,-6.317
-7655,9605,-6.265
-7661,9611,-6.145
-7667,9617,-5.874
-7673,9623,-5.681
-7679,9629,-5.715
-7685,9635,-5.75
-7691,9641,-5.784
-7697,9647,-5.819
-7703,9653,-5.853
-7709,9659,-5.887
-7715,9665,-5.922
-7721,9671,-5.96
-7727,9677,-6.044
-7733,9683,-6.125
-7739,9689,-6.093
-7745,9695,-6.061
-7751,9701,-6.029
-7757,9707,-6.125
-7763,9713,-6.228
-7769,9719,-6.196
-7775,9725,-6.15
-7781,9731,-6.104
-7787,9737,-6.091
-7793,9743,-6.084
-7799,9749,-6.189
-7805,9755,-6.326
-7811,9761,-6.463
-7817,9767,-6.222
-7823,9773,-5.825
-7829,9779,-5.898
-7835,9785,-6.215
-7841,9791,-6.533
-7847,9797,-6.536
-7853,9803,-6.318
-7859,9809,-6.27
-7865,9815,-6.369
-7871,9821,-6.468
-7877,9827,-6.577
-7883,9833,-6.699
-7889,9839,-6.761
-7895,9845,-6.735
-7901,9851,-6.708
-7907,9857,-6.605
-7913,9863,-6.341
-7919,9869,-6.148
-7925,9875,-6.154
-7931,9881,-6.16
-7937,9887,-6.166
-7943,9893,-6.172
-7949,9899,-6.158
-7955,9905,-5.974
-7961,9911,-5.789
-7967,9917,-5.605
-7973,9923,-5.596
-7979,9929,-5.588
-7985,9935,-5.793
-7991,9941,-6.014
-7997,9947,-6.236
-8003,9953,-6.169
-8009,9959,-6.039
-8015,9965,-6.049
-8021,9971,-6.108
-8027,9977,-6.166
-8033,9983,-6.2
-8039,9989,-6.217
-8045,9995,-6.259
-8051,10001,-6.322
-8057,10007,-6.385
-8063,10013,-6.396
-8069,10019,-6.328
-8075,10025,-6.35
-8081,10031,-6.569
-8087,10037,-6.705
-8093,10043,-6.549
-8099,10049,-6.393
-8105,10055,-6.25
-8111,10061,-6.245
-8117,10067,-6.24
-8123,10073,-6.235
-8129,10079,-6.139
-8135,10085,-6.038
-8141,10091,-6.061
-8147,10097,-6.104
-8153,10103,-6.147
-8159,10109,-6.068
-8165,10115,-5.945
-8171,10121,-6.037
-8177,10127,-6.239
-8183,10133,-6.44
-8189,10139,-6.404
-8195,10145,-6.172
-8201,10151,-6.07
-8207,10157,-6.106
-8213,10163,-6.142
-8219,10169,-6.149
-8225,10175,-6.109
-8231,10181,-6.142
-8237,10187,-6.321
-8243,10193,-6.499
-8249,10199,-6.586
-8255,10205,-6.41
-8261,10211,-6.292
-8267,10217,-6.389
-8273,10223,-6.487
-8279,10229,-6.552
-8285,10235,-6.442
-8291,10241,-6.358
-8297,10247,-6.454
-8303,10253,-6.55
-8309,10259,-6.621
-8315,10265,-6.414
-8321,10271,-6.225
-8327,10277,-6.307
-8333,10283,-6.389
-8339,10289,-6.465
-8345,10295,-6.32
-8351,10301,-6.175
-8357,10307,-6.289
-8363,10313,-6.403
-8369,10319,-6.517
-8375,10325,-6.291
-8381,10331,-6.051
-8387,10337,-6.13
-8393,10343,-6.236
-8399,10349,-6.142
-8405,10355,-6.019
-8411,10361,-5.897
-8417,10367,-5.922
-8423,10373,-5.987
-8429,10379,-6.051
-8435,10385,-5.877
-8441,10391,-5.589
-8447,10397,-5.593
-8453,10403,-5.795
-8459,10409,-5.903
-8465,10415,-5.92
-8471,10421,-5.938
-8477,10427,-5.959
-8483,10433,-5.987
-8489,10439,-6.014
-8495,10445,-6.015
-8501,10451,-5.936
-8507,10457,-5.857
-8513,10463,-5.778
-8519,10469,-5.721
-8525,10475,-5.831
-8531,10481,-5.941
-8537,10487,-6.055
-8543,10493,-6.224
-8549,10499,-6.394
-8555,10505,-6.548
-8561,10511,-6.297
-8567,10517,-6.07
-8573,10523,-6.36
-8579,10529,-6.616
-8585,10535,-6.44
-8591,10541,-6.264
-8597,10547,-6.131
-8603,10553,-6.257
-8609,10559,-6.383
-8615,10565,-6.435
-8621,10571,-6.251
-8627,10577,-6.174
-8633,10583,-6.321
-8639,10589,-6.469
-8645,10595,-6.458
-8651,10601,-6.262
-8657,10607,-6.26
-8663,10613,-6.409
-8669,10619,-6.558
-8675,10625,-6.407
-8681,10631,-6.142
-8687,10637,-6.152
-8693,10643,-6.215
