age (BP),temperature (degC)
10152.76,-30.465
10154.49,-30.463
10156.22,-30.46
10157.95,-30.457
10159.68,-30.453
10161.41,-30.45
10163.14,-30.448
10164.88,-30.445
10166.61,-30.443
10168.34,-30.441
10170.07,-30.44
10171.8,-30.438
10173.53,-30.437
10175.26,-30.436
10177,-30.434
10178.73,-30.431
10180.46,-30.428
10182.19,-30.426
10183.92,-30.423
10185.65,-30.422
10187.38,-30.42
10189.12,-30.419
10190.85,-30.419
10192.58,-30.418
10194.31,-30.419
10196.04,-30.419
10197.77,-30.419
10199.51,-30.419
10201.24,-30.419
10202.97,-30.418
10204.7,-30.419
10206.43,-30.419
10208.16,-30.419
10209.89,-30.42
10211.63,-30.421
10213.36,-30.421
10215.09,-30.422
10216.82,-30.423
10218.55,-30.423
10220.28,-30.424
10222.01,-30.424
10223.75,-30.424
10225.48,-30.425
10227.21,-30.426
10228.94,-30.427
10230.67,-30.429
10232.4,-30.43
10234.13,-30.432
10235.87,-30.433
10237.6,-30.434
10239.33,-30.435
10241.06,-30.435
10242.79,-30.436
10244.52,-30.436
10246.25,-30.437
10247.99,-30.438
10249.72,-30.44
10251.45,-30.441
10253.18,-30.443
10254.91,-30.445
10256.64,-30.446
10258.38,-30.448
10260.11,-30.45
10261.84,-30.452
10263.57,-30.453
10265.3,-30.455
10267.03,-30.456
10268.76,-30.457
10270.5,-30.458
10272.23,-30.459
10273.96,-30.46
10275.69,-30.461
10277.42,-30.462
10279.15,-30.463
10280.88,-30.464
10282.62,-30.465
10284.35,-30.466
10286.08,-30.466
10287.81,-30.467
10289.54,-30.467
10291.27,-30.467
10293,-30.467
10294.74,-30.467
10296.47,-30.468
10298.2,-30.469
10299.93,-30.471
10301.66,-30.473
10303.39,-30.475
10305.12,-30.476
10306.86,-30.477
10308.59,-30.478
10310.32,-30.478
10312.05,-30.479
10313.78,-30.479
10315.51,-30.478
10317.25,-30.477
10318.98,-30.476
10320.71,-30.476
10322.44,-30.475
10324.17,-30.475
10325.9,-30.474
10327.63,-30.473
10329.37,-30.472
10331.1,-30.471
10332.83,-30.47
10334.56,-30.469
10336.29,-30.469
10338.02,-30.468
10339.75,-30.468
10341.49,-30.467
10343.22,-30.467
10344.95,-30.467
10346.68,-30.467
10348.41,-30.467
10350.14,-30.466
10351.87,-30.466
10353.61,-30.465
10355.34,-30.465
10357.07,-30.465
10358.8,-30.465
10360.53,-30.465
10362.26,-30.465
10363.99,-30.464
10365.73,-30.464
10367.46,-30.464
10369.19,-30.463
10370.92,-30.463
10372.65,-30.463
10374.38,-30.463
10376.12,-30.463
10377.85,-30.464
10379.58,-30.465
10381.31,-30.467
10383.04,-30.468
10384.77,-30.47
10386.5,-30.471
10388.24,-30.473
10389.97,-30.474
10391.7,-30.474
10393.43,-30.475
10395.16,-30.475
10396.89,-30.474
10398.62,-30.473
10400.36,-30.472
10402.09,-30.47
10403.82,-30.469
10405.55,-30.468
10407.28,-30.467
10409.01,-30.466
10410.74,-30.465
10412.48,-30.465
10414.21,-30.465
10415.94,-30.466
10417.67,-30.466
10419.4,-30.466
10421.13,-30.467
10422.86,-30.467
10424.6,-30.468
10426.33,-30.469
10428.06,-30.47
10429.79,-30.471
10431.52,-30.472
10433.25,-30.473
10434.99,-30.474
10436.72,-30.475
10438.45,-30.476
10440.18,-30.477
10441.91,-30.478
10443.64,-30.478
10445.37,-30.479
10447.11,-30.479
10448.84,-30.48
10450.57,-30.481
10452.3,-30.482
10454.03,-30.483
10455.76,-30.484
10457.49,-30.484
10459.23,-30.485
10460.96,-30.486
10462.69,-30.487
10464.42,-30.489
10466.15,-30.49
10467.88,-30.491
10469.61,-30.492
10471.35,-30.492
10473.08,-30.493
10474.81,-30.492
10476.54,-30.492
10478.27,-30.491
10480,-30.489
10481.73,-30.487
10483.47,-30.484
10485.2,-30.481
10486.93,-30.479
10488.66,-30.476
10490.39,-30.474
10492.12,-30.472
10493.86,-30.47
10495.59,-30.469
10497.32,-30.467
10499.05,-30.466
10500.78,-30.465
10502.51,-30.465
10504.24,-30.464
10505.98,-30.464
10507.71,-30.463
10509.44,-30.463
10511.17,-30.463
10512.9,-30.462
10514.63,-30.461
10516.36,-30.46
10518.1,-30.459
10519.83,-30.459
10521.56,-30.458
10523.29,-30.457
10525.02,-30.456
10526.75,-30.456
10528.48,-30.455
10530.22,-30.455
10531.95,-30.455
10533.68,-30.454
10535.41,-30.454
10537.14,-30.453
10538.87,-30.452
10540.6,-30.45
10542.34,-30.449
10544.07,-30.449
10545.8,-30.448
10547.53,-30.447
10549.26,-30.447
10550.99,-30.446
10552.73,-30.445
10554.46,-30.443
10556.19,-30.442
10557.92,-30.44
10559.65,-30.438
10561.38,-30.436
10563.11,-30.434
10564.85,-30.432
10566.58,-30.43
10568.31,-30.429
10570.04,-30.428
10571.77,-30.427
10573.5,-30.426
10575.23,-30.426
10576.97,-30.427
10578.7,-30.427
10580.43,-30.428
10582.16,-30.429
10583.89,-30.431
10585.62,-30.434
10587.35,-30.436
10589.09,-30.439
10590.82,-30.442
10592.55,-30.446
10594.28,-30.449
10596.01,-30.453
10597.74,-30.456
10599.47,-30.459
10601.21,-30.462
10602.94,-30.464
10604.67,-30.467
10606.4,-30.47
10608.13,-30.472
10609.86,-30.475
10611.6,-30.477
10613.33,-30.48
10615.06,-30.483
10616.79,-30.486
10618.52,-30.489
10620.25,-30.492
10621.98,-30.495
10623.72,-30.498
10625.45,-30.501
10627.18,-30.503
10628.91,-30.506
10630.64,-30.508
10632.37,-30.51
10634.1,-30.513
10635.84,-30.515
10637.57,-30.518
10639.3,-30.521
10641.03,-30.525
10642.76,-30.528
10644.49,-30.532
10646.22,-30.536
10647.96,-30.54
10649.69,-30.544
10651.42,-30.548
10653.15,-30.553
10654.88,-30.557
10656.61,-30.562
10658.34,-30.567
10660.08,-30.571
10661.81,-30.576
10663.54,-30.58
10665.27,-30.585
10667,-30.589
10668.73,-30.593
10670.47,-30.597
10672.2,-30.602
10673.93,-30.605
10675.66,-30.609
10677.39,-30.612
10679.12,-30.614
10680.85,-30.616
10682.59,-30.618
10684.32,-30.62
10686.05,-30.621
10687.78,-30.621
10689.51,-30.621
10691.24,-30.621
10692.97,-30.62
10694.71,-30.618
10696.44,-30.616
10698.17,-30.615
10699.9,-30.614
10701.63,-30.612
10703.36,-30.611
10705.09,-30.61
10706.83,-30.609
10708.56,-30.608
10710.29,-30.608
10712.02,-30.608
10713.75,-30.608
10715.48,-30.607
10717.21,-30.606
10718.95,-30.605
10720.68,-30.604
10722.41,-30.603
10724.14,-30.602
10725.87,-30.601
10727.6,-30.6
10729.34,-30.598
10731.07,-30.597
10732.8,-30.595
10734.53,-30.592
10736.26,-30.59
10737.99,-30.588
10739.72,-30.585
10741.46,-30.583
10743.19,-30.581
10744.92,-30.578
10746.65,-30.575
10748.38,-30.571
10750.11,-30.567
10751.84,-30.563
10753.58,-30.559
10755.31,-30.554
10757.04,-30.55
10758.77,-30.546
10760.5,-30.543
10762.23,-30.539
10763.96,-30.536
10765.7,-30.532
10767.43,-30.529
10769.16,-30.525
10770.89,-30.522
10772.62,-30.518
10774.35,-30.515
10776.08,-30.512
10777.82,-30.509
10779.55,-30.507
10781.28,-30.505
10783.01,-30.504
10784.74,-30.502
10786.47,-30.5
10788.21,-30.498
10789.94,-30.497
10791.67,-30.497
10793.4,-30.497
10795.13,-30.497
10796.86,-30.497
10798.59,-30.497
10800.33,-30.497
10802.06,-30.497
10803.79,-30.497
10805.52,-30.496
10807.25,-30.496
10808.98,-30.494
10810.71,-30.493
10812.45,-30.491
10814.18,-30.49
10815.91,-30.489
10817.64,-30.488
10819.37,-30.487
10821.1,-30.486
10822.83,-30.486
10824.57,-30.485
10826.3,-30.485
10828.03,-30.486
10829.76,-30.486
10831.49,-30.488
10833.22,-30.489
10834.95,-30.491
10836.69,-30.493
10838.42,-30.495
10840.15,-30.497
10841.88,-30.498
10843.61,-30.499
10845.34,-30.501
10847.08,-30.503
10848.81,-30.505
10850.54,-30.507
10852.27,-30.509
10854,-30.512
10855.73,-30.514
10857.46,-30.516
10859.2,-30.518
10860.93,-30.52
10862.66,-30.523
10864.39,-30.526
10866.12,-30.528
10867.85,-30.53
10869.58,-30.533
10871.32,-30.535
10873.05,-30.538
10874.78,-30.541
10876.51,-30.544
10878.24,-30.548
10879.97,-30.551
10881.7,-30.554
10883.44,-30.558
10885.17,-30.561
10886.9,-30.565
10888.63,-30.568
10890.36,-30.571
10892.09,-30.573
10893.83,-30.575
10895.56,-30.577
10897.29,-30.579
10899.02,-30.58
10900.75,-30.581
10902.48,-30.582
10904.21,-30.582
10905.95,-30.583
10907.68,-30.584
10909.41,-30.585
10911.14,-30.586
10912.87,-30.586
10914.6,-30.587
10916.33,-30.587
10918.07,-30.586
10919.8,-30.586
10921.53,-30.585
10923.26,-30.584
10924.99,-30.584
10926.72,-30.582
10928.45,-30.581
10930.19,-30.579
10931.92,-30.578
10933.65,-30.576
10935.38,-30.574
10937.11,-30.571
10938.84,-30.569
10940.57,-30.567
10942.31,-30.565
10944.04,-30.564
10945.77,-30.563
10947.5,-30.561
10949.23,-30.561
10950.96,-30.56
10952.7,-30.56
10954.43,-30.56
10956.16,-30.559
10957.89,-30.559
10959.62,-30.559
10961.35,-30.559
10963.08,-30.559
10964.82,-30.559
10966.55,-30.559
10968.28,-30.559
10970.01,-30.56
10971.74,-30.56
10973.47,-30.559
10975.2,-30.558
10976.94,-30.556
10978.67,-30.553
10980.4,-30.551
10982.13,-30.548
10983.86,-30.546
10985.59,-30.543
10987.32,-30.541
10989.06,-30.539
10990.79,-30.538
10992.52,-30.536
10994.25,-30.536
10995.98,-30.535
10997.71,-30.535
10999.44,-30.536
11001.18,-30.537
11002.91,-30.538
11004.64,-30.54
11006.37,-30.542
11008.1,-30.545
11009.83,-30.548
11011.57,-30.551
11013.3,-30.555
11015.03,-30.558
11016.76,-30.562
11018.49,-30.566
11020.22,-30.57
11021.95,-30.574
11023.69,-30.578
11025.42,-30.583
11027.15,-30.587
11028.88,-30.591
11030.61,-30.596
11032.34,-30.601
11034.07,-30.606
11035.81,-30.611
11037.54,-30.617
11039.27,-30.622
11041,-30.627
11042.73,-30.631
11044.46,-30.636
11046.19,-30.639
11047.93,-30.642
11049.66,-30.644
11051.39,-30.646
11053.12,-30.647
11054.85,-30.648
11056.58,-30.649
11058.31,-30.65
11060.05,-30.65
11061.78,-30.65
11063.51,-30.649
11065.24,-30.649
11066.97,-30.649
11068.7,-30.648
11070.44,-30.648
11072.17,-30.648
11073.9,-30.648
11075.63,-30.648
11077.36,-30.649
11079.09,-30.65
11080.82,-30.65
11082.56,-30.65
11084.29,-30.65
11086.02,-30.65
11087.75,-30.65
11089.48,-30.65
11091.21,-30.65
11092.94,-30.65
11094.68,-30.65
11096.41,-30.65
11098.14,-30.649
11099.87,-30.649
11101.6,-30.648
11103.33,-30.648
11105.06,-30.647
11106.8,-30.646
11108.53,-30.644
11110.26,-30.642
11111.99,-30.64
11113.72,-30.638
11115.45,-30.635
11117.18,-30.633
11118.92,-30.63
11120.65,-30.628
11122.38,-30.625
11124.11,-30.623
11125.84,-30.621
11127.57,-30.618
11129.31,-30.615
11131.04,-30.612
11132.77,-30.609
11134.5,-30.606
11136.23,-30.603
11137.96,-30.599
11139.69,-30.596
11141.43,-30.592
11143.16,-30.589
11144.89,-30.586
11146.62,-30.583
11148.35,-30.581
11150.08,-30.579
11151.81,-30.577
11153.55,-30.575
11155.28,-30.574
11157.01,-30.574
11158.74,-30.574
11160.47,-30.574
11162.2,-30.574
11163.93,-30.574
11165.67,-30.575
11167.4,-30.576
11169.13,-30.577
11170.86,-30.578
11172.59,-30.579
11174.32,-30.58
11176.05,-30.581
11177.79,-30.582
11179.52,-30.583
11181.25,-30.584
11182.98,-30.586
11184.71,-30.588
11186.44,-30.59
11188.18,-30.592
11189.91,-30.594
11191.64,-30.596
11193.37,-30.598
11195.1,-30.598
11196.83,-30.599
11198.56,-30.599
11200.3,-30.599
11202.03,-30.6
11203.76,-30.6
11205.49,-30.601
11207.22,-30.602
11208.95,-30.602
11210.68,-30.603
11212.42,-30.604
11214.15,-30.605
11215.88,-30.606
11217.61,-30.607
11219.34,-30.607
11221.07,-30.608
11222.8,-30.609
11224.54,-30.61
11226.27,-30.611
11228,-30.612
11229.73,-30.613
11231.46,-30.614
11233.19,-30.615
11234.92,-30.617
11236.66,-30.619
11238.39,-30.621
11240.12,-30.623
11241.85,-30.626
11243.58,-30.63
11245.31,-30.633
11247.05,-30.637
11248.78,-30.641
11250.51,-30.645
11252.24,-30.65
11253.97,-30.654
11255.7,-30.658
11257.43,-30.661
11259.17,-30.664
11260.9,-30.667
11262.63,-30.67
11264.36,-30.672
11266.09,-30.674
11267.82,-30.677
11269.55,-30.679
11271.29,-30.68
11273.02,-30.682
11274.75,-30.683
11276.48,-30.684
11278.21,-30.685
11279.94,-30.687
11281.67,-30.688
11283.41,-30.689
11285.14,-30.689
11286.87,-30.689
11288.6,-30.689
11290.33,-30.689
11292.06,-30.689
11293.79,-30.689
11295.53,-30.69
11297.26,-30.691
11298.99,-30.693
11300.72,-30.694
11302.45,-30.695
11304.18,-30.696
11305.92,-30.697
11307.65,-30.698
11309.38,-30.698
11311.11,-30.699
11312.84,-30.7
11314.57,-30.701
11316.3,-30.702
11318.04,-30.704
11319.77,-30.706
11321.5,-30.708
11323.23,-30.71
11324.96,-30.712
11326.69,-30.714
11328.42,-30.716
11330.16,-30.718
11331.89,-30.719
11333.62,-30.721
11335.35,-30.722
11337.08,-30.723
11338.81,-30.724
11340.54,-30.725
11342.28,-30.725
11344.01,-30.724
11345.74,-30.723
11347.47,-30.722
11349.2,-30.72
11350.93,-30.719
11352.66,-30.717
11354.4,-30.716
11356.13,-30.714
11357.86,-30.713
11359.59,-30.712
11361.32,-30.711
11363.05,-30.71
11364.79,-30.71
11366.52,-30.71
11368.25,-30.71
11369.98,-30.71
11371.71,-30.71
11373.44,-30.711
11375.17,-30.713
11376.91,-30.714
11378.64,-30.714
11380.37,-30.715
11382.1,-30.716
11383.83,-30.717
11385.56,-30.719
11387.29,-30.721
11389.03,-30.723
11390.76,-30.724
11392.49,-30.725
11394.22,-30.726
11395.95,-30.726
11397.68,-30.726
11399.41,-30.725
11401.15,-30.725
11402.88,-30.724
11404.61,-30.724
11406.34,-30.724
11408.07,-30.724
11409.8,-30.724
11411.53,-30.723
11413.27,-30.722
11415,-30.721
11416.73,-30.719
11418.46,-30.717
11420.19,-30.715
11421.92,-30.712
11423.66,-30.709
11425.39,-30.706
11427.12,-30.702
11428.85,-30.697
11430.58,-30.692
11432.31,-30.688
11434.04,-30.683
11435.78,-30.678
11437.51,-30.672
11439.24,-30.667
11440.97,-30.661
11442.7,-30.655
11444.43,-30.65
11446.16,-30.645
11447.9,-30.639
11449.63,-30.633
11451.36,-30.627
11453.09,-30.621
11454.82,-30.615
11456.55,-30.609
11458.28,-30.602
11460.02,-30.596
11461.75,-30.589
11463.48,-30.582
11465.21,-30.575
11466.94,-30.567
11468.67,-30.559
11470.4,-30.552
11472.14,-30.544
11473.87,-30.536
11475.6,-30.528
11477.33,-30.52
11479.06,-30.511
11480.79,-30.503
11482.53,-30.494
11484.26,-30.484
11485.99,-30.475
11487.72,-30.466
11489.45,-30.457
11491.18,-30.449
11492.91,-30.442
11494.65,-30.434
11496.38,-30.428
11498.11,-30.421
11499.84,-30.415
11501.57,-30.409
11503.3,-30.403
11505.03,-30.397
11506.77,-30.392
11508.5,-30.386
11510.23,-30.381
11511.96,-30.376
11513.69,-30.371
11515.42,-30.366
11517.15,-30.361
11518.89,-30.357
11520.62,-30.353
11522.35,-30.35
11524.08,-30.347
11525.81,-30.344
11527.54,-30.342
11529.27,-30.34
11531.01,-30.339
11532.74,-30.338
11534.47,-30.337
11536.2,-30.336
11537.93,-30.337
11539.66,-30.337
11541.4,-30.339
11543.13,-30.34
11544.86,-30.342
11546.59,-30.344
11548.32,-30.347
11550.05,-30.35
11551.78,-30.353
11553.52,-30.357
11555.25,-30.361
11556.98,-30.365
11558.71,-30.369
11560.44,-30.374
11562.17,-30.379
11563.9,-30.384
11565.64,-30.39
11567.37,-30.396
11569.1,-30.402
11570.83,-30.408
11572.56,-30.414
11574.29,-30.42
11576.02,-30.426
11577.76,-30.431
11579.49,-30.437
11581.22,-30.444
11582.95,-30.45
11584.68,-30.457
11586.41,-30.464
11588.15,-30.47
11589.88,-30.476
11591.61,-30.482
11593.34,-30.488
11595.07,-30.494
11596.8,-30.499
11598.53,-30.505
11600.27,-30.51
11602,-30.515
11603.73,-30.52
11605.46,-30.525
11607.19,-30.53
11608.92,-30.536
11610.65,-30.541
11612.39,-30.546
11614.12,-30.552
11615.85,-30.558
11617.58,-30.564
11619.31,-30.569
11621.04,-30.575
11622.77,-30.58
11624.51,-30.585
11626.24,-30.59
11627.97,-30.595
11629.7,-30.6
11631.43,-30.605
11633.16,-30.609
11634.89,-30.613
11636.63,-30.617
11638.36,-30.621
11640.09,-30.625
11641.82,-30.628
11643.55,-30.631
11645.28,-30.633
11647.02,-30.635
11648.75,-30.637
11650.48,-30.638
11652.21,-30.639
11653.94,-30.64
11655.67,-30.641
11657.4,-30.641
11659.14,-30.642
11660.87,-30.641
11662.6,-30.64
11664.33,-30.638
11666.06,-30.636
11667.79,-30.634
11669.52,-30.632
11671.26,-30.63
11672.99,-30.627
11674.72,-30.625
11676.45,-30.623
11678.18,-30.62
11679.91,-30.618
11681.64,-30.615
11683.38,-30.612
11685.11,-30.609
11686.84,-30.607
11688.57,-30.604
11690.3,-30.601
11692.03,-30.599
11693.76,-30.596
11695.5,-30.593
11697.23,-30.59
11698.96,-30.587
11700.69,-30.584
11702.42,-30.58
11704.15,-30.576
11705.89,-30.572
11707.62,-30.568
11709.35,-30.563
11711.08,-30.558
11712.81,-30.552
11714.54,-30.546
11716.27,-30.54
11718.01,-30.533
11719.74,-30.526
11721.47,-30.519
11723.2,-30.512
11724.93,-30.505
11726.66,-30.497
11728.39,-30.49
11730.13,-30.483
11731.86,-30.476
11733.59,-30.469
11735.32,-30.462
11737.05,-30.455
11738.78,-30.447
11740.51,-30.44
11742.25,-30.433
11743.98,-30.425
11745.71,-30.419
11747.44,-30.412
11749.17,-30.406
11750.9,-30.399
11752.63,-30.393
11754.37,-30.386
11756.1,-30.379
11757.83,-30.373
11759.56,-30.367
11761.29,-30.361
11763.02,-30.356
11764.76,-30.351
11766.49,-30.346
11768.22,-30.342
11769.95,-30.338
11771.68,-30.334
11773.41,-30.33
11775.14,-30.326
11776.88,-30.322
11778.61,-30.318
11780.34,-30.313
11782.07,-30.309
11783.8,-30.304
11785.53,-30.3
11787.26,-30.296
11789,-30.293
11790.73,-30.289
11792.46,-30.286
11794.19,-30.283
11795.92,-30.279
11797.65,-30.276
11799.38,-30.273
11801.12,-30.27
11802.85,-30.268
11804.58,-30.266
11806.31,-30.264
11808.04,-30.263
11809.77,-30.263
11811.5,-30.262
11813.24,-30.262
11814.97,-30.263
11816.7,-30.264
11818.43,-30.265
11820.16,-30.266
11821.89,-30.268
11823.63,-30.27
11825.36,-30.272
11827.09,-30.275
11828.82,-30.278
11830.55,-30.281
11832.28,-30.284
11834.01,-30.287
11835.75,-30.29
11837.48,-30.294
11839.21,-30.299
11840.94,-30.304
11842.67,-30.309
11844.4,-30.314
11846.13,-30.319
11847.87,-30.324
11849.6,-30.329
11851.33,-30.334
11853.06,-30.339
11854.79,-30.345
11856.52,-30.351
11858.25,-30.356
11859.99,-30.361
11861.72,-30.367
11863.45,-30.372
11865.18,-30.378
11866.91,-30.383
11868.64,-30.389
11870.37,-30.395
11872.11,-30.4
11873.84,-30.406
11875.57,-30.413
11877.3,-30.42
11879.03,-30.427
11880.76,-30.435
11882.5,-30.443
11884.23,-30.45
11885.96,-30.458
11887.69,-30.465
11889.42,-30.471
11891.15,-30.477
11892.88,-30.482
11894.62,-30.487
11896.35,-30.492
11898.08,-30.497
11899.81,-30.502
11901.54,-30.507
11903.27,-30.511
11905,-30.515
11906.74,-30.519
11908.47,-30.522
11910.2,-30.526
11911.93,-30.529
11913.66,-30.531
11915.39,-30.533
11917.12,-30.535
11918.86,-30.537
11920.59,-30.538
11922.32,-30.54
11924.05,-30.542
11925.78,-30.543
11927.51,-30.545
11929.24,-30.546
11930.98,-30.548
11932.71,-30.55
11934.44,-30.552
11936.17,-30.553
11937.9,-30.555
11939.63,-30.556
11941.37,-30.557
11943.1,-30.558
11944.83,-30.559
11946.56,-30.562
11948.29,-30.564
11950.02,-30.568
11951.75,-30.571
11953.49,-30.575
11955.22,-30.579
11956.95,-30.583
11958.68,-30.587
11960.41,-30.591
11962.14,-30.596
11963.87,-30.6
11965.61,-30.605
11967.34,-30.61
11969.07,-30.614
11970.8,-30.618
11972.53,-30.622
11974.26,-30.624
11975.99,-30.626
11977.73,-30.628
11979.46,-30.629
11981.19,-30.629
11982.92,-30.63
11984.65,-30.631
11986.38,-30.632
11988.11,-30.634
11989.85,-30.636
11991.58,-30.64
11993.31,-30.644
11995.04,-30.649
11996.77,-30.654
11998.5,-30.659
12000.24,-30.665
12001.97,-30.671
12003.7,-30.677
12005.43,-30.685
12007.16,-30.693
12008.89,-30.702
12010.62,-30.711
12012.36,-30.72
12014.09,-30.729
12015.82,-30.739
12017.55,-30.749
12019.28,-30.759
12021.01,-30.771
12022.74,-30.782
12024.48,-30.793
12026.21,-30.804
12027.94,-30.815
12029.67,-30.825
12031.4,-30.834
12033.13,-30.844
12034.86,-30.853
12036.6,-30.863
12038.33,-30.872
12040.06,-30.882
12041.79,-30.891
12043.52,-30.9
12045.25,-30.907
12046.98,-30.915
12048.72,-30.921
12050.45,-30.926
12052.18,-30.931
12053.91,-30.935
12055.64,-30.938
12057.37,-30.94
12059.11,-30.942
12060.84,-30.943
12062.57,-30.943
12064.3,-30.944
12066.03,-30.945
12067.76,-30.945
12069.49,-30.947
12071.23,-30.948
12072.96,-30.951
12074.69,-30.953
12076.42,-30.956
12078.15,-30.959
12079.88,-30.963
12081.61,-30.966
12083.35,-30.968
12085.08,-30.97
12086.81,-30.971
12088.54,-30.972
12090.27,-30.971
12092,-30.971
12093.73,-30.97
12095.47,-30.97
12097.2,-30.969
12098.93,-30.969
12100.66,-30.969
12102.39,-30.968
12104.12,-30.966
12105.85,-30.964
12107.59,-30.96
12109.32,-30.957
12111.05,-30.953
12112.78,-30.951
12114.51,-30.949
12116.24,-30.947
12117.98,-30.945
12119.71,-30.942
12121.44,-30.939
12123.17,-30.936
12124.9,-30.932
12126.63,-30.929
12128.36,-30.927
12130.1,-30.925
12131.83,-30.925
12133.56,-30.924
12135.29,-30.924
12137.02,-30.924
12138.75,-30.923
12140.48,-30.923
12142.22,-30.924
12143.95,-30.926
12145.68,-30.928
12147.41,-30.932
12149.14,-30.936
12150.87,-30.94
12152.6,-30.944
12154.34,-30.949
12156.07,-30.955
12157.8,-30.962
12159.53,-30.97
12161.26,-30.979
12162.99,-30.988
12164.72,-30.998
12166.46,-31.009
12168.19,-31.02
12169.92,-31.031
12171.65,-31.043
12173.38,-31.054
12175.11,-31.065
12176.85,-31.076
12178.58,-31.087
12180.31,-31.099
12182.04,-31.111
12183.77,-31.124
12185.5,-31.137
12187.23,-31.15
12188.97,-31.164
12190.7,-31.178
12192.43,-31.193
12194.16,-31.208
12195.89,-31.224
12197.62,-31.239
12199.35,-31.255
12201.09,-31.271
12202.82,-31.288
12204.55,-31.305
12206.28,-31.323
12208.01,-31.34
12209.74,-31.357
12211.47,-31.372
12213.21,-31.387
12214.94,-31.401
12216.67,-31.414
12218.4,-31.426
12220.13,-31.438
12221.86,-31.45
12223.59,-31.462
12225.33,-31.474
12227.06,-31.486
12228.79,-31.497
12230.52,-31.508
12232.25,-31.518
12233.98,-31.527
12235.72,-31.536
12237.45,-31.545
12239.18,-31.554
12240.91,-31.563
12242.64,-31.572
12244.37,-31.58
12246.1,-31.588
12247.84,-31.596
12249.57,-31.604
12251.3,-31.612
12253.03,-31.621
12254.76,-31.628
12256.49,-31.635
12258.22,-31.641
12259.96,-31.647
12261.69,-31.651
12263.42,-31.655
12265.15,-31.659
12266.88,-31.662
12268.61,-31.664
12270.34,-31.667
12272.08,-31.668
12273.81,-31.67
12275.54,-31.671
12277.27,-31.673
12279,-31.674
12280.73,-31.675
12282.47,-31.676
12284.2,-31.677
12285.93,-31.678
12287.66,-31.679
12289.39,-31.681
12291.12,-31.681
12292.85,-31.682
12294.59,-31.683
12296.32,-31.683
12298.05,-31.683
12299.78,-31.682
12301.51,-31.681
12303.24,-31.679
12304.97,-31.677
12306.71,-31.676
12308.44,-31.674
12310.17,-31.673
12311.9,-31.672
12313.63,-31.673
12315.36,-31.674
12317.09,-31.677
12318.83,-31.681
12320.56,-31.685
12322.29,-31.69
12324.02,-31.695
12325.75,-31.7
12327.48,-31.706
12329.21,-31.712
12330.95,-31.719
12332.68,-31.726
12334.41,-31.734
12336.14,-31.742
12337.87,-31.751
12339.6,-31.76
12341.34,-31.768
12343.07,-31.777
12344.8,-31.786
12346.53,-31.795
12348.26,-31.803
12349.99,-31.811
12351.72,-31.819
12353.46,-31.828
12355.19,-31.837
12356.92,-31.847
12358.65,-31.858
12360.38,-31.869
12362.11,-31.879
12363.84,-31.89
12365.58,-31.9
12367.31,-31.91
12369.04,-31.919
12370.77,-31.928
12372.5,-31.938
12374.23,-31.948
12375.96,-31.958
12377.7,-31.969
12379.43,-31.979
12381.16,-31.988
12382.89,-31.998
12384.62,-32.008
12386.35,-32.017
12388.08,-32.027
12389.82,-32.035
12391.55,-32.044
12393.28,-32.052
12395.01,-32.06
12396.74,-32.067
12398.47,-32.075
12400.21,-32.083
12401.94,-32.091
12403.67,-32.099
12405.4,-32.107
12407.13,-32.115
12408.86,-32.123
12410.59,-32.13
12412.33,-32.137
12414.06,-32.142
12415.79,-32.148
12417.52,-32.152
12419.25,-32.156
12420.98,-32.16
12422.71,-32.163
12424.45,-32.165
12426.18,-32.167
12427.91,-32.167
12429.64,-32.167
12431.37,-32.166
12433.1,-32.165
12434.83,-32.163
12436.57,-32.161
12438.3,-32.158
12440.03,-32.155
12441.76,-32.152
12443.49,-32.15
12445.22,-32.147
12446.95,-32.144
12448.69,-32.142
12450.42,-32.139
12452.15,-32.135
12453.88,-32.13
12455.61,-32.124
12457.34,-32.118
12459.08,-32.111
12460.81,-32.105
12462.54,-32.1
12464.27,-32.095
12466,-32.092
12467.73,-32.089
12469.46,-32.087
12471.2,-32.085
12472.93,-32.083
12474.66,-32.081
12476.39,-32.079
12478.12,-32.078
12479.85,-32.076
12481.58,-32.075
12483.32,-32.074
12485.05,-32.073
12486.78,-32.072
12488.51,-32.072
12490.24,-32.072
12491.97,-32.073
12493.7,-32.073
12495.44,-32.073
12497.17,-32.073
12498.9,-32.073
12500.63,-32.073
12502.36,-32.073
12504.09,-32.073
12505.82,-32.073
12507.56,-32.072
12509.29,-32.071
12511.02,-32.071
12512.75,-32.07
12514.48,-32.071
12516.21,-32.071
12517.95,-32.072
12519.68,-32.073
12521.41,-32.074
12523.14,-32.076
12524.87,-32.078
12526.6,-32.081
12528.33,-32.085
12530.07,-32.09
12531.8,-32.095
12533.53,-32.1
12535.26,-32.107
12536.99,-32.113
12538.72,-32.119
12540.45,-32.125
12542.19,-32.131
12543.92,-32.137
12545.65,-32.143
12547.38,-32.149
12549.11,-32.155
12550.84,-32.161
12552.57,-32.168
12554.31,-32.175
12556.04,-32.182
12557.77,-32.188
12559.5,-32.195
12561.23,-32.201
12562.96,-32.206
12564.69,-32.211
12566.43,-32.217
12568.16,-32.223
12569.89,-32.23
12571.62,-32.238
12573.35,-32.246
12575.08,-32.253
12576.82,-32.261
